"codeSystem","instanceType","codeSystemVersion","uuid:ID","id","decode","code"
"http://www.cdisc.org","Code","2023-12-15","831f7871-f152-4c20-9332-5ded534a0c32","Code_169","Disabling Adverse Event","C113380"
"http://www.cdisc.org","Code","2023-12-15","067ab79d-9542-4abf-a31d-8de4e6c5cc98","Code_170","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","94c0434b-28a5-4ee9-9428-931df0739f6b","Code_171","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","971a4e6e-fb8b-401d-9140-39f9eb15e48c","Code_172","Death Related to Adverse Event","C48275"
"http://www.cdisc.org","Code","2023-12-15","a288675c-c0ff-4346-987b-8208d1105da0","Code_173","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","c9c10b53-ba12-4253-9922-b7f6494fc051","Code_174","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","1e557d81-a95e-46c5-b009-0b0d2d38e3fd","Code_175","Adverse Event associated with Hospitalization","C83052"
"http://www.cdisc.org","Code","2023-12-15","175602f9-5b20-4e28-a1d1-799b7adffe75","Code_176","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","329121e8-8488-4a27-a5d4-968fc458ea9e","Code_177","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","905b576d-a34a-4650-8f92-43d7a2a949ec","Code_178","Life Threatening Adverse Event","C84266"
"http://www.cdisc.org","Code","2023-12-15","0814b45c-08b4-4612-a155-f0da7b4a0e01","Code_179","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","e991cef5-6db8-4dc7-b0b9-e04f2ddad2a1","Code_180","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","982d1c13-5b6f-430d-b0a3-f98e55d6d0a8","Code_181","Adverse Event Occurred with Overdose","C83214"
"http://www.cdisc.org","Code","2023-12-15","21c0dd41-71b7-4869-afaf-d5271fa60c67","Code_182","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","f06e9295-f500-4bc3-920f-5113321721e8","Code_183","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","9dcc6e8e-80d7-4676-9b37-2597ff1f8317","Code_184","Adverse Event Associated with Serious Medical Event","C83053"
"http://www.cdisc.org","Code","2023-12-15","73f951c2-df01-4e5c-bd3e-a2f79244f6ae","Code_185","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","6d5be5f3-8e7d-473e-befb-da43367e3d47","Code_186","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","0760a16a-01d6-42dc-b194-4916e4fd7e76","Code_187","Adverse Event Concomitant Treatment","C83199"
"http://www.cdisc.org","Code","2023-12-15","772ac2c2-9d95-4be9-a860-923a67c8ab99","Code_188","Adverse Event Start Date Time","C83215"
"http://www.cdisc.org","Code","2023-12-15","7825737f-3a3c-40f0-bf61-f16abfcfd2bb","Code_189","Adverse Event End Date Time","C83201"
"http://www.cdisc.org","Code","2023-12-15","9b478a42-b5fa-4053-b4d5-6758eb338c1b","Code_190","Solicited Adverse Event","C179175"
"http://www.cdisc.org","Code","2023-12-15","4dca1e55-47fb-4ca0-8804-4d42917f9ee7","Code_191","SYSBP","C25298"
"http://www.cdisc.org","Code","2023-12-15","bd111da6-bb51-4047-9ef4-b9f78ed5b829","Code_192","Clinical Test Result","C77140"
"http://www.cdisc.org","Code","2023-12-15","9856a1db-84b8-43fb-8cd7-f2d1f84a3d74","Code_193","Unit of Pressure","C49669"
"http://www.cdisc.org","Code","2023-12-15","2ecde5ce-0b1e-4fa3-9eb7-5ef673df216e","Code_194","Sitting","C62122"
"http://www.cdisc.org","Code","2023-12-15","925f0115-8491-4dbf-90ad-a3c714f43a1a","Code_195","Standing","C62166"
"http://www.cdisc.org","Code","2023-12-15","bd3473da-15d1-4c66-a66f-6bc891dd53a7","Code_196","Supine Position","C62167"
"http://www.cdisc.org","Code","2023-12-15","8e7c1b3b-d5f1-4873-a847-d9d3ba2a400d","Code_197","Body Position","C62164"
"http://www.cdisc.org","Code","2023-12-15","efbd7aa6-0377-4709-bda8-f5bf16826db5","Code_198","Brachial Artery","C12681"
"http://www.cdisc.org","Code","2023-12-15","9308072f-497f-4f13-a23d-6a2c818dd267","Code_199","Common Carotid Artery","C12687"
"http://www.cdisc.org","Code","2023-12-15","d9612253-0cb8-44ef-9113-027e5db18863","Code_200","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","Code","2023-12-15","3d3df159-147e-466f-ba84-8f253ce4ee70","Code_201","Femoral Artery","C12715"
"http://www.cdisc.org","Code","2023-12-15","9cfed855-9f24-4302-8e78-1303c595a53a","Code_202","Radial Artery","C12838"
"http://www.cdisc.org","Code","2023-12-15","be9ebd86-649e-4c40-83ee-cc5e815ff4a7","Code_203","Anatomic Site","C13717"
"http://www.cdisc.org","Code","2023-12-15","9888f86c-b502-4efe-b0ad-1e047076b49e","Code_204","Left","C25229"
"http://www.cdisc.org","Code","2023-12-15","999df868-d277-41c5-bd08-d474a4ee7fe5","Code_205","Right","C25228"
"http://www.cdisc.org","Code","2023-12-15","51f333ae-307f-487a-9d00-a720fc55145a","Code_206","Laterality","C25185"
"http://www.cdisc.org","Code","2023-12-15","f2ed71c3-0d2b-4dd2-8b23-1e5493ecad98","Code_207","SYSBP","C25298"
"http://www.cdisc.org","Code","2023-12-15","16bbf964-c48b-412c-a321-f1992c7aefc6","Code_208","DIABP","C25299"
"http://www.cdisc.org","Code","2023-12-15","f085c1ab-d34b-4987-8de4-cdca029379c5","Code_209","Clinical Test Result","C77140"
"http://www.cdisc.org","Code","2023-12-15","4f9ab2d9-3ce3-4641-b12a-9a7f9be62f7c","Code_210","Unit of Pressure","C49669"
"http://www.cdisc.org","Code","2023-12-15","c0e2e1f3-12fa-401b-9692-f66bd2080a18","Code_211","Sitting","C62122"
"http://www.cdisc.org","Code","2023-12-15","f1733665-e511-4124-ab4c-a059f70efbe7","Code_212","Standing","C62166"
"http://www.cdisc.org","Code","2023-12-15","45f1efcd-cc23-4662-89a2-e00a3555cca5","Code_213","Supine Position","C62167"
"http://www.cdisc.org","Code","2023-12-15","b1105a65-a5d8-40b9-851e-df1472e21dae","Code_214","Body Position","C62164"
"http://www.cdisc.org","Code","2023-12-15","1852aa1b-b083-4f51-9576-d42922a47526","Code_215","Brachial Artery","C12681"
"http://www.cdisc.org","Code","2023-12-15","789767ca-58a9-4019-81cf-1ae67cf41ef8","Code_216","Common Carotid Artery","C12687"
"http://www.cdisc.org","Code","2023-12-15","70faffbe-af4a-426d-a191-15e7f5f6306d","Code_217","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","Code","2023-12-15","83d337bf-bf91-48fa-8e72-93b7ce389c0e","Code_218","Femoral Artery","C12715"
"http://www.cdisc.org","Code","2023-12-15","1c8d6932-ec23-421e-aea1-610d0efc0ec9","Code_219","Radial Artery","C12838"
"http://www.cdisc.org","Code","2023-12-15","5855fdde-7afc-4c17-8dee-c67f50b0e889","Code_220","Anatomic Site","C13717"
"http://www.cdisc.org","Code","2023-12-15","e2223705-fdf5-46ae-a72d-03c5d6a77880","Code_221","Left","C25229"
"http://www.cdisc.org","Code","2023-12-15","a9f206a6-619d-4e58-a11b-e83751f69f16","Code_222","Right","C25228"
"http://www.cdisc.org","Code","2023-12-15","5f02bb5d-f69a-433e-85fd-bbca795d3bb8","Code_223","Laterality","C25185"
"http://www.cdisc.org","Code","2023-12-15","f08b8241-c47d-43ac-8587-0b791b389233","Code_224","DIABP","C25299"
"http://www.cdisc.org","Code","2023-12-15","729b0755-f5f4-4cc2-8dc6-f8b072200e16","Code_225","TEMP","C174446"
"http://www.cdisc.org","Code","2023-12-15","9d1ba6bb-ef0e-4004-a31c-f512cd2344c4","Code_226","Clinical Test Result","C77140"
"http://www.cdisc.org","Code","2023-12-15","eb9ef3d0-a7d6-4fa8-97cc-2f39396dd3d6","Code_227","Degree Celsius","C42559"
"http://www.cdisc.org","Code","2023-12-15","50f5dc21-2fa2-4fec-82c6-3e76d41201e7","Code_228","Degree Fahrenheit","C44277"
"http://www.cdisc.org","Code","2023-12-15","35989999-6a01-4708-9a6e-df07a6a2880b","Code_229","Kelvin","C42537"
"http://www.cdisc.org","Code","2023-12-15","42981eb6-8770-4da1-b9e0-1f0c4ad6600e","Code_230","Unit of Temperature","C44276"
"http://www.cdisc.org","Code","2023-12-15","8fae4931-d196-4cf6-8189-d8a2c810b6c0","Code_231","Axilla","C12674"
"http://www.cdisc.org","Code","2023-12-15","21224e87-83a6-4783-aad9-e04fe2969a7d","Code_232","Ear","C12394"
"http://www.cdisc.org","Code","2023-12-15","12d31173-4cf0-43bd-927a-5bb6c6c7d6ae","Code_233","Forehead","C89803"
"http://www.cdisc.org","Code","2023-12-15","469f0add-2945-4728-99d3-cee9f479cbcf","Code_234","Oral Cavity","C12421"
"http://www.cdisc.org","Code","2023-12-15","f699eb83-e319-4741-97e4-1563f8360e63","Code_235","Rectum","C12390"
"http://www.cdisc.org","Code","2023-12-15","60bd7752-12f6-4007-b73c-109d087fb00f","Code_236","Anatomic Site","C13717"
"http://www.cdisc.org","Code","2023-12-15","9d10f576-991c-4915-a445-08828a85efd9","Code_237","TEMP","C174446"
"http://www.cdisc.org","Code","2023-12-15","9e9ef3e9-50a1-4f5b-b805-ac4d7f2503b0","Code_238","WEIGHT","C25208"
"http://www.cdisc.org","Code","2023-12-15","2d615f3c-caf7-4290-9184-4bce4b583294","Code_239","Clinical Test Result","C77140"
"http://www.cdisc.org","Code","2023-12-15","8506dee8-298f-4f6e-a78b-df4bf7507d46","Code_240","Pound","C48531"
"http://www.cdisc.org","Code","2023-12-15","8f9081dd-846a-46f0-883e-97d20d14b0c4","Code_241","Gram","C48155"
"http://www.cdisc.org","Code","2023-12-15","206513ff-af5d-455b-8870-2daf8fc27372","Code_242","Kilogram","C28252"
"http://www.cdisc.org","Code","2023-12-15","ec7ba9be-e5b1-49ff-828b-8ef3fb077ca0","Code_243","Unit of Weight","C48208"
"http://www.cdisc.org","Code","2023-12-15","c36fe74a-23c9-4304-9c1c-e233a63b33dc","Code_244","WEIGHT","C25208"
"http://www.cdisc.org","Code","2023-12-15","f811e81f-487b-4ffa-94f4-c216cb04db17","Code_245","HEIGHT","C25347"
"http://www.cdisc.org","Code","2023-12-15","c1769ec9-f514-444f-b132-9b287bb1a7f4","Code_246","Clinical Test Result","C77140"
"http://www.cdisc.org","Code","2023-12-15","a733eb0b-7f31-4311-b084-e2f4ee7889e0","Code_247","Centimeter","C49668"
"http://www.cdisc.org","Code","2023-12-15","058e7d76-2f5f-4089-b4b3-aa01dd3347fe","Code_248","Inch","C48500"
"http://www.cdisc.org","Code","2023-12-15","6579d1dc-29c3-4891-b7dd-ee9a963d0328","Code_249","Meter","C41139"
"http://www.cdisc.org","Code","2023-12-15","04cf82cf-b23b-49e4-a091-b75d3f3477f2","Code_250","Unit of Height","C168688"
"http://www.cdisc.org","Code","2023-12-15","c52ae429-55c3-4f42-a585-ed81cca401b9","Code_251","HEIGHT","C25347"
"http://www.cdisc.org","Code","2023-12-15","2e86e514-7fa7-4d3a-8059-f3009568bec8","Code_252","ALT","C64433"
"http://www.cdisc.org","Code","2023-12-15","2165ef6e-bfc9-4133-8535-88be9ab5b558","Code_253","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","b6630526-3959-4991-a146-37355aa926a4","Code_254","Unit per Liter","C67456"
"http://www.cdisc.org","Code","2023-12-15","30e0e493-7300-4796-beab-67131bb5ace2","Code_255","Microkatal per Liter","C67397"
"http://www.cdisc.org","Code","2023-12-15","c78e9111-a3a5-4dd4-b7c7-0a049f665aa3","Code_256","International Unit per Liter","C67376"
"http://www.cdisc.org","Code","2023-12-15","4c8ae4f6-4184-43f8-843d-c44a17e4fd1e","Code_257","Nanokatal per Liter","C70510"
"http://www.cdisc.org","Code","2023-12-15","06e3bcb1-2759-4128-a38e-591217d378cf","Code_258","Unit of Catalytic Activity Concentration","C67365"
"http://www.cdisc.org","Code","2023-12-15","72ebd3a0-35e7-44ab-9441-6f8f5c29793b","Code_259","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","0265ba22-366e-4e84-9d73-b5f640a719f6","Code_260","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","f056d57e-e0a1-47a3-82b4-1473fa2e4fc2","Code_261","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","d72438ff-42c9-4c21-8719-76d83e1a3d11","Code_262","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","11c234d7-5f73-4aa7-a665-b5d89fbad08f","Code_263","ALT","C64433"
"http://www.cdisc.org","Code","2023-12-15","5be38e68-a7c2-4972-88aa-40adcd801161","Code_264","ALB","C64431"
"http://www.cdisc.org","Code","2023-12-15","3a91601c-fed8-401f-9de6-56cb47bd6eb5","Code_265","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","175d3eae-785d-4245-a699-70333e9d445b","Code_266","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","e862c7d8-d857-4ede-b501-5b6e36c584cd","Code_267","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","dcfbab0c-88c9-4827-a944-1935acb7e8e8","Code_268","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","31eb8280-43fd-4cce-acbf-c2ed1f49b607","Code_269","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","fef88acc-1f3d-41cf-a37b-c5dd4d220a01","Code_270","ALB","C64431"
"http://www.cdisc.org","Code","2023-12-15","7148cee8-03ca-4880-a0ed-26644af574fc","Code_271","ALP","C64432"
"http://www.cdisc.org","Code","2023-12-15","2d96789a-94d5-4e8e-a470-7f68375ad6f6","Code_272","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","d205a31b-17d8-4b04-8a64-96acd7678d03","Code_273","Unit per Liter","C67456"
"http://www.cdisc.org","Code","2023-12-15","a549d704-4a8b-4385-91ac-5f232f4dd54e","Code_274","Microkatal per Liter","C67397"
"http://www.cdisc.org","Code","2023-12-15","9c8626b3-19db-4d8d-9b59-80e75b922465","Code_275","International Unit per Liter","C67376"
"http://www.cdisc.org","Code","2023-12-15","70a26593-07d6-41fe-98da-c6ce180980ec","Code_276","Unit of Catalytic Activity Concentration","C67365"
"http://www.cdisc.org","Code","2023-12-15","bf6cd60b-4e5a-4af7-b3e4-a8cce71e2232","Code_277","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","bbddf53e-7ad2-4218-b061-84377f2d1101","Code_278","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","73fc2ac8-def2-44d4-9291-9ece64ea35ad","Code_279","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","04a3816b-ac27-4813-b963-da87c5af3e50","Code_280","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","1d20fdf6-d17c-43e4-a027-9248068648dc","Code_281","ALP","C64432"
"http://www.cdisc.org","Code","2023-12-15","bf43491e-652b-4a05-8577-84d7c61cf44e","Code_282","AST","C64467"
"http://www.cdisc.org","Code","2023-12-15","07d3c247-b72f-439d-8a39-57101825e8f5","Code_283","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","b86a952f-efb2-46ea-8201-eba05caa2b01","Code_284","Unit per Liter","C67456"
"http://www.cdisc.org","Code","2023-12-15","211eded3-4d67-46e6-8d97-4decda04ea45","Code_285","Microkatal per Liter","C67397"
"http://www.cdisc.org","Code","2023-12-15","7c4e348f-4e51-4790-b2f6-63aee2848c6c","Code_286","International Unit per Liter","C67376"
"http://www.cdisc.org","Code","2023-12-15","bf9a38e9-0fbe-48ad-af30-5320727d1cc3","Code_287","Unit of Catalytic Activity Concentration","C67365"
"http://www.cdisc.org","Code","2023-12-15","55211cd5-021a-4b17-bf38-0a3bdc299a9b","Code_288","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","b2779388-9972-419f-b25b-36ee5ac44339","Code_289","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","7ab77229-2e18-46eb-bc0d-0961090fe720","Code_290","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","0c8b9fcf-388d-4a88-9be3-c60a400c627c","Code_291","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","fcfee14f-078c-419d-bbc7-8ef6b66adac4","Code_292","AST","C64467"
"http://www.cdisc.org","Code","2023-12-15","132306b4-378f-4493-b320-7276996e9ca4","Code_293","CREAT","C64547"
"http://www.cdisc.org","Code","2023-12-15","0a0f658d-1ae9-4c59-9d0a-d107b5df4550","Code_294","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","f48116c3-ae62-49fe-b5f1-31737ff04abe","Code_295","Milligram per Deciliter","C67015"
"http://www.cdisc.org","Code","2023-12-15","c09b7617-fbec-44c7-ac83-6af983155342","Code_296","Microgram per Milliliter","C64572"
"http://www.cdisc.org","Code","2023-12-15","db56e999-2097-4105-bcb4-d12363dba0be","Code_297","Millimole per Liter","C64387"
"http://www.cdisc.org","Code","2023-12-15","d0e6d712-8750-42ed-b67d-2251a302a74e","Code_298","Micromole per Liter","C48508"
"http://www.cdisc.org","Code","2023-12-15","940f392c-3eea-4176-871e-e9e6dbc05879","Code_299","Unit of Concentration","C48207"
"http://www.cdisc.org","Code","2023-12-15","424d461a-6703-4fd3-b607-025610f07e0d","Code_300","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","4a6ad245-98f0-4cff-9803-e98d1d9fd9d9","Code_301","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","237cec40-b876-472c-b2b8-74ad90f824c4","Code_302","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","b06ba35d-1ca0-4bc4-aca2-82a18930d37d","Code_303","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","935c4b62-26aa-456a-a44f-06f4fcafcee4","Code_304","CREAT","C64547"
"http://www.cdisc.org","Code","2023-12-15","29e225df-686a-479d-8a1d-57ce1cade902","Code_305","K","C64853"
"http://www.cdisc.org","Code","2023-12-15","25b56da6-1fd8-45f5-9dbd-dcba6388f5e5","Code_306","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","f88dbdd7-fc3d-49eb-865c-891bba2a52b9","Code_307","Milliequivalent per Liter","C67474"
"http://www.cdisc.org","Code","2023-12-15","4bc9239c-daf2-4853-9afe-3e8e32fe01c0","Code_308","Milliequivalent per Deciliter","C67473"
"http://www.cdisc.org","Code","2023-12-15","7669c355-2f25-4e62-9e76-95beed8154b7","Code_309","Millimole per Liter","C64387"
"http://www.cdisc.org","Code","2023-12-15","2176ea4e-732f-4700-9fee-ce609fb6db7d","Code_310","Molarity Unit","C64567"
"http://www.cdisc.org","Code","2023-12-15","8fd2f133-5585-477c-9861-2dad6ef051e2","Code_311","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","8ef37b39-e38e-4038-9bc4-da1a4b2a39cc","Code_312","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","66ad71b5-dba3-4b9a-968e-424106a37ad6","Code_313","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","81929fb2-b50f-457a-b68a-2e40e19ce857","Code_314","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","c2566bca-dee4-452a-a7d0-59146ed27f98","Code_315","K","C64853"
"http://www.cdisc.org","Code","2023-12-15","55cf0f40-2e43-4c7f-a6d5-88616c31e552","Code_316","SODIUM","C64809"
"http://www.cdisc.org","Code","2023-12-15","194699fd-9507-4fe0-9acd-1a85bffabde2","Code_317","Laboratory Test Result","C36292"
"http://www.cdisc.org","Code","2023-12-15","1223056a-3121-444a-899e-8fc9cd6d58bb","Code_318","Milliequivalent per Liter","C67474"
"http://www.cdisc.org","Code","2023-12-15","fd7c75fb-908b-42bf-83d4-23cff85b9a7b","Code_319","Milliequivalent per Deciliter","C67473"
"http://www.cdisc.org","Code","2023-12-15","c0c7267d-6ff3-440f-b96c-55007ad4524d","Code_320","Millimole per Liter","C64387"
"http://www.cdisc.org","Code","2023-12-15","82c06e03-f282-4f35-9c81-5e64a599c1d9","Code_321","Molarity Unit","C64567"
"http://www.cdisc.org","Code","2023-12-15","3f1b1f33-a4f4-4908-bb49-3241c7abb9dd","Code_322","Biospecimen Type","C70713"
"http://www.cdisc.org","Code","2023-12-15","4d0daafb-0631-4413-937e-55350f09adf7","Code_323","No","C49487"
"http://www.cdisc.org","Code","2023-12-15","b33a69da-e1e0-40b1-bfba-2decf26e75d5","Code_324","Yes","C49488"
"http://www.cdisc.org","Code","2023-12-15","53a434e4-7898-4810-939f-e4c599a42c5d","Code_325","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","Code","2023-12-15","e6934ab0-1fc2-498b-8738-e529b561ec14","Code_326","SODIUM","C64809"
"http://www.cdisc.org","Code","2023-12-15","51f4fac8-20a0-4c96-bcb9-1db34b1293aa","Code_327","SYSBP","C25298"
"http://www.cdisc.org","Code","2023-12-15","e3c26ea4-100f-4a7b-a118-bbb533bd2f78","Code_328","Clinical Test Result","C77140"
"http://www.cdisc.org","Code","2023-12-15","ee48905c-9210-446e-8798-d40ee5ce11c9","Code_329","Unit of Pressure","C49669"
"http://www.cdisc.org","Code","2023-12-15","e1c204f6-34f0-4010-aad9-8135501b88d5","Code_330","Sitting","C62122"
"http://www.cdisc.org","Code","2023-12-15","b357d917-0775-4407-b7d4-d1edabd1f79c","Code_331","Standing","C62166"
"http://www.cdisc.org","Code","2023-12-15","f8e7f5b8-8f49-4371-bfe9-177a22ec0b3f","Code_332","Supine Position","C62167"
"http://www.cdisc.org","Code","2023-12-15","6f4a5f05-967b-407b-87ca-67da7b50866b","Code_333","Body Position","C62164"
"http://www.cdisc.org","Code","2023-12-15","201077e3-da43-4787-be92-ff3f27db5fd6","Code_334","Brachial Artery","C12681"
"http://www.cdisc.org","Code","2023-12-15","5b974aab-0220-4531-aec8-4315e3bd650b","Code_335","Common Carotid Artery","C12687"
"http://www.cdisc.org","Code","2023-12-15","c30fd87c-d2b8-41d5-9b9b-8df0d0c2476c","Code_336","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","Code","2023-12-15","b7dd0802-10a5-4e0b-82c6-30b7b2134789","Code_337","Femoral Artery","C12715"
"http://www.cdisc.org","Code","2023-12-15","a693517f-efa7-4fdd-bd09-de37e95a44ab","Code_338","Radial Artery","C12838"
"http://www.cdisc.org","Code","2023-12-15","f2ecfcb2-aba5-4f1d-bc51-7a60ed382895","Code_339","Anatomic Site","C13717"
"http://www.cdisc.org","Code","2023-12-15","ffa0e555-49ed-4045-ac1c-6d47cf2f0769","Code_340","Left","C25229"
"http://www.cdisc.org","Code","2023-12-15","861a6b0f-e988-4529-a8fc-7805668205af","Code_341","Right","C25228"
"http://www.cdisc.org","Code","2023-12-15","53c34ba7-e3ec-47c9-ada7-721e967e4ec7","Code_342","Laterality","C25185"
"http://www.cdisc.org","Code","2023-12-15","c20e1a12-90a9-4376-8d84-550322196d29","Code_343","SYSBP","C25298"
"http://www.cdisc.org","Code","2023-12-15","0ea5a460-8901-4632-ae8b-b82d2fe570c7","Code_344","DIABP","C25299"
"http://www.cdisc.org","Code","2023-12-15","314c2108-90e6-4477-8f18-0a712c8d7e56","Code_345","Clinical Test Result","C77140"
"http://www.cdisc.org","Code","2023-12-15","8e5446c6-5144-4d32-a4c8-5ecec04b643d","Code_346","Unit of Pressure","C49669"
"http://www.cdisc.org","Code","2023-12-15","360324f7-644e-4995-b8df-78429e8ad794","Code_347","Sitting","C62122"
"http://www.cdisc.org","Code","2023-12-15","f4621e7a-e259-4cc1-a70b-e97dc144c889","Code_348","Standing","C62166"
"http://www.cdisc.org","Code","2023-12-15","c05a327c-78cb-496d-b2b8-98c2e23e0e17","Code_349","Supine Position","C62167"
"http://www.cdisc.org","Code","2023-12-15","3fa3eaee-cb29-4dee-8a58-ddea35b0e7ad","Code_350","Body Position","C62164"
"http://www.cdisc.org","Code","2023-12-15","03889a42-0da0-4759-a86c-03b066c1c087","Code_351","Brachial Artery","C12681"
"http://www.cdisc.org","Code","2023-12-15","dc80dca2-9ca6-45d6-b8d1-7a4175a2c43d","Code_352","Common Carotid Artery","C12687"
"http://www.cdisc.org","Code","2023-12-15","ae756a6b-c692-46e5-88dc-41cbc362dadf","Code_353","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","Code","2023-12-15","46cfb36f-b429-4786-b3eb-5c1f396d3b2c","Code_354","Femoral Artery","C12715"
"http://www.cdisc.org","Code","2023-12-15","f4fab7a4-ecaa-45f6-97d6-f6b16bbfc454","Code_355","Radial Artery","C12838"
"http://www.cdisc.org","Code","2023-12-15","9e9d550c-346e-4a2f-bc5d-77582bbef8c9","Code_356","Anatomic Site","C13717"
"http://www.cdisc.org","Code","2023-12-15","eee900fe-6ef8-4576-accc-3654eae9cb98","Code_357","Left","C25229"
"http://www.cdisc.org","Code","2023-12-15","5dba2d54-3cfc-4dc5-8e2f-c563e67a60d1","Code_358","Right","C25228"
"http://www.cdisc.org","Code","2023-12-15","ac5ae5e2-78fe-42f0-8f85-6dabcb6212a3","Code_359","Laterality","C25185"
"http://www.cdisc.org","Code","2023-12-15","f25af2e8-796d-4dc0-8ade-2258f145ea4a","Code_360","DIABP","C25299"
"http://www.cdisc.org","Code","2023-12-15","896aed47-e73f-4d40-8739-c1703e1da67f","Code_361","HR","C49677"
"http://www.cdisc.org","Code","2023-12-15","a40047ea-0be9-456a-be4e-a67b57924801","Code_362","Clinical Test Result","C77140"
"http://www.cdisc.org","Code","2023-12-15","a077d3c0-8916-4f40-aa10-2a175a5a67a7","Code_363","Count per Minute","C73688"
"http://www.cdisc.org","Code","2023-12-15","db36872e-ca23-480b-baf7-e2d30fb77910","Code_364","Sitting","C62122"
"http://www.cdisc.org","Code","2023-12-15","df76ff83-b056-4a87-af66-f76ed25bfefc","Code_365","Standing","C62166"
"http://www.cdisc.org","Code","2023-12-15","2e7e47c8-099b-4a8b-b2df-8ca8e8a8665d","Code_366","Supine Position","C62167"
"http://www.cdisc.org","Code","2023-12-15","afee4335-eb34-412e-82fd-8ff2139461e5","Code_367","Body Position","C62164"
"http://www.cdisc.org","Code","2023-12-15","21c775b8-b85d-432a-a2ee-9f08bdddd2f2","Code_368","Brachial Artery","C12681"
"http://www.cdisc.org","Code","2023-12-15","6e0956a4-4954-4f0f-b9c3-3a65d7628598","Code_369","Common Carotid Artery","C12687"
"http://www.cdisc.org","Code","2023-12-15","0b67e379-9259-4be0-984b-b1f21c433357","Code_370","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","Code","2023-12-15","d1319f58-167c-4658-9140-5be6240a811d","Code_371","Femoral Artery","C12715"
"http://www.cdisc.org","Code","2023-12-15","0eecbf91-d45a-4852-ac5b-414f2b6b4c0e","Code_372","Radial Artery","C12838"
"http://www.cdisc.org","Code","2023-12-15","c45963ee-0532-408d-938e-17df6503caa3","Code_373","Anatomic Site","C13717"
"http://www.cdisc.org","Code","2023-12-15","7818d5ec-b40f-4b06-9061-832d368e73e4","Code_374","Left","C25229"
"http://www.cdisc.org","Code","2023-12-15","c9b9499e-4c5f-48db-abc7-5b52a6cac917","Code_375","Right","C25228"
"http://www.cdisc.org","Code","2023-12-15","e26adb87-aef7-40de-9de8-5776766a95c5","Code_376","Laterality","C25185"
"http://www.cdisc.org","Code","2023-12-15","ab8ac057-be45-4783-a372-85715e580872","Code_377","HR","C49677"
"http://www.cdisc.org","Code","2023-12-15","4ca543b9-a90b-4c35-b53e-d0e3cb51d1b1","Code_378","SYSBP","C25298"
