"codeSystemVersion","uuid:ID","code","decode","id","codeSystem"
"2023-09-29","c0bab603-67c3-4ea0-93d8-453c1f58486d","C174268","Placebo Comparator Arm","Code_115","http://www.cdisc.org"
"2023-09-29","7f031533-d0c8-4318-812a-0fb969228c8e","C188866","Data Generated Within Study","Code_116","http://www.cdisc.org"
"2023-09-29","0aee74d9-c122-4ba2-a3c4-4b7b2511997a","C174267","Active Comparator Arm","Code_117","http://www.cdisc.org"
"2023-09-29","747bf919-a573-4ec9-b69d-1639d98dc0d7","C188866","Data Generated Within Study","Code_118","http://www.cdisc.org"
"2023-09-29","7f83f72e-5966-4a23-9dbc-e2b9bf5655be","C174267","Active Comparator Arm","Code_119","http://www.cdisc.org"
"2023-09-29","515efc37-c21e-4adc-9096-76edb993fade","C188866","Data Generated Within Study","Code_120","http://www.cdisc.org"
"2023-09-29","c2ba69dc-7cbd-4194-8738-f841edfa45b1","C15228","Double Blind Study","Code_128","http://www.cdisc.org"
"2023-09-29","355bc84a-e83f-4275-ad79-fd1daf04d9a6","C48262","Trial Screening","Code_121","http://www.cdisc.org"
"2023-09-29","0c0bd59a-8905-48ee-80bb-983098955161","C101526","Treatment Epoch","Code_122","http://www.cdisc.org"
"2023-09-29","2b151341-9847-4709-8625-6505b3419bfe","C101526","Treatment Epoch","Code_123","http://www.cdisc.org"
"2023-09-29","ad5c5b1e-167a-44ca-9765-95a1ad2d4040","C101526","Treatment Epoch","Code_124","http://www.cdisc.org"
"2023-09-29","c5495982-8dd1-4891-9150-1020a5500fdf","C99158","Clinical Study Follow-up","Code_125","http://www.cdisc.org"
"1","72bbb7ba-8ac4-452d-98fe-1a9a687f2fdc","G30.9","Alzheimer's disease; unspecified","Code_304","ICD-10-CM"
"January 31, 2018","fd63b10a-ba58-454b-846e-53a7cbb06752","26929004","Alzheimer's disease","Code_305","SNOMED"
"2023-09-29","95970d38-b8ce-43d5-9a2d-ca8600ed8d6b","C85826","Trial Primary Objective","Code_310","http://www.cdisc.org"
"2023-09-29","79ed1f06-cea6-4df8-bb06-b6d2f7205b76","C94496","Primary Endpoint","Code_309","http://www.cdisc.org"
"2023-09-29","abeef8e4-8270-4b1c-8df1-45fe6f4a446a","C94496","Primary Endpoint","Code_311","http://www.cdisc.org"
"2023-09-29","d7660278-2e28-4bb5-aa17-aa56de9d9d0a","C85826","Trial Primary Objective","Code_313","http://www.cdisc.org"
"2023-09-29","00dc8f27-d86d-4b89-8274-eae0fb9f2c81","C94496","Primary Endpoint","Code_312","http://www.cdisc.org"
"2023-09-29","0937687c-26aa-49cf-8a94-fc6a72e5e643","C94496","Primary Endpoint","Code_314","http://www.cdisc.org"
"2023-09-29","f5fe8f7f-0a6c-42da-8872-08391c1e54c2","C94496","Primary Endpoint","Code_315","http://www.cdisc.org"
"2023-09-29","eba0ce33-6bad-44f5-bbfb-760813ce999d","C85827","Trial Secondary Objective","Code_317","http://www.cdisc.org"
"2023-09-29","54b98971-22ec-4e1f-888a-b26e9ac75615","C139173","Secondary Endpoint","Code_316","http://www.cdisc.org"
"2023-09-29","b06dd7cb-f79d-44c3-a954-2e7dc5f6b77f","C139173","Secondary Endpoint","Code_318","http://www.cdisc.org"
"2023-09-29","e109e8ef-1d23-4dc1-a66f-20a1e44eb0e6","C139173","Secondary Endpoint","Code_319","http://www.cdisc.org"
"2023-09-29","6f0cc5f3-4a49-4fc1-9db6-1965ef7bad04","C25532","Inclusion Criteria","Code_320","http://www.cdisc.org"
"2023-09-29","0ab2a216-e2e7-4615-8771-a7a83f910d4a","C25532","Inclusion Criteria","Code_321","http://www.cdisc.org"
"2023-09-29","7be0b656-bd77-4541-ad0e-58e6cc3e238e","C25532","Inclusion Criteria","Code_322","http://www.cdisc.org"
"2023-09-29","d56cae32-7a63-4743-a994-8a7ae5302981","C25370","Exclusion Criteria","Code_323","http://www.cdisc.org"
"2023-09-29","544a4df7-29a8-45d7-8d42-9fbec62fd007","C201264","Before","Code_10","http://www.cdisc.org"
"2023-09-29","78279553-a367-4906-bf76-17e247d02ecc","C201265","Start to Start","Code_11","http://www.cdisc.org"
"2023-09-29","4da90a6c-6c08-4655-a17b-9f8ebf14da35","C201264","Before","Code_12","http://www.cdisc.org"
"2023-09-29","8aa2bd22-417d-4721-8a03-0429b6a24dc9","C201265","Start to Start","Code_13","http://www.cdisc.org"
"2023-09-29","21ecef09-c82b-463e-993a-1bdc7768d488","C201264","Fixed Reference","Code_15","http://www.cdisc.org"
"2023-09-29","093e494d-7fdf-4803-b2bf-dd2d74687856","C201265","Start to Start","Code_16","http://www.cdisc.org"
"2023-09-29","65a580ca-f248-45f6-99c5-b44d995bd584","C201264","After","Code_17","http://www.cdisc.org"
"2023-09-29","8dba99a5-c466-449f-a12e-10c8599641c3","C201265","Start to Start","Code_18","http://www.cdisc.org"
"2023-09-29","3176596b-e183-492f-a27b-c059e6b03268","C201264","After","Code_20","http://www.cdisc.org"
"2023-09-29","79d3d39c-6fd1-44b3-bc44-3750f0dc4841","C201265","Start to Start","Code_21","http://www.cdisc.org"
"2023-09-29","97c7e2d9-342f-461d-97ba-fb35b898ecd9","C201264","After","Code_23","http://www.cdisc.org"
"2023-09-29","2bc277fe-b146-4a32-abd0-b8c1c36ffa86","C201265","Start to Start","Code_24","http://www.cdisc.org"
"2023-09-29","10b07414-deee-446f-85d6-86deb137b282","C201264","After","Code_26","http://www.cdisc.org"
"2023-09-29","eb3e9704-ea95-4029-b60f-030ea6105866","C201265","Start to Start","Code_27","http://www.cdisc.org"
"2023-09-29","85b4d1a8-0f19-4b65-a424-4c9745687359","C201264","After","Code_29","http://www.cdisc.org"
"2023-09-29","22611159-d9d5-43a0-b8f6-9a6721c76fd4","C201265","Start to Start","Code_30","http://www.cdisc.org"
"2023-09-29","1a6c0816-2d1f-44c8-bdab-88dd1f5901c3","C201264","After","Code_31","http://www.cdisc.org"
"2023-09-29","fb622041-fe76-4e55-9a7c-674d39375b29","C201265","Start to Start","Code_32","http://www.cdisc.org"
"2023-09-29","4ceb65f3-5d33-4cc7-93e5-c453981092bc","C201264","After","Code_34","http://www.cdisc.org"
"2023-09-29","1f8921fb-90e2-4ac2-8f7d-16e97a4b09cf","C201265","Start to Start","Code_35","http://www.cdisc.org"
"2023-09-29","01ee6978-ed23-4e04-a504-fe8931f35ade","C201264","After","Code_36","http://www.cdisc.org"
"2023-09-29","72d70bd9-6340-4ea1-a03a-40732895379b","C201265","Start to Start","Code_37","http://www.cdisc.org"
"2023-09-29","d52b434e-2329-4c1a-9349-e2b0dd3a5350","C201264","After","Code_39","http://www.cdisc.org"
"2023-09-29","e6e9df21-fb57-4d31-ae81-589bde0ba015","C201265","Start to Start","Code_40","http://www.cdisc.org"
"2023-09-29","ae7e2cfc-975d-4310-9a57-48191c17b3ec","C201264","After","Code_41","http://www.cdisc.org"
"2023-09-29","eb0d5a8c-ce07-4346-a823-64a4faeb5fc7","C201265","Start to Start","Code_42","http://www.cdisc.org"
"2023-09-29","629b0fa9-ffd1-426a-8bf9-c60f66c6f3af","C201264","After","Code_44","http://www.cdisc.org"
"2023-09-29","6898fe72-0ddc-4dd3-9d9d-c7e16cc72af0","C201265","Start to Start","Code_45","http://www.cdisc.org"
"2023-09-29","8a96631d-e6dc-4f46-937a-784c2b5cb929","C201264","After","Code_46","http://www.cdisc.org"
"2023-09-29","7c32f414-6c50-489f-acc9-f2bc90979573","C201265","Start to Start","Code_47","http://www.cdisc.org"
"2023-09-29","a2779d9a-3525-4f60-a665-79043960b00d","C201264","After","Code_49","http://www.cdisc.org"
"2023-09-29","858a7550-65e9-42c9-8a87-0e50b60cafb4","C201265","Start to Start","Code_50","http://www.cdisc.org"
"2023-09-29","83818de9-3750-463b-b6b7-1811b59d228a","C201264","Fixed Reference","Code_52","http://www.cdisc.org"
"2023-09-29","69ef408a-3ae1-4d5e-8e1d-5fee76facfc9","C201265","Start to Start","Code_53","http://www.cdisc.org"
"2023-09-29","cc6f8f8c-3d34-4e49-96eb-76dd5bb36905","C201264","Fixed Reference","Code_54","http://www.cdisc.org"
"2023-09-29","415daf39-b9e0-434d-a2c9-3184280be138","C201265","Start to Start","Code_55","http://www.cdisc.org"
"2023-09-29","8dd803fa-f8d7-4cbd-b2c6-fea50d42541d","C201264","Fixed Reference","Code_56","http://www.cdisc.org"
"2023-09-29","7007d9e4-9ebc-4dc1-98f0-986adcb5a9d4","C201265","Start to Start","Code_57","http://www.cdisc.org"
"2023-09-29","9f4b6897-6712-4a85-afce-dfacf4de85b8","C201264","After","Code_58","http://www.cdisc.org"
"2023-09-29","3c7278e7-8a6a-4492-aa25-a526f3eb53a1","C201265","Start to Start","Code_59","http://www.cdisc.org"
"2023-09-29","e11d6340-e179-41a8-8c17-bd1f56ab966a","C201264","After","Code_60","http://www.cdisc.org"
"2023-09-29","7624aec4-6af4-46b0-90d4-d59185ef0e61","C201265","End to Start","Code_61","http://www.cdisc.org"
"2023-09-29","ec8b58e8-7181-4215-b9c2-55cfb88aa619","C201264","After","Code_63","http://www.cdisc.org"
"2023-09-29","30f4e75e-297e-4db7-a16c-6f632da80290","C201265","End to Start","Code_64","http://www.cdisc.org"
"2023-09-29","e0bb5feb-94dc-45be-87f5-15c589b40204","C25508","Final","Code_4","http://www.cdisc.org"
"2023-09-29","68f38661-857b-4fe2-9253-73bb228ea167","C99903x1","Protocol Effective Date","Code_7","http://www.cdisc.org"
"2023-09-29","39f08484-fdea-4bba-abdf-cefab5c2c4ac","C41129","Region","Code_9","http://www.cdisc.org"
"2020-08","0ddc1529-0322-467c-a756-46284c3e50e7","150","Europe","Code_8","ISO 3166 1 alpha3"
