"code","uuid:ID","codeSystem","codeSystemVersion","decode","id","instanceType"
"C49677","ede7e78b-afaf-4041-b8b2-b5522284b238","NCI Thesaurus","","Heart Rate","Code_236","Code"
"C77140","0a1fa7a8-278f-40a7-8598-67d4e14f3b52","NCI Thesaurus","","Clinical Test Result","Code_245","Code"
"C42547","db25e092-cb0f-4b7a-9339-955e54009262","http://www.cdisc.org","2023-09-29","Pascal","Code_246","Code"
"C49669","6f7da483-a537-4778-9f9c-169579954c7e","NCI Thesaurus","","Unit of Pressure","Code_247","Code"
"C13717","841bba78-8e2a-4ea1-b6b5-0416db783635","NCI Thesaurus","","Anatomic Site","Code_248","Code"
"C25185","fc5f6cea-f7f5-4d32-8e88-2736825a7a43","NCI Thesaurus","","Laterality","Code_249","Code"
"C82535","e6de3f2b-f42d-41a8-a90a-7052e7135f27","NCI Thesaurus","","Test Method","Code_250","Code"
"C62164","a5d0ade9-f34d-4127-9fcf-970ffa33cb17","NCI Thesaurus","","Body Position","Code_251","Code"
"C25298","b30b3dc9-3cb9-4831-91ea-6ff94654a3c0","NCI Thesaurus","","Systolic Blood Pressure","Code_244","Code"
"C77140","99738436-ab44-4760-bb41-a83453806f94","NCI Thesaurus","","Clinical Test Result","Code_253","Code"
"C42547","b4f1e62c-6471-4006-8cc7-b3a016fa4284","http://www.cdisc.org","2023-09-29","Pascal","Code_254","Code"
"C49669","1adf6639-0862-40db-ac83-e66373f65e31","NCI Thesaurus","","Unit of Pressure","Code_255","Code"
"C13717","b5cb2b17-77be-4f89-912d-9d7a66bfd5f5","NCI Thesaurus","","Anatomic Site","Code_256","Code"
"C25185","c78c7a3b-bf4a-4503-a55f-791f8dbfe27d","NCI Thesaurus","","Laterality","Code_257","Code"
"C82535","a1aa301c-8a7e-46ad-9562-909dac743aa6","NCI Thesaurus","","Test Method","Code_258","Code"
"C62164","d77e6bf4-457d-4f4b-809a-01c7e87d3e86","NCI Thesaurus","","Body Position","Code_259","Code"
"C25299","2bb150c6-e810-423d-8f62-61394ecebb24","NCI Thesaurus","","Diastolic Blood Pressure","Code_252","Code"
"C77140","6608ef4b-7397-4e41-ac56-b26df7c794ad","NCI Thesaurus","","Clinical Test Result","Code_261","Code"
"C49673","39c725f8-811f-4530-a5c4-80bc45c612e3","http://www.cdisc.org","2023-09-29","Beats per Minute","Code_262","Code"
"C73688","e95e4dc4-2721-46f2-b922-cdbde86ad3ba","NCI Thesaurus","","Count per Minute","Code_263","Code"
"C13717","5a699c99-863e-47bd-b024-4442ba0c795b","NCI Thesaurus","","Anatomic Site","Code_264","Code"
"C25185","360f7d5c-46a3-4d90-91f5-6c51219a386a","NCI Thesaurus","","Laterality","Code_265","Code"
"C82535","812e496f-832c-470b-ab36-6fd9d43533e0","NCI Thesaurus","","Test Method","Code_266","Code"
"C62164","f20c88fb-9788-4575-8dee-6eae14e3ebf9","NCI Thesaurus","","Body Position","Code_267","Code"
"C49677","85a4feea-555c-4e24-9b72-e19efc213297","NCI Thesaurus","","Heart Rate","Code_260","Code"
"C174268","4e43c0ab-f3c3-4c12-b9fb-36cb788a3fad","http://www.cdisc.org","2023-09-29","Placebo Comparator Arm","Code_123","Code"
"C188866","11139d5f-3aeb-4a74-93df-d9a154893bb4","http://www.cdisc.org","2023-09-29","Data Generated Within Study","Code_124","Code"
"C174267","89f371a7-0313-4f8d-9093-b4de59f63143","http://www.cdisc.org","2023-09-29","Active Comparator Arm","Code_125","Code"
"C188866","ea22ce1f-dc32-4efe-acb9-830fc1fb2825","http://www.cdisc.org","2023-09-29","Data Generated Within Study","Code_126","Code"
"C174267","2eb87f04-8fec-474e-86d7-aea2cdf7abb9","http://www.cdisc.org","2023-09-29","Active Comparator Arm","Code_127","Code"
"C188866","7ebed7d6-6b30-4141-8438-ba03dfc655d7","http://www.cdisc.org","2023-09-29","Data Generated Within Study","Code_128","Code"
"C15228","569609aa-4902-46a5-8621-c0dad9f005af","http://www.cdisc.org","2023-09-29","Double Blind Study","Code_136","Code"
"C48262","004e6300-424d-497a-a819-6f1972ebb325","http://www.cdisc.org","2023-09-29","Trial Screening","Code_129","Code"
"C101526","36c0b1ce-cc68-4cf5-9527-1c299a46f312","http://www.cdisc.org","2023-09-29","Treatment Epoch","Code_130","Code"
"C101526","f2620d07-4d4a-4bf7-864c-67f83225274c","http://www.cdisc.org","2023-09-29","Treatment Epoch","Code_131","Code"
"C101526","f93bf9a9-1fd2-4b55-b4e5-650e6e3f3393","http://www.cdisc.org","2023-09-29","Treatment Epoch","Code_132","Code"
"C99158","61784ea4-fea7-4a90-bcbb-2ee8ba0f6d97","http://www.cdisc.org","2023-09-29","Clinical Study Follow-up","Code_133","Code"
"G30.9","31960c8a-1c3f-41af-8448-558ca20b5b89","ICD-10-CM","1","Alzheimer's disease; unspecified","Code_327","Code"
"26929004","e0b253b6-63ba-42e3-8436-58a2c273c56e","SNOMED","January 31, 2018","Alzheimer's disease","Code_328","Code"
"C70793","ec3b4a26-40d5-4f61-839b-d9f5cacf111a","http://www.cdisc.org","2023-09-29","Sponsor","Code_142","Code"
"C85826","33fdc2d8-47e0-4dab-a1bc-29a1e6227f83","http://www.cdisc.org","2023-09-29","Trial Primary Objective","Code_332","Code"
"C94496","5707f035-47b8-4439-9c87-3e6bee9182d5","http://www.cdisc.org","2023-09-29","Primary Endpoint","Code_331","Code"
"C94496","ba5a17d2-21a1-4f71-ae26-b5ae1031b9c6","http://www.cdisc.org","2023-09-29","Primary Endpoint","Code_333","Code"
"C85826","6b0b0494-ed65-4a60-bc17-ae87987003de","http://www.cdisc.org","2023-09-29","Trial Primary Objective","Code_335","Code"
"C94496","09bf8d93-b928-4b10-a952-9b0c7194f45c","http://www.cdisc.org","2023-09-29","Primary Endpoint","Code_334","Code"
"C94496","f5e35938-8f9a-43c9-b29a-8d4c2b90038a","http://www.cdisc.org","2023-09-29","Primary Endpoint","Code_336","Code"
"C94496","8bbad03d-c7d4-4acc-a0ee-78eb962c1167","http://www.cdisc.org","2023-09-29","Primary Endpoint","Code_337","Code"
"C85827","807ae346-348c-4eaa-91e0-47915b18bc83","http://www.cdisc.org","2023-09-29","Trial Secondary Objective","Code_339","Code"
"C139173","a26c3170-0909-4006-86ce-61d4c1654c8e","http://www.cdisc.org","2023-09-29","Secondary Endpoint","Code_338","Code"
"C139173","dcd7eea6-fa33-4f66-8d3c-9f31fcef48dc","http://www.cdisc.org","2023-09-29","Secondary Endpoint","Code_340","Code"
"C139173","5117ef0e-8675-4979-a344-95c9b20f1ea3","http://www.cdisc.org","2023-09-29","Secondary Endpoint","Code_341","Code"
"C85827","e1e62a22-7b65-4e42-b375-fa90e99656a4","http://www.cdisc.org","2023-09-29","Trial Secondary Objective","Code_343","Code"
"C139173","d28f2627-9357-480d-8b6c-876b9ecd36c9","http://www.cdisc.org","2023-09-29","Secondary Endpoint","Code_342","Code"
"C85827","ce883f80-9a9f-45fb-98a9-e27c6ed342a0","http://www.cdisc.org","2023-09-29","Trial Secondary Objective","Code_345","Code"
"C139173","b589833a-8ef2-43ea-931c-7fa6b20c1474","http://www.cdisc.org","2023-09-29","Secondary Endpoint","Code_344","Code"
"C85827","e21e4363-6a06-42c0-b736-512738990fc5","http://www.cdisc.org","2023-09-29","Trial Secondary Objective","Code_347","Code"
"C139173","92102faf-7adb-4527-b2bb-d46a824df1f4","http://www.cdisc.org","2023-09-29","Secondary Endpoint","Code_346","Code"
"C25532","6722f98a-0f7d-4cb7-9ebf-129b29ff28f0","http://www.cdisc.org","2023-09-29","Inclusion Criteria","Code_348","Code"
"C25532","e8858f84-33fe-4572-953c-e71ee4ed7f95","http://www.cdisc.org","2023-09-29","Inclusion Criteria","Code_349","Code"
"C25532","e2994974-c7ff-4c39-8a1f-3479a2459c0b","http://www.cdisc.org","2023-09-29","Inclusion Criteria","Code_350","Code"
"C25532","e157fb76-20ae-4999-a2f7-67208eeebf40","http://www.cdisc.org","2023-09-29","Inclusion Criteria","Code_351","Code"
"C25532","1da3151c-ff38-4b34-a515-021e6197e6e0","http://www.cdisc.org","2023-09-29","Inclusion Criteria","Code_352","Code"
"C25532","d311d6cd-db72-4f09-9c89-ac4927bcff69","http://www.cdisc.org","2023-09-29","Inclusion Criteria","Code_353","Code"
"C25532","6686f656-af89-4ff4-be98-e9948711df09","http://www.cdisc.org","2023-09-29","Inclusion Criteria","Code_354","Code"
"C25532","b65c77d1-c6a0-47bc-ad72-ed65002d7283","http://www.cdisc.org","2023-09-29","Inclusion Criteria","Code_355","Code"
"C25370","fad2b36a-2095-4045-9713-d25e5fdc3a5d","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_356","Code"
"C25370","106d10f7-69c6-4adf-bb4b-aebc17db7893","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_357","Code"
"C25370","93941d49-2ea8-439a-a08d-12cf327664cb","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_358","Code"
"C25370","9e55d241-98f7-4173-81a1-c1b8f8ca7886","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_359","Code"
"C25370","f5c2a5a7-76ab-41db-80f4-8f4243934e9f","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_360","Code"
"C25370","147d6e3c-d0c7-4b2e-bd6b-9552ca34c55d","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_361","Code"
"C25370","807e1038-8806-449a-9bee-23a59baf1a7c","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_362","Code"
"C25370","2594afb5-f824-41b9-ae09-53c11b3d1d96","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_363","Code"
"C25370","d8d3cbaa-8120-4455-95df-f91a9e722a14","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_364","Code"
"C25370","cba9ceb5-d9ea-4658-b693-781cad01c479","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_365","Code"
"C25370","3b730ec6-4a44-439e-8193-a9473070099d","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_366","Code"
"C25370","ec92343e-8689-42e7-bbb7-2b139275008a","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_367","Code"
"C25370","4b6b0009-18db-44d2-816e-d5724f6d5dbe","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_368","Code"
"C25370","13e2f7c2-dfb3-4062-b63c-d9ccc02091be","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_369","Code"
"C25370","821eaf4c-0e0c-458f-8440-f1bc8dfc1c8e","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_370","Code"
"C25370","d5332ddb-9d7d-4de0-ba7c-41d5cc04cb90","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_371","Code"
"C25370","c25c4e82-adf4-4b40-bb3d-718154dbf3cb","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_372","Code"
"C25370","1640a465-3f56-48c6-9197-91ff92835948","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_373","Code"
"C25370","53e80c5c-e133-46d6-9e21-4666bcd1aed5","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_374","Code"
"C25370","ce0b0eb2-bb68-4abb-95bb-baab2b1f44f5","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_375","Code"
"C25370","e99ecdd2-118c-404e-9eca-bf9f8ac39e09","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_376","Code"
"C25370","61d3aeed-6b1a-446f-8808-2dd741f05f42","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_377","Code"
"C25370","081a9a67-0767-44e6-9563-23dc4243a353","http://www.cdisc.org","2023-09-29","Exclusion Criteria","Code_378","Code"
"C29848","13901619-7410-450f-908c-2f39a57de727","http://www.cdisc.org","2023-09-29","Year","Code_329","Code"
"C201357","28e6ce60-0e00-4aa9-9554-414104066047","http://www.cdisc.org","2023-09-29","Before","Code_14","Code"
"C201355","aa5dabdb-514c-450a-9155-444d2cd6b714","http://www.cdisc.org","2023-09-29","Start to Start","Code_15","Code"
"C201357","577e6dc7-ce63-42dd-abb0-40b483222a3a","http://www.cdisc.org","2023-09-29","Before","Code_16","Code"
"C201355","d71cf14c-c23b-43e2-bf81-bbaa2082c4ab","http://www.cdisc.org","2023-09-29","Start to Start","Code_17","Code"
"C201358","6f9604e4-f4cd-4cf6-9ad0-65f402bfc0f7","http://www.cdisc.org","2023-09-29","Fixed Reference","Code_19","Code"
"C201355","36b3ab92-71a3-4cdd-b0b0-b9712ce7f465","http://www.cdisc.org","2023-09-29","Start to Start","Code_20","Code"
"C201356","95a4c81b-b264-4a07-b8b6-6f2c4de484a6","http://www.cdisc.org","2023-09-29","After","Code_21","Code"
"C201355","74d7a473-ff43-44be-adbb-534333a23e03","http://www.cdisc.org","2023-09-29","Start to Start","Code_22","Code"
"C201356","5bf9c432-2c16-4ea4-a1a2-e9add9091884","http://www.cdisc.org","2023-09-29","After","Code_24","Code"
"C201355","5bad322a-8402-4607-a56f-d70bbee559de","http://www.cdisc.org","2023-09-29","Start to Start","Code_25","Code"
"C201356","01306f30-5e93-4673-bdc0-b630a885fe89","http://www.cdisc.org","2023-09-29","After","Code_27","Code"
"C201355","de7985e7-06aa-485b-98b4-b6fa3171c200","http://www.cdisc.org","2023-09-29","Start to Start","Code_28","Code"
"C201356","ceb08579-4dcf-4b54-9c0d-fd33129e3c70","http://www.cdisc.org","2023-09-29","After","Code_30","Code"
"C201355","712545a5-e0d6-4f80-a694-e3940e44cb98","http://www.cdisc.org","2023-09-29","Start to Start","Code_31","Code"
"C201356","35bbd2b9-2681-458e-ac8e-ec466a043377","http://www.cdisc.org","2023-09-29","After","Code_35","Code"
"C201355","4b18b5c3-26c8-4523-96eb-9f452a9564a1","http://www.cdisc.org","2023-09-29","Start to Start","Code_36","Code"
"C201356","48c8a2b1-9e54-460c-a4c2-03c8e2282a0a","http://www.cdisc.org","2023-09-29","After","Code_40","Code"
"C201355","8e9fda0c-8a1c-4271-b04f-823c8632c547","http://www.cdisc.org","2023-09-29","Start to Start","Code_41","Code"
"C201356","c3d2dbac-11e9-48e0-b87d-122fe070cd30","http://www.cdisc.org","2023-09-29","After","Code_45","Code"
"C201355","acc036ec-6879-4fd5-9ec2-f740dd7fcda3","http://www.cdisc.org","2023-09-29","Start to Start","Code_46","Code"
"C201356","63ac0ed8-5e96-48db-b79f-8d942237bc9b","http://www.cdisc.org","2023-09-29","After","Code_50","Code"
"C201355","a1ba5d7d-b089-4780-aa47-c116bcd3155c","http://www.cdisc.org","2023-09-29","Start to Start","Code_51","Code"
"C201356","25fdb9ce-2a09-4524-b4b1-a4bc0a2e82bd","http://www.cdisc.org","2023-09-29","After","Code_53","Code"
"C201355","158daea6-799f-4dc9-aa56-c15e05f479a7","http://www.cdisc.org","2023-09-29","Start to Start","Code_54","Code"
"C201356","6d3e13df-6b44-4c88-b8db-74dd57d072df","http://www.cdisc.org","2023-09-29","After","Code_33","Code"
"C201355","aa0b8a10-6e77-47f7-8d5d-3233eb4ab9e6","http://www.cdisc.org","2023-09-29","Start to Start","Code_34","Code"
"C201356","0e41552d-cf86-45ec-89f5-f5e49632f54c","http://www.cdisc.org","2023-09-29","After","Code_38","Code"
"C201355","1a6cb654-dd08-493f-b003-34a69bb60d49","http://www.cdisc.org","2023-09-29","Start to Start","Code_39","Code"
"C201356","2918b96c-28bd-4b1a-88df-9a64b4ea7aae","http://www.cdisc.org","2023-09-29","After","Code_43","Code"
"C201355","23cef56a-d92e-4676-ab10-98ac33981745","http://www.cdisc.org","2023-09-29","Start to Start","Code_44","Code"
"C201356","f03c2819-5337-4bb7-a324-b025ca7ef984","http://www.cdisc.org","2023-09-29","After","Code_48","Code"
"C201355","afe4a6fd-01cb-41c8-8c81-368fadeb0e30","http://www.cdisc.org","2023-09-29","Start to Start","Code_49","Code"
"C201358","a68549fc-ff1b-4697-afe3-55dea7e912db","http://www.cdisc.org","2023-09-29","Fixed Reference","Code_56","Code"
"C201355","ffc35dd1-7ad5-4a8b-a2ce-416703537cbc","http://www.cdisc.org","2023-09-29","Start to Start","Code_57","Code"
"C201358","e98cc07c-1cb3-47d8-b629-7c5b7483f48e","http://www.cdisc.org","2023-09-29","Fixed Reference","Code_58","Code"
"C201355","8ceb1985-0858-4b12-859e-9af049212f96","http://www.cdisc.org","2023-09-29","Start to Start","Code_59","Code"
"C201358","7c2d28d1-8594-4ef0-910a-a63d9834b7da","http://www.cdisc.org","2023-09-29","Fixed Reference","Code_60","Code"
"C201355","0e77b6b5-d00d-4af9-b4fb-48329077daae","http://www.cdisc.org","2023-09-29","Start to Start","Code_61","Code"
"C201356","a0e60bc4-99e3-4c07-ab5d-97650fdc5e9b","http://www.cdisc.org","2023-09-29","After","Code_62","Code"
"C201355","f740e53f-e663-46a2-9e3f-9ede5b5881e3","http://www.cdisc.org","2023-09-29","Start to Start","Code_63","Code"
"C201356","dabd4842-856b-410a-82fe-213929015904","http://www.cdisc.org","2023-09-29","After","Code_64","Code"
"C201353","2810767b-0c90-489c-80d8-cabf9ca7fd0b","http://www.cdisc.org","2023-09-29","End to Start","Code_65","Code"
"C201356","d213bdc3-eca5-47d1-ad70-a76a93afd2bc","http://www.cdisc.org","2023-09-29","After","Code_66","Code"
"C201355","4997a3f5-1b9e-4ee0-9014-81b5f3246356","http://www.cdisc.org","2023-09-29","Start to Start","Code_67","Code"
"C201356","c4fdc689-fe56-45b1-9a80-60e45356a15e","http://www.cdisc.org","2023-09-29","After","Code_68","Code"
"C201353","e7d4587b-2e64-4234-b1f1-e4348c46f980","http://www.cdisc.org","2023-09-29","End to Start","Code_69","Code"
"C201356","0157b672-f7b0-4a37-8ae4-d1222b767399","http://www.cdisc.org","2023-09-29","After","Code_70","Code"
"C201355","758d9b56-2f08-450a-a89a-bb2151658c1c","http://www.cdisc.org","2023-09-29","Start to Start","Code_71","Code"
"C70793","b40d48ad-31d1-444f-a75e-1552a29652f1","http://www.cdisc.org","2023-09-29","Clinical Study Sponsor","Code_379","Code"
"GBR","cc589769-8a49-44c1-9623-5999cc82b7b9","ISO 3166 1 alpha3","2020-08","United Kingdom of Great Britain and Northern Ireland","Code_380","Code"
"C94108","162977f0-b983-4d63-a72d-6fc8c048eec9","http://www.cdisc.org","2023-09-29","Study Acronym","Code_3","Code"
"C99905x1","c9945ce3-5828-44cf-bebf-3dd85a1cf8d8","http://www.cdisc.org","2023-09-29","Brief Study Title","Code_5","Code"
"C99905x2","f19a706a-3fa0-4793-9e38-a2db2fc05fd3","http://www.cdisc.org","2023-09-29","Official Study Title","Code_6","Code"
"C99905x3","12f73179-21d5-465d-9050-de4934afd334","http://www.cdisc.org","2023-09-29","Public Study Title","Code_7","Code"
"C25508","10719638-bae0-4e31-89bd-12fccca679d1","http://www.cdisc.org","2023-09-29","Final","Code_8","Code"
"C99903x1","eb939950-fbe0-4709-b77e-fa4fc1684885","http://www.cdisc.org","2023-09-29","Protocol Effective Date","Code_11","Code"
"C41129","0bb5157c-a3ee-44bb-9f86-010e3e7b488c","http://www.cdisc.org","2023-09-29","Region","Code_13","Code"
"150","7fa219af-af83-401e-9dfb-04bbcdd33215","ISO 3166 1 alpha3","2020-08","Europe","Code_12","Code"
