"decode","instanceType","codeSystem","codeSystemVersion","uuid:ID","id","code"
"Count per Minute","Code","NCI Thesaurus","","efa5071d-7707-40ce-882e-ec3906414a29","Code_248","C73688"
"Vital Signs Location","Code","NCI Thesaurus","","c4935d47-8b33-423e-b1fc-fcd9363f2654","Code_249","C83088"
"Vital Signs Laterality","Code","NCI Thesaurus","","d2be16b8-d5bb-4bff-8b3b-c82021057f83","Code_250","C123975"
"Test Method","Code","NCI Thesaurus","","41746883-cda2-47f3-a37e-38ccbbb070ac","Code_251","C82535"
"Vital Signs Position","Code","NCI Thesaurus","","9e214187-a496-4d29-bac2-ce13abfcc998","Code_252","C83114"
"Heart Rate","Code","NCI Thesaurus","","ceac8c2f-e749-4ff9-95c2-392e09730b2c","Code_245","C49677"
"Vital Signs Result","Code","NCI Thesaurus","","b62584b6-51b6-436d-81b8-2da9f912adfc","Code_254","C173522"
"Pascal","Code","http://www.cdisc.org","2023-09-29","02e3f204-d623-42d6-b41d-6543acb2e045","Code_255","C42547"
"Unit of Pressure","Code","NCI Thesaurus","","805dd5b8-a993-4681-bdc5-25de3010b5dc","Code_256","C49669"
"Vital Signs Location","Code","NCI Thesaurus","","69a355b1-98cc-432d-9c41-85114eb42633","Code_257","C83088"
"Vital Signs Laterality","Code","NCI Thesaurus","","9b4ac608-c065-4c81-b081-f3abe89e8516","Code_258","C123975"
"Test Method","Code","NCI Thesaurus","","b645cbbe-ce8a-48e2-939e-a059958d1608","Code_259","C82535"
"Vital Signs Position","Code","NCI Thesaurus","","0cf72363-5cc3-4ddb-b169-d6a3812fa338","Code_260","C83114"
"Systolic Blood Pressure","Code","NCI Thesaurus","","0a302a42-8e70-47c0-993e-d45ccbd83854","Code_253","C25298"
"Vital Signs Result","Code","NCI Thesaurus","","a9e332e8-5147-4b74-a068-800c4bd77c5c","Code_262","C173522"
"Pascal","Code","http://www.cdisc.org","2023-09-29","22af4bf0-b169-40b9-a063-7d1ab6c3a75b","Code_263","C42547"
"Unit of Pressure","Code","NCI Thesaurus","","6557680b-6dd3-4c86-9bbd-7ad784ab94df","Code_264","C49669"
"Vital Signs Location","Code","NCI Thesaurus","","97d922b7-ac9a-4a32-97f4-66764fc5b288","Code_265","C83088"
"Vital Signs Laterality","Code","NCI Thesaurus","","dd0dddcb-ad42-436f-ac92-2b975cb6eed9","Code_266","C123975"
"Test Method","Code","NCI Thesaurus","","f5b00277-c829-42a9-a6aa-bf0a39d0ef5e","Code_267","C82535"
"Vital Signs Position","Code","NCI Thesaurus","","271c06d9-a930-452d-aea9-a12ba946a31a","Code_268","C83114"
"Diastolic Blood Pressure","Code","NCI Thesaurus","","12253c69-16fc-4d97-ae0e-405ffe2bb241","Code_261","C25299"
"Vital Signs Result","Code","NCI Thesaurus","","c91c805e-9c58-4ac8-97e1-3a4d1ee5e644","Code_270","C173522"
"Beats per Minute","Code","http://www.cdisc.org","2023-09-29","3a1d2424-1ada-4730-b8ca-8720b872fe73","Code_271","C49673"
"Count per Minute","Code","NCI Thesaurus","","7cbd8ecc-56ae-4e74-96c1-cea06023d71f","Code_272","C73688"
"Vital Signs Location","Code","NCI Thesaurus","","4aa2af2b-dd22-42f9-a2c9-c7f540394a7a","Code_273","C83088"
"Vital Signs Laterality","Code","NCI Thesaurus","","bbd8415b-921f-4be0-b66e-892511c4e4cc","Code_274","C123975"
"Test Method","Code","NCI Thesaurus","","c399f4bf-daf2-4806-9b0f-18696a4bd24c","Code_275","C82535"
"Vital Signs Position","Code","NCI Thesaurus","","1350389c-850c-4676-bb6a-8c2d0e8a3a6c","Code_276","C83114"
"Heart Rate","Code","NCI Thesaurus","","3967a498-db67-4855-998d-f530f57ef9cd","Code_269","C49677"
"Placebo Comparator Arm","Code","http://www.cdisc.org","2023-09-29","751d0aa9-bc6c-488e-9226-40cced442efd","Code_122","C174268"
"Data Generated Within Study","Code","http://www.cdisc.org","2023-09-29","5c70ac43-3f2b-41d0-b747-8b939a24863b","Code_123","C188866"
"Active Comparator Arm","Code","http://www.cdisc.org","2023-09-29","ed5ad99b-06fc-44d8-bb29-4980535eaef2","Code_124","C174267"
"Data Generated Within Study","Code","http://www.cdisc.org","2023-09-29","bc0f34fd-667e-4291-ac50-d90a4e8e642c","Code_125","C188866"
"Active Comparator Arm","Code","http://www.cdisc.org","2023-09-29","e8bb6ebf-df08-4b4e-bfe9-f38d92080e94","Code_126","C174267"
"Data Generated Within Study","Code","http://www.cdisc.org","2023-09-29","cf0fa24b-d3f4-46a8-94a2-b11854b57359","Code_127","C188866"
"Double Blind Study","Code","http://www.cdisc.org","2023-09-29","62a969e5-c6df-4781-ada1-1d7a1978c089","Code_135","C15228"
"Trial Screening","Code","http://www.cdisc.org","2023-09-29","4f3ac12a-dabb-48a4-a795-adbce0ad449d","Code_128","C48262"
"Treatment Epoch","Code","http://www.cdisc.org","2023-09-29","1947507a-9ab4-4918-a9d2-19ba9fed2664","Code_129","C101526"
"Treatment Epoch","Code","http://www.cdisc.org","2023-09-29","eb27df65-6bec-4814-bcb0-6c3828a3bf0f","Code_130","C101526"
"Treatment Epoch","Code","http://www.cdisc.org","2023-09-29","6ddc3ecf-e23c-4d48-bd4e-6fc19991af16","Code_131","C101526"
"Clinical Study Follow-up","Code","http://www.cdisc.org","2023-09-29","183d1d59-dedd-4f29-9ca6-e1bef757f4ea","Code_132","C99158"
"Alzheimer's disease; unspecified","Code","ICD-10-CM","1","334cb331-f216-4554-8206-fc4bc9583c13","Code_330","G30.9"
"Alzheimer's disease","Code","SNOMED","January 31, 2018","ba265bdc-7fba-455b-994f-b49dc8eb5d80","Code_331","26929004"
"Sponsor","Code","http://www.cdisc.org","2023-09-29","11b21ed1-b7a8-4baa-92df-b0067a7006db","Code_141","C70793"
"Trial Primary Objective","Code","http://www.cdisc.org","2023-09-29","f1aab9bf-089d-47f6-8f8d-20e2eacbe78a","Code_335","C85826"
"Primary Endpoint","Code","http://www.cdisc.org","2023-09-29","e1844c26-9fc3-4c09-b906-5760a55d0a85","Code_334","C94496"
"Primary Endpoint","Code","http://www.cdisc.org","2023-09-29","ea680575-17ab-4277-82ef-fa2e6d7949d4","Code_336","C94496"
"Trial Primary Objective","Code","http://www.cdisc.org","2023-09-29","23b309f0-3006-41b4-9b27-b913256da689","Code_338","C85826"
"Primary Endpoint","Code","http://www.cdisc.org","2023-09-29","e791fb04-d152-4988-8a83-05a47b083ee3","Code_337","C94496"
"Primary Endpoint","Code","http://www.cdisc.org","2023-09-29","1062c534-05df-4f88-bccc-db436c9ec09a","Code_339","C94496"
"Primary Endpoint","Code","http://www.cdisc.org","2023-09-29","4efac246-eb5e-456a-84c8-c378a1e3eece","Code_340","C94496"
"Trial Secondary Objective","Code","http://www.cdisc.org","2023-09-29","f432fe41-ab6a-4a16-944a-b58ade98d18d","Code_342","C85827"
"Secondary Endpoint","Code","http://www.cdisc.org","2023-09-29","a0bff02e-8dab-447c-a3fe-74c349902527","Code_341","C139173"
"Secondary Endpoint","Code","http://www.cdisc.org","2023-09-29","b5453fa3-47c8-4dd5-ab58-6da3924ca3dc","Code_343","C139173"
"Secondary Endpoint","Code","http://www.cdisc.org","2023-09-29","f7d9eef9-7894-45c9-9616-dee05b3c6d8a","Code_344","C139173"
"Inclusion Criteria","Code","http://www.cdisc.org","2023-09-29","a4652a89-2571-4a8c-9451-de00ba13c40c","Code_345","C25532"
"Inclusion Criteria","Code","http://www.cdisc.org","2023-09-29","4b635c8e-7890-474f-97fb-505f5a713543","Code_346","C25532"
"Inclusion Criteria","Code","http://www.cdisc.org","2023-09-29","0c85ed98-65d9-4814-aae9-23cd2237b3fb","Code_347","C25532"
"Exclusion Criteria","Code","http://www.cdisc.org","2023-09-29","92071e82-65bb-4613-aeac-c47ff1ce8075","Code_348","C25370"
"Year","Code","http://www.cdisc.org","2023-09-29","b56f21a8-f92a-4da3-872b-7704bd264b1e","Code_332","C29848"
"Before","Code","http://www.cdisc.org","2023-09-29","d550dbc8-9c3a-42e1-9008-67a85b406f9a","Code_14","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","3e6695de-8abb-40df-a0f1-6457120a3af3","Code_15","C201265"
"Before","Code","http://www.cdisc.org","2023-09-29","29a28288-0cec-4d53-9f38-3713a547dee2","Code_16","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","409f17f1-7952-4b58-ac40-59e21d76dd62","Code_17","C201265"
"Fixed Reference","Code","http://www.cdisc.org","2023-09-29","3864a5b6-bea8-489e-9f7e-84e7793ed4aa","Code_19","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","410ae0c4-af6d-4524-a6f5-fd42615b9c71","Code_20","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","b63e71e3-d5c9-4629-83a9-da536d25e155","Code_21","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","fd4960bc-1f26-440b-99fe-51f0ee720d4d","Code_22","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","4b76254c-5bdd-4e56-9e4e-4e9b54f7c943","Code_24","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","a6a394a0-6779-4349-87f8-9c1eab975040","Code_25","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","1c62ef25-0d4d-4522-a383-b181f0177a71","Code_27","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","60cfa27f-1ac0-41c8-88e1-6ac2aaed0817","Code_28","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","a487904f-1d05-4615-8677-0b3ef3eeebed","Code_30","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","ec81239b-2e95-4b81-b154-fcfce8ba3cfe","Code_31","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","287578de-cc0b-4af4-a03f-f7a11f6074fa","Code_35","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","329ee3a3-e4b5-4c66-b33e-f063e58ef0d2","Code_36","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","11d6ae1f-4b15-4ae5-b113-4260e1619608","Code_40","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","7d51c088-6f14-46e3-86a9-52b533fc87c5","Code_41","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","ab38eb78-4d84-4204-be44-9957a62548bb","Code_45","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","3046ceb7-6215-4c2a-a292-77e7fb07083e","Code_46","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","71811da2-5e76-48f6-81e6-b5d34e89ea6a","Code_50","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","7f8ced84-1cdd-4020-9ddd-d36d78fa7353","Code_51","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","ad2b3acf-3068-480c-aa51-5b5eef6de97f","Code_53","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","84115320-7c3a-49c1-910e-e0b9b2474eb9","Code_54","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","4faa406a-b91b-419f-9b10-6fe67bc5b9ea","Code_33","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","d298331b-87af-45a3-988e-1b55059c8c66","Code_34","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","1d37d7c6-e81f-4fff-b2b0-27fb80de00b6","Code_38","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","5fe537c6-b890-4906-a827-05a9d3d9e018","Code_39","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","06f9f30e-0948-4400-99f8-c1d5a2bae6d4","Code_43","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","0eb86a1d-6426-49b2-86a1-f2d3a20c26bc","Code_44","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","5bc229e8-37db-4700-abca-15e9227a477d","Code_48","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","d93c9c92-0e6f-4c9e-b126-9b2e89424535","Code_49","C201265"
"Fixed Reference","Code","http://www.cdisc.org","2023-09-29","40317bd5-bf5e-41df-810c-b4aac9ccc5cd","Code_56","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","9fe64197-407a-458d-bf6c-6a9b6f1fb30c","Code_57","C201265"
"Fixed Reference","Code","http://www.cdisc.org","2023-09-29","2103313c-9dd8-45a1-a2e0-6d7b1a58bd5d","Code_58","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","46403770-38d0-4e45-8a30-b35885829465","Code_59","C201265"
"Fixed Reference","Code","http://www.cdisc.org","2023-09-29","63d82936-2eaa-4e04-8d07-fde88b98a627","Code_60","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","858b961e-84e1-41cd-9617-c462fd1cea04","Code_61","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","a9783f3c-7de9-4df2-addc-4e560ff85566","Code_62","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","57797b44-7bb8-4d85-baec-b268a5ec8f4e","Code_63","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","16820247-5102-40b9-b3e7-464204bfa42d","Code_64","C201264"
"End to Start","Code","http://www.cdisc.org","2023-09-29","78568eee-c4e9-4c5f-b1d9-5a285f056beb","Code_65","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","43b6c026-c0e1-4088-a051-46029e063519","Code_66","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","82eb2379-4fd7-4ea2-83b4-ffa9207cb0cb","Code_67","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","d6dec92a-b781-4eb1-9a1c-872199ee2839","Code_68","C201264"
"End to Start","Code","http://www.cdisc.org","2023-09-29","e434e986-aa03-45a5-a8d1-248d3c004fb0","Code_69","C201265"
"After","Code","http://www.cdisc.org","2023-09-29","7b4e213e-0776-4157-a229-c38ea4e60795","Code_70","C201264"
"Start to Start","Code","http://www.cdisc.org","2023-09-29","3a3c22b8-4fcc-466c-b327-2f23a48ab1e5","Code_71","C201265"
"Clinical Study Sponsor","Code","http://www.cdisc.org","2023-09-29","f75f5449-b1be-4858-ae09-f7899971f018","Code_349","C70793"
"United Kingdom of Great Britain and Northern Ireland","Code","ISO 3166 1 alpha3","2020-08","0541e053-bbcd-47b0-8673-03ff8b7ff015","Code_350","GBR"
"Study Acronym","Code","http://www.cdisc.org","2023-09-29","05ff62c9-99bb-4988-9bd9-07ef98f12ca7","Code_3","C94108"
"Brief Study Title","Code","http://www.cdisc.org","2023-09-29","60064c56-7a0e-4691-be77-261fc2c465ac","Code_5","C99905x1"
"Official Study Title","Code","http://www.cdisc.org","2023-09-29","39cd1aa4-6430-4c44-84a2-6eea70a51306","Code_6","C99905x2"
"Public Study Title","Code","http://www.cdisc.org","2023-09-29","c6372b37-53f0-4157-8301-fd199038adec","Code_7","C99905x3"
"Final","Code","http://www.cdisc.org","2023-09-29","cd3e75d3-4c2f-4e1a-887d-3507bdee82ec","Code_8","C25508"
"Protocol Effective Date","Code","http://www.cdisc.org","2023-09-29","c6dfb728-3487-4af1-9183-0ca6a3d53f2f","Code_11","C99903x1"
"Region","Code","http://www.cdisc.org","2023-09-29","0549828c-46e9-407e-8358-87842a47f0bc","Code_13","C41129"
"Europe","Code","ISO 3166 1 alpha3","2020-08","12312ee5-6a2f-4b53-93ea-c895a46bdf9e","Code_12","150"
