"id:ID","uuid","code","codeSystem","codeSystemVersion","id","decode"
"225","dd3387d4-e1bd-484f-9f1b-3817fd788c19","C82535","NCI Thesaurus","","Code_233","Test Method"
"226","75b127ab-6ca0-44b3-951d-3a51c50c28cd","C83114","NCI Thesaurus","","Code_234","Vital Signs Position"
"227","fd1d1859-04ea-47d5-8e2d-3ff1930a00c5","C25298","NCI Thesaurus","","Code_227","Systolic Blood Pressure"
"228","6fd60fc0-d097-425f-bc3e-f1fde584d758","C173522","NCI Thesaurus","","Code_236","Vital Signs Result"
"229","0e08045c-e50a-489d-8a9c-71c4ba205424","C42547","http://www.cdisc.org","2023-09-29","Code_237","Pascal"
"230","7f37abb2-2631-4f38-a349-569fd92e6966","C49669","NCI Thesaurus","","Code_238","Unit of Pressure"
"231","ccb4bc93-cdcc-4a09-ba92-1282403db8ad","C83088","NCI Thesaurus","","Code_239","Vital Signs Location"
"232","e43fe292-b300-4e47-ae43-9507884b4389","C123975","NCI Thesaurus","","Code_240","Vital Signs Laterality"
"233","b1fe7a23-c61b-4a96-8baf-85fcdec6c6be","C82535","NCI Thesaurus","","Code_241","Test Method"
"234","005364ac-2109-4add-a9b0-e79c42e5dda1","C83114","NCI Thesaurus","","Code_242","Vital Signs Position"
"235","21e78aa8-d89f-4d63-ac8b-73812f6227e7","C25299","NCI Thesaurus","","Code_235","Diastolic Blood Pressure"
"236","b345f7f4-e9a3-4515-ae70-3ee5e920d670","C174268","http://www.cdisc.org","2023-09-29","Code_106","Placebo Comparator Arm"
"237","368d6e09-5e95-4994-b90b-a6d7152ef632","C188866","http://www.cdisc.org","2023-09-29","Code_107","Data Generated Within Study"
"238","6d9e7303-fce1-4b5f-a685-6a2f712f989d","C174267","http://www.cdisc.org","2023-09-29","Code_108","Active Comparator Arm"
"239","41685cbb-1122-47bf-ae0d-80eabcd0c56a","C188866","http://www.cdisc.org","2023-09-29","Code_109","Data Generated Within Study"
"240","9724b7ff-75c0-4827-8c89-35a8a9f6d8bd","C174267","http://www.cdisc.org","2023-09-29","Code_110","Active Comparator Arm"
"241","d71663df-afe0-4897-9790-5adc5539b552","C188866","http://www.cdisc.org","2023-09-29","Code_111","Data Generated Within Study"
"242","363bb1f1-413e-43df-90f5-05ab427f0056","C15228","http://www.cdisc.org","2023-09-29","Code_119","Double Blind Study"
"243","3fb1fd11-d81c-42fb-ad01-dd75c54bd04c","C48262","http://www.cdisc.org","2023-09-29","Code_112","Trial Screening"
"244","f9e04665-0257-4ffd-9988-6fac7561f1cc","C101526","http://www.cdisc.org","2023-09-29","Code_113","Treatment Epoch"
"245","d8052593-6fde-42b3-97b6-b24001393de1","C101526","http://www.cdisc.org","2023-09-29","Code_114","Treatment Epoch"
"246","96d130e2-f88f-47f7-8c02-e7fe1a89315a","C101526","http://www.cdisc.org","2023-09-29","Code_115","Treatment Epoch"
"247","21e4c27b-db31-4156-bcc0-d5009ea1ee3d","C99158","http://www.cdisc.org","2023-09-29","Code_116","Clinical Study Follow-up"
"248","f78d56f2-fd58-415c-bd7f-56497799f758","G30.9","ICD-10-CM","1","Code_296","Alzheimer's disease; unspecified"
"249","56fef952-e54a-4c79-a23c-85a586d3b1d5","26929004","SNOMED","January 31, 2018","Code_297","Alzheimer's disease"
"250","2d22c841-8d28-45c3-b086-7b5f86f3ce87","C85826","http://www.cdisc.org","2023-09-29","Code_300","Trial Primary Objective"
"251","e11ea24c-b872-43b7-a63d-34bbcf967811","C94496","http://www.cdisc.org","2023-09-29","Code_299","Primary Endpoint"
"252","63935b7c-65fe-4ecc-8d41-ffd09e116e1a","C94496","http://www.cdisc.org","2023-09-29","Code_301","Primary Endpoint"
"253","fcdfa813-8a16-4bdc-8071-6f4b16de8a05","C85826","http://www.cdisc.org","2023-09-29","Code_303","Trial Primary Objective"
"254","fef3563d-454f-4c42-8edb-758926b9560c","C94496","http://www.cdisc.org","2023-09-29","Code_302","Primary Endpoint"
"255","420ce793-e01d-4e50-86ac-08234a4cffa5","C94496","http://www.cdisc.org","2023-09-29","Code_304","Primary Endpoint"
"256","03ef57a3-97d5-4548-b2e9-73d729fca032","C94496","http://www.cdisc.org","2023-09-29","Code_305","Primary Endpoint"
"257","62a1e48b-73bd-4843-98c8-a6b181065176","C85827","http://www.cdisc.org","2023-09-29","Code_307","Trial Secondary Objective"
"258","a00b35d1-1038-4c2e-82fc-1b5dcd8ca52e","C139173","http://www.cdisc.org","2023-09-29","Code_306","Secondary Endpoint"
"259","24f79cdd-3e94-4e88-a482-06d24714cfb4","C139173","http://www.cdisc.org","2023-09-29","Code_308","Secondary Endpoint"
"260","090e24fd-4a05-4ac6-a75e-1c11d11f77f1","C139173","http://www.cdisc.org","2023-09-29","Code_309","Secondary Endpoint"
"261","1ec52187-a84e-4c64-9bbc-e7c203c86e7e","C49636","http://www.cdisc.org","2023-09-29","Code_298","Both"
"262","f221c100-8a99-4468-8a0a-c4c04c9173e5","C201264","http://www.cdisc.org","2023-09-29","Code_10","Before"
"263","dc3097e5-44b9-4950-b838-0a1b7ff496f4","C201265","http://www.cdisc.org","2023-09-29","Code_11","Start to Start"
"264","68b7bec4-e5d6-40e2-bb56-8587f542d969","C201264","http://www.cdisc.org","2023-09-29","Code_12","Before"
"265","5820e950-d501-4ead-a246-d500357ea1cd","C201265","http://www.cdisc.org","2023-09-29","Code_13","Start to Start"
"266","9854c5d9-3096-4965-abcd-e9c79a111c60","C201264","http://www.cdisc.org","2023-09-29","Code_14","Fixed Reference"
"267","7764780c-e707-46f0-82fd-1cfff35a01a8","C201265","http://www.cdisc.org","2023-09-29","Code_15","Start to Start"
"268","2b093cc4-b61e-4341-ad59-f99e9a15e27f","C201264","http://www.cdisc.org","2023-09-29","Code_16","After"
"269","dac8c763-2513-4a98-8c88-56b7b0b25617","C201265","http://www.cdisc.org","2023-09-29","Code_17","Start to Start"
"270","583a2cd2-9f83-40f5-ba60-a8e8707ccaa5","C201264","http://www.cdisc.org","2023-09-29","Code_18","After"
"271","fd10bd98-979b-4c64-837a-fc53a60b807e","C201265","http://www.cdisc.org","2023-09-29","Code_19","Start to Start"
"272","295bcc28-f70a-47b1-ac1e-90c9dd54ae0f","C201264","http://www.cdisc.org","2023-09-29","Code_20","After"
"273","75fcdb48-154c-481d-bdf7-27191d11a316","C201265","http://www.cdisc.org","2023-09-29","Code_21","Start to Start"
"274","95a33e5b-66b1-480c-829e-1583d4d48de4","C201264","http://www.cdisc.org","2023-09-29","Code_22","After"
"275","5b765e0a-2dc1-48db-992c-d5ec46c84b6c","C201265","http://www.cdisc.org","2023-09-29","Code_23","Start to Start"
"276","e9b3196c-c629-4110-a3da-97823022ac6c","C201264","http://www.cdisc.org","2023-09-29","Code_24","After"
"277","2bcd6644-5168-43ae-a00e-0016d3068224","C201265","http://www.cdisc.org","2023-09-29","Code_25","Start to Start"
"278","ef69556d-804e-47b8-aa3f-a0964a072ee2","C201264","http://www.cdisc.org","2023-09-29","Code_26","After"
"279","1cf633f7-97c1-43a0-9efd-7bb2fd669886","C201265","http://www.cdisc.org","2023-09-29","Code_27","Start to Start"
"280","765da00f-3c41-4353-8a01-677b481ed883","C201264","http://www.cdisc.org","2023-09-29","Code_28","After"
"281","3029d330-9920-49ca-a18f-b31a4831683d","C201265","http://www.cdisc.org","2023-09-29","Code_29","Start to Start"
"282","71a86f05-3eb5-40e7-8ba9-8f0591d80804","C201264","http://www.cdisc.org","2023-09-29","Code_30","After"
"283","24264c5b-0781-44d4-8b43-0deb54953aae","C201265","http://www.cdisc.org","2023-09-29","Code_31","Start to Start"
"284","dea98a7c-28c5-41d1-894f-b7747fe5aff7","C201264","http://www.cdisc.org","2023-09-29","Code_32","After"
"285","c2ad0529-40b9-4ee2-b6e6-cc0dd26748c8","C201265","http://www.cdisc.org","2023-09-29","Code_33","Start to Start"
"286","2a646605-99c5-49f3-92e4-687d9a689004","C201264","http://www.cdisc.org","2023-09-29","Code_34","After"
"287","5e1cab37-96c3-4d0b-87b6-fb36988e9c7f","C201265","http://www.cdisc.org","2023-09-29","Code_35","Start to Start"
"288","1e56135c-283c-4cd5-82d8-3781728ac977","C201264","http://www.cdisc.org","2023-09-29","Code_36","After"
"289","4268b252-ed54-40c7-915d-3586b9b56342","C201265","http://www.cdisc.org","2023-09-29","Code_37","Start to Start"
"290","b27e926b-4dfe-4665-b4bc-be1fb50516e0","C201264","http://www.cdisc.org","2023-09-29","Code_38","After"
"291","fddea26a-2efd-444a-8aa3-bf2499a36b08","C201265","http://www.cdisc.org","2023-09-29","Code_39","Start to Start"
"292","807745f0-8239-4f83-9eaf-c7152a93ee8d","C201264","http://www.cdisc.org","2023-09-29","Code_40","After"
"293","5c0c5825-4160-4ad1-8864-ca3db5bdc802","C201265","http://www.cdisc.org","2023-09-29","Code_41","Start to Start"
"294","14a189a9-7661-4ca8-be1e-bb47657d310d","C201264","http://www.cdisc.org","2023-09-29","Code_42","Fixed Reference"
"295","ead3d4e8-33ff-4f72-9a40-bf3d5225a4ce","C201265","http://www.cdisc.org","2023-09-29","Code_43","Start to Start"
"296","cf4f6337-b209-4b7f-a98d-e1b59611e25e","C201264","http://www.cdisc.org","2023-09-29","Code_44","Fixed Reference"
"297","ac23d943-f430-4f55-a174-4c51915f5c43","C201265","http://www.cdisc.org","2023-09-29","Code_45","Start to Start"
"298","8d0d5f7f-c2a6-4985-a9d5-37c7d782eb8c","C201264","http://www.cdisc.org","2023-09-29","Code_46","Fixed Reference"
"299","e032baed-8915-47ed-820b-2e476fe49ed2","C201265","http://www.cdisc.org","2023-09-29","Code_47","Start to Start"
"300","12fe5882-6467-4e05-8f16-861c14046165","C201264","http://www.cdisc.org","2023-09-29","Code_48","After"
"301","16a8f970-4e18-4f5c-822d-2c9406d966be","C201265","http://www.cdisc.org","2023-09-29","Code_49","Start to Start"
"302","4b9b60d9-63d4-4b01-9e37-00a8949bd257","C201264","http://www.cdisc.org","2023-09-29","Code_50","After"
"303","e96334fc-e075-44b4-8042-5bacab929c7b","C201265","http://www.cdisc.org","2023-09-29","Code_51","End to Start"
"304","567e1bb7-a719-4283-b571-6558be01dd67","C201264","http://www.cdisc.org","2023-09-29","Code_52","After"
"305","4768670e-c73e-486d-92be-ca73187cb4e2","C201265","http://www.cdisc.org","2023-09-29","Code_53","End to Start"
"306","fcef8e7c-3fcb-4ee4-bc8a-c40cd70b7bf0","C25532","http://www.cdisc.org","2023-09-29","Code_310","Inclusion Criteria"
"307","52ae0f73-2f89-4025-8b0a-15fcd150f8a6","C25532","http://www.cdisc.org","2023-09-29","Code_311","Inclusion Criteria"
"308","7f39a57f-6bde-49f9-8f95-72ba07aeffd9","C25532","http://www.cdisc.org","2023-09-29","Code_312","Inclusion Criteria"
"309","780efa13-4b3f-417e-b76b-347a13cc61aa","C25370","http://www.cdisc.org","2023-09-29","Code_313","Exclusion Criteria"
"310","b8f17bd1-c1a3-4dcf-9b04-3c45d74d826e","C25508","http://www.cdisc.org","2023-09-29","Code_4","Final"
"311","2b4ec6ee-61db-4070-9cac-2f0c4263f88a","C99903x1","http://www.cdisc.org","2023-09-29","Code_7","Protocol Effective Date"
"312","4fd82e81-9677-4889-8000-7d57ea9ca4c2","C41129","http://www.cdisc.org","2023-09-29","Code_9","Region"
"313","64d31cb6-dc73-4934-af2b-a8355d7259f9","150","ISO 3166 1 alpha3","2020-08","Code_8","Europe"
