"decode","uuid:ID","codeSystem","instanceType","codeSystemVersion","code","id"
"Disabling Adverse Event","64c3eff8-9d91-45e9-9c95-29013948d020","http://www.cdisc.org","Code","2023-12-15","C113380","Code_169"
"No","00587842-fc8a-4479-a6a7-0813ee80cfbb","http://www.cdisc.org","Code","2023-12-15","C49487","Code_170"
"Yes","ca5a4030-f02d-4f76-bf68-c85a8e71324b","http://www.cdisc.org","Code","2023-12-15","C49488","Code_171"
"Death Related to Adverse Event","84de24a4-c8f9-4bda-b2be-d2b2d68e0e31","http://www.cdisc.org","Code","2023-12-15","C48275","Code_172"
"No","0840c91d-5e51-4d9a-ab68-ef7082601ba9","http://www.cdisc.org","Code","2023-12-15","C49487","Code_173"
"Yes","c09b7345-1403-4f5e-8c63-4eab07110cee","http://www.cdisc.org","Code","2023-12-15","C49488","Code_174"
"Adverse Event associated with Hospitalization","45a24d76-ba49-483b-9857-c98f8f135ddf","http://www.cdisc.org","Code","2023-12-15","C83052","Code_175"
"No","8bc6fc29-e703-4119-a717-df9cff7ff365","http://www.cdisc.org","Code","2023-12-15","C49487","Code_176"
"Yes","a51ffa10-e9dc-4aee-8112-138558a09625","http://www.cdisc.org","Code","2023-12-15","C49488","Code_177"
"Life Threatening Adverse Event","6cbd779f-28c0-475d-b1a3-a6af230fa00a","http://www.cdisc.org","Code","2023-12-15","C84266","Code_178"
"No","3b7e6cea-1a45-4aa1-bca0-715dd022f443","http://www.cdisc.org","Code","2023-12-15","C49487","Code_179"
"Yes","5b6fcbd6-37c7-40c3-bcf9-768961d8333c","http://www.cdisc.org","Code","2023-12-15","C49488","Code_180"
"Adverse Event Occurred with Overdose","2f5c6cb0-145f-4abb-a82f-5a7b5b726898","http://www.cdisc.org","Code","2023-12-15","C83214","Code_181"
"No","c5494636-ed36-45a9-8091-fdba8e283d5d","http://www.cdisc.org","Code","2023-12-15","C49487","Code_182"
"Yes","df06e7a5-8075-4a5f-90fb-66400a91aaf8","http://www.cdisc.org","Code","2023-12-15","C49488","Code_183"
"Adverse Event Associated with Serious Medical Event","66b45a3e-2a17-48dc-bc74-3564c49beeda","http://www.cdisc.org","Code","2023-12-15","C83053","Code_184"
"No","e8dd131c-e24d-491b-bf80-8100db951a89","http://www.cdisc.org","Code","2023-12-15","C49487","Code_185"
"Yes","b719029e-f5bf-4c75-b41a-eeecfa3a3458","http://www.cdisc.org","Code","2023-12-15","C49488","Code_186"
"Adverse Event Concomitant Treatment","8b720fa1-4846-485d-adce-b0d9beefef2d","http://www.cdisc.org","Code","2023-12-15","C83199","Code_187"
"Adverse Event Start Date Time","fd2bbc55-4aee-49cf-ae80-f9c1aadc4159","http://www.cdisc.org","Code","2023-12-15","C83215","Code_188"
"Adverse Event End Date Time","e6023945-9913-4992-9ef7-57f0db9a6037","http://www.cdisc.org","Code","2023-12-15","C83201","Code_189"
"Solicited Adverse Event","1eee30b1-8b2c-46bb-892e-3c89fdb28e21","http://www.cdisc.org","Code","2023-12-15","C179175","Code_190"
"SYSBP","0b5370e2-6e12-4c1b-8755-205dee0e3611","http://www.cdisc.org","Code","2023-12-15","C25298","Code_191"
"Clinical Test Result","2e8cb645-bac2-4b92-9e0c-2453a8be07d2","http://www.cdisc.org","Code","2023-12-15","C77140","Code_192"
"Unit of Pressure","657a3b9a-d928-401d-849f-2fe7e16793de","http://www.cdisc.org","Code","2023-12-15","C49669","Code_193"
"Sitting","bada6474-3d44-4ed8-a421-a9c2b6295462","http://www.cdisc.org","Code","2023-12-15","C62122","Code_194"
"Standing","73cc07a6-286d-4e5e-9a7a-761cc0ba2d05","http://www.cdisc.org","Code","2023-12-15","C62166","Code_195"
"Supine Position","a71b320d-42b5-4e5c-9db9-ee9949a06d03","http://www.cdisc.org","Code","2023-12-15","C62167","Code_196"
"Body Position","b39a18c3-be82-4c24-a8df-cbd076f8848c","http://www.cdisc.org","Code","2023-12-15","C62164","Code_197"
"Brachial Artery","f07462a3-6305-40fd-ae59-c285536f5c19","http://www.cdisc.org","Code","2023-12-15","C12681","Code_198"
"Common Carotid Artery","f21849c7-0886-4c54-8145-45a39e0fc8eb","http://www.cdisc.org","Code","2023-12-15","C12687","Code_199"
"Dorsalis Pedis Artery","111c5ee8-98a3-4e3e-95a1-a2c4eeea2245","http://www.cdisc.org","Code","2023-12-15","C32478","Code_200"
"Femoral Artery","b4eafead-bf10-4314-9794-89209284cf7e","http://www.cdisc.org","Code","2023-12-15","C12715","Code_201"
"Radial Artery","49598fb9-4361-4426-920e-05c41c4148f7","http://www.cdisc.org","Code","2023-12-15","C12838","Code_202"
"Anatomic Site","04d8117a-0d11-404d-b9ca-045ee6945b56","http://www.cdisc.org","Code","2023-12-15","C13717","Code_203"
"Left","adfb235b-75a5-4e7b-b69d-8062c7beebb2","http://www.cdisc.org","Code","2023-12-15","C25229","Code_204"
"Right","0b9a63f8-d8e8-4306-9295-cc20d8018cc2","http://www.cdisc.org","Code","2023-12-15","C25228","Code_205"
"Laterality","a9f227c9-a0f2-41d6-adf6-4d4614944c34","http://www.cdisc.org","Code","2023-12-15","C25185","Code_206"
"SYSBP","ff2b5db4-0255-4ac2-a06f-62701ed7dd9c","http://www.cdisc.org","Code","2023-12-15","C25298","Code_207"
"DIABP","831993ed-2853-48a4-91aa-e77ec35530cc","http://www.cdisc.org","Code","2023-12-15","C25299","Code_208"
"Clinical Test Result","390c51bf-f027-402c-80ff-08b186bd63c4","http://www.cdisc.org","Code","2023-12-15","C77140","Code_209"
"Unit of Pressure","93a47d21-0f40-4869-8b41-df812f83eb57","http://www.cdisc.org","Code","2023-12-15","C49669","Code_210"
"Sitting","41b19b00-4c18-444c-aa4d-6e307a755acd","http://www.cdisc.org","Code","2023-12-15","C62122","Code_211"
"Standing","30a7c809-7604-4d90-925b-2792d76231cd","http://www.cdisc.org","Code","2023-12-15","C62166","Code_212"
"Supine Position","63720de8-6f83-4e29-a90c-5cf65c3f9119","http://www.cdisc.org","Code","2023-12-15","C62167","Code_213"
"Body Position","a82517d1-b818-4622-ae65-356417158d46","http://www.cdisc.org","Code","2023-12-15","C62164","Code_214"
"Brachial Artery","e260c27f-b188-4a37-ab03-7030c3e69ebc","http://www.cdisc.org","Code","2023-12-15","C12681","Code_215"
"Common Carotid Artery","4702ff42-c020-4773-b21f-dba17f9efe26","http://www.cdisc.org","Code","2023-12-15","C12687","Code_216"
"Dorsalis Pedis Artery","1bae9c99-f308-4a65-8739-a161b4d34d56","http://www.cdisc.org","Code","2023-12-15","C32478","Code_217"
"Femoral Artery","7acf8cc2-6241-4cf0-9edd-07e370306e8a","http://www.cdisc.org","Code","2023-12-15","C12715","Code_218"
"Radial Artery","f2948984-d7b3-4ea5-848d-c80a7ed1c5f4","http://www.cdisc.org","Code","2023-12-15","C12838","Code_219"
"Anatomic Site","69fdf4bd-d6e8-4e3c-b692-5dc5921eb4fe","http://www.cdisc.org","Code","2023-12-15","C13717","Code_220"
"Left","6b58909a-1cb0-4425-8153-7ebe19fe5cf3","http://www.cdisc.org","Code","2023-12-15","C25229","Code_221"
"Right","db20390a-ab0e-4e1a-925e-1fea8cdeb89f","http://www.cdisc.org","Code","2023-12-15","C25228","Code_222"
"Laterality","391358b9-fe1e-49f0-ad55-89fcd3fc6d95","http://www.cdisc.org","Code","2023-12-15","C25185","Code_223"
"DIABP","2f15c00b-fb13-4d9a-b3a6-b5ed092021e1","http://www.cdisc.org","Code","2023-12-15","C25299","Code_224"
"TEMP","1c886918-fc2f-4c8a-9732-20a9162163c6","http://www.cdisc.org","Code","2023-12-15","C174446","Code_225"
"Clinical Test Result","56a6d599-abdd-4586-96db-28ef21ea28b8","http://www.cdisc.org","Code","2023-12-15","C77140","Code_226"
"Degree Celsius","256fdfe9-41cc-4a08-8a50-925763f9f8b0","http://www.cdisc.org","Code","2023-12-15","C42559","Code_227"
"Degree Fahrenheit","f452f2d4-3100-4156-a5f7-5ac8de6d8eec","http://www.cdisc.org","Code","2023-12-15","C44277","Code_228"
"Kelvin","b2fdbc76-388a-4e50-ad33-f0008646b879","http://www.cdisc.org","Code","2023-12-15","C42537","Code_229"
"Unit of Temperature","ebb416ac-7c73-43cc-b77b-be4184c411c5","http://www.cdisc.org","Code","2023-12-15","C44276","Code_230"
"Axilla","682ee247-d675-4785-a560-99845e81e257","http://www.cdisc.org","Code","2023-12-15","C12674","Code_231"
"Ear","4b7026e8-2307-4c1d-a97c-d075a3efecc7","http://www.cdisc.org","Code","2023-12-15","C12394","Code_232"
"Forehead","29a68f9d-2d5a-4401-b502-63450572c77c","http://www.cdisc.org","Code","2023-12-15","C89803","Code_233"
"Oral Cavity","a06e293f-f901-4b5c-af3e-1e843c8d71e6","http://www.cdisc.org","Code","2023-12-15","C12421","Code_234"
"Rectum","527a1891-082e-4398-97a9-f8ca4fd874f0","http://www.cdisc.org","Code","2023-12-15","C12390","Code_235"
"Anatomic Site","78a51582-d163-4933-b7f8-9c9353a89970","http://www.cdisc.org","Code","2023-12-15","C13717","Code_236"
"TEMP","8124e83d-da3f-40ff-9a89-19b61c36df92","http://www.cdisc.org","Code","2023-12-15","C174446","Code_237"
"WEIGHT","6c40a12b-eea5-4df4-bd72-6092220c08bf","http://www.cdisc.org","Code","2023-12-15","C25208","Code_238"
"Clinical Test Result","b4305b3e-1cd3-4c91-acc1-219ae73f7e8a","http://www.cdisc.org","Code","2023-12-15","C77140","Code_239"
"Pound","f7cc18ce-6a27-4f5a-ab33-0ae66e551437","http://www.cdisc.org","Code","2023-12-15","C48531","Code_240"
"Gram","54bc5688-f346-4663-b2bf-789dbad3bcb8","http://www.cdisc.org","Code","2023-12-15","C48155","Code_241"
"Kilogram","9f708e5a-518f-4d95-a900-859f887736ae","http://www.cdisc.org","Code","2023-12-15","C28252","Code_242"
"Unit of Weight","7134ccad-32ff-4409-bdb9-c35b01e6730e","http://www.cdisc.org","Code","2023-12-15","C48208","Code_243"
"WEIGHT","c1fe435f-ddda-46e8-9b65-3f8a37b04e43","http://www.cdisc.org","Code","2023-12-15","C25208","Code_244"
"HEIGHT","0c53ebbb-c5db-4bcd-aa87-093151a34850","http://www.cdisc.org","Code","2023-12-15","C25347","Code_245"
"Clinical Test Result","7ee9e3c9-46bd-46f3-b3fb-3e62fd4885c5","http://www.cdisc.org","Code","2023-12-15","C77140","Code_246"
"Centimeter","9c56623f-a2b8-4059-bfad-e515b97b4c9c","http://www.cdisc.org","Code","2023-12-15","C49668","Code_247"
"Inch","0f246624-0640-4ce7-af8c-8da651aff99c","http://www.cdisc.org","Code","2023-12-15","C48500","Code_248"
"Meter","8631d40a-6d10-4450-989c-1e84688a27d2","http://www.cdisc.org","Code","2023-12-15","C41139","Code_249"
"Unit of Height","fb080665-837f-44ab-b3e3-6858c10166ea","http://www.cdisc.org","Code","2023-12-15","C168688","Code_250"
"HEIGHT","cdc20fdc-6931-4fb3-9d86-a69832fbea0c","http://www.cdisc.org","Code","2023-12-15","C25347","Code_251"
"ALT","11986250-6d08-453f-8638-f409746d7966","http://www.cdisc.org","Code","2023-12-15","C64433","Code_252"
"Laboratory Test Result","e1c2e200-3dfb-467b-b487-bab4fe987fd0","http://www.cdisc.org","Code","2023-12-15","C36292","Code_253"
"Unit per Liter","fca6d7f2-6953-48d9-b678-c799c7f26b8c","http://www.cdisc.org","Code","2023-12-15","C67456","Code_254"
"Microkatal per Liter","9e2aebe8-6d61-4949-8bcd-7024009c2eab","http://www.cdisc.org","Code","2023-12-15","C67397","Code_255"
"International Unit per Liter","0c06824d-8976-4599-8bcc-bd7ab7215364","http://www.cdisc.org","Code","2023-12-15","C67376","Code_256"
"Nanokatal per Liter","066dd24b-3d3b-4ad3-972f-8f30ec8a072f","http://www.cdisc.org","Code","2023-12-15","C70510","Code_257"
"Unit of Catalytic Activity Concentration","0c203ae5-2fdb-4f6d-b613-d854c9a0785d","http://www.cdisc.org","Code","2023-12-15","C67365","Code_258"
"Biospecimen Type","5cc55eff-5766-4e8f-9bbd-b919bdbb70e8","http://www.cdisc.org","Code","2023-12-15","C70713","Code_259"
"No","1cc72a7c-7d89-43db-ba9a-188ccac42293","http://www.cdisc.org","Code","2023-12-15","C49487","Code_260"
"Yes","bd0f1b46-8312-47c2-a3fc-867207a9277d","http://www.cdisc.org","Code","2023-12-15","C49488","Code_261"
"Laboratory Test Fasting Status","3682ca13-1917-443e-8366-2d0ff145adc2","http://www.cdisc.org","Code","2023-12-15","C83309","Code_262"
"ALT","f7c53578-22bc-4016-9967-e3081919750e","http://www.cdisc.org","Code","2023-12-15","C64433","Code_263"
"ALB","c2e84082-1504-400e-9f6b-509d25996158","http://www.cdisc.org","Code","2023-12-15","C64431","Code_264"
"Laboratory Test Result","27573880-0e44-49e0-84f2-690897ccf91d","http://www.cdisc.org","Code","2023-12-15","C36292","Code_265"
"Biospecimen Type","25c8ee00-be6c-48f8-aa5a-6bcfc4273135","http://www.cdisc.org","Code","2023-12-15","C70713","Code_266"
"No","7228b265-1c3f-4782-bf74-4735e945c789","http://www.cdisc.org","Code","2023-12-15","C49487","Code_267"
"Yes","4d29c852-766c-4632-b7a5-9da0ca22cee1","http://www.cdisc.org","Code","2023-12-15","C49488","Code_268"
"Laboratory Test Fasting Status","9066ee5e-47cd-48e7-81fe-c2c9f1c591af","http://www.cdisc.org","Code","2023-12-15","C83309","Code_269"
"ALB","1dc3db21-a262-4724-9536-50e15252505f","http://www.cdisc.org","Code","2023-12-15","C64431","Code_270"
"ALP","63a0eff2-1ef0-4d43-b487-2bd706afee9d","http://www.cdisc.org","Code","2023-12-15","C64432","Code_271"
"Laboratory Test Result","30b870e6-14cc-4c40-b111-197ad5879231","http://www.cdisc.org","Code","2023-12-15","C36292","Code_272"
"Unit per Liter","08c1080a-2bae-4692-b3eb-3e67621d73a3","http://www.cdisc.org","Code","2023-12-15","C67456","Code_273"
"Microkatal per Liter","0c86b37c-af05-439f-8dec-439b07ae9fde","http://www.cdisc.org","Code","2023-12-15","C67397","Code_274"
"International Unit per Liter","ea00f3e2-34d2-42cd-a7a8-47ee2e72cdb1","http://www.cdisc.org","Code","2023-12-15","C67376","Code_275"
"Unit of Catalytic Activity Concentration","6e909829-c41c-4aef-8b2b-fb806ba54af9","http://www.cdisc.org","Code","2023-12-15","C67365","Code_276"
"Biospecimen Type","0834ca5c-2243-4c57-bd11-4381723acd82","http://www.cdisc.org","Code","2023-12-15","C70713","Code_277"
"No","4d925f51-4ef9-4220-8daf-1942b1723c8f","http://www.cdisc.org","Code","2023-12-15","C49487","Code_278"
"Yes","0d9f0df5-610b-4bf6-bb0d-295c23ffcae0","http://www.cdisc.org","Code","2023-12-15","C49488","Code_279"
"Laboratory Test Fasting Status","9c7868fe-d7c4-4137-9b68-91ad5d6c2488","http://www.cdisc.org","Code","2023-12-15","C83309","Code_280"
"ALP","691821bb-9b95-4881-adb5-493e48a46a5d","http://www.cdisc.org","Code","2023-12-15","C64432","Code_281"
"AST","9154980c-b7b4-4fb3-8d22-7479b237e923","http://www.cdisc.org","Code","2023-12-15","C64467","Code_282"
"Laboratory Test Result","c7849e2d-d452-4895-9777-79c61f3fcbbe","http://www.cdisc.org","Code","2023-12-15","C36292","Code_283"
"Unit per Liter","f75eaa84-8a23-4184-b910-9f3949c5f81c","http://www.cdisc.org","Code","2023-12-15","C67456","Code_284"
"Microkatal per Liter","a3d57773-80e5-4c46-b50a-7ed93f8a1c67","http://www.cdisc.org","Code","2023-12-15","C67397","Code_285"
"International Unit per Liter","d69fc1e9-01fb-407c-b274-39265bd88d8d","http://www.cdisc.org","Code","2023-12-15","C67376","Code_286"
"Unit of Catalytic Activity Concentration","1747957d-d5f6-40c7-946e-fc51b99e2773","http://www.cdisc.org","Code","2023-12-15","C67365","Code_287"
"Biospecimen Type","391f3ae8-7a49-4f1c-85cc-ea867e1f7aed","http://www.cdisc.org","Code","2023-12-15","C70713","Code_288"
"No","76b1d4d7-48d4-4d73-bc95-5ce87ceddc0a","http://www.cdisc.org","Code","2023-12-15","C49487","Code_289"
"Yes","8eac5d59-36c2-4158-819e-e6759abf5882","http://www.cdisc.org","Code","2023-12-15","C49488","Code_290"
"Laboratory Test Fasting Status","e7f7d6d7-7e30-4ca0-aa6c-28d6619fa960","http://www.cdisc.org","Code","2023-12-15","C83309","Code_291"
"AST","7990d952-f7fd-4ae4-ab73-b35f6d215695","http://www.cdisc.org","Code","2023-12-15","C64467","Code_292"
"CREAT","570be20e-19c1-421b-80e8-bef4d47d16fd","http://www.cdisc.org","Code","2023-12-15","C64547","Code_293"
"Laboratory Test Result","6610ee0c-2ced-43e5-b7bd-042571b39179","http://www.cdisc.org","Code","2023-12-15","C36292","Code_294"
"Milligram per Deciliter","f4f5e65c-f2e2-4d80-85b5-dd58d70deb7b","http://www.cdisc.org","Code","2023-12-15","C67015","Code_295"
"Microgram per Milliliter","0c6b2381-a586-46e6-9c12-1d0092ef9eec","http://www.cdisc.org","Code","2023-12-15","C64572","Code_296"
"Millimole per Liter","926a02e7-8eb2-4980-8a21-07190b60cfad","http://www.cdisc.org","Code","2023-12-15","C64387","Code_297"
"Micromole per Liter","b5942bc8-79b8-4839-a7cd-4c8a3c767066","http://www.cdisc.org","Code","2023-12-15","C48508","Code_298"
"Unit of Concentration","932e3e8d-a9f1-460f-9644-eacb7b7a08a0","http://www.cdisc.org","Code","2023-12-15","C48207","Code_299"
"Biospecimen Type","d9e3bb98-2701-4e42-8b0f-394cb10d2eba","http://www.cdisc.org","Code","2023-12-15","C70713","Code_300"
"No","ecd35e6c-0acf-469f-a069-e7fb0c3d7cf3","http://www.cdisc.org","Code","2023-12-15","C49487","Code_301"
"Yes","7f1164e2-1dd9-4ccb-b350-01dc2c36827d","http://www.cdisc.org","Code","2023-12-15","C49488","Code_302"
"Laboratory Test Fasting Status","bb0884b7-bd09-403d-ab73-644de154b2ed","http://www.cdisc.org","Code","2023-12-15","C83309","Code_303"
"CREAT","215d92ab-d597-4a19-8ac4-de9d54a012a1","http://www.cdisc.org","Code","2023-12-15","C64547","Code_304"
"K","024c49ab-ffb8-4a5d-abef-43dbee0e2574","http://www.cdisc.org","Code","2023-12-15","C64853","Code_305"
"Laboratory Test Result","d2415477-4f4d-402b-abbf-c1794e459174","http://www.cdisc.org","Code","2023-12-15","C36292","Code_306"
"Milliequivalent per Liter","acc50be8-ca24-4efb-a204-4291ebc992d0","http://www.cdisc.org","Code","2023-12-15","C67474","Code_307"
"Milliequivalent per Deciliter","44a8348c-62cd-4742-9c1c-57d1da256314","http://www.cdisc.org","Code","2023-12-15","C67473","Code_308"
"Millimole per Liter","2dda0e37-110e-4100-b7f2-3492d3fc2203","http://www.cdisc.org","Code","2023-12-15","C64387","Code_309"
"Molarity Unit","305535e3-419d-48c2-8cee-dbf00772704f","http://www.cdisc.org","Code","2023-12-15","C64567","Code_310"
"Biospecimen Type","4cccba31-91d7-4201-ac8a-98e8bf945474","http://www.cdisc.org","Code","2023-12-15","C70713","Code_311"
"No","8c69eae2-9bec-43d3-bee1-cc9b967e3d4f","http://www.cdisc.org","Code","2023-12-15","C49487","Code_312"
"Yes","3b1ae652-e3ca-4332-b6ce-f7268c84a834","http://www.cdisc.org","Code","2023-12-15","C49488","Code_313"
"Laboratory Test Fasting Status","3f3da9f3-156a-40a0-bbfb-1d5e3f750f57","http://www.cdisc.org","Code","2023-12-15","C83309","Code_314"
"K","fe778ac1-2570-45d1-8f41-a7b81c346b75","http://www.cdisc.org","Code","2023-12-15","C64853","Code_315"
"SODIUM","5a4689fa-c2d7-413d-9ab9-d7940e7132b3","http://www.cdisc.org","Code","2023-12-15","C64809","Code_316"
"Laboratory Test Result","204a8a01-db90-4918-963d-f99f7ad9b527","http://www.cdisc.org","Code","2023-12-15","C36292","Code_317"
"Milliequivalent per Liter","9d1da75b-d1e9-4bf5-b8c5-716e50cf1acc","http://www.cdisc.org","Code","2023-12-15","C67474","Code_318"
"Milliequivalent per Deciliter","0a28ec85-975a-4fba-912f-efc8d5716eb5","http://www.cdisc.org","Code","2023-12-15","C67473","Code_319"
"Millimole per Liter","31a165ab-cf92-4068-bb8e-a1de172a53d3","http://www.cdisc.org","Code","2023-12-15","C64387","Code_320"
"Molarity Unit","253898c8-2c8a-48b2-970f-3fcc6655663c","http://www.cdisc.org","Code","2023-12-15","C64567","Code_321"
"Biospecimen Type","e798fc5b-425d-4c57-9dd7-fc948f70b744","http://www.cdisc.org","Code","2023-12-15","C70713","Code_322"
"No","726c2f9b-80e7-4161-9c49-c53814fa25f5","http://www.cdisc.org","Code","2023-12-15","C49487","Code_323"
"Yes","70d8f68f-d62f-4a5e-8203-b625464d4281","http://www.cdisc.org","Code","2023-12-15","C49488","Code_324"
"Laboratory Test Fasting Status","ba25c3b1-a775-4c5c-ae2b-b98b6a1bf76f","http://www.cdisc.org","Code","2023-12-15","C83309","Code_325"
"SODIUM","3a34d981-4a25-40bb-bd2c-8ac7c2137007","http://www.cdisc.org","Code","2023-12-15","C64809","Code_326"
"SYSBP","2ac98772-a550-44b3-aa2a-0759af9149ea","http://www.cdisc.org","Code","2023-12-15","C25298","Code_327"
"Clinical Test Result","7b23efb9-28d6-4120-a0bd-543298b4341d","http://www.cdisc.org","Code","2023-12-15","C77140","Code_328"
"Unit of Pressure","cbbb7f6f-56e1-4d8d-82bc-5eaa3a8343a5","http://www.cdisc.org","Code","2023-12-15","C49669","Code_329"
"Sitting","9f94b4c4-3a06-43b4-9bb5-669c1262745d","http://www.cdisc.org","Code","2023-12-15","C62122","Code_330"
"Standing","c3f94738-8945-45bc-83a5-bec80b15a751","http://www.cdisc.org","Code","2023-12-15","C62166","Code_331"
"Supine Position","10901310-fe15-4878-8da3-128d728f6a63","http://www.cdisc.org","Code","2023-12-15","C62167","Code_332"
"Body Position","5e86eac8-3552-4c74-8591-7c929d7ea6f8","http://www.cdisc.org","Code","2023-12-15","C62164","Code_333"
"Brachial Artery","329a0c06-9eba-45db-bc1f-5bc58b2cb7de","http://www.cdisc.org","Code","2023-12-15","C12681","Code_334"
"Common Carotid Artery","0a4842dd-c36d-47e8-ac98-660d228c5ec9","http://www.cdisc.org","Code","2023-12-15","C12687","Code_335"
"Dorsalis Pedis Artery","a5326b33-1054-4e15-bf57-404ca311cf29","http://www.cdisc.org","Code","2023-12-15","C32478","Code_336"
"Femoral Artery","eb97f2b4-2a41-4cc9-b132-177fbc6b63c6","http://www.cdisc.org","Code","2023-12-15","C12715","Code_337"
"Radial Artery","e509aa4d-2f46-4409-b55f-381b18d84220","http://www.cdisc.org","Code","2023-12-15","C12838","Code_338"
"Anatomic Site","f831a716-8a35-4895-be2f-14f80e71580e","http://www.cdisc.org","Code","2023-12-15","C13717","Code_339"
"Left","aa605845-5d28-4874-b0eb-0ebdc42bbf64","http://www.cdisc.org","Code","2023-12-15","C25229","Code_340"
"Right","43ad522e-477a-434e-a78b-3ca7c7623e76","http://www.cdisc.org","Code","2023-12-15","C25228","Code_341"
"Laterality","f9800acc-89f3-4492-8e30-d69ca9af85fa","http://www.cdisc.org","Code","2023-12-15","C25185","Code_342"
"SYSBP","2405121d-fc42-4927-9d70-cd99302bbab6","http://www.cdisc.org","Code","2023-12-15","C25298","Code_343"
"DIABP","85b24aaf-2c29-4ee6-8833-f857828e22b6","http://www.cdisc.org","Code","2023-12-15","C25299","Code_344"
"Clinical Test Result","9e1e9dcd-e0be-45d2-ba95-269fb14cb1d1","http://www.cdisc.org","Code","2023-12-15","C77140","Code_345"
"Unit of Pressure","e280427f-f1b5-4f8a-b031-b01b0ddd2e53","http://www.cdisc.org","Code","2023-12-15","C49669","Code_346"
"Sitting","093b11f6-312a-4780-8826-55e90d5933f9","http://www.cdisc.org","Code","2023-12-15","C62122","Code_347"
"Standing","f9141978-f01c-428e-b19c-0ea800583f6d","http://www.cdisc.org","Code","2023-12-15","C62166","Code_348"
"Supine Position","a0de4036-5466-4a7d-a998-517e0bb53e66","http://www.cdisc.org","Code","2023-12-15","C62167","Code_349"
"Body Position","83d31b9c-8036-4286-9928-0f75dbfa43a6","http://www.cdisc.org","Code","2023-12-15","C62164","Code_350"
"Brachial Artery","41739b2c-310f-40be-9e49-c8a134032a81","http://www.cdisc.org","Code","2023-12-15","C12681","Code_351"
"Common Carotid Artery","54011a00-e680-4104-9a5c-29b0deae1cac","http://www.cdisc.org","Code","2023-12-15","C12687","Code_352"
"Dorsalis Pedis Artery","66befdc9-9191-4a1e-8d4b-f84e7c9609ab","http://www.cdisc.org","Code","2023-12-15","C32478","Code_353"
"Femoral Artery","1763a3ff-24c4-452a-83a0-fdef16094d01","http://www.cdisc.org","Code","2023-12-15","C12715","Code_354"
"Radial Artery","6b5d3bc8-9569-48e0-a874-64031f839032","http://www.cdisc.org","Code","2023-12-15","C12838","Code_355"
"Anatomic Site","e6b0c9b1-2a6d-43f3-9101-a1f62765734d","http://www.cdisc.org","Code","2023-12-15","C13717","Code_356"
"Left","4bea3b6c-997c-4210-afa9-5fe9466842fa","http://www.cdisc.org","Code","2023-12-15","C25229","Code_357"
"Right","596c03d1-e27a-4e26-986b-58458cb61d01","http://www.cdisc.org","Code","2023-12-15","C25228","Code_358"
"Laterality","3de2dfd7-5018-4780-a82d-2ebb8a1036f5","http://www.cdisc.org","Code","2023-12-15","C25185","Code_359"
"DIABP","ef5e9671-0b02-4f04-9784-68a6182b6930","http://www.cdisc.org","Code","2023-12-15","C25299","Code_360"
"HR","1fc22c12-ef4c-4e0d-a58b-608147bc89bf","http://www.cdisc.org","Code","2023-12-15","C49677","Code_361"
"Clinical Test Result","7762be78-731f-4a78-8696-5784645f2655","http://www.cdisc.org","Code","2023-12-15","C77140","Code_362"
"Count per Minute","12c92554-a70e-4307-b831-d34849eb780d","http://www.cdisc.org","Code","2023-12-15","C73688","Code_363"
"Sitting","c7932b2b-d78e-4e4d-aaca-70d6f3a1118d","http://www.cdisc.org","Code","2023-12-15","C62122","Code_364"
"Standing","55723a92-61c8-45b0-ba48-5009c4d7b989","http://www.cdisc.org","Code","2023-12-15","C62166","Code_365"
"Supine Position","afd59a15-b840-4820-b856-4f281640eca1","http://www.cdisc.org","Code","2023-12-15","C62167","Code_366"
"Body Position","65e64686-7cde-4ec8-be67-1c4fdeef93be","http://www.cdisc.org","Code","2023-12-15","C62164","Code_367"
"Brachial Artery","c23792d2-a1df-43ae-8e4a-46d40a8e69ab","http://www.cdisc.org","Code","2023-12-15","C12681","Code_368"
"Common Carotid Artery","ef637ad3-853b-4e94-a352-917800133f52","http://www.cdisc.org","Code","2023-12-15","C12687","Code_369"
"Dorsalis Pedis Artery","0a118851-62d2-4952-93bb-e1ae742d0206","http://www.cdisc.org","Code","2023-12-15","C32478","Code_370"
"Femoral Artery","c4d1eda1-01b4-4526-a0fa-01b791c456ad","http://www.cdisc.org","Code","2023-12-15","C12715","Code_371"
"Radial Artery","24f94ebb-1f06-4d99-8be2-0fa854193400","http://www.cdisc.org","Code","2023-12-15","C12838","Code_372"
"Anatomic Site","52978db9-70a2-48a3-9fc2-e95e9db496d3","http://www.cdisc.org","Code","2023-12-15","C13717","Code_373"
"Left","f2b2abbf-d5c6-47b3-bf03-68929e520757","http://www.cdisc.org","Code","2023-12-15","C25229","Code_374"
"Right","fa5a7a27-d106-42d2-8966-5eef76f63930","http://www.cdisc.org","Code","2023-12-15","C25228","Code_375"
"Laterality","b79896f2-5d7c-4b7c-90d9-aaed0a5c392d","http://www.cdisc.org","Code","2023-12-15","C25185","Code_376"
"HR","020f616c-12b1-42cf-8b8f-12e073202e95","http://www.cdisc.org","Code","2023-12-15","C49677","Code_377"
"SYSBP","db0581a6-ff96-4568-b277-25fb0d98a67d","http://www.cdisc.org","Code","2023-12-15","C25298","Code_378"
