"codeSystem","decode","id","code","codeSystemVersion","uuid:ID"
"NCI Thesaurus","Vital Signs Laterality","Code_240","C123975","","a3fec538-3577-4baa-80da-37a84fe5cf4c"
"NCI Thesaurus","Test Method","Code_241","C82535","","f69bd5e6-6161-4811-b7ad-d1392a93de44"
"NCI Thesaurus","Vital Signs Position","Code_242","C83114","","40100cab-e727-443f-be07-64e76c8f654f"
"NCI Thesaurus","Diastolic Blood Pressure","Code_235","C25299","","7c2dfd17-b25e-499e-8c02-fbff2d1b14fc"
"http://www.cdisc.org","Placebo Comparator Arm","Code_106","C174268","2023-09-29","235bea15-120c-4da0-864e-b684aeb8366e"
"http://www.cdisc.org","Data Generated Within Study","Code_107","C188866","2023-09-29","17bf8e62-2207-445a-8310-adc77f922fca"
"http://www.cdisc.org","Active Comparator Arm","Code_108","C174267","2023-09-29","fb1225a0-9fd6-4226-b7c1-1090a7f40322"
"http://www.cdisc.org","Data Generated Within Study","Code_109","C188866","2023-09-29","5c9f34cd-3771-42c8-9d28-b03cf92d86ac"
"http://www.cdisc.org","Active Comparator Arm","Code_110","C174267","2023-09-29","47e3247a-f0b0-4b3e-9859-c28c8e38cf06"
"http://www.cdisc.org","Data Generated Within Study","Code_111","C188866","2023-09-29","0fa75894-eee8-44d8-b585-30487e709c4c"
"http://www.cdisc.org","Double Blind Study","Code_119","C15228","2023-09-29","c875514a-9a76-4ea2-9bdb-2048f34ef6d8"
"http://www.cdisc.org","Trial Screening","Code_112","C48262","2023-09-29","a3d42b96-0c3c-4453-b062-7600a0b24750"
"http://www.cdisc.org","Treatment Epoch","Code_113","C101526","2023-09-29","d9f29099-7cad-45f6-998c-3855bb2efbee"
"http://www.cdisc.org","Treatment Epoch","Code_114","C101526","2023-09-29","e9206933-386e-4722-9eec-55a67cd5b6b4"
"http://www.cdisc.org","Treatment Epoch","Code_115","C101526","2023-09-29","ec510755-9239-4703-8cb1-eb8bb2bb0d76"
"http://www.cdisc.org","Clinical Study Follow-up","Code_116","C99158","2023-09-29","f027d965-078f-4d8b-96e4-47ad0a3cc5e1"
"ICD-10-CM","Alzheimer's disease; unspecified","Code_296","G30.9","1","3964da47-230c-44c7-86dd-4c02ff271cd8"
"SNOMED","Alzheimer's disease","Code_297","26929004","January 31, 2018","aed2f175-ee32-4231-9f98-89290c1701e1"
"http://www.cdisc.org","Trial Primary Objective","Code_300","C85826","2023-09-29","20264a6e-8676-4428-b67c-0a7443684eb5"
"http://www.cdisc.org","Primary Endpoint","Code_299","C94496","2023-09-29","297f1359-5956-4470-9bfc-ddcf891edb26"
"http://www.cdisc.org","Primary Endpoint","Code_301","C94496","2023-09-29","0f95872c-d7f1-4d71-bcc6-34197163ad87"
"http://www.cdisc.org","Trial Primary Objective","Code_303","C85826","2023-09-29","2acfb534-3c4a-4d94-9bd5-e4a9608fdc0b"
"http://www.cdisc.org","Primary Endpoint","Code_302","C94496","2023-09-29","19b03baf-3244-439b-b1b4-6e27b885bdab"
"http://www.cdisc.org","Primary Endpoint","Code_304","C94496","2023-09-29","c6106681-d1ee-4b04-b065-39307769f96a"
"http://www.cdisc.org","Primary Endpoint","Code_305","C94496","2023-09-29","bd3f7c71-4351-4424-834d-eb3abf206107"
"http://www.cdisc.org","Trial Secondary Objective","Code_307","C85827","2023-09-29","86ec7809-d2f8-4d3b-8f8c-b07c9c38eff7"
"http://www.cdisc.org","Secondary Endpoint","Code_306","C139173","2023-09-29","306d4a4b-aba8-4543-81a1-65e23e6fd49f"
"http://www.cdisc.org","Secondary Endpoint","Code_308","C139173","2023-09-29","a84f3e0b-7019-474a-b3bc-b940f2b6974f"
"http://www.cdisc.org","Secondary Endpoint","Code_309","C139173","2023-09-29","986d4d3a-276d-451b-9295-0b2035be82cb"
"http://www.cdisc.org","Both","Code_298","C49636","2023-09-29","d71d61b6-6c17-4683-b2ee-d53711c94123"
"http://www.cdisc.org","Before","Code_10","C201264","2023-09-29","3b651f13-5ba8-4a2e-91df-28dd22819917"
"http://www.cdisc.org","Start to Start","Code_11","C201265","2023-09-29","6eb31906-5404-41a8-b0cc-ca2196ee7d27"
"http://www.cdisc.org","Before","Code_12","C201264","2023-09-29","180d2a25-7f0f-432f-a150-68f9deb8775a"
"http://www.cdisc.org","Start to Start","Code_13","C201265","2023-09-29","c64c6d09-9d03-429e-9264-ebd862991554"
"http://www.cdisc.org","Fixed Reference","Code_14","C201264","2023-09-29","7d5e875d-a341-47fd-8bda-fdab98a90aba"
"http://www.cdisc.org","Start to Start","Code_15","C201265","2023-09-29","aee0cf86-8da0-4a12-9ad1-90e778555609"
"http://www.cdisc.org","After","Code_16","C201264","2023-09-29","87a7e4a4-5ccd-4095-ac4d-ed6d01f66f16"
"http://www.cdisc.org","Start to Start","Code_17","C201265","2023-09-29","e71a8e10-c95c-4256-b18c-28513bf156d5"
"http://www.cdisc.org","After","Code_18","C201264","2023-09-29","3dce9fa1-ef0b-4471-a903-196fe60c6093"
"http://www.cdisc.org","Start to Start","Code_19","C201265","2023-09-29","a5382a26-e0f7-49c3-9316-a509ae2fad46"
"http://www.cdisc.org","After","Code_20","C201264","2023-09-29","094c6925-ace9-4835-b2a0-b130402c1d10"
"http://www.cdisc.org","Start to Start","Code_21","C201265","2023-09-29","1bbe8407-cdee-422a-9dc9-cdc4062df50c"
"http://www.cdisc.org","After","Code_22","C201264","2023-09-29","4ed82f44-7a22-4cef-82ed-1fa4736531ce"
"http://www.cdisc.org","Start to Start","Code_23","C201265","2023-09-29","a4a5bb17-0635-4639-8571-0d118ee515ad"
"http://www.cdisc.org","After","Code_24","C201264","2023-09-29","acc796ad-6323-4b41-997f-bbfa1afe4d75"
"http://www.cdisc.org","Start to Start","Code_25","C201265","2023-09-29","f42ae83d-be6e-44fb-9fee-44ea2c1d8ec6"
"http://www.cdisc.org","After","Code_26","C201264","2023-09-29","16e3db4d-0ca1-494e-9164-32d34deb18cc"
"http://www.cdisc.org","Start to Start","Code_27","C201265","2023-09-29","5eda8d53-5fe2-4b1e-a5e8-9d79f02ecafa"
"http://www.cdisc.org","After","Code_28","C201264","2023-09-29","4d094a51-94bc-48d4-890c-1273aa20824f"
"http://www.cdisc.org","Start to Start","Code_29","C201265","2023-09-29","9d2aaa55-06f3-4dbf-a4ca-1b42e9d5692c"
"http://www.cdisc.org","After","Code_30","C201264","2023-09-29","ed6a1d83-3499-4440-8645-4475897edc6b"
"http://www.cdisc.org","Start to Start","Code_31","C201265","2023-09-29","5b58955c-ddcd-4a9a-aa46-018efe33ff6a"
"http://www.cdisc.org","After","Code_32","C201264","2023-09-29","cb8c0cd3-12c9-47e8-9bde-501a0f109e5a"
"http://www.cdisc.org","Start to Start","Code_33","C201265","2023-09-29","d9112801-ac0b-48b7-82e4-90a462445438"
"http://www.cdisc.org","After","Code_34","C201264","2023-09-29","200d174d-449e-4ac1-95bd-b62a0148a65c"
"http://www.cdisc.org","Start to Start","Code_35","C201265","2023-09-29","ffb6e62c-dfe1-4c50-bbd6-bbd21577616d"
"http://www.cdisc.org","After","Code_36","C201264","2023-09-29","f5c9528a-3f4b-42a7-bee5-c11b99281bb3"
"http://www.cdisc.org","Start to Start","Code_37","C201265","2023-09-29","9a5d2340-a5bd-4818-b92a-38184e05715c"
"http://www.cdisc.org","After","Code_38","C201264","2023-09-29","30c2099d-4ec4-4ee8-a0bb-28935bd227a5"
"http://www.cdisc.org","Start to Start","Code_39","C201265","2023-09-29","0b308145-7794-4ab6-8fbf-2ca7d3848ea5"
"http://www.cdisc.org","After","Code_40","C201264","2023-09-29","2abd27b8-e72f-4685-9fda-1623eec28e01"
"http://www.cdisc.org","Start to Start","Code_41","C201265","2023-09-29","ff9de8e0-91c6-432b-9b58-51f8d05e4093"
"http://www.cdisc.org","Fixed Reference","Code_42","C201264","2023-09-29","2f791367-34db-43e9-8d08-84bd6dc425d1"
"http://www.cdisc.org","Start to Start","Code_43","C201265","2023-09-29","57ddc2cd-0f57-4e16-940a-1890c40407ef"
"http://www.cdisc.org","Fixed Reference","Code_44","C201264","2023-09-29","4b697ef2-04c8-43e8-a327-28e60b28dde8"
"http://www.cdisc.org","Start to Start","Code_45","C201265","2023-09-29","570884c8-bf53-490d-b4da-290132979f94"
"http://www.cdisc.org","Fixed Reference","Code_46","C201264","2023-09-29","e7f495b2-18eb-42a5-a239-16755c7563b3"
"http://www.cdisc.org","Start to Start","Code_47","C201265","2023-09-29","97ac23eb-e486-40f4-b3b5-32edc1d63dbd"
"http://www.cdisc.org","After","Code_48","C201264","2023-09-29","05cd36f0-28a1-4ff2-a3aa-230ea316b579"
"http://www.cdisc.org","Start to Start","Code_49","C201265","2023-09-29","f52626f3-ed47-4680-b6a8-ec8f6ef4f647"
"http://www.cdisc.org","After","Code_50","C201264","2023-09-29","82526678-52c9-439b-bd3b-7c06097564fb"
"http://www.cdisc.org","End to Start","Code_51","C201265","2023-09-29","e0570964-aa16-4543-bb54-a6cced54d9dd"
"http://www.cdisc.org","After","Code_52","C201264","2023-09-29","705d16ff-9abd-430b-9910-ebbf79314e7b"
"http://www.cdisc.org","End to Start","Code_53","C201265","2023-09-29","93ac232f-d302-420d-b9cc-92172bdd3913"
"http://www.cdisc.org","Inclusion Criteria","Code_310","C25532","2023-09-29","7b336a2a-9437-4178-9845-e26d69ca5f14"
"http://www.cdisc.org","Inclusion Criteria","Code_311","C25532","2023-09-29","96927bd9-67b3-4106-9dd5-b67b56f860a7"
"http://www.cdisc.org","Inclusion Criteria","Code_312","C25532","2023-09-29","6f050b29-9650-4b50-adb8-c5808c0c9d51"
"http://www.cdisc.org","Exclusion Criteria","Code_313","C25370","2023-09-29","a013932d-e122-4e6e-ab21-44f2f139063c"
"http://www.cdisc.org","Final","Code_4","C25508","2023-09-29","ebcb9f0a-7fc1-428b-ab8d-161bd106adac"
"http://www.cdisc.org","Protocol Effective Date","Code_7","C99903x1","2023-09-29","e525a3b2-9844-4305-ac07-a5eff516761b"
"http://www.cdisc.org","Region","Code_9","C41129","2023-09-29","fb0dc364-eca4-4432-bcd0-46910b363f4d"
"ISO 3166 1 alpha3","Europe","Code_8","150","2020-08","587c575e-3904-4777-a90e-9d14a518fbc2"
