"codeSystem","decode","code","id","codeSystemVersion","uuid:ID","instanceType"
"http://www.cdisc.org","Disabling Adverse Event","C113380","Code_169","2023-12-15","bd00fb73-a4d3-4f0c-a08a-84392445e8e1","Code"
"http://www.cdisc.org","No","C49487","Code_170","2023-12-15","eefc8f96-5491-4d26-929d-129c294c66ec","Code"
"http://www.cdisc.org","Yes","C49488","Code_171","2023-12-15","7943e8a9-90be-42fd-b3da-320bfa50b1c9","Code"
"http://www.cdisc.org","Death Related to Adverse Event","C48275","Code_172","2023-12-15","dd2ee394-d85f-414c-8fb9-7f4c2365ff51","Code"
"http://www.cdisc.org","No","C49487","Code_173","2023-12-15","1ef7250c-f806-41e4-8b85-186ba504cd2a","Code"
"http://www.cdisc.org","Yes","C49488","Code_174","2023-12-15","84e0fc3c-7483-4ec3-968f-d45ffa8e5beb","Code"
"http://www.cdisc.org","Adverse Event associated with Hospitalization","C83052","Code_175","2023-12-15","e16d0e5f-3106-4af0-967c-50907100bad3","Code"
"http://www.cdisc.org","No","C49487","Code_176","2023-12-15","b81c9783-ddfe-4c83-94af-859bdef533a1","Code"
"http://www.cdisc.org","Yes","C49488","Code_177","2023-12-15","f5b25705-d948-4cab-8a0c-9a5b952a3239","Code"
"http://www.cdisc.org","Life Threatening Adverse Event","C84266","Code_178","2023-12-15","71ef16ca-0e19-408d-bdc3-b15f00b50b24","Code"
"http://www.cdisc.org","No","C49487","Code_179","2023-12-15","51362b18-1376-4bdf-846f-343db887f7d7","Code"
"http://www.cdisc.org","Yes","C49488","Code_180","2023-12-15","4ff4e23a-bf9d-4ba9-8911-f5606519d06b","Code"
"http://www.cdisc.org","Adverse Event Occurred with Overdose","C83214","Code_181","2023-12-15","6341f585-f31f-48eb-9b65-f306fc125394","Code"
"http://www.cdisc.org","No","C49487","Code_182","2023-12-15","fb309a32-3315-44ba-870a-16f9de310d42","Code"
"http://www.cdisc.org","Yes","C49488","Code_183","2023-12-15","4f7c1d88-5de2-4c71-93e9-572d7340d0ef","Code"
"http://www.cdisc.org","Adverse Event Associated with Serious Medical Event","C83053","Code_184","2023-12-15","af69dd69-1c02-4281-8acf-d2f16dc3e351","Code"
"http://www.cdisc.org","No","C49487","Code_185","2023-12-15","95bea75c-06fd-47f4-87d6-04bf5cc143e5","Code"
"http://www.cdisc.org","Yes","C49488","Code_186","2023-12-15","68d0a780-f78a-4f98-8dde-b5aafd59d89a","Code"
"http://www.cdisc.org","Adverse Event Concomitant Treatment","C83199","Code_187","2023-12-15","f3e2c6ef-b248-44c0-bb3c-ccd7fe69c2ae","Code"
"http://www.cdisc.org","Adverse Event Start Date Time","C83215","Code_188","2023-12-15","5b6fe756-c54f-42aa-b2c4-3e925c18ffe1","Code"
"http://www.cdisc.org","Adverse Event End Date Time","C83201","Code_189","2023-12-15","8295d464-f0aa-4af5-9687-8a44ec819b48","Code"
"http://www.cdisc.org","Solicited Adverse Event","C179175","Code_190","2023-12-15","0851124b-95af-4528-8a60-4a32b4fd6a0a","Code"
"http://www.cdisc.org","SYSBP","C25298","Code_191","2023-12-15","9ca46f9b-f046-4ef9-bf0d-526e7123709f","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_192","2023-12-15","bed8d8a5-fa79-4c0c-9143-03876d9d8331","Code"
"http://www.cdisc.org","Unit of Pressure","C49669","Code_193","2023-12-15","98cfdc4e-58dd-4a0a-aedb-b052c59579c5","Code"
"http://www.cdisc.org","Sitting","C62122","Code_194","2023-12-15","7402bb03-7ad1-44fb-b322-5fafd2690ec8","Code"
"http://www.cdisc.org","Standing","C62166","Code_195","2023-12-15","f59e1fef-575b-4478-a58e-2ebd0484f285","Code"
"http://www.cdisc.org","Supine Position","C62167","Code_196","2023-12-15","2e2777ee-8a75-4084-a730-85840a0f145b","Code"
"http://www.cdisc.org","Body Position","C62164","Code_197","2023-12-15","9f814f83-406d-4249-aed6-e44a6ddba756","Code"
"http://www.cdisc.org","Brachial Artery","C12681","Code_198","2023-12-15","32ed6c02-eadf-4e31-9162-a4e3c7096f36","Code"
"http://www.cdisc.org","Common Carotid Artery","C12687","Code_199","2023-12-15","2d0e14fd-dace-43e5-914b-78589aef5ccc","Code"
"http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code_200","2023-12-15","5dfbd24e-d0e7-42c8-ab11-8c2f9f25de8e","Code"
"http://www.cdisc.org","Femoral Artery","C12715","Code_201","2023-12-15","d44f6116-eeda-4423-93c7-18d7444c1c98","Code"
"http://www.cdisc.org","Radial Artery","C12838","Code_202","2023-12-15","7bcc6ec1-f65f-43ad-af5c-33d4118f868b","Code"
"http://www.cdisc.org","Anatomic Site","C13717","Code_203","2023-12-15","22b251a7-ddfa-470f-a825-2aec29e28939","Code"
"http://www.cdisc.org","Left","C25229","Code_204","2023-12-15","53420767-2782-4073-a20a-fa690166253f","Code"
"http://www.cdisc.org","Right","C25228","Code_205","2023-12-15","580473ff-66da-4f8c-b2d0-18a9fa69b7fe","Code"
"http://www.cdisc.org","Laterality","C25185","Code_206","2023-12-15","2feb82de-135d-42f1-8691-8a7db6f0c8e3","Code"
"http://www.cdisc.org","SYSBP","C25298","Code_207","2023-12-15","d6b6033b-e368-41d4-b8a5-24c22fa510d6","Code"
"http://www.cdisc.org","DIABP","C25299","Code_208","2023-12-15","96e397f3-411c-4bcd-bb8d-a649f6b901a9","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_209","2023-12-15","a3e2a6a2-5af1-435b-bb3d-edeca95e6b13","Code"
"http://www.cdisc.org","Unit of Pressure","C49669","Code_210","2023-12-15","16c0f525-6516-4c61-9726-6eb319f8b9c4","Code"
"http://www.cdisc.org","Sitting","C62122","Code_211","2023-12-15","494f23c2-61f0-49d3-988d-503a97f6f56c","Code"
"http://www.cdisc.org","Standing","C62166","Code_212","2023-12-15","f25751ea-94ae-401b-bd1c-35f0ccf0eafe","Code"
"http://www.cdisc.org","Supine Position","C62167","Code_213","2023-12-15","d60a8bcd-3d58-4ea3-9a5b-69b2f12bbea5","Code"
"http://www.cdisc.org","Body Position","C62164","Code_214","2023-12-15","e7790a05-fef3-48a1-91da-9237ee861e16","Code"
"http://www.cdisc.org","Brachial Artery","C12681","Code_215","2023-12-15","d5a73998-6357-4ae9-8b27-d1833d3acdc4","Code"
"http://www.cdisc.org","Common Carotid Artery","C12687","Code_216","2023-12-15","133b19ea-c364-4301-9e90-eb8e45228b70","Code"
"http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code_217","2023-12-15","89a46297-cd83-42ab-a5e7-2511530306ec","Code"
"http://www.cdisc.org","Femoral Artery","C12715","Code_218","2023-12-15","c5e9b204-abe7-4bee-b832-93f2963b3c76","Code"
"http://www.cdisc.org","Radial Artery","C12838","Code_219","2023-12-15","88bcc2f4-759c-4d0a-b294-d78dba35700c","Code"
"http://www.cdisc.org","Anatomic Site","C13717","Code_220","2023-12-15","e1763a8f-01f5-4514-8822-ab252a838734","Code"
"http://www.cdisc.org","Left","C25229","Code_221","2023-12-15","d8afd25d-8db1-487f-9818-75419018a531","Code"
"http://www.cdisc.org","Right","C25228","Code_222","2023-12-15","1ac358ee-93b0-412b-b18b-a22c0f1bb3a8","Code"
"http://www.cdisc.org","Laterality","C25185","Code_223","2023-12-15","f3f1eec2-2628-4973-9cb5-90d20c098c2a","Code"
"http://www.cdisc.org","DIABP","C25299","Code_224","2023-12-15","0a091cf4-70f1-4223-85d9-a702bd8eceb9","Code"
"http://www.cdisc.org","TEMP","C174446","Code_225","2023-12-15","6884cd18-80db-4df9-9fd2-7359cc6fdc55","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_226","2023-12-15","26d19bc2-59f8-4b51-b463-3aa0789ba0e3","Code"
"http://www.cdisc.org","Degree Celsius","C42559","Code_227","2023-12-15","32960015-e028-4ec6-adc0-532142027f4d","Code"
"http://www.cdisc.org","Degree Fahrenheit","C44277","Code_228","2023-12-15","325443e8-6598-40f3-aecd-a0cfcdcbe1d8","Code"
"http://www.cdisc.org","Kelvin","C42537","Code_229","2023-12-15","76e3dd19-3d35-4463-ad83-15a14fae7ab4","Code"
"http://www.cdisc.org","Unit of Temperature","C44276","Code_230","2023-12-15","3a0f2c06-0a15-44b8-971b-31972591fb08","Code"
"http://www.cdisc.org","Axilla","C12674","Code_231","2023-12-15","e030a07a-8656-44b0-bb77-d59b71522c6f","Code"
"http://www.cdisc.org","Ear","C12394","Code_232","2023-12-15","14f921bd-b6e9-49ce-9d36-8ef4e4be78d2","Code"
"http://www.cdisc.org","Forehead","C89803","Code_233","2023-12-15","b5573fcf-5490-449b-810f-ac93046c5c20","Code"
"http://www.cdisc.org","Oral Cavity","C12421","Code_234","2023-12-15","8f235ce9-2ab5-44f5-9367-4cb7af3952dd","Code"
"http://www.cdisc.org","Rectum","C12390","Code_235","2023-12-15","a686ffe7-d77c-4052-9150-4b10c1ab2817","Code"
"http://www.cdisc.org","Anatomic Site","C13717","Code_236","2023-12-15","12935916-caf2-4148-ad5a-889451b6a291","Code"
"http://www.cdisc.org","TEMP","C174446","Code_237","2023-12-15","cc3dbbc5-3877-4a3d-9af9-2c82fe571734","Code"
"http://www.cdisc.org","WEIGHT","C25208","Code_238","2023-12-15","80c1ba50-1b2b-426d-95ee-299d2962de26","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_239","2023-12-15","148f9402-b815-448a-b47b-a2c8da63f516","Code"
"http://www.cdisc.org","Pound","C48531","Code_240","2023-12-15","e08b9607-205f-40a0-9d9d-ebab13f25216","Code"
"http://www.cdisc.org","Gram","C48155","Code_241","2023-12-15","ec2cba32-a46f-403a-b6ad-4e2241585931","Code"
"http://www.cdisc.org","Kilogram","C28252","Code_242","2023-12-15","055003b7-a9a5-4576-93a2-96f3dc722758","Code"
"http://www.cdisc.org","Unit of Weight","C48208","Code_243","2023-12-15","8f8b8e14-e26f-4523-ab15-fbc88b1cb553","Code"
"http://www.cdisc.org","WEIGHT","C25208","Code_244","2023-12-15","618c7d2a-354a-449d-8078-4ff72e5801ca","Code"
"http://www.cdisc.org","HEIGHT","C25347","Code_245","2023-12-15","7bcfddcc-ddd2-4e37-ae22-4cf2d1a2695e","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_246","2023-12-15","244a158b-08ff-4073-b425-a1fb11fae494","Code"
"http://www.cdisc.org","Centimeter","C49668","Code_247","2023-12-15","0581f555-7643-45c9-95bb-30a7e23e3cb1","Code"
"http://www.cdisc.org","Inch","C48500","Code_248","2023-12-15","753c36e5-37cd-4bc8-90b3-127baea0c4ce","Code"
"http://www.cdisc.org","Meter","C41139","Code_249","2023-12-15","f6c6f106-71d7-4542-bedb-3fb7ebb7ece2","Code"
"http://www.cdisc.org","Unit of Height","C168688","Code_250","2023-12-15","150b987d-3ecc-4dec-95d2-36d5f2deea9d","Code"
"http://www.cdisc.org","HEIGHT","C25347","Code_251","2023-12-15","69f3ed3c-90ab-44b4-8436-96443bc76878","Code"
"http://www.cdisc.org","ALT","C64433","Code_252","2023-12-15","37b325aa-92aa-45b7-aae5-80762c6e0de1","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_253","2023-12-15","15267363-4881-4f0e-9a13-9e9ccbcfc4c3","Code"
"http://www.cdisc.org","Unit per Liter","C67456","Code_254","2023-12-15","b14b42a4-efa5-489c-aa44-c75b5bbf0df3","Code"
"http://www.cdisc.org","Microkatal per Liter","C67397","Code_255","2023-12-15","bbdad95f-82d9-4145-86c8-7de3b55b4cad","Code"
"http://www.cdisc.org","International Unit per Liter","C67376","Code_256","2023-12-15","60b2f974-76b8-4d59-98a4-e9e8b687555f","Code"
"http://www.cdisc.org","Nanokatal per Liter","C70510","Code_257","2023-12-15","a57ea634-b9ce-4f8b-a4cf-0f2ed0c46180","Code"
"http://www.cdisc.org","Unit of Catalytic Activity Concentration","C67365","Code_258","2023-12-15","33a95213-d0e8-4d2d-8119-77f601d631ae","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_259","2023-12-15","5583c56d-2cf8-4933-b8a8-6bd9cb8fda7f","Code"
"http://www.cdisc.org","No","C49487","Code_260","2023-12-15","45e9d061-c0f7-420e-a98c-647651a8af32","Code"
"http://www.cdisc.org","Yes","C49488","Code_261","2023-12-15","0b51c3cb-5e03-4ac2-9f45-f7749946b6ed","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_262","2023-12-15","b3e487f6-3353-4afd-93a8-d69d0d7e2302","Code"
"http://www.cdisc.org","ALT","C64433","Code_263","2023-12-15","e704b0dc-a8c1-470a-a666-391c6303afbe","Code"
"http://www.cdisc.org","ALB","C64431","Code_264","2023-12-15","c38ca297-9175-4c0e-81f6-b4c444cec1eb","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_265","2023-12-15","2c29579f-d113-4e26-a15d-d2f562962f9d","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_266","2023-12-15","f0472a77-af62-462b-815a-3696fae8514a","Code"
"http://www.cdisc.org","No","C49487","Code_267","2023-12-15","3613775d-4c6f-4c95-a872-3f825c5f8052","Code"
"http://www.cdisc.org","Yes","C49488","Code_268","2023-12-15","92c957b1-7592-4de7-8c49-75af7d0871e0","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_269","2023-12-15","d15fade4-0b7e-4d19-a97e-2056d4902e87","Code"
"http://www.cdisc.org","ALB","C64431","Code_270","2023-12-15","ac15cb15-7457-4e6a-ae01-01b15f17f06d","Code"
"http://www.cdisc.org","ALP","C64432","Code_271","2023-12-15","b6d4c575-f500-48ce-859b-d752abe0c674","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_272","2023-12-15","fb2c833e-1d1f-472b-9a33-314341c12dd5","Code"
"http://www.cdisc.org","Unit per Liter","C67456","Code_273","2023-12-15","948212c9-94eb-4e96-915e-ae2b62d9e1ba","Code"
"http://www.cdisc.org","Microkatal per Liter","C67397","Code_274","2023-12-15","2affb70a-7d2e-4b5f-a2e4-306024a1ec91","Code"
"http://www.cdisc.org","International Unit per Liter","C67376","Code_275","2023-12-15","6277dcbf-da2a-4632-bd8f-0812a38c3e63","Code"
"http://www.cdisc.org","Unit of Catalytic Activity Concentration","C67365","Code_276","2023-12-15","abfbad44-c69e-4355-bd06-f14699f741cd","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_277","2023-12-15","8c8caa76-eae4-49d1-a7ad-5e27fcef3eca","Code"
"http://www.cdisc.org","No","C49487","Code_278","2023-12-15","15a1710d-76d4-491c-a454-5d80d931cea4","Code"
"http://www.cdisc.org","Yes","C49488","Code_279","2023-12-15","d4589162-0622-423c-906c-b3dc4b4d6bb9","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_280","2023-12-15","a734195d-dca0-4501-99a8-d74a6c2be9c2","Code"
"http://www.cdisc.org","ALP","C64432","Code_281","2023-12-15","aeafc703-9217-448e-b8e5-f2742f8c4821","Code"
"http://www.cdisc.org","AST","C64467","Code_282","2023-12-15","81c97b4e-87b6-4cde-98cd-fabc3de95ca6","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_283","2023-12-15","68c7d650-100a-428e-8b85-624762c14ac4","Code"
"http://www.cdisc.org","Unit per Liter","C67456","Code_284","2023-12-15","88d608e8-81e8-4d8f-869f-8cdf5ff1e144","Code"
"http://www.cdisc.org","Microkatal per Liter","C67397","Code_285","2023-12-15","b4dd85f5-d350-4030-b006-bd646629aa1a","Code"
"http://www.cdisc.org","International Unit per Liter","C67376","Code_286","2023-12-15","9355dd73-8a6c-4d6e-9391-6ac1b0adf5d2","Code"
"http://www.cdisc.org","Unit of Catalytic Activity Concentration","C67365","Code_287","2023-12-15","f52ef331-29ba-4c64-b8fc-6765c7be8287","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_288","2023-12-15","6315cbf7-8ae7-4252-99bc-3bb03340abf5","Code"
"http://www.cdisc.org","No","C49487","Code_289","2023-12-15","f4b30344-4f33-4ba8-9ab7-6565a3f7204d","Code"
"http://www.cdisc.org","Yes","C49488","Code_290","2023-12-15","42580834-2589-475b-bb16-b0c6d835b13e","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_291","2023-12-15","d4b939e6-9f52-475d-afd9-ae4461f56dfb","Code"
"http://www.cdisc.org","AST","C64467","Code_292","2023-12-15","dd609558-c53a-4108-b1dc-7b1876569fb6","Code"
"http://www.cdisc.org","CREAT","C64547","Code_293","2023-12-15","52317d6c-5749-42e4-9a3d-494c1fb5c42f","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_294","2023-12-15","8fb50700-731d-4cae-8c4a-957a816694a0","Code"
"http://www.cdisc.org","Milligram per Deciliter","C67015","Code_295","2023-12-15","e6ee3bed-a61c-4cc4-87fb-80c3d5c8353c","Code"
"http://www.cdisc.org","Microgram per Milliliter","C64572","Code_296","2023-12-15","6c1e3df2-019e-4719-acde-3ffd02e1b28f","Code"
"http://www.cdisc.org","Millimole per Liter","C64387","Code_297","2023-12-15","8f56ea7c-f4c3-47b6-bf77-1922c560996e","Code"
"http://www.cdisc.org","Micromole per Liter","C48508","Code_298","2023-12-15","3b279a03-d018-4931-9f5a-c33108d3c989","Code"
"http://www.cdisc.org","Unit of Concentration","C48207","Code_299","2023-12-15","e6274ae5-88f9-4533-8334-e087a7b0e7ab","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_300","2023-12-15","41b5ecce-d550-4c4b-bb02-f19a78fecc5c","Code"
"http://www.cdisc.org","No","C49487","Code_301","2023-12-15","cc68c9a9-4683-4227-a0af-3880ff4a9cf1","Code"
"http://www.cdisc.org","Yes","C49488","Code_302","2023-12-15","83a70148-0007-476d-aa2b-d223c6dc3a34","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_303","2023-12-15","38effc88-98d0-46d5-92cb-7ffa16d61026","Code"
"http://www.cdisc.org","CREAT","C64547","Code_304","2023-12-15","0729f8c3-0504-4611-ae4a-8d729b5b082b","Code"
"http://www.cdisc.org","K","C64853","Code_305","2023-12-15","9f9a4134-a383-42db-bb8a-c582680791da","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_306","2023-12-15","4305e66a-7fde-42dc-8cb2-9bea8e08140d","Code"
"http://www.cdisc.org","Milliequivalent per Liter","C67474","Code_307","2023-12-15","e8b225cf-290d-45a9-b5d3-a1b67246a754","Code"
"http://www.cdisc.org","Milliequivalent per Deciliter","C67473","Code_308","2023-12-15","b0f93feb-5007-4c60-ab3f-062b98a1ef68","Code"
"http://www.cdisc.org","Millimole per Liter","C64387","Code_309","2023-12-15","8816be86-26d4-4db9-9a40-675b44d90e39","Code"
"http://www.cdisc.org","Molarity Unit","C64567","Code_310","2023-12-15","da8c9a59-d879-4912-9ab1-dc7916235fe1","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_311","2023-12-15","2f84f631-0cbe-42bd-a000-f31dd1a313f3","Code"
"http://www.cdisc.org","No","C49487","Code_312","2023-12-15","b3ba4ac8-5edd-4bb1-a285-d93cc432a654","Code"
"http://www.cdisc.org","Yes","C49488","Code_313","2023-12-15","3b05168a-842f-48a3-9d8b-3700be12aa97","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_314","2023-12-15","21c65328-a57f-4ff8-99d8-fb509719e523","Code"
"http://www.cdisc.org","K","C64853","Code_315","2023-12-15","1fb2c196-e17b-4892-aa91-606f3d53045c","Code"
"http://www.cdisc.org","SODIUM","C64809","Code_316","2023-12-15","9a43e8f1-ffeb-4a0b-a8be-aba6551fbfe3","Code"
"http://www.cdisc.org","Laboratory Test Result","C36292","Code_317","2023-12-15","83208ab8-e410-4d7a-bd10-9da367399701","Code"
"http://www.cdisc.org","Milliequivalent per Liter","C67474","Code_318","2023-12-15","2318c6c9-1aa9-4686-8587-e12603f70e60","Code"
"http://www.cdisc.org","Milliequivalent per Deciliter","C67473","Code_319","2023-12-15","558cc500-a89d-4166-bfd8-b7b7de923a68","Code"
"http://www.cdisc.org","Millimole per Liter","C64387","Code_320","2023-12-15","b5626fb5-fd72-45ec-b172-83fa9e70b534","Code"
"http://www.cdisc.org","Molarity Unit","C64567","Code_321","2023-12-15","de3c64d5-4b32-4b39-ba6b-1adbe4ae57c7","Code"
"http://www.cdisc.org","Biospecimen Type","C70713","Code_322","2023-12-15","48c757b4-1137-48e1-94cd-4365115f31ff","Code"
"http://www.cdisc.org","No","C49487","Code_323","2023-12-15","54c6e0fd-a8fa-40c5-81c4-f8c419629c9d","Code"
"http://www.cdisc.org","Yes","C49488","Code_324","2023-12-15","a8d7aa5b-7ac6-4079-9957-93dec140f88a","Code"
"http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code_325","2023-12-15","a817b6ef-34cf-4ca4-bd85-4244787e2cad","Code"
"http://www.cdisc.org","SODIUM","C64809","Code_326","2023-12-15","e5f16fa0-c17c-4c63-a2de-c3a84f137d27","Code"
"http://www.cdisc.org","SYSBP","C25298","Code_327","2023-12-15","b34436b8-833f-488a-ba8b-9a47bb0285de","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_328","2023-12-15","f69a72e2-54fa-4530-9cf3-dd6a1e4b91af","Code"
"http://www.cdisc.org","Unit of Pressure","C49669","Code_329","2023-12-15","4a9dfc21-b6bd-4d76-9ba4-007473a44c30","Code"
"http://www.cdisc.org","Sitting","C62122","Code_330","2023-12-15","9dd9e087-fa37-476a-87db-e34982f51f01","Code"
"http://www.cdisc.org","Standing","C62166","Code_331","2023-12-15","19ff37bc-f34a-4ebf-9fa6-abe51c177878","Code"
"http://www.cdisc.org","Supine Position","C62167","Code_332","2023-12-15","c4780549-becb-402a-9ffd-82a0e2ccfb31","Code"
"http://www.cdisc.org","Body Position","C62164","Code_333","2023-12-15","8faae3b5-9369-4b7b-b746-33aae2549166","Code"
"http://www.cdisc.org","Brachial Artery","C12681","Code_334","2023-12-15","db6305e7-c7f5-4d3a-9639-d1838c704894","Code"
"http://www.cdisc.org","Common Carotid Artery","C12687","Code_335","2023-12-15","84c4d948-79b2-4481-a156-bd59576482ab","Code"
"http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code_336","2023-12-15","f5064455-14f7-4f88-bf12-9cea5c135185","Code"
"http://www.cdisc.org","Femoral Artery","C12715","Code_337","2023-12-15","e8916525-70e6-412a-b2a0-143c57a2304d","Code"
"http://www.cdisc.org","Radial Artery","C12838","Code_338","2023-12-15","c6af31a5-8879-4253-8f6a-47df396f4d90","Code"
"http://www.cdisc.org","Anatomic Site","C13717","Code_339","2023-12-15","f441614c-ea18-4539-a841-c7ab5f813aff","Code"
"http://www.cdisc.org","Left","C25229","Code_340","2023-12-15","d26e3cc2-7631-45f8-8df9-f2cac130bb72","Code"
"http://www.cdisc.org","Right","C25228","Code_341","2023-12-15","efbc50b0-af47-486a-9efc-155a692d18f2","Code"
"http://www.cdisc.org","Laterality","C25185","Code_342","2023-12-15","2def9e7b-07ef-49cc-8107-740668395e0f","Code"
"http://www.cdisc.org","SYSBP","C25298","Code_343","2023-12-15","5c680192-abff-41f1-90f0-300adae24b67","Code"
"http://www.cdisc.org","DIABP","C25299","Code_344","2023-12-15","199e4040-c7c5-469e-ae15-cc022f1fd9e1","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_345","2023-12-15","0e733126-444d-49e8-a7a3-ab16127fde27","Code"
"http://www.cdisc.org","Unit of Pressure","C49669","Code_346","2023-12-15","b28c4346-62ae-441c-b446-6ec4a5ff7e58","Code"
"http://www.cdisc.org","Sitting","C62122","Code_347","2023-12-15","e1fbbb40-3da2-4165-81ff-64b76dd38b4d","Code"
"http://www.cdisc.org","Standing","C62166","Code_348","2023-12-15","5177e0a0-0df5-40e5-bb89-f3a6884be7d9","Code"
"http://www.cdisc.org","Supine Position","C62167","Code_349","2023-12-15","c76eeda1-b32c-426f-8985-c955ad221fe3","Code"
"http://www.cdisc.org","Body Position","C62164","Code_350","2023-12-15","1299984e-d1a6-437c-a107-7d4527b13d18","Code"
"http://www.cdisc.org","Brachial Artery","C12681","Code_351","2023-12-15","ed33bb2e-e5b5-49f6-af59-e7615ee66285","Code"
"http://www.cdisc.org","Common Carotid Artery","C12687","Code_352","2023-12-15","455e557d-a73b-4767-9ef0-3da63e7f27a0","Code"
"http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code_353","2023-12-15","bbdfd44e-db90-4c6a-8758-12055ef6798e","Code"
"http://www.cdisc.org","Femoral Artery","C12715","Code_354","2023-12-15","2d707bb7-1cf0-47f2-8252-08788600cbfb","Code"
"http://www.cdisc.org","Radial Artery","C12838","Code_355","2023-12-15","c0eb9fac-b994-42ed-96f4-76d7152c8028","Code"
"http://www.cdisc.org","Anatomic Site","C13717","Code_356","2023-12-15","3b0e2aea-57b0-4901-aed6-ab371097a1da","Code"
"http://www.cdisc.org","Left","C25229","Code_357","2023-12-15","eb89d32b-73e4-49cb-8737-ee12f6dc84c7","Code"
"http://www.cdisc.org","Right","C25228","Code_358","2023-12-15","3f1a8223-e3ef-4e02-90a9-b5dacf70cc72","Code"
"http://www.cdisc.org","Laterality","C25185","Code_359","2023-12-15","c9b3f9b5-9884-4ba6-b850-52378ae9e3d1","Code"
"http://www.cdisc.org","DIABP","C25299","Code_360","2023-12-15","f6d8f09e-8c3a-405c-b011-917d4afff159","Code"
"http://www.cdisc.org","HR","C49677","Code_361","2023-12-15","5c167335-08a7-4bb4-8418-4eace132786d","Code"
"http://www.cdisc.org","Clinical Test Result","C77140","Code_362","2023-12-15","e4133f41-dc2c-4708-914b-b871f5710057","Code"
"http://www.cdisc.org","Count per Minute","C73688","Code_363","2023-12-15","4265378a-dc09-47f7-b411-25f29a61744b","Code"
"http://www.cdisc.org","Sitting","C62122","Code_364","2023-12-15","7e4f332a-9f9e-4962-94fc-b7e1ac5acda2","Code"
"http://www.cdisc.org","Standing","C62166","Code_365","2023-12-15","eff25dcf-cdc3-404f-8b67-cb6832fd59bf","Code"
"http://www.cdisc.org","Supine Position","C62167","Code_366","2023-12-15","958c785f-f090-4bf6-a781-28ddfe30c42c","Code"
"http://www.cdisc.org","Body Position","C62164","Code_367","2023-12-15","a57aabac-b9e2-41d9-848f-edeb264dbe86","Code"
"http://www.cdisc.org","Brachial Artery","C12681","Code_368","2023-12-15","3c5518f1-3190-4655-8959-3ed876500ad3","Code"
"http://www.cdisc.org","Common Carotid Artery","C12687","Code_369","2023-12-15","139957f4-b861-4de2-9f79-245d1ad88c2b","Code"
"http://www.cdisc.org","Dorsalis Pedis Artery","C32478","Code_370","2023-12-15","3160f9e2-a505-4046-ab13-36e0387b5a7d","Code"
"http://www.cdisc.org","Femoral Artery","C12715","Code_371","2023-12-15","ef6bb647-aa33-4e6d-b3e9-09a272a6c9fa","Code"
"http://www.cdisc.org","Radial Artery","C12838","Code_372","2023-12-15","ca95976f-dd87-41f4-af48-1ee7c15c7147","Code"
"http://www.cdisc.org","Anatomic Site","C13717","Code_373","2023-12-15","b206ac74-e25d-4d8c-9a18-265598abfa93","Code"
"http://www.cdisc.org","Left","C25229","Code_374","2023-12-15","4ec3aade-13e8-4c25-ab48-8dc80a86461d","Code"
"http://www.cdisc.org","Right","C25228","Code_375","2023-12-15","3cd306a7-a53e-4836-bef7-ee0ac0cb4d9b","Code"
"http://www.cdisc.org","Laterality","C25185","Code_376","2023-12-15","611abd0f-70ea-4742-b9e6-295d4d3fe5be","Code"
"http://www.cdisc.org","HR","C49677","Code_377","2023-12-15","073d855d-9f9d-463d-b067-4a3bfd5f191c","Code"
"http://www.cdisc.org","SYSBP","C25298","Code_378","2023-12-15","ef262940-a758-4cec-87ac-2987f30adc4c","Code"
