"id","uuid:ID","decode","codeSystem","instanceType","code","codeSystemVersion"
"Code_248","6c97373a-29cf-42d6-a61b-7a82996d43b8","Count per Minute","NCI Thesaurus","Code","C73688",""
"Code_249","301612e7-efa9-4a6e-8cd6-9dfa5b6cfa66","Vital Signs Location","NCI Thesaurus","Code","C83088",""
"Code_250","930b1152-a35d-4587-a963-9dc69caf7c42","Vital Signs Laterality","NCI Thesaurus","Code","C123975",""
"Code_251","4d739a36-19b8-4e5a-88a9-8e561f754fac","Test Method","NCI Thesaurus","Code","C82535",""
"Code_252","d5c8271f-cd49-400b-8aa1-d04caa8d3fd3","Vital Signs Position","NCI Thesaurus","Code","C83114",""
"Code_245","31019362-f7ae-48ea-a723-ed8d035ae65a","Heart Rate","NCI Thesaurus","Code","C49677",""
"Code_254","24b757aa-a514-4c96-a758-9739a792345a","Vital Signs Result","NCI Thesaurus","Code","C173522",""
"Code_255","45aefb55-5a62-4087-8f52-55f142b4a559","Pascal","http://www.cdisc.org","Code","C42547","2023-09-29"
"Code_256","a99ec821-11b7-41d5-ad7c-d929d72267ea","Unit of Pressure","NCI Thesaurus","Code","C49669",""
"Code_257","146dbe9e-313b-43d4-bf24-08bbaf9fdb31","Vital Signs Location","NCI Thesaurus","Code","C83088",""
"Code_258","e8b47fe8-9ccb-453d-a5c5-e690e26bc03f","Vital Signs Laterality","NCI Thesaurus","Code","C123975",""
"Code_259","f7b88db9-c9da-4a35-8d3b-b2b08331b80e","Test Method","NCI Thesaurus","Code","C82535",""
"Code_260","3a3c7212-353f-403a-87df-b8159b1e7bb8","Vital Signs Position","NCI Thesaurus","Code","C83114",""
"Code_253","5b15664f-53cb-4a5b-9d1d-cc4ae6a11f4c","Systolic Blood Pressure","NCI Thesaurus","Code","C25298",""
"Code_262","3c162ced-7149-40b7-a097-fb14d13e928b","Vital Signs Result","NCI Thesaurus","Code","C173522",""
"Code_263","deba0867-0cb6-4b49-bd45-d91319b180b6","Pascal","http://www.cdisc.org","Code","C42547","2023-09-29"
"Code_264","4ebdaac9-90cf-492d-8484-1133c3de6915","Unit of Pressure","NCI Thesaurus","Code","C49669",""
"Code_265","7bbe72ff-d97d-4218-a60f-84cd91d20b28","Vital Signs Location","NCI Thesaurus","Code","C83088",""
"Code_266","16140954-17ee-4084-878d-1b2edf4b3cdd","Vital Signs Laterality","NCI Thesaurus","Code","C123975",""
"Code_267","68c1b5ab-6317-497d-968c-45ec5014a446","Test Method","NCI Thesaurus","Code","C82535",""
"Code_268","52003e49-08a3-498d-8e00-f6075b5687ba","Vital Signs Position","NCI Thesaurus","Code","C83114",""
"Code_261","452e3869-9d74-4589-a3c4-33f7699de779","Diastolic Blood Pressure","NCI Thesaurus","Code","C25299",""
"Code_270","40a4d123-cd18-42f1-b656-1d8e4afb6314","Vital Signs Result","NCI Thesaurus","Code","C173522",""
"Code_271","028d7c24-03fe-4161-93a7-1e2b0217aa74","Beats per Minute","http://www.cdisc.org","Code","C49673","2023-09-29"
"Code_272","3843fe2c-c641-4e46-8044-d22c74a86d66","Count per Minute","NCI Thesaurus","Code","C73688",""
"Code_273","8bbcb1bf-1092-43b6-9416-a6a6331f5650","Vital Signs Location","NCI Thesaurus","Code","C83088",""
"Code_274","048af38a-6f43-44f6-890e-72352415b302","Vital Signs Laterality","NCI Thesaurus","Code","C123975",""
"Code_275","bf31925b-b41e-4356-9103-7ffb8e043d5d","Test Method","NCI Thesaurus","Code","C82535",""
"Code_276","11fab51a-3ccc-4f47-af41-bd8459791843","Vital Signs Position","NCI Thesaurus","Code","C83114",""
"Code_269","0cd25c33-b1fe-401a-847b-25d321efa82c","Heart Rate","NCI Thesaurus","Code","C49677",""
"Code_122","74ce4e70-16f7-4c74-9955-345e740a5ce3","Placebo Comparator Arm","http://www.cdisc.org","Code","C174268","2023-09-29"
"Code_123","a44805aa-ca15-4984-b809-6d71761c70b9","Data Generated Within Study","http://www.cdisc.org","Code","C188866","2023-09-29"
"Code_124","b746a94e-3b62-4c95-b1ec-fdc9c584e83c","Active Comparator Arm","http://www.cdisc.org","Code","C174267","2023-09-29"
"Code_125","f28f3d56-e4b9-48a7-95e0-dfc5057b0dc5","Data Generated Within Study","http://www.cdisc.org","Code","C188866","2023-09-29"
"Code_126","e492d3c4-1e4d-4379-ae5e-2ce5125ffddb","Active Comparator Arm","http://www.cdisc.org","Code","C174267","2023-09-29"
"Code_127","595c9555-cb82-4936-899d-3d6b64ebe325","Data Generated Within Study","http://www.cdisc.org","Code","C188866","2023-09-29"
"Code_135","946bd66b-8ea0-420e-925b-1736a0538082","Double Blind Study","http://www.cdisc.org","Code","C15228","2023-09-29"
"Code_128","d5b36e53-637e-460e-b7b6-606738fc5eee","Trial Screening","http://www.cdisc.org","Code","C48262","2023-09-29"
"Code_129","676e15bc-ff52-4f67-8a1b-61cfd202af20","Treatment Epoch","http://www.cdisc.org","Code","C101526","2023-09-29"
"Code_130","43e57ca7-76b0-4d95-bfd9-fafefd6dbb43","Treatment Epoch","http://www.cdisc.org","Code","C101526","2023-09-29"
"Code_131","3fd447c9-de12-4d64-804a-8137a5b77615","Treatment Epoch","http://www.cdisc.org","Code","C101526","2023-09-29"
"Code_132","2a79bbf4-f539-43d8-8a88-8ff4fb154873","Clinical Study Follow-up","http://www.cdisc.org","Code","C99158","2023-09-29"
"Code_330","ce705fd2-6712-425a-a2f4-d8f125be61b0","Alzheimer's disease; unspecified","ICD-10-CM","Code","G30.9","1"
"Code_331","b7401dab-52ff-4875-89cf-629f6b9bc25c","Alzheimer's disease","SNOMED","Code","26929004","January 31, 2018"
"Code_141","40a4e6f3-54b1-4ec5-8ad3-7aa3905e5b4a","Sponsor","http://www.cdisc.org","Code","C70793","2023-09-29"
"Code_335","a9881891-7646-4e77-a4f5-301e84c92fa5","Trial Primary Objective","http://www.cdisc.org","Code","C85826","2023-09-29"
"Code_334","1e95c7d6-7f8e-4531-9a08-753afe8f59d1","Primary Endpoint","http://www.cdisc.org","Code","C94496","2023-09-29"
"Code_336","3c681435-1c62-48c5-8efb-84204b968f8b","Primary Endpoint","http://www.cdisc.org","Code","C94496","2023-09-29"
"Code_338","30932e9a-6f37-4b99-9078-ff0a8fd8d4ed","Trial Primary Objective","http://www.cdisc.org","Code","C85826","2023-09-29"
"Code_337","c25546a2-55e7-49de-9481-0644a70f35aa","Primary Endpoint","http://www.cdisc.org","Code","C94496","2023-09-29"
"Code_339","f1cf8ceb-603d-49dd-aecb-2051f49a15c2","Primary Endpoint","http://www.cdisc.org","Code","C94496","2023-09-29"
"Code_340","04f96c06-b929-4c96-b6b8-e45cfb9af455","Primary Endpoint","http://www.cdisc.org","Code","C94496","2023-09-29"
"Code_342","7dc6e137-f178-4937-8b5a-3b1ec1ddfb7f","Trial Secondary Objective","http://www.cdisc.org","Code","C85827","2023-09-29"
"Code_341","acad4164-ecbe-4a89-960e-eeefe58a1d16","Secondary Endpoint","http://www.cdisc.org","Code","C139173","2023-09-29"
"Code_343","453b3b90-9a01-48ff-a574-71f6e035c857","Secondary Endpoint","http://www.cdisc.org","Code","C139173","2023-09-29"
"Code_344","1753a6b1-d2bd-452e-b2c4-eacea4f7d30b","Secondary Endpoint","http://www.cdisc.org","Code","C139173","2023-09-29"
"Code_345","7bff83c7-fed0-4cd3-b603-cbed3c37dc50","Inclusion Criteria","http://www.cdisc.org","Code","C25532","2023-09-29"
"Code_346","8bb05804-c089-472b-ba33-8454f07dfb31","Inclusion Criteria","http://www.cdisc.org","Code","C25532","2023-09-29"
"Code_347","b9505d18-a1e7-417b-9c77-f4e96a87c4b0","Inclusion Criteria","http://www.cdisc.org","Code","C25532","2023-09-29"
"Code_348","41301019-d4d8-40fe-8d74-c3136f724c5e","Exclusion Criteria","http://www.cdisc.org","Code","C25370","2023-09-29"
"Code_332","a5210164-dcf0-41cc-a670-4733492fa15e","Year","http://www.cdisc.org","Code","C29848","2023-09-29"
"Code_14","ea5df511-4085-46b1-8d8b-8a0c00ea7bc3","Before","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_15","808fff5c-fed3-418a-a9af-cb75dddfa2ee","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_16","bb2ed3cd-722a-4442-9298-734cd41fc7fa","Before","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_17","bb03a7b0-7efb-470b-926e-63959e4ec8b4","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_19","16f0fd98-4ce2-497f-a0f4-c3e488c66776","Fixed Reference","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_20","ff4bc91c-23ff-4a62-b181-cecb52ec84d0","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_21","ec0bc7ce-2e6b-4fa9-b232-4475f683ba76","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_22","72b2b0f1-8518-4ab3-bee1-ad5e489e29a3","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_24","be06522d-8545-4fad-bb6c-9c617f94d1a6","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_25","9d16f52c-209c-4ec1-8e3a-6a97f57502b2","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_27","fa4f0ff5-60ae-4aed-b880-ae6ef10fea33","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_28","c87ee2a1-1f1a-45f8-99ef-0fa5f8c754cf","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_30","bd6f1d0c-a95f-40b8-969d-a011acd1b4b5","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_31","6ce46ee1-3b3b-4643-810d-c57f2cd13db6","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_35","f9bec671-07fb-4c4d-8cca-8b472149cef4","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_36","a6277a03-808c-4129-9e9d-ea0328bdff7c","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_40","287d5e0a-81de-4308-aa22-d59d6530fd03","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_41","b0a3451f-d955-4555-8be6-d8ac73994b6a","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_45","9ce5471e-fcfb-4227-a419-6ce059c6f9a1","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_46","0c2f9b9d-1114-4017-88cd-7b20d79e0fd5","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_50","8a66b7dd-9700-4464-8931-cb219acc82cd","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_51","46d96fe5-afa2-43e8-8258-eed428b6b896","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_53","fce97c48-c2bf-456b-b6a5-9e24e9f45a06","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_54","859aa71c-c089-463b-bc53-90cd3bea6015","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_33","ade77a48-f45b-438c-a807-92c03cfbf8b9","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_34","6549c1f7-f365-4344-86c5-b3e895994ce9","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_38","fff62c20-1ee5-4ea6-b30f-9cf58d5ba6b5","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_39","638c187a-13f2-4750-9db1-7db57e664cc1","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_43","4d2d31a7-1f4d-42ef-baee-96d469ba2e87","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_44","7d31d489-755c-46de-b392-07d581d34763","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_48","4bc82ec9-32d3-4e7c-aaf2-08cd8e1c7f0d","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_49","4ea0d79e-f25b-410b-939e-ca7d9d64e53d","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_56","b7398073-0b64-4110-81d6-0a66d9acb3db","Fixed Reference","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_57","cdec7758-6d44-41c1-9119-1e8d254e180d","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_58","cf01c342-ebfc-4699-a213-86a323284af0","Fixed Reference","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_59","c3e17ced-7d4a-46c9-8f73-c985992c6ead","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_60","041fb5e0-797c-490e-a402-5688f8fb6db1","Fixed Reference","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_61","ec24dfea-1564-47e4-9def-a35151c46082","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_62","8d2fa1a3-57eb-4e3b-b0bd-2a174bb4ee92","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_63","2b77ba1d-0ec3-4e84-ad4b-afb0902f3a9a","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_64","ff7e7a86-6b19-477e-8c67-9ac41759458c","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_65","72486216-bd51-4d8d-b68e-710896480cd0","End to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_66","3d90ce8a-a98e-433e-a2b1-fc7756095e10","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_67","baf6df01-eb62-4e05-87a1-5ea3a566c673","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_68","3edc6bbc-ba14-426f-826c-7e2e078df289","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_69","a991e44e-963d-415b-b76f-109f49e3a48c","End to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_70","5ab3146e-e91e-436b-9ad3-642fb625298b","After","http://www.cdisc.org","Code","C201264","2023-09-29"
"Code_71","381e47c6-9f84-4f63-b5e5-324d52a5ee13","Start to Start","http://www.cdisc.org","Code","C201265","2023-09-29"
"Code_349","588f708e-db9b-481e-8f71-50404d1bd412","Clinical Study Sponsor","http://www.cdisc.org","Code","C70793","2023-09-29"
"Code_350","1a28e7b7-5c83-4a88-9db4-2caa65530835","United Kingdom of Great Britain and Northern Ireland","ISO 3166 1 alpha3","Code","GBR","2020-08"
"Code_3","4c945980-8008-485c-beab-3db12f813b16","Study Acronym","http://www.cdisc.org","Code","C94108","2023-09-29"
"Code_5","100c7939-0382-48c9-85ac-5c18fc5a1b02","Brief Study Title","http://www.cdisc.org","Code","C99905x1","2023-09-29"
"Code_6","bfd6d628-83c1-428b-8172-9905e9d0503e","Official Study Title","http://www.cdisc.org","Code","C99905x2","2023-09-29"
"Code_7","5c650f5f-7429-4b19-9d3a-a14a203cdd1a","Public Study Title","http://www.cdisc.org","Code","C99905x3","2023-09-29"
"Code_8","49a5fddd-3bd9-4df1-b5ef-8d992babc2fb","Final","http://www.cdisc.org","Code","C25508","2023-09-29"
"Code_11","b067ddc5-e204-4c6e-9905-0297fc5d8fdc","Protocol Effective Date","http://www.cdisc.org","Code","C99903x1","2023-09-29"
"Code_13","d46dacfa-afb9-43af-b7f9-ee20e6ed2c7a","Region","http://www.cdisc.org","Code","C41129","2023-09-29"
"Code_12","e8ab9764-3de2-4401-9cf3-312e73dc0dfc","Europe","ISO 3166 1 alpha3","Code","150","2020-08"
