"id","codeSystemVersion","uuid:ID","decode","code","codeSystem","instanceType"
"Code_247","2023-09-29","120d714f-1cfa-4367-ae5c-41507b077d77","Beats per Minute","C49673","http://www.cdisc.org","Code"
"Code_248","","3ed09861-1aca-41e4-8f30-bdadde9fd6a7","Count per Minute","C73688","NCI Thesaurus","Code"
"Code_249","","844df4bf-48a1-483e-85ab-8da7b2e43671","Vital Signs Location","C83088","NCI Thesaurus","Code"
"Code_250","","891aaafc-bae5-40cd-b50e-c24c64765c3d","Vital Signs Laterality","C123975","NCI Thesaurus","Code"
"Code_251","","e0119221-f4d2-4ce6-b8bf-dcd8de2ba6b6","Test Method","C82535","NCI Thesaurus","Code"
"Code_252","","5278e223-fe7c-4102-9bcf-6542eb2b68da","Vital Signs Position","C83114","NCI Thesaurus","Code"
"Code_245","","1fd613cc-3598-43cc-aff3-1b5c38258a29","Heart Rate","C49677","NCI Thesaurus","Code"
"Code_254","","b37b4272-4ed9-48dd-a619-1b79b314955d","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_255","2023-09-29","bfb2fceb-e510-4365-a712-9aa88b5321bd","Pascal","C42547","http://www.cdisc.org","Code"
"Code_256","","29526dd1-ff9a-4d31-af2b-388f50ddda91","Unit of Pressure","C49669","NCI Thesaurus","Code"
"Code_257","","e1540dbc-2ed7-472f-b476-f78ff674b8da","Vital Signs Location","C83088","NCI Thesaurus","Code"
"Code_258","","fdc4db15-5a1a-451c-afa4-f755c1a619da","Vital Signs Laterality","C123975","NCI Thesaurus","Code"
"Code_259","","12d8c81f-830d-4b90-961f-c8fbcf7ee4a2","Test Method","C82535","NCI Thesaurus","Code"
"Code_260","","cbd8dbf7-c285-413e-9667-5cccff39b0fa","Vital Signs Position","C83114","NCI Thesaurus","Code"
"Code_253","","a2a33f29-e263-4002-94fe-963206dc0287","Systolic Blood Pressure","C25298","NCI Thesaurus","Code"
"Code_262","","d04b46ce-f8f5-4ff0-89cf-32eef43c6e97","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_263","2023-09-29","7056ad65-3bed-4d3d-838c-e46cac836256","Pascal","C42547","http://www.cdisc.org","Code"
"Code_264","","6e3460e6-b98e-45ff-8c82-8697ce508a2d","Unit of Pressure","C49669","NCI Thesaurus","Code"
"Code_265","","845e1dca-4666-4f0b-9f22-37c1986a20fe","Vital Signs Location","C83088","NCI Thesaurus","Code"
"Code_266","","a4ccbdf4-2a46-474d-b383-a60f6ec980dd","Vital Signs Laterality","C123975","NCI Thesaurus","Code"
"Code_267","","079c03b8-7709-4876-958f-f38ab490c472","Test Method","C82535","NCI Thesaurus","Code"
"Code_268","","7e950a00-59cc-4d67-bcbf-9990396a45e2","Vital Signs Position","C83114","NCI Thesaurus","Code"
"Code_261","","5dce4e43-4964-4662-951d-1d7533ed080a","Diastolic Blood Pressure","C25299","NCI Thesaurus","Code"
"Code_270","","7d5f07b6-7cfc-4e1c-a253-4a98b5d531e7","Vital Signs Result","C173522","NCI Thesaurus","Code"
"Code_271","2023-09-29","27d1fe2a-e93f-42fa-996f-22b7d8194fa3","Beats per Minute","C49673","http://www.cdisc.org","Code"
"Code_272","","7a5e0c93-65a2-4279-bdfd-8332ba0756dd","Count per Minute","C73688","NCI Thesaurus","Code"
"Code_273","","8c866598-e932-4749-a09a-680535922162","Vital Signs Location","C83088","NCI Thesaurus","Code"
"Code_274","","f6298656-ac50-4ce7-946b-c342b3afc10f","Vital Signs Laterality","C123975","NCI Thesaurus","Code"
"Code_275","","31329a04-9071-4a87-937d-2150518eb793","Test Method","C82535","NCI Thesaurus","Code"
"Code_276","","f33d9a15-6072-4e53-8355-119d925e5e8a","Vital Signs Position","C83114","NCI Thesaurus","Code"
"Code_269","","7e8c4f6c-6725-4c97-8257-581ad671014a","Heart Rate","C49677","NCI Thesaurus","Code"
"Code_122","2023-09-29","3d9aec56-e802-4b6d-994c-262555ed1206","Placebo Comparator Arm","C174268","http://www.cdisc.org","Code"
"Code_123","2023-09-29","70b45bf3-49d0-4dc7-b03b-6a4c255f2e10","Data Generated Within Study","C188866","http://www.cdisc.org","Code"
"Code_124","2023-09-29","62a34a21-cfe7-4f9d-b352-1d31b8054bef","Active Comparator Arm","C174267","http://www.cdisc.org","Code"
"Code_125","2023-09-29","c2183658-8860-40dd-948f-75e903961232","Data Generated Within Study","C188866","http://www.cdisc.org","Code"
"Code_126","2023-09-29","f2391cc7-a35b-4287-bbaf-0026b922c18c","Active Comparator Arm","C174267","http://www.cdisc.org","Code"
"Code_127","2023-09-29","e1f4367a-54f8-4472-bef7-f1db6803311e","Data Generated Within Study","C188866","http://www.cdisc.org","Code"
"Code_135","2023-09-29","fa7fa2ee-518f-43cb-8fb0-e8c1b94ec169","Double Blind Study","C15228","http://www.cdisc.org","Code"
"Code_128","2023-09-29","cdf2aaa5-008d-4465-8faa-90540a4e2e14","Trial Screening","C48262","http://www.cdisc.org","Code"
"Code_129","2023-09-29","6a214ccc-02f6-48d6-966a-2893dcb6d693","Treatment Epoch","C101526","http://www.cdisc.org","Code"
"Code_130","2023-09-29","68f7bc1a-28ac-456f-a7ec-2462efec1256","Treatment Epoch","C101526","http://www.cdisc.org","Code"
"Code_131","2023-09-29","96b3d4bd-2013-4462-917a-56697c50e4eb","Treatment Epoch","C101526","http://www.cdisc.org","Code"
"Code_132","2023-09-29","df9a647e-c198-4dce-9f56-46809fcb068c","Clinical Study Follow-up","C99158","http://www.cdisc.org","Code"
"Code_330","1","1d02e174-85df-43bf-97e8-00702d0608e9","Alzheimer's disease; unspecified","G30.9","ICD-10-CM","Code"
"Code_331","January 31, 2018","578ee268-9c79-433b-86b7-a8c4d7caa954","Alzheimer's disease","26929004","SNOMED","Code"
"Code_141","2023-09-29","810c16de-6180-429b-ac97-9efe505d3143","Sponsor","C70793","http://www.cdisc.org","Code"
"Code_335","2023-09-29","e78fe6ba-daf0-40a5-b80f-67833171f1fc","Trial Primary Objective","C85826","http://www.cdisc.org","Code"
"Code_334","2023-09-29","d7708698-5e6c-426c-ad22-faf0fd4208c0","Primary Endpoint","C94496","http://www.cdisc.org","Code"
"Code_336","2023-09-29","705164fa-de43-4f24-b33e-ff8e912c98ae","Primary Endpoint","C94496","http://www.cdisc.org","Code"
"Code_338","2023-09-29","b76e75e5-cf76-4d0b-8c7b-e7a9681a8611","Trial Primary Objective","C85826","http://www.cdisc.org","Code"
"Code_337","2023-09-29","a6a2e3ea-f5fd-4fb4-a8ef-1afb65a2f6aa","Primary Endpoint","C94496","http://www.cdisc.org","Code"
"Code_339","2023-09-29","bd64eee5-9956-4c83-b82b-e67408412094","Primary Endpoint","C94496","http://www.cdisc.org","Code"
"Code_340","2023-09-29","5a172962-cb58-4761-9eba-53a6bb74eabe","Primary Endpoint","C94496","http://www.cdisc.org","Code"
"Code_342","2023-09-29","00a8db1f-f76c-42c0-8dbe-c697658df466","Trial Secondary Objective","C85827","http://www.cdisc.org","Code"
"Code_341","2023-09-29","8a1ea5c1-4c9d-442f-96c4-ae19f5f21368","Secondary Endpoint","C139173","http://www.cdisc.org","Code"
"Code_343","2023-09-29","457e8a84-c403-4c55-85ce-97474db88430","Secondary Endpoint","C139173","http://www.cdisc.org","Code"
"Code_344","2023-09-29","11d68330-5cc9-4dbc-a4da-ea236277d86f","Secondary Endpoint","C139173","http://www.cdisc.org","Code"
"Code_345","2023-09-29","7ecd0722-c008-4766-b9f8-99d3fdfbe4c9","Inclusion Criteria","C25532","http://www.cdisc.org","Code"
"Code_346","2023-09-29","ff92dbd0-db27-44e8-9203-f5364beeea1f","Inclusion Criteria","C25532","http://www.cdisc.org","Code"
"Code_347","2023-09-29","c9974798-e47b-4806-9255-368b689e5a7f","Inclusion Criteria","C25532","http://www.cdisc.org","Code"
"Code_348","2023-09-29","98412f17-f809-4a77-8117-18ae3887077e","Exclusion Criteria","C25370","http://www.cdisc.org","Code"
"Code_332","2023-09-29","1713b857-214d-4ce1-945c-78ce205fb76b","Year","C29848","http://www.cdisc.org","Code"
"Code_14","2023-09-29","a74ffc22-d147-45d6-acb4-8b217b3e15cd","Before","C201264","http://www.cdisc.org","Code"
"Code_15","2023-09-29","0f5af882-93e9-4adb-9f1e-a3d608a4ad04","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_16","2023-09-29","9ca098e7-4ee8-4545-af4a-be083e0a7c9b","Before","C201264","http://www.cdisc.org","Code"
"Code_17","2023-09-29","a03969f4-c746-40cb-ab69-11b1e557fba0","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_19","2023-09-29","3f062fad-7376-4f44-b69f-40e617086576","Fixed Reference","C201264","http://www.cdisc.org","Code"
"Code_20","2023-09-29","8ac27ea9-1a22-42ca-bdd1-2d963e526267","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_21","2023-09-29","2e27920b-1fc7-47ee-b964-1eba0ad68eba","After","C201264","http://www.cdisc.org","Code"
"Code_22","2023-09-29","2adae9bd-c2a2-487b-a059-15c95ecde136","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_24","2023-09-29","8da8b547-b590-4084-887a-56463d69f2f3","After","C201264","http://www.cdisc.org","Code"
"Code_25","2023-09-29","945c4b48-8342-4114-b576-17306ab22ab1","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_27","2023-09-29","9e35a280-00db-4cc5-a882-b4653a809cfa","After","C201264","http://www.cdisc.org","Code"
"Code_28","2023-09-29","c1245b45-0a35-4242-8f2d-2e3c9fd824e0","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_30","2023-09-29","30e51ed2-d123-41e6-9b09-fa0165c32cb2","After","C201264","http://www.cdisc.org","Code"
"Code_31","2023-09-29","042a8427-880a-49f3-88f7-6168e1adc667","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_35","2023-09-29","1007a2df-cf55-4b7a-99e8-8848b94f2fb2","After","C201264","http://www.cdisc.org","Code"
"Code_36","2023-09-29","77ed559f-8c14-4bed-97c9-2e4fe42cefbe","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_40","2023-09-29","44fe860c-d50a-413a-b7df-010c2feab6ca","After","C201264","http://www.cdisc.org","Code"
"Code_41","2023-09-29","07d31038-3ff8-4c35-aa8e-3dbd5d067901","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_45","2023-09-29","4eea10f2-42e8-45ad-9866-2bc526ba1d64","After","C201264","http://www.cdisc.org","Code"
"Code_46","2023-09-29","a7514a5d-6ec5-471e-ab8e-13133785d469","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_50","2023-09-29","d21a0348-c896-4a3a-8cf8-4123ed4208ba","After","C201264","http://www.cdisc.org","Code"
"Code_51","2023-09-29","95249612-6ead-48e2-afe1-3980e81987c4","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_53","2023-09-29","5af31bb4-284e-46e0-9a2b-b2432bc4bd42","After","C201264","http://www.cdisc.org","Code"
"Code_54","2023-09-29","41d2978d-d15b-4122-bbf3-12e238e11809","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_33","2023-09-29","4d9dc021-d6ea-47a0-a9e9-e0d1399663f2","After","C201264","http://www.cdisc.org","Code"
"Code_34","2023-09-29","d1fcbd1f-84b2-4d35-8304-eee342eff1f9","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_38","2023-09-29","a985aa2e-b323-4210-a9ac-8a4eced51bb2","After","C201264","http://www.cdisc.org","Code"
"Code_39","2023-09-29","55eb8d4e-9ff6-47cd-83f3-723765202a86","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_43","2023-09-29","0c14d736-89ce-4f46-ac54-d94cc28e8fae","After","C201264","http://www.cdisc.org","Code"
"Code_44","2023-09-29","7462f374-fb7a-453a-a790-69039b34b2ca","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_48","2023-09-29","233ab0b2-3586-4c04-8aa4-efae66937cc0","After","C201264","http://www.cdisc.org","Code"
"Code_49","2023-09-29","4d733c6a-df12-4303-89e1-384541382313","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_56","2023-09-29","016ef538-f8dc-427b-a541-9d4d23840265","Fixed Reference","C201264","http://www.cdisc.org","Code"
"Code_57","2023-09-29","49bbb97c-43c9-4584-a732-cccd0d36281f","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_58","2023-09-29","630fbd9f-a9e1-40b3-b487-f3c49632430b","Fixed Reference","C201264","http://www.cdisc.org","Code"
"Code_59","2023-09-29","374457d7-8a7e-4168-9027-ffacb53ec531","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_60","2023-09-29","be7be82a-5fe0-400e-b5fc-9e4770898883","Fixed Reference","C201264","http://www.cdisc.org","Code"
"Code_61","2023-09-29","240fa559-6980-4858-b952-7880e244b2e7","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_62","2023-09-29","5f27ee16-a32b-42e4-a3c4-c90ef32cdf94","After","C201264","http://www.cdisc.org","Code"
"Code_63","2023-09-29","0e01f860-d5e0-4e57-939e-8461a3c9dee4","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_64","2023-09-29","a91f35f2-f48d-4dde-b1ac-8628c680a18e","After","C201264","http://www.cdisc.org","Code"
"Code_65","2023-09-29","20d644bb-3408-4c26-b550-7263eb6da666","End to Start","C201265","http://www.cdisc.org","Code"
"Code_66","2023-09-29","53abea41-0804-482a-86eb-96a6d8773e6a","After","C201264","http://www.cdisc.org","Code"
"Code_67","2023-09-29","522ea437-de7f-4f92-8919-d4fa7784ef70","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_68","2023-09-29","b0ad58d6-fa74-4126-9b26-6799d53db15b","After","C201264","http://www.cdisc.org","Code"
"Code_69","2023-09-29","a74922bb-bbc3-4ecc-b091-55ae20441443","End to Start","C201265","http://www.cdisc.org","Code"
"Code_70","2023-09-29","a1b7d701-71a4-4af1-8bec-d14d31bfe41c","After","C201264","http://www.cdisc.org","Code"
"Code_71","2023-09-29","a731585b-6a81-443c-8b9f-88e4519cf363","Start to Start","C201265","http://www.cdisc.org","Code"
"Code_349","2023-09-29","642b9b1a-cf31-46fb-b403-dc54650c6545","Clinical Study Sponsor","C70793","http://www.cdisc.org","Code"
"Code_350","2020-08","0f339b05-12a8-4c3c-87e1-def16506ebc9","United Kingdom of Great Britain and Northern Ireland","GBR","ISO 3166 1 alpha3","Code"
"Code_3","2023-09-29","23718dab-3ab7-4a1b-bcaf-2c1f1ba67866","Study Acronym","C94108","http://www.cdisc.org","Code"
"Code_5","2023-09-29","7fbbab94-5e9a-4278-8732-1fc319f3ed7f","Brief Study Title","C99905x1","http://www.cdisc.org","Code"
"Code_6","2023-09-29","d444bbce-d119-4aac-95c2-eaf55b76cb2d","Official Study Title","C99905x2","http://www.cdisc.org","Code"
"Code_7","2023-09-29","bd4f8267-4b44-418d-b2e3-3c74948c299c","Public Study Title","C99905x3","http://www.cdisc.org","Code"
"Code_8","2023-09-29","35ad5f71-c0c4-498c-b25c-3fb35a843551","Final","C25508","http://www.cdisc.org","Code"
"Code_11","2023-09-29","b3948171-7cef-4ca7-8a71-1d0fb7decf10","Protocol Effective Date","C99903x1","http://www.cdisc.org","Code"
"Code_13","2023-09-29","0a992838-8187-41c7-b337-9decb316fb12","Region","C41129","http://www.cdisc.org","Code"
"Code_12","2020-08","c1e5d5f7-e301-4d2a-9d53-0a3960a0a5ef","Europe","150","ISO 3166 1 alpha3","Code"
