"id","decode","uuid:ID","code","instanceType","codeSystem","codeSystemVersion"
"Code_248","Count per Minute","edecd21d-c1c6-41d5-aafd-e53ac56fceea","C73688","Code","NCI Thesaurus",""
"Code_249","Vital Signs Location","0ac62bb8-8d1d-45ac-9dc1-f21b5329d06e","C83088","Code","NCI Thesaurus",""
"Code_250","Vital Signs Laterality","5ed2d3c4-18e4-4ba2-88f7-0a67e8bd3dbd","C123975","Code","NCI Thesaurus",""
"Code_251","Test Method","c8b81122-6c94-4a28-b812-ffc47ced294b","C82535","Code","NCI Thesaurus",""
"Code_252","Vital Signs Position","21d4a44c-644a-465f-8d0b-42d0c3836589","C83114","Code","NCI Thesaurus",""
"Code_245","Heart Rate","c37f6df1-75c0-4c30-9aa9-fddb05e744b3","C49677","Code","NCI Thesaurus",""
"Code_254","Vital Signs Result","59103987-fada-4940-842f-b29e5641192e","C173522","Code","NCI Thesaurus",""
"Code_255","Pascal","56b522cc-8a81-4084-9534-bf4997a5c9b6","C42547","Code","http://www.cdisc.org","2023-09-29"
"Code_256","Unit of Pressure","d4519499-0045-4da0-9b89-56b14d3cdb9c","C49669","Code","NCI Thesaurus",""
"Code_257","Vital Signs Location","af0133af-db4a-4dd2-a6dc-e011dc700153","C83088","Code","NCI Thesaurus",""
"Code_258","Vital Signs Laterality","6f25a0dd-c796-4935-b37e-f0e36554f9b4","C123975","Code","NCI Thesaurus",""
"Code_259","Test Method","d467628a-e5d7-434f-9b61-da0aa2753d83","C82535","Code","NCI Thesaurus",""
"Code_260","Vital Signs Position","61430203-840e-4586-8382-24629e1ce614","C83114","Code","NCI Thesaurus",""
"Code_253","Systolic Blood Pressure","947e0458-639e-40e9-bb4e-f1295ede1ecf","C25298","Code","NCI Thesaurus",""
"Code_262","Vital Signs Result","a1a8ef0f-0172-42ed-82fd-e45903c030c6","C173522","Code","NCI Thesaurus",""
"Code_263","Pascal","174514dd-d8b3-4de0-a1c5-fcbd14809180","C42547","Code","http://www.cdisc.org","2023-09-29"
"Code_264","Unit of Pressure","fe3dc524-dd92-42b6-be08-a7e6b163bbec","C49669","Code","NCI Thesaurus",""
"Code_265","Vital Signs Location","de3955eb-aa6b-4001-a82f-5a9e7f4580d4","C83088","Code","NCI Thesaurus",""
"Code_266","Vital Signs Laterality","f0f82d91-a005-41ef-994c-3004e2f00471","C123975","Code","NCI Thesaurus",""
"Code_267","Test Method","f483919e-0528-44e5-a0d4-015482038f85","C82535","Code","NCI Thesaurus",""
"Code_268","Vital Signs Position","5456250f-8307-4306-a32e-4170111e8914","C83114","Code","NCI Thesaurus",""
"Code_261","Diastolic Blood Pressure","2d532a5f-bace-4d8b-8c87-2c7d9f903b8a","C25299","Code","NCI Thesaurus",""
"Code_270","Vital Signs Result","50703e3d-9758-4fd3-ad61-bddfd760d210","C173522","Code","NCI Thesaurus",""
"Code_271","Beats per Minute","861a87dc-48bd-487a-970e-656952b1167f","C49673","Code","http://www.cdisc.org","2023-09-29"
"Code_272","Count per Minute","8a796d3f-43e6-4efb-9c79-c960fe96f7ea","C73688","Code","NCI Thesaurus",""
"Code_273","Vital Signs Location","62265e30-1e87-4ff9-9731-288f65aa5a67","C83088","Code","NCI Thesaurus",""
"Code_274","Vital Signs Laterality","a397d455-29a3-4194-b050-6a2505fe7ab8","C123975","Code","NCI Thesaurus",""
"Code_275","Test Method","58ab223f-b068-492c-97f6-07b952f07d66","C82535","Code","NCI Thesaurus",""
"Code_276","Vital Signs Position","a8bcb09f-ae6b-4e0d-8508-1c1fbf79811d","C83114","Code","NCI Thesaurus",""
"Code_269","Heart Rate","72c71b8d-4ce5-47bd-9dfe-8cb3e2b511a3","C49677","Code","NCI Thesaurus",""
"Code_122","Placebo Comparator Arm","5fdaeeeb-8462-46c8-b833-7aec7ec31bc9","C174268","Code","http://www.cdisc.org","2023-09-29"
"Code_123","Data Generated Within Study","faef6a85-fda3-4cca-b388-967a52261f6c","C188866","Code","http://www.cdisc.org","2023-09-29"
"Code_124","Active Comparator Arm","efb490fc-d3bb-4fff-a7b3-f5f728d62c5e","C174267","Code","http://www.cdisc.org","2023-09-29"
"Code_125","Data Generated Within Study","fbee0659-7cde-41ce-8720-399ef89531cf","C188866","Code","http://www.cdisc.org","2023-09-29"
"Code_126","Active Comparator Arm","b5794c55-d250-423e-99d3-84f4a7c09d1f","C174267","Code","http://www.cdisc.org","2023-09-29"
"Code_127","Data Generated Within Study","f6e1afcc-e3ed-4a99-bd20-971261a30b17","C188866","Code","http://www.cdisc.org","2023-09-29"
"Code_135","Double Blind Study","3405e1b2-6243-477e-8ad8-d8d9f32d4086","C15228","Code","http://www.cdisc.org","2023-09-29"
"Code_128","Trial Screening","b84ec801-21d2-4421-bc9d-984b82ae3614","C48262","Code","http://www.cdisc.org","2023-09-29"
"Code_129","Treatment Epoch","11fdf041-0400-4af6-9fd9-9cfbbb06ad27","C101526","Code","http://www.cdisc.org","2023-09-29"
"Code_130","Treatment Epoch","51f1ba34-af56-4f09-8be2-3e4ef9f9c5b2","C101526","Code","http://www.cdisc.org","2023-09-29"
"Code_131","Treatment Epoch","97df1615-3bfd-4bd1-a27a-e56c32f732e1","C101526","Code","http://www.cdisc.org","2023-09-29"
"Code_132","Clinical Study Follow-up","7f4c3381-223c-43fa-8ec1-5e8ad1ca8612","C99158","Code","http://www.cdisc.org","2023-09-29"
"Code_330","Alzheimer's disease; unspecified","c7822519-efd2-4aea-b4d1-cefdff165677","G30.9","Code","ICD-10-CM","1"
"Code_331","Alzheimer's disease","b2b95ef6-6bfb-4f1a-a624-464949b9f31d","26929004","Code","SNOMED","January 31, 2018"
"Code_141","Sponsor","b36c17ff-1b74-4772-8d57-b8b6151c6976","C70793","Code","http://www.cdisc.org","2023-09-29"
"Code_335","Trial Primary Objective","d36312f6-69fd-4350-bdf7-2a4ab912c261","C85826","Code","http://www.cdisc.org","2023-09-29"
"Code_334","Primary Endpoint","be4e7cf3-3ef6-473e-a194-42ffe43c7079","C94496","Code","http://www.cdisc.org","2023-09-29"
"Code_336","Primary Endpoint","0f37f700-e364-48a7-8b90-98c0fed56ba6","C94496","Code","http://www.cdisc.org","2023-09-29"
"Code_338","Trial Primary Objective","e8bc09d1-a9c3-4217-86ef-40aaa12ea3c8","C85826","Code","http://www.cdisc.org","2023-09-29"
"Code_337","Primary Endpoint","0c98d57d-f282-4178-93a3-656832624932","C94496","Code","http://www.cdisc.org","2023-09-29"
"Code_339","Primary Endpoint","1a686584-5576-4678-b6b3-53ae2519a6c4","C94496","Code","http://www.cdisc.org","2023-09-29"
"Code_340","Primary Endpoint","0c6fc12d-eb90-4341-a80d-ea8a81db522d","C94496","Code","http://www.cdisc.org","2023-09-29"
"Code_342","Trial Secondary Objective","54bc57dd-69f8-4107-ac20-c3cf01f87cad","C85827","Code","http://www.cdisc.org","2023-09-29"
"Code_341","Secondary Endpoint","92d5fe40-2c3e-46c9-bfb6-fe724efea484","C139173","Code","http://www.cdisc.org","2023-09-29"
"Code_343","Secondary Endpoint","792b0c9b-641e-4e3d-8ae2-279e7106697a","C139173","Code","http://www.cdisc.org","2023-09-29"
"Code_344","Secondary Endpoint","7fde68bd-6c4e-47ad-8a12-60fa4a061a26","C139173","Code","http://www.cdisc.org","2023-09-29"
"Code_345","Inclusion Criteria","5ab45e0d-ccd0-4670-8c6c-d092878df742","C25532","Code","http://www.cdisc.org","2023-09-29"
"Code_346","Inclusion Criteria","fb3c41f1-c15f-4826-8c43-05308cc7b1c9","C25532","Code","http://www.cdisc.org","2023-09-29"
"Code_347","Inclusion Criteria","60582ff1-3f96-4813-bfdb-6848c23055f7","C25532","Code","http://www.cdisc.org","2023-09-29"
"Code_348","Exclusion Criteria","c14856bd-4319-47d4-9298-d5347966eb86","C25370","Code","http://www.cdisc.org","2023-09-29"
"Code_332","Year","b7b1eebc-1bcf-43df-8239-684dd980ee1c","C29848","Code","http://www.cdisc.org","2023-09-29"
"Code_14","Before","1a751ee7-ea8e-4bda-ba56-0edea5a8f00d","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_15","Start to Start","bcaef17c-e34b-43de-8214-2fec0824b031","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_16","Before","710ea50d-cb58-43b0-981e-f03daeb900a0","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_17","Start to Start","88aa1772-80fd-4767-a059-0e20f117edaa","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_19","Fixed Reference","b54d2c8f-aaed-4d1d-bb6c-ba8eb2612e2a","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_20","Start to Start","8fc388d7-300f-4fdc-9889-2ed19ff59aa6","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_21","After","bd95a410-661d-456d-b86f-bdcf2eed1262","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_22","Start to Start","22c2f497-649d-4407-addc-8c51e1e36655","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_24","After","cf7bd0c1-e76b-4e2b-81d6-a559a5140e10","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_25","Start to Start","2abf5e45-9fb2-48ad-99c3-1fb36ccb78c3","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_27","After","9b0a3aab-709c-452d-8a81-f31f6b7bef6b","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_28","Start to Start","1f108b33-6863-4504-a01a-5aeeafa903d0","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_30","After","608124f5-28c6-407d-9d67-5642284ffe46","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_31","Start to Start","e2d2339b-ed7c-4ebf-b145-8feef382d201","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_35","After","18bc2926-babb-45ed-82c7-633a8de5e538","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_36","Start to Start","c4d5b670-a277-4364-929c-2c270d3758ba","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_40","After","76591e1e-0583-4850-a315-9f1e955272fd","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_41","Start to Start","a9fa6547-304e-4ba9-b01a-9aa50b3bfd24","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_45","After","24ab2a2a-10c0-4c26-ac8f-5e6fcf8e5954","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_46","Start to Start","bc450a89-cc11-45ad-ab73-00303e9e3acf","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_50","After","3d036f83-0b1b-43ad-b802-0711f7a8586f","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_51","Start to Start","8a2389c8-58b3-4f8e-a712-fee7834b027b","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_53","After","cfe48a03-eeb0-430a-9fd3-aedc9ce370f3","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_54","Start to Start","25698f80-8717-4d1c-824b-bc41c17df0e8","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_33","After","a9a6d398-f0f5-4e75-a6f8-2faf46b9fcc0","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_34","Start to Start","84735fa8-cebb-4d46-be19-65f533576d88","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_38","After","cbd6afd6-21c2-4209-ae31-127bd4ed2fc7","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_39","Start to Start","c16dea9c-7aea-4c6f-8f72-cd3a78f251bd","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_43","After","b8aee46c-9f70-486e-8e7d-26b5ee81f44a","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_44","Start to Start","e8c10a8f-6397-4021-92c3-e386ad6faad3","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_48","After","ae4318e2-5055-4a77-86bb-62910ea43b04","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_49","Start to Start","2d797c16-1e44-4f34-9d73-ec44e0cc92cd","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_56","Fixed Reference","16f117c3-071c-4283-a9a1-b3613f916c7f","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_57","Start to Start","04a4a25b-df05-4468-845f-7224847fe4bd","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_58","Fixed Reference","1cc45a1e-2e24-4a23-bd01-9448784e82e7","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_59","Start to Start","e9666a64-6dbf-40b9-9d9b-dc0bbf4a6fba","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_60","Fixed Reference","2f00337e-7898-4d9f-bd65-ccc07ed43883","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_61","Start to Start","2c5eeee8-f134-48be-a826-0b660a3b1e31","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_62","After","fe6b5628-c5c4-4933-b50b-6fe1958de1dc","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_63","Start to Start","198a6c3d-6376-4cc0-b417-1ba3898185e1","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_64","After","2fc374a7-06df-496d-92bf-f40dc761c4bb","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_65","End to Start","b02a676a-d8d4-43d4-9cab-fd9853253c2b","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_66","After","a65eaf4d-50a3-4d22-9ad7-ed3ca9e66ba4","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_67","Start to Start","bab21897-355a-4d72-b133-313d6b0ea3b8","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_68","After","c69bf1c7-c0ce-4e89-a0ec-9b3f56ad40c1","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_69","End to Start","a244d889-7f20-486c-8457-0490763f79b0","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_70","After","bc4e9bf5-6174-436e-9bfd-fb240020722d","C201264","Code","http://www.cdisc.org","2023-09-29"
"Code_71","Start to Start","ce341798-a2b1-423e-aced-d0e3fa360cea","C201265","Code","http://www.cdisc.org","2023-09-29"
"Code_349","Clinical Study Sponsor","f158fb49-6d59-44d2-9ed3-17c90dd8f3db","C70793","Code","http://www.cdisc.org","2023-09-29"
"Code_350","United Kingdom of Great Britain and Northern Ireland","67b44e31-9c89-4f40-9f3d-9c7737f6679b","GBR","Code","ISO 3166 1 alpha3","2020-08"
"Code_3","Study Acronym","0ffee37f-f4e4-44c8-befe-70ee50a36231","C94108","Code","http://www.cdisc.org","2023-09-29"
"Code_5","Brief Study Title","7623667b-a780-491e-bb14-636a28f3a397","C99905x1","Code","http://www.cdisc.org","2023-09-29"
"Code_6","Official Study Title","8e072d12-0977-40a5-981a-75e4688496a1","C99905x2","Code","http://www.cdisc.org","2023-09-29"
"Code_7","Public Study Title","20622a35-16a4-43dc-8c73-77e20e315d63","C99905x3","Code","http://www.cdisc.org","2023-09-29"
"Code_8","Final","9502bea9-4fa0-4ef7-a805-8f3fabeb6d81","C25508","Code","http://www.cdisc.org","2023-09-29"
"Code_11","Protocol Effective Date","d7a13598-54ed-4f75-a33f-8379e54e81bc","C99903x1","Code","http://www.cdisc.org","2023-09-29"
"Code_13","Region","e1f68505-7a5a-4ac0-9712-61b4124b8697","C41129","Code","http://www.cdisc.org","2023-09-29"
"Code_12","Europe","3c241c78-2953-4728-a1a3-e5cb7a6b688d","150","Code","ISO 3166 1 alpha3","2020-08"
