"code","instanceType","uuid:ID","codeSystemVersion","id","codeSystem","decode"
"C49677","Code","fbe15427-b7c0-4545-9d69-ec59d5bda957","","Code_236","NCI Thesaurus","Heart Rate"
"C77140","Code","e89b304b-9696-481e-91e2-2f43496d22ff","","Code_245","NCI Thesaurus","Clinical Test Result"
"C42547","Code","f12783c1-6024-4784-be06-7df26ae7141b","2023-09-29","Code_246","http://www.cdisc.org","Pascal"
"C49669","Code","bc3ff3cb-bd56-4b52-b457-5ddcba0663cf","","Code_247","NCI Thesaurus","Unit of Pressure"
"C13717","Code","41283288-359d-4c78-8309-ecdffca42623","","Code_248","NCI Thesaurus","Anatomic Site"
"C25185","Code","cb78750a-c4df-4966-9f2b-31651b26e1a8","","Code_249","NCI Thesaurus","Laterality"
"C82535","Code","229e071e-0396-4f85-8c99-ecac753f91f3","","Code_250","NCI Thesaurus","Test Method"
"C62164","Code","50921397-8b29-4c03-b130-fac10aac2cf4","","Code_251","NCI Thesaurus","Body Position"
"C25298","Code","72d99339-ae46-4c31-8785-0dd6d31db9c6","","Code_244","NCI Thesaurus","Systolic Blood Pressure"
"C77140","Code","6eacf16f-9c96-420d-81b4-4321fc4bde12","","Code_253","NCI Thesaurus","Clinical Test Result"
"C42547","Code","4933675f-cf83-423e-891d-cde590bfdcfb","2023-09-29","Code_254","http://www.cdisc.org","Pascal"
"C49669","Code","134e8881-0a61-46e5-8232-59821ea0fb85","","Code_255","NCI Thesaurus","Unit of Pressure"
"C13717","Code","1affab34-d120-4a15-900e-acff7f0bbb18","","Code_256","NCI Thesaurus","Anatomic Site"
"C25185","Code","fbb6fd83-2b96-4d78-bb02-e7b323b7175c","","Code_257","NCI Thesaurus","Laterality"
"C82535","Code","88fa2a02-f7ba-4cfc-a956-f0b9e6d24cb9","","Code_258","NCI Thesaurus","Test Method"
"C62164","Code","aaeece57-960f-4d45-96c6-a4ec82bd637e","","Code_259","NCI Thesaurus","Body Position"
"C25299","Code","bdb7b337-1307-4515-ba79-5d3a7557b9fe","","Code_252","NCI Thesaurus","Diastolic Blood Pressure"
"C77140","Code","f7817291-f7a7-4c09-be4a-9666f13256a4","","Code_261","NCI Thesaurus","Clinical Test Result"
"C49673","Code","8e7e28cf-1824-4a18-96ab-17681a99d094","2023-09-29","Code_262","http://www.cdisc.org","Beats per Minute"
"C73688","Code","c32f8d27-fc5c-40bb-a49a-a46c856fe049","","Code_263","NCI Thesaurus","Count per Minute"
"C13717","Code","6962b7c5-5679-4b72-8086-4e8ed494777f","","Code_264","NCI Thesaurus","Anatomic Site"
"C25185","Code","9ff6ea3e-779e-4c30-9b8f-9a17361e9b90","","Code_265","NCI Thesaurus","Laterality"
"C82535","Code","83779f14-4bc7-4672-86fa-d4466a204d69","","Code_266","NCI Thesaurus","Test Method"
"C62164","Code","a6cbd8da-4f73-46a5-b62f-516032adb930","","Code_267","NCI Thesaurus","Body Position"
"C49677","Code","7df3e1ee-dd6a-423e-994a-5ebc058c60ce","","Code_260","NCI Thesaurus","Heart Rate"
"C174268","Code","74864d74-4781-4cfb-8f03-c128b397b735","2023-09-29","Code_123","http://www.cdisc.org","Placebo Comparator Arm"
"C188866","Code","5867d0e4-dfeb-46ab-963f-e719120df159","2023-09-29","Code_124","http://www.cdisc.org","Data Generated Within Study"
"C174267","Code","9b5a15a4-2be1-4c70-ae48-f4ee34cc88e3","2023-09-29","Code_125","http://www.cdisc.org","Active Comparator Arm"
"C188866","Code","5df2c8c8-2ffa-4426-8909-094defaaf701","2023-09-29","Code_126","http://www.cdisc.org","Data Generated Within Study"
"C174267","Code","9a3fa503-134e-445a-bebc-690d0e90b826","2023-09-29","Code_127","http://www.cdisc.org","Active Comparator Arm"
"C188866","Code","7cd4c6a5-ab43-427a-92f3-c58b7279cd56","2023-09-29","Code_128","http://www.cdisc.org","Data Generated Within Study"
"C15228","Code","edc50cab-794b-4cfc-bcc5-998426968017","2023-09-29","Code_136","http://www.cdisc.org","Double Blind Study"
"C48262","Code","6eb08f1f-39a0-4c42-a8a3-b0e59eb536de","2023-09-29","Code_129","http://www.cdisc.org","Trial Screening"
"C101526","Code","c66704fe-de18-4967-8c41-63e000a308d9","2023-09-29","Code_130","http://www.cdisc.org","Treatment Epoch"
"C101526","Code","c6703da3-47a8-40b9-9f15-a4a8774a96fc","2023-09-29","Code_131","http://www.cdisc.org","Treatment Epoch"
"C101526","Code","17b3e3e9-bdbc-4498-ac2d-2fcbeacda1cf","2023-09-29","Code_132","http://www.cdisc.org","Treatment Epoch"
"C99158","Code","a01f37a6-4f12-4577-ad0e-ca7126872d85","2023-09-29","Code_133","http://www.cdisc.org","Clinical Study Follow-up"
"G30.9","Code","7b9825b9-0acc-4ce2-85d4-f6e6e87db28f","1","Code_327","ICD-10-CM","Alzheimer's disease; unspecified"
"26929004","Code","725a3d2c-a0ae-4464-b3e9-06487146a1a6","January 31, 2018","Code_328","SNOMED","Alzheimer's disease"
"C70793","Code","7360fbcd-df2a-46fc-866d-cb2418974ff3","2023-09-29","Code_142","http://www.cdisc.org","Sponsor"
"C85826","Code","91262686-b4be-415a-bc9d-e4f94ea8f9c5","2023-09-29","Code_332","http://www.cdisc.org","Trial Primary Objective"
"C94496","Code","219f643b-39dc-4090-b4b5-9a6436d83322","2023-09-29","Code_331","http://www.cdisc.org","Primary Endpoint"
"C94496","Code","2822aebb-2fa3-4375-b601-99f93ad8c079","2023-09-29","Code_333","http://www.cdisc.org","Primary Endpoint"
"C85826","Code","28aaad1a-133f-4a10-9006-5247b2794468","2023-09-29","Code_335","http://www.cdisc.org","Trial Primary Objective"
"C94496","Code","0e5cf0ae-9c23-4191-b253-6b0ed6657b73","2023-09-29","Code_334","http://www.cdisc.org","Primary Endpoint"
"C94496","Code","41fc6290-7631-46d3-93a4-dcc49e62923a","2023-09-29","Code_336","http://www.cdisc.org","Primary Endpoint"
"C94496","Code","a16eebde-7ac6-43f3-8ee4-ce36f40d5b30","2023-09-29","Code_337","http://www.cdisc.org","Primary Endpoint"
"C85827","Code","7934f4bc-f7b8-4c77-b670-7f174be7dc98","2023-09-29","Code_339","http://www.cdisc.org","Trial Secondary Objective"
"C139173","Code","57d10a92-2f2e-4784-9ec8-e7c58ac09eb2","2023-09-29","Code_338","http://www.cdisc.org","Secondary Endpoint"
"C139173","Code","d7295547-d877-4790-b83c-8fb43ed835ef","2023-09-29","Code_340","http://www.cdisc.org","Secondary Endpoint"
"C139173","Code","7d5e1817-c9ef-4da4-83d5-540af31164ea","2023-09-29","Code_341","http://www.cdisc.org","Secondary Endpoint"
"C85827","Code","dc7ac324-09fc-485b-8142-51a54e77c7da","2023-09-29","Code_343","http://www.cdisc.org","Trial Secondary Objective"
"C139173","Code","e484da9b-bbc8-4d2b-8dba-356e5f9b94e2","2023-09-29","Code_342","http://www.cdisc.org","Secondary Endpoint"
"C85827","Code","6ee630fe-12b1-4131-9c73-12c7aa0fb32b","2023-09-29","Code_345","http://www.cdisc.org","Trial Secondary Objective"
"C139173","Code","e0fcdb1d-0def-447c-bf78-dfc40976b120","2023-09-29","Code_344","http://www.cdisc.org","Secondary Endpoint"
"C85827","Code","90578675-03a0-4a91-8792-ed4063b6a3f1","2023-09-29","Code_347","http://www.cdisc.org","Trial Secondary Objective"
"C139173","Code","b12a0ded-7596-4e89-b991-c1cfd51b6afe","2023-09-29","Code_346","http://www.cdisc.org","Secondary Endpoint"
"C25532","Code","6732270d-2e19-441d-9b11-7b6a334a4e6e","2023-09-29","Code_348","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code","c21c8540-3205-4ef9-bf7d-ba3d42119f7c","2023-09-29","Code_349","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code","a1e4e805-4b0c-4986-8487-7035f56ec6ed","2023-09-29","Code_350","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code","564250e0-c74b-444f-87a0-e8e9eec32168","2023-09-29","Code_351","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code","1756c3d7-0673-46a2-8c5e-f531c28cc200","2023-09-29","Code_352","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code","597b1494-56f2-454a-a064-a9b23fd3975a","2023-09-29","Code_353","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code","f12d52d4-e88a-4f0e-ac75-2633c52cdd19","2023-09-29","Code_354","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code","2cdb6015-7bbb-4ea3-8fb0-eaa34ee2c6b1","2023-09-29","Code_355","http://www.cdisc.org","Inclusion Criteria"
"C25370","Code","3b1a8d04-75b2-4622-b697-d1c6428c921c","2023-09-29","Code_356","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","444af523-7025-44f1-bfe9-d14eb91c2a74","2023-09-29","Code_357","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","b7e49831-21b8-4de6-ab86-fb16a0daa950","2023-09-29","Code_358","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","77835a47-554a-4317-ac3d-2bd620f9b896","2023-09-29","Code_359","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","bc1c0e83-f61a-4107-8edc-94217a9f2171","2023-09-29","Code_360","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","8ee661a5-1307-459b-852c-e0a1cd5e93fc","2023-09-29","Code_361","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","d51652e7-faf7-403c-a20e-98f285506ce1","2023-09-29","Code_362","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","e1a1135d-ec98-4cdf-9150-fcc91f67e3a9","2023-09-29","Code_363","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","f2c6656b-c417-4051-b468-dd617f8e43bf","2023-09-29","Code_364","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","ec51929b-57d0-47c0-9d9d-38352f9b4362","2023-09-29","Code_365","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","fcfcbdfe-2b69-415c-a5d3-2c0d78cc516f","2023-09-29","Code_366","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","0c432c21-8071-4c41-9c01-99bc8a14fbef","2023-09-29","Code_367","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","59588558-dff8-4b44-bc8d-ac9286e48d2a","2023-09-29","Code_368","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","981f7db2-9306-4dbb-9af1-3bfb87ab2c24","2023-09-29","Code_369","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","07bdc8d1-b57e-47b8-a71f-e091cb7f2efa","2023-09-29","Code_370","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","29d51d5d-60dc-4351-8bac-8a3acca2fc72","2023-09-29","Code_371","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","71378699-2a52-4a0b-815d-911ec499413e","2023-09-29","Code_372","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","545ff150-c3e2-42d4-848f-f88ae4cb8ed9","2023-09-29","Code_373","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","9a7fbb61-3e06-419a-be15-f67d37fc30ad","2023-09-29","Code_374","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","0c521aba-3224-4053-801b-488f9f4ad261","2023-09-29","Code_375","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","5655cb09-d69f-4608-9bab-f7576cc653e1","2023-09-29","Code_376","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","10a1b08d-c653-4b5b-ab77-74a264faf326","2023-09-29","Code_377","http://www.cdisc.org","Exclusion Criteria"
"C25370","Code","3bc13f62-c174-4bfb-af6b-1631971516ad","2023-09-29","Code_378","http://www.cdisc.org","Exclusion Criteria"
"C29848","Code","f23d91f9-6abe-4dad-b47d-f1d38332da35","2023-09-29","Code_329","http://www.cdisc.org","Year"
"C201357","Code","e99d8e43-7970-4d01-964b-3d748be46400","2023-09-29","Code_14","http://www.cdisc.org","Before"
"C201355","Code","4df6d226-21ce-4995-b104-5b060d4eabf6","2023-09-29","Code_15","http://www.cdisc.org","Start to Start"
"C201357","Code","e5cbf598-af4b-459b-b310-090749af0c9d","2023-09-29","Code_16","http://www.cdisc.org","Before"
"C201355","Code","2b5219fb-a2d1-4fb6-b6ae-0efb436ef4c3","2023-09-29","Code_17","http://www.cdisc.org","Start to Start"
"C201358","Code","f98dddd0-9c4e-4b62-bf08-8bc8d90b8be4","2023-09-29","Code_19","http://www.cdisc.org","Fixed Reference"
"C201355","Code","8a02cede-4b58-4621-a6c2-793d0525e965","2023-09-29","Code_20","http://www.cdisc.org","Start to Start"
"C201356","Code","ea5f6884-6ef7-47e1-9afa-e41d795fcc0f","2023-09-29","Code_21","http://www.cdisc.org","After"
"C201355","Code","062d47e1-f5fb-49f3-b949-5556f706245f","2023-09-29","Code_22","http://www.cdisc.org","Start to Start"
"C201356","Code","9cebd287-41a8-4326-9772-4fb728a59951","2023-09-29","Code_24","http://www.cdisc.org","After"
"C201355","Code","899975bc-1b77-423b-9c4c-f99bba28ed1d","2023-09-29","Code_25","http://www.cdisc.org","Start to Start"
"C201356","Code","b477160b-8770-4f4b-9ef2-3519537946fe","2023-09-29","Code_27","http://www.cdisc.org","After"
"C201355","Code","14db8b1a-bb57-4bbf-b51d-870585b0668c","2023-09-29","Code_28","http://www.cdisc.org","Start to Start"
"C201356","Code","c6fe310d-c717-44fa-b574-3efeb4077958","2023-09-29","Code_30","http://www.cdisc.org","After"
"C201355","Code","ec85ba6b-12b5-4f7b-bf6a-8fc202f51be3","2023-09-29","Code_31","http://www.cdisc.org","Start to Start"
"C201356","Code","6b78d716-f62d-4c8a-9a1c-ee1069d417b0","2023-09-29","Code_35","http://www.cdisc.org","After"
"C201355","Code","b1b6d274-02c1-4bc6-92d6-93cce859dbb5","2023-09-29","Code_36","http://www.cdisc.org","Start to Start"
"C201356","Code","b389d1bb-1e14-4a8e-bb8f-4e90e419c41c","2023-09-29","Code_40","http://www.cdisc.org","After"
"C201355","Code","9b1f7aee-a18a-4294-9df8-71ec15667835","2023-09-29","Code_41","http://www.cdisc.org","Start to Start"
"C201356","Code","a764b849-1b7b-4a19-bad7-eac3c4801889","2023-09-29","Code_45","http://www.cdisc.org","After"
"C201355","Code","d25a91d1-0237-4310-8a4c-5abf6f695a00","2023-09-29","Code_46","http://www.cdisc.org","Start to Start"
"C201356","Code","7a12bbcb-6b6b-4dc5-a3fd-23001474c529","2023-09-29","Code_50","http://www.cdisc.org","After"
"C201355","Code","2cdf4f3e-689d-4d29-b766-43cfbc1e3a27","2023-09-29","Code_51","http://www.cdisc.org","Start to Start"
"C201356","Code","dc91a56b-4653-4d50-853b-e3d7affff70b","2023-09-29","Code_53","http://www.cdisc.org","After"
"C201355","Code","2f82282d-4f41-4901-9a44-1d1348e2a894","2023-09-29","Code_54","http://www.cdisc.org","Start to Start"
"C201356","Code","da5267e4-7262-474b-a9f7-8a22d0c276a2","2023-09-29","Code_33","http://www.cdisc.org","After"
"C201355","Code","368ea504-b478-4c68-991e-58677c70e079","2023-09-29","Code_34","http://www.cdisc.org","Start to Start"
"C201356","Code","fcc3390b-abd0-490e-b65a-a6dd83895d31","2023-09-29","Code_38","http://www.cdisc.org","After"
"C201355","Code","48ed59f3-a6ad-4fb2-83ad-102ffaf0ea19","2023-09-29","Code_39","http://www.cdisc.org","Start to Start"
"C201356","Code","dfbf2e62-0ff3-4c68-9f63-55ed7cb1d0b0","2023-09-29","Code_43","http://www.cdisc.org","After"
"C201355","Code","8a2c91e0-9355-4321-b6b2-f3007e8478da","2023-09-29","Code_44","http://www.cdisc.org","Start to Start"
"C201356","Code","e1066b1f-34f1-493b-b9c0-2f7605b9af51","2023-09-29","Code_48","http://www.cdisc.org","After"
"C201355","Code","0f3d5e43-4bbc-4091-b3e8-02e48bc9609c","2023-09-29","Code_49","http://www.cdisc.org","Start to Start"
"C201358","Code","5d327aad-a07b-4fcc-86cd-60742cf021e7","2023-09-29","Code_56","http://www.cdisc.org","Fixed Reference"
"C201355","Code","31da8832-c479-4cdf-b0f0-1950056a6046","2023-09-29","Code_57","http://www.cdisc.org","Start to Start"
"C201358","Code","a113d1d4-1d7a-4b6e-bf41-94193d5f4d25","2023-09-29","Code_58","http://www.cdisc.org","Fixed Reference"
"C201355","Code","941e72c4-ee52-440a-be08-703ed418006e","2023-09-29","Code_59","http://www.cdisc.org","Start to Start"
"C201358","Code","4c047a74-7b8a-412d-a8fa-51b6aebd9610","2023-09-29","Code_60","http://www.cdisc.org","Fixed Reference"
"C201355","Code","3ce58afb-631b-47e0-9c1c-2b8b4933ae47","2023-09-29","Code_61","http://www.cdisc.org","Start to Start"
"C201356","Code","9ca1a955-0a59-42a6-9110-ee96f1fce459","2023-09-29","Code_62","http://www.cdisc.org","After"
"C201355","Code","47f8cd8e-1ef4-4256-a395-8ce061390f29","2023-09-29","Code_63","http://www.cdisc.org","Start to Start"
"C201356","Code","db899322-05ad-419a-b5b3-34024fdee7fa","2023-09-29","Code_64","http://www.cdisc.org","After"
"C201353","Code","fb0e8781-4cfe-472d-8002-472869ac01c1","2023-09-29","Code_65","http://www.cdisc.org","End to Start"
"C201356","Code","65e1f424-69fa-4977-b709-bd721a913f09","2023-09-29","Code_66","http://www.cdisc.org","After"
"C201355","Code","e14f2651-cac8-4c86-8805-599477932f06","2023-09-29","Code_67","http://www.cdisc.org","Start to Start"
"C201356","Code","90095360-dfa0-4e3b-a7a3-1a4a542a8f2c","2023-09-29","Code_68","http://www.cdisc.org","After"
"C201353","Code","5ca72945-c864-4aa4-8aa8-dd8150942778","2023-09-29","Code_69","http://www.cdisc.org","End to Start"
"C201356","Code","a1a54ddc-469f-48d6-b25a-d7362bf95d93","2023-09-29","Code_70","http://www.cdisc.org","After"
"C201355","Code","04f7f77c-05e7-4d37-90bd-34df5e5074b0","2023-09-29","Code_71","http://www.cdisc.org","Start to Start"
"C70793","Code","981fc96d-3ee1-4fab-82fb-448d8df88efa","2023-09-29","Code_379","http://www.cdisc.org","Clinical Study Sponsor"
"GBR","Code","85299984-a12e-436d-84f0-b71871c93f47","2020-08","Code_380","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland"
"C94108","Code","be9f0abc-ec0e-44b6-9d41-50849fe51088","2023-09-29","Code_3","http://www.cdisc.org","Study Acronym"
"C99905x1","Code","94b467f0-413f-4b07-b010-d8cac1904332","2023-09-29","Code_5","http://www.cdisc.org","Brief Study Title"
"C99905x2","Code","1bb49e38-a2d5-4826-9270-19e65fb99537","2023-09-29","Code_6","http://www.cdisc.org","Official Study Title"
"C99905x3","Code","ae65f9f0-8e6d-45f9-8430-df521b52fb98","2023-09-29","Code_7","http://www.cdisc.org","Public Study Title"
"C25508","Code","c17c4993-9d7e-43f2-83a6-2f097970659d","2023-09-29","Code_8","http://www.cdisc.org","Final"
"C99903x1","Code","c0db4392-6635-4c50-a4de-5ec11374a201","2023-09-29","Code_11","http://www.cdisc.org","Protocol Effective Date"
"C41129","Code","ed2e6ad1-9f44-4744-a8ee-63f04278cc16","2023-09-29","Code_13","http://www.cdisc.org","Region"
"150","Code","6d351f9b-6b61-433c-b843-8f5440735e0a","2020-08","Code_12","ISO 3166 1 alpha3","Europe"
