"instanceType","uuid:ID","codeSystemVersion","code","codeSystem","decode","id"
"Code","7504b914-19ea-462c-be61-07db4e52262a","2023-09-29","C49673","http://www.cdisc.org","Beats per Minute","Code_247"
"Code","1fdb4b9a-ef87-4e03-95f3-6d474e234d33","","C73688","NCI Thesaurus","Count per Minute","Code_248"
"Code","7be8f226-1847-456e-a91c-b786375fb4e0","","C83088","NCI Thesaurus","Vital Signs Location","Code_249"
"Code","3c47dda0-80a1-414f-a59f-64191a3f9f54","","C123975","NCI Thesaurus","Vital Signs Laterality","Code_250"
"Code","6bdc988e-9cec-4efc-9741-0c2311dc0a24","","C82535","NCI Thesaurus","Test Method","Code_251"
"Code","70bf5752-3601-4499-8520-d12307bb373b","","C83114","NCI Thesaurus","Vital Signs Position","Code_252"
"Code","02ea8ac0-37a3-4676-a0b2-612e2240c519","","C49677","NCI Thesaurus","Heart Rate","Code_245"
"Code","9c05c607-bdb3-4d62-a8f5-9b9edfd3e9a2","","C173522","NCI Thesaurus","Vital Signs Result","Code_254"
"Code","a3105d28-81f3-4263-ae36-0fec413712c1","2023-09-29","C42547","http://www.cdisc.org","Pascal","Code_255"
"Code","c2abe36d-6705-4a4e-8736-02ff13b67be2","","C49669","NCI Thesaurus","Unit of Pressure","Code_256"
"Code","aa9a171f-0bd2-4432-af57-c5f9c6d4032f","","C83088","NCI Thesaurus","Vital Signs Location","Code_257"
"Code","3931adcf-eb23-41cf-92b9-67bcba6c744a","","C123975","NCI Thesaurus","Vital Signs Laterality","Code_258"
"Code","49366648-59f4-4ccf-9889-9f9c91a55ecc","","C82535","NCI Thesaurus","Test Method","Code_259"
"Code","26392f34-3cb1-4a6f-87d2-c504469301ea","","C83114","NCI Thesaurus","Vital Signs Position","Code_260"
"Code","70f4d3aa-b3c4-4b8a-b884-aeb5218f0eec","","C25298","NCI Thesaurus","Systolic Blood Pressure","Code_253"
"Code","9a620469-b130-45d5-85ac-545add86aaa9","","C173522","NCI Thesaurus","Vital Signs Result","Code_262"
"Code","410bd273-1ef6-4123-95a0-657a644f3210","2023-09-29","C42547","http://www.cdisc.org","Pascal","Code_263"
"Code","0dbf966d-c5e7-4aed-807b-9dbcd6483132","","C49669","NCI Thesaurus","Unit of Pressure","Code_264"
"Code","6022d414-d44a-4e3c-9284-9b9baa6b7bde","","C83088","NCI Thesaurus","Vital Signs Location","Code_265"
"Code","36cdebfc-4e4d-48a5-9779-f638cac2cf99","","C123975","NCI Thesaurus","Vital Signs Laterality","Code_266"
"Code","5d0c3b9b-88aa-49cc-a370-c6d29f4dfc09","","C82535","NCI Thesaurus","Test Method","Code_267"
"Code","5dba4767-6288-438e-accd-f7ce2451b24c","","C83114","NCI Thesaurus","Vital Signs Position","Code_268"
"Code","a6451de4-2890-4c53-8086-4f39ee1ed70d","","C25299","NCI Thesaurus","Diastolic Blood Pressure","Code_261"
"Code","41705624-b1f1-431b-a575-bc7f0f4eaa7c","","C173522","NCI Thesaurus","Vital Signs Result","Code_270"
"Code","71c31a5a-8704-4555-9f7d-6378c50c3cc8","2023-09-29","C49673","http://www.cdisc.org","Beats per Minute","Code_271"
"Code","8a21ed12-dafc-419d-966f-aaaa0b89155a","","C73688","NCI Thesaurus","Count per Minute","Code_272"
"Code","b441dc27-f78e-4546-bd27-074fa8efc363","","C83088","NCI Thesaurus","Vital Signs Location","Code_273"
"Code","f4cfe341-7fbd-47a4-9ab1-cd11a5ad4c9c","","C123975","NCI Thesaurus","Vital Signs Laterality","Code_274"
"Code","71773612-46dc-4e1a-9ec6-deeb94e9bede","","C82535","NCI Thesaurus","Test Method","Code_275"
"Code","48cf6def-1e0b-43c9-a3ac-0323be45a5f2","","C83114","NCI Thesaurus","Vital Signs Position","Code_276"
"Code","0b4af87c-6e4b-45e6-b790-be8f9549b30b","","C49677","NCI Thesaurus","Heart Rate","Code_269"
"Code","39542307-9fe2-4db3-8112-1fe688d9fd7a","2023-09-29","C174268","http://www.cdisc.org","Placebo Comparator Arm","Code_122"
"Code","dbbb8581-de37-4df9-9942-71c1255ede45","2023-09-29","C188866","http://www.cdisc.org","Data Generated Within Study","Code_123"
"Code","4d1ffa6d-a9fc-4910-8979-9e3010aeb287","2023-09-29","C174267","http://www.cdisc.org","Active Comparator Arm","Code_124"
"Code","1f5b9106-f17b-499d-a978-232148002894","2023-09-29","C188866","http://www.cdisc.org","Data Generated Within Study","Code_125"
"Code","841c27e8-a048-4267-b50a-3532dca1edc8","2023-09-29","C174267","http://www.cdisc.org","Active Comparator Arm","Code_126"
"Code","162367f7-7fc4-456b-aa97-a2a93eb3d886","2023-09-29","C188866","http://www.cdisc.org","Data Generated Within Study","Code_127"
"Code","5f574907-ba8b-4c65-947a-8868e8054a82","2023-09-29","C15228","http://www.cdisc.org","Double Blind Study","Code_135"
"Code","61ff11ee-3d8f-4c1d-9b7b-0d6623edf571","2023-09-29","C48262","http://www.cdisc.org","Trial Screening","Code_128"
"Code","c72fa151-7d31-454f-81f5-79e7ca0df5b5","2023-09-29","C101526","http://www.cdisc.org","Treatment Epoch","Code_129"
"Code","0fdd0251-6d0f-47a9-8de5-50c69bddda29","2023-09-29","C101526","http://www.cdisc.org","Treatment Epoch","Code_130"
"Code","fe124d57-8607-488a-a38e-575b84745cb3","2023-09-29","C101526","http://www.cdisc.org","Treatment Epoch","Code_131"
"Code","5c2748d2-23dc-4406-8b03-122dcc9412a8","2023-09-29","C99158","http://www.cdisc.org","Clinical Study Follow-up","Code_132"
"Code","8977d662-6cb8-40f1-b45a-aa1251ae4c6c","1","G30.9","ICD-10-CM","Alzheimer's disease; unspecified","Code_330"
"Code","dc8e36bf-94d6-4be7-b022-2e3f4ab1b1ad","January 31, 2018","26929004","SNOMED","Alzheimer's disease","Code_331"
"Code","2b71f2a5-d6ea-46ba-af38-32c13ab040e4","2023-09-29","C70793","http://www.cdisc.org","Sponsor","Code_141"
"Code","4ef46488-2a95-4c44-b78f-ce132e6e4ba2","2023-09-29","C85826","http://www.cdisc.org","Trial Primary Objective","Code_335"
"Code","970b2f37-9604-4af4-b215-fbd8f5851186","2023-09-29","C94496","http://www.cdisc.org","Primary Endpoint","Code_334"
"Code","d06211ab-a083-480c-90f8-e9d5a0378389","2023-09-29","C94496","http://www.cdisc.org","Primary Endpoint","Code_336"
"Code","2b6a83fd-5aec-4971-aace-65be910afc64","2023-09-29","C85826","http://www.cdisc.org","Trial Primary Objective","Code_338"
"Code","b5cea97d-059e-4a38-a88c-13207221a66c","2023-09-29","C94496","http://www.cdisc.org","Primary Endpoint","Code_337"
"Code","de527ecf-32eb-4237-888c-7e59c509bf27","2023-09-29","C94496","http://www.cdisc.org","Primary Endpoint","Code_339"
"Code","a14ca32a-de90-4d2f-8043-1c0da876d858","2023-09-29","C94496","http://www.cdisc.org","Primary Endpoint","Code_340"
"Code","f99b70d8-004b-483c-90d8-1ce3c16a0b04","2023-09-29","C85827","http://www.cdisc.org","Trial Secondary Objective","Code_342"
"Code","2ff8fff4-3149-442f-a5b7-e0b76fefeb10","2023-09-29","C139173","http://www.cdisc.org","Secondary Endpoint","Code_341"
"Code","6dcc7d32-efed-4253-bb84-0908b70b8462","2023-09-29","C139173","http://www.cdisc.org","Secondary Endpoint","Code_343"
"Code","ab4affda-e4f0-479c-91cc-7d9683f428bc","2023-09-29","C139173","http://www.cdisc.org","Secondary Endpoint","Code_344"
"Code","7704f29a-31d1-4ded-a457-aaebb528654c","2023-09-29","C25532","http://www.cdisc.org","Inclusion Criteria","Code_345"
"Code","5192bb5d-6c1e-4942-a15d-b125eb395b96","2023-09-29","C25532","http://www.cdisc.org","Inclusion Criteria","Code_346"
"Code","598c40bf-f9e2-497e-b1d0-249bce1d3b23","2023-09-29","C25532","http://www.cdisc.org","Inclusion Criteria","Code_347"
"Code","e43a96c1-82be-4a3c-95af-c304bbe2c75b","2023-09-29","C25370","http://www.cdisc.org","Exclusion Criteria","Code_348"
"Code","f11a7e8c-bc6a-4d09-8e53-5a60716ba277","2023-09-29","C29848","http://www.cdisc.org","Year","Code_332"
"Code","fb627f53-a565-4a23-8f7e-663cf6d303bc","2023-09-29","C201264","http://www.cdisc.org","Before","Code_14"
"Code","6348ceba-7cfb-43f2-9f14-571c58862ca6","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_15"
"Code","22197f13-ecc9-4282-8da4-10cafd587f2e","2023-09-29","C201264","http://www.cdisc.org","Before","Code_16"
"Code","029931b4-612d-4a0a-9903-4d1897a9238c","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_17"
"Code","c98f5ffd-5eba-4c5d-8b63-8f3d22dca9dd","2023-09-29","C201264","http://www.cdisc.org","Fixed Reference","Code_19"
"Code","3438caeb-7159-4c58-83b5-ae2f840b4baa","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_20"
"Code","a80d8165-78d3-4caa-9794-d63d77ef0292","2023-09-29","C201264","http://www.cdisc.org","After","Code_21"
"Code","f4abb1ca-28f2-437e-af19-fd17f5970c07","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_22"
"Code","c2bd39b7-39e9-457b-af0a-6c29cfaba9a5","2023-09-29","C201264","http://www.cdisc.org","After","Code_24"
"Code","9dafdb46-1421-4c0e-8bf8-7f027cca0955","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_25"
"Code","92a69b78-ac57-4b17-9d5b-daab5943bcce","2023-09-29","C201264","http://www.cdisc.org","After","Code_27"
"Code","cab59406-e194-4320-9f7e-cbdae1876b5d","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_28"
"Code","51ab97ce-a1a4-4d99-a576-42a81d51d12e","2023-09-29","C201264","http://www.cdisc.org","After","Code_30"
"Code","d42b9c41-e787-4d75-a231-3052cdc6d213","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_31"
"Code","636d24cb-dfc5-4856-be1c-f57dc040c1dd","2023-09-29","C201264","http://www.cdisc.org","After","Code_35"
"Code","1a6565a0-fe21-40ad-a875-a048e15a5b89","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_36"
"Code","4e554d8b-3788-4ce1-8f49-02fe1c63cd2b","2023-09-29","C201264","http://www.cdisc.org","After","Code_40"
"Code","d8c8be4f-4412-4fc3-9d29-db5d8c12bec3","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_41"
"Code","27a46c51-2c84-4e3b-9d8e-543892207caf","2023-09-29","C201264","http://www.cdisc.org","After","Code_45"
"Code","9a2d2d91-d7c4-417a-b47d-fe34aa27015d","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_46"
"Code","de6ec044-9d00-4450-8dc6-b1a9a84a3f84","2023-09-29","C201264","http://www.cdisc.org","After","Code_50"
"Code","d5684ea7-9c91-4972-86c9-f6810e1f1a49","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_51"
"Code","4bb0fd8b-f636-4d45-afb4-da01c0f546c6","2023-09-29","C201264","http://www.cdisc.org","After","Code_53"
"Code","cc99f5b2-fc6a-432e-977e-15714024a222","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_54"
"Code","d1c8cbc5-775f-4838-a178-bb56392fd681","2023-09-29","C201264","http://www.cdisc.org","After","Code_33"
"Code","24526173-3b26-452b-a769-e6a2f920397b","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_34"
"Code","c206c64e-016c-4ff2-b560-cd74f320bd35","2023-09-29","C201264","http://www.cdisc.org","After","Code_38"
"Code","d3452ede-e031-4cec-8ffc-5b78a1f4d425","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_39"
"Code","56f6a9d5-1ff7-492e-9487-b923ce3249e0","2023-09-29","C201264","http://www.cdisc.org","After","Code_43"
"Code","13c6d7c0-1c67-4171-948b-93e92cd44658","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_44"
"Code","e4826603-6034-4bce-baad-faacb513cb11","2023-09-29","C201264","http://www.cdisc.org","After","Code_48"
"Code","6c45738f-de31-48f4-90cc-804842e7c078","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_49"
"Code","151be0dc-7e42-48f4-89b2-8f6d4dbc5712","2023-09-29","C201264","http://www.cdisc.org","Fixed Reference","Code_56"
"Code","9c0a9428-378d-44f1-9e25-bf2fb0b6d932","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_57"
"Code","142d8def-e1d4-4c71-b399-06a4f6b04ecd","2023-09-29","C201264","http://www.cdisc.org","Fixed Reference","Code_58"
"Code","91d655a9-09c3-4db7-ae54-bec0b91eb728","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_59"
"Code","a6faf842-7928-4ac7-b4e5-47d0713e965e","2023-09-29","C201264","http://www.cdisc.org","Fixed Reference","Code_60"
"Code","1e36b9fb-93b1-46fa-bc80-73830fd306fe","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_61"
"Code","8bc223bd-25c3-4d2c-820b-c6ac7fa42466","2023-09-29","C201264","http://www.cdisc.org","After","Code_62"
"Code","df2722e0-87ca-496c-b7fa-a5b9475d0bd2","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_63"
"Code","94051a4a-669a-41b4-b9a7-29f04950ffcb","2023-09-29","C201264","http://www.cdisc.org","After","Code_64"
"Code","56389046-b077-4703-8b31-8c28315b4d91","2023-09-29","C201265","http://www.cdisc.org","End to Start","Code_65"
"Code","00ae0d41-903f-4583-a15c-9d1158bedf5b","2023-09-29","C201264","http://www.cdisc.org","After","Code_66"
"Code","04ccc19c-f7a0-41cc-b3ce-72d30a4aa59f","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_67"
"Code","34368991-5685-40e9-837f-a46d2b2cc045","2023-09-29","C201264","http://www.cdisc.org","After","Code_68"
"Code","00a6948e-d6a8-4dbc-8774-da1ddb768926","2023-09-29","C201265","http://www.cdisc.org","End to Start","Code_69"
"Code","047a1798-1e24-411e-88b9-d8114677231d","2023-09-29","C201264","http://www.cdisc.org","After","Code_70"
"Code","779e0b47-f73f-48cf-b631-6332d537dc3e","2023-09-29","C201265","http://www.cdisc.org","Start to Start","Code_71"
"Code","06237bb2-1dc3-45cf-af94-0629402585d0","2023-09-29","C70793","http://www.cdisc.org","Clinical Study Sponsor","Code_349"
"Code","dd1a081b-4c18-4528-88b8-da1ab1592e11","2020-08","GBR","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland","Code_350"
"Code","0c363f90-9c86-463a-8a6c-68f40b270778","2023-09-29","C94108","http://www.cdisc.org","Study Acronym","Code_3"
"Code","28416026-79c2-420b-a0cf-3bf4a6111531","2023-09-29","C99905x1","http://www.cdisc.org","Brief Study Title","Code_5"
"Code","31b02360-d1dd-4f1c-bdfa-b85e194c8b7b","2023-09-29","C99905x2","http://www.cdisc.org","Official Study Title","Code_6"
"Code","c43548a0-30c1-445a-9ad8-9fadfddc74c5","2023-09-29","C99905x3","http://www.cdisc.org","Public Study Title","Code_7"
"Code","0e8356d9-dfd0-4af2-aa3f-a842674609a7","2023-09-29","C25508","http://www.cdisc.org","Final","Code_8"
"Code","12453c5e-e99f-4de4-89f4-96a6d72e9728","2023-09-29","C99903x1","http://www.cdisc.org","Protocol Effective Date","Code_11"
"Code","b81a97c4-ce84-45ea-89c4-06c5fad01e13","2023-09-29","C41129","http://www.cdisc.org","Region","Code_13"
"Code","e1c7eb07-47e2-4d21-8eea-b967ca619558","2020-08","150","ISO 3166 1 alpha3","Europe","Code_12"
