"instanceType","codeSystem","code","decode","uuid:ID","codeSystemVersion","id"
"Code","http://www.cdisc.org","C49487","No","2b905cd1-0072-4122-bd26-89445d62a6f9","2023-12-15","Code_173"
"Code","http://www.cdisc.org","C49488","Yes","4883960c-8862-454e-aaac-f7aeb6c3cd0b","2023-12-15","Code_174"
"Code","http://www.cdisc.org","C83052","Adverse Event associated with Hospitalization","ec87b0e8-3045-4507-94f9-d56eeec55ed3","2023-12-15","Code_175"
"Code","http://www.cdisc.org","C49487","No","1f5ab769-30de-45d1-a2b5-8a64f1f8953f","2023-12-15","Code_176"
"Code","http://www.cdisc.org","C49488","Yes","42c5678e-0374-4269-8d2b-e35f90488943","2023-12-15","Code_177"
"Code","http://www.cdisc.org","C84266","Life Threatening Adverse Event","e0e91221-5654-4ae1-a42c-4436117afee8","2023-12-15","Code_178"
"Code","http://www.cdisc.org","C49487","No","3f782399-c28b-4a63-a9e3-4898a4e2e033","2023-12-15","Code_179"
"Code","http://www.cdisc.org","C49488","Yes","f413c899-9668-43b6-89a8-fa761500f88e","2023-12-15","Code_180"
"Code","http://www.cdisc.org","C83214","Adverse Event Occurred with Overdose","98fc0316-ad1e-4044-b7f4-a44b6c5a265c","2023-12-15","Code_181"
"Code","http://www.cdisc.org","C49487","No","22f52e87-f546-4d43-b8ca-5953cebd3329","2023-12-15","Code_182"
"Code","http://www.cdisc.org","C49488","Yes","22ed3e38-d46b-42f3-8b2b-1b1ca9b62cf4","2023-12-15","Code_183"
"Code","http://www.cdisc.org","C83053","Adverse Event Associated with Serious Medical Event","0671f7b4-ee0b-4ab2-a83f-7bd5473fa96a","2023-12-15","Code_184"
"Code","http://www.cdisc.org","C49487","No","5e115a1e-19fe-44af-b424-b5cd340615ce","2023-12-15","Code_185"
"Code","http://www.cdisc.org","C49488","Yes","4c40f52c-dac2-47d6-a9c2-37e9de34d15d","2023-12-15","Code_186"
"Code","http://www.cdisc.org","C83199","Adverse Event Concomitant Treatment","339a8a26-6b85-4c66-a2bd-2a330f8d9799","2023-12-15","Code_187"
"Code","http://www.cdisc.org","C83215","Adverse Event Start Date Time","8a50d9fa-2b2b-425a-8d91-7fa774d83cb5","2023-12-15","Code_188"
"Code","http://www.cdisc.org","C83201","Adverse Event End Date Time","a3c02cc3-1e9b-4b53-8f14-68d3a7e9723d","2023-12-15","Code_189"
"Code","http://www.cdisc.org","C179175","Solicited Adverse Event","7c1c01a7-06fc-49e6-9b89-807f34d09a6b","2023-12-15","Code_190"
"Code","http://www.cdisc.org","C25298","SYSBP","a321100c-2f7b-4821-be56-d172f71eecc1","2023-12-15","Code_191"
"Code","http://www.cdisc.org","C77140","Clinical Test Result","2fd659c2-eb0d-4022-8bbf-93e8783cf02d","2023-12-15","Code_192"
"Code","http://www.cdisc.org","C49669","Unit of Pressure","ff3c6764-bbfc-4c1c-aa8f-9151c7c029e6","2023-12-15","Code_193"
"Code","http://www.cdisc.org","C62122","Sitting","1a0a32a0-6f2f-44eb-b332-3c7dd2247885","2023-12-15","Code_194"
"Code","http://www.cdisc.org","C62166","Standing","76eba6c9-50b3-4f80-adb9-9c50849f7c32","2023-12-15","Code_195"
"Code","http://www.cdisc.org","C62167","Supine Position","bebac5dc-9b02-4c65-9356-66845cebef5e","2023-12-15","Code_196"
"Code","http://www.cdisc.org","C62164","Body Position","b598f66a-be35-4af8-a46c-f244bd753f4a","2023-12-15","Code_197"
"Code","http://www.cdisc.org","C12681","Brachial Artery","2a496b81-643a-4aff-817f-1dff4bbd8479","2023-12-15","Code_198"
"Code","http://www.cdisc.org","C12687","Common Carotid Artery","315ec2c0-1092-454c-bdb9-8922faed79c8","2023-12-15","Code_199"
"Code","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","8edc70c6-05fd-4b50-bfdb-2d4a08a22876","2023-12-15","Code_200"
"Code","http://www.cdisc.org","C12715","Femoral Artery","91e851ff-1f0c-4128-8a97-5a34d6095bd5","2023-12-15","Code_201"
"Code","http://www.cdisc.org","C12838","Radial Artery","6f93f9a9-37c5-4148-9c71-a9f5586ccd35","2023-12-15","Code_202"
"Code","http://www.cdisc.org","C13717","Anatomic Site","208606df-1ad3-4154-a9a9-522b3584892a","2023-12-15","Code_203"
"Code","http://www.cdisc.org","C25229","Left","d5e20899-2302-4435-9859-6399e1c5e2f3","2023-12-15","Code_204"
"Code","http://www.cdisc.org","C25228","Right","62327127-53f6-43b3-8485-70ecc5ca3e89","2023-12-15","Code_205"
"Code","http://www.cdisc.org","C25185","Laterality","18cf452a-b250-446b-b836-1c8df6540d47","2023-12-15","Code_206"
"Code","http://www.cdisc.org","C25298","SYSBP","f40a9146-b8d9-49a4-96be-30e5b2707830","2023-12-15","Code_207"
"Code","http://www.cdisc.org","C25299","DIABP","053dfa55-1917-4176-ad0d-1e0aa8debde4","2023-12-15","Code_208"
"Code","http://www.cdisc.org","C77140","Clinical Test Result","90581e8c-2b1d-490d-84e4-cf67acafa59a","2023-12-15","Code_209"
"Code","http://www.cdisc.org","C49669","Unit of Pressure","df4ae96b-a65c-44e4-85ed-bec2198e80af","2023-12-15","Code_210"
"Code","http://www.cdisc.org","C62122","Sitting","0d147c62-cbda-47d1-b601-eb0158ff2fda","2023-12-15","Code_211"
"Code","http://www.cdisc.org","C62166","Standing","cf249106-feee-4fe8-9b15-2d78b33cc19c","2023-12-15","Code_212"
"Code","http://www.cdisc.org","C62167","Supine Position","d0169fcc-e295-48c9-965c-4aec7113974a","2023-12-15","Code_213"
"Code","http://www.cdisc.org","C62164","Body Position","8cd8b602-2d1d-4f3c-aa93-af619e15d288","2023-12-15","Code_214"
"Code","http://www.cdisc.org","C12681","Brachial Artery","3c5934ee-33a9-4857-a789-e79a01753966","2023-12-15","Code_215"
"Code","http://www.cdisc.org","C12687","Common Carotid Artery","f8beb37c-18e9-49f3-91cc-1f4bfc32f9d4","2023-12-15","Code_216"
"Code","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","e85a1665-1238-4d1d-8294-1bed5c2ba1ad","2023-12-15","Code_217"
"Code","http://www.cdisc.org","C12715","Femoral Artery","5325b43d-8f50-493d-b2c7-80d8b3136de0","2023-12-15","Code_218"
"Code","http://www.cdisc.org","C12838","Radial Artery","b32da34b-cf15-44e1-a5d1-40beb665dc2d","2023-12-15","Code_219"
"Code","http://www.cdisc.org","C13717","Anatomic Site","8565f2f8-1a94-4da6-8fe4-4e7315b96672","2023-12-15","Code_220"
"Code","http://www.cdisc.org","C25229","Left","e09bdaad-3352-4831-b293-a0f7f7c99089","2023-12-15","Code_221"
"Code","http://www.cdisc.org","C25228","Right","ab9a38f4-e8d9-4609-9ba6-f423fba7a7f8","2023-12-15","Code_222"
"Code","http://www.cdisc.org","C25185","Laterality","e43957b1-e740-4d8e-9c8b-59ba14515f42","2023-12-15","Code_223"
"Code","http://www.cdisc.org","C25299","DIABP","57383924-7259-482a-b718-ff478eb122d5","2023-12-15","Code_224"
"Code","http://www.cdisc.org","C174446","TEMP","a8244e8e-ef0c-41e9-8123-52362871615e","2023-12-15","Code_225"
"Code","http://www.cdisc.org","C77140","Clinical Test Result","263f9bff-01cf-4edc-abf5-ce3d69adeea6","2023-12-15","Code_226"
"Code","http://www.cdisc.org","C42559","Degree Celsius","db3a1a7d-d06f-41de-8dbe-3c2a680871e3","2023-12-15","Code_227"
"Code","http://www.cdisc.org","C44277","Degree Fahrenheit","e53011a9-c69f-4208-87a9-bf2d74d473e8","2023-12-15","Code_228"
"Code","http://www.cdisc.org","C42537","Kelvin","94fbeac1-2409-4301-ae58-8071759e857e","2023-12-15","Code_229"
"Code","http://www.cdisc.org","C44276","Unit of Temperature","f06ff980-9cfe-48b3-8b1f-b5652c4f7b9e","2023-12-15","Code_230"
"Code","http://www.cdisc.org","C12674","Axilla","1ae657bd-9e40-4662-a420-4633043e5993","2023-12-15","Code_231"
"Code","http://www.cdisc.org","C12394","Ear","7be8096a-5e4f-47ad-876f-79af211d1872","2023-12-15","Code_232"
"Code","http://www.cdisc.org","C89803","Forehead","439baa6b-eeaf-402b-9349-cd7efd600624","2023-12-15","Code_233"
"Code","http://www.cdisc.org","C12421","Oral Cavity","3c540303-5fd2-4ae4-94ba-abe432485354","2023-12-15","Code_234"
"Code","http://www.cdisc.org","C12390","Rectum","f241db39-fb28-48d0-985b-56551cf99fbe","2023-12-15","Code_235"
"Code","http://www.cdisc.org","C13717","Anatomic Site","cd0f7846-c667-4d84-aa30-a582fd53c73f","2023-12-15","Code_236"
"Code","http://www.cdisc.org","C174446","TEMP","ecf6ae4c-fd1a-454c-9b2c-9beb9fced75f","2023-12-15","Code_237"
"Code","http://www.cdisc.org","C25208","WEIGHT","f2a6f7a7-dbc9-479d-b40d-1f9b9d94dee7","2023-12-15","Code_238"
"Code","http://www.cdisc.org","C77140","Clinical Test Result","c49d23ee-a853-4534-ba31-314fc8296677","2023-12-15","Code_239"
"Code","http://www.cdisc.org","C48531","Pound","6df17088-6476-4fd1-8aa0-825585fc66ad","2023-12-15","Code_240"
"Code","http://www.cdisc.org","C48155","Gram","042f231d-e511-4201-b4a3-7aaefd8cdcce","2023-12-15","Code_241"
"Code","http://www.cdisc.org","C28252","Kilogram","0a3ada5a-4114-4b24-869e-c27da4424f65","2023-12-15","Code_242"
"Code","http://www.cdisc.org","C48208","Unit of Weight","9463fe45-e963-4195-9ac1-69545f8863f5","2023-12-15","Code_243"
"Code","http://www.cdisc.org","C25208","WEIGHT","0d7de1f5-4c4d-4717-a61a-14d5ca772819","2023-12-15","Code_244"
"Code","http://www.cdisc.org","C25347","HEIGHT","a8a159f7-0f67-411e-9e74-efa0c966a42c","2023-12-15","Code_245"
"Code","http://www.cdisc.org","C77140","Clinical Test Result","f222cbf1-b8b8-42e1-8bc5-89b12aa5ea77","2023-12-15","Code_246"
"Code","http://www.cdisc.org","C49668","Centimeter","878d4a7c-b1a5-4e2f-86fd-9454dc7c555f","2023-12-15","Code_247"
"Code","http://www.cdisc.org","C48500","Inch","cd7c2731-b45a-412f-ba6f-fb0991565f81","2023-12-15","Code_248"
"Code","http://www.cdisc.org","C41139","Meter","68e556c7-5bbc-48c9-9b3c-89ac6f2b2967","2023-12-15","Code_249"
"Code","http://www.cdisc.org","C168688","Unit of Height","4ccb7b40-c268-4d75-88ae-ba687e10bf4e","2023-12-15","Code_250"
"Code","http://www.cdisc.org","C25347","HEIGHT","ea92809d-2bfe-4b48-ad2e-a48070a5a004","2023-12-15","Code_251"
"Code","http://www.cdisc.org","C64433","ALT","884e7639-8fb9-4126-a070-629525041e6d","2023-12-15","Code_252"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","2dbd0b6a-fedc-473a-b2fa-7749f3bb25f1","2023-12-15","Code_253"
"Code","http://www.cdisc.org","C67456","Unit per Liter","6b475585-0ed7-4bf5-8937-40c657d65714","2023-12-15","Code_254"
"Code","http://www.cdisc.org","C67397","Microkatal per Liter","6329c262-2345-49cf-8c72-f996716472b2","2023-12-15","Code_255"
"Code","http://www.cdisc.org","C67376","International Unit per Liter","ba5d199d-19be-4dce-b1e0-98d3e11c17cc","2023-12-15","Code_256"
"Code","http://www.cdisc.org","C70510","Nanokatal per Liter","04527158-a1b7-4079-82c0-e26fa1d84968","2023-12-15","Code_257"
"Code","http://www.cdisc.org","C67365","Unit of Catalytic Activity Concentration","0408704c-bff5-434e-9611-63fbcc9b723f","2023-12-15","Code_258"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","cff0d0c0-cfbe-4826-9981-4e7e67e8fb15","2023-12-15","Code_259"
"Code","http://www.cdisc.org","C49487","No","33c619b1-7a8a-4a7f-815b-ab39797cba86","2023-12-15","Code_260"
"Code","http://www.cdisc.org","C49488","Yes","323fc506-33eb-42f5-8808-682c8ba7349e","2023-12-15","Code_261"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","54890f81-ddbb-4811-b4fa-26097cf10ffc","2023-12-15","Code_262"
"Code","http://www.cdisc.org","C64433","ALT","c6f31341-4e69-48d7-84cf-f4b28886899b","2023-12-15","Code_263"
"Code","http://www.cdisc.org","C64431","ALB","fb054207-ac06-4280-b36c-ca76ee4eb700","2023-12-15","Code_264"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","aa9cecc3-23ab-484f-8ef3-1521985e948b","2023-12-15","Code_265"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","55da335a-a7ba-463e-be4b-df316be9e9dc","2023-12-15","Code_266"
"Code","http://www.cdisc.org","C49487","No","6a6d0a40-5d81-40a0-aa66-615540b28e85","2023-12-15","Code_267"
"Code","http://www.cdisc.org","C49488","Yes","96615a23-a8db-4329-a022-25eec89f07eb","2023-12-15","Code_268"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","95b024a4-7f09-4f46-a725-8b4d70e0dceb","2023-12-15","Code_269"
"Code","http://www.cdisc.org","C64431","ALB","8e6b799f-d07f-47cc-a435-72fe46e3f20c","2023-12-15","Code_270"
"Code","http://www.cdisc.org","C64432","ALP","98e55ff9-4e1e-4a2f-ae3c-ee470b960f62","2023-12-15","Code_271"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","c7bb2107-9213-4edd-a842-c9c8e71cbb65","2023-12-15","Code_272"
"Code","http://www.cdisc.org","C67456","Unit per Liter","4b840500-58a6-4498-bc23-fb0eb5e2f5a9","2023-12-15","Code_273"
"Code","http://www.cdisc.org","C67397","Microkatal per Liter","8de1ce51-db4f-4d1c-a5f0-e99869fd8f2d","2023-12-15","Code_274"
"Code","http://www.cdisc.org","C67376","International Unit per Liter","6053287a-11df-44e6-9ffe-03acd4c6ac2a","2023-12-15","Code_275"
"Code","http://www.cdisc.org","C67365","Unit of Catalytic Activity Concentration","b53e7260-3f70-4500-8562-967a44e8537e","2023-12-15","Code_276"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","b16cd537-893c-44d9-b332-ede667c62c35","2023-12-15","Code_277"
"Code","http://www.cdisc.org","C49487","No","2221c74d-4011-4fe4-a497-c4a2f577811c","2023-12-15","Code_278"
"Code","http://www.cdisc.org","C49488","Yes","97d0543e-8e47-4d9b-abf2-91c037b08787","2023-12-15","Code_279"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","350efc6b-161a-46d7-a05f-eb0fdf3efc70","2023-12-15","Code_280"
"Code","http://www.cdisc.org","C64432","ALP","71175e7e-abec-4685-86de-ada87aa889fe","2023-12-15","Code_281"
"Code","http://www.cdisc.org","C64467","AST","282a2938-0d8e-4013-a75f-4c0a3d4edb22","2023-12-15","Code_282"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","86322160-8e77-4532-888c-81aaa8c9935a","2023-12-15","Code_283"
"Code","http://www.cdisc.org","C67456","Unit per Liter","27760c43-8679-4997-b4dc-7f396e9e6f6e","2023-12-15","Code_284"
"Code","http://www.cdisc.org","C67397","Microkatal per Liter","a77069b9-fc28-4cc9-9fa5-3ff799ecb44f","2023-12-15","Code_285"
"Code","http://www.cdisc.org","C67376","International Unit per Liter","64ba964b-d8d3-4ebc-9a23-283c594ac2ce","2023-12-15","Code_286"
"Code","http://www.cdisc.org","C67365","Unit of Catalytic Activity Concentration","dbd5384e-1c2d-492c-83af-f2486773e5c3","2023-12-15","Code_287"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","43f41e76-b876-4f9b-8228-95fdaec351aa","2023-12-15","Code_288"
"Code","http://www.cdisc.org","C49487","No","c1d9fcda-2d8f-4ee3-9d3f-e46400297f6a","2023-12-15","Code_289"
"Code","http://www.cdisc.org","C49488","Yes","cca74cc2-3bd1-446c-a2ed-342445bb4fe4","2023-12-15","Code_290"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","a44a7e73-b9ed-43fb-a380-645459bc0c56","2023-12-15","Code_291"
"Code","http://www.cdisc.org","C64467","AST","ee6409e0-e42f-4eb8-a575-ca1b0efe026c","2023-12-15","Code_292"
"Code","http://www.cdisc.org","C64547","CREAT","06f9e48b-a4a4-4251-ba3d-fb3b70dedb0b","2023-12-15","Code_293"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","de640fba-7309-4570-8f5e-a6e1fc1ec51d","2023-12-15","Code_294"
"Code","http://www.cdisc.org","C67015","Milligram per Deciliter","663ada3f-929f-4e17-a499-71692d65e89d","2023-12-15","Code_295"
"Code","http://www.cdisc.org","C64572","Microgram per Milliliter","0c9ff0fa-933f-4ca6-8c48-dc174e95c85f","2023-12-15","Code_296"
"Code","http://www.cdisc.org","C64387","Millimole per Liter","8317dda0-5f0b-445e-a013-332a1826d785","2023-12-15","Code_297"
"Code","http://www.cdisc.org","C48508","Micromole per Liter","81b1e53e-2d74-4406-86d0-acb6a2f5bb98","2023-12-15","Code_298"
"Code","http://www.cdisc.org","C48207","Unit of Concentration","6a5dab0d-af73-43a4-a57b-e37485835e8c","2023-12-15","Code_299"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","a3c3e2f2-2811-4ee3-a734-fdf6d7928877","2023-12-15","Code_300"
"Code","http://www.cdisc.org","C49487","No","c728707b-d290-4299-8e75-831fba560347","2023-12-15","Code_301"
"Code","http://www.cdisc.org","C49488","Yes","a9b519e8-3825-4117-bac8-dca2affcd7bb","2023-12-15","Code_302"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","fc3bdbd2-a17b-4944-ac57-9b072364befc","2023-12-15","Code_303"
"Code","http://www.cdisc.org","C64547","CREAT","f0d3855e-3495-47bb-b729-153601422215","2023-12-15","Code_304"
"Code","http://www.cdisc.org","C64853","K","90f12257-5cad-4565-9d59-7acc8cb51c6f","2023-12-15","Code_305"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","aaa09c14-eab2-4cd1-aaf2-f2f0c0a2db71","2023-12-15","Code_306"
"Code","http://www.cdisc.org","C67474","Milliequivalent per Liter","e0f57340-7153-460b-a56c-267ec0ad916f","2023-12-15","Code_307"
"Code","http://www.cdisc.org","C67473","Milliequivalent per Deciliter","76644b7a-63a3-4e57-9403-537639516f3f","2023-12-15","Code_308"
"Code","http://www.cdisc.org","C64387","Millimole per Liter","61607187-5941-4b5d-9398-a01857101e31","2023-12-15","Code_309"
"Code","http://www.cdisc.org","C64567","Molarity Unit","a7d92daa-fa94-4d9a-b8e6-825f6ec7750e","2023-12-15","Code_310"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","e969acbc-9b47-4c7b-a63a-0d08d54f7fbc","2023-12-15","Code_311"
"Code","http://www.cdisc.org","C49487","No","97034e76-1bd7-4824-b8d5-8071538d91c2","2023-12-15","Code_312"
"Code","http://www.cdisc.org","C49488","Yes","0caac984-2feb-49c6-923b-fb7c82cf35fc","2023-12-15","Code_313"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","7b46502c-f8fb-4b5d-b9e1-fb52e083211b","2023-12-15","Code_314"
"Code","http://www.cdisc.org","C64853","K","a7b8516a-68b0-4062-a512-cb99c0cfebbb","2023-12-15","Code_315"
"Code","http://www.cdisc.org","C64809","SODIUM","fb7319da-878b-4b2f-8c4b-cff29e7c9c76","2023-12-15","Code_316"
"Code","http://www.cdisc.org","C36292","Laboratory Test Result","11dd3558-7a71-4054-98d1-7ec5bac681b3","2023-12-15","Code_317"
"Code","http://www.cdisc.org","C67474","Milliequivalent per Liter","6bf6f278-7f1c-4114-bb7b-56859ad3e364","2023-12-15","Code_318"
"Code","http://www.cdisc.org","C67473","Milliequivalent per Deciliter","2cf2ec1b-8911-422e-b14e-5b51fa2fb778","2023-12-15","Code_319"
"Code","http://www.cdisc.org","C64387","Millimole per Liter","e29abb1b-5455-44ae-a1fd-4e6c3181e342","2023-12-15","Code_320"
"Code","http://www.cdisc.org","C64567","Molarity Unit","25b1bc45-ae20-4d9e-877c-ada4715abdc8","2023-12-15","Code_321"
"Code","http://www.cdisc.org","C70713","Biospecimen Type","ec570ffa-eb3f-4bc1-ab40-12278b614557","2023-12-15","Code_322"
"Code","http://www.cdisc.org","C49487","No","9b2bafbd-63b9-4109-bb8b-efe95cea242e","2023-12-15","Code_323"
"Code","http://www.cdisc.org","C49488","Yes","585765a4-1aba-483e-848f-8c86eef4fce2","2023-12-15","Code_324"
"Code","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","93b207d7-4abf-42d6-8486-89c86a0df403","2023-12-15","Code_325"
"Code","http://www.cdisc.org","C64809","SODIUM","b1167dfc-11dd-45b6-939e-ac88721a1536","2023-12-15","Code_326"
"Code","http://www.cdisc.org","C25298","SYSBP","873183ba-4fe6-4544-8fe5-8c17a5159a0b","2023-12-15","Code_327"
"Code","http://www.cdisc.org","C77140","Clinical Test Result","79795687-1ea9-4f74-9c52-6401ff0f4fc4","2023-12-15","Code_328"
"Code","http://www.cdisc.org","C49669","Unit of Pressure","c0bb97e5-6d90-446d-87e5-674e3d905a7c","2023-12-15","Code_329"
"Code","http://www.cdisc.org","C62122","Sitting","1980fa27-2955-4ecd-999c-196550503cd1","2023-12-15","Code_330"
"Code","http://www.cdisc.org","C62166","Standing","69e91b8b-d026-4d64-8831-a0771f4c7d63","2023-12-15","Code_331"
"Code","http://www.cdisc.org","C62167","Supine Position","a878676e-228e-41ad-b7f9-df32c57d05f8","2023-12-15","Code_332"
"Code","http://www.cdisc.org","C62164","Body Position","808812ae-9904-4e23-a8c5-8dfa3e570f53","2023-12-15","Code_333"
"Code","http://www.cdisc.org","C12681","Brachial Artery","1c3c4406-85a8-485b-acce-97dd1f841f92","2023-12-15","Code_334"
"Code","http://www.cdisc.org","C12687","Common Carotid Artery","19bc7b88-9d32-4930-8687-39390c5eaed0","2023-12-15","Code_335"
"Code","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","2bbb0b7b-1c14-4685-8f6d-68c76c613fe4","2023-12-15","Code_336"
"Code","http://www.cdisc.org","C12715","Femoral Artery","268099c2-2f57-4334-96c9-104317af1ac9","2023-12-15","Code_337"
"Code","http://www.cdisc.org","C12838","Radial Artery","1a2454a9-c843-4187-bbc3-000bbb4da663","2023-12-15","Code_338"
"Code","http://www.cdisc.org","C13717","Anatomic Site","e8c50eac-5d64-4ec0-bce3-4c132d55bbd2","2023-12-15","Code_339"
"Code","http://www.cdisc.org","C25229","Left","75b2ad18-d878-4aca-b121-78bb29e00364","2023-12-15","Code_340"
"Code","http://www.cdisc.org","C25228","Right","0a47f910-0b81-44fa-90a8-caef1ab7e4d0","2023-12-15","Code_341"
"Code","http://www.cdisc.org","C25185","Laterality","100a21ae-6bc3-4bda-adf0-b30a5e50f212","2023-12-15","Code_342"
"Code","http://www.cdisc.org","C25298","SYSBP","b09aee7a-76bc-461e-b9a1-6099a5168d9c","2023-12-15","Code_343"
"Code","http://www.cdisc.org","C25299","DIABP","ebf2cdf9-eb6d-4089-bc7f-e0e5e2a0a92e","2023-12-15","Code_344"
"Code","http://www.cdisc.org","C77140","Clinical Test Result","f38e2eb1-4ba6-427e-a0d5-897918aef363","2023-12-15","Code_345"
"Code","http://www.cdisc.org","C49669","Unit of Pressure","fbca5d22-06bf-4e30-a035-f351d81dab35","2023-12-15","Code_346"
"Code","http://www.cdisc.org","C62122","Sitting","a050c85c-77f3-4298-a128-aff9e5950f51","2023-12-15","Code_347"
"Code","http://www.cdisc.org","C62166","Standing","b749c08a-8461-4875-82ea-9ac62f48b6c6","2023-12-15","Code_348"
"Code","http://www.cdisc.org","C62167","Supine Position","3f39747d-d8e3-40c0-868c-43b9bbad64b9","2023-12-15","Code_349"
"Code","http://www.cdisc.org","C62164","Body Position","19930e40-a7d5-4c29-b016-a4b629f3b836","2023-12-15","Code_350"
"Code","http://www.cdisc.org","C12681","Brachial Artery","d2d5ed9c-bfb4-46ee-b949-1880603205b5","2023-12-15","Code_351"
"Code","http://www.cdisc.org","C12687","Common Carotid Artery","ddf62386-128c-4581-9f7d-3fb500509a8c","2023-12-15","Code_352"
"Code","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","26222b3b-6b63-4ca2-8ce2-a68d503c1579","2023-12-15","Code_353"
"Code","http://www.cdisc.org","C12715","Femoral Artery","f20dbdd8-1424-4087-b471-b703bb34d670","2023-12-15","Code_354"
"Code","http://www.cdisc.org","C12838","Radial Artery","67ff7fba-56f0-4179-9097-bb6e245a0167","2023-12-15","Code_355"
"Code","http://www.cdisc.org","C13717","Anatomic Site","aeff38b3-6a46-49ed-9ca2-cc48fc69e4b9","2023-12-15","Code_356"
"Code","http://www.cdisc.org","C25229","Left","4e325f41-6bff-4ccf-b3d4-6d4303c6db3e","2023-12-15","Code_357"
"Code","http://www.cdisc.org","C25228","Right","7b110b8f-990a-4c83-8066-3ffde6e9733e","2023-12-15","Code_358"
"Code","http://www.cdisc.org","C25185","Laterality","164b3875-e173-4687-b58d-b7df61994c3a","2023-12-15","Code_359"
"Code","http://www.cdisc.org","C25299","DIABP","05ac06c0-5d5f-4f48-9536-eb73ae560cdf","2023-12-15","Code_360"
"Code","http://www.cdisc.org","C49677","HR","da5148ac-f571-4c94-8a63-eeec58cb0f85","2023-12-15","Code_361"
"Code","http://www.cdisc.org","C77140","Clinical Test Result","60bde4d6-4c41-451e-b800-1b531f3620c7","2023-12-15","Code_362"
"Code","http://www.cdisc.org","C73688","Count per Minute","a087940f-89e0-458a-aa51-f3614b1f434b","2023-12-15","Code_363"
"Code","http://www.cdisc.org","C62122","Sitting","c7a7df94-517d-4ac2-b7ce-87a09d72c352","2023-12-15","Code_364"
"Code","http://www.cdisc.org","C62166","Standing","dcdbd5f2-6781-4d61-8749-30a4ae3b3812","2023-12-15","Code_365"
"Code","http://www.cdisc.org","C62167","Supine Position","bef3d815-dec4-4ddd-ad92-2a93f121e42d","2023-12-15","Code_366"
"Code","http://www.cdisc.org","C62164","Body Position","c5688c6a-0c1a-4be5-a357-b421959d96a0","2023-12-15","Code_367"
"Code","http://www.cdisc.org","C12681","Brachial Artery","66335be1-af19-41aa-9b35-7299f5006182","2023-12-15","Code_368"
"Code","http://www.cdisc.org","C12687","Common Carotid Artery","46a8edc6-671e-4cce-bcaf-aa2a0c0d13d1","2023-12-15","Code_369"
"Code","http://www.cdisc.org","C32478","Dorsalis Pedis Artery","d0fc0af6-f3c7-46e0-b237-87f5e7524e2e","2023-12-15","Code_370"
"Code","http://www.cdisc.org","C12715","Femoral Artery","d92de623-eb51-4ea9-9b20-e0515e12a91d","2023-12-15","Code_371"
"Code","http://www.cdisc.org","C12838","Radial Artery","ee219402-2750-4c6a-8113-7bbcd6633946","2023-12-15","Code_372"
"Code","http://www.cdisc.org","C13717","Anatomic Site","77a9500e-9a9a-42c9-bf43-53220047a6bd","2023-12-15","Code_373"
"Code","http://www.cdisc.org","C25229","Left","2c7ad4c6-627d-4bbb-a46a-5b629d68d964","2023-12-15","Code_374"
"Code","http://www.cdisc.org","C25228","Right","c218ea29-1a03-4a6a-9cb7-18e2d0447913","2023-12-15","Code_375"
"Code","http://www.cdisc.org","C25185","Laterality","eee06680-551b-4ffd-bfe2-bc8ee4f508cd","2023-12-15","Code_376"
"Code","http://www.cdisc.org","C49677","HR","8f53195d-1609-4bc9-80df-08e939539d7d","2023-12-15","Code_377"
"Code","http://www.cdisc.org","C25298","SYSBP","ef9d176c-4a0c-4bd3-a567-9b549ed3e104","2023-12-15","Code_378"
"Code","http://www.cdisc.org","C77140","Clinical Test Result","88829bc1-7295-475b-81dc-bf0cf32207c3","2023-12-15","Code_379"
"Code","http://www.cdisc.org","C49669","Unit of Pressure","10a9e74a-8c68-450c-a139-6f7810c6661b","2023-12-15","Code_380"
"Code","http://www.cdisc.org","C62122","Sitting","4f24524f-fe12-4ea7-8078-c4ad0ffdbd7b","2023-12-15","Code_381"
