"instanceType","decode","id","codeSystemVersion","codeSystem","code","uuid:ID"
"Code","Heart Rate","Code_236","","NCI Thesaurus","C49677","c8d59803-4aff-49ae-bcd0-d35415dc2d51"
"Code","Clinical Test Result","Code_245","","NCI Thesaurus","C77140","a7f5fbc3-b0cb-498e-bacb-e707a6d4786f"
"Code","Pascal","Code_246","2023-09-29","http://www.cdisc.org","C42547","cf7bf3fb-8c80-43ee-8922-35352911cfdd"
"Code","Unit of Pressure","Code_247","","NCI Thesaurus","C49669","f1a61b94-2c43-48d6-8485-054fc8ee720d"
"Code","Anatomic Site","Code_248","","NCI Thesaurus","C13717","cae23417-b39d-489c-82c0-e981b3745c2a"
"Code","Laterality","Code_249","","NCI Thesaurus","C25185","8b9ddb0f-c03f-4dc9-a874-f64ff5b13a35"
"Code","Test Method","Code_250","","NCI Thesaurus","C82535","1a5de872-1ac6-46b6-8091-55c7181a06e0"
"Code","Body Position","Code_251","","NCI Thesaurus","C62164","53c30e5a-e96e-4333-a3c2-67cd51d071b2"
"Code","Systolic Blood Pressure","Code_244","","NCI Thesaurus","C25298","74f846f6-1a87-413c-bf69-99df3b4b0977"
"Code","Clinical Test Result","Code_253","","NCI Thesaurus","C77140","17b05eb5-4d7f-41af-be7f-004e98fc7644"
"Code","Pascal","Code_254","2023-09-29","http://www.cdisc.org","C42547","ddc95851-24e3-423a-bf59-8b6d19a7d26c"
"Code","Unit of Pressure","Code_255","","NCI Thesaurus","C49669","1dc63468-5a20-4b15-bc5e-34276c124cc0"
"Code","Anatomic Site","Code_256","","NCI Thesaurus","C13717","184642d8-03e4-40a6-b107-9ad05d4adc9b"
"Code","Laterality","Code_257","","NCI Thesaurus","C25185","38b2e662-26a1-4147-874d-ed0e2a4d44fa"
"Code","Test Method","Code_258","","NCI Thesaurus","C82535","b70602d6-caf5-47e0-9639-2ce353d2241a"
"Code","Body Position","Code_259","","NCI Thesaurus","C62164","a49b8a1a-8aeb-49b0-ba82-052d3189bce5"
"Code","Diastolic Blood Pressure","Code_252","","NCI Thesaurus","C25299","06a43194-f67a-4715-abf0-afe87fbc7a50"
"Code","Clinical Test Result","Code_261","","NCI Thesaurus","C77140","4bfba02f-4ec4-4f47-991c-ddd428f11d8d"
"Code","Beats per Minute","Code_262","2023-09-29","http://www.cdisc.org","C49673","a7fd5b26-8f1d-4429-9cec-4de138bf1473"
"Code","Count per Minute","Code_263","","NCI Thesaurus","C73688","14e58455-27f1-4b8e-9d5f-d2bc743392aa"
"Code","Anatomic Site","Code_264","","NCI Thesaurus","C13717","31084a44-feff-415e-a60e-59a079a8c28e"
"Code","Laterality","Code_265","","NCI Thesaurus","C25185","f73fbecc-c5e9-4e8a-8cba-3f54ec38cd44"
"Code","Test Method","Code_266","","NCI Thesaurus","C82535","704932a6-b002-4844-8751-822e5355a593"
"Code","Body Position","Code_267","","NCI Thesaurus","C62164","20f0e889-1633-4444-8598-f83dbce1d0fe"
"Code","Heart Rate","Code_260","","NCI Thesaurus","C49677","49aea4be-8f98-4445-a6cc-a0b0d6d9fb4a"
"Code","Placebo Comparator Arm","Code_123","2023-09-29","http://www.cdisc.org","C174268","d72bf242-873b-465f-ab57-33242bc66fb7"
"Code","Data Generated Within Study","Code_124","2023-09-29","http://www.cdisc.org","C188866","3f308cfe-84db-4322-ab1f-55143bf1729e"
"Code","Active Comparator Arm","Code_125","2023-09-29","http://www.cdisc.org","C174267","35e8ce20-2ef3-48b8-82f9-a9929cd081da"
"Code","Data Generated Within Study","Code_126","2023-09-29","http://www.cdisc.org","C188866","81a8245d-e968-4535-9e92-6da7a862f05f"
"Code","Active Comparator Arm","Code_127","2023-09-29","http://www.cdisc.org","C174267","2daaacef-32c9-499b-a77c-64a6ad282eda"
"Code","Data Generated Within Study","Code_128","2023-09-29","http://www.cdisc.org","C188866","f6db3e47-2e92-4988-8822-dc6d27f9bed7"
"Code","Double Blind Study","Code_136","2023-09-29","http://www.cdisc.org","C15228","ddbb3e80-21a5-407c-af62-28000c822706"
"Code","Trial Screening","Code_129","2023-09-29","http://www.cdisc.org","C48262","f4a30542-5789-43f2-8fda-a7112d70e363"
"Code","Treatment Epoch","Code_130","2023-09-29","http://www.cdisc.org","C101526","3888ae14-2cc7-4ea8-ae1b-206b0a71c52b"
"Code","Treatment Epoch","Code_131","2023-09-29","http://www.cdisc.org","C101526","0ac8f784-c820-4903-ba9e-cb21613242bd"
"Code","Treatment Epoch","Code_132","2023-09-29","http://www.cdisc.org","C101526","7f5e37b1-e3ec-45dc-b6dc-3628c80d554a"
"Code","Clinical Study Follow-up","Code_133","2023-09-29","http://www.cdisc.org","C99158","bc7c0e9d-1078-4c07-818e-50e6cc955f5e"
"Code","Alzheimer's disease; unspecified","Code_327","1","ICD-10-CM","G30.9","ed397a86-afe9-48ed-b237-d5ad2aff1917"
"Code","Alzheimer's disease","Code_328","January 31, 2018","SNOMED","26929004","0c396a3f-877f-4a12-8183-2323ec293dc2"
"Code","Sponsor","Code_142","2023-09-29","http://www.cdisc.org","C70793","e9426a8c-b91d-4835-bb54-74147d8c0fee"
"Code","Trial Primary Objective","Code_332","2023-09-29","http://www.cdisc.org","C85826","1637752c-dbd1-4053-a661-4a06b07a0c05"
"Code","Primary Endpoint","Code_331","2023-09-29","http://www.cdisc.org","C94496","a64e39d4-3ba8-40ad-939e-58b0639220bc"
"Code","Primary Endpoint","Code_333","2023-09-29","http://www.cdisc.org","C94496","9340b362-3e27-41a1-bd07-edc43f97e3a8"
"Code","Trial Primary Objective","Code_335","2023-09-29","http://www.cdisc.org","C85826","a5c10c0c-3c49-4d2b-8821-7c51b916549d"
"Code","Primary Endpoint","Code_334","2023-09-29","http://www.cdisc.org","C94496","bf3a8632-0b4f-4896-8e33-4f94a3ba271a"
"Code","Primary Endpoint","Code_336","2023-09-29","http://www.cdisc.org","C94496","d7f543c0-1e16-423e-9633-9e48ce3d79df"
"Code","Primary Endpoint","Code_337","2023-09-29","http://www.cdisc.org","C94496","c48247a7-c829-4c00-b8c7-a923fd1861d1"
"Code","Trial Secondary Objective","Code_339","2023-09-29","http://www.cdisc.org","C85827","e84607d3-6fa4-465d-9550-d17f24512add"
"Code","Secondary Endpoint","Code_338","2023-09-29","http://www.cdisc.org","C139173","57162382-c743-40e0-9101-1f8bbd89e512"
"Code","Secondary Endpoint","Code_340","2023-09-29","http://www.cdisc.org","C139173","f8aa29b7-696c-4ad5-bcfe-0f78b0a1ee25"
"Code","Secondary Endpoint","Code_341","2023-09-29","http://www.cdisc.org","C139173","0fb1f2ac-165c-49ee-bdce-954963ab085a"
"Code","Trial Secondary Objective","Code_343","2023-09-29","http://www.cdisc.org","C85827","fd5fbeb2-5919-4939-b955-635e3d05e9b3"
"Code","Secondary Endpoint","Code_342","2023-09-29","http://www.cdisc.org","C139173","01c588b0-daf2-4cb4-be76-7a3d24f01470"
"Code","Trial Secondary Objective","Code_345","2023-09-29","http://www.cdisc.org","C85827","993dcb9f-7a21-41f7-a242-7d8b40f2ffb8"
"Code","Secondary Endpoint","Code_344","2023-09-29","http://www.cdisc.org","C139173","76c0a0f7-af2d-4b37-95ee-a3b79784a6fc"
"Code","Trial Secondary Objective","Code_347","2023-09-29","http://www.cdisc.org","C85827","17f4844a-f575-4690-a22f-dbedcdb85ae9"
"Code","Secondary Endpoint","Code_346","2023-09-29","http://www.cdisc.org","C139173","4134416f-2043-4d5a-844e-de26b2c530bc"
"Code","Inclusion Criteria","Code_348","2023-09-29","http://www.cdisc.org","C25532","8936ba3c-f04e-4aa5-9cb0-65c6cd6c69cd"
"Code","Inclusion Criteria","Code_349","2023-09-29","http://www.cdisc.org","C25532","71b8ad8b-08d6-4a7f-a3c8-f80157eae108"
"Code","Inclusion Criteria","Code_350","2023-09-29","http://www.cdisc.org","C25532","93168328-09b0-4eb6-90d4-b2b4e93fd035"
"Code","Inclusion Criteria","Code_351","2023-09-29","http://www.cdisc.org","C25532","e342eaa0-2675-4170-9f7d-cde5e2aff34d"
"Code","Inclusion Criteria","Code_352","2023-09-29","http://www.cdisc.org","C25532","aa92d469-d9b5-4376-b0db-9d4a423b0217"
"Code","Inclusion Criteria","Code_353","2023-09-29","http://www.cdisc.org","C25532","526ad84f-6d24-4f21-a555-e2ca9201236d"
"Code","Inclusion Criteria","Code_354","2023-09-29","http://www.cdisc.org","C25532","c83ea34c-05cf-4361-bfc3-779f600dbc8d"
"Code","Inclusion Criteria","Code_355","2023-09-29","http://www.cdisc.org","C25532","7dbdae9a-4e03-40c2-ab94-2b6f77dc283e"
"Code","Exclusion Criteria","Code_356","2023-09-29","http://www.cdisc.org","C25370","1f0c1c4d-db68-422b-b0c2-aa98738b194b"
"Code","Exclusion Criteria","Code_357","2023-09-29","http://www.cdisc.org","C25370","14fb1ca5-80db-409f-8c4e-fc4aa728c7b6"
"Code","Exclusion Criteria","Code_358","2023-09-29","http://www.cdisc.org","C25370","5754c588-0fcb-4f7c-9f50-e358584a0152"
"Code","Exclusion Criteria","Code_359","2023-09-29","http://www.cdisc.org","C25370","748ed3ca-a21e-4685-825b-6953109617c2"
"Code","Exclusion Criteria","Code_360","2023-09-29","http://www.cdisc.org","C25370","0aa290a7-7503-4ce0-b902-a1850e412baf"
"Code","Exclusion Criteria","Code_361","2023-09-29","http://www.cdisc.org","C25370","b0a61bdc-b6aa-4173-b277-bdf236629d80"
"Code","Exclusion Criteria","Code_362","2023-09-29","http://www.cdisc.org","C25370","ba5cd12a-fd7e-45cc-a943-fde1b1295862"
"Code","Exclusion Criteria","Code_363","2023-09-29","http://www.cdisc.org","C25370","71acaad6-fb5a-41e4-b84d-10bd5cabffcd"
"Code","Exclusion Criteria","Code_364","2023-09-29","http://www.cdisc.org","C25370","76b6eb83-25bc-46de-9b07-0ec796bc8936"
"Code","Exclusion Criteria","Code_365","2023-09-29","http://www.cdisc.org","C25370","554d8f42-ad8e-4187-b9cb-407db1cc4213"
"Code","Exclusion Criteria","Code_366","2023-09-29","http://www.cdisc.org","C25370","86102429-b6db-4f84-98f8-f2f2cd8ae53c"
"Code","Exclusion Criteria","Code_367","2023-09-29","http://www.cdisc.org","C25370","fb752ba8-c262-4e87-b874-b984c717b4c6"
"Code","Exclusion Criteria","Code_368","2023-09-29","http://www.cdisc.org","C25370","824f4bc5-1c62-4d7b-9bda-b656ee67b328"
"Code","Exclusion Criteria","Code_369","2023-09-29","http://www.cdisc.org","C25370","cedaa69f-6027-42ae-81ca-df1c049085ff"
"Code","Exclusion Criteria","Code_370","2023-09-29","http://www.cdisc.org","C25370","b90b97b4-f972-44e1-be63-4b6ac83cc29e"
"Code","Exclusion Criteria","Code_371","2023-09-29","http://www.cdisc.org","C25370","66b84d35-4600-4ffe-9c17-a8ae21a32b80"
"Code","Exclusion Criteria","Code_372","2023-09-29","http://www.cdisc.org","C25370","9651b080-79cb-4ab0-93c7-450bc9fb1416"
"Code","Exclusion Criteria","Code_373","2023-09-29","http://www.cdisc.org","C25370","b8fe7fea-6788-491a-af91-f4da5565609f"
"Code","Exclusion Criteria","Code_374","2023-09-29","http://www.cdisc.org","C25370","08e5d802-3392-4514-8494-9c1a5980530b"
"Code","Exclusion Criteria","Code_375","2023-09-29","http://www.cdisc.org","C25370","f931c0cd-ee8e-49e6-9c5a-f841fd315f20"
"Code","Exclusion Criteria","Code_376","2023-09-29","http://www.cdisc.org","C25370","9f3d159f-f151-47d0-a0a9-951a8554ccad"
"Code","Exclusion Criteria","Code_377","2023-09-29","http://www.cdisc.org","C25370","dbd6c9d1-a02e-4d4d-88bf-26308b52eba1"
"Code","Exclusion Criteria","Code_378","2023-09-29","http://www.cdisc.org","C25370","09b62c25-3f4a-4f38-8f22-cf2a23182141"
"Code","Year","Code_329","2023-09-29","http://www.cdisc.org","C29848","47dedb15-7e44-4fbb-babf-14fd3aac8b6f"
"Code","Before","Code_14","2023-09-29","http://www.cdisc.org","C201357","402b4661-6c8d-4a67-81f8-70e21cce0555"
"Code","Start to Start","Code_15","2023-09-29","http://www.cdisc.org","C201355","8c664df7-ef03-494a-8b31-4bfa90d85c3d"
"Code","Before","Code_16","2023-09-29","http://www.cdisc.org","C201357","c9d10f99-38da-46f3-816c-2d812b1ec76e"
"Code","Start to Start","Code_17","2023-09-29","http://www.cdisc.org","C201355","6dede93e-9bf1-45ce-a77a-b9f9b53302a5"
"Code","Fixed Reference","Code_19","2023-09-29","http://www.cdisc.org","C201358","0ab5ec3d-1c27-4756-9acb-61aa5b2acaf6"
"Code","Start to Start","Code_20","2023-09-29","http://www.cdisc.org","C201355","079b2df0-c136-4db6-a9ad-59e5f805db1d"
"Code","After","Code_21","2023-09-29","http://www.cdisc.org","C201356","2ce235c4-5efe-4c88-81f9-4504bf33e0d0"
"Code","Start to Start","Code_22","2023-09-29","http://www.cdisc.org","C201355","102f87a0-8e2b-4f06-80d4-2baf2300a57c"
"Code","After","Code_24","2023-09-29","http://www.cdisc.org","C201356","e58e9ebd-b986-4961-ad4a-a60b30566d0b"
"Code","Start to Start","Code_25","2023-09-29","http://www.cdisc.org","C201355","0e80d770-9899-4e8a-bdd9-fbbe7ad4f154"
"Code","After","Code_27","2023-09-29","http://www.cdisc.org","C201356","2789a241-e336-407f-a4b8-88302ee2502a"
"Code","Start to Start","Code_28","2023-09-29","http://www.cdisc.org","C201355","9edee541-1475-4b95-bef0-a0c10291f009"
"Code","After","Code_30","2023-09-29","http://www.cdisc.org","C201356","86f1407c-5813-44c2-81d6-0b626168358f"
"Code","Start to Start","Code_31","2023-09-29","http://www.cdisc.org","C201355","ece9358a-0abf-4b62-9574-c09840aa2cbb"
"Code","After","Code_35","2023-09-29","http://www.cdisc.org","C201356","dc619ca2-58f5-4f54-bfaf-78478c8a566c"
"Code","Start to Start","Code_36","2023-09-29","http://www.cdisc.org","C201355","1d69c854-5e58-4af3-8b91-a84314cde8c7"
"Code","After","Code_40","2023-09-29","http://www.cdisc.org","C201356","647a5204-a4da-4fe1-ba7c-d1db9f3fd527"
"Code","Start to Start","Code_41","2023-09-29","http://www.cdisc.org","C201355","6270d5f0-a8a6-4844-8163-49b9ae65c835"
"Code","After","Code_45","2023-09-29","http://www.cdisc.org","C201356","d70c7898-c123-4a13-ad29-974ac452c288"
"Code","Start to Start","Code_46","2023-09-29","http://www.cdisc.org","C201355","ea24efd3-918b-46c6-b046-a2204c24f22e"
"Code","After","Code_50","2023-09-29","http://www.cdisc.org","C201356","3f3080a6-0d8b-440d-8735-b8e84ac5d2a3"
"Code","Start to Start","Code_51","2023-09-29","http://www.cdisc.org","C201355","68a6ec14-19a2-4044-903c-e263c92a1bbe"
"Code","After","Code_53","2023-09-29","http://www.cdisc.org","C201356","200e11ca-331b-49d0-b02c-bd01dd996ab7"
"Code","Start to Start","Code_54","2023-09-29","http://www.cdisc.org","C201355","a9181bce-bcaf-49e7-95d9-b3f222d7dbc5"
"Code","After","Code_33","2023-09-29","http://www.cdisc.org","C201356","8ba50de5-a76a-44d1-9313-74e70e654082"
"Code","Start to Start","Code_34","2023-09-29","http://www.cdisc.org","C201355","9e4a7c59-60e9-4dfe-8d02-239b718bdefd"
"Code","After","Code_38","2023-09-29","http://www.cdisc.org","C201356","f3f4187b-01f7-4775-ac1d-7c2b75381efe"
"Code","Start to Start","Code_39","2023-09-29","http://www.cdisc.org","C201355","df943ad4-1eae-4237-bdab-c0ad616f99b0"
"Code","After","Code_43","2023-09-29","http://www.cdisc.org","C201356","4178b20e-7537-4b0a-876c-141eb3ca0b45"
"Code","Start to Start","Code_44","2023-09-29","http://www.cdisc.org","C201355","f614b911-c49a-4f60-bd2c-fd7328701eae"
"Code","After","Code_48","2023-09-29","http://www.cdisc.org","C201356","9dcb5d1c-a66a-4ab9-9954-c594bc73a48c"
"Code","Start to Start","Code_49","2023-09-29","http://www.cdisc.org","C201355","ebeaa3be-b65a-4024-b65c-8af6055fcfd1"
"Code","Fixed Reference","Code_56","2023-09-29","http://www.cdisc.org","C201358","89f38ec8-d03d-40d9-8df7-8b2039ad51b1"
"Code","Start to Start","Code_57","2023-09-29","http://www.cdisc.org","C201355","45b32c36-39fe-44c0-bd0c-1031232f58bf"
"Code","Fixed Reference","Code_58","2023-09-29","http://www.cdisc.org","C201358","5192c13d-6a02-4e8d-be79-a7a02c602118"
"Code","Start to Start","Code_59","2023-09-29","http://www.cdisc.org","C201355","6b974b42-a6c7-47b3-a064-f2d3e622b69d"
"Code","Fixed Reference","Code_60","2023-09-29","http://www.cdisc.org","C201358","16dab761-86e9-4b6e-8ec0-1c58661b5c9a"
"Code","Start to Start","Code_61","2023-09-29","http://www.cdisc.org","C201355","4a34948b-4e87-4180-88cd-a98b21162c0b"
"Code","After","Code_62","2023-09-29","http://www.cdisc.org","C201356","1e12ae08-aeaf-45e7-8ac2-e54952e58861"
"Code","Start to Start","Code_63","2023-09-29","http://www.cdisc.org","C201355","453653f6-a53d-480e-98b2-d7009866c159"
"Code","After","Code_64","2023-09-29","http://www.cdisc.org","C201356","2e9308a1-ba36-4f26-a247-a048c95aa1fe"
"Code","End to Start","Code_65","2023-09-29","http://www.cdisc.org","C201353","ed6fd175-ab23-4303-81e4-06548447e86c"
"Code","After","Code_66","2023-09-29","http://www.cdisc.org","C201356","0fb0212a-fd5c-41f3-88a8-5bdfe6c5ef2b"
"Code","Start to Start","Code_67","2023-09-29","http://www.cdisc.org","C201355","707d5e38-fd50-46f9-87a5-75808e62a8e1"
"Code","After","Code_68","2023-09-29","http://www.cdisc.org","C201356","11a04ca9-d88e-4802-96de-e697aba5022d"
"Code","End to Start","Code_69","2023-09-29","http://www.cdisc.org","C201353","524527f8-633a-4725-b7fa-64cb2dc24109"
"Code","After","Code_70","2023-09-29","http://www.cdisc.org","C201356","84382fb7-85a5-47d6-9e57-11ebb5a85167"
"Code","Start to Start","Code_71","2023-09-29","http://www.cdisc.org","C201355","056072fe-6d48-42ba-9314-1368e1c68af6"
"Code","Clinical Study Sponsor","Code_379","2023-09-29","http://www.cdisc.org","C70793","633a53d5-82c4-4150-b70f-9ee673648681"
"Code","United Kingdom of Great Britain and Northern Ireland","Code_380","2020-08","ISO 3166 1 alpha3","GBR","9c428844-1f20-4018-b2bf-e0aa8e7237e8"
"Code","Study Acronym","Code_3","2023-09-29","http://www.cdisc.org","C94108","c1df541e-20bd-461e-8653-e6d5c75305ec"
"Code","Brief Study Title","Code_5","2023-09-29","http://www.cdisc.org","C99905x1","aaaf56e6-9746-4ae8-8882-9a4ba4ae53a5"
"Code","Official Study Title","Code_6","2023-09-29","http://www.cdisc.org","C99905x2","943ddf29-9a94-485b-9290-1f3c1ad2850d"
"Code","Public Study Title","Code_7","2023-09-29","http://www.cdisc.org","C99905x3","266b09c8-08fc-48f6-8289-24c9141218cd"
"Code","Final","Code_8","2023-09-29","http://www.cdisc.org","C25508","40df5359-d6e4-468e-8baa-59c9fec8e976"
"Code","Protocol Effective Date","Code_11","2023-09-29","http://www.cdisc.org","C99903x1","174aa131-99bb-4e67-8098-2f71bd9a9f1f"
"Code","Region","Code_13","2023-09-29","http://www.cdisc.org","C41129","0f8488cc-a5f5-48a0-ae6f-66c08e618ca2"
"Code","Europe","Code_12","2020-08","ISO 3166 1 alpha3","150","646b0576-77df-427b-a67a-c6c6cc5c2244"
