"code","decode","uuid:ID","codeSystemVersion","id","instanceType","codeSystem"
"C49673","Beats per Minute","2e68ea76-4dc6-4bbc-8353-a0cf4324deec","2023-09-29","Code_247","Code","http://www.cdisc.org"
"C73688","Count per Minute","7876a818-5cae-4a8b-b282-9840ccebffd9","","Code_248","Code","NCI Thesaurus"
"C83088","Vital Signs Location","c332be9c-a4c6-4445-a86b-0b87e236b5f0","","Code_249","Code","NCI Thesaurus"
"C123975","Vital Signs Laterality","469d30b9-2025-4b92-a797-f4fc33f84d18","","Code_250","Code","NCI Thesaurus"
"C82535","Test Method","52369a15-e5dd-4cfb-ad70-94392959f2db","","Code_251","Code","NCI Thesaurus"
"C83114","Vital Signs Position","f27bac53-ec43-4c52-9880-0f66f0e63621","","Code_252","Code","NCI Thesaurus"
"C49677","Heart Rate","c27bc7ff-7a24-4d6e-b936-5a7701223640","","Code_245","Code","NCI Thesaurus"
"C173522","Vital Signs Result","99d3fbda-eb76-4b11-9ff7-31f8ed76982f","","Code_254","Code","NCI Thesaurus"
"C42547","Pascal","24383443-f497-4611-927a-4f94aab1e147","2023-09-29","Code_255","Code","http://www.cdisc.org"
"C49669","Unit of Pressure","de794dc4-60b2-4d0e-acd0-548709b41039","","Code_256","Code","NCI Thesaurus"
"C83088","Vital Signs Location","85d41ec3-639a-4f86-a4fd-6d92b5348d94","","Code_257","Code","NCI Thesaurus"
"C123975","Vital Signs Laterality","9f3366f9-188a-4583-8f9a-e1c37a462a32","","Code_258","Code","NCI Thesaurus"
"C82535","Test Method","47853bde-7204-4e69-b1d4-3fed1322d51a","","Code_259","Code","NCI Thesaurus"
"C83114","Vital Signs Position","ce52d2b7-5d5f-44da-9d7d-56c21ef3796f","","Code_260","Code","NCI Thesaurus"
"C25298","Systolic Blood Pressure","7a8da423-d77a-4a52-8206-bf7d46e1f023","","Code_253","Code","NCI Thesaurus"
"C173522","Vital Signs Result","73c8cb4e-ff4c-4662-832e-a681be8bc1b4","","Code_262","Code","NCI Thesaurus"
"C42547","Pascal","1bb7ec70-8dbe-4dd6-85ca-e15487eb8617","2023-09-29","Code_263","Code","http://www.cdisc.org"
"C49669","Unit of Pressure","4b40f399-9419-452a-9cb6-fdb09d7d51ae","","Code_264","Code","NCI Thesaurus"
"C83088","Vital Signs Location","5d6403d8-c767-4b75-ba97-26e394c08066","","Code_265","Code","NCI Thesaurus"
"C123975","Vital Signs Laterality","7e55405d-d1f7-4866-b2dc-81d3dd4ec3d5","","Code_266","Code","NCI Thesaurus"
"C82535","Test Method","89dbd704-b779-4eab-85de-8a4bd93feb78","","Code_267","Code","NCI Thesaurus"
"C83114","Vital Signs Position","58a1b4e0-d305-41a7-ac4b-62580a21b399","","Code_268","Code","NCI Thesaurus"
"C25299","Diastolic Blood Pressure","739ba21a-0b17-41ff-a389-d868ec0043e2","","Code_261","Code","NCI Thesaurus"
"C173522","Vital Signs Result","f62f8e7e-dae6-4df3-8a18-045079acf4b4","","Code_270","Code","NCI Thesaurus"
"C49673","Beats per Minute","66b90dd4-4375-42be-99ca-8075808bde9f","2023-09-29","Code_271","Code","http://www.cdisc.org"
"C73688","Count per Minute","4c89e10c-e602-4628-b2a4-ca28cbd391ef","","Code_272","Code","NCI Thesaurus"
"C83088","Vital Signs Location","cbe1d338-00c4-4c6e-98d0-26a39f88919d","","Code_273","Code","NCI Thesaurus"
"C123975","Vital Signs Laterality","d3481db0-be8c-4fcc-a223-2b4627c5d1ab","","Code_274","Code","NCI Thesaurus"
"C82535","Test Method","5f41d0ed-24ac-4e60-8afb-8f6388ca7f19","","Code_275","Code","NCI Thesaurus"
"C83114","Vital Signs Position","5fe14b8b-98b8-491a-855e-46a794a19e9f","","Code_276","Code","NCI Thesaurus"
"C49677","Heart Rate","4c831ca7-5179-4efd-b90a-07e8b6df689d","","Code_269","Code","NCI Thesaurus"
"C174268","Placebo Comparator Arm","feda4a94-6d51-46c3-adbc-6e601273e1e3","2023-09-29","Code_122","Code","http://www.cdisc.org"
"C188866","Data Generated Within Study","6ff8bf8d-7863-4245-a43f-73f1d7b065ee","2023-09-29","Code_123","Code","http://www.cdisc.org"
"C174267","Active Comparator Arm","f87e7b61-3117-4f67-b10f-867d86cd407e","2023-09-29","Code_124","Code","http://www.cdisc.org"
"C188866","Data Generated Within Study","c1a448e9-b272-4637-8cb5-11456a9f205e","2023-09-29","Code_125","Code","http://www.cdisc.org"
"C174267","Active Comparator Arm","48101f12-042b-4c98-843b-04b3a20cc291","2023-09-29","Code_126","Code","http://www.cdisc.org"
"C188866","Data Generated Within Study","1c5e2c2c-7c46-4ff8-a530-6420b9ebd970","2023-09-29","Code_127","Code","http://www.cdisc.org"
"C15228","Double Blind Study","a153224f-7e26-4b85-b4bc-5ba8c251183d","2023-09-29","Code_135","Code","http://www.cdisc.org"
"C48262","Trial Screening","cfdeae79-cbbb-46f7-89a6-34b75c2f9d44","2023-09-29","Code_128","Code","http://www.cdisc.org"
"C101526","Treatment Epoch","8fc3db10-9d45-4d71-9bd1-d3f6f06f7579","2023-09-29","Code_129","Code","http://www.cdisc.org"
"C101526","Treatment Epoch","a53855f8-0618-4c76-be7e-10d2d580ac87","2023-09-29","Code_130","Code","http://www.cdisc.org"
"C101526","Treatment Epoch","c14d2fe9-8541-4aa1-8762-affb65b2d63b","2023-09-29","Code_131","Code","http://www.cdisc.org"
"C99158","Clinical Study Follow-up","0aa9559a-6c55-4a40-b89a-a37258c4d8cd","2023-09-29","Code_132","Code","http://www.cdisc.org"
"G30.9","Alzheimer's disease; unspecified","c73e7e01-719d-48ce-8dfe-3bcf25466585","1","Code_330","Code","ICD-10-CM"
"26929004","Alzheimer's disease","3c5465ad-14a2-4e3f-9e06-d777eb7549b1","January 31, 2018","Code_331","Code","SNOMED"
"C70793","Sponsor","9bd7e42e-f037-44c3-bb7a-0eb93e8557e4","2023-09-29","Code_141","Code","http://www.cdisc.org"
"C85826","Trial Primary Objective","e2801225-51e2-4442-a421-64d8c64304a1","2023-09-29","Code_335","Code","http://www.cdisc.org"
"C94496","Primary Endpoint","f7784cf2-6094-4032-9160-39112333f0b5","2023-09-29","Code_334","Code","http://www.cdisc.org"
"C94496","Primary Endpoint","99842266-903a-4381-9971-65f5cc807c7d","2023-09-29","Code_336","Code","http://www.cdisc.org"
"C85826","Trial Primary Objective","582cc770-bc72-49c6-80b0-441fd47daee0","2023-09-29","Code_338","Code","http://www.cdisc.org"
"C94496","Primary Endpoint","17d8972b-4fd4-491e-846a-e5b09d1b4419","2023-09-29","Code_337","Code","http://www.cdisc.org"
"C94496","Primary Endpoint","9a90189c-cac8-4a65-b0dc-0729e143bd6c","2023-09-29","Code_339","Code","http://www.cdisc.org"
"C94496","Primary Endpoint","965b75da-b8e1-4af7-bd49-493a878ec5b7","2023-09-29","Code_340","Code","http://www.cdisc.org"
"C85827","Trial Secondary Objective","e2d564f9-0ca2-458b-b89f-cf9d15079cac","2023-09-29","Code_342","Code","http://www.cdisc.org"
"C139173","Secondary Endpoint","b869272b-dcc2-4ee7-afb4-4155aef8d3bd","2023-09-29","Code_341","Code","http://www.cdisc.org"
"C139173","Secondary Endpoint","1aef8abd-82c1-46e9-87e2-9aee9af4d0a2","2023-09-29","Code_343","Code","http://www.cdisc.org"
"C139173","Secondary Endpoint","a71a6147-43e3-463e-a9c8-e61baef8b005","2023-09-29","Code_344","Code","http://www.cdisc.org"
"C25532","Inclusion Criteria","8493ece1-86cb-4ebb-8dbe-0f43f7aef5f9","2023-09-29","Code_345","Code","http://www.cdisc.org"
"C25532","Inclusion Criteria","c28bc6b8-73f6-4e4f-8823-7f97f46a7821","2023-09-29","Code_346","Code","http://www.cdisc.org"
"C25532","Inclusion Criteria","afdbef47-dcc4-4bf1-b5ae-5617460c13e7","2023-09-29","Code_347","Code","http://www.cdisc.org"
"C25370","Exclusion Criteria","8303c72d-6112-40ba-9ff7-2dde1ddae173","2023-09-29","Code_348","Code","http://www.cdisc.org"
"C29848","Year","8c539253-2668-41a2-8b7a-b834055bdbcc","2023-09-29","Code_332","Code","http://www.cdisc.org"
"C201264","Before","faefc97e-ddf5-4f58-a758-03af616c5090","2023-09-29","Code_14","Code","http://www.cdisc.org"
"C201265","Start to Start","5dffae7e-a522-46af-9f05-301942c3e5f7","2023-09-29","Code_15","Code","http://www.cdisc.org"
"C201264","Before","e5dd41f9-4bc2-4919-ac1d-ebc01f97e0de","2023-09-29","Code_16","Code","http://www.cdisc.org"
"C201265","Start to Start","f399680c-7dda-4af1-a7cd-728c32f6e770","2023-09-29","Code_17","Code","http://www.cdisc.org"
"C201264","Fixed Reference","4a0766dd-33cd-4198-909f-51facbfe3560","2023-09-29","Code_19","Code","http://www.cdisc.org"
"C201265","Start to Start","a41c5ced-0f8e-4791-bec5-0f197f318ad4","2023-09-29","Code_20","Code","http://www.cdisc.org"
"C201264","After","dc8d568a-f393-468d-b445-3b1a4dc4b08a","2023-09-29","Code_21","Code","http://www.cdisc.org"
"C201265","Start to Start","3104393b-a50c-45b2-8016-c49e54c648a9","2023-09-29","Code_22","Code","http://www.cdisc.org"
"C201264","After","d80243a5-5d91-4471-8eff-3ec1f14c1602","2023-09-29","Code_24","Code","http://www.cdisc.org"
"C201265","Start to Start","fdbede6d-909e-4915-a4bc-e1925d1334ed","2023-09-29","Code_25","Code","http://www.cdisc.org"
"C201264","After","e994f06b-73c7-4175-a4f0-59db2f2e06fc","2023-09-29","Code_27","Code","http://www.cdisc.org"
"C201265","Start to Start","7d500dfb-7cda-41f8-9940-de169fb8639d","2023-09-29","Code_28","Code","http://www.cdisc.org"
"C201264","After","aa36c5fd-97ec-4083-998d-27e6a7377533","2023-09-29","Code_30","Code","http://www.cdisc.org"
"C201265","Start to Start","a55b432e-ebc6-4b85-b4cd-53a4430dce98","2023-09-29","Code_31","Code","http://www.cdisc.org"
"C201264","After","7895ed63-886c-4e3a-a159-1c61864fcfdc","2023-09-29","Code_35","Code","http://www.cdisc.org"
"C201265","Start to Start","600664fe-b035-4303-8a1e-ebe88c7b5e5c","2023-09-29","Code_36","Code","http://www.cdisc.org"
"C201264","After","9a07432a-47ae-4825-a02a-e8e6942ef0c4","2023-09-29","Code_40","Code","http://www.cdisc.org"
"C201265","Start to Start","93169b47-9ea1-49fd-aceb-05c54e539b09","2023-09-29","Code_41","Code","http://www.cdisc.org"
"C201264","After","b2ccc651-1ce8-4598-9550-1a968115aa30","2023-09-29","Code_45","Code","http://www.cdisc.org"
"C201265","Start to Start","a0ad31ed-4997-4576-ab75-f2ffd8afaba7","2023-09-29","Code_46","Code","http://www.cdisc.org"
"C201264","After","48f6f8ce-1c9c-41b8-8776-d53d0a717bfe","2023-09-29","Code_50","Code","http://www.cdisc.org"
"C201265","Start to Start","58535e63-dd97-48c7-acd9-d46b63366b08","2023-09-29","Code_51","Code","http://www.cdisc.org"
"C201264","After","6d64f7c4-b698-4b15-9ba5-93e0468cadf7","2023-09-29","Code_53","Code","http://www.cdisc.org"
"C201265","Start to Start","3e1a8c30-5247-494d-b714-1d96cfac9d69","2023-09-29","Code_54","Code","http://www.cdisc.org"
"C201264","After","9dee55ee-ee28-4fff-8451-e39adddd03f8","2023-09-29","Code_33","Code","http://www.cdisc.org"
"C201265","Start to Start","8c5d547a-3f89-43e3-a7b2-35ef55804146","2023-09-29","Code_34","Code","http://www.cdisc.org"
"C201264","After","3b736c1e-8a94-4306-8a37-07acf516ca1f","2023-09-29","Code_38","Code","http://www.cdisc.org"
"C201265","Start to Start","987c4a58-97bc-4866-b7c3-63c57d31d6f1","2023-09-29","Code_39","Code","http://www.cdisc.org"
"C201264","After","a41a4f3d-7dec-474d-b0fe-3c9e71f42b2f","2023-09-29","Code_43","Code","http://www.cdisc.org"
"C201265","Start to Start","d00ac480-7bb6-4f67-bbd9-3284eaeb98c4","2023-09-29","Code_44","Code","http://www.cdisc.org"
"C201264","After","5cf79e72-8832-4692-b1fb-9dd440c136b7","2023-09-29","Code_48","Code","http://www.cdisc.org"
"C201265","Start to Start","f160884c-2d58-40ed-9244-ae4bdb9fe12f","2023-09-29","Code_49","Code","http://www.cdisc.org"
"C201264","Fixed Reference","4629e918-ada9-41e7-a97c-13aee02f03ee","2023-09-29","Code_56","Code","http://www.cdisc.org"
"C201265","Start to Start","59d1b39d-6796-4324-b02d-c896a95e95ca","2023-09-29","Code_57","Code","http://www.cdisc.org"
"C201264","Fixed Reference","ef5a75c9-8aae-4532-8260-7041afbccb00","2023-09-29","Code_58","Code","http://www.cdisc.org"
"C201265","Start to Start","d301ccc6-44ae-4f74-b6f4-8e3bb3aa59e2","2023-09-29","Code_59","Code","http://www.cdisc.org"
"C201264","Fixed Reference","7be88918-49fc-4e3c-9995-5d8a47ff66da","2023-09-29","Code_60","Code","http://www.cdisc.org"
"C201265","Start to Start","b2028547-0593-4910-8578-5970d4dee7e4","2023-09-29","Code_61","Code","http://www.cdisc.org"
"C201264","After","5d9fe67f-758a-4f35-afa6-30aa062064fb","2023-09-29","Code_62","Code","http://www.cdisc.org"
"C201265","Start to Start","11601e14-029b-4b8b-ba05-35b0ac55af5f","2023-09-29","Code_63","Code","http://www.cdisc.org"
"C201264","After","df076fc5-18ad-4d4b-a407-eb4c92bdba11","2023-09-29","Code_64","Code","http://www.cdisc.org"
"C201265","End to Start","d83f9ea2-be07-4d2e-b2af-a11083593095","2023-09-29","Code_65","Code","http://www.cdisc.org"
"C201264","After","147dd04f-242d-4a47-afbc-9fc53fb1cc7b","2023-09-29","Code_66","Code","http://www.cdisc.org"
"C201265","Start to Start","bbfcdcc8-c0c5-4c0a-8555-f6fcfb3916b1","2023-09-29","Code_67","Code","http://www.cdisc.org"
"C201264","After","7226fcb6-5676-4830-b14d-ed82077163ba","2023-09-29","Code_68","Code","http://www.cdisc.org"
"C201265","End to Start","24429dd1-70d9-49d4-a553-1e74d9e0aeea","2023-09-29","Code_69","Code","http://www.cdisc.org"
"C201264","After","29b5ac16-4288-4bd6-92b1-c16a7bb9fe6b","2023-09-29","Code_70","Code","http://www.cdisc.org"
"C201265","Start to Start","1a50d6cf-1351-4c6e-bcca-e5109744abc7","2023-09-29","Code_71","Code","http://www.cdisc.org"
"C70793","Clinical Study Sponsor","b9c6f447-bf34-4ebe-8193-7a026c9dab84","2023-09-29","Code_349","Code","http://www.cdisc.org"
"GBR","United Kingdom of Great Britain and Northern Ireland","bc23027a-1e7d-446d-afc1-cf7218723801","2020-08","Code_350","Code","ISO 3166 1 alpha3"
"C94108","Study Acronym","400fe838-18bd-4f7b-9473-8e4186413e84","2023-09-29","Code_3","Code","http://www.cdisc.org"
"C99905x1","Brief Study Title","0c9b0072-f8ed-4f45-b874-e6cc16d76819","2023-09-29","Code_5","Code","http://www.cdisc.org"
"C99905x2","Official Study Title","13f16c66-0631-4fad-aace-53a15d72766c","2023-09-29","Code_6","Code","http://www.cdisc.org"
"C99905x3","Public Study Title","b0f4f635-31c2-46c7-b93e-a24c7395eb82","2023-09-29","Code_7","Code","http://www.cdisc.org"
"C25508","Final","e48d2f97-a61c-4921-a9a4-955b7a68d604","2023-09-29","Code_8","Code","http://www.cdisc.org"
"C99903x1","Protocol Effective Date","5672e9c0-0385-46ee-b18b-840a70b09a55","2023-09-29","Code_11","Code","http://www.cdisc.org"
"C41129","Region","4b6f2ef2-458a-45d9-bdcb-69cbd28d269f","2023-09-29","Code_13","Code","http://www.cdisc.org"
"150","Europe","9068424e-102e-4c8f-a4a5-eda70004024e","2020-08","Code_12","Code","ISO 3166 1 alpha3"
