"uuid:ID","codeSystem","decode","instanceType","id","code","codeSystemVersion"
"23c729a7-9f98-42f8-a3cf-5ce84a7d4bc8","http://www.cdisc.org","Disabling Adverse Event","Code","Code_169","C113380","2023-12-15"
"23ec2bf0-dfad-4f59-afdc-c9b1622ea257","http://www.cdisc.org","No","Code","Code_170","C49487","2023-12-15"
"ad483f8e-efe0-493a-a159-575895230d77","http://www.cdisc.org","Yes","Code","Code_171","C49488","2023-12-15"
"d664040d-a1f0-40e2-8a0a-2adbeb2fb506","http://www.cdisc.org","Death Related to Adverse Event","Code","Code_172","C48275","2023-12-15"
"97795dec-97dd-483a-9645-1cc8f0e245ab","http://www.cdisc.org","No","Code","Code_173","C49487","2023-12-15"
"10ba769e-9724-4f79-9af0-561808e4ca29","http://www.cdisc.org","Yes","Code","Code_174","C49488","2023-12-15"
"18f47eb8-b3f1-4c2b-be25-f87cfdd1cbd6","http://www.cdisc.org","Adverse Event associated with Hospitalization","Code","Code_175","C83052","2023-12-15"
"25084f47-2823-4e0b-8ab4-a12a596daad7","http://www.cdisc.org","No","Code","Code_176","C49487","2023-12-15"
"9de23c94-91e6-4826-8d58-2fd14c034258","http://www.cdisc.org","Yes","Code","Code_177","C49488","2023-12-15"
"ab1da086-fcf7-4498-b84c-8b764c8b5c54","http://www.cdisc.org","Life Threatening Adverse Event","Code","Code_178","C84266","2023-12-15"
"a3861d14-7bc0-47ac-8388-9755c66b1268","http://www.cdisc.org","No","Code","Code_179","C49487","2023-12-15"
"eb9644cc-0aa5-4249-bbf6-205aa5eddfce","http://www.cdisc.org","Yes","Code","Code_180","C49488","2023-12-15"
"ae8cb896-391a-462b-8d43-2b4859116292","http://www.cdisc.org","Adverse Event Occurred with Overdose","Code","Code_181","C83214","2023-12-15"
"9c1e9aae-3f11-4eb6-b76d-918b6fb781da","http://www.cdisc.org","No","Code","Code_182","C49487","2023-12-15"
"8bdf59c8-4817-479c-b65b-5b322229f067","http://www.cdisc.org","Yes","Code","Code_183","C49488","2023-12-15"
"1799a5e4-cb43-4156-bf39-1ea72f778091","http://www.cdisc.org","Adverse Event Associated with Serious Medical Event","Code","Code_184","C83053","2023-12-15"
"667aad14-8e7f-49c7-972e-b0a286c36e5d","http://www.cdisc.org","No","Code","Code_185","C49487","2023-12-15"
"ddf2b0db-c3c3-4c0c-8fa2-e476aa4bb526","http://www.cdisc.org","Yes","Code","Code_186","C49488","2023-12-15"
"c445f9bc-87e5-4002-99d0-eff9ce2fe490","http://www.cdisc.org","Adverse Event Concomitant Treatment","Code","Code_187","C83199","2023-12-15"
"6609f188-8277-4acf-a0b0-36ccd52903aa","http://www.cdisc.org","Adverse Event Start Date Time","Code","Code_188","C83215","2023-12-15"
"832e780e-cdd5-4c6d-b015-350e13260bbb","http://www.cdisc.org","Adverse Event End Date Time","Code","Code_189","C83201","2023-12-15"
"21949175-5d66-4fe3-b3ca-ce9c435e3a03","http://www.cdisc.org","Solicited Adverse Event","Code","Code_190","C179175","2023-12-15"
"fa7e6134-c89e-4c62-a0eb-3d0e74d2fa85","http://www.cdisc.org","SYSBP","Code","Code_191","C25298","2023-12-15"
"4e9f5901-5be6-456a-93be-55b65414e497","http://www.cdisc.org","Clinical Test Result","Code","Code_192","C77140","2023-12-15"
"fc12c2c1-102e-4ebc-a1b1-cd0d75749fc0","http://www.cdisc.org","Unit of Pressure","Code","Code_193","C49669","2023-12-15"
"793b6d2f-ac29-4b7f-abb2-5a0703586d95","http://www.cdisc.org","Sitting","Code","Code_194","C62122","2023-12-15"
"4f32ca25-1ada-4a98-a731-37e1575ad059","http://www.cdisc.org","Standing","Code","Code_195","C62166","2023-12-15"
"df8fc80f-19da-44bd-b987-af4cd6848f6e","http://www.cdisc.org","Supine Position","Code","Code_196","C62167","2023-12-15"
"f2caf002-e8ad-449b-b294-8c20bdf16b45","http://www.cdisc.org","Body Position","Code","Code_197","C62164","2023-12-15"
"324f82f1-9ea7-4590-ba25-9f7953ffaeed","http://www.cdisc.org","Brachial Artery","Code","Code_198","C12681","2023-12-15"
"585feeeb-39c0-43f1-a876-5e5bdbce3cc3","http://www.cdisc.org","Common Carotid Artery","Code","Code_199","C12687","2023-12-15"
"1964a9c1-59f8-43de-a4d1-831c91161996","http://www.cdisc.org","Dorsalis Pedis Artery","Code","Code_200","C32478","2023-12-15"
"23221a34-5bda-4d8a-85e9-f0a845228415","http://www.cdisc.org","Femoral Artery","Code","Code_201","C12715","2023-12-15"
"4e7e3b03-f64c-43ea-a255-68e189fd3191","http://www.cdisc.org","Radial Artery","Code","Code_202","C12838","2023-12-15"
"fb301ce1-8a94-4889-b7ae-b381acd8511e","http://www.cdisc.org","Anatomic Site","Code","Code_203","C13717","2023-12-15"
"be1613cc-369b-4200-bed6-0e952eb61543","http://www.cdisc.org","Left","Code","Code_204","C25229","2023-12-15"
"67e7ec25-71c3-4bcb-9d18-b4d290314400","http://www.cdisc.org","Right","Code","Code_205","C25228","2023-12-15"
"f831042e-7f56-4df8-94d4-08b31af71907","http://www.cdisc.org","Laterality","Code","Code_206","C25185","2023-12-15"
"d64caf3e-1efc-42a0-8dd8-c20e99416621","http://www.cdisc.org","SYSBP","Code","Code_207","C25298","2023-12-15"
"ee6c7398-88f2-4f9f-ae32-37e71b0172bb","http://www.cdisc.org","DIABP","Code","Code_208","C25299","2023-12-15"
"aca07032-fbae-4db4-b766-72a75ed21c67","http://www.cdisc.org","Clinical Test Result","Code","Code_209","C77140","2023-12-15"
"b1413467-db87-410e-8cc0-83a5ef1c3185","http://www.cdisc.org","Unit of Pressure","Code","Code_210","C49669","2023-12-15"
"f054615a-fe2e-464c-a144-0809cdede66a","http://www.cdisc.org","Sitting","Code","Code_211","C62122","2023-12-15"
"45648975-2890-4d91-955a-f3341cf6fccb","http://www.cdisc.org","Standing","Code","Code_212","C62166","2023-12-15"
"c908f8a8-cfc5-4b22-9c85-b6471f2d0427","http://www.cdisc.org","Supine Position","Code","Code_213","C62167","2023-12-15"
"a8af6242-a234-4b9f-a723-aadf0305da5f","http://www.cdisc.org","Body Position","Code","Code_214","C62164","2023-12-15"
"d3627764-da87-466c-81e1-dc9e602ed59c","http://www.cdisc.org","Brachial Artery","Code","Code_215","C12681","2023-12-15"
"4911b538-a70b-472e-84a7-09d8336c38d8","http://www.cdisc.org","Common Carotid Artery","Code","Code_216","C12687","2023-12-15"
"88843256-86d2-415c-88aa-b2e38acce00f","http://www.cdisc.org","Dorsalis Pedis Artery","Code","Code_217","C32478","2023-12-15"
"3a63876f-cb63-47ea-b3ab-2dfbd2868334","http://www.cdisc.org","Femoral Artery","Code","Code_218","C12715","2023-12-15"
"a80e25a4-38d7-4e66-a2de-e5d0e3351d4c","http://www.cdisc.org","Radial Artery","Code","Code_219","C12838","2023-12-15"
"f0a87975-f6df-4321-81be-d21cf09da49b","http://www.cdisc.org","Anatomic Site","Code","Code_220","C13717","2023-12-15"
"bf881d35-8190-4f3f-ae21-fd58149b17b2","http://www.cdisc.org","Left","Code","Code_221","C25229","2023-12-15"
"6664f815-18d2-49d8-8de2-977fee49d5dd","http://www.cdisc.org","Right","Code","Code_222","C25228","2023-12-15"
"620d89a0-0fa9-43fb-ba5c-ea0315ae0463","http://www.cdisc.org","Laterality","Code","Code_223","C25185","2023-12-15"
"3aa9bf87-8eb7-4d64-a69d-2d91745f5a0d","http://www.cdisc.org","DIABP","Code","Code_224","C25299","2023-12-15"
"589f587c-231f-490b-9394-188c3211eca8","http://www.cdisc.org","TEMP","Code","Code_225","C174446","2023-12-15"
"2d5f8009-f45d-4fe4-9eed-0ef991330316","http://www.cdisc.org","Clinical Test Result","Code","Code_226","C77140","2023-12-15"
"3cd57b44-9423-4060-a8a1-025e452a5266","http://www.cdisc.org","Degree Celsius","Code","Code_227","C42559","2023-12-15"
"5003e3b3-9f6a-4d6d-8484-3042cf6fc1f7","http://www.cdisc.org","Degree Fahrenheit","Code","Code_228","C44277","2023-12-15"
"4eb3f787-3cd0-45b9-a471-12edb163ac65","http://www.cdisc.org","Kelvin","Code","Code_229","C42537","2023-12-15"
"a1dc75c3-67b9-4073-86ed-7c8c3b61d0d1","http://www.cdisc.org","Unit of Temperature","Code","Code_230","C44276","2023-12-15"
"50bbabc7-1f07-40cb-8c18-5bf2a5a00a3f","http://www.cdisc.org","Axilla","Code","Code_231","C12674","2023-12-15"
"6385be4e-c514-4dfa-9f61-6f802a91c9b0","http://www.cdisc.org","Ear","Code","Code_232","C12394","2023-12-15"
"506b3c2f-ebeb-4a6e-be40-78ea309ad856","http://www.cdisc.org","Forehead","Code","Code_233","C89803","2023-12-15"
"5974d5d1-3868-483e-8d6c-e3e9ef67a915","http://www.cdisc.org","Oral Cavity","Code","Code_234","C12421","2023-12-15"
"dd265afe-a127-4680-bf1e-3f829703bb4e","http://www.cdisc.org","Rectum","Code","Code_235","C12390","2023-12-15"
"4023c507-6f5a-46d0-aebf-feb85eb02abf","http://www.cdisc.org","Anatomic Site","Code","Code_236","C13717","2023-12-15"
"86900334-706b-4022-a127-0c12c62dfcd7","http://www.cdisc.org","TEMP","Code","Code_237","C174446","2023-12-15"
"b07de980-7d79-471e-a7c7-389dd32ce61c","http://www.cdisc.org","WEIGHT","Code","Code_238","C25208","2023-12-15"
"9737ec9c-4880-4ecf-8417-c5ae7aebe1e0","http://www.cdisc.org","Clinical Test Result","Code","Code_239","C77140","2023-12-15"
"6cbcb5a9-5b2e-4983-81db-c5c68b112c02","http://www.cdisc.org","Pound","Code","Code_240","C48531","2023-12-15"
"5445214f-7acd-414a-a721-81013d4a1332","http://www.cdisc.org","Gram","Code","Code_241","C48155","2023-12-15"
"d7838c06-7c80-43cf-9fd1-32ddc0340081","http://www.cdisc.org","Kilogram","Code","Code_242","C28252","2023-12-15"
"13395d93-c9e8-424e-a620-a5cb08c5bf03","http://www.cdisc.org","Unit of Weight","Code","Code_243","C48208","2023-12-15"
"67cff647-f8c1-4f5c-b15f-faca8e1bb06a","http://www.cdisc.org","WEIGHT","Code","Code_244","C25208","2023-12-15"
"f127d052-011a-4c0b-8aea-9ad9b2358565","http://www.cdisc.org","HEIGHT","Code","Code_245","C25347","2023-12-15"
"e238b0dc-e929-4af4-b320-083663e0f10c","http://www.cdisc.org","Clinical Test Result","Code","Code_246","C77140","2023-12-15"
"12482ef3-5cd9-4313-914e-699349403de4","http://www.cdisc.org","Centimeter","Code","Code_247","C49668","2023-12-15"
"a4db82af-2fa9-4822-bcb6-ab1e81f78f43","http://www.cdisc.org","Inch","Code","Code_248","C48500","2023-12-15"
"61576229-00e0-4d82-8760-60b471021859","http://www.cdisc.org","Meter","Code","Code_249","C41139","2023-12-15"
"2b4e68ce-ee68-4d2d-8a50-806d11f7fd84","http://www.cdisc.org","Unit of Height","Code","Code_250","C168688","2023-12-15"
"571d6f62-f225-46c6-951c-78d633d254a6","http://www.cdisc.org","HEIGHT","Code","Code_251","C25347","2023-12-15"
"cc05119d-873f-4498-9e92-b3745bd54e0a","http://www.cdisc.org","ALT","Code","Code_252","C64433","2023-12-15"
"1c6d62de-e050-4987-a0b5-c5936ea42ab7","http://www.cdisc.org","Laboratory Test Result","Code","Code_253","C36292","2023-12-15"
"c5458374-663c-4ccb-a0b7-4e135dd639f4","http://www.cdisc.org","Unit per Liter","Code","Code_254","C67456","2023-12-15"
"c58fb4bc-fb4b-4b65-88dd-59c3eb34e7b1","http://www.cdisc.org","Microkatal per Liter","Code","Code_255","C67397","2023-12-15"
"71c73136-1546-4026-9301-c1bdeca05109","http://www.cdisc.org","International Unit per Liter","Code","Code_256","C67376","2023-12-15"
"1b056fa2-78ad-44b1-b1cc-21bcfe40a801","http://www.cdisc.org","Nanokatal per Liter","Code","Code_257","C70510","2023-12-15"
"60080acd-7126-41fe-b5df-272f21d92ae0","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","Code_258","C67365","2023-12-15"
"24f10422-0d69-4ef4-ad48-33c8bf6cd512","http://www.cdisc.org","Biospecimen Type","Code","Code_259","C70713","2023-12-15"
"5654992f-5551-40d3-94a3-4cbb0104f35a","http://www.cdisc.org","No","Code","Code_260","C49487","2023-12-15"
"8b651fc5-de31-4573-b001-4dff88873626","http://www.cdisc.org","Yes","Code","Code_261","C49488","2023-12-15"
"24eaa5bd-f9ba-4c9a-97c1-85d6cea94ab4","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_262","C83309","2023-12-15"
"0d04eba8-29d6-41d2-ae7d-f532e49b0a86","http://www.cdisc.org","ALT","Code","Code_263","C64433","2023-12-15"
"da6874a1-c578-43f3-9e57-91c7e9b99d05","http://www.cdisc.org","ALB","Code","Code_264","C64431","2023-12-15"
"46f2408d-c045-464d-811d-a532a3618d1a","http://www.cdisc.org","Laboratory Test Result","Code","Code_265","C36292","2023-12-15"
"2bc81345-f3c3-41c4-9da5-9fd7e11ba839","http://www.cdisc.org","Biospecimen Type","Code","Code_266","C70713","2023-12-15"
"d9b3ca27-ac33-4ef0-98c5-d289aff64528","http://www.cdisc.org","No","Code","Code_267","C49487","2023-12-15"
"548ca790-5f80-4afc-8c77-98f660c5e4fc","http://www.cdisc.org","Yes","Code","Code_268","C49488","2023-12-15"
"f164edf7-c224-4dc5-b4a8-a3da953b0b62","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_269","C83309","2023-12-15"
"c2c720aa-b500-425e-afef-41161809f9c9","http://www.cdisc.org","ALB","Code","Code_270","C64431","2023-12-15"
"4ed293aa-7151-4d91-8f0e-9bc864ed0f70","http://www.cdisc.org","ALP","Code","Code_271","C64432","2023-12-15"
"4e962477-8286-4aed-9dfe-bac3206d555b","http://www.cdisc.org","Laboratory Test Result","Code","Code_272","C36292","2023-12-15"
"8f8bcd28-8031-4ae8-8003-51463a70c0c9","http://www.cdisc.org","Unit per Liter","Code","Code_273","C67456","2023-12-15"
"88df3e24-01cd-4c51-a854-c40d471e084f","http://www.cdisc.org","Microkatal per Liter","Code","Code_274","C67397","2023-12-15"
"e90f6d72-5067-486e-b024-a56a7e9f45fb","http://www.cdisc.org","International Unit per Liter","Code","Code_275","C67376","2023-12-15"
"fdb1f282-5059-47a2-b478-c64d8895cf09","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","Code_276","C67365","2023-12-15"
"0fc7063d-930d-41f8-8c54-83e4fe664078","http://www.cdisc.org","Biospecimen Type","Code","Code_277","C70713","2023-12-15"
"42a6e074-419a-433c-9a35-d695db225244","http://www.cdisc.org","No","Code","Code_278","C49487","2023-12-15"
"44cff11c-ffc5-47fa-ad04-8a48fdc2b88c","http://www.cdisc.org","Yes","Code","Code_279","C49488","2023-12-15"
"0303a673-0c65-4852-bcd8-e31042feca98","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_280","C83309","2023-12-15"
"95f73639-9cde-4a55-87b0-bba54d694030","http://www.cdisc.org","ALP","Code","Code_281","C64432","2023-12-15"
"cdcade10-e0da-4892-9894-c927e60d67dd","http://www.cdisc.org","AST","Code","Code_282","C64467","2023-12-15"
"751bdff6-1791-49a4-b7c4-d6f1c63e4990","http://www.cdisc.org","Laboratory Test Result","Code","Code_283","C36292","2023-12-15"
"b82d077e-69d3-42ea-8e50-cf9d550a4b3b","http://www.cdisc.org","Unit per Liter","Code","Code_284","C67456","2023-12-15"
"b600ad4e-b6dd-4b56-b5c2-34379ab68a9d","http://www.cdisc.org","Microkatal per Liter","Code","Code_285","C67397","2023-12-15"
"62443c86-bbf8-405a-9a2f-a6da8988b811","http://www.cdisc.org","International Unit per Liter","Code","Code_286","C67376","2023-12-15"
"7ddfefe2-8827-41e7-87ad-a8b2c8f5955a","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","Code_287","C67365","2023-12-15"
"1baec927-8eeb-47b5-abaa-5451769ee038","http://www.cdisc.org","Biospecimen Type","Code","Code_288","C70713","2023-12-15"
"41609442-a8cb-4d2c-a566-821655e421fb","http://www.cdisc.org","No","Code","Code_289","C49487","2023-12-15"
"2d27af8f-1400-4a23-89c3-03b2019d7f83","http://www.cdisc.org","Yes","Code","Code_290","C49488","2023-12-15"
"3bade456-a4c1-4401-830c-dc989e62b2ff","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_291","C83309","2023-12-15"
"f16324a6-d88a-4cf0-bb71-9a0d70ae9918","http://www.cdisc.org","AST","Code","Code_292","C64467","2023-12-15"
"db2cdbce-cf53-4c1a-9585-5608a64e0968","http://www.cdisc.org","CREAT","Code","Code_293","C64547","2023-12-15"
"8d241219-1e81-4497-9cf9-20153ce6a623","http://www.cdisc.org","Laboratory Test Result","Code","Code_294","C36292","2023-12-15"
"ec921120-ad73-44a2-8362-8dcf30607c39","http://www.cdisc.org","Milligram per Deciliter","Code","Code_295","C67015","2023-12-15"
"50139d56-3aac-4e2e-8aee-1b4b9aee2bc0","http://www.cdisc.org","Microgram per Milliliter","Code","Code_296","C64572","2023-12-15"
"cf15eba2-0342-49ac-b1fa-93d8c6b9d871","http://www.cdisc.org","Millimole per Liter","Code","Code_297","C64387","2023-12-15"
"569ebc49-bcaa-48fb-8812-c6802acdf679","http://www.cdisc.org","Micromole per Liter","Code","Code_298","C48508","2023-12-15"
"61bd757f-b885-4011-8bd8-492046057f9c","http://www.cdisc.org","Unit of Concentration","Code","Code_299","C48207","2023-12-15"
"1bdd5f98-b4fc-4a40-997f-dfd7d2d3f5da","http://www.cdisc.org","Biospecimen Type","Code","Code_300","C70713","2023-12-15"
"2d597b5f-bf06-4981-a6d0-77e450ecda7f","http://www.cdisc.org","No","Code","Code_301","C49487","2023-12-15"
"a41e78c3-f8fc-494b-91d2-3257aec193f8","http://www.cdisc.org","Yes","Code","Code_302","C49488","2023-12-15"
"936fdfcd-6335-43d5-a37b-ecd46d0f2e99","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_303","C83309","2023-12-15"
"93850fcc-4cfc-460e-be7e-95ec0a4fd6ed","http://www.cdisc.org","CREAT","Code","Code_304","C64547","2023-12-15"
"23a6f219-eb68-4d8f-ac42-f239ab5ade16","http://www.cdisc.org","K","Code","Code_305","C64853","2023-12-15"
"7b03958d-00ac-44c4-89f5-ecdcbeff1174","http://www.cdisc.org","Laboratory Test Result","Code","Code_306","C36292","2023-12-15"
"cdc43eed-fa13-4024-83b3-33dfe2ed242b","http://www.cdisc.org","Milliequivalent per Liter","Code","Code_307","C67474","2023-12-15"
"f0fe52e9-35f4-441b-8c30-2b0a248eeb1f","http://www.cdisc.org","Milliequivalent per Deciliter","Code","Code_308","C67473","2023-12-15"
"e59dfbeb-6fb2-454e-b535-c5035bd6668a","http://www.cdisc.org","Millimole per Liter","Code","Code_309","C64387","2023-12-15"
"b41ce9a0-efec-413c-9375-323b4fd53824","http://www.cdisc.org","Molarity Unit","Code","Code_310","C64567","2023-12-15"
"acbf37f8-f6ca-46da-bc77-ac473fc0be5d","http://www.cdisc.org","Biospecimen Type","Code","Code_311","C70713","2023-12-15"
"708af31a-a75e-4488-a0c7-b25e369c3c3b","http://www.cdisc.org","No","Code","Code_312","C49487","2023-12-15"
"23d92b74-159b-4ac4-bfaf-c112d51f565c","http://www.cdisc.org","Yes","Code","Code_313","C49488","2023-12-15"
"e42431bf-61e8-42cf-9fc9-989b784123bc","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_314","C83309","2023-12-15"
"2a000ad7-81fc-46d8-9ed2-3b6a4d104fc5","http://www.cdisc.org","K","Code","Code_315","C64853","2023-12-15"
"ff15c739-0f40-462d-8641-006bce87158d","http://www.cdisc.org","SODIUM","Code","Code_316","C64809","2023-12-15"
"8ae33410-dfc9-48d4-b4e9-ee83a3b96f71","http://www.cdisc.org","Laboratory Test Result","Code","Code_317","C36292","2023-12-15"
"64ab8656-364b-4c25-9c56-f4f4b63d7b48","http://www.cdisc.org","Milliequivalent per Liter","Code","Code_318","C67474","2023-12-15"
"e3c4f184-0193-46c4-b5aa-b74d6212bb1e","http://www.cdisc.org","Milliequivalent per Deciliter","Code","Code_319","C67473","2023-12-15"
"2754a740-f219-4d4d-8b2d-a5994ef62842","http://www.cdisc.org","Millimole per Liter","Code","Code_320","C64387","2023-12-15"
"38a26edd-2b87-4d87-a182-80f9f9385d7e","http://www.cdisc.org","Molarity Unit","Code","Code_321","C64567","2023-12-15"
"6abf1dcf-2a01-401c-85c9-a9c8f8ab0707","http://www.cdisc.org","Biospecimen Type","Code","Code_322","C70713","2023-12-15"
"c454d7f7-c008-4e40-a0d1-0425dcb75a5e","http://www.cdisc.org","No","Code","Code_323","C49487","2023-12-15"
"9e8dc25e-cd53-47be-a130-da4cd34fd516","http://www.cdisc.org","Yes","Code","Code_324","C49488","2023-12-15"
"0d1dbfc2-3709-4c5f-9fd4-5e5c663c0bf2","http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_325","C83309","2023-12-15"
"10940acf-1209-4567-8ea5-f3ccb66509c0","http://www.cdisc.org","SODIUM","Code","Code_326","C64809","2023-12-15"
"7017181d-ac9e-42fe-830a-08b30265e80d","http://www.cdisc.org","SYSBP","Code","Code_327","C25298","2023-12-15"
"a70f2098-cd58-4283-878f-4dac254807c3","http://www.cdisc.org","Clinical Test Result","Code","Code_328","C77140","2023-12-15"
"1a866907-ced1-4c5d-9130-4cdac6a66fd2","http://www.cdisc.org","Unit of Pressure","Code","Code_329","C49669","2023-12-15"
"3d70997a-ccf1-47d4-9c5d-8afda30031dd","http://www.cdisc.org","Sitting","Code","Code_330","C62122","2023-12-15"
"51ff7ba9-70ce-452f-b96d-c3fdc14f5691","http://www.cdisc.org","Standing","Code","Code_331","C62166","2023-12-15"
"50dc96eb-9f4b-4590-8dec-52cd359870bd","http://www.cdisc.org","Supine Position","Code","Code_332","C62167","2023-12-15"
"d8ef4ce7-e2b8-4aec-afbb-4f3c6447f698","http://www.cdisc.org","Body Position","Code","Code_333","C62164","2023-12-15"
"ee74ccac-359b-49bd-92f2-0a23dc39bd73","http://www.cdisc.org","Brachial Artery","Code","Code_334","C12681","2023-12-15"
"7f469c48-6827-47a3-b1f8-6ea4c2cef07a","http://www.cdisc.org","Common Carotid Artery","Code","Code_335","C12687","2023-12-15"
"19ed65ea-b29c-4a8e-9160-34f903230f8d","http://www.cdisc.org","Dorsalis Pedis Artery","Code","Code_336","C32478","2023-12-15"
"f06617af-bc50-493a-b763-fe6e60e0041f","http://www.cdisc.org","Femoral Artery","Code","Code_337","C12715","2023-12-15"
"4af40516-97c8-4649-8389-7cee84e7fdd2","http://www.cdisc.org","Radial Artery","Code","Code_338","C12838","2023-12-15"
"b09f8672-e53d-469d-848f-4e71be0e01bc","http://www.cdisc.org","Anatomic Site","Code","Code_339","C13717","2023-12-15"
"08400171-2ca6-47a7-a817-0bd7c35a9572","http://www.cdisc.org","Left","Code","Code_340","C25229","2023-12-15"
"2ff3ebcc-2a0c-4b48-9ef5-d96a4bad136c","http://www.cdisc.org","Right","Code","Code_341","C25228","2023-12-15"
"fd975f24-3ade-4da9-aa24-571c03407643","http://www.cdisc.org","Laterality","Code","Code_342","C25185","2023-12-15"
"7458d5dc-275f-4ad6-ab13-19b2b74b1d29","http://www.cdisc.org","SYSBP","Code","Code_343","C25298","2023-12-15"
"84d4cc9d-0360-4658-a4ec-04b37e6c3054","http://www.cdisc.org","DIABP","Code","Code_344","C25299","2023-12-15"
"7818d7cb-e84c-4260-a843-62e5c763896d","http://www.cdisc.org","Clinical Test Result","Code","Code_345","C77140","2023-12-15"
"fd523278-cb63-4c4a-a145-9cbaa1ed31f6","http://www.cdisc.org","Unit of Pressure","Code","Code_346","C49669","2023-12-15"
"f3181ffb-252c-423b-8067-726a706366c1","http://www.cdisc.org","Sitting","Code","Code_347","C62122","2023-12-15"
"f34feb12-2ed0-4d28-8448-4fd35357756f","http://www.cdisc.org","Standing","Code","Code_348","C62166","2023-12-15"
"ca3b8d70-480f-41e6-875d-5d8bd885d181","http://www.cdisc.org","Supine Position","Code","Code_349","C62167","2023-12-15"
"eb338f05-4cd9-4853-b443-9c44c5498feb","http://www.cdisc.org","Body Position","Code","Code_350","C62164","2023-12-15"
"9d66ee13-b580-49be-9c7f-319a40fc3a83","http://www.cdisc.org","Brachial Artery","Code","Code_351","C12681","2023-12-15"
"24b53ca6-cf8b-451d-a7e2-6564f90914b8","http://www.cdisc.org","Common Carotid Artery","Code","Code_352","C12687","2023-12-15"
"95e8b032-a21c-4f68-bfb2-de9382a0ad85","http://www.cdisc.org","Dorsalis Pedis Artery","Code","Code_353","C32478","2023-12-15"
"b9c1f6be-6813-4d7a-8983-1c01c3fbf977","http://www.cdisc.org","Femoral Artery","Code","Code_354","C12715","2023-12-15"
"50e07ce4-3c56-4984-b0a0-78cb0b1ffd6f","http://www.cdisc.org","Radial Artery","Code","Code_355","C12838","2023-12-15"
"1891c45e-ac23-4c5f-973c-b7f95062d553","http://www.cdisc.org","Anatomic Site","Code","Code_356","C13717","2023-12-15"
"78acc860-561d-4bc0-bd58-bea018244704","http://www.cdisc.org","Left","Code","Code_357","C25229","2023-12-15"
"36c523ef-a659-4f83-8519-7f6389f0deed","http://www.cdisc.org","Right","Code","Code_358","C25228","2023-12-15"
"995b2387-d64a-4b8d-8cc8-87b2a66ad7dd","http://www.cdisc.org","Laterality","Code","Code_359","C25185","2023-12-15"
"33dfd7da-4a3e-4e69-b242-93bf4aea0112","http://www.cdisc.org","DIABP","Code","Code_360","C25299","2023-12-15"
"58b472f5-cc1c-4e18-86cc-9a335472cbd7","http://www.cdisc.org","HR","Code","Code_361","C49677","2023-12-15"
"c5e354f3-0878-4947-8d51-c9c6fcaf95d9","http://www.cdisc.org","Clinical Test Result","Code","Code_362","C77140","2023-12-15"
"eda376c2-29b1-4c78-a260-b6dea6aeb216","http://www.cdisc.org","Count per Minute","Code","Code_363","C73688","2023-12-15"
"b26e1a4b-a282-4f19-bc21-8aa0b46a21b1","http://www.cdisc.org","Sitting","Code","Code_364","C62122","2023-12-15"
"5c003b83-c01a-43a1-80a2-fb3f29c782e2","http://www.cdisc.org","Standing","Code","Code_365","C62166","2023-12-15"
"87bcf93c-7bbc-4aa1-a9ce-8f320ad13ad0","http://www.cdisc.org","Supine Position","Code","Code_366","C62167","2023-12-15"
"8559822b-5908-47a8-bb6b-550eb7e77b4e","http://www.cdisc.org","Body Position","Code","Code_367","C62164","2023-12-15"
"3ddeeb71-75c6-42f1-b8d1-6ff83e6c9b6a","http://www.cdisc.org","Brachial Artery","Code","Code_368","C12681","2023-12-15"
"78a31967-dc2c-4e48-abc6-d7cfa2ebfcd8","http://www.cdisc.org","Common Carotid Artery","Code","Code_369","C12687","2023-12-15"
"572da075-2c8d-45e7-aa6e-4ab787d60d3f","http://www.cdisc.org","Dorsalis Pedis Artery","Code","Code_370","C32478","2023-12-15"
"30dc30ed-26d8-49ae-811b-8ceb2c930ef9","http://www.cdisc.org","Femoral Artery","Code","Code_371","C12715","2023-12-15"
"2f9438c8-f688-4d0b-aa8b-b20531f60265","http://www.cdisc.org","Radial Artery","Code","Code_372","C12838","2023-12-15"
"df189e93-678a-4965-bf8e-1e4a4adc8ca9","http://www.cdisc.org","Anatomic Site","Code","Code_373","C13717","2023-12-15"
"61f1b8e5-8173-4822-a8c3-4ab0ba8bc386","http://www.cdisc.org","Left","Code","Code_374","C25229","2023-12-15"
"f0e5cf01-9146-40c7-bace-ec3cb0826b54","http://www.cdisc.org","Right","Code","Code_375","C25228","2023-12-15"
"e9fb69d4-6eb6-47c4-914d-bfc14cc75df1","http://www.cdisc.org","Laterality","Code","Code_376","C25185","2023-12-15"
"7ed0489e-e3c6-48b9-9ad5-0fadb1c9e82b","http://www.cdisc.org","HR","Code","Code_377","C49677","2023-12-15"
