"uuid:ID","id","codeSystemVersion","instanceType","codeSystem","code","decode"
"3d82d193-7f2c-4318-aafa-e6f44138fcd1","Code_247","2023-09-29","Code","http://www.cdisc.org","C49673","Beats per Minute"
"1ec3214d-795a-4ff7-9b96-63330c2900cb","Code_248","","Code","NCI Thesaurus","C73688","Count per Minute"
"e74c2f3e-6144-49b2-84f0-e80c1db2fa16","Code_249","","Code","NCI Thesaurus","C83088","Vital Signs Location"
"612852c3-84d0-40cc-8502-90235912b800","Code_250","","Code","NCI Thesaurus","C123975","Vital Signs Laterality"
"b95b72fc-602c-45b0-bcf3-b7b09e9f9689","Code_251","","Code","NCI Thesaurus","C82535","Test Method"
"14b99cf3-a047-4655-b72a-38b9bb76c136","Code_252","","Code","NCI Thesaurus","C83114","Vital Signs Position"
"b874494d-d867-4872-b7d1-08bcbf1d3caf","Code_245","","Code","NCI Thesaurus","C49677","Heart Rate"
"223efc60-52ae-45e8-8dc2-6c7f25ced9db","Code_254","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"0bcf914e-99ad-42e2-be96-e5c7f4e97a58","Code_255","2023-09-29","Code","http://www.cdisc.org","C42547","Pascal"
"61e3540a-1f2f-42a6-aada-5a82b0352097","Code_256","","Code","NCI Thesaurus","C49669","Unit of Pressure"
"6ee9d765-48b3-4af7-81e1-36a30212ce57","Code_257","","Code","NCI Thesaurus","C83088","Vital Signs Location"
"0196bab2-bd08-4301-a1a2-b3dbcf5855c8","Code_258","","Code","NCI Thesaurus","C123975","Vital Signs Laterality"
"77eb3ef1-8f3f-4c43-a7eb-58fd17a07b32","Code_259","","Code","NCI Thesaurus","C82535","Test Method"
"7d371c94-501e-4dfe-9cee-ba8e7a119eda","Code_260","","Code","NCI Thesaurus","C83114","Vital Signs Position"
"8b9809ec-a883-4c68-be2d-1bb19266a23e","Code_253","","Code","NCI Thesaurus","C25298","Systolic Blood Pressure"
"cc4d29ec-65ab-4a47-8079-f68d74c2b18e","Code_262","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"518371b0-01b8-4b9e-a413-f61db5c5c2d7","Code_263","2023-09-29","Code","http://www.cdisc.org","C42547","Pascal"
"59502aa7-0314-4f2c-b31e-13e04528242b","Code_264","","Code","NCI Thesaurus","C49669","Unit of Pressure"
"8dedb1d7-c7c7-4a2a-b6ec-0ac38d195c7b","Code_265","","Code","NCI Thesaurus","C83088","Vital Signs Location"
"52b33ffa-8e70-4c1b-9e4d-955b396db06a","Code_266","","Code","NCI Thesaurus","C123975","Vital Signs Laterality"
"f608b6e8-6314-4e7d-a666-d2e6e8a9f7f6","Code_267","","Code","NCI Thesaurus","C82535","Test Method"
"7313b86f-70dd-487d-b557-928f0122d2c8","Code_268","","Code","NCI Thesaurus","C83114","Vital Signs Position"
"61d1e5fd-28cd-45b6-bb8a-704396a49922","Code_261","","Code","NCI Thesaurus","C25299","Diastolic Blood Pressure"
"64b29580-9aeb-443d-8a7d-f51fea8d7015","Code_270","","Code","NCI Thesaurus","C173522","Vital Signs Result"
"0dc14700-49f0-4ed6-8f2b-311669718616","Code_271","2023-09-29","Code","http://www.cdisc.org","C49673","Beats per Minute"
"99a92f2c-b769-45c4-a2f8-565b522508a0","Code_272","","Code","NCI Thesaurus","C73688","Count per Minute"
"1c00b9ef-b2a0-45ce-a8e8-b5563be9b20c","Code_273","","Code","NCI Thesaurus","C83088","Vital Signs Location"
"838d6505-9737-43d5-89dd-ca4dd08817c3","Code_274","","Code","NCI Thesaurus","C123975","Vital Signs Laterality"
"678d72c7-32bf-4136-8f79-aa7951b8154b","Code_275","","Code","NCI Thesaurus","C82535","Test Method"
"5e567ae2-b7bc-4917-96b9-e039342af25b","Code_276","","Code","NCI Thesaurus","C83114","Vital Signs Position"
"aff21e6f-b1f8-4c10-bfae-95d2b0375bd6","Code_269","","Code","NCI Thesaurus","C49677","Heart Rate"
"fa1b4cbb-3916-47c3-938a-f2153d8c8ebd","Code_122","2023-09-29","Code","http://www.cdisc.org","C174268","Placebo Comparator Arm"
"9dfb140d-b1e9-496b-b8c9-ed355922fde5","Code_123","2023-09-29","Code","http://www.cdisc.org","C188866","Data Generated Within Study"
"439c282c-965a-4741-800a-7d9765124cf3","Code_124","2023-09-29","Code","http://www.cdisc.org","C174267","Active Comparator Arm"
"8c899c25-b76e-4b05-bf4e-b62d46eecab0","Code_125","2023-09-29","Code","http://www.cdisc.org","C188866","Data Generated Within Study"
"9a36a04c-6a98-477e-ac8c-dc3b4fccc415","Code_126","2023-09-29","Code","http://www.cdisc.org","C174267","Active Comparator Arm"
"ba6591ac-6759-4238-bf8f-6866e8374c24","Code_127","2023-09-29","Code","http://www.cdisc.org","C188866","Data Generated Within Study"
"0414d994-eda6-49eb-83cb-4125489fb9af","Code_135","2023-09-29","Code","http://www.cdisc.org","C15228","Double Blind Study"
"ccb59084-eaf3-4656-bd7d-7224b33fddfb","Code_128","2023-09-29","Code","http://www.cdisc.org","C48262","Trial Screening"
"b1afdf2a-c893-446d-85c0-f800e5caa49b","Code_129","2023-09-29","Code","http://www.cdisc.org","C101526","Treatment Epoch"
"0b5c5ef3-51ba-4a14-b258-2cdfc607de7b","Code_130","2023-09-29","Code","http://www.cdisc.org","C101526","Treatment Epoch"
"ec71dec3-bd73-413a-8b96-ed5875a63b72","Code_131","2023-09-29","Code","http://www.cdisc.org","C101526","Treatment Epoch"
"591e86f3-174a-4a46-b4a7-f7b9962ddd8a","Code_132","2023-09-29","Code","http://www.cdisc.org","C99158","Clinical Study Follow-up"
"333471f0-9085-47c0-b8ae-241c68a43834","Code_330","1","Code","ICD-10-CM","G30.9","Alzheimer's disease; unspecified"
"4ea78468-cbf4-4f70-bbf2-d7440449a5bf","Code_331","January 31, 2018","Code","SNOMED","26929004","Alzheimer's disease"
"0fad3fd0-162b-4947-97fb-c37f2eed574e","Code_141","2023-09-29","Code","http://www.cdisc.org","C70793","Sponsor"
"466c7f50-7435-49ab-90d3-9cd8a93f8a8e","Code_335","2023-09-29","Code","http://www.cdisc.org","C85826","Trial Primary Objective"
"fb2aef60-1b4a-4856-bcc6-75626284724a","Code_334","2023-09-29","Code","http://www.cdisc.org","C94496","Primary Endpoint"
"7065b657-4ffc-47bd-91ba-53ea7cd2d71f","Code_336","2023-09-29","Code","http://www.cdisc.org","C94496","Primary Endpoint"
"99e6e5f9-5968-47cb-afe1-baeabdb3ff30","Code_338","2023-09-29","Code","http://www.cdisc.org","C85826","Trial Primary Objective"
"4d6cec09-d216-4a98-8869-e38b907970fb","Code_337","2023-09-29","Code","http://www.cdisc.org","C94496","Primary Endpoint"
"abeabb6c-a8f0-4eb8-b3fe-8b16de0d9f05","Code_339","2023-09-29","Code","http://www.cdisc.org","C94496","Primary Endpoint"
"091f763e-ce77-4143-8b83-35cad556fd26","Code_340","2023-09-29","Code","http://www.cdisc.org","C94496","Primary Endpoint"
"9d35be1c-c398-475a-b023-82c06444cebe","Code_342","2023-09-29","Code","http://www.cdisc.org","C85827","Trial Secondary Objective"
"57962898-c6b4-43f1-b8ce-10d6faa56625","Code_341","2023-09-29","Code","http://www.cdisc.org","C139173","Secondary Endpoint"
"21ef9c27-1ade-4c85-b564-a73b916d30b7","Code_343","2023-09-29","Code","http://www.cdisc.org","C139173","Secondary Endpoint"
"38a61b1c-f18b-4b43-a3d2-cf354c6ca741","Code_344","2023-09-29","Code","http://www.cdisc.org","C139173","Secondary Endpoint"
"5e857b17-b0c3-41ae-8e4d-97308f777e18","Code_345","2023-09-29","Code","http://www.cdisc.org","C25532","Inclusion Criteria"
"da0ca407-3c92-4007-ae09-455bb71cc0c0","Code_346","2023-09-29","Code","http://www.cdisc.org","C25532","Inclusion Criteria"
"b8969835-5bed-4998-aeee-93e247e394e3","Code_347","2023-09-29","Code","http://www.cdisc.org","C25532","Inclusion Criteria"
"e474ce2c-41b9-4974-87e8-1129851a20e9","Code_348","2023-09-29","Code","http://www.cdisc.org","C25370","Exclusion Criteria"
"80408d71-bd39-4caa-9901-2e62436761fc","Code_332","2023-09-29","Code","http://www.cdisc.org","C29848","Year"
"9ae382bc-c0c1-4dc8-bdaa-c88731ff84be","Code_14","2023-09-29","Code","http://www.cdisc.org","C201264","Before"
"79e72fbe-a2cf-4da6-aa66-372d2f2716a0","Code_15","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"aa40b0db-31b6-45d8-9c1a-a05c43b7f333","Code_16","2023-09-29","Code","http://www.cdisc.org","C201264","Before"
"9dc8e460-d2c8-46c5-a8ff-9923fb18c03e","Code_17","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"2128ac91-688a-4531-9495-0a8afcc2c8ee","Code_19","2023-09-29","Code","http://www.cdisc.org","C201264","Fixed Reference"
"8d701215-dad4-4e6a-94a6-b66296deebaa","Code_20","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"442bae8c-1d91-4439-9340-4f7eba595b40","Code_21","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"e49c6d12-586b-4758-ab08-631952458a95","Code_22","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"ba8c6367-b7c3-4845-b862-08751f927243","Code_24","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"4804e91b-fd23-4716-a65a-fb7acc5dea2f","Code_25","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"3b844a2c-5ce3-4ee5-acb6-b238437378da","Code_27","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"bdb5ecbd-7334-411e-b9ef-a865b9ed91f4","Code_28","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"ad8d735b-f8fe-4b76-ac1a-ed7422716049","Code_30","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"33f4ba3a-005b-471f-945a-9109432c77b9","Code_31","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"6e9051d3-02cb-4a84-ae9f-2f156242ff53","Code_35","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"a9be80a1-9161-4ea4-9aed-0614b061d11e","Code_36","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"d61e8fd0-d1d9-406e-917b-22dcf69b814e","Code_40","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"0b3ebcd0-4a7b-4642-a61b-c987b2fa8013","Code_41","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"698e0b3e-7709-4863-b6bd-d6bb60a0cb70","Code_45","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"038be5f2-66b4-4296-a5a9-34966aaafa57","Code_46","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"de36aad4-e967-4c18-b645-b229de895762","Code_50","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"03df3d70-d4ef-4cdb-9a9d-bfb511298428","Code_51","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"c9f03126-b948-4653-af47-7c4922c2dc72","Code_53","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"cf82163e-6763-4489-8044-be5ef89920f7","Code_54","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"8a55f6c9-e313-458a-874b-1b183ba68f4d","Code_33","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"1a49e440-1be6-477e-a203-e567acdac50c","Code_34","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"4744e561-adb5-4202-8998-d89a362787da","Code_38","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"c8a2956f-5042-456e-87ba-19f90e7ddc86","Code_39","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"dab1701e-9fac-42eb-9f7e-458cf2bc389c","Code_43","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"8f99a708-56f8-4b54-8d87-e3ef0def9fd0","Code_44","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"a12e752f-f53e-436f-ab3a-f4a868cf973f","Code_48","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"de40cb90-2eab-4fef-a4b3-2dbc094aefc6","Code_49","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"ea2b21e0-a0c2-4d73-9672-24ad38848c53","Code_56","2023-09-29","Code","http://www.cdisc.org","C201264","Fixed Reference"
"0986b423-d658-4a20-b33e-c0333aca98f4","Code_57","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"a0a35243-05ce-42a3-81f8-43c493c5fe3e","Code_58","2023-09-29","Code","http://www.cdisc.org","C201264","Fixed Reference"
"e19db3ae-8b87-4631-b769-24441b19a7c9","Code_59","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"751ba341-e59e-4cad-8d45-ed6683a531eb","Code_60","2023-09-29","Code","http://www.cdisc.org","C201264","Fixed Reference"
"4cc9e5a8-47e1-4af1-9634-f1b1c1c04eea","Code_61","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"770d3e20-b56d-4436-84f9-ca7cfd6658b4","Code_62","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"2c17c012-b687-4581-bb5d-3bca0e257073","Code_63","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"1d903cbb-c7a2-400b-9ae7-b27c6af4cbb7","Code_64","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"e0d452e9-a903-42ed-9ade-128bc8f46f9a","Code_65","2023-09-29","Code","http://www.cdisc.org","C201265","End to Start"
"240a91e3-357a-4acc-bf5d-8da985d5246b","Code_66","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"6f8c0e46-2ed6-4632-b217-6d5c696f5bc1","Code_67","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"f7ab5750-b16c-4edd-816e-9447e102c66a","Code_68","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"18101b57-2d70-4ebc-8204-b6b6854786c1","Code_69","2023-09-29","Code","http://www.cdisc.org","C201265","End to Start"
"38399f28-4468-4f63-a07c-128389bb22b0","Code_70","2023-09-29","Code","http://www.cdisc.org","C201264","After"
"c3308a41-19e4-4175-a2e6-732c257c034b","Code_71","2023-09-29","Code","http://www.cdisc.org","C201265","Start to Start"
"71e9e08c-8304-405a-a285-7ee2ace8c306","Code_349","2023-09-29","Code","http://www.cdisc.org","C70793","Clinical Study Sponsor"
"ce0ea876-ad2b-491c-a933-0041a2f6a9e0","Code_350","2020-08","Code","ISO 3166 1 alpha3","GBR","United Kingdom of Great Britain and Northern Ireland"
"75711e11-5b74-4736-8d78-3682bce8aaf5","Code_3","2023-09-29","Code","http://www.cdisc.org","C94108","Study Acronym"
"1f65b191-27f6-475a-99bb-052d936edbc7","Code_5","2023-09-29","Code","http://www.cdisc.org","C99905x1","Brief Study Title"
"2ad4c9c7-cb79-4ce1-be74-f87729d21080","Code_6","2023-09-29","Code","http://www.cdisc.org","C99905x2","Official Study Title"
"78b1ef26-4548-41d6-9769-e4bca95cd95f","Code_7","2023-09-29","Code","http://www.cdisc.org","C99905x3","Public Study Title"
"18c8f85c-6e51-4a5d-a492-ec39e58cf6d2","Code_8","2023-09-29","Code","http://www.cdisc.org","C25508","Final"
"24ab5060-abb5-4cb3-ab72-f3d04f99e616","Code_11","2023-09-29","Code","http://www.cdisc.org","C99903x1","Protocol Effective Date"
"de03aa3b-e6ee-4907-93cf-6e4ca556e6b1","Code_13","2023-09-29","Code","http://www.cdisc.org","C41129","Region"
"d1e14f9d-be71-45f0-bbdf-4b310c5e2e08","Code_12","2020-08","Code","ISO 3166 1 alpha3","150","Europe"
