"decode","codeSystemVersion","code","uuid:ID","id","instanceType","codeSystem"
"Disabling Adverse Event","2023-12-15","C113380","2f7e6a85-4e97-44d2-9573-db0187956a01","Code_169","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","95c10e5c-7dbd-49bb-9486-549d46079327","Code_170","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","f0a5bc72-4672-4ca0-b2bf-bb953c1a1473","Code_171","Code","http://www.cdisc.org"
"Death Related to Adverse Event","2023-12-15","C48275","ac3ac2b9-50f9-4a3f-bb55-9809f97ce839","Code_172","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","e717d0df-aee6-4aac-8a2b-702a3471cc9a","Code_173","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","6310b1b2-7696-41a0-9a24-f85d2de8caec","Code_174","Code","http://www.cdisc.org"
"Adverse Event associated with Hospitalization","2023-12-15","C83052","a5c19806-7209-4555-a6f1-2fcce431d68a","Code_175","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","a3876dd3-6fc0-4f3d-a936-b9bff7c5a5d9","Code_176","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","5fc40fde-19e6-40ea-9f5a-c21d4dfbb67f","Code_177","Code","http://www.cdisc.org"
"Life Threatening Adverse Event","2023-12-15","C84266","867bb4bc-1fbb-4c04-be50-7e29c7221169","Code_178","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","24175687-45af-4d9b-893c-027b78c2e49f","Code_179","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","b1a69152-9f2f-4d09-bbfc-3dd33a9019f1","Code_180","Code","http://www.cdisc.org"
"Adverse Event Occurred with Overdose","2023-12-15","C83214","8a9068e4-eb84-4d22-83f1-376fc814aeac","Code_181","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","53be01a5-57a1-4e89-8d58-06ac5b57fefe","Code_182","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","3d0fe550-5457-45f4-9d66-6f0cb5f0a1a2","Code_183","Code","http://www.cdisc.org"
"Adverse Event Associated with Serious Medical Event","2023-12-15","C83053","0d2bdc9f-68de-47b4-bb02-edda30b28fa6","Code_184","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","1a615fb0-90a4-49fb-b43b-e219d5f52391","Code_185","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","af4d9f08-027e-462a-8e81-7902b5697006","Code_186","Code","http://www.cdisc.org"
"Adverse Event Concomitant Treatment","2023-12-15","C83199","eec93b15-50c8-4bf9-a57b-eb870ad0a3cf","Code_187","Code","http://www.cdisc.org"
"Adverse Event Start Date Time","2023-12-15","C83215","80e39f04-8124-4014-9a64-9d3b15deedc0","Code_188","Code","http://www.cdisc.org"
"Adverse Event End Date Time","2023-12-15","C83201","0271b5d1-3ec2-408b-8c33-52fafa2d3eb6","Code_189","Code","http://www.cdisc.org"
"Solicited Adverse Event","2023-12-15","C179175","6c975516-52f7-47c3-b5af-09ce4f608058","Code_190","Code","http://www.cdisc.org"
"SYSBP","2023-12-15","C25298","c3d9be15-a0ec-444b-864a-d4d945f76b3b","Code_191","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","49723d7c-22ff-4d63-b153-b4408ed871e3","Code_192","Code","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","C49669","aa023b1a-c5c3-42bc-8385-420c41d01d34","Code_193","Code","http://www.cdisc.org"
"Sitting","2023-12-15","C62122","4bc43919-7f39-43ff-aab4-27f941b97fce","Code_194","Code","http://www.cdisc.org"
"Standing","2023-12-15","C62166","ee9d642d-e4c4-40e4-834d-7c3b30beaac7","Code_195","Code","http://www.cdisc.org"
"Supine Position","2023-12-15","C62167","e665134f-e74a-469b-906d-1171b6bbb98b","Code_196","Code","http://www.cdisc.org"
"Body Position","2023-12-15","C62164","348261ff-2756-491c-b791-7f7bfc1a4bd0","Code_197","Code","http://www.cdisc.org"
"Brachial Artery","2023-12-15","C12681","c2329242-1ae6-4a95-af4f-53873b2678f3","Code_198","Code","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","C12687","2249a9da-27ca-4f48-966d-f631c67d2d0b","Code_199","Code","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","C32478","729f48f2-10c9-49ef-bc11-20f9b569ff87","Code_200","Code","http://www.cdisc.org"
"Femoral Artery","2023-12-15","C12715","9c5d18b1-03d3-4c56-ba78-247d1d12ce8d","Code_201","Code","http://www.cdisc.org"
"Radial Artery","2023-12-15","C12838","ff25961d-96f6-48ac-ad73-0e1a7b6fc526","Code_202","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","a692cc79-ab3f-4c08-be28-0c4383389f62","Code_203","Code","http://www.cdisc.org"
"Left","2023-12-15","C25229","635c4651-8dda-4ae7-9102-8a4258922343","Code_204","Code","http://www.cdisc.org"
"Right","2023-12-15","C25228","8b381350-5cbe-4c40-93ea-934e5ae57337","Code_205","Code","http://www.cdisc.org"
"Laterality","2023-12-15","C25185","f8558e0d-404e-4744-bbd6-373136915ed7","Code_206","Code","http://www.cdisc.org"
"SYSBP","2023-12-15","C25298","75f30e13-cd16-4cd7-ad74-786f2693576f","Code_207","Code","http://www.cdisc.org"
"DIABP","2023-12-15","C25299","aebc9943-775e-4b3d-8964-7533c1297dc7","Code_208","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","5bcdc703-498f-4905-a09f-13cf4506990a","Code_209","Code","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","C49669","f32214c7-dffd-4b1e-97f8-65d1e9bc25c6","Code_210","Code","http://www.cdisc.org"
"Sitting","2023-12-15","C62122","b14eb558-86f8-42fd-8c42-16409a2fe56a","Code_211","Code","http://www.cdisc.org"
"Standing","2023-12-15","C62166","2c7d5754-83ed-42ab-ae6a-9c121cd2d02c","Code_212","Code","http://www.cdisc.org"
"Supine Position","2023-12-15","C62167","3edc53c6-09f7-41b6-90bd-16de12a8b558","Code_213","Code","http://www.cdisc.org"
"Body Position","2023-12-15","C62164","be63a031-9cae-4057-8bf0-a6521f121b2a","Code_214","Code","http://www.cdisc.org"
"Brachial Artery","2023-12-15","C12681","b51f270b-60eb-4aea-b3d6-e55af48b51b8","Code_215","Code","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","C12687","dd0037df-8509-4ad6-b668-7b9e30c52e94","Code_216","Code","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","C32478","23b67076-9d3e-4705-829b-c2a6c833da94","Code_217","Code","http://www.cdisc.org"
"Femoral Artery","2023-12-15","C12715","c3e34a91-52b5-4448-85c4-4823ba303839","Code_218","Code","http://www.cdisc.org"
"Radial Artery","2023-12-15","C12838","9d4b3b70-687e-479d-8add-1d11b0ac731b","Code_219","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","d3ab8172-1714-47eb-90cc-c661d1176749","Code_220","Code","http://www.cdisc.org"
"Left","2023-12-15","C25229","7d03bc1e-5413-4114-bbcf-c5a74bd9a2fa","Code_221","Code","http://www.cdisc.org"
"Right","2023-12-15","C25228","7431f103-b899-4c4b-9c7b-e1b939f61eb3","Code_222","Code","http://www.cdisc.org"
"Laterality","2023-12-15","C25185","b8c7e6ec-cae4-490f-8088-e7371eeb05ea","Code_223","Code","http://www.cdisc.org"
"DIABP","2023-12-15","C25299","9b1e5847-5369-4abe-9e3b-6664f4e7d604","Code_224","Code","http://www.cdisc.org"
"TEMP","2023-12-15","C174446","1ae27208-aeb6-4219-b115-6962fe77e9cd","Code_225","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","b5178970-9dba-4631-b170-5f1bf06009f5","Code_226","Code","http://www.cdisc.org"
"Degree Celsius","2023-12-15","C42559","76f06919-e15f-4767-9312-f0ba9f79c193","Code_227","Code","http://www.cdisc.org"
"Degree Fahrenheit","2023-12-15","C44277","b0aab3d2-63aa-4100-80d6-b53566adca47","Code_228","Code","http://www.cdisc.org"
"Kelvin","2023-12-15","C42537","b5d33836-229e-43ed-b2f9-620f867381a9","Code_229","Code","http://www.cdisc.org"
"Unit of Temperature","2023-12-15","C44276","c4997a99-04cd-4641-ba54-55210671a5d1","Code_230","Code","http://www.cdisc.org"
"Axilla","2023-12-15","C12674","1a9ba6e2-4743-4c8f-b27b-d3693e31a51f","Code_231","Code","http://www.cdisc.org"
"Ear","2023-12-15","C12394","c093ed5f-00f0-43e6-80ef-223e0760bc2c","Code_232","Code","http://www.cdisc.org"
"Forehead","2023-12-15","C89803","326124ac-59b9-4650-baf9-501ad65150c7","Code_233","Code","http://www.cdisc.org"
"Oral Cavity","2023-12-15","C12421","693fd0e6-1af4-4b2d-b880-c304d28a705b","Code_234","Code","http://www.cdisc.org"
"Rectum","2023-12-15","C12390","416b5316-b6ff-4ec4-8129-ed57154f6bf5","Code_235","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","2fa39bf8-ec69-43e2-9239-6c75ae3b0482","Code_236","Code","http://www.cdisc.org"
"TEMP","2023-12-15","C174446","ce9b2d21-db73-4449-938c-16f776a40357","Code_237","Code","http://www.cdisc.org"
"WEIGHT","2023-12-15","C25208","0d0bc1ce-9add-4158-ac89-c1642183a122","Code_238","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","46ffb319-c0cc-4ac2-87aa-c16df1894d97","Code_239","Code","http://www.cdisc.org"
"Pound","2023-12-15","C48531","f008b309-f00a-4675-a7c9-1110d74cc15b","Code_240","Code","http://www.cdisc.org"
"Gram","2023-12-15","C48155","f0b9a36d-c8a5-4a33-8695-e27c0056c879","Code_241","Code","http://www.cdisc.org"
"Kilogram","2023-12-15","C28252","cd4edd16-d1f9-44e1-8ced-b911de56f2a8","Code_242","Code","http://www.cdisc.org"
"Unit of Weight","2023-12-15","C48208","523dd9bd-fb53-447b-81c8-eb4b1818d5c4","Code_243","Code","http://www.cdisc.org"
"WEIGHT","2023-12-15","C25208","45d310fb-9259-4a4d-b679-e61ed835f67b","Code_244","Code","http://www.cdisc.org"
"HEIGHT","2023-12-15","C25347","001be17e-b978-40eb-8b22-bc21cbd1a050","Code_245","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","7ba5992e-635a-4164-af81-caf835131942","Code_246","Code","http://www.cdisc.org"
"Centimeter","2023-12-15","C49668","1cb3394a-3c27-40f6-867a-76865bae9f86","Code_247","Code","http://www.cdisc.org"
"Inch","2023-12-15","C48500","0a30929b-bac3-4ed7-9c26-8518c2585d1b","Code_248","Code","http://www.cdisc.org"
"Meter","2023-12-15","C41139","3b3c52b4-d6ab-44ac-8147-e5892f8f5790","Code_249","Code","http://www.cdisc.org"
"Unit of Height","2023-12-15","C168688","da2c48ac-404d-482e-8cb5-0d75c2b71a48","Code_250","Code","http://www.cdisc.org"
"HEIGHT","2023-12-15","C25347","69e0a517-a853-4b13-8cc5-eb05e4354fa3","Code_251","Code","http://www.cdisc.org"
"ALT","2023-12-15","C64433","fb8a56dd-99b2-46a3-a8b3-e580a60d7108","Code_252","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","7d119066-a64b-43bf-9c3e-5dbcb77455e7","Code_253","Code","http://www.cdisc.org"
"Unit per Liter","2023-12-15","C67456","7c5e0f68-0d70-4b3f-9503-dff6d885db77","Code_254","Code","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","C67397","c012d34a-f764-4dbb-acd2-bb684a34ba3a","Code_255","Code","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","C67376","185ccae0-4151-4406-b540-8de6beea9b12","Code_256","Code","http://www.cdisc.org"
"Nanokatal per Liter","2023-12-15","C70510","5c3748fa-9f31-4c8f-908e-9515d413ee09","Code_257","Code","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","C67365","4a27c599-6d2a-466f-8527-b6e73075957f","Code_258","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","369c95c2-c7ef-4431-a950-6e8e2c455dfc","Code_259","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","340a09be-9b07-474a-9b3d-e2a1198284eb","Code_260","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","59bf7f0c-2ea2-47b3-a45a-5331c3676664","Code_261","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","34b77ec2-4757-4ff8-ae69-fe89bcb4cca7","Code_262","Code","http://www.cdisc.org"
"ALT","2023-12-15","C64433","b939ee51-ad34-4031-8cb9-aba76db1d72f","Code_263","Code","http://www.cdisc.org"
"ALB","2023-12-15","C64431","691186fc-3bf7-41fc-ae4c-7bd603c4a582","Code_264","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","42b71595-2dc9-4656-8864-87b17de0f934","Code_265","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","d0f7ee86-5cf4-4120-b3a5-d8b5e38f41e6","Code_266","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","02c3a9ab-2bdd-4329-9980-0d80204563cc","Code_267","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","cf5d2086-63a7-46bd-b3ca-b89d3e2c80c9","Code_268","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","2a3a055f-cddd-40df-ad9a-cb8df350f596","Code_269","Code","http://www.cdisc.org"
"ALB","2023-12-15","C64431","e170b504-1541-491a-8e75-29a4bd25a8d2","Code_270","Code","http://www.cdisc.org"
"ALP","2023-12-15","C64432","3608d372-4837-49dc-bbe1-6f6026a95a46","Code_271","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","e1d811f3-ddc8-4bbf-b119-3dbd0f48b48f","Code_272","Code","http://www.cdisc.org"
"Unit per Liter","2023-12-15","C67456","596e5b33-0f62-4c71-9b40-99b74522f979","Code_273","Code","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","C67397","033d3cd3-196c-4120-9680-1c5d443a2a15","Code_274","Code","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","C67376","5ee0f544-a0ca-4a60-b73e-571e589802e2","Code_275","Code","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","C67365","bef37581-ebba-4cc0-a857-de93176098ba","Code_276","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","01950a4d-c9cb-4a4e-8208-df1974dde7a7","Code_277","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","7a94cca6-6548-42b5-b108-a40d0c64ca8f","Code_278","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","75b25a3d-2ca2-4156-a6ba-a0b85d716c54","Code_279","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","c529f722-082b-484d-ba1d-ad56315ccd24","Code_280","Code","http://www.cdisc.org"
"ALP","2023-12-15","C64432","7202d4f0-aee1-4b03-865d-5519f7a9f48f","Code_281","Code","http://www.cdisc.org"
"AST","2023-12-15","C64467","51e6da81-7151-488b-b18f-600481bd9ba4","Code_282","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","3f490111-693d-439e-bb88-372f807b88d6","Code_283","Code","http://www.cdisc.org"
"Unit per Liter","2023-12-15","C67456","adbf7cb9-58e0-4c0c-bba5-0fbfeee5a500","Code_284","Code","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","C67397","589397ea-4a70-4d7d-96f5-9104ff0c42e2","Code_285","Code","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","C67376","95c18446-066c-4ab7-85aa-9d9cb6927819","Code_286","Code","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","C67365","f0ffcb04-1fb6-49e2-a524-bb27150edef6","Code_287","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","05eb39da-1d21-4f14-b140-b6ea4cfbbd0a","Code_288","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","b726ae7a-22d6-47c2-bafa-ce34cedde805","Code_289","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","a53146d4-37e2-4599-87f7-38eec5fb9c55","Code_290","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","10dd06c0-b485-4f78-b358-998d978e0805","Code_291","Code","http://www.cdisc.org"
"AST","2023-12-15","C64467","a8823b31-2369-4d9c-811f-51eb7befdf71","Code_292","Code","http://www.cdisc.org"
"CREAT","2023-12-15","C64547","92602280-3415-45a6-8e49-ef06c7886b31","Code_293","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","38d21831-0d70-4064-ae94-075d51e9e456","Code_294","Code","http://www.cdisc.org"
"Milligram per Deciliter","2023-12-15","C67015","31cf683b-a712-4d60-8609-afad40939319","Code_295","Code","http://www.cdisc.org"
"Microgram per Milliliter","2023-12-15","C64572","5b4135ce-1666-41f6-9eda-2f000f289f43","Code_296","Code","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","C64387","3181bb86-34f8-4649-b281-80f36c09efdc","Code_297","Code","http://www.cdisc.org"
"Micromole per Liter","2023-12-15","C48508","f5a2181a-d184-4101-ae14-17e896017e32","Code_298","Code","http://www.cdisc.org"
"Unit of Concentration","2023-12-15","C48207","d0b206a2-1232-438c-a451-3816fd135008","Code_299","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","e24a5079-1ac9-4093-a286-8536959ff00a","Code_300","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","8f7fb215-bf1d-446b-8cab-914545657a93","Code_301","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","1bac9069-c19b-4063-8ae0-dc4c30574fbb","Code_302","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","15eb7fde-edc3-41e1-9111-a672b596d44b","Code_303","Code","http://www.cdisc.org"
"CREAT","2023-12-15","C64547","0bac3505-228e-4ae5-9578-e8b133d7c5c7","Code_304","Code","http://www.cdisc.org"
"K","2023-12-15","C64853","90536a4e-78dc-4d04-9541-7d70f6d71ae0","Code_305","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","056c7627-ad43-488a-8308-b227f113a11a","Code_306","Code","http://www.cdisc.org"
"Milliequivalent per Liter","2023-12-15","C67474","3b778b10-4b38-4797-87bb-c1e8dab109aa","Code_307","Code","http://www.cdisc.org"
"Milliequivalent per Deciliter","2023-12-15","C67473","41a8e8a6-51b4-4337-aa1a-9d4bddd629e7","Code_308","Code","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","C64387","f95b04d2-a7a3-4ef3-9e24-ac8a29d5d9c5","Code_309","Code","http://www.cdisc.org"
"Molarity Unit","2023-12-15","C64567","045d2a01-95e9-4a3d-9e2e-261c9c7ab798","Code_310","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","41dadaf5-31fe-4207-a75e-77c81100e867","Code_311","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","0fc4d916-6526-4c6c-b89f-f8912ff889f1","Code_312","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","e8c3b268-c185-40fa-8372-e38e9f8ef410","Code_313","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","437ed016-d283-4534-a3ee-5fe74979ea1d","Code_314","Code","http://www.cdisc.org"
"K","2023-12-15","C64853","455537da-9fb8-4045-86e2-6f42546a9313","Code_315","Code","http://www.cdisc.org"
"SODIUM","2023-12-15","C64809","c22ce585-374e-47cd-95b3-068509efc3e6","Code_316","Code","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","C36292","bef7ee74-d8f5-4e12-a111-7f14bd88d765","Code_317","Code","http://www.cdisc.org"
"Milliequivalent per Liter","2023-12-15","C67474","eb252479-88df-4a9f-b73a-1530c9e0b752","Code_318","Code","http://www.cdisc.org"
"Milliequivalent per Deciliter","2023-12-15","C67473","85985898-53e4-49e2-bdad-80bbc2848966","Code_319","Code","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","C64387","91d59d73-7683-4ab9-a9b8-c7c4a8ec5046","Code_320","Code","http://www.cdisc.org"
"Molarity Unit","2023-12-15","C64567","8039378e-a9b0-46e3-be15-b33b15b8bb25","Code_321","Code","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","C70713","3a193db0-e806-466d-b2a2-934200052f04","Code_322","Code","http://www.cdisc.org"
"No","2023-12-15","C49487","867fb03d-b2b9-4ca3-9186-85d13f20c2af","Code_323","Code","http://www.cdisc.org"
"Yes","2023-12-15","C49488","6fe80a23-0955-4e7f-9c97-fe74e1f9c369","Code_324","Code","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","C83309","51842a58-7053-4c52-90ca-6e2128bfa360","Code_325","Code","http://www.cdisc.org"
"SODIUM","2023-12-15","C64809","9b2deec5-30c5-46d3-a41f-ee59980098e2","Code_326","Code","http://www.cdisc.org"
"SYSBP","2023-12-15","C25298","6f2a6601-6ec8-474e-b072-3d762988ffff","Code_327","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","760f1b1c-d203-4e45-bdae-ea91d536261a","Code_328","Code","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","C49669","eba3e5cc-8d1f-4a6e-8624-abc2fe03a5b2","Code_329","Code","http://www.cdisc.org"
"Sitting","2023-12-15","C62122","2b040ee3-d25e-4293-82b1-0793878fdc66","Code_330","Code","http://www.cdisc.org"
"Standing","2023-12-15","C62166","9d8d51b0-9dd3-4972-b9d3-5c6fba1dfd23","Code_331","Code","http://www.cdisc.org"
"Supine Position","2023-12-15","C62167","ff4ec2fe-6a64-43dc-98d5-1777b0127bb1","Code_332","Code","http://www.cdisc.org"
"Body Position","2023-12-15","C62164","245cf2a1-af2c-4f79-8abf-6301f248eabd","Code_333","Code","http://www.cdisc.org"
"Brachial Artery","2023-12-15","C12681","e3144d55-bba7-45cb-8000-a051c421128a","Code_334","Code","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","C12687","dd87547d-8bd9-4b52-b1b2-ccac88b249f2","Code_335","Code","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","C32478","e15b052e-1724-4178-93b9-5eaf8c0b44ac","Code_336","Code","http://www.cdisc.org"
"Femoral Artery","2023-12-15","C12715","983323a2-14e4-43a7-9089-ff8df70df67b","Code_337","Code","http://www.cdisc.org"
"Radial Artery","2023-12-15","C12838","a5910619-d192-4296-a90d-0fe90016dde8","Code_338","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","a4e18b9b-9af6-431e-a131-8152067b6852","Code_339","Code","http://www.cdisc.org"
"Left","2023-12-15","C25229","0c43f672-1b87-4e96-9642-09b7055a2f88","Code_340","Code","http://www.cdisc.org"
"Right","2023-12-15","C25228","197c8ba4-5a03-421d-aebc-71cda4f8a8e2","Code_341","Code","http://www.cdisc.org"
"Laterality","2023-12-15","C25185","f7742cb6-7a0d-476b-b3c4-c6cb2bf241b2","Code_342","Code","http://www.cdisc.org"
"SYSBP","2023-12-15","C25298","fac3fc63-f0e3-4b70-aab6-1c78c33b845e","Code_343","Code","http://www.cdisc.org"
"DIABP","2023-12-15","C25299","2a211ec0-e5bb-463c-a45c-363ef489e566","Code_344","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","dcf6e324-1f69-437b-94b2-4d4c5eb35859","Code_345","Code","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","C49669","a5680a7b-4156-43ca-b9cd-d0083d013ba8","Code_346","Code","http://www.cdisc.org"
"Sitting","2023-12-15","C62122","00a0c958-cc59-4f58-8612-be0e55a71562","Code_347","Code","http://www.cdisc.org"
"Standing","2023-12-15","C62166","5b9bbea9-0c7a-48b5-ac92-83d24c4170cf","Code_348","Code","http://www.cdisc.org"
"Supine Position","2023-12-15","C62167","09397a0e-3216-478d-9ef4-8c5e2c33e2f7","Code_349","Code","http://www.cdisc.org"
"Body Position","2023-12-15","C62164","98cb0045-0105-4eb6-91b6-ebd7e8dcd18e","Code_350","Code","http://www.cdisc.org"
"Brachial Artery","2023-12-15","C12681","465a405d-554b-4520-b045-d1d0651e1558","Code_351","Code","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","C12687","b2f0fa39-988c-49bd-a617-012821eaf34a","Code_352","Code","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","C32478","4b583476-95b9-4f77-bdb4-f594dd7459eb","Code_353","Code","http://www.cdisc.org"
"Femoral Artery","2023-12-15","C12715","9ebb1c36-3685-4ec4-af03-bdbf99b3e44d","Code_354","Code","http://www.cdisc.org"
"Radial Artery","2023-12-15","C12838","f3f5ee1f-c68a-445a-8dbb-6613ee121446","Code_355","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","c60a05b9-0aa5-43bd-bbd4-38440530dc62","Code_356","Code","http://www.cdisc.org"
"Left","2023-12-15","C25229","78dfbd2e-ea5f-462e-8f33-310ea15ee093","Code_357","Code","http://www.cdisc.org"
"Right","2023-12-15","C25228","f0dc2bbc-d3bb-43e2-b565-dc2078607687","Code_358","Code","http://www.cdisc.org"
"Laterality","2023-12-15","C25185","c4ab42dd-c963-41d2-881f-a8eb98b2b68e","Code_359","Code","http://www.cdisc.org"
"DIABP","2023-12-15","C25299","d81af43e-8dbb-4c42-905a-d28c87cce9cc","Code_360","Code","http://www.cdisc.org"
"HR","2023-12-15","C49677","94576e52-1f23-487b-92c0-54cf2bde36c7","Code_361","Code","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","C77140","e915ac51-e1b6-4493-8db9-c4269a8c44a8","Code_362","Code","http://www.cdisc.org"
"Count per Minute","2023-12-15","C73688","6059f482-90ee-4615-8091-266bc197ce0f","Code_363","Code","http://www.cdisc.org"
"Sitting","2023-12-15","C62122","d1f8ca6d-7790-4636-af95-362df9130e62","Code_364","Code","http://www.cdisc.org"
"Standing","2023-12-15","C62166","63ed6947-9b53-4e03-973e-c5a917786f74","Code_365","Code","http://www.cdisc.org"
"Supine Position","2023-12-15","C62167","7a8665c5-098c-4025-b219-4c479f99a8d9","Code_366","Code","http://www.cdisc.org"
"Body Position","2023-12-15","C62164","8aaca035-a4fb-4096-882c-4d140705de19","Code_367","Code","http://www.cdisc.org"
"Brachial Artery","2023-12-15","C12681","26ff4bb9-b5d9-42d2-8427-b029f1762c4d","Code_368","Code","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","C12687","0a88ac7c-3492-476c-b55d-070e2db19159","Code_369","Code","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","C32478","b9b3ccd7-2b45-4bca-b922-c53dd28aafb8","Code_370","Code","http://www.cdisc.org"
"Femoral Artery","2023-12-15","C12715","32b22657-0055-4881-9822-a189c84e2761","Code_371","Code","http://www.cdisc.org"
"Radial Artery","2023-12-15","C12838","156ae037-e8dc-45f5-b536-42e3d2394571","Code_372","Code","http://www.cdisc.org"
"Anatomic Site","2023-12-15","C13717","94d90c55-d123-45fb-b3a9-98558204d633","Code_373","Code","http://www.cdisc.org"
"Left","2023-12-15","C25229","35d07f0d-7b1b-4235-aa80-0b2a54086ad6","Code_374","Code","http://www.cdisc.org"
"Right","2023-12-15","C25228","c03cffeb-1ef4-42e6-93fa-cd8499848b27","Code_375","Code","http://www.cdisc.org"
"Laterality","2023-12-15","C25185","aa9ef2ec-f770-4e72-958b-40f91bb7c811","Code_376","Code","http://www.cdisc.org"
"HR","2023-12-15","C49677","d85822f6-3f3c-4649-bc31-79a7ed482fd5","Code_377","Code","http://www.cdisc.org"
"SYSBP","2023-12-15","C25298","bc938477-827b-4c22-b494-f9561263e31a","Code_378","Code","http://www.cdisc.org"
