"codeSystemVersion","instanceType","uuid:ID","decode","codeSystem","code","id"
"2023-12-15","Code","463b2695-0ba9-44a9-881f-ee0cb4fd289e","Yes","http://www.cdisc.org","C49488","Code_168"
"2023-12-15","Code","52eb0c79-ce90-4495-8917-d689c81fc43f","Disabling Adverse Event","http://www.cdisc.org","C113380","Code_169"
"2023-12-15","Code","9891cbfe-045c-40a0-8841-941838c0e9fd","No","http://www.cdisc.org","C49487","Code_170"
"2023-12-15","Code","861bb62a-0736-453a-af13-f5a7f35325dd","Yes","http://www.cdisc.org","C49488","Code_171"
"2023-12-15","Code","02c0a35b-2955-4086-8e8d-252125716336","Death Related to Adverse Event","http://www.cdisc.org","C48275","Code_172"
"2023-12-15","Code","d12da7da-b813-4175-89a0-ccf84db4df5c","No","http://www.cdisc.org","C49487","Code_173"
"2023-12-15","Code","c4dd5f28-433e-495c-9218-762bb8cc2112","Yes","http://www.cdisc.org","C49488","Code_174"
"2023-12-15","Code","deb7f7ba-7e69-4d05-aa16-94241bf1087c","Adverse Event associated with Hospitalization","http://www.cdisc.org","C83052","Code_175"
"2023-12-15","Code","1ea216be-b8c8-421b-97b9-50b1f49e0cf2","No","http://www.cdisc.org","C49487","Code_176"
"2023-12-15","Code","83223c2a-d0fb-4ccd-a18a-0411fc42a30b","Yes","http://www.cdisc.org","C49488","Code_177"
"2023-12-15","Code","e0128308-7523-4226-8365-d50938f16365","Life Threatening Adverse Event","http://www.cdisc.org","C84266","Code_178"
"2023-12-15","Code","3f8d0e35-f132-4e4a-98bc-9f322fc284b3","No","http://www.cdisc.org","C49487","Code_179"
"2023-12-15","Code","694e45ce-9bef-4d39-ba0f-33795a72e57d","Yes","http://www.cdisc.org","C49488","Code_180"
"2023-12-15","Code","310e7646-8b1f-4012-ad25-afbdfba31eac","Adverse Event Occurred with Overdose","http://www.cdisc.org","C83214","Code_181"
"2023-12-15","Code","e0ebdbe1-fdd0-4b1a-ac3d-8e874a6f176a","No","http://www.cdisc.org","C49487","Code_182"
"2023-12-15","Code","4a3ad12b-2f19-4fdc-92b0-4a6335f19902","Yes","http://www.cdisc.org","C49488","Code_183"
"2023-12-15","Code","ac70a96e-88f5-4683-80ed-e3caf8b08678","Adverse Event Associated with Serious Medical Event","http://www.cdisc.org","C83053","Code_184"
"2023-12-15","Code","382e4c52-0213-4a4f-81e4-9d0064b5fc15","No","http://www.cdisc.org","C49487","Code_185"
"2023-12-15","Code","b768b20b-7154-476c-8694-629c5296cc06","Yes","http://www.cdisc.org","C49488","Code_186"
"2023-12-15","Code","9685ad0e-f80f-41a6-a25e-f079a5b73a96","Adverse Event Concomitant Treatment","http://www.cdisc.org","C83199","Code_187"
"2023-12-15","Code","7345da73-98af-4558-96de-91b8f3b3bed0","Adverse Event Start Date Time","http://www.cdisc.org","C83215","Code_188"
"2023-12-15","Code","393263d1-8403-4b9c-834b-c8920ae9b306","Adverse Event End Date Time","http://www.cdisc.org","C83201","Code_189"
"2023-12-15","Code","f4faa964-1d60-42d6-9d6d-3169f987dbac","Solicited Adverse Event","http://www.cdisc.org","C179175","Code_190"
"2023-12-15","Code","aeead16e-d8af-43a7-9ea8-93ac9af787e2","SYSBP","http://www.cdisc.org","C25298","Code_191"
"2023-12-15","Code","3c5305ad-d57a-4591-858b-58a0feb68334","Clinical Test Result","http://www.cdisc.org","C77140","Code_192"
"2023-12-15","Code","15d3c2be-70e6-4d12-8eb5-6a86869fa3c3","Unit of Pressure","http://www.cdisc.org","C49669","Code_193"
"2023-12-15","Code","06049c72-e9ec-4066-950f-afb89f48848b","Sitting","http://www.cdisc.org","C62122","Code_194"
"2023-12-15","Code","42c53495-83df-4318-ade5-7351e655911d","Standing","http://www.cdisc.org","C62166","Code_195"
"2023-12-15","Code","5c63c739-744e-4273-8926-09bd27c6e6f2","Supine Position","http://www.cdisc.org","C62167","Code_196"
"2023-12-15","Code","fa54fc03-8191-4b21-91a1-3392a9df40dc","Body Position","http://www.cdisc.org","C62164","Code_197"
"2023-12-15","Code","00d268ea-53d6-4e62-afd6-60f9a8463c9a","Brachial Artery","http://www.cdisc.org","C12681","Code_198"
"2023-12-15","Code","1238eb18-831a-4a4b-bda0-e31521b8a9d6","Common Carotid Artery","http://www.cdisc.org","C12687","Code_199"
"2023-12-15","Code","08f0406e-0559-4242-a9fb-552840398817","Dorsalis Pedis Artery","http://www.cdisc.org","C32478","Code_200"
"2023-12-15","Code","b110da54-d9bc-4947-8dfe-e00718966d2c","Femoral Artery","http://www.cdisc.org","C12715","Code_201"
"2023-12-15","Code","77dee57d-3120-4bde-a988-9df729e230f5","Radial Artery","http://www.cdisc.org","C12838","Code_202"
"2023-12-15","Code","6329cf42-3b2c-445c-84b1-7d22048d5e74","Anatomic Site","http://www.cdisc.org","C13717","Code_203"
"2023-12-15","Code","6db187b1-0d95-480a-8e1f-518bff03f791","Left","http://www.cdisc.org","C25229","Code_204"
"2023-12-15","Code","1b2b7da6-33d7-4805-954d-0b24535ed946","Right","http://www.cdisc.org","C25228","Code_205"
"2023-12-15","Code","19aafb13-0758-4bfe-9526-d255e9370ef5","Laterality","http://www.cdisc.org","C25185","Code_206"
"2023-12-15","Code","cbd820f7-c883-4934-a01d-38381eea9edd","SYSBP","http://www.cdisc.org","C25298","Code_207"
"2023-12-15","Code","68675844-d72d-4167-9aa8-e492e57cc686","DIABP","http://www.cdisc.org","C25299","Code_208"
"2023-12-15","Code","e727e7e7-3df9-439e-90df-23de7219b16e","Clinical Test Result","http://www.cdisc.org","C77140","Code_209"
"2023-12-15","Code","6c4d22c8-bc6d-4870-84b0-cfb986fc8fd4","Unit of Pressure","http://www.cdisc.org","C49669","Code_210"
"2023-12-15","Code","de1bf59c-7bcd-4629-9e47-30c0e7d60e94","Sitting","http://www.cdisc.org","C62122","Code_211"
"2023-12-15","Code","ab929c7b-10d8-43aa-b569-bcdbfef76a72","Standing","http://www.cdisc.org","C62166","Code_212"
"2023-12-15","Code","9c4059dd-6797-4c59-bdc0-67bac56336c2","Supine Position","http://www.cdisc.org","C62167","Code_213"
"2023-12-15","Code","333bca81-1972-4c2d-b306-06a35057436f","Body Position","http://www.cdisc.org","C62164","Code_214"
"2023-12-15","Code","b0ffbb43-04fa-491f-8c18-58d110914f46","Brachial Artery","http://www.cdisc.org","C12681","Code_215"
"2023-12-15","Code","a616b211-8660-4a2b-b49d-8d4f0df31b2a","Common Carotid Artery","http://www.cdisc.org","C12687","Code_216"
"2023-12-15","Code","f664e7a9-ec28-40c0-bf6a-a735c9efdf26","Dorsalis Pedis Artery","http://www.cdisc.org","C32478","Code_217"
"2023-12-15","Code","b768f610-dc98-47eb-9c30-af59e2350bac","Femoral Artery","http://www.cdisc.org","C12715","Code_218"
"2023-12-15","Code","3c9cbb4b-e4a0-4c72-8b41-331b44f246d7","Radial Artery","http://www.cdisc.org","C12838","Code_219"
"2023-12-15","Code","2d44a42a-b735-4cbc-8a98-37f6a91e86e3","Anatomic Site","http://www.cdisc.org","C13717","Code_220"
"2023-12-15","Code","35729ca0-6ef5-45ab-a1b0-4c6e9266dca0","Left","http://www.cdisc.org","C25229","Code_221"
"2023-12-15","Code","4e2700cb-b085-42b0-8ff2-c1c819013873","Right","http://www.cdisc.org","C25228","Code_222"
"2023-12-15","Code","fc1b1961-87e8-4ea8-bfb3-dd75a81ad18b","Laterality","http://www.cdisc.org","C25185","Code_223"
"2023-12-15","Code","7167cc6a-5e5c-4a57-a068-5f59b69818ac","DIABP","http://www.cdisc.org","C25299","Code_224"
"2023-12-15","Code","bd491fe7-d5ae-44f5-9b01-ae0d0152e48c","TEMP","http://www.cdisc.org","C174446","Code_225"
"2023-12-15","Code","f5fb6fbe-51db-4987-baf2-5af62297b1f9","Clinical Test Result","http://www.cdisc.org","C77140","Code_226"
"2023-12-15","Code","3cc29cb2-6b6b-4889-abe9-68d72a1120c1","Degree Celsius","http://www.cdisc.org","C42559","Code_227"
"2023-12-15","Code","9cada000-9b31-4bb6-bb0c-400ed873af1f","Degree Fahrenheit","http://www.cdisc.org","C44277","Code_228"
"2023-12-15","Code","5bd2af35-2457-4834-a473-dc364774e6cd","Kelvin","http://www.cdisc.org","C42537","Code_229"
"2023-12-15","Code","786f2cd9-efe4-487c-9a2a-515374cbd831","Unit of Temperature","http://www.cdisc.org","C44276","Code_230"
"2023-12-15","Code","a7dd980d-8fa2-4885-b6e2-c56b1a89ec0e","Axilla","http://www.cdisc.org","C12674","Code_231"
"2023-12-15","Code","ddc39a46-e344-44fa-bc0f-7101b7ce51d7","Ear","http://www.cdisc.org","C12394","Code_232"
"2023-12-15","Code","d9fd01f7-89cc-4391-b142-de6135958c3a","Forehead","http://www.cdisc.org","C89803","Code_233"
"2023-12-15","Code","eeef7d72-ed2a-4b55-9930-c1a9f027bd92","Oral Cavity","http://www.cdisc.org","C12421","Code_234"
"2023-12-15","Code","796435f6-7bec-4f4a-b9f5-27a623f4ee26","Rectum","http://www.cdisc.org","C12390","Code_235"
"2023-12-15","Code","ec731c51-2db1-4314-81f0-0bb6f007aa1f","Anatomic Site","http://www.cdisc.org","C13717","Code_236"
"2023-12-15","Code","3dad7a69-e973-439c-8690-00ea0a4d1be5","TEMP","http://www.cdisc.org","C174446","Code_237"
"2023-12-15","Code","c69edaf7-ba8b-42a1-ab0c-b70732be2bf0","WEIGHT","http://www.cdisc.org","C25208","Code_238"
"2023-12-15","Code","3d8c950b-4530-4aa2-8557-c4bc96205dbe","Clinical Test Result","http://www.cdisc.org","C77140","Code_239"
"2023-12-15","Code","6003ff56-896c-4806-b33e-fb41db1cc0de","Pound","http://www.cdisc.org","C48531","Code_240"
"2023-12-15","Code","3754cd33-c1e8-4567-91a2-fd96b5022774","Gram","http://www.cdisc.org","C48155","Code_241"
"2023-12-15","Code","3ce229cc-cbfa-47df-b721-9a96cbafc372","Kilogram","http://www.cdisc.org","C28252","Code_242"
"2023-12-15","Code","37f0730f-d1ad-46f8-b477-a9f205b3d54d","Unit of Weight","http://www.cdisc.org","C48208","Code_243"
"2023-12-15","Code","42a98323-c927-4766-aaa4-9dad0f861126","WEIGHT","http://www.cdisc.org","C25208","Code_244"
"2023-12-15","Code","89447e00-b1a6-4479-b46d-39678efab400","HEIGHT","http://www.cdisc.org","C25347","Code_245"
"2023-12-15","Code","8fcf357c-9ef9-4bc2-b550-4c7defc58de7","Clinical Test Result","http://www.cdisc.org","C77140","Code_246"
"2023-12-15","Code","3e04700f-d18b-4e48-8742-4fa60d284408","Centimeter","http://www.cdisc.org","C49668","Code_247"
"2023-12-15","Code","5df27784-d7dc-4c95-9116-f1657a03198a","Inch","http://www.cdisc.org","C48500","Code_248"
"2023-12-15","Code","733b4dd0-a11c-4127-bf96-7807fe0157b0","Meter","http://www.cdisc.org","C41139","Code_249"
"2023-12-15","Code","efed1a86-ec88-4477-a5ae-4d2bd9b5a74a","Unit of Height","http://www.cdisc.org","C168688","Code_250"
"2023-12-15","Code","8f17f52e-ac77-4071-bf7a-e09b1e6362f0","HEIGHT","http://www.cdisc.org","C25347","Code_251"
"2023-12-15","Code","92ba83ab-6974-4bc9-ad65-bdbe33612fc2","ALT","http://www.cdisc.org","C64433","Code_252"
"2023-12-15","Code","32bb0e8c-5d48-4185-b7cb-90dc219e18d0","Laboratory Test Result","http://www.cdisc.org","C36292","Code_253"
"2023-12-15","Code","d5da180e-6710-4fb9-ab44-c2b0331b2078","Unit per Liter","http://www.cdisc.org","C67456","Code_254"
"2023-12-15","Code","372de618-fb21-4443-a33a-e44029a8c5fe","Microkatal per Liter","http://www.cdisc.org","C67397","Code_255"
"2023-12-15","Code","9d373d26-feaa-46c9-8366-36b64653e23e","International Unit per Liter","http://www.cdisc.org","C67376","Code_256"
"2023-12-15","Code","1f616599-fb79-4e89-9082-cea29a0c2e2f","Nanokatal per Liter","http://www.cdisc.org","C70510","Code_257"
"2023-12-15","Code","c4b2c233-8b96-4722-ac89-d3449f56b578","Unit of Catalytic Activity Concentration","http://www.cdisc.org","C67365","Code_258"
"2023-12-15","Code","d4e41b01-eda9-46f0-b703-c3b324e7d7fc","Biospecimen Type","http://www.cdisc.org","C70713","Code_259"
"2023-12-15","Code","cfe89706-c545-4fca-868a-09a7563f5b15","No","http://www.cdisc.org","C49487","Code_260"
"2023-12-15","Code","38865c27-ec1a-42c4-a3b6-737f9b2e5fdd","Yes","http://www.cdisc.org","C49488","Code_261"
"2023-12-15","Code","749ec3de-bb57-4f99-871c-b078682f07f4","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_262"
"2023-12-15","Code","bb8af225-8ee3-4e12-8028-6a691deda3f0","ALT","http://www.cdisc.org","C64433","Code_263"
"2023-12-15","Code","c8384ceb-a732-4a1a-985f-2058036f5b67","ALB","http://www.cdisc.org","C64431","Code_264"
"2023-12-15","Code","ec6abbab-126e-43da-8e88-8bf9b7b798c7","Laboratory Test Result","http://www.cdisc.org","C36292","Code_265"
"2023-12-15","Code","9db854ea-7e8e-4006-beea-2db67057119c","Biospecimen Type","http://www.cdisc.org","C70713","Code_266"
"2023-12-15","Code","a7b14a90-058d-4250-8948-18f539714584","No","http://www.cdisc.org","C49487","Code_267"
"2023-12-15","Code","d766f1f8-25c7-46d4-95da-5dd18f55f1a5","Yes","http://www.cdisc.org","C49488","Code_268"
"2023-12-15","Code","4edc78db-cda6-4035-a741-85fcf8583c5e","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_269"
"2023-12-15","Code","55a12f08-d30b-49cc-a4d2-9603117b8983","ALB","http://www.cdisc.org","C64431","Code_270"
"2023-12-15","Code","47bc5fe9-76a6-418a-a565-8d4f41f6dcf5","ALP","http://www.cdisc.org","C64432","Code_271"
"2023-12-15","Code","7d774820-34e9-42ed-8257-050984ba26ba","Laboratory Test Result","http://www.cdisc.org","C36292","Code_272"
"2023-12-15","Code","389e56f6-cdbe-44c4-93ac-5e0a95e03552","Unit per Liter","http://www.cdisc.org","C67456","Code_273"
"2023-12-15","Code","a7d6820d-cc37-4146-afda-c12b00c3f5d4","Microkatal per Liter","http://www.cdisc.org","C67397","Code_274"
"2023-12-15","Code","626ebd14-167d-4cb7-941d-f1bcfc99d740","International Unit per Liter","http://www.cdisc.org","C67376","Code_275"
"2023-12-15","Code","86a0c225-cc09-4158-bd33-f1d9eb746dc9","Unit of Catalytic Activity Concentration","http://www.cdisc.org","C67365","Code_276"
"2023-12-15","Code","5e6921ac-2ceb-4654-bd03-61a9cf72a5a1","Biospecimen Type","http://www.cdisc.org","C70713","Code_277"
"2023-12-15","Code","6e9fdedf-2db7-4812-8932-9b9b2d8dee85","No","http://www.cdisc.org","C49487","Code_278"
"2023-12-15","Code","05a649d8-7002-412d-b7da-69ea09915e76","Yes","http://www.cdisc.org","C49488","Code_279"
"2023-12-15","Code","3891b666-92d7-447c-9a0b-6ff67a2309f6","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_280"
"2023-12-15","Code","78f8a39b-b163-4fff-9523-1d94a958650a","ALP","http://www.cdisc.org","C64432","Code_281"
"2023-12-15","Code","fdba0790-6c51-44c0-887e-8689fd3a8f22","AST","http://www.cdisc.org","C64467","Code_282"
"2023-12-15","Code","83423c49-be86-46ac-84ce-565f9604d887","Laboratory Test Result","http://www.cdisc.org","C36292","Code_283"
"2023-12-15","Code","23528138-3a5f-4438-bedf-bee1f5e8e479","Unit per Liter","http://www.cdisc.org","C67456","Code_284"
"2023-12-15","Code","cfdecb51-a851-465c-a5bd-2970609dffa1","Microkatal per Liter","http://www.cdisc.org","C67397","Code_285"
"2023-12-15","Code","434d6e8e-8fb9-43b6-ba12-bae3e6c10f5e","International Unit per Liter","http://www.cdisc.org","C67376","Code_286"
"2023-12-15","Code","6f7f8c47-2401-4d76-b0d9-655c02205e8c","Unit of Catalytic Activity Concentration","http://www.cdisc.org","C67365","Code_287"
"2023-12-15","Code","c10b8979-79b8-4df9-a972-f46c25e891be","Biospecimen Type","http://www.cdisc.org","C70713","Code_288"
"2023-12-15","Code","13e9e8e6-246d-4a55-a125-b4215a6165ac","No","http://www.cdisc.org","C49487","Code_289"
"2023-12-15","Code","43e1d158-99f8-4957-b963-b02f257794ce","Yes","http://www.cdisc.org","C49488","Code_290"
"2023-12-15","Code","45028cd1-0739-4335-8557-e826209ce7d5","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_291"
"2023-12-15","Code","a4ede9bb-9e6f-4d35-8ebf-b8c550143d75","AST","http://www.cdisc.org","C64467","Code_292"
"2023-12-15","Code","3238ed68-1f88-4270-91ca-b4e18bfb7236","CREAT","http://www.cdisc.org","C64547","Code_293"
"2023-12-15","Code","a69893f3-a900-43c6-bb9d-02870a5ef223","Laboratory Test Result","http://www.cdisc.org","C36292","Code_294"
"2023-12-15","Code","c3fd31dc-6225-4c24-9c0c-f2e330606de6","Milligram per Deciliter","http://www.cdisc.org","C67015","Code_295"
"2023-12-15","Code","8f0a7b85-2f1f-478f-bce1-cdad6938a21a","Microgram per Milliliter","http://www.cdisc.org","C64572","Code_296"
"2023-12-15","Code","76320e69-35f5-488e-9a44-2e1676d3606c","Millimole per Liter","http://www.cdisc.org","C64387","Code_297"
"2023-12-15","Code","38ea4ee7-5415-4d22-97b1-4f63a6b98507","Micromole per Liter","http://www.cdisc.org","C48508","Code_298"
"2023-12-15","Code","042a7dd0-8e14-4697-9ac3-ca867ea738a9","Unit of Concentration","http://www.cdisc.org","C48207","Code_299"
"2023-12-15","Code","44339622-5225-470b-8868-629896df5efb","Biospecimen Type","http://www.cdisc.org","C70713","Code_300"
"2023-12-15","Code","5681ea57-530e-4f5b-bbe5-851727298ce3","No","http://www.cdisc.org","C49487","Code_301"
"2023-12-15","Code","822e17dc-e204-4c57-bd87-050139033368","Yes","http://www.cdisc.org","C49488","Code_302"
"2023-12-15","Code","572d89e5-68a7-415d-ad5c-962384c76216","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_303"
"2023-12-15","Code","e18506c5-8364-4a35-b3bc-d07798edbad5","CREAT","http://www.cdisc.org","C64547","Code_304"
"2023-12-15","Code","f68495c8-73a3-41df-90c0-d45ef1803ff7","K","http://www.cdisc.org","C64853","Code_305"
"2023-12-15","Code","df9d6c76-264a-48a9-9c12-e32b93bafb7c","Laboratory Test Result","http://www.cdisc.org","C36292","Code_306"
"2023-12-15","Code","5acde437-e6a9-4efa-b96f-51689f9eac83","Milliequivalent per Liter","http://www.cdisc.org","C67474","Code_307"
"2023-12-15","Code","7e5acc55-a811-4c88-b67d-23ef3f62cf63","Milliequivalent per Deciliter","http://www.cdisc.org","C67473","Code_308"
"2023-12-15","Code","cdebb4e8-bb9c-4395-9892-5f276ee870e5","Millimole per Liter","http://www.cdisc.org","C64387","Code_309"
"2023-12-15","Code","9e7e4e85-6abf-4f7b-b0ae-89f0c4f1def2","Molarity Unit","http://www.cdisc.org","C64567","Code_310"
"2023-12-15","Code","d4bc3078-a8a6-4bbc-88c1-e4962017308b","Biospecimen Type","http://www.cdisc.org","C70713","Code_311"
"2023-12-15","Code","be34766d-514b-43a9-8f41-a210bcfd4332","No","http://www.cdisc.org","C49487","Code_312"
"2023-12-15","Code","13b87055-84a8-4132-ac05-abfc19dc0ce3","Yes","http://www.cdisc.org","C49488","Code_313"
"2023-12-15","Code","a0354251-d228-4e16-8cd7-e862b534d28b","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_314"
"2023-12-15","Code","e6146329-5159-4d83-8690-cdc04e8d0757","K","http://www.cdisc.org","C64853","Code_315"
"2023-12-15","Code","973e0fc8-694f-43e7-9f56-2d94382b79d0","SODIUM","http://www.cdisc.org","C64809","Code_316"
"2023-12-15","Code","d7f8334f-3ef3-4d04-98eb-9bfcca20c5d8","Laboratory Test Result","http://www.cdisc.org","C36292","Code_317"
"2023-12-15","Code","5cf92005-5d0d-4d32-bba7-8103cce7adc5","Milliequivalent per Liter","http://www.cdisc.org","C67474","Code_318"
"2023-12-15","Code","1eaf2b9c-a2b9-4ea4-a0a3-5c15062a4d46","Milliequivalent per Deciliter","http://www.cdisc.org","C67473","Code_319"
"2023-12-15","Code","15c992af-9015-4dbd-aae2-daf37a4a7281","Millimole per Liter","http://www.cdisc.org","C64387","Code_320"
"2023-12-15","Code","87e98acd-0b60-4728-94fc-d64b70879981","Molarity Unit","http://www.cdisc.org","C64567","Code_321"
"2023-12-15","Code","4e13141c-b2e6-4159-a070-02cec123a7d2","Biospecimen Type","http://www.cdisc.org","C70713","Code_322"
"2023-12-15","Code","c795b943-9b72-4ad8-b468-11bbd95583d8","No","http://www.cdisc.org","C49487","Code_323"
"2023-12-15","Code","f569c04e-d2e4-4e43-b816-9d1e2094e2f9","Yes","http://www.cdisc.org","C49488","Code_324"
"2023-12-15","Code","e6d10322-63b5-465a-bb73-27400c59e2d2","Laboratory Test Fasting Status","http://www.cdisc.org","C83309","Code_325"
"2023-12-15","Code","2ee7d029-c154-4eba-af89-ac21daa7f8d9","SODIUM","http://www.cdisc.org","C64809","Code_326"
"2023-12-15","Code","9541134c-78bc-4248-8fa7-be1289bef2d4","SYSBP","http://www.cdisc.org","C25298","Code_327"
"2023-12-15","Code","3507147c-e011-42bb-91fd-a2e7da0078f8","Clinical Test Result","http://www.cdisc.org","C77140","Code_328"
"2023-12-15","Code","aec9abce-2c9e-421b-95e3-75b5eb19e440","Unit of Pressure","http://www.cdisc.org","C49669","Code_329"
"2023-12-15","Code","6268fe82-31ff-4161-b2d8-ffaac4824c51","Sitting","http://www.cdisc.org","C62122","Code_330"
"2023-12-15","Code","09f95332-8615-4171-a173-467b8d957e79","Standing","http://www.cdisc.org","C62166","Code_331"
"2023-12-15","Code","62eae54a-b89b-40af-b9c1-d91c94149015","Supine Position","http://www.cdisc.org","C62167","Code_332"
"2023-12-15","Code","84b5b8ba-2ef4-4f3b-ba3a-115c2bab6995","Body Position","http://www.cdisc.org","C62164","Code_333"
"2023-12-15","Code","a44e8aee-632a-46b4-a38b-b68c3d7cce4a","Brachial Artery","http://www.cdisc.org","C12681","Code_334"
"2023-12-15","Code","e786381c-1560-4eb9-8e4e-e734f3d3a7f9","Common Carotid Artery","http://www.cdisc.org","C12687","Code_335"
"2023-12-15","Code","d6741049-72d9-4785-84d2-f1f4cf148652","Dorsalis Pedis Artery","http://www.cdisc.org","C32478","Code_336"
"2023-12-15","Code","dc002093-1010-400a-a125-39a905a34652","Femoral Artery","http://www.cdisc.org","C12715","Code_337"
"2023-12-15","Code","fa9c0548-b102-412f-b5da-dd0a162b15a4","Radial Artery","http://www.cdisc.org","C12838","Code_338"
"2023-12-15","Code","38ab898d-42b1-4023-9828-d6d54640748d","Anatomic Site","http://www.cdisc.org","C13717","Code_339"
"2023-12-15","Code","4e5563ed-b937-4737-98be-ced94cad253e","Left","http://www.cdisc.org","C25229","Code_340"
"2023-12-15","Code","7c027c4d-cbdd-4ce5-b0d6-c3feabdcc096","Right","http://www.cdisc.org","C25228","Code_341"
"2023-12-15","Code","7437c80c-da5c-4444-b9fc-e937a61906f2","Laterality","http://www.cdisc.org","C25185","Code_342"
"2023-12-15","Code","31ff9878-8f81-4c4a-ae11-cd6d3fd521f6","SYSBP","http://www.cdisc.org","C25298","Code_343"
"2023-12-15","Code","c33fbc50-c0a0-46c4-a707-d353426b8102","DIABP","http://www.cdisc.org","C25299","Code_344"
"2023-12-15","Code","4875236b-4388-41d8-b7cd-8287e94665b2","Clinical Test Result","http://www.cdisc.org","C77140","Code_345"
"2023-12-15","Code","57ab57e6-55ad-47b1-b3a7-3711f9a481a6","Unit of Pressure","http://www.cdisc.org","C49669","Code_346"
"2023-12-15","Code","f822e84b-5a56-4452-ba69-8194122e58c2","Sitting","http://www.cdisc.org","C62122","Code_347"
"2023-12-15","Code","e43ac1f6-2fb9-4516-8aab-d82e855fbb77","Standing","http://www.cdisc.org","C62166","Code_348"
"2023-12-15","Code","381134d9-da80-42e0-835d-fa020c860f8f","Supine Position","http://www.cdisc.org","C62167","Code_349"
"2023-12-15","Code","4e736c8e-a26a-407f-92e3-5d449e7b7a55","Body Position","http://www.cdisc.org","C62164","Code_350"
"2023-12-15","Code","60aec8ea-a2a1-4541-a283-482b247424ca","Brachial Artery","http://www.cdisc.org","C12681","Code_351"
"2023-12-15","Code","da5a3af7-c4ac-4786-85b1-e8cc0abac7a4","Common Carotid Artery","http://www.cdisc.org","C12687","Code_352"
"2023-12-15","Code","691ff136-bf91-4e25-bd5f-abd8ee035b33","Dorsalis Pedis Artery","http://www.cdisc.org","C32478","Code_353"
"2023-12-15","Code","3391c5e5-226e-4f93-9f86-31e9452a570e","Femoral Artery","http://www.cdisc.org","C12715","Code_354"
"2023-12-15","Code","0f41dbb4-7bad-4069-93a0-e41b2fff2e3f","Radial Artery","http://www.cdisc.org","C12838","Code_355"
"2023-12-15","Code","7f39af9b-a4d8-416b-b17b-46c719353fcc","Anatomic Site","http://www.cdisc.org","C13717","Code_356"
"2023-12-15","Code","3f642af7-4933-4c89-bc5c-4f8c05a5087f","Left","http://www.cdisc.org","C25229","Code_357"
"2023-12-15","Code","a9b7b688-d1b5-4bba-b571-f9ac82c00060","Right","http://www.cdisc.org","C25228","Code_358"
"2023-12-15","Code","c58e2ac6-55c9-4f51-bc70-2d50ed3da4a6","Laterality","http://www.cdisc.org","C25185","Code_359"
"2023-12-15","Code","bcad0392-3f2f-4cfb-a4d1-2d2b468afa4e","DIABP","http://www.cdisc.org","C25299","Code_360"
"2023-12-15","Code","f95d7730-f5ca-4302-a894-9da03f673eac","HR","http://www.cdisc.org","C49677","Code_361"
"2023-12-15","Code","07bc1c6f-b414-4cf6-b4fa-0c857619f43c","Clinical Test Result","http://www.cdisc.org","C77140","Code_362"
"2023-12-15","Code","2b9930cf-168e-4a64-9b1b-b82745c612df","Count per Minute","http://www.cdisc.org","C73688","Code_363"
"2023-12-15","Code","1e04d881-53f2-4fd8-8711-0f0cecc30a63","Sitting","http://www.cdisc.org","C62122","Code_364"
"2023-12-15","Code","b93a0639-a4bb-4601-92b9-ad2c91886528","Standing","http://www.cdisc.org","C62166","Code_365"
"2023-12-15","Code","95ee6486-68b4-43ac-84a8-bc722e4a4010","Supine Position","http://www.cdisc.org","C62167","Code_366"
"2023-12-15","Code","9296a2f0-b5cd-4698-8dba-82c957712b2d","Body Position","http://www.cdisc.org","C62164","Code_367"
"2023-12-15","Code","201e1c96-6605-4df6-acac-1a6bad7aa9e0","Brachial Artery","http://www.cdisc.org","C12681","Code_368"
"2023-12-15","Code","516499e1-5a35-4838-abae-da1783751416","Common Carotid Artery","http://www.cdisc.org","C12687","Code_369"
"2023-12-15","Code","58ff991f-247d-4a14-a304-399bc1330d10","Dorsalis Pedis Artery","http://www.cdisc.org","C32478","Code_370"
"2023-12-15","Code","2ced1cfe-c794-4f89-acdc-dd7be99636ac","Femoral Artery","http://www.cdisc.org","C12715","Code_371"
"2023-12-15","Code","090a12a4-2b2c-4e85-9b99-dab864dabc85","Radial Artery","http://www.cdisc.org","C12838","Code_372"
"2023-12-15","Code","086013a2-d2cd-4e3b-9b5f-520a284c51d3","Anatomic Site","http://www.cdisc.org","C13717","Code_373"
"2023-12-15","Code","bd3b16da-bfa4-4a09-88de-c27bf0e2923d","Left","http://www.cdisc.org","C25229","Code_374"
"2023-12-15","Code","a52b06d9-3b72-4288-8daf-6ec2663b3bcd","Right","http://www.cdisc.org","C25228","Code_375"
"2023-12-15","Code","8b6653f3-162a-4ed8-9a90-9305d14bbdc3","Laterality","http://www.cdisc.org","C25185","Code_376"
"2023-12-15","Code","79549e7e-6161-49e6-9e31-5ba2177ee4b6","HR","http://www.cdisc.org","C49677","Code_377"
