"decode","id","codeSystemVersion","instanceType","code","uuid:ID","codeSystem"
"Beats per Minute","Code_247","2023-09-29","Code","C49673","6a6ab336-de6d-4cb8-ab38-eb6a111a44e4","http://www.cdisc.org"
"Count per Minute","Code_248","","Code","C73688","1bc0c10e-2562-4fd7-b2bb-4fcb982d9bad","NCI Thesaurus"
"Vital Signs Location","Code_249","","Code","C83088","6f2f017c-d0bc-4c77-a0a0-d349be98eb02","NCI Thesaurus"
"Vital Signs Laterality","Code_250","","Code","C123975","48adaa15-f4d2-45e6-bd7f-9f6e76747e5b","NCI Thesaurus"
"Test Method","Code_251","","Code","C82535","8c2e3c1a-04ed-4b7f-9a3c-e9f11e7aa563","NCI Thesaurus"
"Vital Signs Position","Code_252","","Code","C83114","42302ab5-064f-41de-9d0f-bdede1be9705","NCI Thesaurus"
"Heart Rate","Code_245","","Code","C49677","1e430700-3250-4f99-bc28-8c911b7d40cf","NCI Thesaurus"
"Vital Signs Result","Code_254","","Code","C173522","e7c3e8eb-9b20-4e39-b8e6-8b9b06019d59","NCI Thesaurus"
"Pascal","Code_255","2023-09-29","Code","C42547","d3efc76b-3279-4a13-b418-c428400014ed","http://www.cdisc.org"
"Unit of Pressure","Code_256","","Code","C49669","c1923327-0bbe-40b0-96f3-de7acde1c848","NCI Thesaurus"
"Vital Signs Location","Code_257","","Code","C83088","85cb3059-5cff-47cf-8c19-2c1aac4035ee","NCI Thesaurus"
"Vital Signs Laterality","Code_258","","Code","C123975","60e4910a-af64-4868-b4e2-fd6c8a0a9888","NCI Thesaurus"
"Test Method","Code_259","","Code","C82535","03d8fcb5-f3ad-4eaa-b73e-5763107992b7","NCI Thesaurus"
"Vital Signs Position","Code_260","","Code","C83114","2fd51369-284b-4b99-b16d-500ec6c0f159","NCI Thesaurus"
"Systolic Blood Pressure","Code_253","","Code","C25298","7bbfdbf8-1f65-44ac-92ef-8ff40b5730ea","NCI Thesaurus"
"Vital Signs Result","Code_262","","Code","C173522","2666f7ca-40f2-491f-9dc8-7260ddbf240e","NCI Thesaurus"
"Pascal","Code_263","2023-09-29","Code","C42547","c6d205ca-ddca-4664-b83f-99f30a7ceb33","http://www.cdisc.org"
"Unit of Pressure","Code_264","","Code","C49669","3fffdc54-64b3-4d66-b0d3-f0e13bcd0255","NCI Thesaurus"
"Vital Signs Location","Code_265","","Code","C83088","cb563a74-fa8e-4a05-aa2e-2317b6f42fee","NCI Thesaurus"
"Vital Signs Laterality","Code_266","","Code","C123975","19c6e0d9-f0be-47dc-bcb5-0235c23a4395","NCI Thesaurus"
"Test Method","Code_267","","Code","C82535","16756ea6-061c-4cfa-b57c-6d8aafea3abe","NCI Thesaurus"
"Vital Signs Position","Code_268","","Code","C83114","3d17155e-28e1-425d-b59e-7ce857ca2d94","NCI Thesaurus"
"Diastolic Blood Pressure","Code_261","","Code","C25299","66eafca7-42c7-45eb-b63f-2b5a4e942f6d","NCI Thesaurus"
"Vital Signs Result","Code_270","","Code","C173522","e8e1df8a-7329-4dc7-9aad-e1286d712077","NCI Thesaurus"
"Beats per Minute","Code_271","2023-09-29","Code","C49673","20df15aa-28c8-4cf2-b276-50aab38247c3","http://www.cdisc.org"
"Count per Minute","Code_272","","Code","C73688","c66419f7-aa99-4e64-a0f9-ad198dc45fb7","NCI Thesaurus"
"Vital Signs Location","Code_273","","Code","C83088","fbfc8132-8286-4ea8-a0ac-4033fce8aaf7","NCI Thesaurus"
"Vital Signs Laterality","Code_274","","Code","C123975","101bf7f3-9ec9-427e-8fea-e62c2cc41c9c","NCI Thesaurus"
"Test Method","Code_275","","Code","C82535","ce04d6c7-a64c-42c1-bce1-bd083de4534f","NCI Thesaurus"
"Vital Signs Position","Code_276","","Code","C83114","5ff03241-8ae7-4723-af1a-848c45456563","NCI Thesaurus"
"Heart Rate","Code_269","","Code","C49677","5ee95d7a-795e-4f93-b4bb-94f2608d7bc9","NCI Thesaurus"
"Placebo Comparator Arm","Code_122","2023-09-29","Code","C174268","589d2793-7906-4ce4-80f7-3e13adc33741","http://www.cdisc.org"
"Data Generated Within Study","Code_123","2023-09-29","Code","C188866","f62b35c4-ec84-4c57-b27a-87e3d325e881","http://www.cdisc.org"
"Active Comparator Arm","Code_124","2023-09-29","Code","C174267","75df4346-95cb-40ca-9cb9-ebec3d1e1be1","http://www.cdisc.org"
"Data Generated Within Study","Code_125","2023-09-29","Code","C188866","a4aa219e-acfd-4829-8b5a-764aacf8742a","http://www.cdisc.org"
"Active Comparator Arm","Code_126","2023-09-29","Code","C174267","a6338859-95bb-4133-a827-ea68acd1c460","http://www.cdisc.org"
"Data Generated Within Study","Code_127","2023-09-29","Code","C188866","c3a3b291-16d4-4487-90e2-32782e8075df","http://www.cdisc.org"
"Double Blind Study","Code_135","2023-09-29","Code","C15228","dd36c3b1-1bc4-4c3a-bc14-32c64fd581d4","http://www.cdisc.org"
"Trial Screening","Code_128","2023-09-29","Code","C48262","153405fc-0dfd-43ac-abae-48f12c8882e5","http://www.cdisc.org"
"Treatment Epoch","Code_129","2023-09-29","Code","C101526","49575208-7cf3-4647-b022-9f7d00558410","http://www.cdisc.org"
"Treatment Epoch","Code_130","2023-09-29","Code","C101526","fd3101fe-8f76-442c-a487-87de19b12d8a","http://www.cdisc.org"
"Treatment Epoch","Code_131","2023-09-29","Code","C101526","72e2b75a-34a6-482e-aa19-b0484bd8f121","http://www.cdisc.org"
"Clinical Study Follow-up","Code_132","2023-09-29","Code","C99158","1cb21f84-1c0d-4759-b63c-fe9903aefdcd","http://www.cdisc.org"
"Alzheimer's disease; unspecified","Code_330","1","Code","G30.9","1f36bab4-6190-4701-bb1b-688a189116bc","ICD-10-CM"
"Alzheimer's disease","Code_331","January 31, 2018","Code","26929004","02a5bbb3-a136-4c69-ad2d-722766d21b60","SNOMED"
"Sponsor","Code_141","2023-09-29","Code","C70793","9ec55251-17d7-48d6-85fd-73a6d6697ea2","http://www.cdisc.org"
"Trial Primary Objective","Code_335","2023-09-29","Code","C85826","4223cda4-4b0d-4a24-8196-556fe31db89b","http://www.cdisc.org"
"Primary Endpoint","Code_334","2023-09-29","Code","C94496","00d8bb36-4ac3-47bb-a76e-58659fa9550d","http://www.cdisc.org"
"Primary Endpoint","Code_336","2023-09-29","Code","C94496","ec5811e3-5ae4-4df5-bc9e-949e7760f5eb","http://www.cdisc.org"
"Trial Primary Objective","Code_338","2023-09-29","Code","C85826","c23762be-3272-4974-bc67-5c1a845caa42","http://www.cdisc.org"
"Primary Endpoint","Code_337","2023-09-29","Code","C94496","5d3aee65-afbe-48df-a327-6ef5c5c999e7","http://www.cdisc.org"
"Primary Endpoint","Code_339","2023-09-29","Code","C94496","f1ce4200-f65a-4001-9dc3-4e4f36352690","http://www.cdisc.org"
"Primary Endpoint","Code_340","2023-09-29","Code","C94496","f35034c9-33c1-42c1-9d49-58bada187ac2","http://www.cdisc.org"
"Trial Secondary Objective","Code_342","2023-09-29","Code","C85827","bb2b04ba-c896-45ff-a8dd-8637dc2d49f2","http://www.cdisc.org"
"Secondary Endpoint","Code_341","2023-09-29","Code","C139173","a9119f29-c2f2-41b1-a2f5-75867503c365","http://www.cdisc.org"
"Secondary Endpoint","Code_343","2023-09-29","Code","C139173","698fafcd-0554-4e11-9a47-4b1388cea13c","http://www.cdisc.org"
"Secondary Endpoint","Code_344","2023-09-29","Code","C139173","6d75834c-545f-4819-b1a1-502bdc756464","http://www.cdisc.org"
"Inclusion Criteria","Code_345","2023-09-29","Code","C25532","aea46324-8141-43ec-ac13-5c1bd8cf47d0","http://www.cdisc.org"
"Inclusion Criteria","Code_346","2023-09-29","Code","C25532","b11a002f-7469-4ab5-9b84-302d97d19228","http://www.cdisc.org"
"Inclusion Criteria","Code_347","2023-09-29","Code","C25532","75122088-e1bb-42df-a6aa-27b25717743e","http://www.cdisc.org"
"Exclusion Criteria","Code_348","2023-09-29","Code","C25370","139c62eb-f2be-4ce7-9511-5f6e24be07d6","http://www.cdisc.org"
"Year","Code_332","2023-09-29","Code","C29848","270c76c4-7d45-4dfb-8ef3-f165dc584a71","http://www.cdisc.org"
"Before","Code_14","2023-09-29","Code","C201264","c072a61f-8813-4771-9b3d-7e2bf4a76a12","http://www.cdisc.org"
"Start to Start","Code_15","2023-09-29","Code","C201265","b464c341-d1a6-42c2-b8d4-0e55fdec6705","http://www.cdisc.org"
"Before","Code_16","2023-09-29","Code","C201264","a0c45031-f5f7-4197-85f2-c687a14d9f8b","http://www.cdisc.org"
"Start to Start","Code_17","2023-09-29","Code","C201265","eeae3808-378b-4e16-b536-99e093ddd158","http://www.cdisc.org"
"Fixed Reference","Code_19","2023-09-29","Code","C201264","d3abdf22-06ed-426c-be18-37fdeefc99fc","http://www.cdisc.org"
"Start to Start","Code_20","2023-09-29","Code","C201265","b9d5e5a4-5ad6-4312-9c03-433bbd0c2d7e","http://www.cdisc.org"
"After","Code_21","2023-09-29","Code","C201264","01f352de-0cd3-4553-ac38-b2d032fffb4f","http://www.cdisc.org"
"Start to Start","Code_22","2023-09-29","Code","C201265","f07f5b5a-aa23-4a1d-a2cf-d941d030b869","http://www.cdisc.org"
"After","Code_24","2023-09-29","Code","C201264","beff37d9-64bd-4dd9-9927-ec5f2d381158","http://www.cdisc.org"
"Start to Start","Code_25","2023-09-29","Code","C201265","fe925bcc-1ed9-4658-9c6b-bb191f683606","http://www.cdisc.org"
"After","Code_27","2023-09-29","Code","C201264","1426957e-0198-4d44-8eac-e01208e8b4ed","http://www.cdisc.org"
"Start to Start","Code_28","2023-09-29","Code","C201265","4376905d-b2f3-4803-83f2-a6c24e88ccbb","http://www.cdisc.org"
"After","Code_30","2023-09-29","Code","C201264","f879da91-051a-4d49-a603-b7ef155b0c16","http://www.cdisc.org"
"Start to Start","Code_31","2023-09-29","Code","C201265","7b25d498-aeca-4178-9977-6411be2d062e","http://www.cdisc.org"
"After","Code_35","2023-09-29","Code","C201264","d384556a-c08a-4c77-9f55-9216f8dcb7c6","http://www.cdisc.org"
"Start to Start","Code_36","2023-09-29","Code","C201265","b513dfa0-f32c-4e0d-a004-aaa5d66fe4a5","http://www.cdisc.org"
"After","Code_40","2023-09-29","Code","C201264","bf94d5f1-fe3e-484a-9e5a-92b6677e9b8b","http://www.cdisc.org"
"Start to Start","Code_41","2023-09-29","Code","C201265","b60a5337-fab6-445a-a7e7-a9075b1a83cb","http://www.cdisc.org"
"After","Code_45","2023-09-29","Code","C201264","706c1d70-db39-4c6e-af22-1b76b9bbbc98","http://www.cdisc.org"
"Start to Start","Code_46","2023-09-29","Code","C201265","06099de2-d60a-4497-bd01-6c23875ef302","http://www.cdisc.org"
"After","Code_50","2023-09-29","Code","C201264","600a35fa-7627-4bc6-9fb6-c1decf673f87","http://www.cdisc.org"
"Start to Start","Code_51","2023-09-29","Code","C201265","d69c7adb-b0c9-407c-8ea1-c92950c42b39","http://www.cdisc.org"
"After","Code_53","2023-09-29","Code","C201264","cf18e1ae-e16e-4738-9594-bcaf7b0e3b9b","http://www.cdisc.org"
"Start to Start","Code_54","2023-09-29","Code","C201265","70cd319d-62d2-4e51-b48f-20017bb97341","http://www.cdisc.org"
"After","Code_33","2023-09-29","Code","C201264","561124b8-eed7-42eb-862b-bb4e49e982b9","http://www.cdisc.org"
"Start to Start","Code_34","2023-09-29","Code","C201265","38a7f310-badc-409c-b5ee-361c43fdd4a2","http://www.cdisc.org"
"After","Code_38","2023-09-29","Code","C201264","c0e3264b-4cda-4928-a6cc-68ff4df1959f","http://www.cdisc.org"
"Start to Start","Code_39","2023-09-29","Code","C201265","37aec815-4b1c-46d7-9dca-675e7254db01","http://www.cdisc.org"
"After","Code_43","2023-09-29","Code","C201264","e2cae627-4d64-4505-8e21-e61a94714e71","http://www.cdisc.org"
"Start to Start","Code_44","2023-09-29","Code","C201265","0ca7f2a2-d3b4-4f05-9be1-c61922dd3997","http://www.cdisc.org"
"After","Code_48","2023-09-29","Code","C201264","d69c35f4-5584-4bdb-b1e1-a00f034547c8","http://www.cdisc.org"
"Start to Start","Code_49","2023-09-29","Code","C201265","0203f807-4816-49ef-a9fe-54de3853267f","http://www.cdisc.org"
"Fixed Reference","Code_56","2023-09-29","Code","C201264","5ad6ed6d-2b16-43bb-9681-1ce885c68369","http://www.cdisc.org"
"Start to Start","Code_57","2023-09-29","Code","C201265","63f11c01-728f-4a74-a566-a7527a59a2a9","http://www.cdisc.org"
"Fixed Reference","Code_58","2023-09-29","Code","C201264","87a058f0-546a-4707-b825-0ac3f6d788d0","http://www.cdisc.org"
"Start to Start","Code_59","2023-09-29","Code","C201265","ee8b3704-8a72-4ca8-8705-d7eeba4f4ca2","http://www.cdisc.org"
"Fixed Reference","Code_60","2023-09-29","Code","C201264","785844ee-df3e-4f7f-98bb-52d29480e02b","http://www.cdisc.org"
"Start to Start","Code_61","2023-09-29","Code","C201265","83023dc0-d8eb-49d7-9dee-13c96a097042","http://www.cdisc.org"
"After","Code_62","2023-09-29","Code","C201264","75fb7b56-ea13-46ab-9a7b-6e6cd72fd6c5","http://www.cdisc.org"
"Start to Start","Code_63","2023-09-29","Code","C201265","262bf2fa-6506-4685-8872-89e4d914863d","http://www.cdisc.org"
"After","Code_64","2023-09-29","Code","C201264","5c1808c6-bd2d-4213-a52c-329e3c71de43","http://www.cdisc.org"
"End to Start","Code_65","2023-09-29","Code","C201265","21bf91ec-7bf4-48da-a5de-d26ef6a12783","http://www.cdisc.org"
"After","Code_66","2023-09-29","Code","C201264","d252b775-7125-4241-aa17-05523415e568","http://www.cdisc.org"
"Start to Start","Code_67","2023-09-29","Code","C201265","4fb46aca-a077-4ae0-aed8-75a86635e767","http://www.cdisc.org"
"After","Code_68","2023-09-29","Code","C201264","ed183703-9b24-40f3-907f-b02397816a4f","http://www.cdisc.org"
"End to Start","Code_69","2023-09-29","Code","C201265","246726d0-2339-449b-867d-3afc176b6ea9","http://www.cdisc.org"
"After","Code_70","2023-09-29","Code","C201264","21529079-3f8d-4207-b641-121d72a021f1","http://www.cdisc.org"
"Start to Start","Code_71","2023-09-29","Code","C201265","cf4d5d73-08de-42ec-aaf9-9c21c48dc6b5","http://www.cdisc.org"
"Clinical Study Sponsor","Code_349","2023-09-29","Code","C70793","9f826433-bddf-46ba-bc88-a85327a6a5d0","http://www.cdisc.org"
"United Kingdom of Great Britain and Northern Ireland","Code_350","2020-08","Code","GBR","d88492d7-dbc5-4481-8fdd-3018385f6df0","ISO 3166 1 alpha3"
"Study Acronym","Code_3","2023-09-29","Code","C94108","dfd20605-f12c-4d45-9dae-6a38bfb26c71","http://www.cdisc.org"
"Brief Study Title","Code_5","2023-09-29","Code","C99905x1","4cfd7d8d-ad51-4139-911b-9fcec9133aa9","http://www.cdisc.org"
"Official Study Title","Code_6","2023-09-29","Code","C99905x2","6c167b13-840a-452e-865d-31374f9a1fbb","http://www.cdisc.org"
"Public Study Title","Code_7","2023-09-29","Code","C99905x3","c0338e04-2153-40e5-bd38-22c99640cd72","http://www.cdisc.org"
"Final","Code_8","2023-09-29","Code","C25508","76f96b8a-0108-4c3c-846b-4463d142b191","http://www.cdisc.org"
"Protocol Effective Date","Code_11","2023-09-29","Code","C99903x1","6f56e92d-867d-4465-ae02-96bd69df639d","http://www.cdisc.org"
"Region","Code_13","2023-09-29","Code","C41129","29902104-d014-4273-871d-14b4ec72657e","http://www.cdisc.org"
"Europe","Code_12","2020-08","Code","150","1d3dd5cd-9df6-464d-b598-d5b7f390b981","ISO 3166 1 alpha3"
