"codeSystem","uuid:ID","decode","codeSystemVersion","id","code"
"NCI Thesaurus","fdbb88be-33e8-479e-ba53-6ffac3a960dc","Vital Signs Position","","Code_240","C83114"
"NCI Thesaurus","e107cefa-5fe7-4638-b381-c44a258799db","Diastolic Blood Pressure","","Code_233","C25299"
"http://www.cdisc.org","27c8b4a1-e6e8-4f06-9234-6cd9cdabcce1","Placebo Comparator Arm","2023-09-29","Code_104","C174268"
"http://www.cdisc.org","78aaf0c1-0a74-4285-a395-996288051a9d","Data Generated Within Study","2023-09-29","Code_105","C188866"
"http://www.cdisc.org","a348eb8a-06e9-451a-bfe7-d0cf51804d23","Active Comparator Arm","2023-09-29","Code_106","C174267"
"http://www.cdisc.org","8c6fbc8d-f754-4c7a-96d3-f4229cc1970d","Data Generated Within Study","2023-09-29","Code_107","C188866"
"http://www.cdisc.org","b26b646d-412b-45eb-bb12-cc648745e6d5","Active Comparator Arm","2023-09-29","Code_108","C174267"
"http://www.cdisc.org","0a47c696-e8fb-416c-a27e-b2ab0995e9e1","Data Generated Within Study","2023-09-29","Code_109","C188866"
"http://www.cdisc.org","a2c006be-b6c2-4b27-bcc6-335dd0d467da","Double Blind Study","2023-09-29","Code_117","C15228"
"http://www.cdisc.org","b0d301a8-91bb-4314-9cbd-1079c6936136","Trial Screening","2023-09-29","Code_110","C48262"
"http://www.cdisc.org","d087adda-6a4b-4db6-b70b-bf33d2b356d2","Treatment Epoch","2023-09-29","Code_111","C101526"
"http://www.cdisc.org","2e43f61c-5258-4ff5-8461-6bce5e98eeda","Treatment Epoch","2023-09-29","Code_112","C101526"
"http://www.cdisc.org","963d9acc-ba46-44d1-a59d-0f6faa18c3f3","Treatment Epoch","2023-09-29","Code_113","C101526"
"http://www.cdisc.org","f4f47aec-75cd-4bc2-ba21-4b370045305e","Clinical Study Follow-up","2023-09-29","Code_114","C99158"
"ICD-10-CM","785d9dbe-e74a-46f8-b875-f8b1ff18dfbd","Alzheimer's disease; unspecified","1","Code_294","G30.9"
"SNOMED","ca237928-3ed0-4efb-b2f8-5e68af41dc77","Alzheimer's disease","January 31, 2018","Code_295","26929004"
"http://www.cdisc.org","658f280a-c0f3-4b20-a4b6-6004b80ed29f","Trial Primary Objective","2023-09-29","Code_298","C85826"
"http://www.cdisc.org","dea07139-97d6-4eaf-afc4-421f6da03abd","Primary Endpoint","2023-09-29","Code_297","C94496"
"http://www.cdisc.org","1856642e-14b9-466f-a42e-f016a2b7feb5","Primary Endpoint","2023-09-29","Code_299","C94496"
"http://www.cdisc.org","207d3f13-3633-4896-ac40-8c4fac09aab2","Trial Primary Objective","2023-09-29","Code_301","C85826"
"http://www.cdisc.org","2c98502d-323f-47fc-a6fd-7ad5a099c1e3","Primary Endpoint","2023-09-29","Code_300","C94496"
"http://www.cdisc.org","c2a78ad6-9bc9-4f79-bf64-9ab958e7a6bc","Primary Endpoint","2023-09-29","Code_302","C94496"
"http://www.cdisc.org","c4ed6517-c2dd-4490-ab68-7bcd3dc44a0b","Primary Endpoint","2023-09-29","Code_303","C94496"
"http://www.cdisc.org","59b9d9d3-87f7-4c01-b7f6-c30d6179f490","Trial Secondary Objective","2023-09-29","Code_305","C85827"
"http://www.cdisc.org","18e393e6-6a61-4fb5-9dc7-a460dac57312","Secondary Endpoint","2023-09-29","Code_304","C139173"
"http://www.cdisc.org","f31305c0-25c6-4b98-8e89-e23a44aa6511","Secondary Endpoint","2023-09-29","Code_306","C139173"
"http://www.cdisc.org","412f0f82-a365-4904-ad2d-3c0480f27f7e","Secondary Endpoint","2023-09-29","Code_307","C139173"
"http://www.cdisc.org","26db7832-f867-4ab1-b432-76ea87097670","Both","2023-09-29","Code_296","C49636"
"http://www.cdisc.org","bf89a2c5-4d04-48f0-88b4-bf09219aa197","Before","2023-09-29","Code_10","C201264"
"http://www.cdisc.org","ee08b912-b6ee-4cd1-a866-b55d7cf4aead","Start to Start","2023-09-29","Code_11","C201265"
"http://www.cdisc.org","b3cc06b0-89d2-4a8c-87ae-640541b60c65","Before","2023-09-29","Code_12","C201264"
"http://www.cdisc.org","d3c065ee-099a-46d1-85f0-ed0ad9a77ae9","Start to Start","2023-09-29","Code_13","C201265"
"http://www.cdisc.org","fc82acf6-0f50-40b5-a3b0-00609c9ceed1","Fixed Reference","2023-09-29","Code_14","C201264"
"http://www.cdisc.org","ab6c83f8-3056-4fcb-b748-8860548068e1","Start to Start","2023-09-29","Code_15","C201265"
"http://www.cdisc.org","5d6599bf-0570-4e29-9bc3-d6c23c130aa7","After","2023-09-29","Code_16","C201264"
"http://www.cdisc.org","2bfd2052-2d6b-4fc6-8ab4-fe1bc7b060c8","Start to Start","2023-09-29","Code_17","C201265"
"http://www.cdisc.org","8c2fa9c5-07aa-4487-9c2b-7c49798f1d6b","After","2023-09-29","Code_18","C201264"
"http://www.cdisc.org","28ab48b0-3739-45b0-b24e-2807decca9de","Start to Start","2023-09-29","Code_19","C201265"
"http://www.cdisc.org","8400c6fe-978c-45dd-8c6c-5bdecae5da34","After","2023-09-29","Code_20","C201264"
"http://www.cdisc.org","be6974db-9dfb-4ad5-bd9b-6eda1d9dc048","Start to Start","2023-09-29","Code_21","C201265"
"http://www.cdisc.org","f36c26e8-4b85-4fa1-b435-7db186b8d1e0","After","2023-09-29","Code_22","C201264"
"http://www.cdisc.org","503ab7af-14aa-4f9e-9f3c-578fe00e8f34","Start to Start","2023-09-29","Code_23","C201265"
"http://www.cdisc.org","ff66b32e-aa63-454a-ad25-7996207d2992","After","2023-09-29","Code_24","C201264"
"http://www.cdisc.org","821c19c5-0014-4012-812b-ffb202d71b2c","Start to Start","2023-09-29","Code_25","C201265"
"http://www.cdisc.org","ae3c9323-cac6-4e72-b85b-88d04f0e583a","After","2023-09-29","Code_26","C201264"
"http://www.cdisc.org","6b3300f8-bbed-467f-8fe2-56a633d6c01d","Start to Start","2023-09-29","Code_27","C201265"
"http://www.cdisc.org","98773d4a-cc21-41ba-9036-e8d4709d7c3f","After","2023-09-29","Code_28","C201264"
"http://www.cdisc.org","091d39d1-24a0-4978-9aa3-2f9ad38cf1e0","Start to Start","2023-09-29","Code_29","C201265"
"http://www.cdisc.org","8f79c572-bd2c-4841-9c99-87097c486710","After","2023-09-29","Code_30","C201264"
"http://www.cdisc.org","89102963-b6bb-43cb-a935-c0b59e294bf2","Start to Start","2023-09-29","Code_31","C201265"
"http://www.cdisc.org","7d06bacd-a43d-4364-a5ef-43cca2002f65","After","2023-09-29","Code_32","C201264"
"http://www.cdisc.org","c83a3b56-b66e-4fa9-bc06-f2a3abeab8dc","Start to Start","2023-09-29","Code_33","C201265"
"http://www.cdisc.org","0ba78381-771a-46b3-9350-bff3f09e2fc7","After","2023-09-29","Code_34","C201264"
"http://www.cdisc.org","78084e63-9eca-4cf4-9871-87b9887c3ba4","Start to Start","2023-09-29","Code_35","C201265"
"http://www.cdisc.org","3e46051e-9b4c-4b9c-a311-f0576ba40b72","After","2023-09-29","Code_36","C201264"
"http://www.cdisc.org","7d6b4897-ffa9-4a16-912d-3c5745d7e63c","Start to Start","2023-09-29","Code_37","C201265"
"http://www.cdisc.org","1c1cb8d9-c057-4887-bee6-8f7d0457f3c2","After","2023-09-29","Code_38","C201264"
"http://www.cdisc.org","ecac935f-1a93-4e54-9637-587a051aea5b","Start to Start","2023-09-29","Code_39","C201265"
"http://www.cdisc.org","6030f943-3bc9-4af5-9881-23475e7ddaa7","After","2023-09-29","Code_40","C201264"
"http://www.cdisc.org","8e6a3523-9bc2-47ed-b938-217761d06652","Start to Start","2023-09-29","Code_41","C201265"
"http://www.cdisc.org","00ed58e6-2c6b-4f90-b845-f971f3961a35","Fixed Reference","2023-09-29","Code_42","C201264"
"http://www.cdisc.org","f3bbabca-db0d-4842-bbd1-e4c1de39c8ea","Start to Start","2023-09-29","Code_43","C201265"
"http://www.cdisc.org","22bc2ae3-e2ec-484f-bb2d-e9a61e055b77","Fixed Reference","2023-09-29","Code_44","C201264"
"http://www.cdisc.org","71367a7f-1a0f-43ed-a6d0-b085bd855758","Start to Start","2023-09-29","Code_45","C201265"
"http://www.cdisc.org","95a87774-bcd1-4066-b7db-edb5695da3de","Fixed Reference","2023-09-29","Code_46","C201264"
"http://www.cdisc.org","13723554-3db2-4641-bf2b-cbacba6341cc","Start to Start","2023-09-29","Code_47","C201265"
"http://www.cdisc.org","6e695ebb-d0fc-401c-b6f1-3bf52a5b7348","After","2023-09-29","Code_48","C201264"
"http://www.cdisc.org","a2511f36-005c-4694-a4e1-cda4231aa288","Start to Start","2023-09-29","Code_49","C201265"
"http://www.cdisc.org","e18af821-5727-4f46-b204-6259dedd57f6","After","2023-09-29","Code_50","C201264"
"http://www.cdisc.org","ed233fd2-dcb9-4c27-abc6-0c1874fe65cd","End to Start","2023-09-29","Code_51","C201265"
"http://www.cdisc.org","058779cf-e1a3-46a8-b1a1-367106a0a951","After","2023-09-29","Code_52","C201264"
"http://www.cdisc.org","d791223c-a471-42a0-9c01-4a73b6d532c6","End to Start","2023-09-29","Code_53","C201265"
"http://www.cdisc.org","6d190ec1-8a30-4fec-bdb5-8ba36fc00ef0","Inclusion Criteria","2023-09-29","Code_308","C25532"
"http://www.cdisc.org","2497ec84-4574-43eb-bbec-b7f075a2bce2","Inclusion Criteria","2023-09-29","Code_309","C25532"
"http://www.cdisc.org","16a79b5d-eece-46ee-b977-542ae24a4f85","Inclusion Criteria","2023-09-29","Code_310","C25532"
"http://www.cdisc.org","96e6a086-9c03-43ec-8fdb-0550d898518b","Exclusion Criteria","2023-09-29","Code_311","C25370"
"http://www.cdisc.org","c083d29b-0d69-4eb7-b490-482ab2dcfbf1","Final","2023-09-29","Code_4","C25508"
"http://www.cdisc.org","b3c4f0e6-b80f-4dc9-947b-731c34914283","Protocol Effective Date","2023-09-29","Code_7","C99903x1"
"http://www.cdisc.org","967de88f-4f32-4bf5-8379-5fa57945e567","Region","2023-09-29","Code_9","C41129"
"ISO 3166 1 alpha3","b4ab1e71-fbda-48e8-973e-128ff0cd66c0","Europe","2020-08","Code_8","150"
