"decode","id","code","codeSystem","uuid:ID","codeSystemVersion","instanceType"
"Beats per Minute","Code_247","C49673","http://www.cdisc.org","5b9d42c5-4683-422b-b68e-6313ad0c13fd","2023-09-29","Code"
"Count per Minute","Code_248","C73688","NCI Thesaurus","b33c1d8d-ab7c-44a9-add4-ebaaef1a730d","","Code"
"Vital Signs Location","Code_249","C83088","NCI Thesaurus","4d1ac8ce-d61b-40c4-b365-004eb2e6b715","","Code"
"Vital Signs Laterality","Code_250","C123975","NCI Thesaurus","04081ee8-d258-4266-a704-be3eb2b3f0f2","","Code"
"Test Method","Code_251","C82535","NCI Thesaurus","b58e12fe-2a67-4106-851d-cecc5c0cbae1","","Code"
"Vital Signs Position","Code_252","C83114","NCI Thesaurus","116b1971-4820-4456-bfa9-94f6027fa802","","Code"
"Heart Rate","Code_245","C49677","NCI Thesaurus","1cb62cf0-ecfa-408d-948a-62a823b5cc29","","Code"
"Vital Signs Result","Code_254","C173522","NCI Thesaurus","9a3275e0-7cc6-4329-b8cb-a95a042efce3","","Code"
"Pascal","Code_255","C42547","http://www.cdisc.org","9582214a-1a76-4797-a982-18e89c3bf410","2023-09-29","Code"
"Unit of Pressure","Code_256","C49669","NCI Thesaurus","42a53bd7-8cd1-402d-a097-e966613cbe64","","Code"
"Vital Signs Location","Code_257","C83088","NCI Thesaurus","cb103e06-d6bb-4e3c-b684-c68a2103ef8d","","Code"
"Vital Signs Laterality","Code_258","C123975","NCI Thesaurus","69917324-cbc7-4bb9-aaba-06a57ac6bc82","","Code"
"Test Method","Code_259","C82535","NCI Thesaurus","35426bf9-7012-4909-b779-63d05ab9cf6c","","Code"
"Vital Signs Position","Code_260","C83114","NCI Thesaurus","70575dbb-2ff3-493e-9d76-3f6b0c2b1e15","","Code"
"Systolic Blood Pressure","Code_253","C25298","NCI Thesaurus","3f19f320-dae6-47e3-9e6d-80af1fa7cf82","","Code"
"Vital Signs Result","Code_262","C173522","NCI Thesaurus","29da48ae-1d46-45c6-af86-fc8ba32bde58","","Code"
"Pascal","Code_263","C42547","http://www.cdisc.org","02b1865b-472d-427b-81db-e89dff42ee01","2023-09-29","Code"
"Unit of Pressure","Code_264","C49669","NCI Thesaurus","6f7f2e7f-db7d-4390-8e35-7d50e132744d","","Code"
"Vital Signs Location","Code_265","C83088","NCI Thesaurus","f2ea691c-4856-4135-a53c-f9042814b50b","","Code"
"Vital Signs Laterality","Code_266","C123975","NCI Thesaurus","d7644488-0a21-4d71-973d-129df14e8a78","","Code"
"Test Method","Code_267","C82535","NCI Thesaurus","35d95c09-e8ca-48e1-87b6-253004720295","","Code"
"Vital Signs Position","Code_268","C83114","NCI Thesaurus","dee79d8b-9af6-4437-a61d-f65c0813e5ed","","Code"
"Diastolic Blood Pressure","Code_261","C25299","NCI Thesaurus","ba99520f-2350-49bd-a6f2-568567f8704e","","Code"
"Vital Signs Result","Code_270","C173522","NCI Thesaurus","96e335f7-d8b8-4159-9d7f-e794dff319a8","","Code"
"Beats per Minute","Code_271","C49673","http://www.cdisc.org","20558071-71eb-435c-bfe4-bc7e513d63f7","2023-09-29","Code"
"Count per Minute","Code_272","C73688","NCI Thesaurus","43eecdc5-91a4-434d-bd38-91033b370a19","","Code"
"Vital Signs Location","Code_273","C83088","NCI Thesaurus","a4cf918b-1f9c-436e-a098-5799e337b0bf","","Code"
"Vital Signs Laterality","Code_274","C123975","NCI Thesaurus","592d0ac0-5030-4285-84ba-568a4fbadf84","","Code"
"Test Method","Code_275","C82535","NCI Thesaurus","da7d59ca-2c73-4e4f-a4db-5d2acbf33555","","Code"
"Vital Signs Position","Code_276","C83114","NCI Thesaurus","fae103c7-f4d6-42f3-b7e7-59e221365326","","Code"
"Heart Rate","Code_269","C49677","NCI Thesaurus","73f30d5f-9e6d-425c-b67a-d3ea4a85c5c0","","Code"
"Placebo Comparator Arm","Code_122","C174268","http://www.cdisc.org","e1978aef-3399-4efa-83df-ee64132ece14","2023-09-29","Code"
"Data Generated Within Study","Code_123","C188866","http://www.cdisc.org","8e29d05a-0a9e-41c7-9709-e203e769225f","2023-09-29","Code"
"Active Comparator Arm","Code_124","C174267","http://www.cdisc.org","c3ded1bf-7ab2-445e-a6de-9502cd2fceb8","2023-09-29","Code"
"Data Generated Within Study","Code_125","C188866","http://www.cdisc.org","984fa91d-2ba8-4a34-9c9e-fa2a937d2611","2023-09-29","Code"
"Active Comparator Arm","Code_126","C174267","http://www.cdisc.org","2924980f-60ac-480a-b3c1-ff0186697ea3","2023-09-29","Code"
"Data Generated Within Study","Code_127","C188866","http://www.cdisc.org","80b99079-314d-41e0-921a-523b786e312a","2023-09-29","Code"
"Double Blind Study","Code_135","C15228","http://www.cdisc.org","01890b79-d4f9-47fd-af87-24c090dc55ca","2023-09-29","Code"
"Trial Screening","Code_128","C48262","http://www.cdisc.org","a3917db1-0cd3-4131-9b25-1b67e3d1474b","2023-09-29","Code"
"Treatment Epoch","Code_129","C101526","http://www.cdisc.org","f668801a-b1e1-4daa-96af-ce51c0143d78","2023-09-29","Code"
"Treatment Epoch","Code_130","C101526","http://www.cdisc.org","e8df2f20-3eee-4079-9846-c8fc30a9fa71","2023-09-29","Code"
"Treatment Epoch","Code_131","C101526","http://www.cdisc.org","f1c82ec1-9d80-4764-9568-53b2697f98e6","2023-09-29","Code"
"Clinical Study Follow-up","Code_132","C99158","http://www.cdisc.org","a76830be-979c-49b1-9691-e61d8f5a07a7","2023-09-29","Code"
"Alzheimer's disease; unspecified","Code_330","G30.9","ICD-10-CM","58e853fd-9127-473c-946d-ec91362a6da1","1","Code"
"Alzheimer's disease","Code_331","26929004","SNOMED","83850b7f-f685-4c77-8a37-5675735f9a80","January 31, 2018","Code"
"Sponsor","Code_141","C70793","http://www.cdisc.org","c0994e62-029a-4a71-9f65-0458f8c84706","2023-09-29","Code"
"Trial Primary Objective","Code_335","C85826","http://www.cdisc.org","731806a2-dd98-4796-8ca7-24b551296d84","2023-09-29","Code"
"Primary Endpoint","Code_334","C94496","http://www.cdisc.org","65ff43c4-64b0-460e-bf6d-c07aca749fd5","2023-09-29","Code"
"Primary Endpoint","Code_336","C94496","http://www.cdisc.org","d6a07d12-e0cc-46f7-88ed-0b2b1040e5e1","2023-09-29","Code"
"Trial Primary Objective","Code_338","C85826","http://www.cdisc.org","72e58e84-cf93-4913-9d51-635294b6a97c","2023-09-29","Code"
"Primary Endpoint","Code_337","C94496","http://www.cdisc.org","56534132-48a6-4c32-9d95-7a6173b13d26","2023-09-29","Code"
"Primary Endpoint","Code_339","C94496","http://www.cdisc.org","4da7249f-4c37-4faa-a5c7-dc1e4ebe7006","2023-09-29","Code"
"Primary Endpoint","Code_340","C94496","http://www.cdisc.org","c5816a6f-c44c-4932-b71b-359f1b3749f7","2023-09-29","Code"
"Trial Secondary Objective","Code_342","C85827","http://www.cdisc.org","31ca8625-1138-4246-adde-18954d9eb493","2023-09-29","Code"
"Secondary Endpoint","Code_341","C139173","http://www.cdisc.org","eb553844-01ee-4025-90b0-aed861d7bb05","2023-09-29","Code"
"Secondary Endpoint","Code_343","C139173","http://www.cdisc.org","c7ed7a24-b80d-49cb-86cd-360a09155dd7","2023-09-29","Code"
"Secondary Endpoint","Code_344","C139173","http://www.cdisc.org","0772fd49-2401-4b8d-bb3d-9ef5ba2e4347","2023-09-29","Code"
"Inclusion Criteria","Code_345","C25532","http://www.cdisc.org","c4370f18-5aca-4b67-b6c1-20c0e4db96a3","2023-09-29","Code"
"Inclusion Criteria","Code_346","C25532","http://www.cdisc.org","c8936df4-aad1-4ead-9b09-3f3ed6a775ef","2023-09-29","Code"
"Inclusion Criteria","Code_347","C25532","http://www.cdisc.org","c9e1c405-0aa3-41ef-9886-35f3bd647752","2023-09-29","Code"
"Exclusion Criteria","Code_348","C25370","http://www.cdisc.org","d74d6224-b0f8-4b7c-9b71-1fa228bacf00","2023-09-29","Code"
"Year","Code_332","C29848","http://www.cdisc.org","e73d49d8-3615-4921-b9e8-56917e80dbb0","2023-09-29","Code"
"Before","Code_14","C201264","http://www.cdisc.org","654b63f4-8eae-4a76-8cdc-abc46e14b93a","2023-09-29","Code"
"Start to Start","Code_15","C201265","http://www.cdisc.org","ef338ecd-45ab-4506-a83a-9b84ee92ecbf","2023-09-29","Code"
"Before","Code_16","C201264","http://www.cdisc.org","fc04a4e9-9d35-4ea6-9d15-27a01993cf5f","2023-09-29","Code"
"Start to Start","Code_17","C201265","http://www.cdisc.org","91cdcb6c-1b54-4f98-a216-0177c48e44c0","2023-09-29","Code"
"Fixed Reference","Code_19","C201264","http://www.cdisc.org","2eeff88f-2a83-471b-97f4-2c4e7ad7a50b","2023-09-29","Code"
"Start to Start","Code_20","C201265","http://www.cdisc.org","722efa5d-0cf0-42be-ae2b-eb91d4b9ba93","2023-09-29","Code"
"After","Code_21","C201264","http://www.cdisc.org","3de0bf8f-eb0d-47f9-9b8f-8f544ef452e4","2023-09-29","Code"
"Start to Start","Code_22","C201265","http://www.cdisc.org","907bf9df-7b1d-4050-80f4-cc6694f4ecff","2023-09-29","Code"
"After","Code_24","C201264","http://www.cdisc.org","39fea45a-fcfb-4f83-9757-7d7d8000b247","2023-09-29","Code"
"Start to Start","Code_25","C201265","http://www.cdisc.org","c49c610a-fab5-4662-a0e9-f3fafa8be476","2023-09-29","Code"
"After","Code_27","C201264","http://www.cdisc.org","8f15368a-c679-4494-8a3a-c64411243b54","2023-09-29","Code"
"Start to Start","Code_28","C201265","http://www.cdisc.org","c85bfa4b-61a8-4caa-9ea7-77228154c7cf","2023-09-29","Code"
"After","Code_30","C201264","http://www.cdisc.org","78c38506-2f51-44c2-8a56-238204116d5e","2023-09-29","Code"
"Start to Start","Code_31","C201265","http://www.cdisc.org","51a3e256-efe6-4858-aa86-9d1b19166df3","2023-09-29","Code"
"After","Code_35","C201264","http://www.cdisc.org","0299ef30-401f-473b-84f5-8cb9131058dd","2023-09-29","Code"
"Start to Start","Code_36","C201265","http://www.cdisc.org","f6411739-1a30-4ba3-84b3-b3910f2b53a0","2023-09-29","Code"
"After","Code_40","C201264","http://www.cdisc.org","176ce1de-b2d5-487d-89e0-440f06f07520","2023-09-29","Code"
"Start to Start","Code_41","C201265","http://www.cdisc.org","7b20d85c-9d3e-4d26-9579-fb0da12f7a9e","2023-09-29","Code"
"After","Code_45","C201264","http://www.cdisc.org","1ac48bb7-4092-40d1-b8ba-5b42bbf98caf","2023-09-29","Code"
"Start to Start","Code_46","C201265","http://www.cdisc.org","5827aca1-3a95-44c8-ae9f-e7f4b43be9e5","2023-09-29","Code"
"After","Code_50","C201264","http://www.cdisc.org","22ea48c1-61ab-49f3-af63-41f5dd558f48","2023-09-29","Code"
"Start to Start","Code_51","C201265","http://www.cdisc.org","426698d8-f322-456e-9c9d-e21ff7aeae51","2023-09-29","Code"
"After","Code_53","C201264","http://www.cdisc.org","9a829ca7-83f4-423f-b21d-de253a0530f5","2023-09-29","Code"
"Start to Start","Code_54","C201265","http://www.cdisc.org","a1522260-036b-4acf-a075-e3f7b293a6fa","2023-09-29","Code"
"After","Code_33","C201264","http://www.cdisc.org","863a7d3c-0df2-4c4d-b2b3-6f363b669091","2023-09-29","Code"
"Start to Start","Code_34","C201265","http://www.cdisc.org","89c675e7-07a5-46c0-8bde-dfeaab03de1b","2023-09-29","Code"
"After","Code_38","C201264","http://www.cdisc.org","13372176-7802-4596-ac7a-cc21c0068e12","2023-09-29","Code"
"Start to Start","Code_39","C201265","http://www.cdisc.org","bdc6ca88-7dbc-4c11-9e47-57ced28e0861","2023-09-29","Code"
"After","Code_43","C201264","http://www.cdisc.org","0aa1a464-4a2a-4cd6-b844-f2438249a7f1","2023-09-29","Code"
"Start to Start","Code_44","C201265","http://www.cdisc.org","2416b8eb-081f-42d8-9d22-d482fa810267","2023-09-29","Code"
"After","Code_48","C201264","http://www.cdisc.org","8313f721-b18d-43ed-8032-68d7193a9924","2023-09-29","Code"
"Start to Start","Code_49","C201265","http://www.cdisc.org","cc20300c-1819-4001-a00f-b2fe35fc140a","2023-09-29","Code"
"Fixed Reference","Code_56","C201264","http://www.cdisc.org","615dda97-a231-47ae-abcf-a864b5216cf8","2023-09-29","Code"
"Start to Start","Code_57","C201265","http://www.cdisc.org","eded03d6-6117-4962-87cc-950661416765","2023-09-29","Code"
"Fixed Reference","Code_58","C201264","http://www.cdisc.org","2da16f5d-a03f-46f0-84a7-3fdebb2aadcd","2023-09-29","Code"
"Start to Start","Code_59","C201265","http://www.cdisc.org","ba602db2-1a51-4056-904b-4eb62d218d6b","2023-09-29","Code"
"Fixed Reference","Code_60","C201264","http://www.cdisc.org","ede82ec9-0105-4324-a0a1-be96a63b5b34","2023-09-29","Code"
"Start to Start","Code_61","C201265","http://www.cdisc.org","38aa06f3-6714-43d2-af62-992ef706424f","2023-09-29","Code"
"After","Code_62","C201264","http://www.cdisc.org","24c081c5-e4b9-41dd-9e4b-98c90c539da6","2023-09-29","Code"
"Start to Start","Code_63","C201265","http://www.cdisc.org","cec0d51b-f859-4ecd-a9f9-2760badc8122","2023-09-29","Code"
"After","Code_64","C201264","http://www.cdisc.org","3d0ff904-cc53-44fc-9611-30b46c60cb43","2023-09-29","Code"
"End to Start","Code_65","C201265","http://www.cdisc.org","286792c1-fce8-40c2-a48f-b69e2d3d47c3","2023-09-29","Code"
"After","Code_66","C201264","http://www.cdisc.org","fd6a3ff9-c3f0-4d97-8db0-b85ad17011ed","2023-09-29","Code"
"Start to Start","Code_67","C201265","http://www.cdisc.org","33d85fbc-72af-4e38-b8bc-5a9791503303","2023-09-29","Code"
"After","Code_68","C201264","http://www.cdisc.org","b033367b-e3cd-40f6-8718-87a3ec360ec5","2023-09-29","Code"
"End to Start","Code_69","C201265","http://www.cdisc.org","748347e7-9b25-4557-adbc-77fbdd1f5d68","2023-09-29","Code"
"After","Code_70","C201264","http://www.cdisc.org","7c3e8c54-e2b8-44f6-9f0d-6cf4358bebc4","2023-09-29","Code"
"Start to Start","Code_71","C201265","http://www.cdisc.org","0f9b0318-5ed4-4348-a8ef-94fca7722189","2023-09-29","Code"
"Clinical Study Sponsor","Code_349","C70793","http://www.cdisc.org","5ddb9fe7-e577-4721-b0c5-a5283ab654a0","2023-09-29","Code"
"United Kingdom of Great Britain and Northern Ireland","Code_350","GBR","ISO 3166 1 alpha3","f418f38a-562c-4145-8a3c-eb99c80972f6","2020-08","Code"
"Study Acronym","Code_3","C94108","http://www.cdisc.org","293165a5-52ec-40ed-b83c-a6a80bafdda2","2023-09-29","Code"
"Brief Study Title","Code_5","C99905x1","http://www.cdisc.org","d9ab1084-677e-4068-9a78-590967672f21","2023-09-29","Code"
"Official Study Title","Code_6","C99905x2","http://www.cdisc.org","453e0634-4e67-4409-9294-7f6325f5ea2d","2023-09-29","Code"
"Public Study Title","Code_7","C99905x3","http://www.cdisc.org","adc08082-a460-4772-8412-0a89b65ac17b","2023-09-29","Code"
"Final","Code_8","C25508","http://www.cdisc.org","420db996-51dd-4b5b-ad17-9e67dba176a9","2023-09-29","Code"
"Protocol Effective Date","Code_11","C99903x1","http://www.cdisc.org","84b1451a-6903-4c40-b221-f464b38ed9eb","2023-09-29","Code"
"Region","Code_13","C41129","http://www.cdisc.org","f4ac13ef-c6e5-4159-ad8f-f67c84493e51","2023-09-29","Code"
"Europe","Code_12","150","ISO 3166 1 alpha3","2a9a5534-e053-4d3c-bfd2-9031268f1726","2020-08","Code"
