"code","uuid:ID","codeSystem","decode","id","instanceType","codeSystemVersion"
"C49488","4884c569-6cab-4899-8737-eb0d8ae32d4f","http://www.cdisc.org","Yes","Code_168","Code","2023-12-15"
"C113380","340ae043-51b5-4edd-bcd7-ed02af29863c","http://www.cdisc.org","Disabling Adverse Event","Code_169","Code","2023-12-15"
"C49487","38739226-1850-46a3-8172-224697b4e24e","http://www.cdisc.org","No","Code_170","Code","2023-12-15"
"C49488","fd342114-a09e-4cf5-b77d-9a1ef89240b2","http://www.cdisc.org","Yes","Code_171","Code","2023-12-15"
"C48275","8c1f4f3b-e2a7-4cd8-891a-a8ebfc7becc5","http://www.cdisc.org","Death Related to Adverse Event","Code_172","Code","2023-12-15"
"C49487","1e793c02-a0e7-4cd6-98dd-9abdb949d0d7","http://www.cdisc.org","No","Code_173","Code","2023-12-15"
"C49488","6ae82cdf-df9d-4a3a-90d0-e3ea50bf2d4d","http://www.cdisc.org","Yes","Code_174","Code","2023-12-15"
"C83052","98ee7174-f037-40d3-9fc3-2faa3f3d6e70","http://www.cdisc.org","Adverse Event associated with Hospitalization","Code_175","Code","2023-12-15"
"C49487","f4569f1b-bcfa-4411-8b03-bd01f6d1660b","http://www.cdisc.org","No","Code_176","Code","2023-12-15"
"C49488","a2bf8cb8-34f9-4514-8abe-971da57025d9","http://www.cdisc.org","Yes","Code_177","Code","2023-12-15"
"C84266","9f3fecf1-0c0a-4da1-9565-061f41614be3","http://www.cdisc.org","Life Threatening Adverse Event","Code_178","Code","2023-12-15"
"C49487","711b6f6b-5238-4f91-8b36-e92afcab9027","http://www.cdisc.org","No","Code_179","Code","2023-12-15"
"C49488","c25a1a0f-8c7e-4e1e-8b60-38302a053ac3","http://www.cdisc.org","Yes","Code_180","Code","2023-12-15"
"C83214","332af56e-8e2b-4018-a65a-703605b125c0","http://www.cdisc.org","Adverse Event Occurred with Overdose","Code_181","Code","2023-12-15"
"C49487","ac9644d5-dc03-447b-a8cc-ee94440c1f83","http://www.cdisc.org","No","Code_182","Code","2023-12-15"
"C49488","472b168a-8048-446b-bc2b-65addf78f192","http://www.cdisc.org","Yes","Code_183","Code","2023-12-15"
"C83053","34df8308-212a-4844-8282-d9d1dfe02f8a","http://www.cdisc.org","Adverse Event Associated with Serious Medical Event","Code_184","Code","2023-12-15"
"C49487","82064801-78d8-46eb-a8bd-0f18575faf57","http://www.cdisc.org","No","Code_185","Code","2023-12-15"
"C49488","1feef91f-5379-4f0d-8f4f-793f12288e31","http://www.cdisc.org","Yes","Code_186","Code","2023-12-15"
"C83199","ef4cb94f-8c68-442a-aa4a-2898faa948f7","http://www.cdisc.org","Adverse Event Concomitant Treatment","Code_187","Code","2023-12-15"
"C83215","57cbc3de-e14e-4c59-b330-a296d5ef4fd3","http://www.cdisc.org","Adverse Event Start Date Time","Code_188","Code","2023-12-15"
"C83201","525ab972-36b6-4ee5-bbdb-b0e498c0fe3b","http://www.cdisc.org","Adverse Event End Date Time","Code_189","Code","2023-12-15"
"C179175","4ef93007-a930-4e5b-af88-e0ab883908f0","http://www.cdisc.org","Solicited Adverse Event","Code_190","Code","2023-12-15"
"C25298","57680777-dcc9-4add-b9cc-c90b9d4314b8","http://www.cdisc.org","SYSBP","Code_191","Code","2023-12-15"
"C77140","9f684fc9-0484-44d4-a5ff-fda797b61f4e","http://www.cdisc.org","Clinical Test Result","Code_192","Code","2023-12-15"
"C49669","2c245cd1-adab-462b-bb8a-94b047cfaf27","http://www.cdisc.org","Unit of Pressure","Code_193","Code","2023-12-15"
"C62122","27b3b97a-8940-4b7c-ad76-79c80a35130b","http://www.cdisc.org","Sitting","Code_194","Code","2023-12-15"
"C62166","4b9d38fc-2a59-4cc6-988a-403aac07d651","http://www.cdisc.org","Standing","Code_195","Code","2023-12-15"
"C62167","7c30ce0b-c7ee-4b33-a2f6-8d0ace14ede0","http://www.cdisc.org","Supine Position","Code_196","Code","2023-12-15"
"C62164","66a49451-4fcd-43e9-94f8-a70e3ccf842c","http://www.cdisc.org","Body Position","Code_197","Code","2023-12-15"
"C12681","8eafe03a-c3c1-40e9-b623-ff365fb781fa","http://www.cdisc.org","Brachial Artery","Code_198","Code","2023-12-15"
"C12687","5e9e57f0-fce2-45d1-91b4-94d147ad0073","http://www.cdisc.org","Common Carotid Artery","Code_199","Code","2023-12-15"
"C32478","f7fa9e23-ffca-4ac3-9a72-32a367584d60","http://www.cdisc.org","Dorsalis Pedis Artery","Code_200","Code","2023-12-15"
"C12715","05aec5fb-4204-4a8c-971c-4fcc408671cc","http://www.cdisc.org","Femoral Artery","Code_201","Code","2023-12-15"
"C12838","aaf3ba82-714e-4460-a1b2-0d7b30847d7b","http://www.cdisc.org","Radial Artery","Code_202","Code","2023-12-15"
"C13717","315d7cf9-af57-458c-8d2b-4210431c2e01","http://www.cdisc.org","Anatomic Site","Code_203","Code","2023-12-15"
"C25229","f1143a54-a926-4341-8e79-d1b1d85b399a","http://www.cdisc.org","Left","Code_204","Code","2023-12-15"
"C25228","2b796a86-036e-4b59-83c3-d35d23d6192e","http://www.cdisc.org","Right","Code_205","Code","2023-12-15"
"C25185","dff08860-9f40-4b76-8927-48a7d023b644","http://www.cdisc.org","Laterality","Code_206","Code","2023-12-15"
"C25298","2da8e0d4-3875-4877-a527-e246f4412143","http://www.cdisc.org","SYSBP","Code_207","Code","2023-12-15"
"C25299","4da174cc-6397-4a9f-bb29-01186c8a5f58","http://www.cdisc.org","DIABP","Code_208","Code","2023-12-15"
"C77140","330e29e4-d33a-419b-b583-8da24cd02768","http://www.cdisc.org","Clinical Test Result","Code_209","Code","2023-12-15"
"C49669","b0fc1d59-0673-4459-a8d5-0142b99a24d2","http://www.cdisc.org","Unit of Pressure","Code_210","Code","2023-12-15"
"C62122","ce29a563-30c6-41c2-a087-0e4577cd3082","http://www.cdisc.org","Sitting","Code_211","Code","2023-12-15"
"C62166","564e69e6-b76f-4439-8b72-75ef41a6a42a","http://www.cdisc.org","Standing","Code_212","Code","2023-12-15"
"C62167","72481c66-23ff-4b8e-be22-da8afb4baea5","http://www.cdisc.org","Supine Position","Code_213","Code","2023-12-15"
"C62164","1ba1c29f-ed73-4489-82e7-8f4d63aee6b6","http://www.cdisc.org","Body Position","Code_214","Code","2023-12-15"
"C12681","77f4290b-0035-46d3-8774-a5d3e3245ff3","http://www.cdisc.org","Brachial Artery","Code_215","Code","2023-12-15"
"C12687","0c59e6c2-ded7-43da-b5bd-a463f507c277","http://www.cdisc.org","Common Carotid Artery","Code_216","Code","2023-12-15"
"C32478","1274b846-9d50-4e29-bd52-51ab5f8cdee1","http://www.cdisc.org","Dorsalis Pedis Artery","Code_217","Code","2023-12-15"
"C12715","47251454-f83d-4236-9cc8-e1ffb89cf4e2","http://www.cdisc.org","Femoral Artery","Code_218","Code","2023-12-15"
"C12838","33aaffed-ad28-4232-8e46-bcce6daa85df","http://www.cdisc.org","Radial Artery","Code_219","Code","2023-12-15"
"C13717","c8e84b03-172a-4125-a5e5-61111a1851c1","http://www.cdisc.org","Anatomic Site","Code_220","Code","2023-12-15"
"C25229","41463e54-6144-486d-af21-dd95865ab058","http://www.cdisc.org","Left","Code_221","Code","2023-12-15"
"C25228","207a52fb-579d-418f-8d52-db6f1446ce9b","http://www.cdisc.org","Right","Code_222","Code","2023-12-15"
"C25185","c0fccd0b-651a-453c-bde2-6556fc6175d7","http://www.cdisc.org","Laterality","Code_223","Code","2023-12-15"
"C25299","263b26d9-5344-431b-b821-3a6a3d60467e","http://www.cdisc.org","DIABP","Code_224","Code","2023-12-15"
"C174446","7fa4e166-8928-4a9a-b3bf-008ded1ac3f9","http://www.cdisc.org","TEMP","Code_225","Code","2023-12-15"
"C77140","cde481b5-4d76-4706-85c6-9c2d722558f8","http://www.cdisc.org","Clinical Test Result","Code_226","Code","2023-12-15"
"C42559","14800fce-da3d-4540-9421-fcf9ae211cdf","http://www.cdisc.org","Degree Celsius","Code_227","Code","2023-12-15"
"C44277","53997844-0caa-4ba6-8ce0-9bfea02fbff7","http://www.cdisc.org","Degree Fahrenheit","Code_228","Code","2023-12-15"
"C42537","4c38ed3f-fdb1-446d-9414-a5dcdc313bdc","http://www.cdisc.org","Kelvin","Code_229","Code","2023-12-15"
"C44276","176e0b19-ea03-446a-8ffa-7e29ebc3dd16","http://www.cdisc.org","Unit of Temperature","Code_230","Code","2023-12-15"
"C12674","b3d172d8-36a8-43a0-b712-5c5c5902e188","http://www.cdisc.org","Axilla","Code_231","Code","2023-12-15"
"C12394","b26f3da1-12be-497c-8060-693fb6504525","http://www.cdisc.org","Ear","Code_232","Code","2023-12-15"
"C89803","98a88345-d15b-4aae-8712-53e730d1e81f","http://www.cdisc.org","Forehead","Code_233","Code","2023-12-15"
"C12421","eb6d24b1-2394-4c00-947f-ba3fcbfed470","http://www.cdisc.org","Oral Cavity","Code_234","Code","2023-12-15"
"C12390","a7dfab69-ef63-4713-a4f8-d95693dea7cf","http://www.cdisc.org","Rectum","Code_235","Code","2023-12-15"
"C13717","6c9b05a2-af45-4d78-8b26-7ccf9e2662dd","http://www.cdisc.org","Anatomic Site","Code_236","Code","2023-12-15"
"C174446","d2ee4b0d-3b92-4c28-9a83-31829c7ca3ed","http://www.cdisc.org","TEMP","Code_237","Code","2023-12-15"
"C25208","b7f9337c-1b29-452e-b572-4d8f2a643e9a","http://www.cdisc.org","WEIGHT","Code_238","Code","2023-12-15"
"C77140","bc2d9164-2bed-4bd6-821c-395d053fcde0","http://www.cdisc.org","Clinical Test Result","Code_239","Code","2023-12-15"
"C48531","471ab683-e5fa-4bc8-a0c3-b30fadba62c7","http://www.cdisc.org","Pound","Code_240","Code","2023-12-15"
"C48155","9ea4a76d-eb7f-41b4-ad12-ea23915db446","http://www.cdisc.org","Gram","Code_241","Code","2023-12-15"
"C28252","97086441-ce0f-47a6-928d-c0c9de4c32a7","http://www.cdisc.org","Kilogram","Code_242","Code","2023-12-15"
"C48208","fa4e1a53-0e82-4a1b-a26c-64097d8b729b","http://www.cdisc.org","Unit of Weight","Code_243","Code","2023-12-15"
"C25208","3baf4f35-995c-413e-b4cb-f08e49f2b541","http://www.cdisc.org","WEIGHT","Code_244","Code","2023-12-15"
"C25347","93ce1d95-c36c-4923-b09d-96644e0fe08a","http://www.cdisc.org","HEIGHT","Code_245","Code","2023-12-15"
"C77140","624fdc5f-fa59-4bf7-b7b9-5e76413def0e","http://www.cdisc.org","Clinical Test Result","Code_246","Code","2023-12-15"
"C49668","31cc8158-f34b-4b92-abbd-696ddd6c84e0","http://www.cdisc.org","Centimeter","Code_247","Code","2023-12-15"
"C48500","095d846f-40f3-462f-bc5b-f5f257192070","http://www.cdisc.org","Inch","Code_248","Code","2023-12-15"
"C41139","fec88d91-6ef4-4634-a962-8f453fd58b0d","http://www.cdisc.org","Meter","Code_249","Code","2023-12-15"
"C168688","13b204af-5457-441e-8781-d47e0b71be9f","http://www.cdisc.org","Unit of Height","Code_250","Code","2023-12-15"
"C25347","4eca9f05-14eb-4b58-aa85-8232f6a095bb","http://www.cdisc.org","HEIGHT","Code_251","Code","2023-12-15"
"C64433","5ddfd0a9-adae-4fe3-856a-f43ba465be91","http://www.cdisc.org","ALT","Code_252","Code","2023-12-15"
"C36292","d79dab40-6c26-4664-934e-b609d88d5108","http://www.cdisc.org","Laboratory Test Result","Code_253","Code","2023-12-15"
"C67456","f9bee645-8ea2-4dcf-9009-240d63d703e2","http://www.cdisc.org","Unit per Liter","Code_254","Code","2023-12-15"
"C67397","56e36ecf-a492-40aa-a1b2-ea2dc992f956","http://www.cdisc.org","Microkatal per Liter","Code_255","Code","2023-12-15"
"C67376","37250986-e711-4004-b9b6-20d2dd63b592","http://www.cdisc.org","International Unit per Liter","Code_256","Code","2023-12-15"
"C70510","e59b399a-13a4-4953-8805-d0623825c5b1","http://www.cdisc.org","Nanokatal per Liter","Code_257","Code","2023-12-15"
"C67365","c54ad3e3-01b0-46f8-b818-f912bd7e5a1e","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code_258","Code","2023-12-15"
"C70713","0112915b-03d4-4af2-adce-3b77e2119cdc","http://www.cdisc.org","Biospecimen Type","Code_259","Code","2023-12-15"
"C49487","43e5a2f5-259b-478c-9222-9605bfa512a9","http://www.cdisc.org","No","Code_260","Code","2023-12-15"
"C49488","926761c3-7fc6-448d-bd6b-8774bcdcf77b","http://www.cdisc.org","Yes","Code_261","Code","2023-12-15"
"C83309","c9d8b5ad-46fe-4e46-9819-ac51690aca31","http://www.cdisc.org","Laboratory Test Fasting Status","Code_262","Code","2023-12-15"
"C64433","606e0d3a-f760-4ef1-b757-14f1caf62e91","http://www.cdisc.org","ALT","Code_263","Code","2023-12-15"
"C64431","bb081703-5e93-43f4-a06e-20c7be542f1c","http://www.cdisc.org","ALB","Code_264","Code","2023-12-15"
"C36292","e4e95467-43b7-4dc7-9e1d-1f91a4aa3630","http://www.cdisc.org","Laboratory Test Result","Code_265","Code","2023-12-15"
"C70713","4b15d89d-84e8-4b16-a5ba-b13e81f6ad03","http://www.cdisc.org","Biospecimen Type","Code_266","Code","2023-12-15"
"C49487","e8d63738-8754-45df-aec7-84e9d7b452a3","http://www.cdisc.org","No","Code_267","Code","2023-12-15"
"C49488","caaa9166-09c9-46ae-9aed-c175a8e54425","http://www.cdisc.org","Yes","Code_268","Code","2023-12-15"
"C83309","48d9ff86-85d3-4c6a-a7fc-29560d2e161b","http://www.cdisc.org","Laboratory Test Fasting Status","Code_269","Code","2023-12-15"
"C64431","9d2331d1-62e7-4d16-866f-b8da34629992","http://www.cdisc.org","ALB","Code_270","Code","2023-12-15"
"C64432","64326523-5884-426e-823a-9fd85232fa31","http://www.cdisc.org","ALP","Code_271","Code","2023-12-15"
"C36292","8ff7a727-d2fe-47c1-bfeb-d52d064dc1a4","http://www.cdisc.org","Laboratory Test Result","Code_272","Code","2023-12-15"
"C67456","3161ad71-545b-428b-96d8-42416b75396d","http://www.cdisc.org","Unit per Liter","Code_273","Code","2023-12-15"
"C67397","65fa0b86-1533-47f3-a401-0a78143f7a94","http://www.cdisc.org","Microkatal per Liter","Code_274","Code","2023-12-15"
"C67376","da46d122-b52f-49cb-b855-bebbf113af42","http://www.cdisc.org","International Unit per Liter","Code_275","Code","2023-12-15"
"C67365","9af54a63-fdf7-4c35-b3e2-492ad70be468","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code_276","Code","2023-12-15"
"C70713","ec6e903d-002b-4c40-a347-46a3f5774605","http://www.cdisc.org","Biospecimen Type","Code_277","Code","2023-12-15"
"C49487","499d5d3f-a8b6-4721-a244-47b4e9ec8d4d","http://www.cdisc.org","No","Code_278","Code","2023-12-15"
"C49488","691e99d3-d4c8-44e1-a235-c2d3fb27169c","http://www.cdisc.org","Yes","Code_279","Code","2023-12-15"
"C83309","50c945f3-1020-481b-8d1e-d78d3df6a689","http://www.cdisc.org","Laboratory Test Fasting Status","Code_280","Code","2023-12-15"
"C64432","c92deb7a-624b-41cd-a594-d64bac98f7d9","http://www.cdisc.org","ALP","Code_281","Code","2023-12-15"
"C64467","71f606a1-7682-4026-9d42-ffc89d403568","http://www.cdisc.org","AST","Code_282","Code","2023-12-15"
"C36292","ad962ce1-080a-424c-adb0-f45d67b3e435","http://www.cdisc.org","Laboratory Test Result","Code_283","Code","2023-12-15"
"C67456","72809429-d314-4ab6-8921-8f2ef35c162f","http://www.cdisc.org","Unit per Liter","Code_284","Code","2023-12-15"
"C67397","ea567a0c-512b-4a80-beb0-7d6ebc3f789a","http://www.cdisc.org","Microkatal per Liter","Code_285","Code","2023-12-15"
"C67376","7110cfc6-3b63-4292-8ef0-9209706a7608","http://www.cdisc.org","International Unit per Liter","Code_286","Code","2023-12-15"
"C67365","8a448c13-6e2f-4faf-9cfd-692cfca7f5bf","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code_287","Code","2023-12-15"
"C70713","99eac061-98e5-4a21-b4a0-dff1a7ac8e66","http://www.cdisc.org","Biospecimen Type","Code_288","Code","2023-12-15"
"C49487","de0f033d-5b2d-4024-be36-d32348b4354c","http://www.cdisc.org","No","Code_289","Code","2023-12-15"
"C49488","030a494a-4457-4c15-8e53-25efea967ea3","http://www.cdisc.org","Yes","Code_290","Code","2023-12-15"
"C83309","b807974e-a179-43d8-bb16-8bf245c103dc","http://www.cdisc.org","Laboratory Test Fasting Status","Code_291","Code","2023-12-15"
"C64467","064f3dff-b6c0-4ee5-9c8a-aab576e0915b","http://www.cdisc.org","AST","Code_292","Code","2023-12-15"
"C64547","074243b7-b227-446b-ae5a-6e934e5ee35e","http://www.cdisc.org","CREAT","Code_293","Code","2023-12-15"
"C36292","66d77b6a-e7f8-44af-8912-a783acafe63e","http://www.cdisc.org","Laboratory Test Result","Code_294","Code","2023-12-15"
"C67015","f9e09d3e-7b9b-4cec-b982-e8306db03c1c","http://www.cdisc.org","Milligram per Deciliter","Code_295","Code","2023-12-15"
"C64572","1973f0de-578d-4760-9d1b-966e4235ce73","http://www.cdisc.org","Microgram per Milliliter","Code_296","Code","2023-12-15"
"C64387","5dc57652-ad8b-43d7-8394-88ca995ae24a","http://www.cdisc.org","Millimole per Liter","Code_297","Code","2023-12-15"
"C48508","7d05a289-9351-46bf-857c-496e47605af5","http://www.cdisc.org","Micromole per Liter","Code_298","Code","2023-12-15"
"C48207","330b4683-4406-4220-bfea-9b809bcece4e","http://www.cdisc.org","Unit of Concentration","Code_299","Code","2023-12-15"
"C70713","8314b433-fed9-4836-bb5c-3f5279ad47ed","http://www.cdisc.org","Biospecimen Type","Code_300","Code","2023-12-15"
"C49487","2a4785fa-2c8c-4e9a-808e-bfa46b9a05ba","http://www.cdisc.org","No","Code_301","Code","2023-12-15"
"C49488","6dda73e1-7353-4bbc-8eef-3c4a017ecb6d","http://www.cdisc.org","Yes","Code_302","Code","2023-12-15"
"C83309","bbd681ae-23ea-438d-b8b0-5ea8077febbe","http://www.cdisc.org","Laboratory Test Fasting Status","Code_303","Code","2023-12-15"
"C64547","b5cdbdec-6107-46f1-8bdb-c146ad5982c9","http://www.cdisc.org","CREAT","Code_304","Code","2023-12-15"
"C64853","d5188af0-86f4-433b-8eaa-c7e3a7d9fffc","http://www.cdisc.org","K","Code_305","Code","2023-12-15"
"C36292","e0e39086-e50f-47f3-ac74-920bb6fe57fd","http://www.cdisc.org","Laboratory Test Result","Code_306","Code","2023-12-15"
"C67474","f40a203a-4db8-44e2-a0e0-4caa70712783","http://www.cdisc.org","Milliequivalent per Liter","Code_307","Code","2023-12-15"
"C67473","5212b26c-68f2-4e80-b3dc-5324fbfe5caa","http://www.cdisc.org","Milliequivalent per Deciliter","Code_308","Code","2023-12-15"
"C64387","e0564a9c-b4e9-4405-b2b8-de46fa5a8465","http://www.cdisc.org","Millimole per Liter","Code_309","Code","2023-12-15"
"C64567","f0ab5751-946b-4e10-9e21-d40dc3c22e11","http://www.cdisc.org","Molarity Unit","Code_310","Code","2023-12-15"
"C70713","f1fcfa2a-5c41-4218-ac5b-01dc10199ab3","http://www.cdisc.org","Biospecimen Type","Code_311","Code","2023-12-15"
"C49487","b49a4e78-1a72-4def-8c86-cf2baa9e75cc","http://www.cdisc.org","No","Code_312","Code","2023-12-15"
"C49488","ebfaf7cb-e18f-4cef-a3be-8589bf112208","http://www.cdisc.org","Yes","Code_313","Code","2023-12-15"
"C83309","2ca25286-aa03-4b4b-bdee-2737217bd16e","http://www.cdisc.org","Laboratory Test Fasting Status","Code_314","Code","2023-12-15"
"C64853","837e3c8f-b8b4-4638-b41a-b2b21d06b208","http://www.cdisc.org","K","Code_315","Code","2023-12-15"
"C64809","822fa536-864b-409a-8406-e518be5aa8a5","http://www.cdisc.org","SODIUM","Code_316","Code","2023-12-15"
"C36292","1435546e-eabc-42c7-90b6-ee7a56978070","http://www.cdisc.org","Laboratory Test Result","Code_317","Code","2023-12-15"
"C67474","67fce158-1c3d-45da-b953-9187c8305a54","http://www.cdisc.org","Milliequivalent per Liter","Code_318","Code","2023-12-15"
"C67473","f8a8ade7-b9dd-47e3-9bfc-60aef5f05639","http://www.cdisc.org","Milliequivalent per Deciliter","Code_319","Code","2023-12-15"
"C64387","c70f0f87-c780-402d-8f78-6455637e6a92","http://www.cdisc.org","Millimole per Liter","Code_320","Code","2023-12-15"
"C64567","f89ce428-2fe4-446e-9799-f5b4ffb67deb","http://www.cdisc.org","Molarity Unit","Code_321","Code","2023-12-15"
"C70713","3ed29f7b-3e6e-4a6b-96f4-e2a43b32ee9d","http://www.cdisc.org","Biospecimen Type","Code_322","Code","2023-12-15"
"C49487","0b3b0e50-d2fe-4ef6-b9fe-6bf01b974a18","http://www.cdisc.org","No","Code_323","Code","2023-12-15"
"C49488","7b746a18-5052-4750-bbc0-58bd7c5311c3","http://www.cdisc.org","Yes","Code_324","Code","2023-12-15"
"C83309","a2af9d92-2d75-42e3-b2b1-6c4df88edb4a","http://www.cdisc.org","Laboratory Test Fasting Status","Code_325","Code","2023-12-15"
"C64809","369f28a6-9c66-4852-b036-40df58f0726c","http://www.cdisc.org","SODIUM","Code_326","Code","2023-12-15"
"C25298","db3ea7db-1b6d-40b8-93e9-c41948fd017e","http://www.cdisc.org","SYSBP","Code_327","Code","2023-12-15"
"C77140","e3e3a688-26fe-4689-9ccf-51b60504a916","http://www.cdisc.org","Clinical Test Result","Code_328","Code","2023-12-15"
"C49669","a72454f3-e19d-4b9a-9e58-9ef8697bd13e","http://www.cdisc.org","Unit of Pressure","Code_329","Code","2023-12-15"
"C62122","5cc8ae7a-2250-4ec0-8189-fd1b0a8ba049","http://www.cdisc.org","Sitting","Code_330","Code","2023-12-15"
"C62166","7e9513fe-c050-4780-b7d5-7e887c988437","http://www.cdisc.org","Standing","Code_331","Code","2023-12-15"
"C62167","39a2bdc8-70c7-4ac7-ac5e-b40dbaae97e3","http://www.cdisc.org","Supine Position","Code_332","Code","2023-12-15"
"C62164","720790e4-b9bd-4a2c-84b5-73f47e4ec0d6","http://www.cdisc.org","Body Position","Code_333","Code","2023-12-15"
"C12681","914aa2b0-5b81-438b-ab81-37f9e8af44e8","http://www.cdisc.org","Brachial Artery","Code_334","Code","2023-12-15"
"C12687","102a301b-a1a9-4cbd-a8c1-16dadb06322a","http://www.cdisc.org","Common Carotid Artery","Code_335","Code","2023-12-15"
"C32478","25a0df0b-5537-41fe-916d-d5e7cf81bf19","http://www.cdisc.org","Dorsalis Pedis Artery","Code_336","Code","2023-12-15"
"C12715","3585dd18-394e-43d6-b037-80c0037edd86","http://www.cdisc.org","Femoral Artery","Code_337","Code","2023-12-15"
"C12838","ccefdac4-3e6c-4f42-9fdd-19ab816aaf60","http://www.cdisc.org","Radial Artery","Code_338","Code","2023-12-15"
"C13717","a516ed8f-aaa5-463a-a7a9-c06562af4492","http://www.cdisc.org","Anatomic Site","Code_339","Code","2023-12-15"
"C25229","1f5db155-a45d-406e-85ec-b22b216f2e8a","http://www.cdisc.org","Left","Code_340","Code","2023-12-15"
"C25228","d53455c5-453d-4031-a103-895c9542be3c","http://www.cdisc.org","Right","Code_341","Code","2023-12-15"
"C25185","74d5a0cc-2c81-4f8b-94a3-daaeb428b542","http://www.cdisc.org","Laterality","Code_342","Code","2023-12-15"
"C25298","c13f211d-0792-4193-b2d4-8336c4e73896","http://www.cdisc.org","SYSBP","Code_343","Code","2023-12-15"
"C25299","c8f65fa9-e19b-4c80-87ff-2747edd69d80","http://www.cdisc.org","DIABP","Code_344","Code","2023-12-15"
"C77140","e93e1be1-aed6-4133-a6f3-7a030678a27c","http://www.cdisc.org","Clinical Test Result","Code_345","Code","2023-12-15"
"C49669","02a5bf40-e1c8-42e9-aae6-ad3f8c22204b","http://www.cdisc.org","Unit of Pressure","Code_346","Code","2023-12-15"
"C62122","281d3647-775f-4ad4-b372-6270704a70b1","http://www.cdisc.org","Sitting","Code_347","Code","2023-12-15"
"C62166","506f209d-77b0-40b0-8a0e-daea3e0eecec","http://www.cdisc.org","Standing","Code_348","Code","2023-12-15"
"C62167","0a52db27-2526-4f4b-a54e-0e6221414d25","http://www.cdisc.org","Supine Position","Code_349","Code","2023-12-15"
"C62164","b799284e-86ce-461c-a3dc-c01aac86c3ee","http://www.cdisc.org","Body Position","Code_350","Code","2023-12-15"
"C12681","7b7f40ae-730f-465c-8c0e-5b3c52fe17f9","http://www.cdisc.org","Brachial Artery","Code_351","Code","2023-12-15"
"C12687","66f3da13-a189-4395-828b-f59b33161f05","http://www.cdisc.org","Common Carotid Artery","Code_352","Code","2023-12-15"
"C32478","93648f69-cae8-425b-9798-604870850a0a","http://www.cdisc.org","Dorsalis Pedis Artery","Code_353","Code","2023-12-15"
"C12715","c4694d34-5736-4b8b-a7fa-4fb166aa1e54","http://www.cdisc.org","Femoral Artery","Code_354","Code","2023-12-15"
"C12838","0388699d-4779-441d-bd81-ee9a8730df57","http://www.cdisc.org","Radial Artery","Code_355","Code","2023-12-15"
"C13717","379ef8fa-5311-496c-9a64-b54245c9277d","http://www.cdisc.org","Anatomic Site","Code_356","Code","2023-12-15"
"C25229","3502ae7d-3404-438c-9dcc-375c79dd7ab4","http://www.cdisc.org","Left","Code_357","Code","2023-12-15"
"C25228","49e46502-72de-4389-aadb-d9e9ef3f3eb9","http://www.cdisc.org","Right","Code_358","Code","2023-12-15"
"C25185","71c14469-477e-4cbb-85b2-15cddcec4269","http://www.cdisc.org","Laterality","Code_359","Code","2023-12-15"
"C25299","0f4ecbcb-a13f-455f-8d06-d4b89983d180","http://www.cdisc.org","DIABP","Code_360","Code","2023-12-15"
"C49677","0cf9dfe7-a389-4f18-a8b6-de2d1c5d8494","http://www.cdisc.org","HR","Code_361","Code","2023-12-15"
"C77140","c00f0182-c35f-4da1-930a-d209842f25ba","http://www.cdisc.org","Clinical Test Result","Code_362","Code","2023-12-15"
"C73688","0dad6ee9-2f13-4840-868d-b0ec6a5c6523","http://www.cdisc.org","Count per Minute","Code_363","Code","2023-12-15"
"C62122","56fc4116-ca25-460f-8971-b337c75172d8","http://www.cdisc.org","Sitting","Code_364","Code","2023-12-15"
"C62166","5784962d-64d1-4fa3-814e-1ca078dfa6c7","http://www.cdisc.org","Standing","Code_365","Code","2023-12-15"
"C62167","650ffbab-c524-4d7f-a88b-5776b203dbf3","http://www.cdisc.org","Supine Position","Code_366","Code","2023-12-15"
"C62164","10f849ca-f9bf-4255-a407-f4c886ad99f7","http://www.cdisc.org","Body Position","Code_367","Code","2023-12-15"
"C12681","01f55a01-6a72-484c-9d5d-e295b128c681","http://www.cdisc.org","Brachial Artery","Code_368","Code","2023-12-15"
"C12687","025bd7a5-eaf6-4326-b49a-c8cec43f9361","http://www.cdisc.org","Common Carotid Artery","Code_369","Code","2023-12-15"
"C32478","a204c2e2-1fa7-4cb0-9ab7-f0154520a8ad","http://www.cdisc.org","Dorsalis Pedis Artery","Code_370","Code","2023-12-15"
"C12715","e939d9e3-f741-4a74-9a89-a2f17a8cd304","http://www.cdisc.org","Femoral Artery","Code_371","Code","2023-12-15"
"C12838","4215edcb-660c-46c0-8dda-c649fa9ba753","http://www.cdisc.org","Radial Artery","Code_372","Code","2023-12-15"
"C13717","fbcbbbfe-87e6-44a5-884f-31ae1071ee0b","http://www.cdisc.org","Anatomic Site","Code_373","Code","2023-12-15"
"C25229","d34f0045-8766-4fa1-8e2a-c7cb9634913e","http://www.cdisc.org","Left","Code_374","Code","2023-12-15"
"C25228","5ba6426e-6976-4929-8609-138e38ee746e","http://www.cdisc.org","Right","Code_375","Code","2023-12-15"
"C25185","0d6ec4ae-44c9-4c1e-b922-1236fcefde92","http://www.cdisc.org","Laterality","Code_376","Code","2023-12-15"
"C49677","9f06425a-4fd1-4bac-9e07-929b34a1276b","http://www.cdisc.org","HR","Code_377","Code","2023-12-15"
