"id","instanceType","codeSystemVersion","codeSystem","uuid:ID","code","decode"
"Code_169","Code","2023-12-15","http://www.cdisc.org","0bded7e8-aa45-4a07-9ae3-8f8906bfd1f6","C113380","Disabling Adverse Event"
"Code_170","Code","2023-12-15","http://www.cdisc.org","f2a8e86e-436d-4034-913c-3f4c63a44ab1","C49487","No"
"Code_171","Code","2023-12-15","http://www.cdisc.org","5d422c3b-12bb-4895-9414-a11dbcb495a2","C49488","Yes"
"Code_172","Code","2023-12-15","http://www.cdisc.org","db38ec14-2d2f-41f6-85b9-36e5b11f2b21","C48275","Death Related to Adverse Event"
"Code_173","Code","2023-12-15","http://www.cdisc.org","2af9c25b-3b18-4e92-9347-f03de8758c34","C49487","No"
"Code_174","Code","2023-12-15","http://www.cdisc.org","ef28a5ab-7c88-4a64-8185-3c6a392a164c","C49488","Yes"
"Code_175","Code","2023-12-15","http://www.cdisc.org","6624de20-8e6c-4f60-b842-4af340e73493","C83052","Adverse Event associated with Hospitalization"
"Code_176","Code","2023-12-15","http://www.cdisc.org","2d325caa-b8c8-4cf6-9218-f87622900e25","C49487","No"
"Code_177","Code","2023-12-15","http://www.cdisc.org","a2cfbc41-7df8-45a5-bc7d-7f6fdb746a32","C49488","Yes"
"Code_178","Code","2023-12-15","http://www.cdisc.org","721e62d4-c6e6-463a-87b9-c6b6ae98b5e8","C84266","Life Threatening Adverse Event"
"Code_179","Code","2023-12-15","http://www.cdisc.org","76a14cd8-a834-4b61-b363-c6e08d183c66","C49487","No"
"Code_180","Code","2023-12-15","http://www.cdisc.org","6e259be0-5659-41d7-bfe7-d13cdceba036","C49488","Yes"
"Code_181","Code","2023-12-15","http://www.cdisc.org","8f3eaf53-5097-4f5c-8dda-2f63217542c5","C83214","Adverse Event Occurred with Overdose"
"Code_182","Code","2023-12-15","http://www.cdisc.org","f77c99fb-1435-4013-903b-74811137ace8","C49487","No"
"Code_183","Code","2023-12-15","http://www.cdisc.org","c0cb3a55-1ca3-42ca-a839-0439b5c115d1","C49488","Yes"
"Code_184","Code","2023-12-15","http://www.cdisc.org","96490c18-46fd-4612-aeb0-d726880195a7","C83053","Adverse Event Associated with Serious Medical Event"
"Code_185","Code","2023-12-15","http://www.cdisc.org","f90464fa-5562-42d1-bc74-93ed00cbb408","C49487","No"
"Code_186","Code","2023-12-15","http://www.cdisc.org","cb73d809-fd7b-4bb5-a455-5a58d7f7db3a","C49488","Yes"
"Code_187","Code","2023-12-15","http://www.cdisc.org","ef3bd43d-6aeb-4a42-b33a-69cfcd20b277","C83199","Adverse Event Concomitant Treatment"
"Code_188","Code","2023-12-15","http://www.cdisc.org","b87ac66b-8f2a-4d1b-8aac-5b8ee4a65afd","C83215","Adverse Event Start Date Time"
"Code_189","Code","2023-12-15","http://www.cdisc.org","1d62f058-1741-4793-9bfa-ee3acb9f5300","C83201","Adverse Event End Date Time"
"Code_190","Code","2023-12-15","http://www.cdisc.org","c55f5d01-81ff-4a89-b11e-d881b9438879","C179175","Solicited Adverse Event"
"Code_191","Code","2023-12-15","http://www.cdisc.org","8c5721cf-3181-4c7a-97f8-6cc2a27f9bb6","C25298","SYSBP"
"Code_192","Code","2023-12-15","http://www.cdisc.org","02127330-69be-463a-8d49-e0892109e9ca","C77140","Clinical Test Result"
"Code_193","Code","2023-12-15","http://www.cdisc.org","400fe797-e7d2-42a5-8ab8-6d39e38e6731","C49669","Unit of Pressure"
"Code_194","Code","2023-12-15","http://www.cdisc.org","d45bb482-4842-41cc-b250-3474e58e0f9a","C62122","Sitting"
"Code_195","Code","2023-12-15","http://www.cdisc.org","0bad8667-d926-4be1-9034-e793719e854d","C62166","Standing"
"Code_196","Code","2023-12-15","http://www.cdisc.org","d71bdd75-81ab-4cfa-8214-37d8aa3d4a09","C62167","Supine Position"
"Code_197","Code","2023-12-15","http://www.cdisc.org","c2afe686-78b0-4648-9393-c2391fbb322d","C62164","Body Position"
"Code_198","Code","2023-12-15","http://www.cdisc.org","d62188bb-1b6a-4239-967d-9f3966555967","C12681","Brachial Artery"
"Code_199","Code","2023-12-15","http://www.cdisc.org","7966b3c3-23ee-4e98-9cdf-299dc93ceb4d","C12687","Common Carotid Artery"
"Code_200","Code","2023-12-15","http://www.cdisc.org","c25b0a84-339f-457b-af30-48c22fa2e565","C32478","Dorsalis Pedis Artery"
"Code_201","Code","2023-12-15","http://www.cdisc.org","4c22d0c0-d20c-4a02-a0e0-4b8508fb1084","C12715","Femoral Artery"
"Code_202","Code","2023-12-15","http://www.cdisc.org","ecccd16d-20ee-403a-8417-fd0e3350fc66","C12838","Radial Artery"
"Code_203","Code","2023-12-15","http://www.cdisc.org","a5472ad4-8fb8-4f40-8b0d-4238c209f611","C13717","Anatomic Site"
"Code_204","Code","2023-12-15","http://www.cdisc.org","37ab3859-5bf7-4377-a955-a09849f5bd2f","C25229","Left"
"Code_205","Code","2023-12-15","http://www.cdisc.org","4a11149c-2589-4fb3-8be5-664649cf3930","C25228","Right"
"Code_206","Code","2023-12-15","http://www.cdisc.org","b16e451e-b829-47d8-bba4-b5141f7e65ea","C25185","Laterality"
"Code_207","Code","2023-12-15","http://www.cdisc.org","0750b954-addf-48c3-b26c-c7801a85d1c6","C25298","SYSBP"
"Code_208","Code","2023-12-15","http://www.cdisc.org","ab00c8ea-2275-421b-a878-4576ec2e1459","C25299","DIABP"
"Code_209","Code","2023-12-15","http://www.cdisc.org","6d282d26-11c4-46b1-a674-560edbff0602","C77140","Clinical Test Result"
"Code_210","Code","2023-12-15","http://www.cdisc.org","12990e1c-5eb7-433a-b646-ee9daff6e050","C49669","Unit of Pressure"
"Code_211","Code","2023-12-15","http://www.cdisc.org","eae47c34-bb3c-4c47-8f77-5e93fe834efb","C62122","Sitting"
"Code_212","Code","2023-12-15","http://www.cdisc.org","eff37a1c-c8a1-4cfc-bb1b-0e6e69815a8e","C62166","Standing"
"Code_213","Code","2023-12-15","http://www.cdisc.org","d1e3426f-5e34-428e-85e0-ba275e6d7100","C62167","Supine Position"
"Code_214","Code","2023-12-15","http://www.cdisc.org","876d1089-016f-468c-8bd5-5a218320ab4f","C62164","Body Position"
"Code_215","Code","2023-12-15","http://www.cdisc.org","64d1188f-f451-48da-88ca-0b5bb7a79084","C12681","Brachial Artery"
"Code_216","Code","2023-12-15","http://www.cdisc.org","e4a0defa-9584-4db2-9ada-5bc34c448846","C12687","Common Carotid Artery"
"Code_217","Code","2023-12-15","http://www.cdisc.org","1c311360-902b-4bc2-917b-a69c6afac84d","C32478","Dorsalis Pedis Artery"
"Code_218","Code","2023-12-15","http://www.cdisc.org","05d7b32c-384b-496d-ad66-ad3817cf4176","C12715","Femoral Artery"
"Code_219","Code","2023-12-15","http://www.cdisc.org","1dcf9fe8-ef33-4232-b0a4-f7a99fb0751f","C12838","Radial Artery"
"Code_220","Code","2023-12-15","http://www.cdisc.org","1d951db1-3277-49fb-b12a-0029ecf1f9e5","C13717","Anatomic Site"
"Code_221","Code","2023-12-15","http://www.cdisc.org","e08a574c-be05-4930-87ee-8c0d1e763b0b","C25229","Left"
"Code_222","Code","2023-12-15","http://www.cdisc.org","7de9ca19-5a40-4939-bd7d-d2bda37978ef","C25228","Right"
"Code_223","Code","2023-12-15","http://www.cdisc.org","a66e75e6-a686-498e-aabe-90148bba6fc5","C25185","Laterality"
"Code_224","Code","2023-12-15","http://www.cdisc.org","d2948426-27c3-4307-80df-c4fec5bc7ae4","C25299","DIABP"
"Code_225","Code","2023-12-15","http://www.cdisc.org","e9109465-8963-4a94-b2ea-89ec5842de7b","C174446","TEMP"
"Code_226","Code","2023-12-15","http://www.cdisc.org","25c9c481-0c5d-4670-84b2-e5681334c4ee","C77140","Clinical Test Result"
"Code_227","Code","2023-12-15","http://www.cdisc.org","74fd32a6-1ca4-43f7-a68a-3fe6a4a28b35","C42559","Degree Celsius"
"Code_228","Code","2023-12-15","http://www.cdisc.org","40c3351c-6308-4f3f-a3ab-d2a192b9766b","C44277","Degree Fahrenheit"
"Code_229","Code","2023-12-15","http://www.cdisc.org","4f5064a9-56d9-431f-bb86-aca794a9a6aa","C42537","Kelvin"
"Code_230","Code","2023-12-15","http://www.cdisc.org","3bd92101-6bed-4b6d-84d7-017fc2fd16de","C44276","Unit of Temperature"
"Code_231","Code","2023-12-15","http://www.cdisc.org","d754cae9-ef8c-44c9-a164-e2d4a7767b8e","C12674","Axilla"
"Code_232","Code","2023-12-15","http://www.cdisc.org","c421c33c-a753-426d-b2aa-2256d3b500b2","C12394","Ear"
"Code_233","Code","2023-12-15","http://www.cdisc.org","cdfeb5ab-e749-4391-86ce-69ecce4274c1","C89803","Forehead"
"Code_234","Code","2023-12-15","http://www.cdisc.org","1657d206-f0db-4ab0-a301-563603cfc2e4","C12421","Oral Cavity"
"Code_235","Code","2023-12-15","http://www.cdisc.org","7e3c1299-4eef-4b72-8058-1a06befc636d","C12390","Rectum"
"Code_236","Code","2023-12-15","http://www.cdisc.org","ae291812-2526-4962-bbca-39c075773396","C13717","Anatomic Site"
"Code_237","Code","2023-12-15","http://www.cdisc.org","17b705d8-baaa-452e-9370-2730a16bbf16","C174446","TEMP"
"Code_238","Code","2023-12-15","http://www.cdisc.org","32f72d5f-d7a5-403f-a3e1-682c2e073a0d","C25208","WEIGHT"
"Code_239","Code","2023-12-15","http://www.cdisc.org","6057a521-ab79-4222-80d5-63840c135ce7","C77140","Clinical Test Result"
"Code_240","Code","2023-12-15","http://www.cdisc.org","10e33fdd-7b54-4eb1-ac0c-5a7bbd0122a3","C48531","Pound"
"Code_241","Code","2023-12-15","http://www.cdisc.org","65352a15-2027-49e7-b467-f8a9f562e7c2","C48155","Gram"
"Code_242","Code","2023-12-15","http://www.cdisc.org","72e75fc7-7de4-4d34-a07a-e70c95a3799f","C28252","Kilogram"
"Code_243","Code","2023-12-15","http://www.cdisc.org","4b887c7f-fdab-473d-90ba-d26cb47dd8be","C48208","Unit of Weight"
"Code_244","Code","2023-12-15","http://www.cdisc.org","fdd3c592-a43d-44b3-aa3f-bbdecb1e3e14","C25208","WEIGHT"
"Code_245","Code","2023-12-15","http://www.cdisc.org","16da0e25-a40a-4888-af41-a9de4d7ca7d5","C25347","HEIGHT"
"Code_246","Code","2023-12-15","http://www.cdisc.org","a9fb5a88-57b1-40ab-9e01-2d39194f658a","C77140","Clinical Test Result"
"Code_247","Code","2023-12-15","http://www.cdisc.org","8730aece-e206-42da-b016-fc16a8f95b39","C49668","Centimeter"
"Code_248","Code","2023-12-15","http://www.cdisc.org","e39b99c3-93f0-4b87-8b03-04f8f90eac0e","C48500","Inch"
"Code_249","Code","2023-12-15","http://www.cdisc.org","eed74032-7d18-45a1-9190-e0dc82900edc","C41139","Meter"
"Code_250","Code","2023-12-15","http://www.cdisc.org","b9856c66-b3f0-45c6-bc35-ec9a236b0d54","C168688","Unit of Height"
"Code_251","Code","2023-12-15","http://www.cdisc.org","0a64b05a-bf33-47e6-a6db-cefd13f2c09d","C25347","HEIGHT"
"Code_252","Code","2023-12-15","http://www.cdisc.org","ee375d8c-b430-49cb-9501-556d487fd859","C64433","ALT"
"Code_253","Code","2023-12-15","http://www.cdisc.org","b24a368b-f01f-4da3-8432-9675f8a20a70","C36292","Laboratory Test Result"
"Code_254","Code","2023-12-15","http://www.cdisc.org","78f4a68b-aa75-4467-a551-a010461d7b0a","C67456","Unit per Liter"
"Code_255","Code","2023-12-15","http://www.cdisc.org","14a0d7f9-029a-4fa6-91f4-25c4476bdd96","C67397","Microkatal per Liter"
"Code_256","Code","2023-12-15","http://www.cdisc.org","e9818e3c-93b2-4dfb-a147-f0492061687d","C67376","International Unit per Liter"
"Code_257","Code","2023-12-15","http://www.cdisc.org","07c701f3-4cf6-4166-8527-29c7984d43e5","C70510","Nanokatal per Liter"
"Code_258","Code","2023-12-15","http://www.cdisc.org","d4923669-2081-485d-be41-df9e309b3a42","C67365","Unit of Catalytic Activity Concentration"
"Code_259","Code","2023-12-15","http://www.cdisc.org","df187df3-0132-4bfa-bde5-fbee745ea084","C70713","Biospecimen Type"
"Code_260","Code","2023-12-15","http://www.cdisc.org","c6bb2e15-4470-4fce-927a-4be32c639472","C49487","No"
"Code_261","Code","2023-12-15","http://www.cdisc.org","34d0c8d4-e341-4217-8b88-5a43cfd8cea7","C49488","Yes"
"Code_262","Code","2023-12-15","http://www.cdisc.org","2c1303e4-e077-4070-ac73-b0ec68cbdaf8","C83309","Laboratory Test Fasting Status"
"Code_263","Code","2023-12-15","http://www.cdisc.org","a624d1d2-8f0b-404a-b14e-f660fedbdb77","C64433","ALT"
"Code_264","Code","2023-12-15","http://www.cdisc.org","f85420f0-4a56-4d3e-b703-44fe567c54bd","C64431","ALB"
"Code_265","Code","2023-12-15","http://www.cdisc.org","2c4ed907-4ad2-48b1-abbc-7eb4e4ed2d53","C36292","Laboratory Test Result"
"Code_266","Code","2023-12-15","http://www.cdisc.org","37cabee4-4f13-4365-b7a0-fea2413f1a84","C70713","Biospecimen Type"
"Code_267","Code","2023-12-15","http://www.cdisc.org","f91088ff-3601-40f1-a88d-f0ee1e776760","C49487","No"
"Code_268","Code","2023-12-15","http://www.cdisc.org","330d7914-893c-407f-a293-a242400d3c67","C49488","Yes"
"Code_269","Code","2023-12-15","http://www.cdisc.org","ec247d9c-5b66-48ab-aae1-08c31eaa2896","C83309","Laboratory Test Fasting Status"
"Code_270","Code","2023-12-15","http://www.cdisc.org","5d68fbeb-1674-411c-aebe-6cd4709f4326","C64431","ALB"
"Code_271","Code","2023-12-15","http://www.cdisc.org","9e3fb803-94d6-4809-a545-664880e42517","C64432","ALP"
"Code_272","Code","2023-12-15","http://www.cdisc.org","ee969887-ffbe-4733-adf3-051bd08fdb60","C36292","Laboratory Test Result"
"Code_273","Code","2023-12-15","http://www.cdisc.org","a7ffae1e-4fe4-4386-b1d2-009d9a9032a4","C67456","Unit per Liter"
"Code_274","Code","2023-12-15","http://www.cdisc.org","c4475e72-7951-4bae-99b4-a4f865f3adfa","C67397","Microkatal per Liter"
"Code_275","Code","2023-12-15","http://www.cdisc.org","b1aa0c5a-3682-45e4-ab86-25bfcad877da","C67376","International Unit per Liter"
"Code_276","Code","2023-12-15","http://www.cdisc.org","4fb54453-839e-446f-be3f-38da585dbc3a","C67365","Unit of Catalytic Activity Concentration"
"Code_277","Code","2023-12-15","http://www.cdisc.org","98bcbe52-621d-4136-92e5-dfefe77f2f82","C70713","Biospecimen Type"
"Code_278","Code","2023-12-15","http://www.cdisc.org","c1c40505-94ef-4d4e-a42e-31de07b4f403","C49487","No"
"Code_279","Code","2023-12-15","http://www.cdisc.org","c1ddbd1b-fa5c-4f68-b8c3-98d604be88e9","C49488","Yes"
"Code_280","Code","2023-12-15","http://www.cdisc.org","78f4efc5-50b7-428a-b06d-4f024a4c92e8","C83309","Laboratory Test Fasting Status"
"Code_281","Code","2023-12-15","http://www.cdisc.org","de20552b-f33c-42a0-ab54-2ab531691c1b","C64432","ALP"
"Code_282","Code","2023-12-15","http://www.cdisc.org","6cd061a8-f856-42c8-a249-e16e65e05505","C64467","AST"
"Code_283","Code","2023-12-15","http://www.cdisc.org","9f02600f-db9d-45b5-8ed3-201274f71d38","C36292","Laboratory Test Result"
"Code_284","Code","2023-12-15","http://www.cdisc.org","d6b8736f-b78d-4c0d-b950-177e70c0d1dd","C67456","Unit per Liter"
"Code_285","Code","2023-12-15","http://www.cdisc.org","36df20b4-b643-4199-bb40-224c75ac6957","C67397","Microkatal per Liter"
"Code_286","Code","2023-12-15","http://www.cdisc.org","0edf13d4-4055-49cb-a972-d0fe4d786f07","C67376","International Unit per Liter"
"Code_287","Code","2023-12-15","http://www.cdisc.org","6b918639-e974-486b-95b3-63876795a3de","C67365","Unit of Catalytic Activity Concentration"
"Code_288","Code","2023-12-15","http://www.cdisc.org","7a8325d0-8afc-4d28-bb7e-590366ae7163","C70713","Biospecimen Type"
"Code_289","Code","2023-12-15","http://www.cdisc.org","c0d579cf-0d1d-40bf-97fe-df51c4e4bd07","C49487","No"
"Code_290","Code","2023-12-15","http://www.cdisc.org","f3813cbf-5bce-43f0-93eb-d57206af2a3b","C49488","Yes"
"Code_291","Code","2023-12-15","http://www.cdisc.org","43bcf96b-2dd2-465a-9483-7edb5ee097ce","C83309","Laboratory Test Fasting Status"
"Code_292","Code","2023-12-15","http://www.cdisc.org","1ab1a12a-2a49-4b8c-b68d-4f8bf74a3ae4","C64467","AST"
"Code_293","Code","2023-12-15","http://www.cdisc.org","87bfe1e0-eb0f-464a-9a7a-e868c781e330","C64547","CREAT"
"Code_294","Code","2023-12-15","http://www.cdisc.org","3870b9d7-4472-47fc-8f64-5871e4d937fa","C36292","Laboratory Test Result"
"Code_295","Code","2023-12-15","http://www.cdisc.org","68672bbc-8012-4e92-868a-6faa62b6b704","C67015","Milligram per Deciliter"
"Code_296","Code","2023-12-15","http://www.cdisc.org","435a91e6-2b3f-4704-a64c-e5e0a3787206","C64572","Microgram per Milliliter"
"Code_297","Code","2023-12-15","http://www.cdisc.org","c2a0cacd-d4cd-4203-afe3-50e9f95372f2","C64387","Millimole per Liter"
"Code_298","Code","2023-12-15","http://www.cdisc.org","84e55b00-94c1-4bc4-a1ea-66393e45e971","C48508","Micromole per Liter"
"Code_299","Code","2023-12-15","http://www.cdisc.org","d452b20b-98fe-43fc-a1e9-9390cd44146f","C48207","Unit of Concentration"
"Code_300","Code","2023-12-15","http://www.cdisc.org","49dc6ded-605c-4793-a720-cfbec97f2780","C70713","Biospecimen Type"
"Code_301","Code","2023-12-15","http://www.cdisc.org","6c596257-4370-4c5a-920b-2a09208ec8e1","C49487","No"
"Code_302","Code","2023-12-15","http://www.cdisc.org","07f2d579-a291-4f9d-8e0c-14ff40ad1fc2","C49488","Yes"
"Code_303","Code","2023-12-15","http://www.cdisc.org","2441d560-7231-4f2d-880d-98bd0eec76af","C83309","Laboratory Test Fasting Status"
"Code_304","Code","2023-12-15","http://www.cdisc.org","ae72590f-2af4-4dc4-b013-ad637ca5e6f2","C64547","CREAT"
"Code_305","Code","2023-12-15","http://www.cdisc.org","5eef4a88-e63b-4b5a-b881-1578c2dcf062","C64853","K"
"Code_306","Code","2023-12-15","http://www.cdisc.org","b6266222-4274-4d4f-9720-bbea65dab55e","C36292","Laboratory Test Result"
"Code_307","Code","2023-12-15","http://www.cdisc.org","995ae871-89b5-4640-b27d-9b0687f85eb2","C67474","Milliequivalent per Liter"
"Code_308","Code","2023-12-15","http://www.cdisc.org","7df60fae-2415-46df-b143-7d9889056460","C67473","Milliequivalent per Deciliter"
"Code_309","Code","2023-12-15","http://www.cdisc.org","6ffbb99d-21fa-4070-814b-faaf58a52c3d","C64387","Millimole per Liter"
"Code_310","Code","2023-12-15","http://www.cdisc.org","6656c33b-0fec-4186-be73-157e665e6630","C64567","Molarity Unit"
"Code_311","Code","2023-12-15","http://www.cdisc.org","4155f658-db9b-4c61-bd0b-de49a174dac5","C70713","Biospecimen Type"
"Code_312","Code","2023-12-15","http://www.cdisc.org","0c4d0365-5a4b-4222-a12e-13b5e31f2093","C49487","No"
"Code_313","Code","2023-12-15","http://www.cdisc.org","f710372f-c918-470a-8926-0ae0a1c3a142","C49488","Yes"
"Code_314","Code","2023-12-15","http://www.cdisc.org","b93f7007-2904-4588-a37b-ed82408eb1fb","C83309","Laboratory Test Fasting Status"
"Code_315","Code","2023-12-15","http://www.cdisc.org","bdbd659e-9759-4b6a-b2bd-bc7ebf931f06","C64853","K"
"Code_316","Code","2023-12-15","http://www.cdisc.org","d7e30a74-05f1-4aba-8a1c-2ac6eb63dfda","C64809","SODIUM"
"Code_317","Code","2023-12-15","http://www.cdisc.org","f9a4cc6e-75dd-4f68-9a35-68b305897469","C36292","Laboratory Test Result"
"Code_318","Code","2023-12-15","http://www.cdisc.org","5ea666e9-d61d-4ebc-941e-009cc767067d","C67474","Milliequivalent per Liter"
"Code_319","Code","2023-12-15","http://www.cdisc.org","70487ea4-5c09-4ce8-837b-435aaa91c563","C67473","Milliequivalent per Deciliter"
"Code_320","Code","2023-12-15","http://www.cdisc.org","e4b8a6a1-e987-4468-a7cd-e497d62a589a","C64387","Millimole per Liter"
"Code_321","Code","2023-12-15","http://www.cdisc.org","471c5a29-b480-42dd-a9a4-4a640bdd9ea0","C64567","Molarity Unit"
"Code_322","Code","2023-12-15","http://www.cdisc.org","928d9460-2334-46f4-8aea-75945367b7ca","C70713","Biospecimen Type"
"Code_323","Code","2023-12-15","http://www.cdisc.org","375b14bb-8aaf-401f-bc48-c69ddbef5e85","C49487","No"
"Code_324","Code","2023-12-15","http://www.cdisc.org","abcfb606-b5d8-43eb-89de-b20783bd433d","C49488","Yes"
"Code_325","Code","2023-12-15","http://www.cdisc.org","e9271d2a-b60e-47b3-a161-929dbf49c562","C83309","Laboratory Test Fasting Status"
"Code_326","Code","2023-12-15","http://www.cdisc.org","44a3dc3f-2b1a-4b18-a30b-879a5dfe494b","C64809","SODIUM"
"Code_327","Code","2023-12-15","http://www.cdisc.org","9b2d7746-d000-49fa-b952-fbb578083efa","C25298","SYSBP"
"Code_328","Code","2023-12-15","http://www.cdisc.org","453a0146-6ce2-44a2-9172-15b8e045452a","C77140","Clinical Test Result"
"Code_329","Code","2023-12-15","http://www.cdisc.org","0f7a8db4-25e9-47ab-a9a1-881b734166a2","C49669","Unit of Pressure"
"Code_330","Code","2023-12-15","http://www.cdisc.org","c4a3a44a-a980-4ce0-aca6-39a54b936c2a","C62122","Sitting"
"Code_331","Code","2023-12-15","http://www.cdisc.org","d0d81d21-cc00-4640-8d7e-0cb29b1ee189","C62166","Standing"
"Code_332","Code","2023-12-15","http://www.cdisc.org","45fcc9b8-3c77-4922-b328-64f06f29c649","C62167","Supine Position"
"Code_333","Code","2023-12-15","http://www.cdisc.org","3e3990dc-28b8-474a-b984-d128cce394ca","C62164","Body Position"
"Code_334","Code","2023-12-15","http://www.cdisc.org","469f3682-7516-4db9-a921-21b2f44c66ca","C12681","Brachial Artery"
"Code_335","Code","2023-12-15","http://www.cdisc.org","64b4a106-c98d-44d9-a3da-d609d7f3cb10","C12687","Common Carotid Artery"
"Code_336","Code","2023-12-15","http://www.cdisc.org","a217d3a7-ed49-4be1-9c2f-050203796a63","C32478","Dorsalis Pedis Artery"
"Code_337","Code","2023-12-15","http://www.cdisc.org","658f911c-4b3d-471a-86da-8bb31540fa43","C12715","Femoral Artery"
"Code_338","Code","2023-12-15","http://www.cdisc.org","2bbba5d2-d5fb-467a-aee1-c5f6aed5a1c8","C12838","Radial Artery"
"Code_339","Code","2023-12-15","http://www.cdisc.org","b8bd0155-224b-4bb4-a1de-dea3cc090dca","C13717","Anatomic Site"
"Code_340","Code","2023-12-15","http://www.cdisc.org","df104c1d-d8ee-405f-9def-ae244904d5c2","C25229","Left"
"Code_341","Code","2023-12-15","http://www.cdisc.org","f7f5cfcc-162f-4d5b-b6eb-e67769c55d0b","C25228","Right"
"Code_342","Code","2023-12-15","http://www.cdisc.org","2fba8c2e-70ee-44aa-9b5a-8458a64d396f","C25185","Laterality"
"Code_343","Code","2023-12-15","http://www.cdisc.org","df7e4607-9dbf-4e16-8f35-64cb91c0fb59","C25298","SYSBP"
"Code_344","Code","2023-12-15","http://www.cdisc.org","51cbcf18-4059-4229-90cc-ea9d9114bc41","C25299","DIABP"
"Code_345","Code","2023-12-15","http://www.cdisc.org","e95f3106-7f47-43e6-8ecb-ac600ba49b48","C77140","Clinical Test Result"
"Code_346","Code","2023-12-15","http://www.cdisc.org","c6ce1a44-3804-4736-bee5-617f57519cc4","C49669","Unit of Pressure"
"Code_347","Code","2023-12-15","http://www.cdisc.org","6e2839bc-b8d2-430f-b8a5-de0210524022","C62122","Sitting"
"Code_348","Code","2023-12-15","http://www.cdisc.org","4bfce35e-11e6-48a6-8ec0-bcfb3b9e79e4","C62166","Standing"
"Code_349","Code","2023-12-15","http://www.cdisc.org","caecfcbb-cd7d-4e7b-9783-7d38efa8c2eb","C62167","Supine Position"
"Code_350","Code","2023-12-15","http://www.cdisc.org","6e8a2007-0b8b-42ac-bfd8-a0a9ed458760","C62164","Body Position"
"Code_351","Code","2023-12-15","http://www.cdisc.org","effa963d-9c85-471a-82b9-51c641085778","C12681","Brachial Artery"
"Code_352","Code","2023-12-15","http://www.cdisc.org","337d79f5-3172-4105-b5a3-1cd41da3bf79","C12687","Common Carotid Artery"
"Code_353","Code","2023-12-15","http://www.cdisc.org","8d3515d9-ff99-4d48-a894-09da4447c370","C32478","Dorsalis Pedis Artery"
"Code_354","Code","2023-12-15","http://www.cdisc.org","d63c176c-54ee-455e-8c06-7dbd6672047c","C12715","Femoral Artery"
"Code_355","Code","2023-12-15","http://www.cdisc.org","04064e4c-6a33-4222-a824-0e3e840d7d80","C12838","Radial Artery"
"Code_356","Code","2023-12-15","http://www.cdisc.org","24fc2951-29d2-42c3-b700-77dd23b6b8be","C13717","Anatomic Site"
"Code_357","Code","2023-12-15","http://www.cdisc.org","a9005451-d925-408a-a30e-12894ec2a589","C25229","Left"
"Code_358","Code","2023-12-15","http://www.cdisc.org","87eead02-64af-403a-9053-2c2f68ba2f93","C25228","Right"
"Code_359","Code","2023-12-15","http://www.cdisc.org","dc012b4c-0312-4ea9-9587-e4d5024cdb07","C25185","Laterality"
"Code_360","Code","2023-12-15","http://www.cdisc.org","cf8d3188-fd2e-40ba-8509-b9721e8a70e0","C25299","DIABP"
"Code_361","Code","2023-12-15","http://www.cdisc.org","c01e07e4-5a29-4886-a231-91bfd0ab5a33","C49677","HR"
"Code_362","Code","2023-12-15","http://www.cdisc.org","41fa5d68-65b8-4286-976a-7b59691be349","C77140","Clinical Test Result"
"Code_363","Code","2023-12-15","http://www.cdisc.org","ffdaa81e-dca4-4f94-9f97-f3f0f0618a99","C73688","Count per Minute"
"Code_364","Code","2023-12-15","http://www.cdisc.org","6f9cbefb-93c0-488f-8523-b3f4828a3edb","C62122","Sitting"
"Code_365","Code","2023-12-15","http://www.cdisc.org","4913db41-5dac-4120-8c0e-27e6196c0824","C62166","Standing"
"Code_366","Code","2023-12-15","http://www.cdisc.org","2feefd5b-8ba9-4933-aef2-4dc4cb6ed89a","C62167","Supine Position"
"Code_367","Code","2023-12-15","http://www.cdisc.org","8b8cdecb-d96b-450e-83d9-0ddab55269fd","C62164","Body Position"
"Code_368","Code","2023-12-15","http://www.cdisc.org","c7a69178-67b1-4956-99f9-f52583ac03b3","C12681","Brachial Artery"
"Code_369","Code","2023-12-15","http://www.cdisc.org","e80891ec-9205-49ec-b5c3-700fdd1ac1d0","C12687","Common Carotid Artery"
"Code_370","Code","2023-12-15","http://www.cdisc.org","67bb407b-2188-4221-9bb2-7bfa8885ca4a","C32478","Dorsalis Pedis Artery"
"Code_371","Code","2023-12-15","http://www.cdisc.org","d03baa24-0c9b-4e29-8f34-86ee306342c5","C12715","Femoral Artery"
"Code_372","Code","2023-12-15","http://www.cdisc.org","6c70fa9e-a2ab-495d-ad8c-39f85dc8ead1","C12838","Radial Artery"
"Code_373","Code","2023-12-15","http://www.cdisc.org","2524fda8-bd4f-4778-bf89-e44f1ccd7d42","C13717","Anatomic Site"
"Code_374","Code","2023-12-15","http://www.cdisc.org","2ad4770e-ce7f-4d9c-8d6c-b0fa83e628f7","C25229","Left"
"Code_375","Code","2023-12-15","http://www.cdisc.org","4d2e07ec-e117-4b0d-b07e-3af55846ab72","C25228","Right"
"Code_376","Code","2023-12-15","http://www.cdisc.org","275d1d89-fbab-4d0a-86e0-6e115d4b762d","C25185","Laterality"
"Code_377","Code","2023-12-15","http://www.cdisc.org","8cbc6ffd-bfd9-4eb9-a937-97e39ba69bcb","C49677","HR"
"Code_378","Code","2023-12-15","http://www.cdisc.org","4fa6cd52-c67e-44ef-b175-c0641d25f963","C25298","SYSBP"
