"id","decode","codeSystemVersion","codeSystem","code","uuid:ID","instanceType"
"Code_250","Body Position","","NCI Thesaurus","C62164","26dea341-5014-4f25-a2a2-1daf15ee450c","Code"
"Code_243","Systolic Blood Pressure","","NCI Thesaurus","C25298","387d650a-5a3e-46d7-80af-b01f2ee8bb18","Code"
"Code_252","Clinical Test Result","","NCI Thesaurus","C77140","b402d566-727b-421a-adc4-4d0122d4492d","Code"
"Code_253","Pascal","2023-09-29","http://www.cdisc.org","C42547","4eaf25f2-f13c-40fa-b568-0030a4ce4e52","Code"
"Code_254","Unit of Pressure","","NCI Thesaurus","C49669","4df4e069-f0ac-425c-bff3-02f18597dee3","Code"
"Code_255","Anatomic Site","","NCI Thesaurus","C13717","e77632ab-cba5-4958-879f-505399b74fbd","Code"
"Code_256","Laterality","","NCI Thesaurus","C25185","5258382a-99bb-435d-90b1-34bcb41289a3","Code"
"Code_257","Test Method","","NCI Thesaurus","C82535","190b5e74-3788-42b6-a82b-09fec6234a84","Code"
"Code_258","Body Position","","NCI Thesaurus","C62164","cdab094d-0d1d-41fa-b44d-714198e4e109","Code"
"Code_251","Diastolic Blood Pressure","","NCI Thesaurus","C25299","f8d2ca0a-b2cd-4882-b5f3-9281e859b41a","Code"
"Code_260","Clinical Test Result","","NCI Thesaurus","C77140","63e996ae-6df4-4550-8fc5-776bbceb8423","Code"
"Code_261","Beats per Minute","2023-09-29","http://www.cdisc.org","C49673","e9ac5477-d282-45fd-8eac-245ec1c66874","Code"
"Code_262","Count per Minute","","NCI Thesaurus","C73688","2d7f20fd-24bf-4138-b21b-f0be6d4c3fd7","Code"
"Code_263","Anatomic Site","","NCI Thesaurus","C13717","8424c7d1-c4e6-40d7-a4d9-78da3e63236b","Code"
"Code_264","Laterality","","NCI Thesaurus","C25185","ce9acbd4-e9c4-4af5-a78a-1484b0a77c0f","Code"
"Code_265","Test Method","","NCI Thesaurus","C82535","6bafed2f-851a-4f71-bc85-90f76b2607c2","Code"
"Code_266","Body Position","","NCI Thesaurus","C62164","07dd57f3-568d-4b9b-ab8e-0457c4ddbb32","Code"
"Code_259","Heart Rate","","NCI Thesaurus","C49677","300c28ae-ae20-406e-bece-2f859f84d078","Code"
"Code_122","Placebo Comparator Arm","2023-09-29","http://www.cdisc.org","C174268","532cf18b-b78d-4e3c-8f8c-526a95439624","Code"
"Code_123","Data Generated Within Study","2023-09-29","http://www.cdisc.org","C188866","62ed3c14-c206-4ab0-a37a-e1ac5573c857","Code"
"Code_124","Active Comparator Arm","2023-09-29","http://www.cdisc.org","C174267","9c794f0e-39f7-4523-8c35-21c78b9d8768","Code"
"Code_125","Data Generated Within Study","2023-09-29","http://www.cdisc.org","C188866","516952e0-6680-4711-be50-ee14ceb081cf","Code"
"Code_126","Active Comparator Arm","2023-09-29","http://www.cdisc.org","C174267","eda122e5-c965-44d3-8143-488a6cff6ce3","Code"
"Code_127","Data Generated Within Study","2023-09-29","http://www.cdisc.org","C188866","2838ea11-46a2-49b7-a491-e66fe76875e0","Code"
"Code_135","Double Blind Study","2023-09-29","http://www.cdisc.org","C15228","86e85fed-c50f-48cc-993a-e1db90d86ef1","Code"
"Code_128","Trial Screening","2023-09-29","http://www.cdisc.org","C48262","f297d03f-71cf-439e-bbfa-67df7392faa4","Code"
"Code_129","Treatment Epoch","2023-09-29","http://www.cdisc.org","C101526","87a06158-4795-45b6-b918-5fcf50cc52e7","Code"
"Code_130","Treatment Epoch","2023-09-29","http://www.cdisc.org","C101526","700a5006-2dc6-4888-b5ba-0a9f3c3ae9b8","Code"
"Code_131","Treatment Epoch","2023-09-29","http://www.cdisc.org","C101526","6c830cf4-dbef-4a5a-a572-a7305c6581c9","Code"
"Code_132","Clinical Study Follow-up","2023-09-29","http://www.cdisc.org","C99158","eb123050-9787-4cbb-a6b0-b85c36b9b395","Code"
"Code_320","Alzheimer's disease; unspecified","1","ICD-10-CM","G30.9","a4180e99-8b34-442b-ad1e-96e6277a83e3","Code"
"Code_321","Alzheimer's disease","January 31, 2018","SNOMED","26929004","20b6756c-019b-4fa4-abd2-1c67e044dd7a","Code"
"Code_141","Sponsor","2023-09-29","http://www.cdisc.org","C70793","6fb7f896-5833-458c-8e7e-34907de11db4","Code"
"Code_325","Trial Primary Objective","2023-09-29","http://www.cdisc.org","C85826","c85a7f0e-f238-4fde-b1b6-9e2dd13bd919","Code"
"Code_324","Primary Endpoint","2023-09-29","http://www.cdisc.org","C94496","63dbbe2a-6b44-4302-915b-4492654afefc","Code"
"Code_326","Primary Endpoint","2023-09-29","http://www.cdisc.org","C94496","b2647cf0-178e-48a7-a6ec-5cf04023e4ed","Code"
"Code_328","Trial Primary Objective","2023-09-29","http://www.cdisc.org","C85826","ecf862f2-1961-4616-beb1-9896cba37942","Code"
"Code_327","Primary Endpoint","2023-09-29","http://www.cdisc.org","C94496","410530d0-177f-4a39-98cb-9ec84d3f8b11","Code"
"Code_329","Primary Endpoint","2023-09-29","http://www.cdisc.org","C94496","a1a207e0-d6e9-44c0-9336-8d15ecbb2f94","Code"
"Code_330","Primary Endpoint","2023-09-29","http://www.cdisc.org","C94496","408a29e6-c846-45ef-a973-16ff7fc5cae8","Code"
"Code_332","Trial Secondary Objective","2023-09-29","http://www.cdisc.org","C85827","2cb623ec-7e95-45e4-a6d7-7bfd94b751ca","Code"
"Code_331","Secondary Endpoint","2023-09-29","http://www.cdisc.org","C139173","d42c30c2-369b-4d09-8a14-9fbf32f00808","Code"
"Code_333","Secondary Endpoint","2023-09-29","http://www.cdisc.org","C139173","ad87999d-3365-412a-abb1-1f9b5edf3dc8","Code"
"Code_334","Secondary Endpoint","2023-09-29","http://www.cdisc.org","C139173","c43ea8d7-2604-4c2d-a81f-02cfb998ab02","Code"
"Code_335","Inclusion Criteria","2023-09-29","http://www.cdisc.org","C25532","d3d5e438-ed20-4e6d-8c4e-892a999a1911","Code"
"Code_336","Inclusion Criteria","2023-09-29","http://www.cdisc.org","C25532","3e4240a8-9c71-4a52-91c4-85865818eec4","Code"
"Code_337","Inclusion Criteria","2023-09-29","http://www.cdisc.org","C25532","b5570bba-c53c-4c50-817d-4bc3e927ecc9","Code"
"Code_338","Exclusion Criteria","2023-09-29","http://www.cdisc.org","C25370","6acbe80c-6f6b-4186-b5d3-b3261f7920b1","Code"
"Code_322","Year","2023-09-29","http://www.cdisc.org","C29848","9f40b710-c678-4485-9e8e-b59ff5e4f2ad","Code"
"Code_14","Before","2023-09-29","http://www.cdisc.org","C201357","483215e2-00b7-4f24-80c8-d59fe214f215","Code"
"Code_15","Start to Start","2023-09-29","http://www.cdisc.org","C201355","0c605a51-e2a9-4fde-987c-9683afc4c980","Code"
"Code_16","Before","2023-09-29","http://www.cdisc.org","C201357","80d5eef5-da6a-4a5d-b8b3-deda13228e16","Code"
"Code_17","Start to Start","2023-09-29","http://www.cdisc.org","C201355","6cc28e25-ff3f-48f2-8095-47844bf179a3","Code"
"Code_19","Fixed Reference","2023-09-29","http://www.cdisc.org","C201358","b38c5621-4fb9-4f6c-bc94-428cbedb4dc5","Code"
"Code_20","Start to Start","2023-09-29","http://www.cdisc.org","C201355","6c3571fa-c984-46ca-bf92-f8f0f35d26a9","Code"
"Code_21","After","2023-09-29","http://www.cdisc.org","C201356","155badda-7f0b-4e50-8692-b4f937aa6be4","Code"
"Code_22","Start to Start","2023-09-29","http://www.cdisc.org","C201355","1e66a00e-87c7-4734-9d91-ed42e332e5c5","Code"
"Code_24","After","2023-09-29","http://www.cdisc.org","C201356","3a4d6ac0-2857-4d9f-802e-c3561ac6ee0a","Code"
"Code_25","Start to Start","2023-09-29","http://www.cdisc.org","C201355","6c3b5dd4-9255-4c2c-9ea9-9b878f52d343","Code"
"Code_27","After","2023-09-29","http://www.cdisc.org","C201356","4dd0af89-f711-4d33-9260-aa9f8c3f8c10","Code"
"Code_28","Start to Start","2023-09-29","http://www.cdisc.org","C201355","adfd3d14-20b5-4498-868c-8b56241a0576","Code"
"Code_30","After","2023-09-29","http://www.cdisc.org","C201356","3f4f2a2f-b36e-4ec6-8f5b-1ec6b1e0771f","Code"
"Code_31","Start to Start","2023-09-29","http://www.cdisc.org","C201355","f6a043ce-b43d-491d-9da0-ccc868ff67c4","Code"
"Code_35","After","2023-09-29","http://www.cdisc.org","C201356","4617a69f-cb58-4eb0-bf00-221af4f76239","Code"
"Code_36","Start to Start","2023-09-29","http://www.cdisc.org","C201355","51670f48-688a-471b-9158-c6b9b4d42457","Code"
"Code_40","After","2023-09-29","http://www.cdisc.org","C201356","e41d8deb-d567-410b-b180-675a56ba3850","Code"
"Code_41","Start to Start","2023-09-29","http://www.cdisc.org","C201355","ccca6f78-4ab1-44a8-8a32-a806e3e4f4f9","Code"
"Code_45","After","2023-09-29","http://www.cdisc.org","C201356","69f81310-081f-445d-84a9-820a9344495c","Code"
"Code_46","Start to Start","2023-09-29","http://www.cdisc.org","C201355","d7f2d489-ae5f-42db-8cd6-23d1f02ae818","Code"
"Code_50","After","2023-09-29","http://www.cdisc.org","C201356","61ee9e15-29f7-4de7-bd61-bed36c98dec2","Code"
"Code_51","Start to Start","2023-09-29","http://www.cdisc.org","C201355","058b68b0-e023-4a54-9356-b3b06d26cbf0","Code"
"Code_53","After","2023-09-29","http://www.cdisc.org","C201356","3f66fcee-908f-48aa-93e8-0f7a0ed88275","Code"
"Code_54","Start to Start","2023-09-29","http://www.cdisc.org","C201355","b929356d-b6d3-4e3e-b80f-77457acb7063","Code"
"Code_33","After","2023-09-29","http://www.cdisc.org","C201356","13a433d0-dce0-4a77-9173-b247f3a23c2c","Code"
"Code_34","Start to Start","2023-09-29","http://www.cdisc.org","C201355","a4302107-47bc-40c7-8b78-00edc83c43af","Code"
"Code_38","After","2023-09-29","http://www.cdisc.org","C201356","0f757809-cfef-4229-8222-41cf3fc9e454","Code"
"Code_39","Start to Start","2023-09-29","http://www.cdisc.org","C201355","20a535b0-8d17-4e97-881d-f4a7f4647408","Code"
"Code_43","After","2023-09-29","http://www.cdisc.org","C201356","01956584-d90f-480c-bc4a-ac219f42c176","Code"
"Code_44","Start to Start","2023-09-29","http://www.cdisc.org","C201355","5fb6c5ec-d1de-48cd-92da-139d612a059f","Code"
"Code_48","After","2023-09-29","http://www.cdisc.org","C201356","65b793d5-4ab5-465a-a26d-516801145f0d","Code"
"Code_49","Start to Start","2023-09-29","http://www.cdisc.org","C201355","5641e290-652a-4664-892d-921f02722c1c","Code"
"Code_56","Fixed Reference","2023-09-29","http://www.cdisc.org","C201358","9b2ce80b-998a-4088-9e66-906776ab6554","Code"
"Code_57","Start to Start","2023-09-29","http://www.cdisc.org","C201355","b8310934-ead7-42f7-9639-d4cf17fd3e50","Code"
"Code_58","Fixed Reference","2023-09-29","http://www.cdisc.org","C201358","d7110d03-b6e7-4712-860e-f5244122dfc3","Code"
"Code_59","Start to Start","2023-09-29","http://www.cdisc.org","C201355","9b7b1f07-90a4-44fc-b2e4-109459041a41","Code"
"Code_60","Fixed Reference","2023-09-29","http://www.cdisc.org","C201358","8a7d393b-ed02-4d13-a5b3-ede053894f36","Code"
"Code_61","Start to Start","2023-09-29","http://www.cdisc.org","C201355","00f4708f-ae37-4209-9893-b48b7f8de8a8","Code"
"Code_62","After","2023-09-29","http://www.cdisc.org","C201356","50dcc3c2-9428-4d3a-9166-c8c58a098403","Code"
"Code_63","Start to Start","2023-09-29","http://www.cdisc.org","C201355","90d96357-37b0-4447-89a2-66909189a79c","Code"
"Code_64","After","2023-09-29","http://www.cdisc.org","C201356","6522d600-9ddf-4561-ab3e-fb435ddfb134","Code"
"Code_65","End to Start","2023-09-29","http://www.cdisc.org","C201353","52883ac6-cd5a-4691-b43e-9cf5d91592c8","Code"
"Code_66","After","2023-09-29","http://www.cdisc.org","C201356","c396bc8e-6eb2-4213-84ab-3038f045b0da","Code"
"Code_67","Start to Start","2023-09-29","http://www.cdisc.org","C201355","30666b49-f00f-4c30-8bd1-604a1f52d2a7","Code"
"Code_68","After","2023-09-29","http://www.cdisc.org","C201356","d4e8168d-1b6d-4b70-914f-1a7fbf0e4396","Code"
"Code_69","End to Start","2023-09-29","http://www.cdisc.org","C201353","dbf9a9b1-b230-4f8e-9256-e3a03ce3afad","Code"
"Code_70","After","2023-09-29","http://www.cdisc.org","C201356","3d09d0c0-3d5e-4308-abfb-029af4083250","Code"
"Code_71","Start to Start","2023-09-29","http://www.cdisc.org","C201355","738ec84c-57e2-4ead-bfad-33021471dd60","Code"
"Code_339","Clinical Study Sponsor","2023-09-29","http://www.cdisc.org","C70793","83004450-246f-4ce0-813b-9bcd2384a258","Code"
"Code_340","United Kingdom of Great Britain and Northern Ireland","2020-08","ISO 3166 1 alpha3","GBR","89989f07-b490-4e27-a2c6-6ffe65c90ed6","Code"
"Code_3","Study Acronym","2023-09-29","http://www.cdisc.org","C94108","4e0b718f-9880-413e-89b2-12fcbb2e30cb","Code"
"Code_5","Brief Study Title","2023-09-29","http://www.cdisc.org","C99905x1","94ee6a79-a342-49ba-b2bc-ac69e86f3fa8","Code"
"Code_6","Official Study Title","2023-09-29","http://www.cdisc.org","C99905x2","111f1472-7fe6-4057-a4e8-2711ccdb7f7a","Code"
"Code_7","Public Study Title","2023-09-29","http://www.cdisc.org","C99905x3","bc4bf2f1-6938-4998-a633-431269dc2629","Code"
"Code_8","Final","2023-09-29","http://www.cdisc.org","C25508","92eef8a3-b16c-4bb1-a371-668330e60092","Code"
"Code_11","Protocol Effective Date","2023-09-29","http://www.cdisc.org","C99903x1","fd4b4354-1d35-4494-b68e-7dcf6abff91c","Code"
"Code_13","Region","2023-09-29","http://www.cdisc.org","C41129","05c26f98-b887-40ac-8025-103d4bcfd50d","Code"
"Code_12","Europe","2020-08","ISO 3166 1 alpha3","150","7b86f520-d2c5-42c6-9c61-aa427355604f","Code"
