"id:ID","code","decode","uuid","codeSystem","id","codeSystemVersion"
"224","C123975","Vital Signs Laterality","38bf915f-b5d8-4c6e-9ebb-a6155b826e54","NCI Thesaurus","Code_232",""
"225","C82535","Test Method","b4e2a409-6a81-4783-9c3a-0cbbde5763d1","NCI Thesaurus","Code_233",""
"226","C83114","Vital Signs Position","c20dac72-8aa2-49ba-881f-dc09b15212c5","NCI Thesaurus","Code_234",""
"227","C25298","Systolic Blood Pressure","4e123ff9-839d-40ca-9356-0c97a2cc80a6","NCI Thesaurus","Code_227",""
"228","C173522","Vital Signs Result","d8f033ca-18a0-463b-a0d2-d7c11f837971","NCI Thesaurus","Code_236",""
"229","C42547","Pascal","35767d49-bdea-4953-94e6-2523e3a1ee92","http://www.cdisc.org","Code_237","2023-09-29"
"230","C49669","Unit of Pressure","5ec8b7ef-69fd-44e6-b573-87b1774fc584","NCI Thesaurus","Code_238",""
"231","C83088","Vital Signs Location","91c09930-5af3-4285-825c-5ec748fc3a9c","NCI Thesaurus","Code_239",""
"232","C123975","Vital Signs Laterality","d8386957-d0a1-46ea-9afe-e547067e5910","NCI Thesaurus","Code_240",""
"233","C82535","Test Method","bcfa518d-3e24-405a-a7db-f56abf582eb9","NCI Thesaurus","Code_241",""
"234","C83114","Vital Signs Position","6a27b3c4-d416-4379-9993-f7e6534903e5","NCI Thesaurus","Code_242",""
"235","C25299","Diastolic Blood Pressure","c3f6de41-3ce7-4d7b-97ea-eabb571c5fa7","NCI Thesaurus","Code_235",""
"236","C174268","Placebo Comparator Arm","c3dab10e-4973-461f-a48e-7e4a1c1b5a56","http://www.cdisc.org","Code_106","2023-09-29"
"237","C188866","Data Generated Within Study","4a18245a-bbba-41b4-a95e-5587e67d2053","http://www.cdisc.org","Code_107","2023-09-29"
"238","C174267","Active Comparator Arm","5ee72dfd-6601-4ad7-b122-cdd8bcd123be","http://www.cdisc.org","Code_108","2023-09-29"
"239","C188866","Data Generated Within Study","fafca21e-a86c-4ed7-bedd-7a847a1aa7ca","http://www.cdisc.org","Code_109","2023-09-29"
"240","C174267","Active Comparator Arm","6457a234-480c-43bc-9700-33e113de5a81","http://www.cdisc.org","Code_110","2023-09-29"
"241","C188866","Data Generated Within Study","cef459e2-151e-4620-b891-d51e453919c0","http://www.cdisc.org","Code_111","2023-09-29"
"242","C15228","Double Blind Study","325bc07a-16a2-4f18-9624-8340dca8b637","http://www.cdisc.org","Code_119","2023-09-29"
"243","C48262","Trial Screening","d9db8abb-f6b8-4dd2-83dc-9308d990421a","http://www.cdisc.org","Code_112","2023-09-29"
"244","C101526","Treatment Epoch","a451e8d5-f42a-48a5-bff8-535e85ae06d2","http://www.cdisc.org","Code_113","2023-09-29"
"245","C101526","Treatment Epoch","76a589ec-c0be-4173-93a3-0a2881d71a0c","http://www.cdisc.org","Code_114","2023-09-29"
"246","C101526","Treatment Epoch","014c1554-feba-418e-af23-6025dcb3be75","http://www.cdisc.org","Code_115","2023-09-29"
"247","C99158","Clinical Study Follow-up","20fa6fca-5be1-4bcd-bc88-9e1b6569ea1f","http://www.cdisc.org","Code_116","2023-09-29"
"248","G30.9","Alzheimer's disease; unspecified","75e951a9-5695-4fcc-9425-073bcd9174c6","ICD-10-CM","Code_296","1"
"249","26929004","Alzheimer's disease","60093307-ebfb-49a3-9c2e-034d09cabdaf","SNOMED","Code_297","January 31, 2018"
"250","C85826","Trial Primary Objective","096f19f4-b52f-4c65-bffb-c1092a09e476","http://www.cdisc.org","Code_300","2023-09-29"
"251","C94496","Primary Endpoint","3619b500-ed50-4194-9e1e-a781efe64426","http://www.cdisc.org","Code_299","2023-09-29"
"252","C94496","Primary Endpoint","287ccb79-5246-41e1-9eb3-2bce549c0d05","http://www.cdisc.org","Code_301","2023-09-29"
"253","C85826","Trial Primary Objective","92743708-8e16-42bf-91d4-6f107db60b94","http://www.cdisc.org","Code_303","2023-09-29"
"254","C94496","Primary Endpoint","1b5d7998-cfce-48dd-835c-fea93a22e384","http://www.cdisc.org","Code_302","2023-09-29"
"255","C94496","Primary Endpoint","0a67301d-0c1b-40cd-95f3-f304091f1ba6","http://www.cdisc.org","Code_304","2023-09-29"
"256","C94496","Primary Endpoint","e10b557f-138c-428e-a1d2-4f9ffc602b5e","http://www.cdisc.org","Code_305","2023-09-29"
"257","C85827","Trial Secondary Objective","add45f0d-4e6b-4cb6-8ef3-5e920e645343","http://www.cdisc.org","Code_307","2023-09-29"
"258","C139173","Secondary Endpoint","6239049f-36db-46ab-aa04-6b684a162932","http://www.cdisc.org","Code_306","2023-09-29"
"259","C139173","Secondary Endpoint","23d077e4-2b71-4855-82e5-3d8fb31cbdeb","http://www.cdisc.org","Code_308","2023-09-29"
"260","C139173","Secondary Endpoint","584dba79-3811-414a-a34b-114735b20f9f","http://www.cdisc.org","Code_309","2023-09-29"
"261","C49636","Both","433e0c9a-706b-4226-8d89-2c5204f5bf1d","http://www.cdisc.org","Code_298","2023-09-29"
"262","C201264","Before","d4b8e9d2-3cca-456f-b14a-bd91b8118612","http://www.cdisc.org","Code_10","2023-09-29"
"263","C201265","Start to Start","c499bd2f-739b-4c9b-b2c9-1c4de41de9b3","http://www.cdisc.org","Code_11","2023-09-29"
"264","C201264","Before","a3f01c9b-6e3c-4de1-9512-8d0e74b1f2d3","http://www.cdisc.org","Code_12","2023-09-29"
"265","C201265","Start to Start","768e333d-8ad6-4212-af50-1d848246d02b","http://www.cdisc.org","Code_13","2023-09-29"
"266","C201264","Fixed Reference","f70fa3f7-918e-40dc-bd2d-8c2d78c73e26","http://www.cdisc.org","Code_14","2023-09-29"
"267","C201265","Start to Start","abc110d2-c812-46d4-8efb-d5b1817428bc","http://www.cdisc.org","Code_15","2023-09-29"
"268","C201264","After","c839479c-08f6-49ad-9e91-43587575cba0","http://www.cdisc.org","Code_16","2023-09-29"
"269","C201265","Start to Start","111156cf-365c-4a9c-8686-e34fc8fcc6a8","http://www.cdisc.org","Code_17","2023-09-29"
"270","C201264","After","dca5d1ec-20b2-4df0-9434-955164717e48","http://www.cdisc.org","Code_18","2023-09-29"
"271","C201265","Start to Start","1f4648ec-e662-401a-9355-4ff519975b0a","http://www.cdisc.org","Code_19","2023-09-29"
"272","C201264","After","f7202ef7-61d9-4cd7-a62a-82f3cdb17246","http://www.cdisc.org","Code_20","2023-09-29"
"273","C201265","Start to Start","e7882392-8729-4960-9fbf-27c92846c165","http://www.cdisc.org","Code_21","2023-09-29"
"274","C201264","After","cd42519f-b606-4a29-a240-2b74f550aed4","http://www.cdisc.org","Code_22","2023-09-29"
"275","C201265","Start to Start","76352ae2-8c54-4025-be1c-fd576cea4f48","http://www.cdisc.org","Code_23","2023-09-29"
"276","C201264","After","396a27ee-dd0e-4f21-8c7b-bd91d1fa1d9c","http://www.cdisc.org","Code_24","2023-09-29"
"277","C201265","Start to Start","7542db79-a884-46ad-99aa-24c164c4040f","http://www.cdisc.org","Code_25","2023-09-29"
"278","C201264","After","5dbcd777-313c-4cc0-b087-6e360285fa6b","http://www.cdisc.org","Code_26","2023-09-29"
"279","C201265","Start to Start","e2d6ed34-d0a8-43fb-b65e-0516e5d13969","http://www.cdisc.org","Code_27","2023-09-29"
"280","C201264","After","25673809-cfab-49e5-a98c-316aed8110cf","http://www.cdisc.org","Code_28","2023-09-29"
"281","C201265","Start to Start","a7ec367a-7592-419a-bbe7-948da84cf3be","http://www.cdisc.org","Code_29","2023-09-29"
"282","C201264","After","c7bfba1f-b519-424f-8d4c-98785cc6868c","http://www.cdisc.org","Code_30","2023-09-29"
"283","C201265","Start to Start","15f23496-e1da-4cc1-8a49-2e8296ff8a3e","http://www.cdisc.org","Code_31","2023-09-29"
"284","C201264","After","c175d063-90d4-4d84-9ee9-1ef1aa2310b9","http://www.cdisc.org","Code_32","2023-09-29"
"285","C201265","Start to Start","ea5393a4-de51-4327-99e8-8ad98ea20a59","http://www.cdisc.org","Code_33","2023-09-29"
"286","C201264","After","0d2f3e13-b40a-401e-be81-b71170bcc9c2","http://www.cdisc.org","Code_34","2023-09-29"
"287","C201265","Start to Start","1a7fe53d-04af-441d-98fa-ccdc1e54ca69","http://www.cdisc.org","Code_35","2023-09-29"
"288","C201264","After","296b7c9b-bb80-4a59-b3ab-c3de6f8d8c1c","http://www.cdisc.org","Code_36","2023-09-29"
"289","C201265","Start to Start","4dc312a4-d55c-4e9e-af19-e56269a73535","http://www.cdisc.org","Code_37","2023-09-29"
"290","C201264","After","f094d653-e47b-4c4d-8362-74f3ade2b735","http://www.cdisc.org","Code_38","2023-09-29"
"291","C201265","Start to Start","f297dbe7-35ed-4da9-91be-ff2fbbef18b5","http://www.cdisc.org","Code_39","2023-09-29"
"292","C201264","After","328515df-334c-411c-8a30-7cd2f67308c2","http://www.cdisc.org","Code_40","2023-09-29"
"293","C201265","Start to Start","47261027-a99d-4b24-b676-2c2724175a1c","http://www.cdisc.org","Code_41","2023-09-29"
"294","C201264","Fixed Reference","cdd59ede-726e-4683-8025-20bf527be73c","http://www.cdisc.org","Code_42","2023-09-29"
"295","C201265","Start to Start","a2a6d2de-1895-4190-b274-567f1cf13711","http://www.cdisc.org","Code_43","2023-09-29"
"296","C201264","Fixed Reference","8c68b764-5f10-40b0-83ca-b8c35360d791","http://www.cdisc.org","Code_44","2023-09-29"
"297","C201265","Start to Start","fb7bd690-e6ff-4993-b53b-274b3bfe9551","http://www.cdisc.org","Code_45","2023-09-29"
"298","C201264","Fixed Reference","49146486-0a6f-4d95-a366-ad9aeb9c7e0a","http://www.cdisc.org","Code_46","2023-09-29"
"299","C201265","Start to Start","a30eaf00-08a0-4d47-bbf3-0b4739c45dad","http://www.cdisc.org","Code_47","2023-09-29"
"300","C201264","After","cec451dc-3344-46a2-b64d-da54c41501a7","http://www.cdisc.org","Code_48","2023-09-29"
"301","C201265","Start to Start","79bd22de-750a-4cf1-acfc-36bc87bb1393","http://www.cdisc.org","Code_49","2023-09-29"
"302","C201264","After","90e871cc-c998-415e-9e4f-a566d3bd06ea","http://www.cdisc.org","Code_50","2023-09-29"
"303","C201265","End to Start","1b384063-b4a0-4c3d-ad2f-d1d49f19c83a","http://www.cdisc.org","Code_51","2023-09-29"
"304","C201264","After","1cbf74f5-dccf-4f91-aa2d-09c0decadbe8","http://www.cdisc.org","Code_52","2023-09-29"
"305","C201265","End to Start","91db123c-de28-4e81-8645-451c0d405a72","http://www.cdisc.org","Code_53","2023-09-29"
"306","C25532","Inclusion Criteria","666e4eea-93be-47a8-8e13-e9dd8ab11b0a","http://www.cdisc.org","Code_310","2023-09-29"
"307","C25532","Inclusion Criteria","654fd6e8-e063-4952-8004-3f6a608067ac","http://www.cdisc.org","Code_311","2023-09-29"
"308","C25532","Inclusion Criteria","0b6bd644-e71b-41e0-99e0-6ab61fbf4752","http://www.cdisc.org","Code_312","2023-09-29"
"309","C25370","Exclusion Criteria","6248f6f8-e085-4d35-9be4-f67ed3332db4","http://www.cdisc.org","Code_313","2023-09-29"
"310","C25508","Final","02e41fc4-b545-49ec-87ef-b1713a27ec71","http://www.cdisc.org","Code_4","2023-09-29"
"311","C99903x1","Protocol Effective Date","3ae26fe3-2e18-46e0-8d63-493897a2785e","http://www.cdisc.org","Code_7","2023-09-29"
"312","C41129","Region","229b1a18-07e8-4dea-bedb-e07ae777ac52","http://www.cdisc.org","Code_9","2023-09-29"
"313","150","Europe","2eb5e018-e7e9-4696-bede-f55b0932cfef","ISO 3166 1 alpha3","Code_8","2020-08"
