"instanceType","id","decode","code","codeSystem","uuid:ID","codeSystemVersion"
"Code","Code_248","Count per Minute","C73688","NCI Thesaurus","a76f83fa-c44f-425a-b386-1cc1ad5351c6",""
"Code","Code_249","Vital Signs Location","C83088","NCI Thesaurus","29741888-7d81-4e6e-b25a-f49c4edf7603",""
"Code","Code_250","Vital Signs Laterality","C123975","NCI Thesaurus","bf416693-ff56-40a6-8129-917c06adad8f",""
"Code","Code_251","Test Method","C82535","NCI Thesaurus","43b5163b-83ae-4aa4-86bb-6a8b566db511",""
"Code","Code_252","Vital Signs Position","C83114","NCI Thesaurus","1e0153f3-a119-4c44-979d-43a4fd22a0a5",""
"Code","Code_245","Heart Rate","C49677","NCI Thesaurus","66474504-5364-4a17-a629-eca8536ba3f0",""
"Code","Code_254","Vital Signs Result","C173522","NCI Thesaurus","579faf09-5ab5-4da1-a1dc-fdef27b6d30f",""
"Code","Code_255","Pascal","C42547","http://www.cdisc.org","6c2c4193-8d3b-4cf0-985b-577363a0a39e","2023-09-29"
"Code","Code_256","Unit of Pressure","C49669","NCI Thesaurus","886f1ed1-2cb8-440c-8857-583fd9fdc4aa",""
"Code","Code_257","Vital Signs Location","C83088","NCI Thesaurus","a528b444-b206-4239-840b-0cbdc3085bab",""
"Code","Code_258","Vital Signs Laterality","C123975","NCI Thesaurus","84770dfa-b349-4d50-9456-81d8945ecb9b",""
"Code","Code_259","Test Method","C82535","NCI Thesaurus","26634543-750f-496c-9822-2cee42c364b9",""
"Code","Code_260","Vital Signs Position","C83114","NCI Thesaurus","8d1adb27-4cb0-4eee-8ef8-a325b931d756",""
"Code","Code_253","Systolic Blood Pressure","C25298","NCI Thesaurus","77188ad2-746a-41f8-bcdb-067243ade901",""
"Code","Code_262","Vital Signs Result","C173522","NCI Thesaurus","d135f61f-3cfe-4e9c-9db2-5aec44342388",""
"Code","Code_263","Pascal","C42547","http://www.cdisc.org","c3b994fa-86dd-4e33-b0df-5fc90f0d70fc","2023-09-29"
"Code","Code_264","Unit of Pressure","C49669","NCI Thesaurus","92f1cc6f-d1af-4b53-8807-dff6c0be3cd0",""
"Code","Code_265","Vital Signs Location","C83088","NCI Thesaurus","2d520310-7c73-4daf-8621-c232c65fd646",""
"Code","Code_266","Vital Signs Laterality","C123975","NCI Thesaurus","c8f6d45f-5db9-4146-9f51-5e4fa339fc21",""
"Code","Code_267","Test Method","C82535","NCI Thesaurus","6061d2b3-f3c1-4b5d-a629-539e67b60a9a",""
"Code","Code_268","Vital Signs Position","C83114","NCI Thesaurus","17910843-3601-4f0b-af33-f0bdc5dcc447",""
"Code","Code_261","Diastolic Blood Pressure","C25299","NCI Thesaurus","6e7cf66e-ad55-4043-a908-4261ed76cd01",""
"Code","Code_270","Vital Signs Result","C173522","NCI Thesaurus","2e14e214-b3c3-4c09-9722-965f27b91929",""
"Code","Code_271","Beats per Minute","C49673","http://www.cdisc.org","6ae52601-c3ad-4a98-b836-70922ddd1d50","2023-09-29"
"Code","Code_272","Count per Minute","C73688","NCI Thesaurus","ef98563a-eb05-4c29-b8d4-3f733885adeb",""
"Code","Code_273","Vital Signs Location","C83088","NCI Thesaurus","c276fd9a-3201-4e4b-871d-fc27770c0a01",""
"Code","Code_274","Vital Signs Laterality","C123975","NCI Thesaurus","81485fdd-67af-4574-a4d7-1acecedda454",""
"Code","Code_275","Test Method","C82535","NCI Thesaurus","f87288f1-d573-42a0-be14-f6239f375812",""
"Code","Code_276","Vital Signs Position","C83114","NCI Thesaurus","2aa41dc5-7e52-4325-b62e-93eca8d4ccb3",""
"Code","Code_269","Heart Rate","C49677","NCI Thesaurus","7ad03725-dd7e-4ee4-a393-055a4031bab4",""
"Code","Code_122","Placebo Comparator Arm","C174268","http://www.cdisc.org","bd5fc4a4-071d-430d-812a-d944f4f04760","2023-09-29"
"Code","Code_123","Data Generated Within Study","C188866","http://www.cdisc.org","b7c0880e-17fe-4675-83fb-a8ea0a131bc2","2023-09-29"
"Code","Code_124","Active Comparator Arm","C174267","http://www.cdisc.org","238ea2e8-900d-4fac-b8f1-13ad373c3abc","2023-09-29"
"Code","Code_125","Data Generated Within Study","C188866","http://www.cdisc.org","e6c1c898-8616-41c7-9d00-57dd0b7a4e1b","2023-09-29"
"Code","Code_126","Active Comparator Arm","C174267","http://www.cdisc.org","0c957abd-8ade-4ac4-a38c-ed961b3cf53c","2023-09-29"
"Code","Code_127","Data Generated Within Study","C188866","http://www.cdisc.org","99e18ea9-77cb-4dae-a842-b55efec15ae2","2023-09-29"
"Code","Code_135","Double Blind Study","C15228","http://www.cdisc.org","33a349ee-7a6e-4f0e-b33b-d2c3aea58cb0","2023-09-29"
"Code","Code_128","Trial Screening","C48262","http://www.cdisc.org","655c4b82-5c98-4e97-a2d5-645d99a0e15a","2023-09-29"
"Code","Code_129","Treatment Epoch","C101526","http://www.cdisc.org","5fb901be-9dad-41d9-a8fb-9139c6297250","2023-09-29"
"Code","Code_130","Treatment Epoch","C101526","http://www.cdisc.org","a26571f1-dc38-4f51-b7e5-346aa9e655ea","2023-09-29"
"Code","Code_131","Treatment Epoch","C101526","http://www.cdisc.org","c0c913d4-4e43-4ed6-9421-9a0fe5d85b6d","2023-09-29"
"Code","Code_132","Clinical Study Follow-up","C99158","http://www.cdisc.org","c1a19d9c-995b-4f0b-8a44-5102c43eb517","2023-09-29"
"Code","Code_330","Alzheimer's disease; unspecified","G30.9","ICD-10-CM","44388f88-eba4-4514-ae6f-9ce3501717a8","1"
"Code","Code_331","Alzheimer's disease","26929004","SNOMED","150d519f-1763-4124-aebd-5e2f1faefe10","January 31, 2018"
"Code","Code_141","Sponsor","C70793","http://www.cdisc.org","c4c83823-5511-434c-a8e8-087c6847f141","2023-09-29"
"Code","Code_335","Trial Primary Objective","C85826","http://www.cdisc.org","de988a67-66b6-40b0-9ac1-ee4f55574a55","2023-09-29"
"Code","Code_334","Primary Endpoint","C94496","http://www.cdisc.org","da965e2f-2430-4a93-9860-65631f133bac","2023-09-29"
"Code","Code_336","Primary Endpoint","C94496","http://www.cdisc.org","bb538654-a04d-4be9-b342-2fd7e136ba45","2023-09-29"
"Code","Code_338","Trial Primary Objective","C85826","http://www.cdisc.org","d2788b79-f4ca-4fcb-866c-74e4a4bbf22c","2023-09-29"
"Code","Code_337","Primary Endpoint","C94496","http://www.cdisc.org","d4efd736-bba9-4b18-8878-92843eb545c4","2023-09-29"
"Code","Code_339","Primary Endpoint","C94496","http://www.cdisc.org","c0b61d71-3de0-4d0d-87e3-396d3ad4f91f","2023-09-29"
"Code","Code_340","Primary Endpoint","C94496","http://www.cdisc.org","326ecacb-a77e-439e-bb81-e532d6cf740a","2023-09-29"
"Code","Code_342","Trial Secondary Objective","C85827","http://www.cdisc.org","057b4338-39fe-4099-9621-489c76ce8d6f","2023-09-29"
"Code","Code_341","Secondary Endpoint","C139173","http://www.cdisc.org","eab693b2-dd75-4548-b5ae-6e70c21c28ad","2023-09-29"
"Code","Code_343","Secondary Endpoint","C139173","http://www.cdisc.org","5627ffcf-d4dd-41bd-9cae-8d49972942c4","2023-09-29"
"Code","Code_344","Secondary Endpoint","C139173","http://www.cdisc.org","c8186d9d-610a-4ad1-8dcf-ecf8ddfdd214","2023-09-29"
"Code","Code_345","Inclusion Criteria","C25532","http://www.cdisc.org","815a6b1f-1a25-4e23-86a0-8fb78231ca85","2023-09-29"
"Code","Code_346","Inclusion Criteria","C25532","http://www.cdisc.org","b92c6f32-07b3-4df0-86cb-8ad73143b025","2023-09-29"
"Code","Code_347","Inclusion Criteria","C25532","http://www.cdisc.org","1a2e7fcd-b334-4c79-aa30-d94dfe1c4f67","2023-09-29"
"Code","Code_348","Exclusion Criteria","C25370","http://www.cdisc.org","b4ab4dbb-e161-449f-a5e9-08f89126156c","2023-09-29"
"Code","Code_332","Year","C29848","http://www.cdisc.org","2f7b652a-c8f8-44f2-b2c8-0d414c1d693d","2023-09-29"
"Code","Code_14","Before","C201264","http://www.cdisc.org","ccd83140-7418-4d97-9696-3a30eb329a49","2023-09-29"
"Code","Code_15","Start to Start","C201265","http://www.cdisc.org","2469b4d3-58d9-4de9-9147-c321891666e0","2023-09-29"
"Code","Code_16","Before","C201264","http://www.cdisc.org","59f58b32-8d29-43da-b6a4-196d4bd1d69f","2023-09-29"
"Code","Code_17","Start to Start","C201265","http://www.cdisc.org","968c1e8b-8ce8-44c3-b0f7-6a7809fb8e98","2023-09-29"
"Code","Code_19","Fixed Reference","C201264","http://www.cdisc.org","369c6d16-4797-4060-a551-158ea66e0ccb","2023-09-29"
"Code","Code_20","Start to Start","C201265","http://www.cdisc.org","5b48188a-ed32-4afe-8494-abc0e48702b5","2023-09-29"
"Code","Code_21","After","C201264","http://www.cdisc.org","c8b1a6b1-742e-4d6b-8a0d-f52d3bbd5a85","2023-09-29"
"Code","Code_22","Start to Start","C201265","http://www.cdisc.org","1e58f888-16fb-4546-a4c8-a8dba8577400","2023-09-29"
"Code","Code_24","After","C201264","http://www.cdisc.org","21c7b2a2-4e61-4cbc-8fab-69d0143ac6ec","2023-09-29"
"Code","Code_25","Start to Start","C201265","http://www.cdisc.org","e5b547a8-434c-4821-a4ae-8c07a5ad79db","2023-09-29"
"Code","Code_27","After","C201264","http://www.cdisc.org","11b61ee3-f539-4bf2-89e0-fa32d679ef54","2023-09-29"
"Code","Code_28","Start to Start","C201265","http://www.cdisc.org","e25e3c63-a69b-45c4-87de-cde7ecafe6fd","2023-09-29"
"Code","Code_30","After","C201264","http://www.cdisc.org","8d75e8ae-0574-43c7-ac6c-49cab0eac265","2023-09-29"
"Code","Code_31","Start to Start","C201265","http://www.cdisc.org","5bea38c8-496d-49b9-8d6b-59b3df91a24c","2023-09-29"
"Code","Code_35","After","C201264","http://www.cdisc.org","40ca5c9b-500f-4304-9dd7-b03b92ee012d","2023-09-29"
"Code","Code_36","Start to Start","C201265","http://www.cdisc.org","294555ae-569e-4463-9bdc-3256b2d44510","2023-09-29"
"Code","Code_40","After","C201264","http://www.cdisc.org","948354b3-5c7b-4724-af1b-8a52fffd78bd","2023-09-29"
"Code","Code_41","Start to Start","C201265","http://www.cdisc.org","9eac7830-f80d-4e8c-88d4-2eda838183f1","2023-09-29"
"Code","Code_45","After","C201264","http://www.cdisc.org","c0d99e9f-5db8-43d2-bca6-cc9d2c0a3e9e","2023-09-29"
"Code","Code_46","Start to Start","C201265","http://www.cdisc.org","bc7caf43-00f8-41e6-878c-7b3d6a271120","2023-09-29"
"Code","Code_50","After","C201264","http://www.cdisc.org","ec186f2d-f938-42f6-8740-5eb88967d338","2023-09-29"
"Code","Code_51","Start to Start","C201265","http://www.cdisc.org","e3566d15-be87-42b3-aa37-f18663d06cfb","2023-09-29"
"Code","Code_53","After","C201264","http://www.cdisc.org","7aeadd08-433b-49d7-8d66-0436e7250ab5","2023-09-29"
"Code","Code_54","Start to Start","C201265","http://www.cdisc.org","16f5cc8e-292e-4dfd-8747-1c000f5c4423","2023-09-29"
"Code","Code_33","After","C201264","http://www.cdisc.org","a059740d-d792-4277-bf91-8aff45e183bf","2023-09-29"
"Code","Code_34","Start to Start","C201265","http://www.cdisc.org","488933da-89f9-4cf3-809b-71c8db0a9138","2023-09-29"
"Code","Code_38","After","C201264","http://www.cdisc.org","94043437-4e47-4df6-aaa4-5cd228260f1c","2023-09-29"
"Code","Code_39","Start to Start","C201265","http://www.cdisc.org","66825fab-ace8-4237-af8b-e419078649ae","2023-09-29"
"Code","Code_43","After","C201264","http://www.cdisc.org","432ac22e-1e9d-4a2a-9476-232da5463bc9","2023-09-29"
"Code","Code_44","Start to Start","C201265","http://www.cdisc.org","d98a7ab2-3f8b-40fc-a02b-f04505535232","2023-09-29"
"Code","Code_48","After","C201264","http://www.cdisc.org","5847b941-ff9e-41bd-8119-f7f4f0eba64b","2023-09-29"
"Code","Code_49","Start to Start","C201265","http://www.cdisc.org","a7f9dea0-3ba9-4646-96e7-07cb41f774d0","2023-09-29"
"Code","Code_56","Fixed Reference","C201264","http://www.cdisc.org","65cc3cc1-4882-4155-b66f-9a6c41fd6cc7","2023-09-29"
"Code","Code_57","Start to Start","C201265","http://www.cdisc.org","adc11d05-a30e-4013-bd32-51f7f50a98ee","2023-09-29"
"Code","Code_58","Fixed Reference","C201264","http://www.cdisc.org","5c877317-9241-46af-a57b-4eb5236e564a","2023-09-29"
"Code","Code_59","Start to Start","C201265","http://www.cdisc.org","2fd63347-5615-4c95-9bf2-2ddf68d78553","2023-09-29"
"Code","Code_60","Fixed Reference","C201264","http://www.cdisc.org","051660b8-5a76-4c75-b28e-cc3b2e9b6616","2023-09-29"
"Code","Code_61","Start to Start","C201265","http://www.cdisc.org","9465e8ef-0e03-4c0e-9d72-f92db1548b8c","2023-09-29"
"Code","Code_62","After","C201264","http://www.cdisc.org","1a048294-ee6a-4861-8d28-c7dbce5e5b98","2023-09-29"
"Code","Code_63","Start to Start","C201265","http://www.cdisc.org","f32ea1ba-6e98-496a-94e9-86bab69017cb","2023-09-29"
"Code","Code_64","After","C201264","http://www.cdisc.org","9d957584-0652-4b7c-805e-0b5a07cdfd68","2023-09-29"
"Code","Code_65","End to Start","C201265","http://www.cdisc.org","c07f9eda-6ef1-4bd5-9334-192fc4a67e9f","2023-09-29"
"Code","Code_66","After","C201264","http://www.cdisc.org","a4385da1-a13c-49b1-a186-a84ded6cdf70","2023-09-29"
"Code","Code_67","Start to Start","C201265","http://www.cdisc.org","a6aa374c-981f-4413-8c87-9e96fd4ef99b","2023-09-29"
"Code","Code_68","After","C201264","http://www.cdisc.org","d7d28f4d-95d4-4d4d-a63a-565bebaf14bd","2023-09-29"
"Code","Code_69","End to Start","C201265","http://www.cdisc.org","b21346ae-127c-4ce9-ac1c-bf1702de85db","2023-09-29"
"Code","Code_70","After","C201264","http://www.cdisc.org","32e2da53-fd4d-4514-a3b9-1cf0aae0ff52","2023-09-29"
"Code","Code_71","Start to Start","C201265","http://www.cdisc.org","f835bd02-a903-492d-a925-a6d429dc605f","2023-09-29"
"Code","Code_349","Clinical Study Sponsor","C70793","http://www.cdisc.org","8b47b98d-f2c4-4be2-869f-77d27f365361","2023-09-29"
"Code","Code_350","United Kingdom of Great Britain and Northern Ireland","GBR","ISO 3166 1 alpha3","cac60df6-972e-4727-a163-f2c44a1d4863","2020-08"
"Code","Code_3","Study Acronym","C94108","http://www.cdisc.org","48431395-f72c-4caf-b167-6a6aeb6d9bad","2023-09-29"
"Code","Code_5","Brief Study Title","C99905x1","http://www.cdisc.org","75879101-dc37-4c09-83c2-71d7a18308ac","2023-09-29"
"Code","Code_6","Official Study Title","C99905x2","http://www.cdisc.org","2dbaf315-aa52-4445-b966-352eb17498d9","2023-09-29"
"Code","Code_7","Public Study Title","C99905x3","http://www.cdisc.org","22d39346-73cb-48b1-b597-c7d36fa18fe5","2023-09-29"
"Code","Code_8","Final","C25508","http://www.cdisc.org","5ec38286-2dd6-4840-ace9-f0fee9fb5b38","2023-09-29"
"Code","Code_11","Protocol Effective Date","C99903x1","http://www.cdisc.org","059c5c1c-efdc-4cfd-bbc0-366f8294b4cb","2023-09-29"
"Code","Code_13","Region","C41129","http://www.cdisc.org","93d0009a-5dd3-4c97-839e-ee2212e0c9bf","2023-09-29"
"Code","Code_12","Europe","150","ISO 3166 1 alpha3","7ee3839e-ffb6-4c7e-b552-b1bff72ad9c6","2020-08"
