"codeSystem","uuid:ID","instanceType","id","codeSystemVersion","code","decode"
"NCI Thesaurus","14b07d44-e66e-4e6d-92d9-2bfc87273f26","Code","Code_243","","C25298","Systolic Blood Pressure"
"NCI Thesaurus","a0990a46-4332-4180-9e68-0d2f1dcc46d5","Code","Code_252","","C77140","Clinical Test Result"
"http://www.cdisc.org","426dfa6c-0b97-47e7-b518-8c52996d8d10","Code","Code_253","2023-09-29","C42547","Pascal"
"NCI Thesaurus","dedd2aee-c464-4820-8697-b825b67fe346","Code","Code_254","","C49669","Unit of Pressure"
"NCI Thesaurus","a36342f1-2c00-477c-968d-176c0036cfe8","Code","Code_255","","C13717","Anatomic Site"
"NCI Thesaurus","f4a79d20-fa8a-4a8a-adf9-c721c0e73465","Code","Code_256","","C25185","Laterality"
"NCI Thesaurus","5333c3e3-dc30-4e91-b23e-45399a2e9a7e","Code","Code_257","","C82535","Test Method"
"NCI Thesaurus","207663be-10f0-45b9-9612-01e002390bcf","Code","Code_258","","C62164","Body Position"
"NCI Thesaurus","747479b1-b447-4603-b615-a1ee1b80bc00","Code","Code_251","","C25299","Diastolic Blood Pressure"
"NCI Thesaurus","93a0b786-f7d5-4558-b1f4-151c2c9c5b47","Code","Code_260","","C77140","Clinical Test Result"
"http://www.cdisc.org","c41ea91b-3f12-4f8d-8b34-9948aafc9f73","Code","Code_261","2023-09-29","C49673","Beats per Minute"
"NCI Thesaurus","75973115-b694-431b-9ae8-7b815c95faf1","Code","Code_262","","C73688","Count per Minute"
"NCI Thesaurus","21b6f1f1-dd10-4710-9330-7b641601b030","Code","Code_263","","C13717","Anatomic Site"
"NCI Thesaurus","23138d34-4a05-48ee-9567-b1ae1b2ab37a","Code","Code_264","","C25185","Laterality"
"NCI Thesaurus","d2ac5780-9e4e-49ed-a80a-2c8ca1511599","Code","Code_265","","C82535","Test Method"
"NCI Thesaurus","72cc4a32-97ac-4be4-9740-ce25a6c958ec","Code","Code_266","","C62164","Body Position"
"NCI Thesaurus","4ae11c56-4a35-4455-a57d-e5fe152e8b26","Code","Code_259","","C49677","Heart Rate"
"http://www.cdisc.org","e9dbb83b-b16e-4a39-bcd2-e89feec2ddba","Code","Code_122","2023-09-29","C174268","Placebo Comparator Arm"
"http://www.cdisc.org","ed6c27ad-46a8-49c7-a626-f0ffbacc2b6f","Code","Code_123","2023-09-29","C188866","Data Generated Within Study"
"http://www.cdisc.org","e8137fb4-fcd5-4266-a3e7-9a1386f7fc76","Code","Code_124","2023-09-29","C174267","Active Comparator Arm"
"http://www.cdisc.org","6e81a997-658a-4141-8eca-f06a341967cd","Code","Code_125","2023-09-29","C188866","Data Generated Within Study"
"http://www.cdisc.org","4f1865fc-ac8f-4475-8ae0-18350c46a240","Code","Code_126","2023-09-29","C174267","Active Comparator Arm"
"http://www.cdisc.org","c985a290-06a0-40de-8ac2-214527fac9e0","Code","Code_127","2023-09-29","C188866","Data Generated Within Study"
"http://www.cdisc.org","cb4d9b6e-6a44-45df-9323-17bdfcc00ce8","Code","Code_135","2023-09-29","C15228","Double Blind Study"
"http://www.cdisc.org","da72bd11-71e4-4a91-bbab-b237da474064","Code","Code_128","2023-09-29","C48262","Trial Screening"
"http://www.cdisc.org","4e7191ca-9a86-420f-bc30-a5c387ca39d7","Code","Code_129","2023-09-29","C101526","Treatment Epoch"
"http://www.cdisc.org","9861e0fa-1fb7-4eaa-866a-ac47cb4ae067","Code","Code_130","2023-09-29","C101526","Treatment Epoch"
"http://www.cdisc.org","a3cada57-deca-4994-bc6f-4f7ef0fe6641","Code","Code_131","2023-09-29","C101526","Treatment Epoch"
"http://www.cdisc.org","d8f542a6-4784-428a-bbae-88189e06fc69","Code","Code_132","2023-09-29","C99158","Clinical Study Follow-up"
"ICD-10-CM","29f0ab13-aa69-4925-9067-67f0b2b4924b","Code","Code_320","1","G30.9","Alzheimer's disease; unspecified"
"SNOMED","d06d505d-931f-4a07-bcbb-676d4c6ab806","Code","Code_321","January 31, 2018","26929004","Alzheimer's disease"
"http://www.cdisc.org","11f604ea-59a6-484c-8401-b7b946a6877e","Code","Code_141","2023-09-29","C70793","Sponsor"
"http://www.cdisc.org","c82522f0-3c09-459c-b52c-a5d8d29e39a5","Code","Code_325","2023-09-29","C85826","Trial Primary Objective"
"http://www.cdisc.org","64620283-e4c0-457a-ba00-60bba40ba898","Code","Code_324","2023-09-29","C94496","Primary Endpoint"
"http://www.cdisc.org","3b000572-9772-448e-9fa7-793b81ba0d56","Code","Code_326","2023-09-29","C94496","Primary Endpoint"
"http://www.cdisc.org","3cf74642-70a4-434e-b226-5b33c61b97dd","Code","Code_328","2023-09-29","C85826","Trial Primary Objective"
"http://www.cdisc.org","836174fd-b8fb-4b99-8b08-6de829f0083c","Code","Code_327","2023-09-29","C94496","Primary Endpoint"
"http://www.cdisc.org","2b43a7ff-f696-4340-bd0d-111383d8e97c","Code","Code_329","2023-09-29","C94496","Primary Endpoint"
"http://www.cdisc.org","d4dc562a-090f-4250-b9ab-03b9cb9be78e","Code","Code_330","2023-09-29","C94496","Primary Endpoint"
"http://www.cdisc.org","a9b876fe-55d0-4264-b43a-852b1caf9a92","Code","Code_332","2023-09-29","C85827","Trial Secondary Objective"
"http://www.cdisc.org","c13e1d1c-dfd2-4efc-8d0a-98ca0fd8cf3f","Code","Code_331","2023-09-29","C139173","Secondary Endpoint"
"http://www.cdisc.org","ff38d642-be26-45c8-bade-3d03a62e3f4f","Code","Code_333","2023-09-29","C139173","Secondary Endpoint"
"http://www.cdisc.org","20d6e386-381b-4b82-914b-7a8e107fca1b","Code","Code_334","2023-09-29","C139173","Secondary Endpoint"
"http://www.cdisc.org","3831fdb6-5f9e-4922-ab78-f101d3869893","Code","Code_335","2023-09-29","C25532","Inclusion Criteria"
"http://www.cdisc.org","703521bd-2672-4103-8690-370b13a224bd","Code","Code_336","2023-09-29","C25532","Inclusion Criteria"
"http://www.cdisc.org","9d8090c9-ffa2-40eb-ba89-c0fc1bb20f0d","Code","Code_337","2023-09-29","C25532","Inclusion Criteria"
"http://www.cdisc.org","0c181d66-df6b-402f-8c36-6b055a026637","Code","Code_338","2023-09-29","C25370","Exclusion Criteria"
"http://www.cdisc.org","3eb97d66-78eb-46b0-9498-4e8063ac605e","Code","Code_322","2023-09-29","C29848","Year"
"http://www.cdisc.org","558cfc3f-183d-4f49-a81d-73b4af50aaa8","Code","Code_14","2023-09-29","C201357","Before"
"http://www.cdisc.org","9a3571df-84a5-472b-9fce-b76a415ff966","Code","Code_15","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","c6bb9b77-9f07-4a64-a500-fd6056996208","Code","Code_16","2023-09-29","C201357","Before"
"http://www.cdisc.org","f87f01bd-c06f-4dae-b52b-4c57cb300ccb","Code","Code_17","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","def05a8a-e83b-4d3e-9e23-380d65ed8897","Code","Code_19","2023-09-29","C201358","Fixed Reference"
"http://www.cdisc.org","c5a7d116-3c87-403e-862c-05606c5eb008","Code","Code_20","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","64ac5712-b911-42db-8929-a2ac59126795","Code","Code_21","2023-09-29","C201356","After"
"http://www.cdisc.org","8553e30d-072e-4c23-a38a-fe7af2be1e47","Code","Code_22","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","c383bb53-2971-4f77-a92a-aad2b63a52fa","Code","Code_24","2023-09-29","C201356","After"
"http://www.cdisc.org","e5546cbf-9f38-4ae4-97d3-e3e560d35d18","Code","Code_25","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","7331dff5-39c6-4973-8bd8-ad80a4fd297b","Code","Code_27","2023-09-29","C201356","After"
"http://www.cdisc.org","9fc0168b-e84b-403f-af25-89774b1a7bba","Code","Code_28","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","3382ba00-828b-49df-b030-b48b31530e8a","Code","Code_30","2023-09-29","C201356","After"
"http://www.cdisc.org","53d3b853-bc26-4c33-bf6b-f866b150c5b9","Code","Code_31","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","4060f795-e31a-4981-a668-891c84aed992","Code","Code_35","2023-09-29","C201356","After"
"http://www.cdisc.org","3c22ee99-25e8-4741-9b68-38adb9687303","Code","Code_36","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","9387404e-9e83-4eff-be5e-352a1ea789bf","Code","Code_40","2023-09-29","C201356","After"
"http://www.cdisc.org","73c0faab-8cf0-4b3b-b815-a886742110c9","Code","Code_41","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","c30bfcab-2edd-4044-8930-bd4df7d7eb00","Code","Code_45","2023-09-29","C201356","After"
"http://www.cdisc.org","44e2ad38-fbbb-4fb4-9fa8-9b343492fe14","Code","Code_46","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","d9e5ef44-7460-4d91-86fb-3841755b20e4","Code","Code_50","2023-09-29","C201356","After"
"http://www.cdisc.org","c91d937d-54c1-4698-8ad4-9d84b8ae82f8","Code","Code_51","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","23276960-b57e-4481-9cea-a6d6aa07ba25","Code","Code_53","2023-09-29","C201356","After"
"http://www.cdisc.org","85984df2-589c-4240-a59e-5b2181c6eac6","Code","Code_54","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","8f5805d9-7366-41cc-a6f7-4883e5a2b642","Code","Code_33","2023-09-29","C201356","After"
"http://www.cdisc.org","3a33e562-7af6-41aa-840e-3fe60df6ce84","Code","Code_34","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","a2ccfddb-1db8-4125-b73e-a287b5210136","Code","Code_38","2023-09-29","C201356","After"
"http://www.cdisc.org","0568f09d-59ab-4d73-bd55-c3c68714ecb4","Code","Code_39","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","25d4d4c9-884d-45c8-b3dd-bc69d859bb85","Code","Code_43","2023-09-29","C201356","After"
"http://www.cdisc.org","8936ac55-c3aa-46f0-ba8c-cef7eb481362","Code","Code_44","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","666055ea-0133-47f0-85d7-4191c7b0987c","Code","Code_48","2023-09-29","C201356","After"
"http://www.cdisc.org","6fd6f11c-70a2-4eac-93ae-d084f277431d","Code","Code_49","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","5f6e0920-dfa7-4ac7-bd9d-77e791f266b1","Code","Code_56","2023-09-29","C201358","Fixed Reference"
"http://www.cdisc.org","560ea7b3-d5cb-473e-97f8-7ff706d1862e","Code","Code_57","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","4d7f1a3c-3b6d-497e-801b-7db39b122968","Code","Code_58","2023-09-29","C201358","Fixed Reference"
"http://www.cdisc.org","993b9aa9-05ca-4789-9802-15231e635753","Code","Code_59","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","bbc8b579-9811-41a8-b615-0a81146020b4","Code","Code_60","2023-09-29","C201358","Fixed Reference"
"http://www.cdisc.org","c555f3a4-b1e0-47d6-addf-39e13e3d768b","Code","Code_61","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","722aaabf-7222-4137-9748-4f56d2a85f16","Code","Code_62","2023-09-29","C201356","After"
"http://www.cdisc.org","2e2942e4-afe2-4ac3-9f5a-83db86c1f696","Code","Code_63","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","539a4c10-5694-4ced-804d-ddff0e2d9d76","Code","Code_64","2023-09-29","C201356","After"
"http://www.cdisc.org","d7e6a187-fc7d-4db6-ad6d-761bec2ec1cd","Code","Code_65","2023-09-29","C201353","End to Start"
"http://www.cdisc.org","110d0d3a-cefd-4647-8b3f-cd528df3356c","Code","Code_66","2023-09-29","C201356","After"
"http://www.cdisc.org","2de59219-c848-4865-a98f-e3ce6f87d3a7","Code","Code_67","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","6ee763e1-1265-4635-97ee-c53e84c4c3d0","Code","Code_68","2023-09-29","C201356","After"
"http://www.cdisc.org","e21963a8-3b1d-4d7a-af36-32a5cbf05eb7","Code","Code_69","2023-09-29","C201353","End to Start"
"http://www.cdisc.org","4c9794a3-5a0d-4e18-aa4f-b926d8b7a060","Code","Code_70","2023-09-29","C201356","After"
"http://www.cdisc.org","fe8dad70-aea3-4467-9ef3-5f169bdeb0bc","Code","Code_71","2023-09-29","C201355","Start to Start"
"http://www.cdisc.org","88e745e9-768b-4ce5-b22c-0febf1c04773","Code","Code_339","2023-09-29","C70793","Clinical Study Sponsor"
"ISO 3166 1 alpha3","89005868-6da3-43e3-933c-b8aced5122ab","Code","Code_340","2020-08","GBR","United Kingdom of Great Britain and Northern Ireland"
"http://www.cdisc.org","725f010e-475c-48dd-bee9-2c75eeac64a5","Code","Code_3","2023-09-29","C94108","Study Acronym"
"http://www.cdisc.org","c7d06812-b016-4266-afda-75a303f46f99","Code","Code_5","2023-09-29","C99905x1","Brief Study Title"
"http://www.cdisc.org","09039f7c-0337-481d-9187-dc5a645cae35","Code","Code_6","2023-09-29","C99905x2","Official Study Title"
"http://www.cdisc.org","2f9416ec-db37-4b9a-a1f9-a1a4c87e74ba","Code","Code_7","2023-09-29","C99905x3","Public Study Title"
"http://www.cdisc.org","2633a9bb-b3fb-4a3c-b9b2-6821371e8dd4","Code","Code_8","2023-09-29","C25508","Final"
"http://www.cdisc.org","27557414-8b16-4ebd-b9e1-0bb3a20e5bbf","Code","Code_11","2023-09-29","C99903x1","Protocol Effective Date"
"http://www.cdisc.org","b4e2a33a-f1be-440f-ac4f-c2c88aa5f97d","Code","Code_13","2023-09-29","C41129","Region"
"ISO 3166 1 alpha3","a0147b22-f490-4622-af55-ab60fa9e9429","Code","Code_12","2020-08","150","Europe"
