"code","id","uuid:ID","codeSystemVersion","instanceType","codeSystem","decode"
"C49488","Code_168","59c961bb-7436-4053-80bc-05c81f0135ca","2023-12-15","Code","http://www.cdisc.org","Yes"
"C113380","Code_169","eb2da231-5d25-498f-abfd-07456c0629ea","2023-12-15","Code","http://www.cdisc.org","Disabling Adverse Event"
"C49487","Code_170","66b4bf63-f179-475b-9636-7ce838eda3bf","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_171","fd1f451b-5bf8-4439-92e4-ae56e584c144","2023-12-15","Code","http://www.cdisc.org","Yes"
"C48275","Code_172","a42149e2-f9b0-460a-9d08-a5c5db50a9ed","2023-12-15","Code","http://www.cdisc.org","Death Related to Adverse Event"
"C49487","Code_173","793f25ed-6eea-44f4-b82f-0caad7f1151f","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_174","f8454eae-bca8-4d54-be8f-52b78507cc7c","2023-12-15","Code","http://www.cdisc.org","Yes"
"C83052","Code_175","973d8de1-12e5-4cea-9d2c-c3cf9809281f","2023-12-15","Code","http://www.cdisc.org","Adverse Event associated with Hospitalization"
"C49487","Code_176","ec1ed2f8-276d-4f3d-9eef-2a35be8117f6","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_177","b835cf05-7f6f-4fe7-8c7e-675aed506b8b","2023-12-15","Code","http://www.cdisc.org","Yes"
"C84266","Code_178","73f5e6c1-4059-4762-b266-ddc658d80846","2023-12-15","Code","http://www.cdisc.org","Life Threatening Adverse Event"
"C49487","Code_179","d2ce2ead-3cf2-4e07-8f73-900aeed3ca1e","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_180","cea80bfc-5ff2-44ca-a377-bfe69e083773","2023-12-15","Code","http://www.cdisc.org","Yes"
"C83214","Code_181","a0e93f2d-cd6f-486d-b7db-134bbffa7d00","2023-12-15","Code","http://www.cdisc.org","Adverse Event Occurred with Overdose"
"C49487","Code_182","24a5367f-f6f8-45fb-aaf1-3855d24419ec","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_183","9ed3f8bc-30a8-4b36-8056-7d8cb360feb3","2023-12-15","Code","http://www.cdisc.org","Yes"
"C83053","Code_184","f92339c2-9b8f-49de-87f1-de88607f8373","2023-12-15","Code","http://www.cdisc.org","Adverse Event Associated with Serious Medical Event"
"C49487","Code_185","0eb7fa5d-d134-4d37-a314-25f788f24e15","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_186","de1f1f80-0a2e-49a7-acbf-0b8051920224","2023-12-15","Code","http://www.cdisc.org","Yes"
"C83199","Code_187","409a764e-9c6d-4350-ad82-b2685926a39b","2023-12-15","Code","http://www.cdisc.org","Adverse Event Concomitant Treatment"
"C83215","Code_188","0e30da8c-d22a-4a52-9767-b1684415c6be","2023-12-15","Code","http://www.cdisc.org","Adverse Event Start Date Time"
"C83201","Code_189","582f1587-6d7a-4e7b-af47-695d333022db","2023-12-15","Code","http://www.cdisc.org","Adverse Event End Date Time"
"C179175","Code_190","613659e7-c675-4982-acd3-76e653e1415f","2023-12-15","Code","http://www.cdisc.org","Solicited Adverse Event"
"C25298","Code_191","0b96e08a-52fc-44d3-be0d-6b42d1c90cf0","2023-12-15","Code","http://www.cdisc.org","SYSBP"
"C77140","Code_192","6a3d7979-6530-41e4-b6c4-d21c9b3f6cea","2023-12-15","Code","http://www.cdisc.org","Clinical Test Result"
"C49669","Code_193","5da81ac6-c22d-4f35-9050-c92cfc41e65c","2023-12-15","Code","http://www.cdisc.org","Unit of Pressure"
"C62122","Code_194","19a21945-6a4f-4163-a7a4-14ebe754373a","2023-12-15","Code","http://www.cdisc.org","Sitting"
"C62166","Code_195","7ab9be2a-7cdf-4cd3-ac7f-5ff4c00406d0","2023-12-15","Code","http://www.cdisc.org","Standing"
"C62167","Code_196","a678c808-f480-4f46-861a-547ed1e84614","2023-12-15","Code","http://www.cdisc.org","Supine Position"
"C62164","Code_197","29a8de5b-a9bd-43af-b1fd-d9602e3eab41","2023-12-15","Code","http://www.cdisc.org","Body Position"
"C12681","Code_198","3c8e5bb0-e8a8-46ae-b1b4-58ac9fce291b","2023-12-15","Code","http://www.cdisc.org","Brachial Artery"
"C12687","Code_199","06f6844e-b53c-4d5e-b80e-336ffa9fed63","2023-12-15","Code","http://www.cdisc.org","Common Carotid Artery"
"C32478","Code_200","6e33c09e-c007-46d5-a4ca-8e7aca65a9f9","2023-12-15","Code","http://www.cdisc.org","Dorsalis Pedis Artery"
"C12715","Code_201","00c21966-889c-4acb-8583-136c6e71894b","2023-12-15","Code","http://www.cdisc.org","Femoral Artery"
"C12838","Code_202","5e5ca4bf-e53f-4555-be01-236b5ebe756a","2023-12-15","Code","http://www.cdisc.org","Radial Artery"
"C13717","Code_203","90893a9a-26db-46df-b106-60b3d89de691","2023-12-15","Code","http://www.cdisc.org","Anatomic Site"
"C25229","Code_204","34cea4d9-f6d4-42fe-a160-1d461c36beea","2023-12-15","Code","http://www.cdisc.org","Left"
"C25228","Code_205","9e990398-5f11-4030-a7fd-09571d0f7591","2023-12-15","Code","http://www.cdisc.org","Right"
"C25185","Code_206","966ba5e4-4a63-42af-bc6c-3dcc4fc51406","2023-12-15","Code","http://www.cdisc.org","Laterality"
"C25298","Code_207","a79748f5-a68e-4cd5-9f31-761910dd47f6","2023-12-15","Code","http://www.cdisc.org","SYSBP"
"C25299","Code_208","d62265cc-4296-4f10-b653-187c26e20e30","2023-12-15","Code","http://www.cdisc.org","DIABP"
"C77140","Code_209","dc244c9c-5574-4f7d-b490-2b5f57f89e7f","2023-12-15","Code","http://www.cdisc.org","Clinical Test Result"
"C49669","Code_210","294ffaa8-40a6-4d3c-b81b-d73a040c849c","2023-12-15","Code","http://www.cdisc.org","Unit of Pressure"
"C62122","Code_211","cdd7788e-f98f-485b-9cb6-c05292d7807e","2023-12-15","Code","http://www.cdisc.org","Sitting"
"C62166","Code_212","ae7fc96f-9250-46d1-a0a8-0c1ea9a63e89","2023-12-15","Code","http://www.cdisc.org","Standing"
"C62167","Code_213","07acf5e9-2247-42da-853c-d8d139e8185f","2023-12-15","Code","http://www.cdisc.org","Supine Position"
"C62164","Code_214","fbbfa6c4-219f-4f59-9243-da46db21a9b7","2023-12-15","Code","http://www.cdisc.org","Body Position"
"C12681","Code_215","4a8a035a-84b3-49d6-bfab-b9435d5dcbc4","2023-12-15","Code","http://www.cdisc.org","Brachial Artery"
"C12687","Code_216","9fcf3a3a-7488-4586-b7d9-6c881fc20b9e","2023-12-15","Code","http://www.cdisc.org","Common Carotid Artery"
"C32478","Code_217","327d5881-fa57-4334-8de3-fde2324e7107","2023-12-15","Code","http://www.cdisc.org","Dorsalis Pedis Artery"
"C12715","Code_218","107606a1-992e-4cf9-afd8-533be85d606c","2023-12-15","Code","http://www.cdisc.org","Femoral Artery"
"C12838","Code_219","57d465cf-4909-486c-bc88-0fd5aab38bf1","2023-12-15","Code","http://www.cdisc.org","Radial Artery"
"C13717","Code_220","2380487c-9ef5-4c2f-baea-263d2c45e900","2023-12-15","Code","http://www.cdisc.org","Anatomic Site"
"C25229","Code_221","47fa0eff-575e-4334-b647-d92a07aeeafe","2023-12-15","Code","http://www.cdisc.org","Left"
"C25228","Code_222","3e640ed1-eb9b-4bfe-a3ae-ec85dbffdbc0","2023-12-15","Code","http://www.cdisc.org","Right"
"C25185","Code_223","afad955d-91e4-4e0e-894d-d5c8c1e1ee37","2023-12-15","Code","http://www.cdisc.org","Laterality"
"C25299","Code_224","514323b2-e145-4d87-8330-4370160d50b7","2023-12-15","Code","http://www.cdisc.org","DIABP"
"C174446","Code_225","1076a6b9-80b1-4524-b6d7-5bd7d3aeb864","2023-12-15","Code","http://www.cdisc.org","TEMP"
"C77140","Code_226","afd3cc0a-4df6-42e5-a3a6-40d0c8deb66f","2023-12-15","Code","http://www.cdisc.org","Clinical Test Result"
"C42559","Code_227","def8a717-2061-4607-979f-fdf92e44c3b4","2023-12-15","Code","http://www.cdisc.org","Degree Celsius"
"C44277","Code_228","16d8221b-cbce-4774-bea0-efd4de1d9863","2023-12-15","Code","http://www.cdisc.org","Degree Fahrenheit"
"C42537","Code_229","fa88440f-1a26-472a-879f-008c7d61bd6b","2023-12-15","Code","http://www.cdisc.org","Kelvin"
"C44276","Code_230","0aeed94a-ab63-49ce-bdad-982f5fa35d75","2023-12-15","Code","http://www.cdisc.org","Unit of Temperature"
"C12674","Code_231","1cfa7d0a-a589-4e3b-84d4-a25547f1eea6","2023-12-15","Code","http://www.cdisc.org","Axilla"
"C12394","Code_232","7031e761-1676-4ffb-ab3c-236e56106a9f","2023-12-15","Code","http://www.cdisc.org","Ear"
"C89803","Code_233","99e45a66-73ea-4fd0-a3cf-7f25220724b2","2023-12-15","Code","http://www.cdisc.org","Forehead"
"C12421","Code_234","8873eba0-9ddc-4ee7-98d0-a2a5a0129030","2023-12-15","Code","http://www.cdisc.org","Oral Cavity"
"C12390","Code_235","09438913-ad33-4544-9019-66c372386c18","2023-12-15","Code","http://www.cdisc.org","Rectum"
"C13717","Code_236","925977cd-5528-43fc-ab9d-261a682cf2db","2023-12-15","Code","http://www.cdisc.org","Anatomic Site"
"C174446","Code_237","a5dc617c-696e-4a0f-b203-6464e6ee31fd","2023-12-15","Code","http://www.cdisc.org","TEMP"
"C25208","Code_238","2a2406c2-4abf-4a2f-b572-c4a638ec4c74","2023-12-15","Code","http://www.cdisc.org","WEIGHT"
"C77140","Code_239","75dd24d1-a187-417f-b7e0-cb4aeabfa60e","2023-12-15","Code","http://www.cdisc.org","Clinical Test Result"
"C48531","Code_240","e1bff429-8889-47e1-89b6-6106cf58cf56","2023-12-15","Code","http://www.cdisc.org","Pound"
"C48155","Code_241","f055bd06-0ad9-4599-9253-fa07bb6a5c7b","2023-12-15","Code","http://www.cdisc.org","Gram"
"C28252","Code_242","38d335a8-b1c2-406d-8ccc-d5fb8dfb80a6","2023-12-15","Code","http://www.cdisc.org","Kilogram"
"C48208","Code_243","01ba55f2-1eee-4fdd-9459-bedfc9f14cdf","2023-12-15","Code","http://www.cdisc.org","Unit of Weight"
"C25208","Code_244","52ddc082-ed69-4865-86d8-a12edee0ffe3","2023-12-15","Code","http://www.cdisc.org","WEIGHT"
"C25347","Code_245","10fb93cf-ba15-4e53-9188-3778d66806f6","2023-12-15","Code","http://www.cdisc.org","HEIGHT"
"C77140","Code_246","353ead32-4288-4ea7-90b7-9c83c834e7de","2023-12-15","Code","http://www.cdisc.org","Clinical Test Result"
"C49668","Code_247","30b8bade-820e-4efd-84e9-c73988d734f7","2023-12-15","Code","http://www.cdisc.org","Centimeter"
"C48500","Code_248","43d58e79-6ecb-4b74-b77d-8ef3d4bac12d","2023-12-15","Code","http://www.cdisc.org","Inch"
"C41139","Code_249","0466be4a-5485-4443-bf88-f3b708dfc4f9","2023-12-15","Code","http://www.cdisc.org","Meter"
"C168688","Code_250","7d22112f-7a24-411c-acb6-66badc3c7672","2023-12-15","Code","http://www.cdisc.org","Unit of Height"
"C25347","Code_251","42ea40f0-48a2-4fee-87f4-3d199ac8bc6d","2023-12-15","Code","http://www.cdisc.org","HEIGHT"
"C64433","Code_252","e39d9c1a-83a5-49d9-a82c-e5ade589cbcb","2023-12-15","Code","http://www.cdisc.org","ALT"
"C36292","Code_253","503f1054-8c45-4864-b70f-a6e9bc58f2d3","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Result"
"C67456","Code_254","0abc7b02-15ca-4201-a0df-2099ce131a0f","2023-12-15","Code","http://www.cdisc.org","Unit per Liter"
"C67397","Code_255","39b2fb97-ecb0-4709-a57b-70bd4aec5f70","2023-12-15","Code","http://www.cdisc.org","Microkatal per Liter"
"C67376","Code_256","8fe0c703-7ad4-468f-b04c-518ea41eb86c","2023-12-15","Code","http://www.cdisc.org","International Unit per Liter"
"C70510","Code_257","9a84eead-2ce1-449e-9957-a71cee8fcedb","2023-12-15","Code","http://www.cdisc.org","Nanokatal per Liter"
"C67365","Code_258","8aa3bcdd-8ffa-4600-80f7-3c11a95783d3","2023-12-15","Code","http://www.cdisc.org","Unit of Catalytic Activity Concentration"
"C70713","Code_259","ea950f5b-53ab-4aa5-aaae-53ae91bbfd2b","2023-12-15","Code","http://www.cdisc.org","Biospecimen Type"
"C49487","Code_260","32671d11-9aaa-4021-a8d5-f221df3100b6","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_261","e44a5471-462d-4318-b6ec-f41ccf1e09cb","2023-12-15","Code","http://www.cdisc.org","Yes"
"C83309","Code_262","3079cf80-4925-44db-a4f0-e77137fef82a","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Fasting Status"
"C64433","Code_263","093ac8b9-4aae-4d5f-a19c-aed17c877723","2023-12-15","Code","http://www.cdisc.org","ALT"
"C64431","Code_264","83ab18e3-fc58-4036-8cdd-2922a7ebb2e8","2023-12-15","Code","http://www.cdisc.org","ALB"
"C36292","Code_265","5a36f26c-fb26-4dd2-a6d5-77f811d99464","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Result"
"C70713","Code_266","774df952-8608-439c-a008-eef061ca858a","2023-12-15","Code","http://www.cdisc.org","Biospecimen Type"
"C49487","Code_267","e4cd9a30-5a00-4898-b26f-c2f9350d950a","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_268","1e696c4d-3edb-468f-8ab9-99b356f6101d","2023-12-15","Code","http://www.cdisc.org","Yes"
"C83309","Code_269","5b066c79-3d5a-45f5-8958-3f1bfd61adcf","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Fasting Status"
"C64431","Code_270","2bb166db-44af-4c4e-95e7-02a97879de36","2023-12-15","Code","http://www.cdisc.org","ALB"
"C64432","Code_271","40ca80da-018d-437c-b346-99ba4624c4d5","2023-12-15","Code","http://www.cdisc.org","ALP"
"C36292","Code_272","d077cf28-85ff-45f0-bc2d-cef7defc355f","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Result"
"C67456","Code_273","40c5c89e-e55c-455b-9266-6197529b8cb5","2023-12-15","Code","http://www.cdisc.org","Unit per Liter"
"C67397","Code_274","69631925-763f-4065-b726-dab110d087fc","2023-12-15","Code","http://www.cdisc.org","Microkatal per Liter"
"C67376","Code_275","c2970655-ed2a-430d-8b69-4ceb9ebe82cb","2023-12-15","Code","http://www.cdisc.org","International Unit per Liter"
"C67365","Code_276","3ad6d4e1-d992-4672-9909-a036cd4d98a7","2023-12-15","Code","http://www.cdisc.org","Unit of Catalytic Activity Concentration"
"C70713","Code_277","9cb55a0a-bb7a-45cd-9a86-400bf9ac4f3d","2023-12-15","Code","http://www.cdisc.org","Biospecimen Type"
"C49487","Code_278","0681682d-a075-4d2d-a321-ef5edaee7065","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_279","4b2d18cc-8fd1-415f-b0dc-83dcd71a9591","2023-12-15","Code","http://www.cdisc.org","Yes"
"C83309","Code_280","6fc1f71e-4d47-4b6c-8280-f0840d901d3c","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Fasting Status"
"C64432","Code_281","f04c179c-a681-4461-9bc3-611d7ff512ab","2023-12-15","Code","http://www.cdisc.org","ALP"
"C64467","Code_282","fca6c43c-d3dc-4598-a57a-443789e4a968","2023-12-15","Code","http://www.cdisc.org","AST"
"C36292","Code_283","f7ebb6b8-8b3f-4a4c-ad37-7872385e4fc3","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Result"
"C67456","Code_284","4d5e80ed-09f5-429c-ae9e-98396b5c551a","2023-12-15","Code","http://www.cdisc.org","Unit per Liter"
"C67397","Code_285","8e536b34-895a-44fa-a9cd-61ec0ff5be09","2023-12-15","Code","http://www.cdisc.org","Microkatal per Liter"
"C67376","Code_286","343d0251-0f3e-49c8-9848-0fd19948f374","2023-12-15","Code","http://www.cdisc.org","International Unit per Liter"
"C67365","Code_287","9c2a2641-1018-4f25-9d22-42397f435b74","2023-12-15","Code","http://www.cdisc.org","Unit of Catalytic Activity Concentration"
"C70713","Code_288","177d55bb-b2c9-41ed-9244-de8670e2983d","2023-12-15","Code","http://www.cdisc.org","Biospecimen Type"
"C49487","Code_289","b35f3e00-bbb9-4c58-97ec-420a3de0897e","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_290","c4fdd3b8-5bb7-48e7-903e-5e4a1c761e31","2023-12-15","Code","http://www.cdisc.org","Yes"
"C83309","Code_291","772b4c90-e76e-4d98-9dc8-77ba9c38f3b8","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Fasting Status"
"C64467","Code_292","0aed51d8-e4dd-4fef-832d-c373379ab7d1","2023-12-15","Code","http://www.cdisc.org","AST"
"C64547","Code_293","d3a20fbe-6630-47b7-9f8d-f2701b8e7377","2023-12-15","Code","http://www.cdisc.org","CREAT"
"C36292","Code_294","190b4097-e5a8-4734-a7a0-46d84bc20965","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Result"
"C67015","Code_295","d29a9a26-88d4-4d02-8f90-aa93e902cc22","2023-12-15","Code","http://www.cdisc.org","Milligram per Deciliter"
"C64572","Code_296","4ab7b286-7e34-453d-bd97-56fc082b0f38","2023-12-15","Code","http://www.cdisc.org","Microgram per Milliliter"
"C64387","Code_297","e1d695f7-e454-45d5-a2f3-75d7e5424b83","2023-12-15","Code","http://www.cdisc.org","Millimole per Liter"
"C48508","Code_298","f59a0cc7-9dc4-45bd-adc9-f43a33c5d941","2023-12-15","Code","http://www.cdisc.org","Micromole per Liter"
"C48207","Code_299","c5a70afc-fce9-4c43-972b-5b90dd104fef","2023-12-15","Code","http://www.cdisc.org","Unit of Concentration"
"C70713","Code_300","5cb8ab20-ac4a-4730-9af2-4c621ef16593","2023-12-15","Code","http://www.cdisc.org","Biospecimen Type"
"C49487","Code_301","7d8b2644-f68f-4448-86cc-1d932feb12e6","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_302","1595c28f-0972-4a44-8b1c-7adc61207dec","2023-12-15","Code","http://www.cdisc.org","Yes"
"C83309","Code_303","26a4af6f-79e5-4d4c-9a53-fad4a42878c4","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Fasting Status"
"C64547","Code_304","ce1b4c76-43af-487f-a0b4-c8c1aafef22d","2023-12-15","Code","http://www.cdisc.org","CREAT"
"C64853","Code_305","3a89cd69-c786-440d-a981-1938051ddbce","2023-12-15","Code","http://www.cdisc.org","K"
"C36292","Code_306","e9c9a094-fe96-4725-8327-b4b9ef543f08","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Result"
"C67474","Code_307","f2caeec7-c767-4c5a-9481-f2a0e28cd30c","2023-12-15","Code","http://www.cdisc.org","Milliequivalent per Liter"
"C67473","Code_308","3e634867-6345-4836-9124-daa1759f313c","2023-12-15","Code","http://www.cdisc.org","Milliequivalent per Deciliter"
"C64387","Code_309","f61058c5-35f9-4e7b-907a-a3a9a75c4aec","2023-12-15","Code","http://www.cdisc.org","Millimole per Liter"
"C64567","Code_310","87b4081e-a130-4894-b869-2a0224bc2554","2023-12-15","Code","http://www.cdisc.org","Molarity Unit"
"C70713","Code_311","29c991fe-52d4-430f-9341-490953a69813","2023-12-15","Code","http://www.cdisc.org","Biospecimen Type"
"C49487","Code_312","0667c17e-4751-474e-b095-8e2718a0ece7","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_313","2f414b62-2fa5-4983-8985-ac96f9b4f434","2023-12-15","Code","http://www.cdisc.org","Yes"
"C83309","Code_314","5c4535e9-5513-4bf7-a351-ca1a9f68a1ed","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Fasting Status"
"C64853","Code_315","836fe745-576a-4715-af05-b581d08fd321","2023-12-15","Code","http://www.cdisc.org","K"
"C64809","Code_316","fabeed5a-c244-4030-afa1-fb5ecacd2ef4","2023-12-15","Code","http://www.cdisc.org","SODIUM"
"C36292","Code_317","ae9b9415-f34b-4901-9c35-28d093465896","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Result"
"C67474","Code_318","858d367a-0930-47fd-9d37-43661fd55456","2023-12-15","Code","http://www.cdisc.org","Milliequivalent per Liter"
"C67473","Code_319","6a47037f-d5d4-4a5a-86e5-1afca18e14ed","2023-12-15","Code","http://www.cdisc.org","Milliequivalent per Deciliter"
"C64387","Code_320","c2fb9835-7907-479a-9e02-c503a81d817e","2023-12-15","Code","http://www.cdisc.org","Millimole per Liter"
"C64567","Code_321","efa8e790-d2e5-43ab-a1db-ca97c04a26d8","2023-12-15","Code","http://www.cdisc.org","Molarity Unit"
"C70713","Code_322","2f57366f-344d-45e9-aadd-09408b73b98e","2023-12-15","Code","http://www.cdisc.org","Biospecimen Type"
"C49487","Code_323","4a8952ae-815b-43fb-b5ad-14db3135fa01","2023-12-15","Code","http://www.cdisc.org","No"
"C49488","Code_324","f5257815-040e-4f35-8af9-1c8142301569","2023-12-15","Code","http://www.cdisc.org","Yes"
"C83309","Code_325","2fd0718d-6065-4b4e-a030-75e55447d845","2023-12-15","Code","http://www.cdisc.org","Laboratory Test Fasting Status"
"C64809","Code_326","68ed6972-b302-431f-b478-4dad1fe77dac","2023-12-15","Code","http://www.cdisc.org","SODIUM"
"C25298","Code_327","c0ca071c-535f-4943-8e7d-b02c66f45321","2023-12-15","Code","http://www.cdisc.org","SYSBP"
"C77140","Code_328","e2cf0b35-0cc7-42f1-8e0f-12e67fec6e3b","2023-12-15","Code","http://www.cdisc.org","Clinical Test Result"
"C49669","Code_329","eda3e9f3-39ed-4632-84f6-33ad7adad5c9","2023-12-15","Code","http://www.cdisc.org","Unit of Pressure"
"C62122","Code_330","35b66b7f-1215-49f6-9781-8cfb62ec8080","2023-12-15","Code","http://www.cdisc.org","Sitting"
"C62166","Code_331","3adcd2c1-c364-4886-8b91-c0e377efeeea","2023-12-15","Code","http://www.cdisc.org","Standing"
"C62167","Code_332","0f7f5170-0837-41fb-acdc-21ca57073702","2023-12-15","Code","http://www.cdisc.org","Supine Position"
"C62164","Code_333","77c1d785-8894-47cd-9dd1-454dcba39bac","2023-12-15","Code","http://www.cdisc.org","Body Position"
"C12681","Code_334","4e5864b1-8830-4727-9417-bfa7399093c7","2023-12-15","Code","http://www.cdisc.org","Brachial Artery"
"C12687","Code_335","1f6ec555-1cd5-4a1e-813f-dec59bd19d23","2023-12-15","Code","http://www.cdisc.org","Common Carotid Artery"
"C32478","Code_336","0b9259f7-dc27-473f-8073-1109245c4187","2023-12-15","Code","http://www.cdisc.org","Dorsalis Pedis Artery"
"C12715","Code_337","6c1582dc-b1f6-4fb0-a54e-4a4f015175aa","2023-12-15","Code","http://www.cdisc.org","Femoral Artery"
"C12838","Code_338","bc4bc657-b327-4607-ad43-5b7b720aa922","2023-12-15","Code","http://www.cdisc.org","Radial Artery"
"C13717","Code_339","8a2ee49a-34df-444e-987b-ac307d56422d","2023-12-15","Code","http://www.cdisc.org","Anatomic Site"
"C25229","Code_340","3ea4e1f5-653b-4eb2-92cb-8ee93ee4b4c2","2023-12-15","Code","http://www.cdisc.org","Left"
"C25228","Code_341","88c4ccc4-5980-4d42-ad97-56b8f9ba0814","2023-12-15","Code","http://www.cdisc.org","Right"
"C25185","Code_342","f23f088c-b748-46c7-a308-7f595a4e44c0","2023-12-15","Code","http://www.cdisc.org","Laterality"
"C25298","Code_343","66d90bc7-a242-4419-b916-0d39211339c7","2023-12-15","Code","http://www.cdisc.org","SYSBP"
"C25299","Code_344","120c5dab-ce1c-4745-bede-63e62a2e7cd2","2023-12-15","Code","http://www.cdisc.org","DIABP"
"C77140","Code_345","0226049c-3456-4670-96dd-7abcad0aef9e","2023-12-15","Code","http://www.cdisc.org","Clinical Test Result"
"C49669","Code_346","a2431c6f-189a-4177-8597-57b5e8be643d","2023-12-15","Code","http://www.cdisc.org","Unit of Pressure"
"C62122","Code_347","3148020a-5c05-4521-90b0-4ed11617b89c","2023-12-15","Code","http://www.cdisc.org","Sitting"
"C62166","Code_348","27ec3bcd-6dc7-47a2-aefe-d5136ed5774c","2023-12-15","Code","http://www.cdisc.org","Standing"
"C62167","Code_349","b3c0ea53-90e0-40ab-93ee-a8c116971702","2023-12-15","Code","http://www.cdisc.org","Supine Position"
"C62164","Code_350","e9399f26-c04f-4365-9716-b0449f490817","2023-12-15","Code","http://www.cdisc.org","Body Position"
"C12681","Code_351","ea840039-b05f-46fe-a812-1e974cc0f8f4","2023-12-15","Code","http://www.cdisc.org","Brachial Artery"
"C12687","Code_352","9043911c-d0c9-4bb3-a189-72b75e142127","2023-12-15","Code","http://www.cdisc.org","Common Carotid Artery"
"C32478","Code_353","22717dae-7434-4f10-a2ac-657d77731dd8","2023-12-15","Code","http://www.cdisc.org","Dorsalis Pedis Artery"
"C12715","Code_354","625c773e-8981-48b4-81d3-ea4ce23aa73c","2023-12-15","Code","http://www.cdisc.org","Femoral Artery"
"C12838","Code_355","c20301ff-0067-4d7c-9a4e-0c37f6b9ae10","2023-12-15","Code","http://www.cdisc.org","Radial Artery"
"C13717","Code_356","c05fa5a3-d1d9-4888-80c2-aea6f61e941f","2023-12-15","Code","http://www.cdisc.org","Anatomic Site"
"C25229","Code_357","7538d6da-284c-414e-9348-50a0005f0c89","2023-12-15","Code","http://www.cdisc.org","Left"
"C25228","Code_358","ce0bcdc9-fd76-4c0a-9518-bb1aa01f7154","2023-12-15","Code","http://www.cdisc.org","Right"
"C25185","Code_359","2d8b64aa-7ddb-4878-ac04-b87b23274eff","2023-12-15","Code","http://www.cdisc.org","Laterality"
"C25299","Code_360","06f753ed-bce5-465a-970b-e1d5fa665d56","2023-12-15","Code","http://www.cdisc.org","DIABP"
"C49677","Code_361","d6d6ab86-c0fb-465d-97bb-b7b82e1abbbe","2023-12-15","Code","http://www.cdisc.org","HR"
"C77140","Code_362","a446c4e9-7553-469b-a754-e75016c385f1","2023-12-15","Code","http://www.cdisc.org","Clinical Test Result"
"C73688","Code_363","0d6c4d53-710a-4643-8f7a-e03d234394d8","2023-12-15","Code","http://www.cdisc.org","Count per Minute"
"C62122","Code_364","1aa5b1cc-4c66-4227-885f-3e5a43bc83af","2023-12-15","Code","http://www.cdisc.org","Sitting"
"C62166","Code_365","65260ce0-6f56-44c1-b639-c3f0627492cc","2023-12-15","Code","http://www.cdisc.org","Standing"
"C62167","Code_366","e9977ef3-257c-40ea-bed6-928e6ea8895c","2023-12-15","Code","http://www.cdisc.org","Supine Position"
"C62164","Code_367","700e131a-daad-4e67-a5b0-044e58ce16fc","2023-12-15","Code","http://www.cdisc.org","Body Position"
"C12681","Code_368","6e5a04c3-6fde-4658-bb0d-77572e96ce82","2023-12-15","Code","http://www.cdisc.org","Brachial Artery"
"C12687","Code_369","5d05d7d5-1ad2-4602-a0ab-df34b4cb33e2","2023-12-15","Code","http://www.cdisc.org","Common Carotid Artery"
"C32478","Code_370","d2b130d9-fb8c-4f54-8975-937a564eeec0","2023-12-15","Code","http://www.cdisc.org","Dorsalis Pedis Artery"
"C12715","Code_371","21421893-cbbc-4e85-99c4-0da5dbc99ba7","2023-12-15","Code","http://www.cdisc.org","Femoral Artery"
"C12838","Code_372","e2139ff9-4f1c-4b5b-bb8c-c348e7a1fa5a","2023-12-15","Code","http://www.cdisc.org","Radial Artery"
"C13717","Code_373","031173d6-238a-4af9-b90b-5c5a2ea61897","2023-12-15","Code","http://www.cdisc.org","Anatomic Site"
"C25229","Code_374","b316ffcb-2258-49b1-9195-e3e48aecca8b","2023-12-15","Code","http://www.cdisc.org","Left"
"C25228","Code_375","4806c6f2-ddef-4da4-897d-17a12932b409","2023-12-15","Code","http://www.cdisc.org","Right"
"C25185","Code_376","a7b2e98c-0b80-4fe5-ac45-2171b22c7160","2023-12-15","Code","http://www.cdisc.org","Laterality"
