"uuid:ID","decode","codeSystem","codeSystemVersion","code","id"
"446c156c-f982-4f76-932c-c7cb9e5f6f73","Vital Signs Laterality","NCI Thesaurus","","C123975","Code_240"
"57dd7bfd-93cd-452b-ace0-4b2e298f1572","Test Method","NCI Thesaurus","","C82535","Code_241"
"5a3fb2e0-0ceb-4187-ba1b-95e83f7f2722","Vital Signs Position","NCI Thesaurus","","C83114","Code_242"
"62a5da3b-b1af-4ecd-90fa-6625d0188c65","Diastolic Blood Pressure","NCI Thesaurus","","C25299","Code_235"
"c5e58f06-59f6-4744-b6ea-423ef6247ce2","Placebo Comparator Arm","http://www.cdisc.org","2023-09-29","C174268","Code_106"
"99024aee-c635-4099-935f-a0f3c0b613e2","Data Generated Within Study","http://www.cdisc.org","2023-09-29","C188866","Code_107"
"67a36102-0121-4bea-bf93-d4693c9a040b","Active Comparator Arm","http://www.cdisc.org","2023-09-29","C174267","Code_108"
"706df230-ed16-4894-b70b-4fb25270b28a","Data Generated Within Study","http://www.cdisc.org","2023-09-29","C188866","Code_109"
"86063be8-9cd3-467d-a1a7-665307d3b7c0","Active Comparator Arm","http://www.cdisc.org","2023-09-29","C174267","Code_110"
"5fa9fa95-55e7-4207-a447-ab9e5deec433","Data Generated Within Study","http://www.cdisc.org","2023-09-29","C188866","Code_111"
"adfe60b0-9aae-4441-a826-b2e6184f6c88","Double Blind Study","http://www.cdisc.org","2023-09-29","C15228","Code_119"
"dd4d45fe-d18a-4e7e-aa82-18ce3ee224cf","Trial Screening","http://www.cdisc.org","2023-09-29","C48262","Code_112"
"04f42303-71a3-4c2c-92c2-c80648854636","Treatment Epoch","http://www.cdisc.org","2023-09-29","C101526","Code_113"
"9bfc4fcc-e6b3-44cd-808b-42b98f469f5b","Treatment Epoch","http://www.cdisc.org","2023-09-29","C101526","Code_114"
"25407f19-9457-48be-89e0-b631bda8fb74","Treatment Epoch","http://www.cdisc.org","2023-09-29","C101526","Code_115"
"b0e5d7c3-0c49-470e-96a1-b059a0afa82d","Clinical Study Follow-up","http://www.cdisc.org","2023-09-29","C99158","Code_116"
"1b2e5cb9-b0b9-44ca-8dce-eea311c7cf0e","Alzheimer's disease; unspecified","ICD-10-CM","1","G30.9","Code_296"
"5b5c834e-de7c-4846-bac0-6dd17231da54","Alzheimer's disease","SNOMED","January 31, 2018","26929004","Code_297"
"4d4d5ce0-7cac-4e30-908d-55bf435b8a4c","Trial Primary Objective","http://www.cdisc.org","2023-09-29","C85826","Code_300"
"5f5d4945-4276-447a-8fe2-adcfc88b7038","Primary Endpoint","http://www.cdisc.org","2023-09-29","C94496","Code_299"
"7e6f0c7c-414c-4c2a-bf54-4d9ee4dc2c68","Primary Endpoint","http://www.cdisc.org","2023-09-29","C94496","Code_301"
"23912a28-f706-4a8d-8b97-2ee385ffd40f","Trial Primary Objective","http://www.cdisc.org","2023-09-29","C85826","Code_303"
"835cabcc-5ccc-45ab-b189-f011ff3e44d1","Primary Endpoint","http://www.cdisc.org","2023-09-29","C94496","Code_302"
"d9ce49a8-1c51-42c5-9fd7-7d1966d7b413","Primary Endpoint","http://www.cdisc.org","2023-09-29","C94496","Code_304"
"9147be04-82c7-4ba2-9aaf-73766398d107","Primary Endpoint","http://www.cdisc.org","2023-09-29","C94496","Code_305"
"d9a9e3b6-c07b-4ea6-96d2-116204193646","Trial Secondary Objective","http://www.cdisc.org","2023-09-29","C85827","Code_307"
"d56d77e6-8b18-4198-b30a-0d990b22e8e9","Secondary Endpoint","http://www.cdisc.org","2023-09-29","C139173","Code_306"
"d7f399aa-3714-46c6-b48f-3340f9bc8b3b","Secondary Endpoint","http://www.cdisc.org","2023-09-29","C139173","Code_308"
"94f97d85-5e78-43c7-86b5-afa5fff0088c","Secondary Endpoint","http://www.cdisc.org","2023-09-29","C139173","Code_309"
"0ecf8479-14f3-4994-9609-d7f1e8c982c4","Both","http://www.cdisc.org","2023-09-29","C49636","Code_298"
"31dd16b2-fa82-40df-b2b8-0ba3a11ec6a4","Before","http://www.cdisc.org","2023-09-29","C201264","Code_10"
"4da29986-bee3-47cd-9a4c-4f81f6824b42","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_11"
"224bf163-3f24-4c5e-a93e-60b49ef9b858","Before","http://www.cdisc.org","2023-09-29","C201264","Code_12"
"c18d5a70-99bb-445d-a592-8067b2fa3da9","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_13"
"b20468a1-3ab1-422b-89f4-a95a9a4d8f7e","Fixed Reference","http://www.cdisc.org","2023-09-29","C201264","Code_14"
"c1725e20-acdc-423b-9709-c3f78ff0b617","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_15"
"f61018e7-ded3-4792-b140-d4673ab4b6f5","After","http://www.cdisc.org","2023-09-29","C201264","Code_16"
"80049968-838e-4963-beed-5b26d1f6f167","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_17"
"33a4e014-d918-4fdc-8629-970359ce6e24","After","http://www.cdisc.org","2023-09-29","C201264","Code_18"
"d38cdfd1-24e1-4b6b-8214-08eeb52ac796","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_19"
"4cdf20c5-356b-4328-b3e1-5a8b6d0058c7","After","http://www.cdisc.org","2023-09-29","C201264","Code_20"
"a1b21139-91a8-4e99-8251-5e2572b31c3a","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_21"
"c9b867d2-30a1-40c0-a617-dad7c18b78b4","After","http://www.cdisc.org","2023-09-29","C201264","Code_22"
"60712510-8160-4587-9482-0778b7a072fe","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_23"
"5b0ace91-3b52-4ec9-90bb-74227eb4e5b0","After","http://www.cdisc.org","2023-09-29","C201264","Code_24"
"f2234703-d54b-4305-8a2e-854b60df069c","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_25"
"d6b4d473-5801-4170-b8a0-5f962a23fb6b","After","http://www.cdisc.org","2023-09-29","C201264","Code_26"
"40323e95-f405-41e7-a57f-3cf74ba36596","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_27"
"caab695a-3688-4b3d-a0e5-09111e470504","After","http://www.cdisc.org","2023-09-29","C201264","Code_28"
"0e94ea40-799e-465b-95e8-a5bc9b4eb716","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_29"
"c4381477-0707-4265-b46a-6a1b32d30909","After","http://www.cdisc.org","2023-09-29","C201264","Code_30"
"921fd612-f31f-4728-b7aa-4ce12785ba47","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_31"
"de264d9d-6093-4a45-bdd5-4c0867b0f656","After","http://www.cdisc.org","2023-09-29","C201264","Code_32"
"20744a4b-0e9e-4201-b0b8-53b63c608ea3","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_33"
"3fb0b973-a7f0-4a5a-b511-139b64df8df9","After","http://www.cdisc.org","2023-09-29","C201264","Code_34"
"ddce914b-95e5-44dc-a532-6c74181a9f0d","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_35"
"fa149fa8-fe23-46d6-a7da-93d618781ba5","After","http://www.cdisc.org","2023-09-29","C201264","Code_36"
"a05c63a9-9536-4462-b650-8f4a213da73b","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_37"
"d64ba356-b27f-4c22-8677-b4ae06e88651","After","http://www.cdisc.org","2023-09-29","C201264","Code_38"
"8c2d7935-9af0-458a-8738-08c5e3caa68e","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_39"
"7c57c855-8af3-4ed1-b54b-8f1579a9a286","After","http://www.cdisc.org","2023-09-29","C201264","Code_40"
"45fc7306-5567-46a8-a507-475d8aaa50c2","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_41"
"31a0071e-7677-4759-be2e-52858a9c2696","Fixed Reference","http://www.cdisc.org","2023-09-29","C201264","Code_42"
"f52fc504-2cf6-491a-b273-bfa8ad36bb2b","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_43"
"d837d609-208e-4643-b5cb-4bcecc98386d","Fixed Reference","http://www.cdisc.org","2023-09-29","C201264","Code_44"
"613facbd-8e92-4561-8fc7-5a0514a53131","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_45"
"6a01413f-ac45-4030-890e-ad3401331c0f","Fixed Reference","http://www.cdisc.org","2023-09-29","C201264","Code_46"
"4c19cd8b-5a44-4ee0-aec5-c4983496edd7","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_47"
"b85e4dfe-ebe6-47a8-9c41-24fb21c507f0","After","http://www.cdisc.org","2023-09-29","C201264","Code_48"
"d6b13700-9448-4f89-94b5-a9a580e2b9eb","Start to Start","http://www.cdisc.org","2023-09-29","C201265","Code_49"
"bd1e1144-a368-4097-af92-e552a8657767","After","http://www.cdisc.org","2023-09-29","C201264","Code_50"
"8e4eac46-b47a-4e6d-907a-46d82ac9341f","End to Start","http://www.cdisc.org","2023-09-29","C201265","Code_51"
"c54bf02c-1ecc-4334-b91e-e4794eeeb46d","After","http://www.cdisc.org","2023-09-29","C201264","Code_52"
"71667e69-c872-4f52-a146-8227ee8f05f5","End to Start","http://www.cdisc.org","2023-09-29","C201265","Code_53"
"bd1a9611-72b3-467c-bd89-27beee1aec42","Inclusion Criteria","http://www.cdisc.org","2023-09-29","C25532","Code_310"
"323e1099-4a31-4e42-ab06-52c4e9c3ef6c","Inclusion Criteria","http://www.cdisc.org","2023-09-29","C25532","Code_311"
"caf0d529-f121-4d87-ad0a-7f9af9ae8906","Inclusion Criteria","http://www.cdisc.org","2023-09-29","C25532","Code_312"
"0b0e976b-d7f2-4e44-831f-31bc91e882cb","Exclusion Criteria","http://www.cdisc.org","2023-09-29","C25370","Code_313"
"f17b5317-ac17-4c64-b16f-aa6c6daa9b53","Final","http://www.cdisc.org","2023-09-29","C25508","Code_4"
"52b384b6-4f6d-4f63-9797-5653a38192a3","Protocol Effective Date","http://www.cdisc.org","2023-09-29","C99903x1","Code_7"
"6074a17f-ef3b-4258-bcdd-af70fceb546e","Region","http://www.cdisc.org","2023-09-29","C41129","Code_9"
"01f21778-9096-4a82-8c99-5becde31d13c","Europe","ISO 3166 1 alpha3","2020-08","150","Code_8"
