"id:ID","decode","codeSystemVersion","uuid","id","codeSystem","code"
"224","Vital Signs Laterality","","1828fe6d-b06d-4b8e-bf11-c9faac91cccf","Code_232","NCI Thesaurus","C123975"
"225","Test Method","","4893e5ed-a78c-484c-a9e4-b14ba271ece9","Code_233","NCI Thesaurus","C82535"
"226","Vital Signs Position","","fad15f20-2e43-4479-9c6b-b3609d1cf17d","Code_234","NCI Thesaurus","C83114"
"227","Systolic Blood Pressure","","076f68bd-9ef0-4865-80ef-9fdf057ac685","Code_227","NCI Thesaurus","C25298"
"228","Vital Signs Result","","3123c6dc-53b8-417f-8bd0-4ae46a2b0baf","Code_236","NCI Thesaurus","C173522"
"229","Pascal","2023-09-29","09a24dec-8c7f-463d-9563-3638f90ed20f","Code_237","http://www.cdisc.org","C42547"
"230","Unit of Pressure","","6c89aa7c-9997-4fd2-a7aa-74b414c77101","Code_238","NCI Thesaurus","C49669"
"231","Vital Signs Location","","e139bf28-5cdc-4760-ae17-44b9e7e6ddda","Code_239","NCI Thesaurus","C83088"
"232","Vital Signs Laterality","","5669e139-ded7-4d6a-9d13-afe33e647462","Code_240","NCI Thesaurus","C123975"
"233","Test Method","","25f5aa0f-6fd3-4a73-8eda-61a45fbcdea9","Code_241","NCI Thesaurus","C82535"
"234","Vital Signs Position","","b169d126-0126-4166-a91b-2a9185ae1a6b","Code_242","NCI Thesaurus","C83114"
"235","Diastolic Blood Pressure","","26e36e37-21fa-4d1d-b03c-d18d0b833c88","Code_235","NCI Thesaurus","C25299"
"236","Placebo Comparator Arm","2023-09-29","b45328bf-d275-4929-9cbb-7727f2b6b2f6","Code_106","http://www.cdisc.org","C174268"
"237","Data Generated Within Study","2023-09-29","4e6bc4cd-8f54-4a9a-a8b2-c2da49e04871","Code_107","http://www.cdisc.org","C188866"
"238","Active Comparator Arm","2023-09-29","7640abb3-a4bd-4279-8a06-05b4d99158d5","Code_108","http://www.cdisc.org","C174267"
"239","Data Generated Within Study","2023-09-29","d550ba4d-22f5-4b67-8542-1f2056653c3b","Code_109","http://www.cdisc.org","C188866"
"240","Active Comparator Arm","2023-09-29","d62b0a8f-547d-48d1-929d-62d21b07dc9c","Code_110","http://www.cdisc.org","C174267"
"241","Data Generated Within Study","2023-09-29","7479c0f3-341b-412a-a310-2b3d00ebb63d","Code_111","http://www.cdisc.org","C188866"
"242","Double Blind Study","2023-09-29","dc29b487-da3b-42e2-814f-19d9dcd3ef72","Code_119","http://www.cdisc.org","C15228"
"243","Trial Screening","2023-09-29","1cea34ac-ba5a-4690-a743-099441581d5d","Code_112","http://www.cdisc.org","C48262"
"244","Treatment Epoch","2023-09-29","e7b30e7c-968b-4688-9c64-3d7c99586103","Code_113","http://www.cdisc.org","C101526"
"245","Treatment Epoch","2023-09-29","b332f0cc-bce2-4580-9c32-1adca4e099d1","Code_114","http://www.cdisc.org","C101526"
"246","Treatment Epoch","2023-09-29","64fac24a-c8b8-4f0b-896d-e26d5998a578","Code_115","http://www.cdisc.org","C101526"
"247","Clinical Study Follow-up","2023-09-29","5248ec20-ddc4-4e39-8659-d75d0c191bf4","Code_116","http://www.cdisc.org","C99158"
"248","Alzheimer's disease; unspecified","1","d085015a-4e3f-4673-98b9-94a173a5e220","Code_296","ICD-10-CM","G30.9"
"249","Alzheimer's disease","January 31, 2018","c429634b-a20b-4839-8c1f-4e4192f6b376","Code_297","SNOMED","26929004"
"250","Trial Primary Objective","2023-09-29","f82ab7f1-6726-4eb4-94b2-cd8d9dc64d1f","Code_300","http://www.cdisc.org","C85826"
"251","Primary Endpoint","2023-09-29","0ec81698-551d-4dc1-aec3-0a3e64ae9fb7","Code_299","http://www.cdisc.org","C94496"
"252","Primary Endpoint","2023-09-29","2eb26c64-a2ae-4095-a697-d2ca45813d94","Code_301","http://www.cdisc.org","C94496"
"253","Trial Primary Objective","2023-09-29","4b36dba1-19fc-480d-ac11-f4108ba3812b","Code_303","http://www.cdisc.org","C85826"
"254","Primary Endpoint","2023-09-29","b9196587-9ad6-468f-8ba9-c308f52cd219","Code_302","http://www.cdisc.org","C94496"
"255","Primary Endpoint","2023-09-29","a16b8048-e48b-4cf3-a067-129462437e47","Code_304","http://www.cdisc.org","C94496"
"256","Primary Endpoint","2023-09-29","3200a1c2-d367-48a5-8c06-443a244e7be0","Code_305","http://www.cdisc.org","C94496"
"257","Trial Secondary Objective","2023-09-29","25d86e6d-cb2e-4c8c-bde1-820ae7e91ec3","Code_307","http://www.cdisc.org","C85827"
"258","Secondary Endpoint","2023-09-29","9cb4c7ff-cdcd-4a16-9dd3-25c74ed8abdb","Code_306","http://www.cdisc.org","C139173"
"259","Secondary Endpoint","2023-09-29","8c84e945-9dff-4d6e-94dd-d0bdfc3f3d2d","Code_308","http://www.cdisc.org","C139173"
"260","Secondary Endpoint","2023-09-29","fc9bdabc-eade-4f4a-abbe-84c9b4429469","Code_309","http://www.cdisc.org","C139173"
"261","Both","2023-09-29","fb860ee0-9a84-4dc9-a6be-bf1806f83c2f","Code_298","http://www.cdisc.org","C49636"
"262","Before","2023-09-29","9741288f-6419-4759-a6bb-4139009089f2","Code_10","http://www.cdisc.org","C201264"
"263","Start to Start","2023-09-29","1fd66090-554f-4c69-ad46-bee1ff94c0c5","Code_11","http://www.cdisc.org","C201265"
"264","Before","2023-09-29","c38985a9-8940-470b-857d-f4ba929a0357","Code_12","http://www.cdisc.org","C201264"
"265","Start to Start","2023-09-29","c98dbaa7-c6c2-4e1a-9c59-92aefe3b20ea","Code_13","http://www.cdisc.org","C201265"
"266","Fixed Reference","2023-09-29","44572a06-a79e-46de-9e39-f7469f58daad","Code_14","http://www.cdisc.org","C201264"
"267","Start to Start","2023-09-29","aea5ef1e-c2c1-4a0f-9225-22a876b41a15","Code_15","http://www.cdisc.org","C201265"
"268","After","2023-09-29","f44411a3-e94d-4aaa-8506-f75a25f02201","Code_16","http://www.cdisc.org","C201264"
"269","Start to Start","2023-09-29","cda662f9-c796-4551-9725-507540ea5f0c","Code_17","http://www.cdisc.org","C201265"
"270","After","2023-09-29","0fd524c0-5279-4c43-96f2-5ab077b81511","Code_18","http://www.cdisc.org","C201264"
"271","Start to Start","2023-09-29","5144dedf-d047-4b61-a041-0cf14976bb9a","Code_19","http://www.cdisc.org","C201265"
"272","After","2023-09-29","947e9ab7-d8f4-408a-972e-c48241b99cbd","Code_20","http://www.cdisc.org","C201264"
"273","Start to Start","2023-09-29","c0a29f11-f753-4af8-aebb-8c5e72eec21e","Code_21","http://www.cdisc.org","C201265"
"274","After","2023-09-29","36c61c25-d54a-4cfd-bf32-83314f2787d5","Code_22","http://www.cdisc.org","C201264"
"275","Start to Start","2023-09-29","0bb66f17-7f98-44d7-bc70-a79a79eb0a40","Code_23","http://www.cdisc.org","C201265"
"276","After","2023-09-29","68779c65-901d-44a5-b410-beec551fd3c2","Code_24","http://www.cdisc.org","C201264"
"277","Start to Start","2023-09-29","5add93bd-9050-4884-be82-8fd1d587b199","Code_25","http://www.cdisc.org","C201265"
"278","After","2023-09-29","3cecab22-cb7d-4f6b-b2e9-dbf3e4447389","Code_26","http://www.cdisc.org","C201264"
"279","Start to Start","2023-09-29","7d889160-e751-4d0c-8eb8-3ac75bcd03b0","Code_27","http://www.cdisc.org","C201265"
"280","After","2023-09-29","dabb4a5f-09dd-4bdb-baa6-0e79c9509ec5","Code_28","http://www.cdisc.org","C201264"
"281","Start to Start","2023-09-29","b9c72453-7873-4cc5-8840-f0b9b4803aba","Code_29","http://www.cdisc.org","C201265"
"282","After","2023-09-29","744ed387-ebee-40c8-b373-006b953fb39a","Code_30","http://www.cdisc.org","C201264"
"283","Start to Start","2023-09-29","2c38e7e4-1700-4e8d-887c-be5a604b1075","Code_31","http://www.cdisc.org","C201265"
"284","After","2023-09-29","99d15c34-ab62-4576-bdf5-4fccb5ece7d3","Code_32","http://www.cdisc.org","C201264"
"285","Start to Start","2023-09-29","48a5b5d6-9b36-4133-bc48-e4ffb32e2427","Code_33","http://www.cdisc.org","C201265"
"286","After","2023-09-29","54857e44-87db-4072-bd09-95bdfc2f73f2","Code_34","http://www.cdisc.org","C201264"
"287","Start to Start","2023-09-29","723cee63-56f4-4d29-b9c0-5f98a4306545","Code_35","http://www.cdisc.org","C201265"
"288","After","2023-09-29","82578d49-eeb1-43c0-b243-5cd538b90dae","Code_36","http://www.cdisc.org","C201264"
"289","Start to Start","2023-09-29","02b25b8e-e53b-475f-97fc-26ed9258cb44","Code_37","http://www.cdisc.org","C201265"
"290","After","2023-09-29","416be390-2ae7-4585-abab-2ffa11025a4d","Code_38","http://www.cdisc.org","C201264"
"291","Start to Start","2023-09-29","3d704b5b-ffb6-45e5-99c3-e9c1ea0a22a6","Code_39","http://www.cdisc.org","C201265"
"292","After","2023-09-29","b921fb9a-d10d-404a-9971-c20f6b4be934","Code_40","http://www.cdisc.org","C201264"
"293","Start to Start","2023-09-29","879ceb7b-9cdb-479a-b591-be54f400d7ae","Code_41","http://www.cdisc.org","C201265"
"294","Fixed Reference","2023-09-29","ee3a2beb-cf4d-4c1c-a471-16be9c8bfed7","Code_42","http://www.cdisc.org","C201264"
"295","Start to Start","2023-09-29","9308af55-2c7f-41f9-8334-c86c1af603c0","Code_43","http://www.cdisc.org","C201265"
"296","Fixed Reference","2023-09-29","3ebbdc7b-bec7-4612-9bbd-f7373f9eac1d","Code_44","http://www.cdisc.org","C201264"
"297","Start to Start","2023-09-29","02ed987a-76ce-48fd-a20c-e667b1ac2bfd","Code_45","http://www.cdisc.org","C201265"
"298","Fixed Reference","2023-09-29","318b547a-de42-4414-98f3-53afd6c9c83f","Code_46","http://www.cdisc.org","C201264"
"299","Start to Start","2023-09-29","b7737b92-e115-477b-b210-eb1f9c8d7592","Code_47","http://www.cdisc.org","C201265"
"300","After","2023-09-29","3ee6b4f8-7143-4635-9430-7bd138bd8059","Code_48","http://www.cdisc.org","C201264"
"301","Start to Start","2023-09-29","a53e3cef-d2b1-467b-be3f-6dc27abd01bf","Code_49","http://www.cdisc.org","C201265"
"302","After","2023-09-29","d01dd294-f30a-4694-bffd-5a2c4c706f83","Code_50","http://www.cdisc.org","C201264"
"303","End to Start","2023-09-29","dd6620a8-c31c-415c-8e41-9fd5c7df9606","Code_51","http://www.cdisc.org","C201265"
"304","After","2023-09-29","28c7abae-a115-4144-901f-098572a768ee","Code_52","http://www.cdisc.org","C201264"
"305","End to Start","2023-09-29","f9d07e60-18f0-4464-94e6-6ac8613e9eb1","Code_53","http://www.cdisc.org","C201265"
"306","Inclusion Criteria","2023-09-29","e2547eff-e3e2-44fd-8196-f20947790c13","Code_310","http://www.cdisc.org","C25532"
"307","Inclusion Criteria","2023-09-29","2cf79bb8-eacb-44bd-ac5d-32880a3923ea","Code_311","http://www.cdisc.org","C25532"
"308","Inclusion Criteria","2023-09-29","d5cf05f9-ef18-4764-b4e2-5c9c95deae17","Code_312","http://www.cdisc.org","C25532"
"309","Exclusion Criteria","2023-09-29","7e8fa434-d716-4441-96a6-d0a20c68fe4e","Code_313","http://www.cdisc.org","C25370"
"310","Final","2023-09-29","91fbe88a-4f8a-430e-aaae-51102b853505","Code_4","http://www.cdisc.org","C25508"
"311","Protocol Effective Date","2023-09-29","1d8776d7-511a-42e2-8f79-437cc5fa6432","Code_7","http://www.cdisc.org","C99903x1"
"312","Region","2023-09-29","f8d07247-5561-4604-8d23-c361e40735e4","Code_9","http://www.cdisc.org","C41129"
"313","Europe","2020-08","abd1e8fc-b718-4cfc-8020-904cec4656e4","Code_8","ISO 3166 1 alpha3","150"
