"uuid:ID","id","codeSystemVersion","codeSystem","code","decode"
"b3e2939d-74fb-41b8-a3b6-e14707bbdf2f","Code_243","","NCI Thesaurus","C25299","Diastolic Blood Pressure"
"53c23dc7-104e-465b-a478-2fe558e903db","Code_115","2023-09-29","http://www.cdisc.org","C174268","Placebo Comparator Arm"
"cba7624f-0eb8-494d-af80-cf2b002539ef","Code_116","2023-09-29","http://www.cdisc.org","C188866","Data Generated Within Study"
"72de4c22-1abc-42e2-8427-004f6d5017f5","Code_117","2023-09-29","http://www.cdisc.org","C174267","Active Comparator Arm"
"4ab4a741-f187-4e62-b150-cad0b2b46a99","Code_118","2023-09-29","http://www.cdisc.org","C188866","Data Generated Within Study"
"e4bc75bf-46c0-4456-af2e-2762b905ff50","Code_119","2023-09-29","http://www.cdisc.org","C174267","Active Comparator Arm"
"b1dbb4fc-2049-4758-949d-18bf100a5c4b","Code_120","2023-09-29","http://www.cdisc.org","C188866","Data Generated Within Study"
"8f2d7752-34e4-48e1-955b-7ea95d51b596","Code_128","2023-09-29","http://www.cdisc.org","C15228","Double Blind Study"
"2d903259-1855-4e99-973d-316344f1b24a","Code_121","2023-09-29","http://www.cdisc.org","C48262","Trial Screening"
"effc2ea2-7fa6-4ef3-87ca-dda9fedbc9fd","Code_122","2023-09-29","http://www.cdisc.org","C101526","Treatment Epoch"
"ad292bcc-5ca8-4718-9ca6-5739b884af0e","Code_123","2023-09-29","http://www.cdisc.org","C101526","Treatment Epoch"
"a1600a9c-565c-4de0-ab8c-273186149642","Code_124","2023-09-29","http://www.cdisc.org","C101526","Treatment Epoch"
"bd3e2686-aa25-459f-9c44-0dd51bde43e8","Code_125","2023-09-29","http://www.cdisc.org","C99158","Clinical Study Follow-up"
"97360beb-f5a7-451c-a696-15ae62c7d46e","Code_304","1","ICD-10-CM","G30.9","Alzheimer's disease; unspecified"
"ce750406-2b65-4b59-9ccc-036798789e69","Code_305","January 31, 2018","SNOMED","26929004","Alzheimer's disease"
"5c2b2176-156f-426b-a212-bdf14e61b3b7","Code_310","2023-09-29","http://www.cdisc.org","C85826","Trial Primary Objective"
"e1fa995d-a16c-42e3-8774-3eac7daf8e67","Code_309","2023-09-29","http://www.cdisc.org","C94496","Primary Endpoint"
"2a77ae91-b855-4509-aabe-4909247199f8","Code_311","2023-09-29","http://www.cdisc.org","C94496","Primary Endpoint"
"7a75d612-c52b-44d9-85ce-3f13d6cacf8d","Code_313","2023-09-29","http://www.cdisc.org","C85826","Trial Primary Objective"
"a75b613a-74f3-41a0-a3ac-89b8936c1952","Code_312","2023-09-29","http://www.cdisc.org","C94496","Primary Endpoint"
"efe2e026-bb12-431c-a0e3-c0d48d5628e5","Code_314","2023-09-29","http://www.cdisc.org","C94496","Primary Endpoint"
"dcf37bc3-79cc-4944-adde-955a6a50f096","Code_315","2023-09-29","http://www.cdisc.org","C94496","Primary Endpoint"
"f2c5f926-9437-4276-9da6-a70760a282e2","Code_317","2023-09-29","http://www.cdisc.org","C85827","Trial Secondary Objective"
"dc6cfb9d-28bf-47b8-a74f-98b6f2ebd2c5","Code_316","2023-09-29","http://www.cdisc.org","C139173","Secondary Endpoint"
"52826b79-f32b-4f8f-aa64-3b5112dfeddf","Code_318","2023-09-29","http://www.cdisc.org","C139173","Secondary Endpoint"
"aa348b41-fa3f-4685-a108-7ce2d7b39087","Code_319","2023-09-29","http://www.cdisc.org","C139173","Secondary Endpoint"
"98624a6a-c77f-419f-a31d-85fabe20b14a","Code_320","2023-09-29","http://www.cdisc.org","C25532","Inclusion Criteria"
"a74a6706-423d-4e34-b5d9-3ed36fc8ce12","Code_321","2023-09-29","http://www.cdisc.org","C25532","Inclusion Criteria"
"35ee1ef9-e165-4e02-a588-a20631ea79e1","Code_322","2023-09-29","http://www.cdisc.org","C25532","Inclusion Criteria"
"025ce64c-32bb-4421-a0a2-92422fded457","Code_323","2023-09-29","http://www.cdisc.org","C25370","Exclusion Criteria"
"d3dc2ce7-476f-46c5-9d75-bdbf85bbdeb0","Code_10","2023-09-29","http://www.cdisc.org","C201264","Before"
"8076045b-dd13-4b33-acce-f00e9800472f","Code_11","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"da425baa-8e1c-4c65-8748-20ee2d28ac90","Code_12","2023-09-29","http://www.cdisc.org","C201264","Before"
"a32dcfb8-cf6d-4be7-95e4-37e269e64373","Code_13","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"312f8f61-940b-4f18-bf2e-f6e36bdec64b","Code_15","2023-09-29","http://www.cdisc.org","C201264","Fixed Reference"
"6ea8bc82-884c-4fb2-97e5-c531ff12c753","Code_16","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"84f9bbc3-f461-4f9b-a06b-c70da9f50208","Code_17","2023-09-29","http://www.cdisc.org","C201264","After"
"9622efea-d921-45e4-b386-b731c2ee49b9","Code_18","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"0cb31acc-e604-4244-8533-aacbc57e2707","Code_20","2023-09-29","http://www.cdisc.org","C201264","After"
"f9bbce2b-ae1c-40be-8f53-15d54a6d475a","Code_21","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"790827ea-6f1f-4a63-9952-6a970e65a638","Code_23","2023-09-29","http://www.cdisc.org","C201264","After"
"08339190-54f5-422e-b863-1a1ab0fb7fd9","Code_24","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"8e586a6b-c204-4ebf-833b-1fe66d9caa39","Code_26","2023-09-29","http://www.cdisc.org","C201264","After"
"59e32d9e-924e-4f1f-8694-bb5f69f98d21","Code_27","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"fc65c7a4-0a73-4642-9a73-3824df39f58b","Code_29","2023-09-29","http://www.cdisc.org","C201264","After"
"3ae96edc-b1b7-47f0-9645-b037c3a31a26","Code_30","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"70db7688-0bc1-47e4-9aae-6c22450368d8","Code_31","2023-09-29","http://www.cdisc.org","C201264","After"
"817472b2-5a57-4772-8720-d3bb07168f63","Code_32","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"8b569b39-88f4-4de2-935d-d78aab4374be","Code_34","2023-09-29","http://www.cdisc.org","C201264","After"
"d9b11119-5d27-4aae-8daf-88e96e9baf48","Code_35","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"5a34787b-47d2-41ca-a283-61dea4db3ab9","Code_36","2023-09-29","http://www.cdisc.org","C201264","After"
"c9cf8d21-6078-49b7-ae4e-b3720cb2d907","Code_37","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"5379ae91-67e8-4933-842d-8cf446083df1","Code_39","2023-09-29","http://www.cdisc.org","C201264","After"
"a4ce3330-0c7a-4e6f-bc0d-79304600f228","Code_40","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"bfca214b-d818-4eb7-bd4f-78d556fc34bf","Code_41","2023-09-29","http://www.cdisc.org","C201264","After"
"3ab68c0f-df37-4af2-9d47-ba557b12696f","Code_42","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"8899e32e-2c6f-43e6-8eed-dfee0541513e","Code_44","2023-09-29","http://www.cdisc.org","C201264","After"
"97faea1c-91a8-4115-b4cd-1474dae202c9","Code_45","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"f0caf5ee-554e-48a2-b7ae-3bf1fffce206","Code_46","2023-09-29","http://www.cdisc.org","C201264","After"
"82708ca5-4475-4fbb-8ce9-275bf5bd7d3a","Code_47","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"fa112345-8bda-411c-99ad-039ff8af9753","Code_49","2023-09-29","http://www.cdisc.org","C201264","After"
"9f89bf50-f5cf-43fe-a760-50ae127af555","Code_50","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"234d90a0-5e3c-4e64-8f43-3484a73fe1a5","Code_52","2023-09-29","http://www.cdisc.org","C201264","Fixed Reference"
"3126833b-0c63-4b73-8f71-e9fcaf92fcb3","Code_53","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"1ecea44f-cb8a-4eef-b6a8-a36d59634731","Code_54","2023-09-29","http://www.cdisc.org","C201264","Fixed Reference"
"827b58f0-1256-4cfa-a9c7-7f84f819ccb2","Code_55","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"53f7239f-6f32-487d-996d-e14aa93a7bf6","Code_56","2023-09-29","http://www.cdisc.org","C201264","Fixed Reference"
"a978d3fe-1fca-49a4-8f8b-9c9fcd3b5df6","Code_57","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"f6ae58b3-c70b-4a1c-9599-2d11fb9abc1a","Code_58","2023-09-29","http://www.cdisc.org","C201264","After"
"f867cdf8-9b2b-4d89-abf6-bd9951074b35","Code_59","2023-09-29","http://www.cdisc.org","C201265","Start to Start"
"ba8365ba-6ac3-45f7-a388-43c3b586a15d","Code_60","2023-09-29","http://www.cdisc.org","C201264","After"
"dc818316-a842-4d81-8f78-e29789b16c35","Code_61","2023-09-29","http://www.cdisc.org","C201265","End to Start"
"3ef62d2c-f9e1-4c8b-ac9f-5d6694b54f9f","Code_63","2023-09-29","http://www.cdisc.org","C201264","After"
"39fa1264-4e06-4820-9648-c42c73da6c47","Code_64","2023-09-29","http://www.cdisc.org","C201265","End to Start"
"0718b766-abad-4825-809f-ce1d5ab6e4cc","Code_4","2023-09-29","http://www.cdisc.org","C25508","Final"
"bcc626ea-5e43-4eb6-9afc-a6f8aa8472b7","Code_7","2023-09-29","http://www.cdisc.org","C99903x1","Protocol Effective Date"
"cad2ccb6-3c68-4a26-af2d-64bbb4fe4a69","Code_9","2023-09-29","http://www.cdisc.org","C41129","Region"
"dd594322-bbff-438b-b70a-eca15bf73225","Code_8","2020-08","ISO 3166 1 alpha3","150","Europe"
