"id","uuid:ID","decode","instanceType","code","codeSystemVersion","codeSystem"
"Code_247","0c177847-9400-4d91-9683-be2a6bba65df","Beats per Minute","Code","C49673","2023-09-29","http://www.cdisc.org"
"Code_248","e1e97524-1d4f-44b9-90d3-61d9f7544053","Count per Minute","Code","C73688","","NCI Thesaurus"
"Code_249","6a47e12d-bd90-47d3-83c6-0d154b55c525","Vital Signs Location","Code","C83088","","NCI Thesaurus"
"Code_250","a7a2bc7c-f481-4b57-9fbf-88648cff9ccd","Vital Signs Laterality","Code","C123975","","NCI Thesaurus"
"Code_251","c9a7c19c-e1ce-4841-bad7-f852d4f80480","Test Method","Code","C82535","","NCI Thesaurus"
"Code_252","0a02f60d-17da-4da9-90cc-f442ed41289f","Vital Signs Position","Code","C83114","","NCI Thesaurus"
"Code_245","aec64a24-8d49-4a64-9acd-a7e33e023d88","Heart Rate","Code","C49677","","NCI Thesaurus"
"Code_254","2fabf606-6fd3-4f30-8176-973cb348ed1c","Vital Signs Result","Code","C173522","","NCI Thesaurus"
"Code_255","09d54913-694a-4ccf-b71c-7edc5aad5c96","Pascal","Code","C42547","2023-09-29","http://www.cdisc.org"
"Code_256","375c1024-e3d5-4690-87c6-04033ee04f1a","Unit of Pressure","Code","C49669","","NCI Thesaurus"
"Code_257","0a610771-89ed-42bb-9637-a1a31dc14f58","Vital Signs Location","Code","C83088","","NCI Thesaurus"
"Code_258","25074883-a9e9-42ed-97e4-b765d2c34aeb","Vital Signs Laterality","Code","C123975","","NCI Thesaurus"
"Code_259","af80e9e3-6605-4076-835d-b67297425294","Test Method","Code","C82535","","NCI Thesaurus"
"Code_260","ffd30fb9-33b8-46c6-875f-d64017853d23","Vital Signs Position","Code","C83114","","NCI Thesaurus"
"Code_253","7a252c7b-baba-4ec1-9194-d3f037163d4c","Systolic Blood Pressure","Code","C25298","","NCI Thesaurus"
"Code_262","e2d1d109-26ea-424f-a976-5048f8d42d9c","Vital Signs Result","Code","C173522","","NCI Thesaurus"
"Code_263","bf5743b5-06f7-40ab-ab2c-144f901d5bb5","Pascal","Code","C42547","2023-09-29","http://www.cdisc.org"
"Code_264","52fbee34-97e5-4e35-a531-5fe00b6bf683","Unit of Pressure","Code","C49669","","NCI Thesaurus"
"Code_265","7bd2a736-2b81-41f7-bd45-d4d2aa1a63cc","Vital Signs Location","Code","C83088","","NCI Thesaurus"
"Code_266","1a2ed466-0d93-4542-b33b-b989c6cfbacf","Vital Signs Laterality","Code","C123975","","NCI Thesaurus"
"Code_267","347a2483-221d-4c9a-a7b6-fc73115e6ebc","Test Method","Code","C82535","","NCI Thesaurus"
"Code_268","fa5a2633-bb20-4435-9eed-f424855431ad","Vital Signs Position","Code","C83114","","NCI Thesaurus"
"Code_261","be98de90-21c5-4e81-bcac-44281e97c861","Diastolic Blood Pressure","Code","C25299","","NCI Thesaurus"
"Code_270","cc9fc08f-bd72-46cb-a34a-a97f656c6e71","Vital Signs Result","Code","C173522","","NCI Thesaurus"
"Code_271","493b223d-a0b3-411c-bd21-51b58c9ac9ad","Beats per Minute","Code","C49673","2023-09-29","http://www.cdisc.org"
"Code_272","cbef70c9-5628-40fe-acac-7b0846405c5c","Count per Minute","Code","C73688","","NCI Thesaurus"
"Code_273","090796b6-9d57-4a76-97a3-5bcf1a0c623d","Vital Signs Location","Code","C83088","","NCI Thesaurus"
"Code_274","5f606580-14f6-4c7f-bbe2-523df8b41651","Vital Signs Laterality","Code","C123975","","NCI Thesaurus"
"Code_275","8a3bda7c-b031-434b-a1af-7d271a3b0632","Test Method","Code","C82535","","NCI Thesaurus"
"Code_276","29eda7a3-9d2b-498c-9552-1f885424530b","Vital Signs Position","Code","C83114","","NCI Thesaurus"
"Code_269","e6873237-51fd-4af4-9ebf-8caedcf31aab","Heart Rate","Code","C49677","","NCI Thesaurus"
"Code_122","60c375a8-ef18-46bc-a84e-31c3488895bb","Placebo Comparator Arm","Code","C174268","2023-09-29","http://www.cdisc.org"
"Code_123","5ee1d18c-c33b-4f16-a521-a65f33d2fce2","Data Generated Within Study","Code","C188866","2023-09-29","http://www.cdisc.org"
"Code_124","7e8a99fb-2918-4512-a5ac-d09376dbf4d8","Active Comparator Arm","Code","C174267","2023-09-29","http://www.cdisc.org"
"Code_125","1d498924-1c22-42c0-938e-6a440801f954","Data Generated Within Study","Code","C188866","2023-09-29","http://www.cdisc.org"
"Code_126","03734675-d823-4a81-b763-2a7b94ada777","Active Comparator Arm","Code","C174267","2023-09-29","http://www.cdisc.org"
"Code_127","127e072e-d964-4ac0-8512-c7316d79611e","Data Generated Within Study","Code","C188866","2023-09-29","http://www.cdisc.org"
"Code_135","0ff9b2bd-a7a5-499d-8366-4e4863df879f","Double Blind Study","Code","C15228","2023-09-29","http://www.cdisc.org"
"Code_128","20c450af-bf67-451f-a635-28f201955128","Trial Screening","Code","C48262","2023-09-29","http://www.cdisc.org"
"Code_129","9a94ae8f-4d28-480b-85f7-43faf9db9c6f","Treatment Epoch","Code","C101526","2023-09-29","http://www.cdisc.org"
"Code_130","4a0d40a5-39ec-4bcd-bda4-0f7704f7815d","Treatment Epoch","Code","C101526","2023-09-29","http://www.cdisc.org"
"Code_131","ff9b918c-2ae5-4b25-a360-29c35d0090a5","Treatment Epoch","Code","C101526","2023-09-29","http://www.cdisc.org"
"Code_132","90a855c0-700d-45eb-b188-dd2da0180c19","Clinical Study Follow-up","Code","C99158","2023-09-29","http://www.cdisc.org"
"Code_330","66cda679-aef7-4048-addc-9dcc8020db06","Alzheimer's disease; unspecified","Code","G30.9","1","ICD-10-CM"
"Code_331","548f2b9d-71f1-48db-a86d-89f6ea5d84d2","Alzheimer's disease","Code","26929004","January 31, 2018","SNOMED"
"Code_141","e6ce40b0-0092-43f2-9bca-2aa20199227e","Sponsor","Code","C70793","2023-09-29","http://www.cdisc.org"
"Code_335","d54fe9d5-01ef-413a-9546-c0d225e75fc6","Trial Primary Objective","Code","C85826","2023-09-29","http://www.cdisc.org"
"Code_334","60ed07e9-f068-4d8e-8a71-708a75652501","Primary Endpoint","Code","C94496","2023-09-29","http://www.cdisc.org"
"Code_336","248406f8-92f3-4c37-9e09-9f52568f55c8","Primary Endpoint","Code","C94496","2023-09-29","http://www.cdisc.org"
"Code_338","d92a8ca7-5b49-4aea-8647-51ce5b212d89","Trial Primary Objective","Code","C85826","2023-09-29","http://www.cdisc.org"
"Code_337","4bacf074-f579-4544-8825-e4d37eff64cb","Primary Endpoint","Code","C94496","2023-09-29","http://www.cdisc.org"
"Code_339","5b874c5a-6f9d-4a95-be19-9e4bd4f9158b","Primary Endpoint","Code","C94496","2023-09-29","http://www.cdisc.org"
"Code_340","993afa94-ce15-4731-8641-e4df42455928","Primary Endpoint","Code","C94496","2023-09-29","http://www.cdisc.org"
"Code_342","7c43034f-9750-4d9b-92a9-f1d055e64fed","Trial Secondary Objective","Code","C85827","2023-09-29","http://www.cdisc.org"
"Code_341","abeac8e0-9023-4180-9660-3ea001706313","Secondary Endpoint","Code","C139173","2023-09-29","http://www.cdisc.org"
"Code_343","946800c2-cddb-46cf-98e5-28888000e19e","Secondary Endpoint","Code","C139173","2023-09-29","http://www.cdisc.org"
"Code_344","cb0e206d-30d9-4b28-a5c1-c4adc2f586dd","Secondary Endpoint","Code","C139173","2023-09-29","http://www.cdisc.org"
"Code_345","46edc31d-6cb1-42d3-8ccd-3651ac33a40f","Inclusion Criteria","Code","C25532","2023-09-29","http://www.cdisc.org"
"Code_346","44b0329a-4ab6-4033-bdb3-ff88004c4258","Inclusion Criteria","Code","C25532","2023-09-29","http://www.cdisc.org"
"Code_347","5e8983ff-1a8b-4d53-94ab-b233096cdc4a","Inclusion Criteria","Code","C25532","2023-09-29","http://www.cdisc.org"
"Code_348","6b7cef5b-06b4-48c5-b8d5-0e4f4b00bb54","Exclusion Criteria","Code","C25370","2023-09-29","http://www.cdisc.org"
"Code_332","04d121e7-a87c-491d-9e46-7ebfb4bff306","Year","Code","C29848","2023-09-29","http://www.cdisc.org"
"Code_14","e91777b0-f761-4abf-9bee-164231c10366","Before","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_15","29243b1e-04a6-44fe-b947-4951c9f08925","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_16","9b89cdf1-7a01-432b-b6a2-8c683462b580","Before","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_17","ad66c8ca-4022-44e4-a8f0-808a6c5f7e3a","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_19","4e8515b8-7e24-439c-b8a0-c44472b90028","Fixed Reference","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_20","72ab1764-4d5d-4afe-ade5-f4d657094d5a","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_21","f68a5ec3-7881-45cd-a213-cdf493063dea","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_22","6435dd65-0c32-4ac0-a5ec-39b1c5bdc466","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_24","9a99447b-1e4f-43ac-92f3-af9b3349bd05","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_25","01f7054a-7f0b-4064-86e8-2f4ea87250d5","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_27","c3325a95-08fc-4b8e-b832-d06a9439d140","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_28","363b74e9-0221-463c-a745-82114be3a6a1","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_30","420910b3-1868-4ed8-9780-4cc631a4dccd","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_31","f5acde0a-8a3a-4b53-a640-a65ff7360167","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_35","8f818cd5-8847-4882-a6ab-f384b853bd92","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_36","1080d55b-3940-4fa3-aabc-b30a8503fac0","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_40","d8a2f76c-007f-4c1e-ae5d-e7d4f3f7e759","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_41","e7b4b42a-665b-474d-8330-6feed110aecf","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_45","936071ce-169c-41d1-9658-86783c740c09","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_46","52a08b66-60b9-457c-847f-b68b93dcc651","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_50","8b9afe13-dcc8-44d6-a925-a85d9f35c061","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_51","f6fbcc26-d7a1-4def-a1d9-9a759cbb9a26","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_53","a448d8e0-cd34-49fc-9b53-2067f277fc93","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_54","66866446-472b-4a36-8c06-9a680cab29bd","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_33","bc0f2a86-67ca-493c-8300-fcfa7e4bebeb","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_34","c757e26a-1a92-4763-b1cb-3883d9bec3e8","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_38","e12b9e26-497a-49df-882c-348f716ecb96","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_39","ba7713cc-4712-44af-81cc-979b0af45c70","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_43","5e0799f1-0565-4e43-ae4c-a04081cbada9","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_44","bbb5eae4-25be-4fed-bb9f-a36eeb5201ec","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_48","a99c0a74-2dfe-4f96-aeb5-cd0ee2abbd2f","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_49","0c64c457-561a-40f4-99df-3f6fed85b1fb","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_56","fbb17723-997a-4d69-bf39-77d037c92956","Fixed Reference","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_57","7111deef-b5a7-4159-aba5-8808782bcabf","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_58","f98b297f-961b-4f72-a323-d248f83a50b7","Fixed Reference","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_59","f129a144-507b-49ec-af8e-1d727dc418b2","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_60","d691e36d-5ebf-4bd0-8c38-1dac3dace321","Fixed Reference","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_61","c93f1bd5-8520-4a0e-be99-0fad0c8ec06e","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_62","5bbc894e-7392-47c8-bc2b-dd0ba97a73f7","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_63","819928f0-cbac-46d3-b377-ceddd73fb39a","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_64","ff03ce09-4028-4a36-80a2-ead7d2937742","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_65","d171bc97-3697-42cb-9e36-469742773eff","End to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_66","29e49992-761b-4a2e-9530-588e3294c089","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_67","34fd3a65-10de-47d1-b564-619a472642c2","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_68","aa6cc706-4d10-4e84-9e5f-cfa17f148a07","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_69","38f94bbf-1357-4829-a79f-c1f7c330816b","End to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_70","51be6097-2490-49bc-bd54-eb516c83bf3a","After","Code","C201264","2023-09-29","http://www.cdisc.org"
"Code_71","ae6bbb2a-367e-4124-b056-08410226a755","Start to Start","Code","C201265","2023-09-29","http://www.cdisc.org"
"Code_349","e5594637-005d-490c-8088-0cc971b0be22","Clinical Study Sponsor","Code","C70793","2023-09-29","http://www.cdisc.org"
"Code_350","6f336281-2881-4f26-96c5-d2dc1ec719f9","United Kingdom of Great Britain and Northern Ireland","Code","GBR","2020-08","ISO 3166 1 alpha3"
"Code_3","0a8d228b-47e4-44ac-beea-e0125bc91447","Study Acronym","Code","C94108","2023-09-29","http://www.cdisc.org"
"Code_5","91cb7480-3de1-4e63-b0a1-cdd5f0978eb3","Brief Study Title","Code","C99905x1","2023-09-29","http://www.cdisc.org"
"Code_6","97a21b2f-6792-4fe0-8821-deda52644e93","Official Study Title","Code","C99905x2","2023-09-29","http://www.cdisc.org"
"Code_7","fe425dcd-36c4-44d6-b5c5-60f2e398d9ed","Public Study Title","Code","C99905x3","2023-09-29","http://www.cdisc.org"
"Code_8","9a64dc26-bb19-4edd-a40e-d7c48d35c173","Final","Code","C25508","2023-09-29","http://www.cdisc.org"
"Code_11","05cd94cb-8f8a-41a1-94dd-99f8d2d7e9fe","Protocol Effective Date","Code","C99903x1","2023-09-29","http://www.cdisc.org"
"Code_13","beabd839-583e-4c64-bc64-e460c4e35544","Region","Code","C41129","2023-09-29","http://www.cdisc.org"
"Code_12","e356bd20-5d6a-407f-9750-a8c0508013ff","Europe","Code","150","2020-08","ISO 3166 1 alpha3"
