"code","decode","uuid:ID","instanceType","codeSystem","codeSystemVersion","id"
"C49488","Yes","bd644cdb-185c-4cc9-b4b1-85988ff1c24c","Code","http://www.cdisc.org","2023-12-15","Code_168"
"C113380","Disabling Adverse Event","67afb513-dbec-452a-82f6-c18ab38d2770","Code","http://www.cdisc.org","2023-12-15","Code_169"
"C49487","No","84105201-993c-4181-aa2c-f7ee36f16198","Code","http://www.cdisc.org","2023-12-15","Code_170"
"C49488","Yes","40526a5f-61d0-4a0a-8ee2-73b81999e110","Code","http://www.cdisc.org","2023-12-15","Code_171"
"C48275","Death Related to Adverse Event","110407ec-05aa-46e4-8a83-71d6cf92d9c1","Code","http://www.cdisc.org","2023-12-15","Code_172"
"C49487","No","8db4ec79-aa76-4aa3-9cf4-d131798871b8","Code","http://www.cdisc.org","2023-12-15","Code_173"
"C49488","Yes","1d25dc0d-7b7e-45bf-b7d1-4bbd71917ea7","Code","http://www.cdisc.org","2023-12-15","Code_174"
"C83052","Adverse Event associated with Hospitalization","ad973fa4-57f6-47c3-8ba8-41357cb5652e","Code","http://www.cdisc.org","2023-12-15","Code_175"
"C49487","No","80c1443b-eaa3-432d-85b6-0f07bd910002","Code","http://www.cdisc.org","2023-12-15","Code_176"
"C49488","Yes","ea30959f-baf1-420e-ba5c-73dc2cedf241","Code","http://www.cdisc.org","2023-12-15","Code_177"
"C84266","Life Threatening Adverse Event","de6826ec-ad29-4e1f-9b92-f403432ff6cf","Code","http://www.cdisc.org","2023-12-15","Code_178"
"C49487","No","834dd015-c5b3-4431-9e23-a7c18f45bf6e","Code","http://www.cdisc.org","2023-12-15","Code_179"
"C49488","Yes","7587484e-5cf8-4885-8159-aec9a721fa39","Code","http://www.cdisc.org","2023-12-15","Code_180"
"C83214","Adverse Event Occurred with Overdose","8091b51a-2507-430c-a97f-5662af03e05f","Code","http://www.cdisc.org","2023-12-15","Code_181"
"C49487","No","1ea61989-bc59-48c0-9873-9dd308d6b969","Code","http://www.cdisc.org","2023-12-15","Code_182"
"C49488","Yes","723605df-b4f7-469b-b15e-64fa014d30c6","Code","http://www.cdisc.org","2023-12-15","Code_183"
"C83053","Adverse Event Associated with Serious Medical Event","e5044f84-118b-454a-a5ef-6d37085f0850","Code","http://www.cdisc.org","2023-12-15","Code_184"
"C49487","No","8067983a-7ed0-4614-904a-d87387b6ba6e","Code","http://www.cdisc.org","2023-12-15","Code_185"
"C49488","Yes","83cb28ef-488e-4679-8d95-19e8c6f7a157","Code","http://www.cdisc.org","2023-12-15","Code_186"
"C83199","Adverse Event Concomitant Treatment","52faa62b-6dbb-4407-8b93-23d8a2440f7f","Code","http://www.cdisc.org","2023-12-15","Code_187"
"C83215","Adverse Event Start Date Time","340bf915-1df8-4429-bc93-15518f5f60c7","Code","http://www.cdisc.org","2023-12-15","Code_188"
"C83201","Adverse Event End Date Time","366befc3-57b5-40cc-97e6-ef1e5f968c06","Code","http://www.cdisc.org","2023-12-15","Code_189"
"C179175","Solicited Adverse Event","bedfda52-82b5-45cd-9d4b-475fdb9eb0ae","Code","http://www.cdisc.org","2023-12-15","Code_190"
"C25298","SYSBP","9c514b80-2685-4f7c-abbd-3dbea9acb596","Code","http://www.cdisc.org","2023-12-15","Code_191"
"C77140","Clinical Test Result","2bafe255-9759-47ce-9984-8c4f5934fa31","Code","http://www.cdisc.org","2023-12-15","Code_192"
"C49669","Unit of Pressure","0f39835d-8ff8-4f64-9da2-d057387115d0","Code","http://www.cdisc.org","2023-12-15","Code_193"
"C62122","Sitting","c3e2e14d-46b2-41dd-b34b-7880bd4c83a6","Code","http://www.cdisc.org","2023-12-15","Code_194"
"C62166","Standing","f72c739e-5774-405a-8c14-286ccfa9a5e4","Code","http://www.cdisc.org","2023-12-15","Code_195"
"C62167","Supine Position","970af623-399b-4d01-a457-32130719799c","Code","http://www.cdisc.org","2023-12-15","Code_196"
"C62164","Body Position","9ae180cf-924a-4588-81f5-262b5812698f","Code","http://www.cdisc.org","2023-12-15","Code_197"
"C12681","Brachial Artery","0ebeb1cb-77bf-41be-a719-416c6895133e","Code","http://www.cdisc.org","2023-12-15","Code_198"
"C12687","Common Carotid Artery","4cc4884b-7033-4f4d-b376-4a104c21a37c","Code","http://www.cdisc.org","2023-12-15","Code_199"
"C32478","Dorsalis Pedis Artery","df62eb4c-7126-4daf-83bb-94f10c6d6a79","Code","http://www.cdisc.org","2023-12-15","Code_200"
"C12715","Femoral Artery","c46f6ae1-0512-467c-90d7-4b88342aac6c","Code","http://www.cdisc.org","2023-12-15","Code_201"
"C12838","Radial Artery","808891b5-3592-4177-a725-8225a119670a","Code","http://www.cdisc.org","2023-12-15","Code_202"
"C13717","Anatomic Site","0955fb02-a0d5-43da-b19a-f367304fb707","Code","http://www.cdisc.org","2023-12-15","Code_203"
"C25229","Left","ee4998e2-ed5b-456d-bf13-22338b33ac55","Code","http://www.cdisc.org","2023-12-15","Code_204"
"C25228","Right","ba127ad1-6601-4f24-9687-702822174634","Code","http://www.cdisc.org","2023-12-15","Code_205"
"C25185","Laterality","70c80ffc-ae11-4477-997d-6d5e948491e2","Code","http://www.cdisc.org","2023-12-15","Code_206"
"C25298","SYSBP","a54efbcb-658a-4b78-8e99-6797995a4ba0","Code","http://www.cdisc.org","2023-12-15","Code_207"
"C25299","DIABP","9b5c8d9a-3983-42a0-8bed-bfb10353bb15","Code","http://www.cdisc.org","2023-12-15","Code_208"
"C77140","Clinical Test Result","e3d742b1-628f-4b48-9f97-3045efbdefff","Code","http://www.cdisc.org","2023-12-15","Code_209"
"C49669","Unit of Pressure","7d26a9a3-050c-412f-9585-46e32051e3b7","Code","http://www.cdisc.org","2023-12-15","Code_210"
"C62122","Sitting","dd6367ba-feff-4fdb-9564-aa695f93f550","Code","http://www.cdisc.org","2023-12-15","Code_211"
"C62166","Standing","b48aa9d9-7484-4319-8128-8b56e15a55bb","Code","http://www.cdisc.org","2023-12-15","Code_212"
"C62167","Supine Position","5da36974-75a5-4af3-8124-cafad74846c8","Code","http://www.cdisc.org","2023-12-15","Code_213"
"C62164","Body Position","9a41aade-01cf-4889-b060-0812d09488d1","Code","http://www.cdisc.org","2023-12-15","Code_214"
"C12681","Brachial Artery","250916be-6768-4f56-bd56-c73dad52a99b","Code","http://www.cdisc.org","2023-12-15","Code_215"
"C12687","Common Carotid Artery","61913e27-2ecb-42d6-bac8-5000c43205e0","Code","http://www.cdisc.org","2023-12-15","Code_216"
"C32478","Dorsalis Pedis Artery","604da12f-f9ef-4404-98ce-6af8b1a4a9ee","Code","http://www.cdisc.org","2023-12-15","Code_217"
"C12715","Femoral Artery","cd296502-4c19-4855-9f48-a23876afd1e9","Code","http://www.cdisc.org","2023-12-15","Code_218"
"C12838","Radial Artery","2f00024a-91ac-4e6b-bcac-cd48b150e800","Code","http://www.cdisc.org","2023-12-15","Code_219"
"C13717","Anatomic Site","743db7d5-a3c4-4461-9611-a05304068579","Code","http://www.cdisc.org","2023-12-15","Code_220"
"C25229","Left","3964c651-401f-4949-91d9-ebf5c19eee9b","Code","http://www.cdisc.org","2023-12-15","Code_221"
"C25228","Right","1087f0c7-861d-4c6b-91db-a06326a51e14","Code","http://www.cdisc.org","2023-12-15","Code_222"
"C25185","Laterality","656019a3-128f-4939-ab92-a39e173056ef","Code","http://www.cdisc.org","2023-12-15","Code_223"
"C25299","DIABP","2318a567-8c6c-4484-a4ee-95e20d8cf028","Code","http://www.cdisc.org","2023-12-15","Code_224"
"C174446","TEMP","9659ed7e-2ef3-4c19-86c4-902ca4114b1f","Code","http://www.cdisc.org","2023-12-15","Code_225"
"C77140","Clinical Test Result","49382f02-78d4-41db-a175-4c89d67692da","Code","http://www.cdisc.org","2023-12-15","Code_226"
"C42559","Degree Celsius","e13dfaec-0309-4c58-a7b2-acfe24ddafda","Code","http://www.cdisc.org","2023-12-15","Code_227"
"C44277","Degree Fahrenheit","a19bec44-22cd-4bf3-b025-73468080e2f6","Code","http://www.cdisc.org","2023-12-15","Code_228"
"C42537","Kelvin","b76e2565-1ea0-4be6-a60c-aefa029665e6","Code","http://www.cdisc.org","2023-12-15","Code_229"
"C44276","Unit of Temperature","5c17e5dd-6ec8-43cf-adf4-579a013022aa","Code","http://www.cdisc.org","2023-12-15","Code_230"
"C12674","Axilla","113b7d4f-69e0-419f-89c3-3178625798b6","Code","http://www.cdisc.org","2023-12-15","Code_231"
"C12394","Ear","9ad1d3f1-e43d-4283-a93f-6a2e526f1c13","Code","http://www.cdisc.org","2023-12-15","Code_232"
"C89803","Forehead","19112f43-84cb-4ce8-bc81-4a2736e30961","Code","http://www.cdisc.org","2023-12-15","Code_233"
"C12421","Oral Cavity","3cb99780-f96d-4ca6-9f30-857391b38259","Code","http://www.cdisc.org","2023-12-15","Code_234"
"C12390","Rectum","9fc9a2cd-9495-4158-b195-6c6a3d835681","Code","http://www.cdisc.org","2023-12-15","Code_235"
"C13717","Anatomic Site","cb03d8cc-6a6b-45a2-9e55-9a10b4b272aa","Code","http://www.cdisc.org","2023-12-15","Code_236"
"C174446","TEMP","5e889a04-4f56-40d9-acf9-8830029cc826","Code","http://www.cdisc.org","2023-12-15","Code_237"
"C25208","WEIGHT","5571796b-9cff-41c2-b81a-1b6ff5531438","Code","http://www.cdisc.org","2023-12-15","Code_238"
"C77140","Clinical Test Result","7c6b8ae2-818f-4bde-b85e-c7fde02c2e25","Code","http://www.cdisc.org","2023-12-15","Code_239"
"C48531","Pound","81cc8674-ff05-4f9d-ac71-77dd429a4364","Code","http://www.cdisc.org","2023-12-15","Code_240"
"C48155","Gram","f9892698-8133-49c8-9a3a-27c533a566b7","Code","http://www.cdisc.org","2023-12-15","Code_241"
"C28252","Kilogram","090d9db3-ca7e-4a8c-a9ad-df6a98881df8","Code","http://www.cdisc.org","2023-12-15","Code_242"
"C48208","Unit of Weight","b786953a-38f9-433c-b608-1250c2b7e31c","Code","http://www.cdisc.org","2023-12-15","Code_243"
"C25208","WEIGHT","408bbac0-2d7b-4984-be44-87912aed9c4e","Code","http://www.cdisc.org","2023-12-15","Code_244"
"C25347","HEIGHT","14026784-1f7a-485a-b3b1-a6dec4c4548a","Code","http://www.cdisc.org","2023-12-15","Code_245"
"C77140","Clinical Test Result","4937e183-ed6c-40db-8fbf-620e46de3e91","Code","http://www.cdisc.org","2023-12-15","Code_246"
"C49668","Centimeter","75386697-6303-437e-ad6c-f7484d76fc3d","Code","http://www.cdisc.org","2023-12-15","Code_247"
"C48500","Inch","219a5772-775e-407d-8eae-dba1fbbd1d84","Code","http://www.cdisc.org","2023-12-15","Code_248"
"C41139","Meter","ca2ed97b-5163-46d1-b83a-00271b21cc58","Code","http://www.cdisc.org","2023-12-15","Code_249"
"C168688","Unit of Height","38788f82-2f06-4bdd-bffa-4d4e197d3104","Code","http://www.cdisc.org","2023-12-15","Code_250"
"C25347","HEIGHT","d655ffb7-100c-4c53-9010-2b4a2ec3b0dd","Code","http://www.cdisc.org","2023-12-15","Code_251"
"C64433","ALT","79feb5a6-aa34-4931-a263-e406c9a25b04","Code","http://www.cdisc.org","2023-12-15","Code_252"
"C36292","Laboratory Test Result","b8c2f73e-7baa-4d3a-814f-7d09b05f8cf9","Code","http://www.cdisc.org","2023-12-15","Code_253"
"C67456","Unit per Liter","00eac210-4f05-49f8-8bd4-adc6fff40f48","Code","http://www.cdisc.org","2023-12-15","Code_254"
"C67397","Microkatal per Liter","57b48c2d-6da9-4f65-a591-8011b070b721","Code","http://www.cdisc.org","2023-12-15","Code_255"
"C67376","International Unit per Liter","d977ab82-fc1b-48a0-a2da-10c41ebee2cb","Code","http://www.cdisc.org","2023-12-15","Code_256"
"C70510","Nanokatal per Liter","82af1197-1647-49dd-b269-f7c8facd6d1c","Code","http://www.cdisc.org","2023-12-15","Code_257"
"C67365","Unit of Catalytic Activity Concentration","40ea16ac-dadd-4464-973b-3ac37aa62786","Code","http://www.cdisc.org","2023-12-15","Code_258"
"C70713","Biospecimen Type","6bab860f-5724-4e4f-b146-4e5d0a20c57c","Code","http://www.cdisc.org","2023-12-15","Code_259"
"C49487","No","e1a7f5f6-de7b-4ca9-983a-76642c431cd9","Code","http://www.cdisc.org","2023-12-15","Code_260"
"C49488","Yes","5d1ca84c-adab-4cdf-abc3-668aae67c9a9","Code","http://www.cdisc.org","2023-12-15","Code_261"
"C83309","Laboratory Test Fasting Status","05c8d449-ac16-42a3-b79a-8198d7c90c07","Code","http://www.cdisc.org","2023-12-15","Code_262"
"C64433","ALT","28f8c3dd-2c10-4aab-8e66-d2b1b625f8ea","Code","http://www.cdisc.org","2023-12-15","Code_263"
"C64431","ALB","9a102cf5-6d1d-45fb-a392-c779db9f1169","Code","http://www.cdisc.org","2023-12-15","Code_264"
"C36292","Laboratory Test Result","143843d1-2f17-4c45-b281-4631528bce6c","Code","http://www.cdisc.org","2023-12-15","Code_265"
"C70713","Biospecimen Type","bfed436c-0527-43ba-a7cc-3dcecc0bd902","Code","http://www.cdisc.org","2023-12-15","Code_266"
"C49487","No","bc6a2342-c77d-4635-a028-9d9bd6ba20d0","Code","http://www.cdisc.org","2023-12-15","Code_267"
"C49488","Yes","5a3dce49-d8f6-42a7-83a3-64346bdb79e3","Code","http://www.cdisc.org","2023-12-15","Code_268"
"C83309","Laboratory Test Fasting Status","b1db28d8-8fc9-4aff-839b-cec5fe9d2828","Code","http://www.cdisc.org","2023-12-15","Code_269"
"C64431","ALB","765b6dd9-5c97-4134-9125-28894f819cee","Code","http://www.cdisc.org","2023-12-15","Code_270"
"C64432","ALP","f90d658d-da2a-46c1-b6ed-cdb3f93525a0","Code","http://www.cdisc.org","2023-12-15","Code_271"
"C36292","Laboratory Test Result","f103d979-8a84-403e-b9a7-e1e9f201cedc","Code","http://www.cdisc.org","2023-12-15","Code_272"
"C67456","Unit per Liter","f8cd8a72-ddcf-4f3d-8327-0bbe5ee83052","Code","http://www.cdisc.org","2023-12-15","Code_273"
"C67397","Microkatal per Liter","2bb22185-40ce-4ae6-a602-e4f987d94576","Code","http://www.cdisc.org","2023-12-15","Code_274"
"C67376","International Unit per Liter","94a6b704-c76f-4614-a936-cf19a3309183","Code","http://www.cdisc.org","2023-12-15","Code_275"
"C67365","Unit of Catalytic Activity Concentration","0c4ecb54-1934-4952-82cc-360f0f124955","Code","http://www.cdisc.org","2023-12-15","Code_276"
"C70713","Biospecimen Type","b1c1a6d1-cd22-4f95-b52a-e52ac038496a","Code","http://www.cdisc.org","2023-12-15","Code_277"
"C49487","No","50726437-f2d1-4d66-9c79-e88fe597c2e0","Code","http://www.cdisc.org","2023-12-15","Code_278"
"C49488","Yes","456bfcbe-7dd5-4bb1-a1db-adcb0f8354cb","Code","http://www.cdisc.org","2023-12-15","Code_279"
"C83309","Laboratory Test Fasting Status","177d5386-9f56-4d80-af01-4a5d8783780e","Code","http://www.cdisc.org","2023-12-15","Code_280"
"C64432","ALP","4b1cc1b6-8420-4cdb-8a94-d81307b3a626","Code","http://www.cdisc.org","2023-12-15","Code_281"
"C64467","AST","ed0a8646-6baa-46dc-b713-36d8c2396881","Code","http://www.cdisc.org","2023-12-15","Code_282"
"C36292","Laboratory Test Result","e3199b9b-8c84-4ed5-8aaf-e2bdec6d655b","Code","http://www.cdisc.org","2023-12-15","Code_283"
"C67456","Unit per Liter","f49b915b-0e3d-47ff-8b62-4cc1ae5a0d70","Code","http://www.cdisc.org","2023-12-15","Code_284"
"C67397","Microkatal per Liter","d03ffe4e-4291-4d21-a3e6-36f2a4f055f5","Code","http://www.cdisc.org","2023-12-15","Code_285"
"C67376","International Unit per Liter","0de5bb7e-bab6-4fdf-9a34-687914f2b71c","Code","http://www.cdisc.org","2023-12-15","Code_286"
"C67365","Unit of Catalytic Activity Concentration","ce8262da-3f17-4d75-9415-697bc3ce5c7f","Code","http://www.cdisc.org","2023-12-15","Code_287"
"C70713","Biospecimen Type","fb4f15bc-e0bc-4fd5-be42-4a65a264dc6d","Code","http://www.cdisc.org","2023-12-15","Code_288"
"C49487","No","250f1a81-ae77-4ba7-bba1-f6a0e7477d0e","Code","http://www.cdisc.org","2023-12-15","Code_289"
"C49488","Yes","4792cc10-4d2a-45c9-a47d-b812cf30d000","Code","http://www.cdisc.org","2023-12-15","Code_290"
"C83309","Laboratory Test Fasting Status","ac9441ac-aec2-4dcc-bbde-9aa8eaa1ad74","Code","http://www.cdisc.org","2023-12-15","Code_291"
"C64467","AST","fc8c3e44-cd92-46db-8ad3-b3bd337c4dd1","Code","http://www.cdisc.org","2023-12-15","Code_292"
"C64547","CREAT","34a62fed-25c6-40f5-b809-38d00ad13325","Code","http://www.cdisc.org","2023-12-15","Code_293"
"C36292","Laboratory Test Result","96116f66-d2d3-4c4c-bab6-6dcec6953c3f","Code","http://www.cdisc.org","2023-12-15","Code_294"
"C67015","Milligram per Deciliter","95db53d4-cc8f-4ca2-86c1-36bec19b342d","Code","http://www.cdisc.org","2023-12-15","Code_295"
"C64572","Microgram per Milliliter","fceaf47e-2cd9-4d70-b6b2-0da4c10b0b03","Code","http://www.cdisc.org","2023-12-15","Code_296"
"C64387","Millimole per Liter","7fd75f84-18f6-47ec-a236-5f935024f1a7","Code","http://www.cdisc.org","2023-12-15","Code_297"
"C48508","Micromole per Liter","0dc3c736-b72b-4f43-b7a4-b67a17b5b9cf","Code","http://www.cdisc.org","2023-12-15","Code_298"
"C48207","Unit of Concentration","8571670f-355a-4ee7-8a14-c58c482ee470","Code","http://www.cdisc.org","2023-12-15","Code_299"
"C70713","Biospecimen Type","ff1369af-a49f-4f65-915f-4b22f84fc65f","Code","http://www.cdisc.org","2023-12-15","Code_300"
"C49487","No","6a6ee3a6-3ae7-4311-af02-9537f1e2ed78","Code","http://www.cdisc.org","2023-12-15","Code_301"
"C49488","Yes","3e67436f-5822-4560-af58-b2fd849b7290","Code","http://www.cdisc.org","2023-12-15","Code_302"
"C83309","Laboratory Test Fasting Status","ecd5a528-575b-48a5-8ee3-4cbf5fb6a538","Code","http://www.cdisc.org","2023-12-15","Code_303"
"C64547","CREAT","fe8b500e-7c27-454a-9edb-64adb4fd36aa","Code","http://www.cdisc.org","2023-12-15","Code_304"
"C64853","K","2b4115fb-9c49-483c-b493-8cceaf6826ce","Code","http://www.cdisc.org","2023-12-15","Code_305"
"C36292","Laboratory Test Result","4138f556-b9ba-4c80-a3a3-d51c3298c721","Code","http://www.cdisc.org","2023-12-15","Code_306"
"C67474","Milliequivalent per Liter","0d5dcb7b-6866-4da7-887a-765c818c02b2","Code","http://www.cdisc.org","2023-12-15","Code_307"
"C67473","Milliequivalent per Deciliter","2c0f8d76-d7a7-433c-860d-79bdb7e553e0","Code","http://www.cdisc.org","2023-12-15","Code_308"
"C64387","Millimole per Liter","2687a8d6-16db-4ba5-a791-8abfc555eecc","Code","http://www.cdisc.org","2023-12-15","Code_309"
"C64567","Molarity Unit","73c83e6b-f34b-4354-bec3-8afd5da76024","Code","http://www.cdisc.org","2023-12-15","Code_310"
"C70713","Biospecimen Type","b9e5fcaa-e608-428d-acab-51fc015cb8f7","Code","http://www.cdisc.org","2023-12-15","Code_311"
"C49487","No","9a020968-ed4c-4952-9fb2-51734658dd64","Code","http://www.cdisc.org","2023-12-15","Code_312"
"C49488","Yes","e34ba7ae-d1a8-4c3e-a951-a6b0372d96c6","Code","http://www.cdisc.org","2023-12-15","Code_313"
"C83309","Laboratory Test Fasting Status","cd4314dd-c47f-42c7-8557-8124a6ffca87","Code","http://www.cdisc.org","2023-12-15","Code_314"
"C64853","K","5c1468d5-c0bf-46e8-be02-d3ee927959bd","Code","http://www.cdisc.org","2023-12-15","Code_315"
"C64809","SODIUM","b62caaf5-095a-4cc5-b558-b7061a69d7f5","Code","http://www.cdisc.org","2023-12-15","Code_316"
"C36292","Laboratory Test Result","dd631575-a9b2-43f6-bbc0-5cd3a9a0bbf1","Code","http://www.cdisc.org","2023-12-15","Code_317"
"C67474","Milliequivalent per Liter","b00cc54e-f932-4dfb-80e9-79523f7c9980","Code","http://www.cdisc.org","2023-12-15","Code_318"
"C67473","Milliequivalent per Deciliter","eb9ceb74-0307-4b1d-9978-fa4326c259f5","Code","http://www.cdisc.org","2023-12-15","Code_319"
"C64387","Millimole per Liter","f5b13955-482e-4d2d-b52c-46c46b6863d2","Code","http://www.cdisc.org","2023-12-15","Code_320"
"C64567","Molarity Unit","4799f74f-adca-4408-92b8-def5190f0c2a","Code","http://www.cdisc.org","2023-12-15","Code_321"
"C70713","Biospecimen Type","1e47ed2e-9f82-4566-93cf-85026103a52e","Code","http://www.cdisc.org","2023-12-15","Code_322"
"C49487","No","230924f5-ec6f-4965-b8de-ceb4940c578e","Code","http://www.cdisc.org","2023-12-15","Code_323"
"C49488","Yes","e4369ff4-bbc5-42e3-b4d4-f8b5ebe64336","Code","http://www.cdisc.org","2023-12-15","Code_324"
"C83309","Laboratory Test Fasting Status","2de9cb39-9f57-4fda-b032-2e6cb9b09c81","Code","http://www.cdisc.org","2023-12-15","Code_325"
"C64809","SODIUM","b66ec9db-5d41-4728-a2d1-e94c49e1ceab","Code","http://www.cdisc.org","2023-12-15","Code_326"
"C25298","SYSBP","979c787c-472d-4f01-93e5-a974fa9cd116","Code","http://www.cdisc.org","2023-12-15","Code_327"
"C77140","Clinical Test Result","20fcf74f-2ff9-45ef-ab9b-e011c48647e9","Code","http://www.cdisc.org","2023-12-15","Code_328"
"C49669","Unit of Pressure","e4b3fe4c-1729-4ca2-ad7e-b87f374122df","Code","http://www.cdisc.org","2023-12-15","Code_329"
"C62122","Sitting","b9ee75a6-3077-4ad1-a3f2-7595c1122429","Code","http://www.cdisc.org","2023-12-15","Code_330"
"C62166","Standing","8d64bf83-a798-4c6b-974e-0176fc9f9092","Code","http://www.cdisc.org","2023-12-15","Code_331"
"C62167","Supine Position","aea7df8b-a50d-4c14-8b8d-39659ace8ebc","Code","http://www.cdisc.org","2023-12-15","Code_332"
"C62164","Body Position","4b280f1d-9005-48ff-ad0b-33a1b0217978","Code","http://www.cdisc.org","2023-12-15","Code_333"
"C12681","Brachial Artery","8bee6e7f-5695-4e3a-9db6-d3228a221474","Code","http://www.cdisc.org","2023-12-15","Code_334"
"C12687","Common Carotid Artery","ecfa4afc-4d12-4991-9c73-6b5e9a257634","Code","http://www.cdisc.org","2023-12-15","Code_335"
"C32478","Dorsalis Pedis Artery","cf40ece2-3e29-4214-9d60-95aee0d3dd4c","Code","http://www.cdisc.org","2023-12-15","Code_336"
"C12715","Femoral Artery","4a5e0cb7-b2ff-4bd2-87ac-6a5c655892ce","Code","http://www.cdisc.org","2023-12-15","Code_337"
"C12838","Radial Artery","90708d95-4cd8-4750-bf2e-fc1375a67b74","Code","http://www.cdisc.org","2023-12-15","Code_338"
"C13717","Anatomic Site","d84f9b52-a32e-4c1c-9685-561ccbd65255","Code","http://www.cdisc.org","2023-12-15","Code_339"
"C25229","Left","6a122fbe-8184-4515-a78f-a04146e67a9c","Code","http://www.cdisc.org","2023-12-15","Code_340"
"C25228","Right","b12ba9a3-11b9-4098-8ed3-2813354d3b0e","Code","http://www.cdisc.org","2023-12-15","Code_341"
"C25185","Laterality","9e48efe5-55fd-4f7e-8c13-a931f29f9c99","Code","http://www.cdisc.org","2023-12-15","Code_342"
"C25298","SYSBP","d1c9a2d2-ea1c-496d-a95a-928c0f7010a7","Code","http://www.cdisc.org","2023-12-15","Code_343"
"C25299","DIABP","91dc7fec-7b13-4f0c-b68c-f6c94bb342c4","Code","http://www.cdisc.org","2023-12-15","Code_344"
"C77140","Clinical Test Result","dd3d2a20-1be6-4690-830b-80cc8d627491","Code","http://www.cdisc.org","2023-12-15","Code_345"
"C49669","Unit of Pressure","bc5e977c-84f7-4d29-9bd6-5e22bcf1cdb7","Code","http://www.cdisc.org","2023-12-15","Code_346"
"C62122","Sitting","b0c0bb7c-e1a9-4389-94b9-dd6a522e3676","Code","http://www.cdisc.org","2023-12-15","Code_347"
"C62166","Standing","e8ee5266-a52a-4df9-9425-b5a0d7e608ce","Code","http://www.cdisc.org","2023-12-15","Code_348"
"C62167","Supine Position","406ed55f-75d2-4783-9a54-e2bf324ea29a","Code","http://www.cdisc.org","2023-12-15","Code_349"
"C62164","Body Position","fe396b2a-2621-4e46-8f4f-2b9234f885ca","Code","http://www.cdisc.org","2023-12-15","Code_350"
"C12681","Brachial Artery","afc39acf-92b0-40ab-9d27-38c05ba798f6","Code","http://www.cdisc.org","2023-12-15","Code_351"
"C12687","Common Carotid Artery","fc8b04b9-d23c-4020-8756-306653006027","Code","http://www.cdisc.org","2023-12-15","Code_352"
"C32478","Dorsalis Pedis Artery","683211fc-1cd8-4971-a44c-f08c8bf15021","Code","http://www.cdisc.org","2023-12-15","Code_353"
"C12715","Femoral Artery","fc3f985d-cfcf-49ff-b405-080de9266ca4","Code","http://www.cdisc.org","2023-12-15","Code_354"
"C12838","Radial Artery","b2c6d122-7d11-4b0b-b373-b236fffff653","Code","http://www.cdisc.org","2023-12-15","Code_355"
"C13717","Anatomic Site","ab09f281-ab94-44b1-91ca-963c9eed7ef5","Code","http://www.cdisc.org","2023-12-15","Code_356"
"C25229","Left","120cda84-b424-4891-ac57-996ac3489af4","Code","http://www.cdisc.org","2023-12-15","Code_357"
"C25228","Right","d3e64b82-02e7-43f5-8219-6153077da915","Code","http://www.cdisc.org","2023-12-15","Code_358"
"C25185","Laterality","f7d4acb4-cf44-4980-84db-365f75423182","Code","http://www.cdisc.org","2023-12-15","Code_359"
"C25299","DIABP","10f2f64a-906e-4e7e-baaf-e07bf482f46b","Code","http://www.cdisc.org","2023-12-15","Code_360"
"C49677","HR","ca3fb84a-1b6e-429e-9961-a928be4ac332","Code","http://www.cdisc.org","2023-12-15","Code_361"
"C77140","Clinical Test Result","efe4f655-3ec3-4bec-aac2-276cebfb65ae","Code","http://www.cdisc.org","2023-12-15","Code_362"
"C73688","Count per Minute","a648f6c9-3408-4096-9be6-f2c762c43ced","Code","http://www.cdisc.org","2023-12-15","Code_363"
"C62122","Sitting","be0e1c93-78d0-4943-ba9b-48b1b8362968","Code","http://www.cdisc.org","2023-12-15","Code_364"
"C62166","Standing","67e4f9c6-bffa-430a-a2ff-78fe2491f183","Code","http://www.cdisc.org","2023-12-15","Code_365"
"C62167","Supine Position","02c49c08-433e-4606-9511-9210f307bc07","Code","http://www.cdisc.org","2023-12-15","Code_366"
"C62164","Body Position","a516a8a9-75d6-476d-8406-db12a7e35366","Code","http://www.cdisc.org","2023-12-15","Code_367"
"C12681","Brachial Artery","ffc6528c-039c-4d18-b247-5143f5deb301","Code","http://www.cdisc.org","2023-12-15","Code_368"
"C12687","Common Carotid Artery","38f22b5b-4968-40bc-ac73-b8f6688817e0","Code","http://www.cdisc.org","2023-12-15","Code_369"
"C32478","Dorsalis Pedis Artery","39efbaab-2c0d-4656-a9f7-b155c9266111","Code","http://www.cdisc.org","2023-12-15","Code_370"
"C12715","Femoral Artery","616ea708-0b30-4432-83ed-14043ac5cd9f","Code","http://www.cdisc.org","2023-12-15","Code_371"
"C12838","Radial Artery","af7567f0-80eb-4d8b-a8fa-a270d6cf90e3","Code","http://www.cdisc.org","2023-12-15","Code_372"
"C13717","Anatomic Site","df53aeff-16cb-46f4-bcbc-273c7580902d","Code","http://www.cdisc.org","2023-12-15","Code_373"
"C25229","Left","ae53f047-730c-41b9-b19e-d4d66fd1ccc6","Code","http://www.cdisc.org","2023-12-15","Code_374"
"C25228","Right","b5bbe151-7821-43d6-bdf1-6fcdd32ffd58","Code","http://www.cdisc.org","2023-12-15","Code_375"
"C25185","Laterality","a7126266-5431-48f7-8b8f-0f53c5482c85","Code","http://www.cdisc.org","2023-12-15","Code_376"
"C49677","HR","410a4690-935c-4022-8ba5-85613beb9701","Code","http://www.cdisc.org","2023-12-15","Code_377"
