"codeSystemVersion","uuid:ID","code","decode","codeSystem","id","instanceType"
"","f0d23cee-9d45-4eaf-afbd-d291682a8a6f","C62164","Body Position","NCI Thesaurus","Code_243","Code"
"","181faa8c-eebc-4d5f-a33a-2940999d05cb","C49677","Heart Rate","NCI Thesaurus","Code_236","Code"
"","6707ced4-e870-42ea-bdd8-ab6f9eb01ec7","C77140","Clinical Test Result","NCI Thesaurus","Code_245","Code"
"2023-09-29","1e22e9d6-c16d-4209-ae98-1340b780719a","C42547","Pascal","http://www.cdisc.org","Code_246","Code"
"","7ac49621-05fd-44b0-9df0-8e97041b5c13","C49669","Unit of Pressure","NCI Thesaurus","Code_247","Code"
"","7217e62a-de3b-4cf9-9224-42f5b53a7504","C13717","Anatomic Site","NCI Thesaurus","Code_248","Code"
"","1badb635-1ea8-4202-953c-5d0fc93faa96","C25185","Laterality","NCI Thesaurus","Code_249","Code"
"","03747238-2824-4afd-b70c-83e2b1cf05ea","C82535","Test Method","NCI Thesaurus","Code_250","Code"
"","9643998e-c646-4f05-ac2a-d81d9014c587","C62164","Body Position","NCI Thesaurus","Code_251","Code"
"","16715a8f-c327-45d0-9c5f-16353f35e37c","C25298","Systolic Blood Pressure","NCI Thesaurus","Code_244","Code"
"","34f7111f-6291-4860-a95e-1fb0bfd96262","C77140","Clinical Test Result","NCI Thesaurus","Code_253","Code"
"2023-09-29","e6b12612-a630-45f5-8c9b-034a552ed016","C42547","Pascal","http://www.cdisc.org","Code_254","Code"
"","580adbc0-a387-4b90-98ce-190478c3b25d","C49669","Unit of Pressure","NCI Thesaurus","Code_255","Code"
"","299b0d09-cbce-45a6-871c-544f3d909ea8","C13717","Anatomic Site","NCI Thesaurus","Code_256","Code"
"","d48cde80-4b46-4aa8-a95c-61ab18e54ef5","C25185","Laterality","NCI Thesaurus","Code_257","Code"
"","efd18275-e8fa-4fed-96af-1ee151b0e0dd","C82535","Test Method","NCI Thesaurus","Code_258","Code"
"","e9547899-48f8-4791-b346-1a07f9f6b748","C62164","Body Position","NCI Thesaurus","Code_259","Code"
"","c929f23b-a341-460f-b458-36793cee01cc","C25299","Diastolic Blood Pressure","NCI Thesaurus","Code_252","Code"
"","7f370241-92ec-493f-9ad7-7b0fce3f5fef","C77140","Clinical Test Result","NCI Thesaurus","Code_261","Code"
"2023-09-29","9c2843ee-5064-4738-bfe4-f59f5863446a","C49673","Beats per Minute","http://www.cdisc.org","Code_262","Code"
"","51024638-dbcb-490e-93aa-e3b897473bb4","C73688","Count per Minute","NCI Thesaurus","Code_263","Code"
"","91fba644-0fb7-4f3c-b1dc-d4c25c3fa0a5","C13717","Anatomic Site","NCI Thesaurus","Code_264","Code"
"","f131ebc0-3156-4b88-9c0e-c93ecb7ab87d","C25185","Laterality","NCI Thesaurus","Code_265","Code"
"","cad8c6a9-539a-410c-8285-293cb8ec3d9d","C82535","Test Method","NCI Thesaurus","Code_266","Code"
"","cd1849f9-8cba-4247-b172-d741d34c73c9","C62164","Body Position","NCI Thesaurus","Code_267","Code"
"","3ea04e11-7fce-497f-b2bc-0e282ae281f3","C49677","Heart Rate","NCI Thesaurus","Code_260","Code"
"2023-09-29","44df5d9c-4e04-4f2a-914a-74d44e62d7d0","C174268","Placebo Comparator Arm","http://www.cdisc.org","Code_123","Code"
"2023-09-29","188e8103-2f23-4305-8c04-5beb38ac2175","C188866","Data Generated Within Study","http://www.cdisc.org","Code_124","Code"
"2023-09-29","a9a61769-6a63-42ea-883a-8d320a3985ed","C174267","Active Comparator Arm","http://www.cdisc.org","Code_125","Code"
"2023-09-29","8f57c50b-02c1-4f54-8f16-c87fe3c1507c","C188866","Data Generated Within Study","http://www.cdisc.org","Code_126","Code"
"2023-09-29","91253779-d344-47c2-a70a-f7ffa163c26a","C174267","Active Comparator Arm","http://www.cdisc.org","Code_127","Code"
"2023-09-29","60f8ad40-8fd3-4cde-9a86-ec6c4d30a035","C188866","Data Generated Within Study","http://www.cdisc.org","Code_128","Code"
"2023-09-29","2663c9e7-ca61-4dea-ac19-8053e86b1ade","C15228","Double Blind Study","http://www.cdisc.org","Code_136","Code"
"2023-09-29","ddcb777b-dc38-4f26-b95c-61065e6bea33","C48262","Trial Screening","http://www.cdisc.org","Code_129","Code"
"2023-09-29","b0f55c00-7c8b-4fc6-b545-aae7b71203ed","C101526","Treatment Epoch","http://www.cdisc.org","Code_130","Code"
"2023-09-29","93d0b9ee-9039-4855-9b24-1124dd6b6dfb","C101526","Treatment Epoch","http://www.cdisc.org","Code_131","Code"
"2023-09-29","3efcd164-a2aa-4fa7-a82b-784986960238","C101526","Treatment Epoch","http://www.cdisc.org","Code_132","Code"
"2023-09-29","c6d77e79-ee8c-4bb4-88ed-39c981797359","C99158","Clinical Study Follow-up","http://www.cdisc.org","Code_133","Code"
"1","ac37ecef-e654-4039-b1d8-a250eb019b43","G30.9","Alzheimer's disease; unspecified","ICD-10-CM","Code_327","Code"
"January 31, 2018","8595e0b9-9273-4391-8e32-1e729d650a9a","26929004","Alzheimer's disease","SNOMED","Code_328","Code"
"2023-09-29","15db8a11-dc43-4803-9b42-b9ab411fec03","C70793","Sponsor","http://www.cdisc.org","Code_142","Code"
"2023-09-29","e4dd651f-8ecc-4dac-b527-f412675050cc","C85826","Trial Primary Objective","http://www.cdisc.org","Code_332","Code"
"2023-09-29","eec5c6bc-b03c-4ea3-be9c-d14999376e64","C94496","Primary Endpoint","http://www.cdisc.org","Code_331","Code"
"2023-09-29","17cb63d9-bd7c-470b-a1b1-96d7399d5314","C94496","Primary Endpoint","http://www.cdisc.org","Code_333","Code"
"2023-09-29","c6b3d9c8-4fc5-4fb8-8e03-1bf7fa36c4c1","C85826","Trial Primary Objective","http://www.cdisc.org","Code_335","Code"
"2023-09-29","0022d01d-2625-40fe-9c95-349281474adf","C94496","Primary Endpoint","http://www.cdisc.org","Code_334","Code"
"2023-09-29","c55087a3-310e-4f03-b4d4-4c9f475f918f","C94496","Primary Endpoint","http://www.cdisc.org","Code_336","Code"
"2023-09-29","41c88d45-f109-4258-b9cd-6095a3d7da3c","C94496","Primary Endpoint","http://www.cdisc.org","Code_337","Code"
"2023-09-29","4935d144-a48e-4708-9cae-0b87d583b378","C85827","Trial Secondary Objective","http://www.cdisc.org","Code_339","Code"
"2023-09-29","b9a8f4ee-4901-4055-a3a5-818ea393d999","C139173","Secondary Endpoint","http://www.cdisc.org","Code_338","Code"
"2023-09-29","261f1089-dce8-41c3-a8cd-6cd0f14b522c","C139173","Secondary Endpoint","http://www.cdisc.org","Code_340","Code"
"2023-09-29","d86ae752-888e-457a-baa2-c6f890d82e35","C139173","Secondary Endpoint","http://www.cdisc.org","Code_341","Code"
"2023-09-29","28dac710-671d-424d-aec9-d483e78654a8","C85827","Trial Secondary Objective","http://www.cdisc.org","Code_343","Code"
"2023-09-29","4fb93994-cc58-475c-b221-d1166ea48022","C139173","Secondary Endpoint","http://www.cdisc.org","Code_342","Code"
"2023-09-29","9a0cbc4a-bbd0-4eeb-b9e1-be98d86dc206","C85827","Trial Secondary Objective","http://www.cdisc.org","Code_345","Code"
"2023-09-29","2b916242-48fb-4f5f-bd76-27e8bb771df4","C139173","Secondary Endpoint","http://www.cdisc.org","Code_344","Code"
"2023-09-29","cac1098e-5c46-47ec-87e5-1b59ef86cedd","C85827","Trial Secondary Objective","http://www.cdisc.org","Code_347","Code"
"2023-09-29","24ea66e0-1254-44c2-af44-3ecec7ca3b68","C139173","Secondary Endpoint","http://www.cdisc.org","Code_346","Code"
"2023-09-29","f414e984-1d67-4453-9d64-6fc7771c7e99","C25532","Inclusion Criteria","http://www.cdisc.org","Code_348","Code"
"2023-09-29","d2ea3a23-4404-4d4b-8fb6-f40ad7bdba9a","C25532","Inclusion Criteria","http://www.cdisc.org","Code_349","Code"
"2023-09-29","09f24952-dbae-4741-b50c-ac2cd5c35242","C25532","Inclusion Criteria","http://www.cdisc.org","Code_350","Code"
"2023-09-29","45652414-5e28-4a13-8df0-2d098da840fc","C25532","Inclusion Criteria","http://www.cdisc.org","Code_351","Code"
"2023-09-29","171a5479-53b8-44c2-b2e9-a4a49c38f2ea","C25532","Inclusion Criteria","http://www.cdisc.org","Code_352","Code"
"2023-09-29","5bc08ccc-1f53-4757-b148-22f6777c92a2","C25532","Inclusion Criteria","http://www.cdisc.org","Code_353","Code"
"2023-09-29","0114c96e-a137-4dee-b672-5c1f592b4619","C25532","Inclusion Criteria","http://www.cdisc.org","Code_354","Code"
"2023-09-29","d202dc06-3de0-406c-9e75-bab23e47574a","C25532","Inclusion Criteria","http://www.cdisc.org","Code_355","Code"
"2023-09-29","64db0e08-2877-4793-ab3f-652ac4d0d961","C25370","Exclusion Criteria","http://www.cdisc.org","Code_356","Code"
"2023-09-29","ae486b37-43e7-42e9-b72d-8a659a244fe6","C25370","Exclusion Criteria","http://www.cdisc.org","Code_357","Code"
"2023-09-29","6cd42797-9bbf-4f24-8210-7136d5c4bbc6","C25370","Exclusion Criteria","http://www.cdisc.org","Code_358","Code"
"2023-09-29","650b519e-aab8-451a-8408-41841d8f1002","C25370","Exclusion Criteria","http://www.cdisc.org","Code_359","Code"
"2023-09-29","4e4eaf45-f2d0-459f-8029-70d0d35419bb","C25370","Exclusion Criteria","http://www.cdisc.org","Code_360","Code"
"2023-09-29","45f3c2eb-4ab2-4ec5-9f29-874b7ddce144","C25370","Exclusion Criteria","http://www.cdisc.org","Code_361","Code"
"2023-09-29","e34b6dd3-416e-4c89-aec5-d35c5745a4e4","C25370","Exclusion Criteria","http://www.cdisc.org","Code_362","Code"
"2023-09-29","3ea90677-ca86-4501-b272-3b481e37d2dd","C25370","Exclusion Criteria","http://www.cdisc.org","Code_363","Code"
"2023-09-29","c983b7f8-2b96-4c64-b421-6913bb09a40f","C25370","Exclusion Criteria","http://www.cdisc.org","Code_364","Code"
"2023-09-29","2cae0966-d638-4e2f-afa8-5f76aa9d3045","C25370","Exclusion Criteria","http://www.cdisc.org","Code_365","Code"
"2023-09-29","39b58cfc-d74e-4522-80d7-b9812aed761a","C25370","Exclusion Criteria","http://www.cdisc.org","Code_366","Code"
"2023-09-29","fd380777-857c-4521-bbe2-afd6f7d8ea5e","C25370","Exclusion Criteria","http://www.cdisc.org","Code_367","Code"
"2023-09-29","94b35345-abed-43c8-aadd-6f78de121b6a","C25370","Exclusion Criteria","http://www.cdisc.org","Code_368","Code"
"2023-09-29","f8470b25-4290-465d-a50c-23e3083eb6d2","C25370","Exclusion Criteria","http://www.cdisc.org","Code_369","Code"
"2023-09-29","de132f68-a1e5-464c-9c3b-830f4164f9db","C25370","Exclusion Criteria","http://www.cdisc.org","Code_370","Code"
"2023-09-29","0950da00-9bcb-4890-96e1-3441bd44a638","C25370","Exclusion Criteria","http://www.cdisc.org","Code_371","Code"
"2023-09-29","36333d8f-6f14-455f-ab87-fa7d93fccb63","C25370","Exclusion Criteria","http://www.cdisc.org","Code_372","Code"
"2023-09-29","97e1270a-a8f2-4876-81a5-0023bf659533","C25370","Exclusion Criteria","http://www.cdisc.org","Code_373","Code"
"2023-09-29","b29f68e9-e499-4859-89a6-924e7b92e745","C25370","Exclusion Criteria","http://www.cdisc.org","Code_374","Code"
"2023-09-29","229dd3a8-a686-42e0-9b3c-78e5fa2f7eab","C25370","Exclusion Criteria","http://www.cdisc.org","Code_375","Code"
"2023-09-29","baba421c-afa4-44a7-8579-cf814a151986","C25370","Exclusion Criteria","http://www.cdisc.org","Code_376","Code"
"2023-09-29","bc27dbe4-aedb-4e4e-bcb7-46268e477f68","C25370","Exclusion Criteria","http://www.cdisc.org","Code_377","Code"
"2023-09-29","ca6b2ae3-7bae-4906-8d52-69f734fc2896","C25370","Exclusion Criteria","http://www.cdisc.org","Code_378","Code"
"2023-09-29","c49f971f-bfcc-45ca-b913-977baaf42565","C29848","Year","http://www.cdisc.org","Code_329","Code"
"2023-09-29","7ba06916-f9ce-44a9-8f12-cf37748785ff","C201357","Before","http://www.cdisc.org","Code_14","Code"
"2023-09-29","a60ae13f-59a4-4d71-9db1-a25e8d61c2ab","C201355","Start to Start","http://www.cdisc.org","Code_15","Code"
"2023-09-29","f6bbd6e6-edc7-4adb-b70c-a3dc61894d5f","C201357","Before","http://www.cdisc.org","Code_16","Code"
"2023-09-29","4daa0368-6f76-4276-85f9-131ef1924add","C201355","Start to Start","http://www.cdisc.org","Code_17","Code"
"2023-09-29","ca4ae13c-0ce8-41ed-9abc-485f3b98db4a","C201358","Fixed Reference","http://www.cdisc.org","Code_19","Code"
"2023-09-29","e4819b87-99c1-489f-b610-41ff5b89443c","C201355","Start to Start","http://www.cdisc.org","Code_20","Code"
"2023-09-29","e9a472d4-a3e7-451a-a16a-8ef473ab1c58","C201356","After","http://www.cdisc.org","Code_21","Code"
"2023-09-29","9d142af0-e8c3-4f9a-8551-77c967e7c6b0","C201355","Start to Start","http://www.cdisc.org","Code_22","Code"
"2023-09-29","aa8af813-e022-4035-a1da-0643f4352b32","C201356","After","http://www.cdisc.org","Code_24","Code"
"2023-09-29","37700792-da83-4bc2-81ed-958afa9e4a41","C201355","Start to Start","http://www.cdisc.org","Code_25","Code"
"2023-09-29","255d286b-74a2-42e2-b0d2-aaacc4de54f1","C201356","After","http://www.cdisc.org","Code_27","Code"
"2023-09-29","0f1cb22f-3ba5-4f88-ba2a-74f454e79171","C201355","Start to Start","http://www.cdisc.org","Code_28","Code"
"2023-09-29","aa586539-9ef0-47e5-a61f-1da606dce022","C201356","After","http://www.cdisc.org","Code_30","Code"
"2023-09-29","4a503e04-cd54-4391-bac8-0f2b2c76f317","C201355","Start to Start","http://www.cdisc.org","Code_31","Code"
"2023-09-29","3e237729-589e-459c-8712-693fc7bff903","C201356","After","http://www.cdisc.org","Code_35","Code"
"2023-09-29","d3c67fb1-c608-41b4-8094-0615638a4d84","C201355","Start to Start","http://www.cdisc.org","Code_36","Code"
"2023-09-29","9399280d-dbfd-44e2-81ea-e1fa05ebf407","C201356","After","http://www.cdisc.org","Code_40","Code"
"2023-09-29","6e8c6934-b255-4fd4-a93d-224cf31309e8","C201355","Start to Start","http://www.cdisc.org","Code_41","Code"
"2023-09-29","a25151a5-2ae9-48b7-870b-42b720691ee0","C201356","After","http://www.cdisc.org","Code_45","Code"
"2023-09-29","55ee5de3-251f-483b-aac2-bef1bff202d9","C201355","Start to Start","http://www.cdisc.org","Code_46","Code"
"2023-09-29","0df0f0ef-54c0-4e1c-96f2-7313e008c89d","C201356","After","http://www.cdisc.org","Code_50","Code"
"2023-09-29","7ba76a5f-0e10-4925-ab5b-e20f6e3ee627","C201355","Start to Start","http://www.cdisc.org","Code_51","Code"
"2023-09-29","7850da23-90ef-4013-be36-3d6c45a78e5f","C201356","After","http://www.cdisc.org","Code_53","Code"
"2023-09-29","6631b70b-deb9-4392-8a67-e76a647f6b2f","C201355","Start to Start","http://www.cdisc.org","Code_54","Code"
"2023-09-29","5edd1ea4-2b54-4416-942a-f7332e2e093f","C201356","After","http://www.cdisc.org","Code_33","Code"
"2023-09-29","0c33ab03-da32-4379-83a4-266742933dc8","C201355","Start to Start","http://www.cdisc.org","Code_34","Code"
"2023-09-29","19497521-4e87-484e-a731-1eb201a3acb3","C201356","After","http://www.cdisc.org","Code_38","Code"
"2023-09-29","a04e3a5d-d2ab-4a5c-9d79-e6019fc970ca","C201355","Start to Start","http://www.cdisc.org","Code_39","Code"
"2023-09-29","b57625ac-b91a-438a-a61c-e9ff4c8c3ea9","C201356","After","http://www.cdisc.org","Code_43","Code"
"2023-09-29","d08dcc09-016a-494b-95cc-0b80020380ed","C201355","Start to Start","http://www.cdisc.org","Code_44","Code"
"2023-09-29","7403d65f-2e30-4413-a0c1-c959deadfb8c","C201356","After","http://www.cdisc.org","Code_48","Code"
"2023-09-29","cdcf08f8-ccb6-4c5b-95f5-c5e97d01f585","C201355","Start to Start","http://www.cdisc.org","Code_49","Code"
"2023-09-29","2b50f02e-564f-4321-ae3d-99b09b86ae39","C201358","Fixed Reference","http://www.cdisc.org","Code_56","Code"
"2023-09-29","ff70eb71-891f-40e6-b9b5-28dd9016505b","C201355","Start to Start","http://www.cdisc.org","Code_57","Code"
"2023-09-29","4e858604-3010-4a31-b6e0-f793fcd4896c","C201358","Fixed Reference","http://www.cdisc.org","Code_58","Code"
"2023-09-29","2f815d77-5ad1-4b02-ad02-1701c326ab2b","C201355","Start to Start","http://www.cdisc.org","Code_59","Code"
"2023-09-29","8ee2c67a-98fc-4be8-b784-085ee816e547","C201358","Fixed Reference","http://www.cdisc.org","Code_60","Code"
"2023-09-29","21f2f48f-9b34-416c-aa2f-7bea578697b5","C201355","Start to Start","http://www.cdisc.org","Code_61","Code"
"2023-09-29","2b54ce86-eb6b-4a80-9e35-ad4e35b5c804","C201356","After","http://www.cdisc.org","Code_62","Code"
"2023-09-29","73d4149d-47a3-4e37-a1e4-9344506a29f7","C201355","Start to Start","http://www.cdisc.org","Code_63","Code"
"2023-09-29","f51ab832-992f-45e9-9a32-cac27865f58f","C201356","After","http://www.cdisc.org","Code_64","Code"
"2023-09-29","2fdc4958-718c-47f1-9d05-951738ed0af1","C201353","End to Start","http://www.cdisc.org","Code_65","Code"
"2023-09-29","3499a365-6ef7-40d8-a90b-f2c3702febbd","C201356","After","http://www.cdisc.org","Code_66","Code"
"2023-09-29","680885bd-033a-4a58-9a47-bd8c8c7e7979","C201355","Start to Start","http://www.cdisc.org","Code_67","Code"
"2023-09-29","0e32cbba-fbee-40a3-b849-7481281ff777","C201356","After","http://www.cdisc.org","Code_68","Code"
"2023-09-29","3469fc6c-a67d-4620-9615-ecaf81817b7e","C201353","End to Start","http://www.cdisc.org","Code_69","Code"
"2023-09-29","faed61f0-48a7-4edb-af93-c95417b56eab","C201356","After","http://www.cdisc.org","Code_70","Code"
"2023-09-29","2ec41f6b-8882-42eb-a46b-f39b344bfaa4","C201355","Start to Start","http://www.cdisc.org","Code_71","Code"
"2023-09-29","bf9fa3a8-01cb-4a58-84bf-572f53c42f3c","C70793","Clinical Study Sponsor","http://www.cdisc.org","Code_379","Code"
"2020-08","635c3c74-33c6-4240-b694-93f82fff3c44","GBR","United Kingdom of Great Britain and Northern Ireland","ISO 3166 1 alpha3","Code_380","Code"
"2023-09-29","8cf910a4-221b-4ed2-b8f0-4e240a6f99f6","C94108","Study Acronym","http://www.cdisc.org","Code_3","Code"
"2023-09-29","65d61428-fdc1-48e3-a86e-934277ca427b","C99905x1","Brief Study Title","http://www.cdisc.org","Code_5","Code"
"2023-09-29","17cf76ca-fcd5-4a52-ad84-8cd4cf3e7e83","C99905x2","Official Study Title","http://www.cdisc.org","Code_6","Code"
"2023-09-29","60588eba-4e95-4f08-bada-c4fbc57efb65","C99905x3","Public Study Title","http://www.cdisc.org","Code_7","Code"
"2023-09-29","6bc16687-4820-4003-8e1f-de9910346b96","C25508","Final","http://www.cdisc.org","Code_8","Code"
"2023-09-29","eb436d83-3ed1-45c9-ab0a-d0c42ae5d0ad","C99903x1","Protocol Effective Date","http://www.cdisc.org","Code_11","Code"
"2023-09-29","251e221a-d295-4adc-8333-9d22cf72bc89","C41129","Region","http://www.cdisc.org","Code_13","Code"
"2020-08","67f688b0-a5bd-4120-b17f-88334e7ce796","150","Europe","ISO 3166 1 alpha3","Code_12","Code"
