"uuid:ID","codeSystem","instanceType","id","codeSystemVersion","decode","code"
"b2959298-dc48-4e0d-9f62-8f20c45821e3","http://www.cdisc.org","Code","Code_247","2023-09-29","Beats per Minute","C49673"
"2c1fe4fc-afac-4d5e-9544-d8633385ca64","NCI Thesaurus","Code","Code_248","","Count per Minute","C73688"
"64b777ac-ddfd-424d-adcf-785a68407efb","NCI Thesaurus","Code","Code_249","","Vital Signs Location","C83088"
"185c5fc4-3c5b-4eac-9711-40279a44850c","NCI Thesaurus","Code","Code_250","","Vital Signs Laterality","C123975"
"b51cfad0-b16c-4eed-a9e2-0806732513e3","NCI Thesaurus","Code","Code_251","","Test Method","C82535"
"f4512c1f-85d6-4a94-9bed-349fd7e6b72a","NCI Thesaurus","Code","Code_252","","Vital Signs Position","C83114"
"5f4c28ad-9238-4fd1-96f2-32b0885cd659","NCI Thesaurus","Code","Code_245","","Heart Rate","C49677"
"ebb133f1-69e2-4c6b-8ae1-03f6f7bed214","NCI Thesaurus","Code","Code_254","","Vital Signs Result","C173522"
"72469daa-6547-43fe-90d1-9ac0e8a2d260","http://www.cdisc.org","Code","Code_255","2023-09-29","Pascal","C42547"
"d7ca7fc4-a1e0-41cf-aed0-c15aaa36e13c","NCI Thesaurus","Code","Code_256","","Unit of Pressure","C49669"
"ce157acb-c57a-4589-bf5b-fa23fb76e4b5","NCI Thesaurus","Code","Code_257","","Vital Signs Location","C83088"
"aefd4f78-f09a-41b6-8d51-418f0c64054d","NCI Thesaurus","Code","Code_258","","Vital Signs Laterality","C123975"
"adf6de6b-f443-4421-a216-a5fb26e5fe05","NCI Thesaurus","Code","Code_259","","Test Method","C82535"
"59627a27-ae99-4c1e-ad54-36edaccfb653","NCI Thesaurus","Code","Code_260","","Vital Signs Position","C83114"
"f1492926-847a-49f9-aa29-3774054010a0","NCI Thesaurus","Code","Code_253","","Systolic Blood Pressure","C25298"
"110c9609-16dc-40aa-9eaf-3922eab07d61","NCI Thesaurus","Code","Code_262","","Vital Signs Result","C173522"
"df542d36-3564-42ab-b02e-f456c8a85784","http://www.cdisc.org","Code","Code_263","2023-09-29","Pascal","C42547"
"e8846c54-db0c-465d-b5b2-a76930aa81cc","NCI Thesaurus","Code","Code_264","","Unit of Pressure","C49669"
"cb2faf7f-ec8d-46e8-a446-8a3ead205192","NCI Thesaurus","Code","Code_265","","Vital Signs Location","C83088"
"eb5d6f5f-fdf1-4035-a136-ca454b39bd48","NCI Thesaurus","Code","Code_266","","Vital Signs Laterality","C123975"
"4aa4250d-5935-4457-be74-7cb7712db017","NCI Thesaurus","Code","Code_267","","Test Method","C82535"
"9df07538-acc1-4052-82ac-2bfae6dd3099","NCI Thesaurus","Code","Code_268","","Vital Signs Position","C83114"
"f6e50a8b-9639-4e83-a67f-88db53da8cae","NCI Thesaurus","Code","Code_261","","Diastolic Blood Pressure","C25299"
"1f9b2e9a-46df-4625-ae4e-17c775a99dc7","NCI Thesaurus","Code","Code_270","","Vital Signs Result","C173522"
"a1ee7ea6-783f-4a83-90c3-fc6b402d10ca","http://www.cdisc.org","Code","Code_271","2023-09-29","Beats per Minute","C49673"
"7eaf3443-ed34-4eba-b43b-19ff0d2e9aa2","NCI Thesaurus","Code","Code_272","","Count per Minute","C73688"
"6a095c30-db2a-41c8-8393-0e1c65107b48","NCI Thesaurus","Code","Code_273","","Vital Signs Location","C83088"
"afb00f17-d46f-49a3-97c6-bdcf5482cd63","NCI Thesaurus","Code","Code_274","","Vital Signs Laterality","C123975"
"80ab4cb7-6a87-433b-b15e-e35443da9383","NCI Thesaurus","Code","Code_275","","Test Method","C82535"
"6156717f-d57e-4908-a54a-035a60babf6d","NCI Thesaurus","Code","Code_276","","Vital Signs Position","C83114"
"4b8492e2-b1ed-4c11-addf-2774fc5e28c7","NCI Thesaurus","Code","Code_269","","Heart Rate","C49677"
"94f73568-0f2c-44d3-b03d-a03774bb3b01","http://www.cdisc.org","Code","Code_122","2023-09-29","Placebo Comparator Arm","C174268"
"6430c828-a1ce-4c8d-a9fe-8ffb56b55c10","http://www.cdisc.org","Code","Code_123","2023-09-29","Data Generated Within Study","C188866"
"cae8a523-474a-444f-9c37-bd7ee0917ae3","http://www.cdisc.org","Code","Code_124","2023-09-29","Active Comparator Arm","C174267"
"91437f78-a678-4442-9724-9125e9db0a20","http://www.cdisc.org","Code","Code_125","2023-09-29","Data Generated Within Study","C188866"
"e8949e83-6b75-48a6-a616-951a4176a4f1","http://www.cdisc.org","Code","Code_126","2023-09-29","Active Comparator Arm","C174267"
"6c8c3d11-b2e4-488a-889b-42244a056733","http://www.cdisc.org","Code","Code_127","2023-09-29","Data Generated Within Study","C188866"
"2f677cb3-bbed-48c0-80a2-1ad297bb5642","http://www.cdisc.org","Code","Code_135","2023-09-29","Double Blind Study","C15228"
"6428c8c7-b9d6-40e0-a8cc-de5b4aa8e186","http://www.cdisc.org","Code","Code_128","2023-09-29","Trial Screening","C48262"
"ce12c6f5-a7c0-475f-929b-8f3abaf8bdb4","http://www.cdisc.org","Code","Code_129","2023-09-29","Treatment Epoch","C101526"
"3430e877-5a1f-4450-b8e9-f6b27adaaeee","http://www.cdisc.org","Code","Code_130","2023-09-29","Treatment Epoch","C101526"
"f0eae96c-8dd1-475a-b736-3c56a22c6b93","http://www.cdisc.org","Code","Code_131","2023-09-29","Treatment Epoch","C101526"
"f40f5d28-366a-4ec3-9694-9d8ef5af3b58","http://www.cdisc.org","Code","Code_132","2023-09-29","Clinical Study Follow-up","C99158"
"2ba8d8c8-c77c-4490-936e-5f51bba8a6b0","ICD-10-CM","Code","Code_330","1","Alzheimer's disease; unspecified","G30.9"
"1a18a0de-a9cb-4fad-b8cc-fe94b0130173","SNOMED","Code","Code_331","January 31, 2018","Alzheimer's disease","26929004"
"33351441-3399-46ca-832e-a7a31300298e","http://www.cdisc.org","Code","Code_141","2023-09-29","Sponsor","C70793"
"2a2d3586-9e7e-4dee-aa85-d27e9b4830c4","http://www.cdisc.org","Code","Code_335","2023-09-29","Trial Primary Objective","C85826"
"c786ab5c-dd9e-43cd-a409-a11779f71a09","http://www.cdisc.org","Code","Code_334","2023-09-29","Primary Endpoint","C94496"
"84f6d609-4f6c-464e-b86d-e2877c306325","http://www.cdisc.org","Code","Code_336","2023-09-29","Primary Endpoint","C94496"
"d4a9a334-7c5f-450b-8731-1828a580194a","http://www.cdisc.org","Code","Code_338","2023-09-29","Trial Primary Objective","C85826"
"dd6f1481-203c-4dc2-b744-316435324c2d","http://www.cdisc.org","Code","Code_337","2023-09-29","Primary Endpoint","C94496"
"d6e0571c-c52a-4655-9e5d-90366e0fc4f0","http://www.cdisc.org","Code","Code_339","2023-09-29","Primary Endpoint","C94496"
"12c259bf-4780-4cfc-b6e8-4de4dbe5c136","http://www.cdisc.org","Code","Code_340","2023-09-29","Primary Endpoint","C94496"
"87c47a85-d3de-410d-ac99-4cf65d2d3fb9","http://www.cdisc.org","Code","Code_342","2023-09-29","Trial Secondary Objective","C85827"
"fa792fab-021d-449e-827f-6cfdb9cd9579","http://www.cdisc.org","Code","Code_341","2023-09-29","Secondary Endpoint","C139173"
"f8db66b9-f7e8-46c6-8766-d6029b880a88","http://www.cdisc.org","Code","Code_343","2023-09-29","Secondary Endpoint","C139173"
"48becaa2-6e0a-4139-bb60-8c2def324081","http://www.cdisc.org","Code","Code_344","2023-09-29","Secondary Endpoint","C139173"
"2e4bada7-8b2f-437d-ac0b-afe4759e79d8","http://www.cdisc.org","Code","Code_345","2023-09-29","Inclusion Criteria","C25532"
"95b4f4c9-4215-4451-9442-1fe97c67bab9","http://www.cdisc.org","Code","Code_346","2023-09-29","Inclusion Criteria","C25532"
"5069955f-1242-42e4-a5b8-32b067f70128","http://www.cdisc.org","Code","Code_347","2023-09-29","Inclusion Criteria","C25532"
"87f2812a-f604-4171-b141-69bcc6591463","http://www.cdisc.org","Code","Code_348","2023-09-29","Exclusion Criteria","C25370"
"b6992cda-5a3a-42be-b22b-0999352b1dc4","http://www.cdisc.org","Code","Code_332","2023-09-29","Year","C29848"
"83fd159f-0100-466b-93a0-ba79e4aef3b1","http://www.cdisc.org","Code","Code_14","2023-09-29","Before","C201264"
"f48c19f7-8cd7-4966-a5cf-4a9374fa56ea","http://www.cdisc.org","Code","Code_15","2023-09-29","Start to Start","C201265"
"9ab2dbde-dcfc-466d-b3e2-55c6122c7fb9","http://www.cdisc.org","Code","Code_16","2023-09-29","Before","C201264"
"71f181f5-b20b-4769-959a-eb10e81842eb","http://www.cdisc.org","Code","Code_17","2023-09-29","Start to Start","C201265"
"ceeb9762-bd31-4331-8226-6bc2194efdc3","http://www.cdisc.org","Code","Code_19","2023-09-29","Fixed Reference","C201264"
"a5981820-64b8-4084-b557-059e39436605","http://www.cdisc.org","Code","Code_20","2023-09-29","Start to Start","C201265"
"ac1ffe1f-b13a-430b-b9f5-504f3a1a92ee","http://www.cdisc.org","Code","Code_21","2023-09-29","After","C201264"
"468beedf-a48d-4b99-a63f-825f6d66ea31","http://www.cdisc.org","Code","Code_22","2023-09-29","Start to Start","C201265"
"5ed7cce4-7da0-44db-9550-217a9753b960","http://www.cdisc.org","Code","Code_24","2023-09-29","After","C201264"
"437a6392-cf53-4cbe-9c59-a2538d89bb21","http://www.cdisc.org","Code","Code_25","2023-09-29","Start to Start","C201265"
"e45a0532-065a-4fcb-b81d-844512d3b47d","http://www.cdisc.org","Code","Code_27","2023-09-29","After","C201264"
"43e8a9d8-34f9-41dc-9967-e2e3132aa0aa","http://www.cdisc.org","Code","Code_28","2023-09-29","Start to Start","C201265"
"2fb05c35-eada-4dad-91e1-95aba59b036b","http://www.cdisc.org","Code","Code_30","2023-09-29","After","C201264"
"985f0dd0-ce24-4863-8a9e-67ea1ca3b87f","http://www.cdisc.org","Code","Code_31","2023-09-29","Start to Start","C201265"
"7c9350fb-163a-4a9e-b9d8-79f5d415a035","http://www.cdisc.org","Code","Code_35","2023-09-29","After","C201264"
"43024552-8f2a-45b6-82a3-8b258284e2e3","http://www.cdisc.org","Code","Code_36","2023-09-29","Start to Start","C201265"
"29e90a68-20e9-468f-88a3-22eae4392322","http://www.cdisc.org","Code","Code_40","2023-09-29","After","C201264"
"492a5086-655a-480c-9526-c456deb0a5ca","http://www.cdisc.org","Code","Code_41","2023-09-29","Start to Start","C201265"
"0a79ad27-75b2-4baf-bb08-a26f2cb7b9e0","http://www.cdisc.org","Code","Code_45","2023-09-29","After","C201264"
"535a141f-f351-4041-93f3-f7163dcf9147","http://www.cdisc.org","Code","Code_46","2023-09-29","Start to Start","C201265"
"ae2fef0f-2ed9-430b-ad6f-249e828bfd59","http://www.cdisc.org","Code","Code_50","2023-09-29","After","C201264"
"30dd2e1e-6831-44ae-af2b-4711f83adf7b","http://www.cdisc.org","Code","Code_51","2023-09-29","Start to Start","C201265"
"a7538e64-c2db-400c-b60e-2766bcd0b2ab","http://www.cdisc.org","Code","Code_53","2023-09-29","After","C201264"
"f4e5a5c7-4e12-4c2d-a698-ce1bd1dae0b0","http://www.cdisc.org","Code","Code_54","2023-09-29","Start to Start","C201265"
"9370149f-9ffe-4487-8ade-85c1cf4455ee","http://www.cdisc.org","Code","Code_33","2023-09-29","After","C201264"
"8ffba909-766f-4e19-b904-0cc3978e55c3","http://www.cdisc.org","Code","Code_34","2023-09-29","Start to Start","C201265"
"d44ab180-5e9f-4e49-a656-b9625ad97992","http://www.cdisc.org","Code","Code_38","2023-09-29","After","C201264"
"555ab825-7e89-4d95-a5d8-06c976956c92","http://www.cdisc.org","Code","Code_39","2023-09-29","Start to Start","C201265"
"8622ac37-3196-4cf1-8671-299a4285de28","http://www.cdisc.org","Code","Code_43","2023-09-29","After","C201264"
"118b77b1-9b42-4f91-92c4-73ee13a2859d","http://www.cdisc.org","Code","Code_44","2023-09-29","Start to Start","C201265"
"53e4866c-09c6-4bab-9a7d-7d1b41c40160","http://www.cdisc.org","Code","Code_48","2023-09-29","After","C201264"
"ba72599b-9e31-4ed1-8a5b-e2923bd5f275","http://www.cdisc.org","Code","Code_49","2023-09-29","Start to Start","C201265"
"35cbdf3c-b833-4143-84a9-e307ac589fb4","http://www.cdisc.org","Code","Code_56","2023-09-29","Fixed Reference","C201264"
"c2c722fd-8e8b-4018-aace-d52eba05f071","http://www.cdisc.org","Code","Code_57","2023-09-29","Start to Start","C201265"
"286b057a-9ccb-4c61-a193-f625a84a3423","http://www.cdisc.org","Code","Code_58","2023-09-29","Fixed Reference","C201264"
"1bbffea1-14a8-4ab1-90dd-9c5380f9beb6","http://www.cdisc.org","Code","Code_59","2023-09-29","Start to Start","C201265"
"2616c95d-4112-49ae-b094-5ad820181a21","http://www.cdisc.org","Code","Code_60","2023-09-29","Fixed Reference","C201264"
"5ff40f47-6498-4fa9-a746-6969685f39ad","http://www.cdisc.org","Code","Code_61","2023-09-29","Start to Start","C201265"
"faa79f95-0ca6-442f-a63e-dd9c73593afa","http://www.cdisc.org","Code","Code_62","2023-09-29","After","C201264"
"983b352e-8559-4608-8dac-2e14d5acb639","http://www.cdisc.org","Code","Code_63","2023-09-29","Start to Start","C201265"
"bf1f21e2-b142-44ab-adf1-a1cd1d5bcf84","http://www.cdisc.org","Code","Code_64","2023-09-29","After","C201264"
"5ce057cd-0215-439c-a0a9-41beff1b76f7","http://www.cdisc.org","Code","Code_65","2023-09-29","End to Start","C201265"
"2dc592d5-3dad-4d41-94fa-0d3d12685e1e","http://www.cdisc.org","Code","Code_66","2023-09-29","After","C201264"
"f88962a5-289e-40aa-b474-88f9653fe197","http://www.cdisc.org","Code","Code_67","2023-09-29","Start to Start","C201265"
"8e82aa1e-1e8f-4509-a79f-6cd3938711b9","http://www.cdisc.org","Code","Code_68","2023-09-29","After","C201264"
"07e363c2-0f29-40ab-ad75-acf8588c86bf","http://www.cdisc.org","Code","Code_69","2023-09-29","End to Start","C201265"
"dbc29347-1d5e-4c4a-b3ed-2f35afe079cb","http://www.cdisc.org","Code","Code_70","2023-09-29","After","C201264"
"1c06f91f-7095-4082-adad-5bcdc41290ed","http://www.cdisc.org","Code","Code_71","2023-09-29","Start to Start","C201265"
"ef5b5a25-ab08-48d7-993c-cdf9dc987e6a","http://www.cdisc.org","Code","Code_349","2023-09-29","Clinical Study Sponsor","C70793"
"68b8b9ca-2c36-4ffc-89b9-e9286fc281ba","ISO 3166 1 alpha3","Code","Code_350","2020-08","United Kingdom of Great Britain and Northern Ireland","GBR"
"2a77bfa9-acfa-450d-a25d-eea0ea66e936","http://www.cdisc.org","Code","Code_3","2023-09-29","Study Acronym","C94108"
"0f316fda-c846-4013-91e4-2d93ecb14e30","http://www.cdisc.org","Code","Code_5","2023-09-29","Brief Study Title","C99905x1"
"3427466c-35e8-41bc-b5b7-a8be883b0e2f","http://www.cdisc.org","Code","Code_6","2023-09-29","Official Study Title","C99905x2"
"f51228e1-eea0-403a-bcd5-ac1fd8931565","http://www.cdisc.org","Code","Code_7","2023-09-29","Public Study Title","C99905x3"
"937f9ae0-63e0-432d-aafa-97e870405bc6","http://www.cdisc.org","Code","Code_8","2023-09-29","Final","C25508"
"0cdf5ad6-ea4a-41bd-adcf-511733db0052","http://www.cdisc.org","Code","Code_11","2023-09-29","Protocol Effective Date","C99903x1"
"8f1a6449-c0a3-4141-a754-d75db09dda8f","http://www.cdisc.org","Code","Code_13","2023-09-29","Region","C41129"
"a3130c8d-3548-4b76-9eff-06862baa9e36","ISO 3166 1 alpha3","Code","Code_12","2020-08","Europe","150"
