"code","uuid:ID","codeSystemVersion","id","codeSystem","decode"
"C123975","a0922283-c34a-4079-96df-7bde41380f72","","Code_240","NCI Thesaurus","Vital Signs Laterality"
"C82535","ef36ffaf-37bd-49a6-bc44-ce10e96c927c","","Code_241","NCI Thesaurus","Test Method"
"C83114","45e635f8-cbbc-43c6-9f8a-44b28850996a","","Code_242","NCI Thesaurus","Vital Signs Position"
"C25299","0debc738-b85f-4bed-b75c-176ebc3ccd5e","","Code_235","NCI Thesaurus","Diastolic Blood Pressure"
"C174268","f97d6bc5-4da3-4225-8351-219481df56dc","2023-09-29","Code_106","http://www.cdisc.org","Placebo Comparator Arm"
"C188866","b6b1352b-c454-489b-a3cc-a9e4b5fbe05d","2023-09-29","Code_107","http://www.cdisc.org","Data Generated Within Study"
"C174267","b5e914e3-bd32-4c2d-a540-a7d33cf5002d","2023-09-29","Code_108","http://www.cdisc.org","Active Comparator Arm"
"C188866","6dc5dba3-7439-4022-8b7c-097a05c27c9e","2023-09-29","Code_109","http://www.cdisc.org","Data Generated Within Study"
"C174267","29b0d0e8-a31d-419c-a40a-1ddd7c467718","2023-09-29","Code_110","http://www.cdisc.org","Active Comparator Arm"
"C188866","7974a50c-6cfd-4b78-8bdd-4dd14ca855cb","2023-09-29","Code_111","http://www.cdisc.org","Data Generated Within Study"
"C15228","60532652-03c5-4040-9640-46336ffeacda","2023-09-29","Code_119","http://www.cdisc.org","Double Blind Study"
"C48262","752deebb-cc0f-4429-95d0-bd1b24717527","2023-09-29","Code_112","http://www.cdisc.org","Trial Screening"
"C101526","a3d527ca-f77b-46df-a244-09a78f2b900f","2023-09-29","Code_113","http://www.cdisc.org","Treatment Epoch"
"C101526","e9f8f811-9a95-4f74-8493-1d967ae8315d","2023-09-29","Code_114","http://www.cdisc.org","Treatment Epoch"
"C101526","4906870d-4526-453a-8cc0-c2af2021c0d7","2023-09-29","Code_115","http://www.cdisc.org","Treatment Epoch"
"C99158","41a56644-e766-4408-8020-33db251eb89e","2023-09-29","Code_116","http://www.cdisc.org","Clinical Study Follow-up"
"G30.9","00cb095b-5c26-445e-80db-270c24cca666","1","Code_296","ICD-10-CM","Alzheimer's disease; unspecified"
"26929004","33c1bbf5-27e9-4b29-a047-88e0e0a25cfc","January 31, 2018","Code_297","SNOMED","Alzheimer's disease"
"C85826","36334e11-9aa3-4315-b3ff-e9c1dfff6d81","2023-09-29","Code_300","http://www.cdisc.org","Trial Primary Objective"
"C94496","641a4718-be3e-4d1b-8d24-a384117848c5","2023-09-29","Code_299","http://www.cdisc.org","Primary Endpoint"
"C94496","d63d0579-bedb-4f85-99b0-11517c618553","2023-09-29","Code_301","http://www.cdisc.org","Primary Endpoint"
"C85826","2efd3aaf-228e-4ef7-bc70-be83f85b861f","2023-09-29","Code_303","http://www.cdisc.org","Trial Primary Objective"
"C94496","cbf1ef97-714d-4389-bc47-a178e80a33c3","2023-09-29","Code_302","http://www.cdisc.org","Primary Endpoint"
"C94496","74028c1f-8c87-42c0-a1ce-8f1ba8f412c9","2023-09-29","Code_304","http://www.cdisc.org","Primary Endpoint"
"C94496","8c75a0e3-3090-470f-b9ec-053d7477e4ce","2023-09-29","Code_305","http://www.cdisc.org","Primary Endpoint"
"C85827","c1b0c88f-e61f-4021-aaf5-efb97934457a","2023-09-29","Code_307","http://www.cdisc.org","Trial Secondary Objective"
"C139173","689ff540-27c0-4f23-9653-03c0fb573c96","2023-09-29","Code_306","http://www.cdisc.org","Secondary Endpoint"
"C139173","2cd13613-6b9a-4e87-a8c6-e2f6ed0fb829","2023-09-29","Code_308","http://www.cdisc.org","Secondary Endpoint"
"C139173","005efdf2-9c81-415e-8cc7-308b4918384f","2023-09-29","Code_309","http://www.cdisc.org","Secondary Endpoint"
"C49636","cabc1dcb-cd14-4929-8250-6c90440cc8cb","2023-09-29","Code_298","http://www.cdisc.org","Both"
"C201264","17c6808b-5bed-4c38-a5e5-af4d4ddcc9d0","2023-09-29","Code_10","http://www.cdisc.org","Before"
"C201265","516e7ceb-2e53-43a2-bf67-7ae10814d587","2023-09-29","Code_11","http://www.cdisc.org","Start to Start"
"C201264","c26c3e81-a463-4386-a374-58aeeabee218","2023-09-29","Code_12","http://www.cdisc.org","Before"
"C201265","38d6f498-a51f-430a-8fe7-cdbf0edf373d","2023-09-29","Code_13","http://www.cdisc.org","Start to Start"
"C201264","4894c5cc-c608-457e-986a-a070c34ff37e","2023-09-29","Code_14","http://www.cdisc.org","Fixed Reference"
"C201265","e5045c04-18dd-4d41-9398-fad3cd45f2ba","2023-09-29","Code_15","http://www.cdisc.org","Start to Start"
"C201264","6511f070-70dc-47db-b22a-c215d6fef5cf","2023-09-29","Code_16","http://www.cdisc.org","After"
"C201265","dd037666-e892-4b25-8513-172f5b4e2255","2023-09-29","Code_17","http://www.cdisc.org","Start to Start"
"C201264","2f89e827-2f6c-4551-a3b9-1358a0805807","2023-09-29","Code_18","http://www.cdisc.org","After"
"C201265","819c521a-1ad2-44c4-b227-43599a0780e4","2023-09-29","Code_19","http://www.cdisc.org","Start to Start"
"C201264","a511bac7-e2d3-40be-90e3-a5286252d121","2023-09-29","Code_20","http://www.cdisc.org","After"
"C201265","959e02d3-3607-4c2e-94ea-4ca673732931","2023-09-29","Code_21","http://www.cdisc.org","Start to Start"
"C201264","2eae9738-1a40-4724-8988-dcd167a43bcd","2023-09-29","Code_22","http://www.cdisc.org","After"
"C201265","71cb92f5-2e76-4e3e-84e9-653a9b94aec0","2023-09-29","Code_23","http://www.cdisc.org","Start to Start"
"C201264","218f904d-4372-448b-a173-516078978891","2023-09-29","Code_24","http://www.cdisc.org","After"
"C201265","52d849fd-2398-47b9-8d25-e6f0e6887037","2023-09-29","Code_25","http://www.cdisc.org","Start to Start"
"C201264","2cee4434-3013-48ac-810d-b963cf39bb69","2023-09-29","Code_26","http://www.cdisc.org","After"
"C201265","a6a20da2-c91b-4266-a9f8-1491554f1719","2023-09-29","Code_27","http://www.cdisc.org","Start to Start"
"C201264","4abb8fdf-253b-4bcd-aca2-b420acbb5626","2023-09-29","Code_28","http://www.cdisc.org","After"
"C201265","aeb78226-994b-48b0-8f35-dfe5163e6213","2023-09-29","Code_29","http://www.cdisc.org","Start to Start"
"C201264","eb30c3ea-eef5-4c86-84b4-3c20a216ffbc","2023-09-29","Code_30","http://www.cdisc.org","After"
"C201265","f8e46c61-f085-498b-a5db-c347fec82ea3","2023-09-29","Code_31","http://www.cdisc.org","Start to Start"
"C201264","acd2ccaa-a604-45ba-8005-a2b5626a7f72","2023-09-29","Code_32","http://www.cdisc.org","After"
"C201265","bbe2b863-1ea5-40bd-9e2b-2580b0803236","2023-09-29","Code_33","http://www.cdisc.org","Start to Start"
"C201264","9bee4830-fb03-4aa9-9b67-e8abe42958da","2023-09-29","Code_34","http://www.cdisc.org","After"
"C201265","ddd39567-6ee2-451b-8667-48713924ad43","2023-09-29","Code_35","http://www.cdisc.org","Start to Start"
"C201264","bdfde61a-f1e0-4868-a02d-8f6d951f03ca","2023-09-29","Code_36","http://www.cdisc.org","After"
"C201265","5cde0c62-c47c-44db-8faf-6d29779a483e","2023-09-29","Code_37","http://www.cdisc.org","Start to Start"
"C201264","7d1bf3bf-e544-43aa-a278-95b4457d4bdc","2023-09-29","Code_38","http://www.cdisc.org","After"
"C201265","f2914c5c-aa9f-4b0b-bd8a-ac4e73b143ce","2023-09-29","Code_39","http://www.cdisc.org","Start to Start"
"C201264","5e6fd4be-1a18-49d7-baae-cf12f648d7d2","2023-09-29","Code_40","http://www.cdisc.org","After"
"C201265","ab93b437-15df-4803-b780-fe28f7f6ff26","2023-09-29","Code_41","http://www.cdisc.org","Start to Start"
"C201264","7c8a26d1-5a16-4cab-9535-3312d17f284a","2023-09-29","Code_42","http://www.cdisc.org","Fixed Reference"
"C201265","34a0248c-51c3-4b87-a86b-1d8ad7369b0c","2023-09-29","Code_43","http://www.cdisc.org","Start to Start"
"C201264","b5fdd3ea-3d18-4d2d-94a9-121b77416d61","2023-09-29","Code_44","http://www.cdisc.org","Fixed Reference"
"C201265","7f4c4415-0477-4b28-a6ae-47a612b811d5","2023-09-29","Code_45","http://www.cdisc.org","Start to Start"
"C201264","c4e5ea05-397a-4e52-87ab-f42041abeb89","2023-09-29","Code_46","http://www.cdisc.org","Fixed Reference"
"C201265","531b19c7-25f5-459f-ac63-6e906a6bcd94","2023-09-29","Code_47","http://www.cdisc.org","Start to Start"
"C201264","8ce80311-b9c4-4a9a-8fb3-d33d5e2015a9","2023-09-29","Code_48","http://www.cdisc.org","After"
"C201265","ef22680c-9957-4e78-9c06-831bd69ce34c","2023-09-29","Code_49","http://www.cdisc.org","Start to Start"
"C201264","ccf0f167-c98d-4b06-b952-8ae56b6a7ee4","2023-09-29","Code_50","http://www.cdisc.org","After"
"C201265","4fd2e0ef-2c61-4384-a4ef-44457b8003ed","2023-09-29","Code_51","http://www.cdisc.org","End to Start"
"C201264","3aee8e22-0faf-48a0-867e-985ba7977d15","2023-09-29","Code_52","http://www.cdisc.org","After"
"C201265","d91a7864-e277-432c-8c4d-b4f43836c38e","2023-09-29","Code_53","http://www.cdisc.org","End to Start"
"C25532","de3609c6-46ba-455d-885a-8d19f2308f50","2023-09-29","Code_310","http://www.cdisc.org","Inclusion Criteria"
"C25532","bdfdd4b2-008c-4c65-9578-c6b9a3683253","2023-09-29","Code_311","http://www.cdisc.org","Inclusion Criteria"
"C25532","cbd79d36-d770-4e9f-949d-0c4adc88ef3a","2023-09-29","Code_312","http://www.cdisc.org","Inclusion Criteria"
"C25370","abb12b9c-4405-494e-898b-3ba7cd0bb1ed","2023-09-29","Code_313","http://www.cdisc.org","Exclusion Criteria"
"C25508","ba42dcb3-95d7-4f02-b1d3-0fa486f93b39","2023-09-29","Code_4","http://www.cdisc.org","Final"
"C99903x1","6b076418-fcdc-4d0c-b34c-fb742ca25d41","2023-09-29","Code_7","http://www.cdisc.org","Protocol Effective Date"
"C41129","ccfaaf9d-354c-48dd-92f8-7c0fe503ca6c","2023-09-29","Code_9","http://www.cdisc.org","Region"
"150","114fd224-31ad-40f5-9f6c-ea2213fbbefd","2020-08","Code_8","ISO 3166 1 alpha3","Europe"
