"id","codeSystemVersion","codeSystem","code","uuid:ID","decode"
"Code_115","2023-09-29","http://www.cdisc.org","C174268","029fbf2b-87b7-401d-839b-a0791ebb5dd3","Placebo Comparator Arm"
"Code_116","2023-09-29","http://www.cdisc.org","C188866","329d3e25-7b1e-4bc8-aa98-4ce60f003bd5","Data Generated Within Study"
"Code_117","2023-09-29","http://www.cdisc.org","C174267","13b187de-508b-4c94-998b-a90a7ff27516","Active Comparator Arm"
"Code_118","2023-09-29","http://www.cdisc.org","C188866","242185b8-cfea-4d05-9d4f-343559dd82b8","Data Generated Within Study"
"Code_119","2023-09-29","http://www.cdisc.org","C174267","081d6bd8-1ef9-47fe-a020-7903478504fb","Active Comparator Arm"
"Code_120","2023-09-29","http://www.cdisc.org","C188866","eadcfd7a-1420-47a0-b411-afb77376a5fe","Data Generated Within Study"
"Code_128","2023-09-29","http://www.cdisc.org","C15228","acb391ba-a6b9-4914-bd39-44a33abf1368","Double Blind Study"
"Code_121","2023-09-29","http://www.cdisc.org","C48262","9346b022-463f-495a-9fe8-cec61ea1c713","Trial Screening"
"Code_122","2023-09-29","http://www.cdisc.org","C101526","cf4c79a4-2a75-4f4b-9b18-3f21a0da116e","Treatment Epoch"
"Code_123","2023-09-29","http://www.cdisc.org","C101526","543df169-7023-4d6d-bd1b-25f4b6ccfd4e","Treatment Epoch"
"Code_124","2023-09-29","http://www.cdisc.org","C101526","98ae81ae-cf10-4f7e-8092-7520a94d1a89","Treatment Epoch"
"Code_125","2023-09-29","http://www.cdisc.org","C99158","de67f5ce-cd29-46d9-a460-f4e12f432051","Clinical Study Follow-up"
"Code_304","1","ICD-10-CM","G30.9","cfa453b0-729d-4fc9-9ab1-51e1148edaa6","Alzheimer's disease; unspecified"
"Code_305","January 31, 2018","SNOMED","26929004","ee048395-7d52-4615-951f-1d5a0a8c9a96","Alzheimer's disease"
"Code_310","2023-09-29","http://www.cdisc.org","C85826","ea4d2031-f9c3-4a7c-97cf-324cb01f9f74","Trial Primary Objective"
"Code_309","2023-09-29","http://www.cdisc.org","C94496","cb6fd5b1-8c66-4175-8911-2e652bebbddd","Primary Endpoint"
"Code_311","2023-09-29","http://www.cdisc.org","C94496","48b5699c-1da5-41d1-b568-6a207d41f5b2","Primary Endpoint"
"Code_313","2023-09-29","http://www.cdisc.org","C85826","dc76db8e-e521-4c37-8f26-37cf61506628","Trial Primary Objective"
"Code_312","2023-09-29","http://www.cdisc.org","C94496","46421e08-185d-4db2-89f8-2d795e99a419","Primary Endpoint"
"Code_314","2023-09-29","http://www.cdisc.org","C94496","c6191bc2-855e-43b0-8659-775459bfee35","Primary Endpoint"
"Code_315","2023-09-29","http://www.cdisc.org","C94496","7e688787-5347-434e-a4de-4a8d16bc0cea","Primary Endpoint"
"Code_317","2023-09-29","http://www.cdisc.org","C85827","8b8f7446-3a67-499e-beb5-9220fa889eff","Trial Secondary Objective"
"Code_316","2023-09-29","http://www.cdisc.org","C139173","939b845c-e7ef-4a7f-a612-df6a99ad9586","Secondary Endpoint"
"Code_318","2023-09-29","http://www.cdisc.org","C139173","180d5b78-d2c8-4471-874d-94ca6d3a482d","Secondary Endpoint"
"Code_319","2023-09-29","http://www.cdisc.org","C139173","8ab8522d-f9e6-4e9b-aa45-59d24e1a038f","Secondary Endpoint"
"Code_320","2023-09-29","http://www.cdisc.org","C25532","da801562-e0ad-4cf3-96bf-0eb0add5bc9b","Inclusion Criteria"
"Code_321","2023-09-29","http://www.cdisc.org","C25532","a249ff66-f4de-4c68-8c4d-1e60eac8d11b","Inclusion Criteria"
"Code_322","2023-09-29","http://www.cdisc.org","C25532","d5c53c25-bc2a-4ee0-87b3-8a50c3c36ca5","Inclusion Criteria"
"Code_323","2023-09-29","http://www.cdisc.org","C25370","22e5545f-187d-452f-8042-383ddcb81ba2","Exclusion Criteria"
"Code_10","2023-09-29","http://www.cdisc.org","C201264","069eb7da-05cb-4a17-b3cd-e6a74168995d","Before"
"Code_11","2023-09-29","http://www.cdisc.org","C201265","cb6f87cd-1a8e-4c61-8413-8557d081a0ed","Start to Start"
"Code_12","2023-09-29","http://www.cdisc.org","C201264","03aa71ea-028d-4bf6-b21d-31ba3753f5b1","Before"
"Code_13","2023-09-29","http://www.cdisc.org","C201265","5cf236c4-555c-4185-a2d3-bcb6c9a16c22","Start to Start"
"Code_15","2023-09-29","http://www.cdisc.org","C201264","9bac3b1b-13de-421e-b14a-eba5e1962049","Fixed Reference"
"Code_16","2023-09-29","http://www.cdisc.org","C201265","6a089fe5-b6f3-48c9-8e5d-fe4151d4e07b","Start to Start"
"Code_17","2023-09-29","http://www.cdisc.org","C201264","240d50fb-a998-4dc0-b839-28323093d76d","After"
"Code_18","2023-09-29","http://www.cdisc.org","C201265","5fd63caa-1da7-4c2b-a055-b563a556f1a1","Start to Start"
"Code_20","2023-09-29","http://www.cdisc.org","C201264","64b0aef4-7a8c-4f00-8c3a-698c354fcd78","After"
"Code_21","2023-09-29","http://www.cdisc.org","C201265","46084e21-242a-4938-9b0e-9edd5f66298f","Start to Start"
"Code_23","2023-09-29","http://www.cdisc.org","C201264","22a56647-1445-4fd3-af33-242d2610f3de","After"
"Code_24","2023-09-29","http://www.cdisc.org","C201265","956c019b-72a7-492d-a531-50f053f49218","Start to Start"
"Code_26","2023-09-29","http://www.cdisc.org","C201264","8d75a601-c14a-490c-a83f-ea03a61cec75","After"
"Code_27","2023-09-29","http://www.cdisc.org","C201265","752d0453-ca15-4452-8f9f-7b5e4e3e61e2","Start to Start"
"Code_29","2023-09-29","http://www.cdisc.org","C201264","d768c6d0-f11e-4ad1-b15a-e22ee8209bc7","After"
"Code_30","2023-09-29","http://www.cdisc.org","C201265","0ac75881-c25f-4f9f-b166-0c256bb6cd63","Start to Start"
"Code_31","2023-09-29","http://www.cdisc.org","C201264","2b893747-bdf3-462e-b73a-5dbe98fdfa0b","After"
"Code_32","2023-09-29","http://www.cdisc.org","C201265","0d0c0ef0-0238-4f65-96d4-b6fb3070cce6","Start to Start"
"Code_34","2023-09-29","http://www.cdisc.org","C201264","d1ad2aad-7a5c-4426-bee5-ccf4474f2e78","After"
"Code_35","2023-09-29","http://www.cdisc.org","C201265","e942026e-1915-4b85-bc2f-d64eb4c00da1","Start to Start"
"Code_36","2023-09-29","http://www.cdisc.org","C201264","572a6f97-0a5c-41e3-9c29-80ed783d6ac4","After"
"Code_37","2023-09-29","http://www.cdisc.org","C201265","7412ddc0-9626-4cef-824a-9e8f9da32d47","Start to Start"
"Code_39","2023-09-29","http://www.cdisc.org","C201264","78cedcb3-35f0-4b58-9d0e-85e3b8c9e394","After"
"Code_40","2023-09-29","http://www.cdisc.org","C201265","d1f4fd59-f34d-4dcb-af16-a906002e02e5","Start to Start"
"Code_41","2023-09-29","http://www.cdisc.org","C201264","7168fa45-caf5-4002-b421-9979bbc57ccd","After"
"Code_42","2023-09-29","http://www.cdisc.org","C201265","2e11dd22-bbcc-4294-a8f7-518f919e6a59","Start to Start"
"Code_44","2023-09-29","http://www.cdisc.org","C201264","1a0f3f2c-62c4-4138-8c06-8dca8dcb73ab","After"
"Code_45","2023-09-29","http://www.cdisc.org","C201265","e60bb081-0be0-46e4-abfb-61adbb9969db","Start to Start"
"Code_46","2023-09-29","http://www.cdisc.org","C201264","8adcdd29-7009-4347-8eb1-d642dbbc6b53","After"
"Code_47","2023-09-29","http://www.cdisc.org","C201265","4f7cb1f1-6b9c-41b5-b5a1-37e473cbcff3","Start to Start"
"Code_49","2023-09-29","http://www.cdisc.org","C201264","cee86b8d-cf68-49db-8e23-911bb7331dd1","After"
"Code_50","2023-09-29","http://www.cdisc.org","C201265","85bd3056-fb28-4ec1-b2fe-d9b87c48ccca","Start to Start"
"Code_52","2023-09-29","http://www.cdisc.org","C201264","d88cede6-be73-4a73-b875-ff2e57b0f3c9","Fixed Reference"
"Code_53","2023-09-29","http://www.cdisc.org","C201265","583eb43a-790d-466b-a47e-44bb3ca4d2a0","Start to Start"
"Code_54","2023-09-29","http://www.cdisc.org","C201264","f07c0230-b267-4c7e-9641-5b2633b91cb1","Fixed Reference"
"Code_55","2023-09-29","http://www.cdisc.org","C201265","eb285daa-3774-4c1b-b021-39dcba7df02b","Start to Start"
"Code_56","2023-09-29","http://www.cdisc.org","C201264","8d44eb5a-e12e-4138-8c17-825842f5d2bd","Fixed Reference"
"Code_57","2023-09-29","http://www.cdisc.org","C201265","4b2d445d-532d-4dd4-aa21-aa09b68a8ef4","Start to Start"
"Code_58","2023-09-29","http://www.cdisc.org","C201264","a062c7ca-fb15-4ec7-974e-ac052d01ae29","After"
"Code_59","2023-09-29","http://www.cdisc.org","C201265","2ec14b3b-d0cd-4782-840b-6f0663f339d5","Start to Start"
"Code_60","2023-09-29","http://www.cdisc.org","C201264","e3787158-797f-4841-8744-a764226c9c99","After"
"Code_61","2023-09-29","http://www.cdisc.org","C201265","2effda45-8092-4923-9331-12adbf3cc60e","End to Start"
"Code_63","2023-09-29","http://www.cdisc.org","C201264","a6a7107c-965d-4656-a7b1-dbd412d83111","After"
"Code_64","2023-09-29","http://www.cdisc.org","C201265","514432b0-caa1-48a7-8eb3-cc5b3f6e5fe0","End to Start"
"Code_4","2023-09-29","http://www.cdisc.org","C25508","4722ec9c-2ce9-4f51-ba54-9418d52a60f6","Final"
"Code_7","2023-09-29","http://www.cdisc.org","C99903x1","4d1af0b6-3cde-4bc2-b0f8-01bc437f5c94","Protocol Effective Date"
"Code_9","2023-09-29","http://www.cdisc.org","C41129","92302a47-d9a2-499d-ba91-f6728cb9f704","Region"
"Code_8","2020-08","ISO 3166 1 alpha3","150","a37f90cf-3a1a-4477-8b52-f6cb55d1ab1b","Europe"
