"code","uuid:ID","codeSystemVersion","decode","id","codeSystem"
"C83088","08ad9ade-aae1-4d15-88c4-a53e7a6d1b14","","Vital Signs Location","Code_239","NCI Thesaurus"
"C123975","538c50fb-01c0-4795-934f-25736eb8e9c8","","Vital Signs Laterality","Code_240","NCI Thesaurus"
"C82535","9473643f-b7ab-4a7c-9667-a0420594d603","","Test Method","Code_241","NCI Thesaurus"
"C83114","03fcb1ff-b65c-43d3-b583-159f396ce7a0","","Vital Signs Position","Code_242","NCI Thesaurus"
"C25299","8916fd57-1f01-497a-a57b-24a020670bb0","","Diastolic Blood Pressure","Code_235","NCI Thesaurus"
"C174268","aea8d605-34d5-41d5-9244-cfb18f2c22ed","2023-09-29","Placebo Comparator Arm","Code_106","http://www.cdisc.org"
"C188866","b158a9cd-c67a-4a2f-afb9-419536bacdc3","2023-09-29","Data Generated Within Study","Code_107","http://www.cdisc.org"
"C174267","247064ac-af02-44c7-b6f4-c8d32b268903","2023-09-29","Active Comparator Arm","Code_108","http://www.cdisc.org"
"C188866","cfdb942e-f98c-45b3-acf9-21922ccaaf6e","2023-09-29","Data Generated Within Study","Code_109","http://www.cdisc.org"
"C174267","06dd547a-37fe-49c2-89ff-40bfaffa1e5d","2023-09-29","Active Comparator Arm","Code_110","http://www.cdisc.org"
"C188866","183011fd-f8e0-4be0-a989-39e7462a0adc","2023-09-29","Data Generated Within Study","Code_111","http://www.cdisc.org"
"C15228","b2dee09d-728a-4645-a168-c4c47938f0d8","2023-09-29","Double Blind Study","Code_119","http://www.cdisc.org"
"C48262","74a45f51-5380-417d-991f-6d6bafe7771e","2023-09-29","Trial Screening","Code_112","http://www.cdisc.org"
"C101526","f3a8480b-9b87-4c10-ad4b-67155bb8c0b4","2023-09-29","Treatment Epoch","Code_113","http://www.cdisc.org"
"C101526","a5c80586-15d9-4d97-b9d6-c563059f04b9","2023-09-29","Treatment Epoch","Code_114","http://www.cdisc.org"
"C101526","040d5532-1237-413c-8d7e-bf6d7d63a785","2023-09-29","Treatment Epoch","Code_115","http://www.cdisc.org"
"C99158","625fb7c8-8ac2-44bc-9baa-4483b197f2c7","2023-09-29","Clinical Study Follow-up","Code_116","http://www.cdisc.org"
"G30.9","5a1e225a-a8a7-48e6-a28c-3659ab81b642","1","Alzheimer's disease; unspecified","Code_296","ICD-10-CM"
"26929004","d86b9cc5-fb8f-4c3f-9726-ed8045c92ce3","January 31, 2018","Alzheimer's disease","Code_297","SNOMED"
"C85826","873ed383-6774-437e-b4d9-acc80172bb1c","2023-09-29","Trial Primary Objective","Code_300","http://www.cdisc.org"
"C94496","1ee34fd3-3fd0-4b09-b46a-c6fbc8739a5b","2023-09-29","Primary Endpoint","Code_299","http://www.cdisc.org"
"C94496","c96574a9-1959-4bd3-848a-e51764402bcb","2023-09-29","Primary Endpoint","Code_301","http://www.cdisc.org"
"C85826","cf6f1132-385f-4ad1-9a21-57d65549d87b","2023-09-29","Trial Primary Objective","Code_303","http://www.cdisc.org"
"C94496","129a2e75-55d1-4651-a59b-0bc76317de7a","2023-09-29","Primary Endpoint","Code_302","http://www.cdisc.org"
"C94496","1b5a1aee-0860-46e5-9fbd-4a069f465dcd","2023-09-29","Primary Endpoint","Code_304","http://www.cdisc.org"
"C94496","d7ea8773-5486-407c-ba3d-4d23ac521923","2023-09-29","Primary Endpoint","Code_305","http://www.cdisc.org"
"C85827","51e5ab3a-0d07-4789-b56e-56784274c4f1","2023-09-29","Trial Secondary Objective","Code_307","http://www.cdisc.org"
"C139173","ab27d420-1f06-428d-b336-96327a5d0ce7","2023-09-29","Secondary Endpoint","Code_306","http://www.cdisc.org"
"C139173","5694402f-7cbd-4694-97f6-5369a9dfd4f9","2023-09-29","Secondary Endpoint","Code_308","http://www.cdisc.org"
"C139173","dd02e30d-fdee-4f54-a7bf-78642a6ff49c","2023-09-29","Secondary Endpoint","Code_309","http://www.cdisc.org"
"C49636","0e536854-85fc-464e-bbd6-0023d9eaea61","2023-09-29","Both","Code_298","http://www.cdisc.org"
"C201264","e576039d-4817-440d-85cf-ef7d36c82382","2023-09-29","Before","Code_10","http://www.cdisc.org"
"C201265","a9a00a1a-a68f-45a1-9096-af31e70ac1af","2023-09-29","Start to Start","Code_11","http://www.cdisc.org"
"C201264","162699f3-0eb2-4503-bb6e-71cfa3d24c2a","2023-09-29","Before","Code_12","http://www.cdisc.org"
"C201265","4f4ecf72-ea6c-4e50-81cb-eb1b6dde3160","2023-09-29","Start to Start","Code_13","http://www.cdisc.org"
"C201264","6a000c82-53a7-4ced-b04c-be42d6919046","2023-09-29","Fixed Reference","Code_14","http://www.cdisc.org"
"C201265","163c2429-f58e-4cf7-a209-9238c638ac20","2023-09-29","Start to Start","Code_15","http://www.cdisc.org"
"C201264","8b0c0591-d261-4f51-b74d-d03c368e1815","2023-09-29","After","Code_16","http://www.cdisc.org"
"C201265","f3710d76-a4ca-4ae5-9101-959066f6b40a","2023-09-29","Start to Start","Code_17","http://www.cdisc.org"
"C201264","66c68f65-76b0-4e6f-857b-a195891bec25","2023-09-29","After","Code_18","http://www.cdisc.org"
"C201265","497092f5-4f0a-49fd-b524-dfa0fc5cc7b7","2023-09-29","Start to Start","Code_19","http://www.cdisc.org"
"C201264","64182e70-66bf-4fc7-99d4-27c279684455","2023-09-29","After","Code_20","http://www.cdisc.org"
"C201265","96434947-1cc4-42df-8652-a0b7b4e6e090","2023-09-29","Start to Start","Code_21","http://www.cdisc.org"
"C201264","2e311a16-9fac-4881-8c8d-fecd3f1ff0fa","2023-09-29","After","Code_22","http://www.cdisc.org"
"C201265","9e2668d9-d667-4939-a282-80e3591c7a33","2023-09-29","Start to Start","Code_23","http://www.cdisc.org"
"C201264","e8af7cdb-e441-405b-9cf9-f7e1a3983370","2023-09-29","After","Code_24","http://www.cdisc.org"
"C201265","9d39f526-4bc7-40f1-aa70-e52c4e8976e5","2023-09-29","Start to Start","Code_25","http://www.cdisc.org"
"C201264","74f1d6fb-d39c-4a88-b0e5-55508122238e","2023-09-29","After","Code_26","http://www.cdisc.org"
"C201265","934d1974-7f1b-49a8-bcaf-0fff50d94af8","2023-09-29","Start to Start","Code_27","http://www.cdisc.org"
"C201264","ae2595c1-46d6-4c5e-b82f-68a80209b153","2023-09-29","After","Code_28","http://www.cdisc.org"
"C201265","49e0020f-a4ba-4590-84f9-04547688617a","2023-09-29","Start to Start","Code_29","http://www.cdisc.org"
"C201264","b8b86b47-bc61-4fd5-b1a3-215f1ca5aab4","2023-09-29","After","Code_30","http://www.cdisc.org"
"C201265","a818e3a5-c6a2-4e12-911a-d2f3636c675d","2023-09-29","Start to Start","Code_31","http://www.cdisc.org"
"C201264","4fa801c1-8405-4e86-b584-8ff4f4c2e40c","2023-09-29","After","Code_32","http://www.cdisc.org"
"C201265","483d4ff8-80f6-4b0c-a122-5dcebf15a16e","2023-09-29","Start to Start","Code_33","http://www.cdisc.org"
"C201264","2d586761-2093-4f2e-8e12-75755e40bde5","2023-09-29","After","Code_34","http://www.cdisc.org"
"C201265","5a734122-62c5-4121-8b6e-c3da891d757b","2023-09-29","Start to Start","Code_35","http://www.cdisc.org"
"C201264","c9f3b8b2-ac7b-4870-be5d-b2082109a69d","2023-09-29","After","Code_36","http://www.cdisc.org"
"C201265","63b4f88f-b062-4767-be89-6d148155b566","2023-09-29","Start to Start","Code_37","http://www.cdisc.org"
"C201264","18a8a19f-4d53-4b31-9c28-19892be507fb","2023-09-29","After","Code_38","http://www.cdisc.org"
"C201265","5ae06311-6270-4a0d-9d6e-1caa10efd687","2023-09-29","Start to Start","Code_39","http://www.cdisc.org"
"C201264","0b51d0c9-cea9-41bc-b201-a6ca6a60dcb7","2023-09-29","After","Code_40","http://www.cdisc.org"
"C201265","5ae5c23b-da96-45ec-b20f-e699097e8e25","2023-09-29","Start to Start","Code_41","http://www.cdisc.org"
"C201264","a916223b-e591-4b91-b713-150c514e09da","2023-09-29","Fixed Reference","Code_42","http://www.cdisc.org"
"C201265","e1dee6e4-829a-4213-bac6-f40467717d3d","2023-09-29","Start to Start","Code_43","http://www.cdisc.org"
"C201264","d9c85499-6672-4b09-bbb8-a402cf1f7215","2023-09-29","Fixed Reference","Code_44","http://www.cdisc.org"
"C201265","5344ad04-36be-4410-9c39-a77284f8cd26","2023-09-29","Start to Start","Code_45","http://www.cdisc.org"
"C201264","739b6307-ad00-46ee-9c2a-53333867dccb","2023-09-29","Fixed Reference","Code_46","http://www.cdisc.org"
"C201265","46f79daf-a09d-4717-aaca-b5c5df634007","2023-09-29","Start to Start","Code_47","http://www.cdisc.org"
"C201264","e4df3c77-ff2a-45ea-a5c7-d9ee4ec8f5cc","2023-09-29","After","Code_48","http://www.cdisc.org"
"C201265","787df77b-ef4b-4a8a-89a0-bc710a59b092","2023-09-29","Start to Start","Code_49","http://www.cdisc.org"
"C201264","8db7258a-5698-46a7-9918-cf0172263ea7","2023-09-29","After","Code_50","http://www.cdisc.org"
"C201265","c5453f84-e7a1-474d-912b-1f4d2300f0f1","2023-09-29","End to Start","Code_51","http://www.cdisc.org"
"C201264","cf67a8a0-ae8f-4d3e-90f9-5bfb5d1462c0","2023-09-29","After","Code_52","http://www.cdisc.org"
"C201265","e30313e9-71de-4f6c-9e6a-5de592ef8a2d","2023-09-29","End to Start","Code_53","http://www.cdisc.org"
"C25532","2282f212-1743-4c28-9a51-8a67e3560e76","2023-09-29","Inclusion Criteria","Code_310","http://www.cdisc.org"
"C25532","e24f2ee6-4af1-490b-9208-8af633bf490b","2023-09-29","Inclusion Criteria","Code_311","http://www.cdisc.org"
"C25532","3556a9c4-ec5c-4c08-aa3b-817d2fc7c211","2023-09-29","Inclusion Criteria","Code_312","http://www.cdisc.org"
"C25370","719ac736-2647-4f2c-94be-fe512d84d7b3","2023-09-29","Exclusion Criteria","Code_313","http://www.cdisc.org"
"C25508","4485534a-7c00-4da1-a334-3ce2b58fb1b9","2023-09-29","Final","Code_4","http://www.cdisc.org"
"C99903x1","d383697b-2005-4e57-9062-de0d5e845d58","2023-09-29","Protocol Effective Date","Code_7","http://www.cdisc.org"
"C41129","ca87c9ad-5622-4e57-ba1c-f5a38adf7e48","2023-09-29","Region","Code_9","http://www.cdisc.org"
"150","835791c2-ede3-4c0b-b574-cac18a3156a3","2020-08","Europe","Code_8","ISO 3166 1 alpha3"
