"decode","codeSystemVersion","codeSystem","instanceType","uuid:ID","id","code"
"Body Position","","NCI Thesaurus","Code","f024c004-6602-46fe-9cfa-4b5e4b97ccf0","Code_243","C62164"
"Heart Rate","","NCI Thesaurus","Code","ace769e9-feb5-422a-b1d8-35648b66b79b","Code_236","C49677"
"Clinical Test Result","","NCI Thesaurus","Code","542ac557-0958-4df4-bd4b-637ce4497b75","Code_245","C77140"
"Pascal","2023-09-29","http://www.cdisc.org","Code","06030fe0-d006-4020-9483-891bb2ef5380","Code_246","C42547"
"Unit of Pressure","","NCI Thesaurus","Code","eaa5f760-4c6f-43e2-a2e9-68a873a92d8a","Code_247","C49669"
"Anatomic Site","","NCI Thesaurus","Code","cb79c14c-fcb5-413e-a6f6-b06202daaf5d","Code_248","C13717"
"Laterality","","NCI Thesaurus","Code","8eed479c-b322-4a15-b998-abc5acfb6bb6","Code_249","C25185"
"Test Method","","NCI Thesaurus","Code","765f4f05-b4a9-401f-bccc-ea0e3bf262b2","Code_250","C82535"
"Body Position","","NCI Thesaurus","Code","e39250a2-9d01-4b40-a242-c556be8fe5a2","Code_251","C62164"
"Systolic Blood Pressure","","NCI Thesaurus","Code","62705328-586e-4697-9b02-b0900f3189f2","Code_244","C25298"
"Clinical Test Result","","NCI Thesaurus","Code","ec8ef852-4c70-4303-b8d3-f6f95f4d163a","Code_253","C77140"
"Pascal","2023-09-29","http://www.cdisc.org","Code","0e958551-7b78-4215-9478-7646e4875de7","Code_254","C42547"
"Unit of Pressure","","NCI Thesaurus","Code","9599b810-7710-476c-a613-91a72062e53c","Code_255","C49669"
"Anatomic Site","","NCI Thesaurus","Code","3742974d-7fb7-4259-b79e-fd577987d12c","Code_256","C13717"
"Laterality","","NCI Thesaurus","Code","a5f1edb7-3e49-4e36-833b-8ad52cd0846c","Code_257","C25185"
"Test Method","","NCI Thesaurus","Code","2c3aef7b-0ec7-4f86-81ea-ee029863dbd3","Code_258","C82535"
"Body Position","","NCI Thesaurus","Code","cc1c0588-f7e2-4cdc-b81b-6234584a5005","Code_259","C62164"
"Diastolic Blood Pressure","","NCI Thesaurus","Code","97c6a6f2-b6d8-4a4e-a69f-5fc6a88d6ff9","Code_252","C25299"
"Clinical Test Result","","NCI Thesaurus","Code","a830431a-3fb4-4398-a7c8-a132b5d20089","Code_261","C77140"
"Beats per Minute","2023-09-29","http://www.cdisc.org","Code","b6500903-8a04-443f-a2b8-cbdcc429ae77","Code_262","C49673"
"Count per Minute","","NCI Thesaurus","Code","8a7adec8-89f6-4735-9b0a-08771b114a79","Code_263","C73688"
"Anatomic Site","","NCI Thesaurus","Code","b1b45b79-be14-40a9-b7f1-f21022877043","Code_264","C13717"
"Laterality","","NCI Thesaurus","Code","7971ba51-b7fb-4352-9109-54e26b3545f1","Code_265","C25185"
"Test Method","","NCI Thesaurus","Code","bb5465cb-5a7e-44ce-a410-9a6ab8a1f459","Code_266","C82535"
"Body Position","","NCI Thesaurus","Code","329cd5fa-1fda-4eb1-813f-799dc26fe3d4","Code_267","C62164"
"Heart Rate","","NCI Thesaurus","Code","4c9219b8-363b-4368-bb93-8a14a7c3b814","Code_260","C49677"
"Placebo Comparator Arm","2023-09-29","http://www.cdisc.org","Code","f2c50b02-5f60-42a9-90a4-a586bd35d8b9","Code_123","C174268"
"Data Generated Within Study","2023-09-29","http://www.cdisc.org","Code","2b7fea92-8e0f-4b53-b3ce-dbe29c921fcc","Code_124","C188866"
"Active Comparator Arm","2023-09-29","http://www.cdisc.org","Code","d11be3f4-6d5d-4db7-a1ba-6967f3337d53","Code_125","C174267"
"Data Generated Within Study","2023-09-29","http://www.cdisc.org","Code","f6f65173-f0c2-4b91-9bea-4c4228bb5077","Code_126","C188866"
"Active Comparator Arm","2023-09-29","http://www.cdisc.org","Code","63072e7f-9be9-4050-8a1b-b8f7c3909209","Code_127","C174267"
"Data Generated Within Study","2023-09-29","http://www.cdisc.org","Code","8b25ed46-c816-4a96-939a-45fb45555c26","Code_128","C188866"
"Double Blind Study","2023-09-29","http://www.cdisc.org","Code","083c96fb-fdb3-4f6e-b9b5-c596603ad454","Code_136","C15228"
"Trial Screening","2023-09-29","http://www.cdisc.org","Code","50598b54-cfad-4758-9111-5bba81cf2090","Code_129","C48262"
"Treatment Epoch","2023-09-29","http://www.cdisc.org","Code","6f1723ae-591a-40fc-a0d6-4fdf4c3aecee","Code_130","C101526"
"Treatment Epoch","2023-09-29","http://www.cdisc.org","Code","21601d5f-3fe8-4ff9-ad6a-6e12fabb9002","Code_131","C101526"
"Treatment Epoch","2023-09-29","http://www.cdisc.org","Code","48774e67-d917-4241-991f-5999721bca8a","Code_132","C101526"
"Clinical Study Follow-up","2023-09-29","http://www.cdisc.org","Code","755c4a1a-824d-4f40-a579-aa7a1585622b","Code_133","C99158"
"Alzheimer's disease; unspecified","1","ICD-10-CM","Code","37f3727b-204b-496e-8c80-026ceab96082","Code_327","G30.9"
"Alzheimer's disease","January 31, 2018","SNOMED","Code","4a085a2e-bfe1-4257-a283-9ad80ed1d02e","Code_328","26929004"
"Sponsor","2023-09-29","http://www.cdisc.org","Code","49f30d4f-fe52-417a-a038-e455966ad20e","Code_142","C70793"
"Trial Primary Objective","2023-09-29","http://www.cdisc.org","Code","c61ac804-c193-4895-8148-b58228d0ddd5","Code_332","C85826"
"Primary Endpoint","2023-09-29","http://www.cdisc.org","Code","870b1a54-88b9-4027-93ba-5df69a6b3194","Code_331","C94496"
"Primary Endpoint","2023-09-29","http://www.cdisc.org","Code","b28e29b4-2752-48ba-9326-052f77e158c4","Code_333","C94496"
"Trial Primary Objective","2023-09-29","http://www.cdisc.org","Code","01505099-5414-4fac-b569-3586233ec387","Code_335","C85826"
"Primary Endpoint","2023-09-29","http://www.cdisc.org","Code","7201e77a-1b8b-4253-8e02-7958c9a580bb","Code_334","C94496"
"Primary Endpoint","2023-09-29","http://www.cdisc.org","Code","98c1d59a-070f-4793-b3bc-93d55face52d","Code_336","C94496"
"Primary Endpoint","2023-09-29","http://www.cdisc.org","Code","1d600db5-07de-4a7a-9b1e-3ddb13c9d3f4","Code_337","C94496"
"Trial Secondary Objective","2023-09-29","http://www.cdisc.org","Code","02b6cb82-28da-432b-8095-2443729ee669","Code_339","C85827"
"Secondary Endpoint","2023-09-29","http://www.cdisc.org","Code","15e8e346-4870-471a-9cd6-634a16af95ca","Code_338","C139173"
"Secondary Endpoint","2023-09-29","http://www.cdisc.org","Code","1687b60f-4932-4184-afc2-0cb643f506ff","Code_340","C139173"
"Secondary Endpoint","2023-09-29","http://www.cdisc.org","Code","1f00b8ae-8ac0-46bc-ab81-2d186950443c","Code_341","C139173"
"Trial Secondary Objective","2023-09-29","http://www.cdisc.org","Code","22639efc-58b4-4f99-b22b-50e6e1a4aadb","Code_343","C85827"
"Secondary Endpoint","2023-09-29","http://www.cdisc.org","Code","ff4059a6-3794-4e0d-98cd-8a606b2f30b5","Code_342","C139173"
"Trial Secondary Objective","2023-09-29","http://www.cdisc.org","Code","28e7e44b-5ddb-4056-8cd6-5b1dd013c474","Code_345","C85827"
"Secondary Endpoint","2023-09-29","http://www.cdisc.org","Code","1d872dad-bb05-4f14-b90a-e7cecc45027b","Code_344","C139173"
"Trial Secondary Objective","2023-09-29","http://www.cdisc.org","Code","874bdbd9-9640-442b-ba90-80462d503026","Code_347","C85827"
"Secondary Endpoint","2023-09-29","http://www.cdisc.org","Code","6e26cbae-bc7f-4d7a-ae3f-7bc44c8b3cf4","Code_346","C139173"
"Inclusion Criteria","2023-09-29","http://www.cdisc.org","Code","a0f816ee-ee21-4b4d-870b-e4c5811c957d","Code_348","C25532"
"Inclusion Criteria","2023-09-29","http://www.cdisc.org","Code","c563e02d-dd88-4b00-9f08-67c9c4ea3e82","Code_349","C25532"
"Inclusion Criteria","2023-09-29","http://www.cdisc.org","Code","9579717f-a6a0-4edb-8b4a-a3470b78c3c0","Code_350","C25532"
"Inclusion Criteria","2023-09-29","http://www.cdisc.org","Code","b9aa4903-3b42-4f1c-9e34-56787238cc61","Code_351","C25532"
"Inclusion Criteria","2023-09-29","http://www.cdisc.org","Code","4abf96a5-f671-4a87-843d-ecbc457f95ea","Code_352","C25532"
"Inclusion Criteria","2023-09-29","http://www.cdisc.org","Code","632d2750-24a8-4136-9b0d-10ed8aa88b18","Code_353","C25532"
"Inclusion Criteria","2023-09-29","http://www.cdisc.org","Code","7fe85a6b-3627-4272-87b1-0ac299db00a2","Code_354","C25532"
"Inclusion Criteria","2023-09-29","http://www.cdisc.org","Code","8c9d631e-1761-4097-af62-5a9a4d0b31c9","Code_355","C25532"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","33278db3-7ad7-4667-a0ce-7ff8d5db5257","Code_356","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","4a6035e6-a28e-4ee4-8cd9-7582e823d086","Code_357","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","f47b3d1b-e085-471e-8970-fc5af805accb","Code_358","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","26950085-43ad-4969-b7a1-9ffdb3a32599","Code_359","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","32231baa-9e6b-4e15-9991-94e104f67b8d","Code_360","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","345a16e1-edd1-4150-a15f-2d571976d29a","Code_361","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","5a384e59-2825-4faa-a98c-97dc0c1306a7","Code_362","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","c3e6c514-82cd-491c-b55e-b79c1761a116","Code_363","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","fa152f50-c301-4a94-a9fb-6209527d9c4e","Code_364","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","254afffd-6d8c-475f-9615-00299c67740a","Code_365","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","c25b5f1a-c3a2-4fda-8a05-b69328065a42","Code_366","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","168b580c-8006-4a0f-9c50-e95df89be824","Code_367","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","9511df72-d1a4-456a-ba2a-c2d198179f60","Code_368","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","f813d120-59cb-4f47-a75d-e1c240ae7cc4","Code_369","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","0ad985db-9ea8-4e46-a4fe-973167966cc3","Code_370","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","87848bd9-10ca-4678-87f0-abe75064129d","Code_371","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","2fc69491-72ef-4448-bf13-f60e29ab709b","Code_372","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","9de4a62a-6d75-4bb8-bcb0-1d6bdd8a4e60","Code_373","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","97db560d-4197-4367-9344-340f89370009","Code_374","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","62c2307e-e960-4851-911b-043b58953780","Code_375","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","7e068f61-ec28-4294-b814-ef528909fb26","Code_376","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","a6746b64-30fa-4afe-90a7-3aca7a9dee96","Code_377","C25370"
"Exclusion Criteria","2023-09-29","http://www.cdisc.org","Code","9f62a010-4da7-4383-b247-f15eaef1003e","Code_378","C25370"
"Year","2023-09-29","http://www.cdisc.org","Code","5f4bda8f-5bdc-404c-887b-590271f72b6b","Code_329","C29848"
"Before","2023-09-29","http://www.cdisc.org","Code","f9387db1-0da4-4d0a-bdb9-c9cdd8f17e54","Code_14","C201357"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","e59cd73b-682d-42fd-af0e-f2d5bcc9aa4c","Code_15","C201355"
"Before","2023-09-29","http://www.cdisc.org","Code","1a5d261f-a794-4866-8f09-8c18bddb6dff","Code_16","C201357"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","8390cf5a-f9d8-421e-9a79-12cc33d824e7","Code_17","C201355"
"Fixed Reference","2023-09-29","http://www.cdisc.org","Code","400594b6-33dc-4a21-a868-1e0fd89400da","Code_19","C201358"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","233b3f6e-81cb-431b-aa0e-77d91647b111","Code_20","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","5205646f-f20d-4c30-a218-9c4692f0cf8e","Code_21","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","e79c437a-45e8-41a5-9f0d-d12b71172b13","Code_22","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","ee620afb-97f0-4829-b263-f866953fd07c","Code_24","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","fa2fe25f-e9c1-48ce-9eaf-463429c9ec96","Code_25","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","f59fc244-7094-4a79-9f79-525a5a4e78cd","Code_27","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","8aed0ecb-4d74-4923-b3fc-1f14c4f86b2a","Code_28","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","af021f76-0fbc-4d36-9ce8-1dd88535850b","Code_30","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","838f956c-7706-47fd-8172-5bf45b776f92","Code_31","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","c7222881-efad-4b18-bf47-014bf3fafb26","Code_35","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","b3d71021-f330-4e08-999f-525c53f941a4","Code_36","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","cdce9027-a4d2-47a7-859b-b09535c127b2","Code_40","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","4629004c-15d3-4535-bd73-a7c550567d07","Code_41","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","1c6e93e2-102c-46af-8063-bd97b0cd63e2","Code_45","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","6a8fe227-b3e9-425b-a74c-cd8db054a35c","Code_46","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","ec1bddd0-9a74-421c-b745-f49171fef602","Code_50","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","11a7fb7f-1738-49d7-88ce-a53ca7217efd","Code_51","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","25c620d5-383d-4613-b86d-83b877d747d1","Code_53","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","1d3df554-8dfa-413e-bb3a-c0fb62d6b4c6","Code_54","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","f9cec75e-88ee-43c7-b5c3-0bce32b723d2","Code_33","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","ca32b512-a456-44fc-ac99-7bcd7037a8b2","Code_34","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","61670626-ddd5-454b-83c1-abe259f9f188","Code_38","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","0af1fa92-4e90-42d4-8f51-8a0f1cbbbef8","Code_39","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","740d4598-6227-4e41-9a91-875d7610536f","Code_43","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","c0b51fa5-a5c6-4a6c-b8d7-c4cc13b7bc90","Code_44","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","12175454-cc5f-47fe-93bf-03b8cfc67d87","Code_48","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","8f21bc40-8be1-436a-ac2f-108048d6c4d6","Code_49","C201355"
"Fixed Reference","2023-09-29","http://www.cdisc.org","Code","4559d7c2-ef87-4903-8b84-739f08e6013e","Code_56","C201358"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","c02aaa23-3c06-4cd9-b987-7c22e5b1aaab","Code_57","C201355"
"Fixed Reference","2023-09-29","http://www.cdisc.org","Code","80cf4273-2c34-4fdc-ae97-182b60be9d18","Code_58","C201358"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","db1934ee-088b-4c16-922d-5037025fd01d","Code_59","C201355"
"Fixed Reference","2023-09-29","http://www.cdisc.org","Code","9fb71fbc-8ce2-43b9-98e5-efc1378dd642","Code_60","C201358"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","184d3de7-237e-42ca-957f-5796e6ce7473","Code_61","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","f0cf95d4-8198-4299-900d-c836b0d63a39","Code_62","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","f908281d-4fcb-4650-8625-aea430c24bff","Code_63","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","857cf3e5-4bfe-4c2f-9c55-b6bb2fbe8b55","Code_64","C201356"
"End to Start","2023-09-29","http://www.cdisc.org","Code","44240207-63fa-4737-9005-0cb9be9bd395","Code_65","C201353"
"After","2023-09-29","http://www.cdisc.org","Code","f4d1a6fe-3627-4be2-a15d-25083ae018d0","Code_66","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","85039089-8b18-4798-b8c3-8e36f599d9c3","Code_67","C201355"
"After","2023-09-29","http://www.cdisc.org","Code","a5b27b1a-e834-4142-b825-8f8f05a0d0d9","Code_68","C201356"
"End to Start","2023-09-29","http://www.cdisc.org","Code","df3441d4-54e4-43b3-b358-c0583f070acd","Code_69","C201353"
"After","2023-09-29","http://www.cdisc.org","Code","646cda45-4e3c-4fff-810a-332b3a6ab71b","Code_70","C201356"
"Start to Start","2023-09-29","http://www.cdisc.org","Code","1c744536-f575-46e3-aa3f-1f3328efd8b9","Code_71","C201355"
"Clinical Study Sponsor","2023-09-29","http://www.cdisc.org","Code","632f762a-e7e7-4398-a059-d02347b61cbb","Code_379","C70793"
"United Kingdom of Great Britain and Northern Ireland","2020-08","ISO 3166 1 alpha3","Code","33b30990-0467-4ea6-8d55-3b450a99196a","Code_380","GBR"
"Study Acronym","2023-09-29","http://www.cdisc.org","Code","73f46582-3b1c-4c08-a789-5a536cbfa9cc","Code_3","C94108"
"Brief Study Title","2023-09-29","http://www.cdisc.org","Code","71a50259-687e-48a4-8507-8b384ba1f158","Code_5","C99905x1"
"Official Study Title","2023-09-29","http://www.cdisc.org","Code","3a065eba-cf38-4e80-a141-d34920bd5ae5","Code_6","C99905x2"
"Public Study Title","2023-09-29","http://www.cdisc.org","Code","2cc3612a-8c44-4ca2-99e5-e6a2a0f17e56","Code_7","C99905x3"
"Final","2023-09-29","http://www.cdisc.org","Code","51027363-d29a-4eb4-a34b-c8b65133b3fa","Code_8","C25508"
"Protocol Effective Date","2023-09-29","http://www.cdisc.org","Code","e2f3f894-e2b0-4167-a810-1f77656ccc9c","Code_11","C99903x1"
"Region","2023-09-29","http://www.cdisc.org","Code","71f4f272-28e9-4039-8977-2666865e970f","Code_13","C41129"
"Europe","2020-08","ISO 3166 1 alpha3","Code","8bf4f042-abdb-4470-acf0-835b2e4e3ba9","Code_12","150"
