"decode","id","codeSystemVersion","instanceType","code","uuid:ID","codeSystem"
"Beats per Minute","Code_247","2023-09-29","Code","C49673","df4f0fec-847c-4de1-acd1-2a51bfed474e","http://www.cdisc.org"
"Count per Minute","Code_248","","Code","C73688","25c367ce-9623-48e6-9862-d9df0156e701","NCI Thesaurus"
"Vital Signs Location","Code_249","","Code","C83088","0a6cb8b0-eafa-4ff1-b601-a63c91f1afdc","NCI Thesaurus"
"Vital Signs Laterality","Code_250","","Code","C123975","0ba1eb67-da2c-4ae2-8126-75acba474506","NCI Thesaurus"
"Test Method","Code_251","","Code","C82535","ba59d916-c5fe-4efb-b8fb-5f0a300f085d","NCI Thesaurus"
"Vital Signs Position","Code_252","","Code","C83114","bc5ce2a8-89d4-4df0-9b01-f475faa3345f","NCI Thesaurus"
"Heart Rate","Code_245","","Code","C49677","8ca10ea4-a02e-4862-ac35-14a5abb2ef48","NCI Thesaurus"
"Vital Signs Result","Code_254","","Code","C173522","8defcdb3-15fa-48dc-9329-a62dbdad12ee","NCI Thesaurus"
"Pascal","Code_255","2023-09-29","Code","C42547","f27f98cd-a232-4be2-bbbe-b81a181945e5","http://www.cdisc.org"
"Unit of Pressure","Code_256","","Code","C49669","2ac7d4de-262e-49a6-a67f-4c17db880fcd","NCI Thesaurus"
"Vital Signs Location","Code_257","","Code","C83088","88f81714-6972-4abe-93e7-28f5e4d21523","NCI Thesaurus"
"Vital Signs Laterality","Code_258","","Code","C123975","571df590-b21d-4916-933a-e738abf205ec","NCI Thesaurus"
"Test Method","Code_259","","Code","C82535","d4459ffb-2636-4dce-82bb-4945b70aff10","NCI Thesaurus"
"Vital Signs Position","Code_260","","Code","C83114","e0fc2629-5c05-426d-8773-a7cb426779ac","NCI Thesaurus"
"Systolic Blood Pressure","Code_253","","Code","C25298","6731305a-23b2-405f-a7ff-45dc99b7e69b","NCI Thesaurus"
"Vital Signs Result","Code_262","","Code","C173522","e4b4ecf0-b6b2-4bd5-92c7-91ccc6d5d511","NCI Thesaurus"
"Pascal","Code_263","2023-09-29","Code","C42547","147f790b-aa51-4a0d-8846-5ae5280c2415","http://www.cdisc.org"
"Unit of Pressure","Code_264","","Code","C49669","f49b5bdd-e1e3-435d-a21c-89e7b96711aa","NCI Thesaurus"
"Vital Signs Location","Code_265","","Code","C83088","a2873423-3e50-46b9-b634-f62b3da3ba8e","NCI Thesaurus"
"Vital Signs Laterality","Code_266","","Code","C123975","e536983a-202e-4890-8e96-4d5ff96d4782","NCI Thesaurus"
"Test Method","Code_267","","Code","C82535","77c8bddb-c436-4d9e-a680-6595178455dd","NCI Thesaurus"
"Vital Signs Position","Code_268","","Code","C83114","b05c7cdf-ea0e-42de-ac8f-4e2f477f928f","NCI Thesaurus"
"Diastolic Blood Pressure","Code_261","","Code","C25299","45cc6521-6a4e-467c-b227-2ed751772f3b","NCI Thesaurus"
"Vital Signs Result","Code_270","","Code","C173522","a52a8464-cc40-4a48-a273-983bf3a53217","NCI Thesaurus"
"Beats per Minute","Code_271","2023-09-29","Code","C49673","6c2ecce9-78a1-4005-8100-c875c1015a86","http://www.cdisc.org"
"Count per Minute","Code_272","","Code","C73688","e3dae23d-90a7-41c4-be78-ff314922daf9","NCI Thesaurus"
"Vital Signs Location","Code_273","","Code","C83088","93bdd6d9-cd52-4ca0-a89c-b01146a1740c","NCI Thesaurus"
"Vital Signs Laterality","Code_274","","Code","C123975","334ac0e9-2ea2-407d-addd-1cdc6655ccde","NCI Thesaurus"
"Test Method","Code_275","","Code","C82535","40da56d9-ef5f-4fe6-a221-d8fe368eb20e","NCI Thesaurus"
"Vital Signs Position","Code_276","","Code","C83114","efae0121-44e6-42b6-8ccd-152cd5deebeb","NCI Thesaurus"
"Heart Rate","Code_269","","Code","C49677","b538cc76-dfe9-46d1-a91b-ad803b4910c2","NCI Thesaurus"
"Placebo Comparator Arm","Code_122","2023-09-29","Code","C174268","4edd33df-33b8-4527-af6c-348229974f41","http://www.cdisc.org"
"Data Generated Within Study","Code_123","2023-09-29","Code","C188866","c56a0fbe-c359-40dc-b66a-63de0fc1e5f9","http://www.cdisc.org"
"Active Comparator Arm","Code_124","2023-09-29","Code","C174267","e22ab238-ef53-49dc-ae6e-327b9cdfe777","http://www.cdisc.org"
"Data Generated Within Study","Code_125","2023-09-29","Code","C188866","b4f3564c-57e6-4240-866a-a61624965192","http://www.cdisc.org"
"Active Comparator Arm","Code_126","2023-09-29","Code","C174267","446a8e4f-9e53-40f4-aa4d-68e50275a796","http://www.cdisc.org"
"Data Generated Within Study","Code_127","2023-09-29","Code","C188866","ac835394-5f28-4fd2-a16c-68b6b894f7d9","http://www.cdisc.org"
"Double Blind Study","Code_135","2023-09-29","Code","C15228","e2c6a6ec-54ec-4168-8e5d-0f2923e64199","http://www.cdisc.org"
"Trial Screening","Code_128","2023-09-29","Code","C48262","45697e13-cec8-4c0e-9b76-80e7db96ef79","http://www.cdisc.org"
"Treatment Epoch","Code_129","2023-09-29","Code","C101526","1793daec-f400-499b-9e14-c4c4051f713e","http://www.cdisc.org"
"Treatment Epoch","Code_130","2023-09-29","Code","C101526","cb985f0e-ebaf-4777-9a28-dd7aaa6b0afd","http://www.cdisc.org"
"Treatment Epoch","Code_131","2023-09-29","Code","C101526","76287625-d885-4b8d-b0bd-e8db320c71df","http://www.cdisc.org"
"Clinical Study Follow-up","Code_132","2023-09-29","Code","C99158","c72816ef-63f6-495e-b1de-22e28a862ca3","http://www.cdisc.org"
"Alzheimer's disease; unspecified","Code_330","1","Code","G30.9","b1f9932d-3d9e-4f65-ba6e-040a779f4ea6","ICD-10-CM"
"Alzheimer's disease","Code_331","January 31, 2018","Code","26929004","ab09b78b-77a4-45f5-a90b-5f8a280d6ac0","SNOMED"
"Sponsor","Code_141","2023-09-29","Code","C70793","565f5ef2-993a-4821-8e6e-cf275612eede","http://www.cdisc.org"
"Trial Primary Objective","Code_335","2023-09-29","Code","C85826","20e455f0-41bd-45e5-a674-4f5dd51d59c3","http://www.cdisc.org"
"Primary Endpoint","Code_334","2023-09-29","Code","C94496","3308237a-fb48-45e2-b3fd-bc486a297809","http://www.cdisc.org"
"Primary Endpoint","Code_336","2023-09-29","Code","C94496","a9528b69-45b3-4e31-ad12-34c8c5fa90cf","http://www.cdisc.org"
"Trial Primary Objective","Code_338","2023-09-29","Code","C85826","5c231698-ab1b-400a-8656-d0d45fa0f99b","http://www.cdisc.org"
"Primary Endpoint","Code_337","2023-09-29","Code","C94496","67b11924-59ae-4eb8-b05b-ad5e05d2ddfe","http://www.cdisc.org"
"Primary Endpoint","Code_339","2023-09-29","Code","C94496","a9d8b49f-b507-49cf-81c0-1bdb7ec41cc7","http://www.cdisc.org"
"Primary Endpoint","Code_340","2023-09-29","Code","C94496","42b89a80-fc21-44b0-87ab-01c194fad8ce","http://www.cdisc.org"
"Trial Secondary Objective","Code_342","2023-09-29","Code","C85827","44ce61d2-e604-4da1-b542-e9c81418265c","http://www.cdisc.org"
"Secondary Endpoint","Code_341","2023-09-29","Code","C139173","ac8ece1c-edcf-4a9c-8ceb-6ebfe6a588f4","http://www.cdisc.org"
"Secondary Endpoint","Code_343","2023-09-29","Code","C139173","7172fa6c-0ca4-43c8-814a-10bc9684139f","http://www.cdisc.org"
"Secondary Endpoint","Code_344","2023-09-29","Code","C139173","6a9a07df-ff80-4046-8f70-cf9698c442d7","http://www.cdisc.org"
"Inclusion Criteria","Code_345","2023-09-29","Code","C25532","945ff683-d6c5-4621-89c8-985ffea0c839","http://www.cdisc.org"
"Inclusion Criteria","Code_346","2023-09-29","Code","C25532","7adcb391-58a3-4f91-9172-7e60a0ead99d","http://www.cdisc.org"
"Inclusion Criteria","Code_347","2023-09-29","Code","C25532","755b46a0-64aa-4add-ab2e-01034c4c4cd5","http://www.cdisc.org"
"Exclusion Criteria","Code_348","2023-09-29","Code","C25370","b557166e-1442-46a6-a83d-e8e21451b4ec","http://www.cdisc.org"
"Year","Code_332","2023-09-29","Code","C29848","016d9910-3e92-464a-b9cb-56b898bd4c68","http://www.cdisc.org"
"Before","Code_14","2023-09-29","Code","C201264","228e39a0-7b2a-4c76-a287-4a403fe1b7c0","http://www.cdisc.org"
"Start to Start","Code_15","2023-09-29","Code","C201265","fe951431-1b46-4ce0-bdbb-9e1a15316b34","http://www.cdisc.org"
"Before","Code_16","2023-09-29","Code","C201264","2ce9535b-b43a-4e6b-9948-890c0e21b4c1","http://www.cdisc.org"
"Start to Start","Code_17","2023-09-29","Code","C201265","6ee952fc-06d6-430d-b5b8-315962b7d778","http://www.cdisc.org"
"Fixed Reference","Code_19","2023-09-29","Code","C201264","2ddcac07-eb00-415b-96a8-776ba91005b6","http://www.cdisc.org"
"Start to Start","Code_20","2023-09-29","Code","C201265","dbf25596-4f7e-40fe-be08-86ab28d0762e","http://www.cdisc.org"
"After","Code_21","2023-09-29","Code","C201264","f16dcfcd-b529-43c7-8f45-6ba6315a9c9c","http://www.cdisc.org"
"Start to Start","Code_22","2023-09-29","Code","C201265","38813465-07a0-40cd-bda1-11a4650ce6f4","http://www.cdisc.org"
"After","Code_24","2023-09-29","Code","C201264","d0670efa-df33-44e0-93d4-a7751cb4d924","http://www.cdisc.org"
"Start to Start","Code_25","2023-09-29","Code","C201265","139b883c-08bf-4ce6-b6c7-7addbb9b210a","http://www.cdisc.org"
"After","Code_27","2023-09-29","Code","C201264","7a81c75d-c7dc-41dc-9efa-eb3abb3f8b7b","http://www.cdisc.org"
"Start to Start","Code_28","2023-09-29","Code","C201265","afe21d88-911e-4563-b056-2007f62f1a74","http://www.cdisc.org"
"After","Code_30","2023-09-29","Code","C201264","20923df2-df70-475c-a83d-0c9efe90ca17","http://www.cdisc.org"
"Start to Start","Code_31","2023-09-29","Code","C201265","08b9eede-7759-4004-a19a-fa56569b0224","http://www.cdisc.org"
"After","Code_35","2023-09-29","Code","C201264","561723c0-f723-4c1b-a363-15236da69013","http://www.cdisc.org"
"Start to Start","Code_36","2023-09-29","Code","C201265","b7ad7297-2deb-41a0-b536-4931550b3c09","http://www.cdisc.org"
"After","Code_40","2023-09-29","Code","C201264","0375196f-daed-49e2-892c-6b75a322b2a9","http://www.cdisc.org"
"Start to Start","Code_41","2023-09-29","Code","C201265","c1dd249c-fc22-477e-87f3-838ea7ba4892","http://www.cdisc.org"
"After","Code_45","2023-09-29","Code","C201264","bfa02d93-3c0a-4190-aeca-4a3335d69c1c","http://www.cdisc.org"
"Start to Start","Code_46","2023-09-29","Code","C201265","cbcaad32-c331-45ef-9166-aa5948b5702e","http://www.cdisc.org"
"After","Code_50","2023-09-29","Code","C201264","d1360f98-9045-49b5-89a4-f91363d054e7","http://www.cdisc.org"
"Start to Start","Code_51","2023-09-29","Code","C201265","6c63a872-e176-43c0-b9c1-bdc962bb7b58","http://www.cdisc.org"
"After","Code_53","2023-09-29","Code","C201264","48e27ce6-a70c-4256-98ba-b49e1592810a","http://www.cdisc.org"
"Start to Start","Code_54","2023-09-29","Code","C201265","a566500e-ab1f-458e-ae8d-7dd1d2674e57","http://www.cdisc.org"
"After","Code_33","2023-09-29","Code","C201264","8b374f8c-9150-42e1-9110-9a82e74f1f42","http://www.cdisc.org"
"Start to Start","Code_34","2023-09-29","Code","C201265","41770e82-ad3d-4edd-a602-cbe80280e60d","http://www.cdisc.org"
"After","Code_38","2023-09-29","Code","C201264","b7c285ff-3786-4f64-962b-660a494b5d89","http://www.cdisc.org"
"Start to Start","Code_39","2023-09-29","Code","C201265","492f8a83-6328-4446-a521-19577d7a570c","http://www.cdisc.org"
"After","Code_43","2023-09-29","Code","C201264","67cf012c-662a-435e-a0c7-49fa8e2b1920","http://www.cdisc.org"
"Start to Start","Code_44","2023-09-29","Code","C201265","dcc03812-0e30-4279-b14c-f4b0a6b79735","http://www.cdisc.org"
"After","Code_48","2023-09-29","Code","C201264","e3c797bd-11fe-4e79-82d4-06337dab50a4","http://www.cdisc.org"
"Start to Start","Code_49","2023-09-29","Code","C201265","4ea8f992-1575-4aba-a62f-a8c24cdadc28","http://www.cdisc.org"
"Fixed Reference","Code_56","2023-09-29","Code","C201264","fd54b3ea-236a-43f9-870d-3b521da78128","http://www.cdisc.org"
"Start to Start","Code_57","2023-09-29","Code","C201265","dbe15c0b-53ca-49e7-bf98-8a991446876f","http://www.cdisc.org"
"Fixed Reference","Code_58","2023-09-29","Code","C201264","65c48f2b-28f7-4169-bbea-eb6f57428e02","http://www.cdisc.org"
"Start to Start","Code_59","2023-09-29","Code","C201265","6970e786-5052-485f-9d2b-e9602d297a22","http://www.cdisc.org"
"Fixed Reference","Code_60","2023-09-29","Code","C201264","68264476-9572-4755-a1aa-4d2587f61ea2","http://www.cdisc.org"
"Start to Start","Code_61","2023-09-29","Code","C201265","427bbfe5-080c-4171-aab5-ba741e22d08a","http://www.cdisc.org"
"After","Code_62","2023-09-29","Code","C201264","4ee90b46-f665-4cbb-8616-960f9588ba54","http://www.cdisc.org"
"Start to Start","Code_63","2023-09-29","Code","C201265","0c21040e-1992-4182-85e5-d40fb2b305f7","http://www.cdisc.org"
"After","Code_64","2023-09-29","Code","C201264","f149cb9b-556c-430f-9d97-484e57719efb","http://www.cdisc.org"
"End to Start","Code_65","2023-09-29","Code","C201265","5123601a-9dc9-4f53-ba91-858355e825d6","http://www.cdisc.org"
"After","Code_66","2023-09-29","Code","C201264","3c9e6c75-3b17-40f9-a302-2c5d91511339","http://www.cdisc.org"
"Start to Start","Code_67","2023-09-29","Code","C201265","1b30ff28-9dd3-4984-b492-def65e133fed","http://www.cdisc.org"
"After","Code_68","2023-09-29","Code","C201264","f6ee8b46-77e1-4ade-bb9c-966bb6fccf1f","http://www.cdisc.org"
"End to Start","Code_69","2023-09-29","Code","C201265","417fdaf3-2ac8-402c-bf9b-cfc1f62e68e2","http://www.cdisc.org"
"After","Code_70","2023-09-29","Code","C201264","66426dc2-81fc-4995-ac78-4b20efb87c9f","http://www.cdisc.org"
"Start to Start","Code_71","2023-09-29","Code","C201265","8bb87347-7fee-4436-95d1-db2f069ea7e9","http://www.cdisc.org"
"Clinical Study Sponsor","Code_349","2023-09-29","Code","C70793","f8163d1f-560c-4508-aa42-f460f63cce6d","http://www.cdisc.org"
"United Kingdom of Great Britain and Northern Ireland","Code_350","2020-08","Code","GBR","a4551e05-bb3e-43e9-b5e9-0fc1f6749d1e","ISO 3166 1 alpha3"
"Study Acronym","Code_3","2023-09-29","Code","C94108","f44cd823-a5f7-4a60-bfa7-e88122df95bd","http://www.cdisc.org"
"Brief Study Title","Code_5","2023-09-29","Code","C99905x1","6e67a1b9-33fe-4b2d-9c59-1d835a6db917","http://www.cdisc.org"
"Official Study Title","Code_6","2023-09-29","Code","C99905x2","b11ef2db-17f9-48f4-a9db-b8a594244ca7","http://www.cdisc.org"
"Public Study Title","Code_7","2023-09-29","Code","C99905x3","b1d81271-79ae-433e-aa78-edfd852a24f6","http://www.cdisc.org"
"Final","Code_8","2023-09-29","Code","C25508","90a06f7b-45b6-4030-bd2a-2fa7dd0083d8","http://www.cdisc.org"
"Protocol Effective Date","Code_11","2023-09-29","Code","C99903x1","b672dc2e-c899-4181-af2a-3d2c57620461","http://www.cdisc.org"
"Region","Code_13","2023-09-29","Code","C41129","45ccfc48-a1ff-4733-ab1f-41ca1ff00925","http://www.cdisc.org"
"Europe","Code_12","2020-08","Code","150","3d8583db-fbd7-4778-8be2-cf7b2448feb4","ISO 3166 1 alpha3"
