"decode","instanceType","code","codeSystemVersion","id","uuid:ID","codeSystem"
"Heart Rate","Code","C49677","","Code_236","23ee913e-c4b0-4a8f-aa5b-6e2f1f05bdc3","NCI Thesaurus"
"Clinical Test Result","Code","C77140","","Code_245","4e475375-ae4a-4328-af83-113bda52c4bf","NCI Thesaurus"
"Pascal","Code","C42547","2023-09-29","Code_246","349f3648-ce2b-42ee-b8ef-e4bf831f4edf","http://www.cdisc.org"
"Unit of Pressure","Code","C49669","","Code_247","c7086828-10ae-46d9-9303-251c719124f8","NCI Thesaurus"
"Anatomic Site","Code","C13717","","Code_248","813a4f0a-44c5-429b-b359-043e91fb9721","NCI Thesaurus"
"Laterality","Code","C25185","","Code_249","1391d1dd-01a8-467a-8135-9b73c1c1f547","NCI Thesaurus"
"Test Method","Code","C82535","","Code_250","c89fccc0-564f-410e-ae6a-eac5edeb367d","NCI Thesaurus"
"Body Position","Code","C62164","","Code_251","73b651f5-aafc-459e-b626-f0f4a436456d","NCI Thesaurus"
"Systolic Blood Pressure","Code","C25298","","Code_244","de6f165d-b871-4915-bf9b-3fe4f130c5a9","NCI Thesaurus"
"Clinical Test Result","Code","C77140","","Code_253","6745374b-c95f-4173-bb6e-7c54144eb060","NCI Thesaurus"
"Pascal","Code","C42547","2023-09-29","Code_254","9aadd5ee-e910-426b-825e-dd8378fc1fd4","http://www.cdisc.org"
"Unit of Pressure","Code","C49669","","Code_255","ae7bd9f9-46a3-446a-aea7-98bbf6b5a683","NCI Thesaurus"
"Anatomic Site","Code","C13717","","Code_256","ef301e27-1633-4390-89ed-8c7389c93828","NCI Thesaurus"
"Laterality","Code","C25185","","Code_257","43e1f12f-36c8-4747-aea9-f53e685378a8","NCI Thesaurus"
"Test Method","Code","C82535","","Code_258","c540cdf7-6f82-4d30-9f6b-0c6638a7951b","NCI Thesaurus"
"Body Position","Code","C62164","","Code_259","52409147-9fb0-4ac0-933d-09fbd5f0a78a","NCI Thesaurus"
"Diastolic Blood Pressure","Code","C25299","","Code_252","7173441c-4238-477d-a8e2-38d3aad90741","NCI Thesaurus"
"Clinical Test Result","Code","C77140","","Code_261","ba79fa64-44c4-40ae-bdd9-1e714b18d22e","NCI Thesaurus"
"Beats per Minute","Code","C49673","2023-09-29","Code_262","f55dcaf5-b32d-4745-a303-2ee58da96fc4","http://www.cdisc.org"
"Count per Minute","Code","C73688","","Code_263","5e86b452-0d35-4fcc-aad6-e384755ed55b","NCI Thesaurus"
"Anatomic Site","Code","C13717","","Code_264","62a3358a-5b2f-46bc-8160-30f2f93e487f","NCI Thesaurus"
"Laterality","Code","C25185","","Code_265","6195ddb8-5443-4d31-a122-b229eecbc814","NCI Thesaurus"
"Test Method","Code","C82535","","Code_266","b749e2f4-096f-4731-ad96-d47737fd39a9","NCI Thesaurus"
"Body Position","Code","C62164","","Code_267","c3645101-7cc5-46b8-9f46-de692b68797b","NCI Thesaurus"
"Heart Rate","Code","C49677","","Code_260","72fe11c4-4ea4-45c3-a704-101591830b4a","NCI Thesaurus"
"Placebo Comparator Arm","Code","C174268","2023-09-29","Code_123","414c115f-5910-46cd-98a9-ff2b44ae4b79","http://www.cdisc.org"
"Data Generated Within Study","Code","C188866","2023-09-29","Code_124","35248d6c-0c57-43bb-94b8-e1d52c002908","http://www.cdisc.org"
"Active Comparator Arm","Code","C174267","2023-09-29","Code_125","8847d621-5d13-4a16-8a93-e7db012e5128","http://www.cdisc.org"
"Data Generated Within Study","Code","C188866","2023-09-29","Code_126","72ca9a49-254e-4020-b1f1-c2589e07300b","http://www.cdisc.org"
"Active Comparator Arm","Code","C174267","2023-09-29","Code_127","a5096c1a-eff2-49ef-ba08-73b7b376e307","http://www.cdisc.org"
"Data Generated Within Study","Code","C188866","2023-09-29","Code_128","ecdd0f9e-088f-44e1-88d6-7dc64c2d22e2","http://www.cdisc.org"
"Double Blind Study","Code","C15228","2023-09-29","Code_136","1d1941ce-7320-4907-8c4a-4e010d18c79b","http://www.cdisc.org"
"Trial Screening","Code","C48262","2023-09-29","Code_129","76f9497f-a126-4a9c-8472-415fbc685c74","http://www.cdisc.org"
"Treatment Epoch","Code","C101526","2023-09-29","Code_130","dec9341e-3b67-4d63-b7e6-feb82b439b63","http://www.cdisc.org"
"Treatment Epoch","Code","C101526","2023-09-29","Code_131","eb27010a-80a8-4e48-b060-715d1767a309","http://www.cdisc.org"
"Treatment Epoch","Code","C101526","2023-09-29","Code_132","018e9c2e-672c-4090-9d03-c744b3a2ee27","http://www.cdisc.org"
"Clinical Study Follow-up","Code","C99158","2023-09-29","Code_133","0084af7b-cd49-44ad-94d4-263263aa51d9","http://www.cdisc.org"
"Alzheimer's disease; unspecified","Code","G30.9","1","Code_327","1d26db25-40e0-4e1c-b46c-da62110f4c70","ICD-10-CM"
"Alzheimer's disease","Code","26929004","January 31, 2018","Code_328","bd9fa6f6-3a01-4ebe-8e7c-0f6bbcc0bfdb","SNOMED"
"Sponsor","Code","C70793","2023-09-29","Code_142","3babe5f0-6660-4293-8213-a08c9ebc49dc","http://www.cdisc.org"
"Trial Primary Objective","Code","C85826","2023-09-29","Code_332","65d28bdf-130c-409d-ad8c-63879e06dcc1","http://www.cdisc.org"
"Primary Endpoint","Code","C94496","2023-09-29","Code_331","d048193a-7dd9-4ad4-8efb-003d9f05999d","http://www.cdisc.org"
"Primary Endpoint","Code","C94496","2023-09-29","Code_333","3f4a3cee-9027-450d-9525-4b5305a9e7dc","http://www.cdisc.org"
"Trial Primary Objective","Code","C85826","2023-09-29","Code_335","9f201a81-3644-4ff9-9e6f-6f2570396a8a","http://www.cdisc.org"
"Primary Endpoint","Code","C94496","2023-09-29","Code_334","0bc70b3a-b5c8-47e7-95cd-b35837a2d270","http://www.cdisc.org"
"Primary Endpoint","Code","C94496","2023-09-29","Code_336","32b03774-910c-4a09-9c67-cc525d668f9e","http://www.cdisc.org"
"Primary Endpoint","Code","C94496","2023-09-29","Code_337","30d4d411-b2a6-4e43-bfc3-f1ab33e715ed","http://www.cdisc.org"
"Trial Secondary Objective","Code","C85827","2023-09-29","Code_339","fb85116c-b4e5-4c6a-ab1d-b4153221df6c","http://www.cdisc.org"
"Secondary Endpoint","Code","C139173","2023-09-29","Code_338","0b7305f7-bc7d-4a96-949f-0cf01747c49c","http://www.cdisc.org"
"Secondary Endpoint","Code","C139173","2023-09-29","Code_340","2eaae812-46b5-4883-b632-749a9e91bb7f","http://www.cdisc.org"
"Secondary Endpoint","Code","C139173","2023-09-29","Code_341","d56267ad-a00b-49b5-b353-f42b6698e543","http://www.cdisc.org"
"Trial Secondary Objective","Code","C85827","2023-09-29","Code_343","ca09aadd-8764-4893-8a22-c5bf3ed643e5","http://www.cdisc.org"
"Secondary Endpoint","Code","C139173","2023-09-29","Code_342","a75fbcb5-2c42-43a9-b011-095589b2d824","http://www.cdisc.org"
"Trial Secondary Objective","Code","C85827","2023-09-29","Code_345","8b599271-f2e2-43c6-beac-f255807c9f5a","http://www.cdisc.org"
"Secondary Endpoint","Code","C139173","2023-09-29","Code_344","6c54196f-3df9-4efc-9389-422a23cfc9ae","http://www.cdisc.org"
"Trial Secondary Objective","Code","C85827","2023-09-29","Code_347","7bfa42a7-a48f-4b70-ba56-1c929ed22dbc","http://www.cdisc.org"
"Secondary Endpoint","Code","C139173","2023-09-29","Code_346","6431f75d-7a04-439c-aab8-8e0a205d1c95","http://www.cdisc.org"
"Inclusion Criteria","Code","C25532","2023-09-29","Code_348","ad70ff56-071a-4ac5-bfeb-639b13808443","http://www.cdisc.org"
"Inclusion Criteria","Code","C25532","2023-09-29","Code_349","955fa4ad-ee8a-49c9-b123-72d4eb3bbe6d","http://www.cdisc.org"
"Inclusion Criteria","Code","C25532","2023-09-29","Code_350","83163ebb-8e59-45dc-b784-0b79ce5da6bb","http://www.cdisc.org"
"Inclusion Criteria","Code","C25532","2023-09-29","Code_351","d294abaa-8ecc-4679-a76d-0bae5a9e11a1","http://www.cdisc.org"
"Inclusion Criteria","Code","C25532","2023-09-29","Code_352","fec57a45-c696-4e8e-870e-395fcf7e31fb","http://www.cdisc.org"
"Inclusion Criteria","Code","C25532","2023-09-29","Code_353","606d7e4d-9b6e-45ba-ade3-eab4fc9b0fb7","http://www.cdisc.org"
"Inclusion Criteria","Code","C25532","2023-09-29","Code_354","23378674-cd6b-4268-b9f5-fc21859a36f9","http://www.cdisc.org"
"Inclusion Criteria","Code","C25532","2023-09-29","Code_355","067266d5-f1c9-4ab0-b247-c7e438ff6d83","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_356","20634a03-dfa5-4bec-8e36-fb06b9a0a709","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_357","db8bf1eb-3d6c-4e91-a66a-4620a6c9fd10","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_358","23740f05-07a3-4f98-b9b5-1d23a0166d29","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_359","a2e78d25-87ba-47d7-bb51-df563e8832e7","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_360","160a5835-0596-4463-b9a1-b6f26a7c1ef0","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_361","67118336-9f82-426b-9682-3f163cab5ab8","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_362","afd24a1b-97b7-4778-87cd-29d4d16c846f","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_363","79b21fc8-4f93-46d6-8bcf-77e318f30643","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_364","202f1042-74ed-45e7-8c59-be0d6cc71758","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_365","2a84a92e-5e32-43f1-9c9f-518b55cb9b09","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_366","ca849a53-bd52-4135-be67-b41745744d56","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_367","5f58d8d0-9f8a-4606-a751-bd7468d9ad47","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_368","fcf6a1d1-e127-49e6-b88b-e5c6ef5a24db","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_369","a4772b8e-e014-46c4-8963-cdba139bcda1","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_370","5720a682-4e0a-4433-9908-6e2088c8192b","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_371","4addbb52-9de1-4ba3-bb10-9eda45d46ecb","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_372","f8d8b41c-45c1-47f4-8731-6da5720d27af","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_373","8ec32792-cce9-4c48-9b6b-69660113e4c1","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_374","31640b65-d65f-424a-a6aa-1d86fce50141","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_375","cb2eba45-6100-410f-af04-f025b3976cbd","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_376","5a43e0a0-7376-4746-93d9-fe66476a78e8","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_377","648299dc-53ae-4e11-8e4b-7424cc5f25eb","http://www.cdisc.org"
"Exclusion Criteria","Code","C25370","2023-09-29","Code_378","1b928770-d1aa-40ff-8fc9-43427a5d5378","http://www.cdisc.org"
"Year","Code","C29848","2023-09-29","Code_329","34262c96-944e-445b-85b4-f2cbbe89b0a1","http://www.cdisc.org"
"Before","Code","C201357","2023-09-29","Code_14","689a09ce-db19-4daa-b473-36ca82242cb8","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_15","3b2e1c7f-96f6-48fc-b421-7c57e0bab89a","http://www.cdisc.org"
"Before","Code","C201357","2023-09-29","Code_16","78e24343-e0da-4490-b94b-290152b43688","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_17","910daffc-b619-4452-98d9-e388bf41a283","http://www.cdisc.org"
"Fixed Reference","Code","C201358","2023-09-29","Code_19","7dc3d40a-ccb5-421a-b9fb-78c8ae15aef9","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_20","f0a1a8e7-852b-4489-9140-e955cff2854b","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_21","8273e5f4-e12a-46f7-9ee1-eac949aaa336","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_22","b153e653-065a-4081-8ae0-664936ce94d1","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_24","559dd00c-2043-410d-b01d-5bb65f7c09a8","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_25","82b2f2ba-57a1-4895-8acd-0819380f7acd","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_27","5b13f353-c26f-4055-9907-6d94acc47f2d","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_28","817b9ce7-c997-4147-bb28-2c886d03ca59","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_30","d198fc3b-2a48-4abf-9ef8-db1fec72329b","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_31","6a2b8713-a000-4e3e-8713-c077a6cb7d53","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_35","49da36b9-9fa9-49e4-bdb3-b7bcb79d50c3","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_36","5b81a7a2-b8dd-4364-b655-6fee1745541f","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_40","6714f68c-7091-46c1-a242-a15db0830690","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_41","2f6603f2-b16c-4c03-a338-74f812096956","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_45","59334fdf-6252-4f67-8495-48154c7f7f8d","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_46","3441e6f8-6ce8-4c20-9835-4813c82fef4d","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_50","3c8b3222-da2d-4be4-a5e9-af9ad3550b6c","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_51","a7344c4e-2a8c-48ae-8c54-051d73ea2350","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_53","c3335748-f402-4bd6-bbad-d0b7ab00c0f9","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_54","c65d5de5-ec27-4ca0-ae0c-2584ced57e33","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_33","b3e7ca8f-4fba-4b49-a1af-0b0a20206c19","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_34","c01c35a6-008f-42e0-b195-6ac1dbb5de6a","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_38","633c4a29-4619-4498-a781-ad69c1b2d03e","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_39","1709b609-d894-42fe-b856-32e711e87a6c","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_43","49a745c3-adb4-4e4a-a012-f05ae91eb98a","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_44","2fed3018-4201-434f-b2dd-2b76e2b26ec4","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_48","2e0505f0-bc07-40a5-bd89-3819fa78acc3","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_49","7277d639-07b0-47f7-93c9-8e72519af2cf","http://www.cdisc.org"
"Fixed Reference","Code","C201358","2023-09-29","Code_56","2d2e6819-d3ef-4577-a353-a28df2f4ab3a","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_57","db6e0498-ce35-4d01-943f-59a165f080c0","http://www.cdisc.org"
"Fixed Reference","Code","C201358","2023-09-29","Code_58","8f414a2f-42d2-4b32-b0e0-0ae545ca77bc","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_59","c1a36d5d-f924-4023-b893-80a2b4cad583","http://www.cdisc.org"
"Fixed Reference","Code","C201358","2023-09-29","Code_60","b31213de-8b03-4cb3-b956-62f360b0d2e8","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_61","511e7510-6fd4-47c6-9549-98ba69eea11f","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_62","e54d0012-5dbd-4deb-a163-60bf9fcaf8f6","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_63","cce70eba-191c-4ad0-b3c4-0327a4bfbc2a","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_64","71e36a26-f3ee-46c2-9da8-b9071c4cc241","http://www.cdisc.org"
"End to Start","Code","C201353","2023-09-29","Code_65","fb722e25-9803-46ef-98c9-51da0bfde735","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_66","f7743dea-f45c-4a7f-97d8-02812ec32689","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_67","c8747f27-7cf0-4e6d-9e8b-fc8833ad0d1b","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_68","ac1b905a-03e9-4d18-a617-788e86438eb7","http://www.cdisc.org"
"End to Start","Code","C201353","2023-09-29","Code_69","2448a4af-ee4e-4314-8e03-6d2279578908","http://www.cdisc.org"
"After","Code","C201356","2023-09-29","Code_70","47d084f4-a85a-47a5-bb6a-a6e70a4c4f5d","http://www.cdisc.org"
"Start to Start","Code","C201355","2023-09-29","Code_71","9b889e9a-132d-4717-a7d9-99a0e5bb8201","http://www.cdisc.org"
"Clinical Study Sponsor","Code","C70793","2023-09-29","Code_379","533d6a71-d37a-4bde-942f-1d676d3f95b1","http://www.cdisc.org"
"United Kingdom of Great Britain and Northern Ireland","Code","GBR","2020-08","Code_380","d812051f-0d4b-4753-8679-14a4f94e270e","ISO 3166 1 alpha3"
"Study Acronym","Code","C94108","2023-09-29","Code_3","6c661904-3ca4-4bf2-8e5c-3421cb704a4d","http://www.cdisc.org"
"Brief Study Title","Code","C99905x1","2023-09-29","Code_5","1bc3eada-536c-43a0-a172-411dde48a80d","http://www.cdisc.org"
"Official Study Title","Code","C99905x2","2023-09-29","Code_6","517497b6-c394-4ceb-932c-2ab19292f545","http://www.cdisc.org"
"Public Study Title","Code","C99905x3","2023-09-29","Code_7","47fca8f3-afb3-4535-899c-f141362cf445","http://www.cdisc.org"
"Final","Code","C25508","2023-09-29","Code_8","b5d92d91-e817-442f-b5bb-efd8ecccc6e9","http://www.cdisc.org"
"Protocol Effective Date","Code","C99903x1","2023-09-29","Code_11","2e049a33-d8e5-49f2-8ca7-4417ff4234d4","http://www.cdisc.org"
"Region","Code","C41129","2023-09-29","Code_13","aed9b5fc-03aa-45b0-bfe9-48e6e3293f27","http://www.cdisc.org"
"Europe","Code","150","2020-08","Code_12","23d05a14-c37d-47e5-a38c-7e64ee839da6","ISO 3166 1 alpha3"
