"codeSystem","decode","codeSystemVersion","code","id","uuid:ID"
"NCI Thesaurus","Vital Signs Laterality","","C123975","Code_240","6c0ec39a-85cf-473f-8882-89f7a8e2171a"
"NCI Thesaurus","Test Method","","C82535","Code_241","1e13d239-1bc3-4695-9e7e-ef6a35287670"
"NCI Thesaurus","Vital Signs Position","","C83114","Code_242","ca54f304-bb81-4281-956a-2f3f2610ab88"
"NCI Thesaurus","Diastolic Blood Pressure","","C25299","Code_235","e097a785-be71-438f-98cd-3c267193ee49"
"http://www.cdisc.org","Placebo Comparator Arm","2023-09-29","C174268","Code_106","6ba5d83d-1dd0-4f43-bad6-20542e91ed2c"
"http://www.cdisc.org","Data Generated Within Study","2023-09-29","C188866","Code_107","6fd51ef8-8794-479d-b3b6-aaa684430e38"
"http://www.cdisc.org","Active Comparator Arm","2023-09-29","C174267","Code_108","a9d7c1cd-bba3-411b-906f-6d87a5ad4c2c"
"http://www.cdisc.org","Data Generated Within Study","2023-09-29","C188866","Code_109","9c96112f-35f4-4e18-b5e9-e8e161abb602"
"http://www.cdisc.org","Active Comparator Arm","2023-09-29","C174267","Code_110","ffdeb887-d752-47e1-b162-f9a60768d518"
"http://www.cdisc.org","Data Generated Within Study","2023-09-29","C188866","Code_111","fe48a08a-a935-4a24-a729-525387746e00"
"http://www.cdisc.org","Double Blind Study","2023-09-29","C15228","Code_119","37cf7d3f-009e-4339-a0af-65ea91b176cb"
"http://www.cdisc.org","Trial Screening","2023-09-29","C48262","Code_112","9460479a-a74f-468b-b383-e5bf584ff2c8"
"http://www.cdisc.org","Treatment Epoch","2023-09-29","C101526","Code_113","a12a0db4-0960-4587-a537-6b20e0e26861"
"http://www.cdisc.org","Treatment Epoch","2023-09-29","C101526","Code_114","2f3f2a3d-4a11-479f-822c-d53006aee39d"
"http://www.cdisc.org","Treatment Epoch","2023-09-29","C101526","Code_115","b11067a1-3d00-4823-97ff-05d2cd36062f"
"http://www.cdisc.org","Clinical Study Follow-up","2023-09-29","C99158","Code_116","62a44bc2-ee9e-449b-bb3c-8b2eb8a07d9f"
"ICD-10-CM","Alzheimer's disease; unspecified","1","G30.9","Code_296","dce53da3-f7c8-4cc5-a0b9-7070881cbab9"
"SNOMED","Alzheimer's disease","January 31, 2018","26929004","Code_297","d10d303f-ca4a-4ce3-85c8-1837f0bf61fb"
"http://www.cdisc.org","Trial Primary Objective","2023-09-29","C85826","Code_300","9307330d-353b-4d70-935a-3ff128e1faa6"
"http://www.cdisc.org","Primary Endpoint","2023-09-29","C94496","Code_299","92185d8a-70ff-4340-af27-dcce905e1b1b"
"http://www.cdisc.org","Primary Endpoint","2023-09-29","C94496","Code_301","eb23e908-b024-438e-9947-412b75b90c8f"
"http://www.cdisc.org","Trial Primary Objective","2023-09-29","C85826","Code_303","0ff0654c-2d81-4d90-9029-9b055a9c861c"
"http://www.cdisc.org","Primary Endpoint","2023-09-29","C94496","Code_302","36c24630-348d-46e0-8124-1f878f830d69"
"http://www.cdisc.org","Primary Endpoint","2023-09-29","C94496","Code_304","8ea40dc6-404b-469d-a225-a3069dd91c93"
"http://www.cdisc.org","Primary Endpoint","2023-09-29","C94496","Code_305","c5ec6d59-37d0-4675-91a0-b0b4772ca723"
"http://www.cdisc.org","Trial Secondary Objective","2023-09-29","C85827","Code_307","b7cdf210-8f3b-4a25-94a4-aa17db50f84f"
"http://www.cdisc.org","Secondary Endpoint","2023-09-29","C139173","Code_306","3f63b933-24a4-4542-8323-7f388facebab"
"http://www.cdisc.org","Secondary Endpoint","2023-09-29","C139173","Code_308","41e4faf0-4bd5-43af-8cc1-d7d6773caa0d"
"http://www.cdisc.org","Secondary Endpoint","2023-09-29","C139173","Code_309","d5e66a1c-13b3-4d11-9493-71498c37f870"
"http://www.cdisc.org","Both","2023-09-29","C49636","Code_298","900b34df-d07f-41e7-806d-eb6f9356a7e8"
"http://www.cdisc.org","Before","2023-09-29","C201264","Code_10","54c0206c-39e2-4e35-804a-51a321d7622d"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_11","6dea1a10-1540-4551-8c82-bb743de18123"
"http://www.cdisc.org","Before","2023-09-29","C201264","Code_12","87b2134f-021f-4e2d-8324-8d1eec0fa0ae"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_13","6d900923-dcbe-4604-9ceb-0674e8f90630"
"http://www.cdisc.org","Fixed Reference","2023-09-29","C201264","Code_14","6185a737-52dd-4b73-bc06-8b2c892a6f81"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_15","8db97230-f36a-4044-939a-25058f458eef"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_16","f46519b0-7616-405a-8ec6-fb450cead73f"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_17","3a59224b-219e-4493-af62-7a4a6e537e62"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_18","a0536da5-1034-4517-9d70-95209c3d0191"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_19","43acbb4f-2120-4dc2-9ae3-719d7b00f313"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_20","6b487dae-29a4-47c6-ab44-17db5925c666"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_21","9840d076-76b6-4b86-bdd1-97973b715ec7"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_22","4570fbf8-3ae0-4e49-88b8-364e1c594f76"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_23","b555055f-b96f-4f0e-a913-ef228a38a90b"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_24","c5ff2ca2-9c53-4c16-99f2-56f7ac65b9aa"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_25","f64d585d-23c3-422d-a6bc-fbd01d35e829"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_26","34365d75-ac6e-4327-9c40-f73a1dd7877d"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_27","0368e135-1c14-4cfb-ab1a-b4d70443261e"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_28","c256aa79-ba7f-44e9-a1ba-9703465fe3b4"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_29","35d73ee5-16a1-4bb9-a915-ce8edd6cbe2e"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_30","3b2bfdd8-e9fd-4595-aa84-17a1c0080f3c"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_31","0cb4a283-5206-47c7-925c-a546b6a7147d"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_32","fc101eb8-ba63-4787-b446-e16b2d861556"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_33","09bf8390-246e-48b0-932e-855eb6f4772c"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_34","13642a4f-7cbb-47dc-ac1d-e42ecd8a8705"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_35","e93ecfac-e36e-4f50-b19e-729fd38bab75"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_36","39965831-e173-4fa3-a952-8c2448d893f2"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_37","6bc2e48b-bf19-4f6f-b738-a1e0a1dae646"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_38","ac945aff-6ac5-44ac-84ae-7a9e9204b4b1"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_39","82444fc8-324e-4252-95f0-d9023b8d4a06"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_40","584b2918-12a2-479e-b057-f3d68ab884a2"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_41","af800250-f802-40cd-8dc5-f894ab9a3377"
"http://www.cdisc.org","Fixed Reference","2023-09-29","C201264","Code_42","afc1fccc-0c7e-4076-9406-e5d63d6dc0ea"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_43","2b1a025f-c0cf-425e-8dbc-8d68641d69a8"
"http://www.cdisc.org","Fixed Reference","2023-09-29","C201264","Code_44","0c9d7a8f-e8ca-4376-bb17-e1d00440d2b3"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_45","79a2ab0d-3e19-44f1-8a8f-094f87df3a99"
"http://www.cdisc.org","Fixed Reference","2023-09-29","C201264","Code_46","8f6d1699-8cc9-4d7e-a084-81d12b221f0b"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_47","47b63160-aabe-49c9-a9ab-1b24748768a9"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_48","d4297b51-9436-4112-8605-65e656cf921b"
"http://www.cdisc.org","Start to Start","2023-09-29","C201265","Code_49","eccc30a4-1668-4fe2-8484-441620b597b1"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_50","3eafa512-57be-4027-9918-df4847410ed1"
"http://www.cdisc.org","End to Start","2023-09-29","C201265","Code_51","3e172154-5f37-471d-a6e6-ee43a6c5f4be"
"http://www.cdisc.org","After","2023-09-29","C201264","Code_52","467e237e-ad47-49fc-9757-826228f94e34"
"http://www.cdisc.org","End to Start","2023-09-29","C201265","Code_53","4a1ab646-ae60-41c9-b526-0b5cfe23782c"
"http://www.cdisc.org","Inclusion Criteria","2023-09-29","C25532","Code_310","212a5a70-dd06-423c-a939-d10484383ebe"
"http://www.cdisc.org","Inclusion Criteria","2023-09-29","C25532","Code_311","e90b5dbf-2acb-456c-923a-a87a535c6141"
"http://www.cdisc.org","Inclusion Criteria","2023-09-29","C25532","Code_312","a28c74b9-878e-4db2-83be-21b50f92d5a3"
"http://www.cdisc.org","Exclusion Criteria","2023-09-29","C25370","Code_313","f46ccf85-55f9-427a-8c95-41b307464a23"
"http://www.cdisc.org","Final","2023-09-29","C25508","Code_4","5e41cdbc-cbae-4468-a0d5-3b5212f0bb99"
"http://www.cdisc.org","Protocol Effective Date","2023-09-29","C99903x1","Code_7","23e2870b-6e53-4100-83cb-fe29176f0125"
"http://www.cdisc.org","Region","2023-09-29","C41129","Code_9","ed4174ee-a048-47ec-87ad-a03e20fb5bc6"
"ISO 3166 1 alpha3","Europe","2020-08","150","Code_8","3a9fc1c9-c068-4c3b-ac52-8357edf2858c"
