"instanceType","codeSystem","uuid:ID","code","id","codeSystemVersion","decode"
"Code","http://www.cdisc.org","30563c02-6ee6-4a53-9d62-137fcaba3c75","C49673","Code_247","2023-09-29","Beats per Minute"
"Code","NCI Thesaurus","e48e438d-3729-47b0-b41d-006f152ae0af","C73688","Code_248","","Count per Minute"
"Code","NCI Thesaurus","e2effd1d-81f5-4820-91aa-be0a5b6409d0","C83088","Code_249","","Vital Signs Location"
"Code","NCI Thesaurus","5648f158-96cc-466a-bfb6-32d945982121","C123975","Code_250","","Vital Signs Laterality"
"Code","NCI Thesaurus","93f84aae-36c6-4a73-bb39-cdf9c9a4a2df","C82535","Code_251","","Test Method"
"Code","NCI Thesaurus","1bed6f1a-bbda-4f07-8e78-7af8ff228d09","C83114","Code_252","","Vital Signs Position"
"Code","NCI Thesaurus","5f2d4730-12b2-409d-917e-13ab1c28d24e","C49677","Code_245","","Heart Rate"
"Code","NCI Thesaurus","5b0fae51-c589-47ed-8147-f191ba35c08f","C173522","Code_254","","Vital Signs Result"
"Code","http://www.cdisc.org","363775fd-c105-4605-a474-70499ea65a02","C42547","Code_255","2023-09-29","Pascal"
"Code","NCI Thesaurus","b9c7a84b-79a1-4c3b-b0d9-e717e5aeac65","C49669","Code_256","","Unit of Pressure"
"Code","NCI Thesaurus","2dccf973-77ef-4c9c-af93-957e161e8a8c","C83088","Code_257","","Vital Signs Location"
"Code","NCI Thesaurus","1053c08e-2f8f-4141-b7b8-bac1e0d25d23","C123975","Code_258","","Vital Signs Laterality"
"Code","NCI Thesaurus","8dd3acdb-a060-443a-a20f-480ffafda28c","C82535","Code_259","","Test Method"
"Code","NCI Thesaurus","910eb7b9-840e-4a10-84a2-3f21fd5971c8","C83114","Code_260","","Vital Signs Position"
"Code","NCI Thesaurus","fbe2dc1d-39ee-4cd0-bcd3-4d39e0505157","C25298","Code_253","","Systolic Blood Pressure"
"Code","NCI Thesaurus","ccf1ee9d-3b97-4b1c-b328-068af94cca69","C173522","Code_262","","Vital Signs Result"
"Code","http://www.cdisc.org","97725488-98cc-46c5-8386-da97c5ef93e2","C42547","Code_263","2023-09-29","Pascal"
"Code","NCI Thesaurus","b6b7549f-f790-4d53-bfcc-4ca71ce78e93","C49669","Code_264","","Unit of Pressure"
"Code","NCI Thesaurus","9c3ffeac-f0c8-4caa-9df0-c65a94913da3","C83088","Code_265","","Vital Signs Location"
"Code","NCI Thesaurus","02489c61-a717-47cd-a474-96714f8db03d","C123975","Code_266","","Vital Signs Laterality"
"Code","NCI Thesaurus","09924ac5-6375-43e8-a2a9-5f85f32da738","C82535","Code_267","","Test Method"
"Code","NCI Thesaurus","eb3697ef-9b09-4284-bdcf-06315de0c7cd","C83114","Code_268","","Vital Signs Position"
"Code","NCI Thesaurus","d53a50b0-4034-4d32-b360-6970830d83a8","C25299","Code_261","","Diastolic Blood Pressure"
"Code","NCI Thesaurus","3bc356fb-f612-41c5-9149-a735cca5827c","C173522","Code_270","","Vital Signs Result"
"Code","http://www.cdisc.org","ebff1c53-56f6-4b8e-9262-5d8f3413bfe7","C49673","Code_271","2023-09-29","Beats per Minute"
"Code","NCI Thesaurus","186539c4-c23d-4dc2-a4e4-39d18ac35ade","C73688","Code_272","","Count per Minute"
"Code","NCI Thesaurus","5e4084f7-f444-4f85-8552-1a25c57e6ceb","C83088","Code_273","","Vital Signs Location"
"Code","NCI Thesaurus","68dbbe6a-8a57-4daf-a447-33c3c6109aad","C123975","Code_274","","Vital Signs Laterality"
"Code","NCI Thesaurus","2d19382d-3286-4c48-988e-8f5290cd9099","C82535","Code_275","","Test Method"
"Code","NCI Thesaurus","8ef8630e-1434-4e6c-9bee-effd0832ac3b","C83114","Code_276","","Vital Signs Position"
"Code","NCI Thesaurus","7f5c56cd-7bd6-48ed-8e10-faecc48096b6","C49677","Code_269","","Heart Rate"
"Code","http://www.cdisc.org","35c74ba0-c167-4642-a2d5-c26727c21ab6","C174268","Code_122","2023-09-29","Placebo Comparator Arm"
"Code","http://www.cdisc.org","9c6b67d9-96a6-45fb-93c7-38e58b2083f4","C188866","Code_123","2023-09-29","Data Generated Within Study"
"Code","http://www.cdisc.org","4730a1d7-b81b-4dae-9c55-70b69cb7790b","C174267","Code_124","2023-09-29","Active Comparator Arm"
"Code","http://www.cdisc.org","d93d47b9-87f7-4700-817a-e4ef225d19ca","C188866","Code_125","2023-09-29","Data Generated Within Study"
"Code","http://www.cdisc.org","7e8a44df-5d33-4327-9615-1b76110ba1d2","C174267","Code_126","2023-09-29","Active Comparator Arm"
"Code","http://www.cdisc.org","84c75057-26f7-4a35-9404-ccbeae0b5e36","C188866","Code_127","2023-09-29","Data Generated Within Study"
"Code","http://www.cdisc.org","90f8779b-a6a3-402e-bc64-138a5ecd3119","C15228","Code_135","2023-09-29","Double Blind Study"
"Code","http://www.cdisc.org","0b8b9940-791b-4e93-baa3-0ef2d2ba1d2b","C48262","Code_128","2023-09-29","Trial Screening"
"Code","http://www.cdisc.org","b36c5304-1ec6-4215-94e1-0cb042053a59","C101526","Code_129","2023-09-29","Treatment Epoch"
"Code","http://www.cdisc.org","a2f621e0-ff7c-4abe-ad79-790551beb016","C101526","Code_130","2023-09-29","Treatment Epoch"
"Code","http://www.cdisc.org","b4bd7659-5c6e-44be-ad01-09309e87eeed","C101526","Code_131","2023-09-29","Treatment Epoch"
"Code","http://www.cdisc.org","87079b79-93c0-4d93-9721-5a848d62dd97","C99158","Code_132","2023-09-29","Clinical Study Follow-up"
"Code","ICD-10-CM","9b5247d2-8d76-4b48-abcb-4f59361c7e07","G30.9","Code_330","1","Alzheimer's disease; unspecified"
"Code","SNOMED","05e48a06-e28c-4dab-a1df-8398a0090f83","26929004","Code_331","January 31, 2018","Alzheimer's disease"
"Code","http://www.cdisc.org","3fe003ba-ac31-4583-a90a-c2ad8affbe57","C70793","Code_141","2023-09-29","Sponsor"
"Code","http://www.cdisc.org","100f97fe-0cf0-4a27-9f1d-da9dc569fc40","C85826","Code_335","2023-09-29","Trial Primary Objective"
"Code","http://www.cdisc.org","e2275d56-b1f9-4b0f-9161-659684f8c13c","C94496","Code_334","2023-09-29","Primary Endpoint"
"Code","http://www.cdisc.org","86a94fd0-b044-4d41-9218-992d33827b65","C94496","Code_336","2023-09-29","Primary Endpoint"
"Code","http://www.cdisc.org","0006d647-326a-4ec0-84c9-4ed8604234cf","C85826","Code_338","2023-09-29","Trial Primary Objective"
"Code","http://www.cdisc.org","c8aee617-ff11-467b-9513-0aaea92d644f","C94496","Code_337","2023-09-29","Primary Endpoint"
"Code","http://www.cdisc.org","e64131ec-b258-4a6f-8455-be3effa96615","C94496","Code_339","2023-09-29","Primary Endpoint"
"Code","http://www.cdisc.org","15b59316-9d78-4967-85dc-84966f139650","C94496","Code_340","2023-09-29","Primary Endpoint"
"Code","http://www.cdisc.org","68cf1e61-f0a0-46ac-a0dd-eb9f8d2567b8","C85827","Code_342","2023-09-29","Trial Secondary Objective"
"Code","http://www.cdisc.org","a1f64f7c-a80a-491c-a710-9f7909221fbb","C139173","Code_341","2023-09-29","Secondary Endpoint"
"Code","http://www.cdisc.org","3a7818c5-823c-4e9d-8fc8-7111cb27cc65","C139173","Code_343","2023-09-29","Secondary Endpoint"
"Code","http://www.cdisc.org","eb2bf6ed-fe29-4a27-b1a3-a210de64817f","C139173","Code_344","2023-09-29","Secondary Endpoint"
"Code","http://www.cdisc.org","2211b49d-8789-4b9b-a41f-9d4f97f4d4a8","C25532","Code_345","2023-09-29","Inclusion Criteria"
"Code","http://www.cdisc.org","b0594272-796b-4ed0-9c79-2926f667e338","C25532","Code_346","2023-09-29","Inclusion Criteria"
"Code","http://www.cdisc.org","d9b32aac-699d-4c10-8a76-cae154ef3c43","C25532","Code_347","2023-09-29","Inclusion Criteria"
"Code","http://www.cdisc.org","2e744fc3-7d73-491c-b56a-e81701b57a98","C25370","Code_348","2023-09-29","Exclusion Criteria"
"Code","http://www.cdisc.org","5f8ed516-7c87-49c4-ba05-798ec7cf09de","C29848","Code_332","2023-09-29","Year"
"Code","http://www.cdisc.org","2daef9db-a349-442d-8e5d-681800bd8155","C201264","Code_14","2023-09-29","Before"
"Code","http://www.cdisc.org","1f5e8213-c5e4-467d-93a8-a380558b0658","C201265","Code_15","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","60324a0a-3c12-4db1-b532-9b2c7a722130","C201264","Code_16","2023-09-29","Before"
"Code","http://www.cdisc.org","5ae44d55-8078-492a-a3c5-2cd97abb9eaa","C201265","Code_17","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","e2ae6a3d-457d-48b3-8d32-3fa372b99891","C201264","Code_19","2023-09-29","Fixed Reference"
"Code","http://www.cdisc.org","c4769f1d-7c9c-43d2-984c-4aac40e6535a","C201265","Code_20","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","f3046c9f-6c05-434f-8958-00c7163e845b","C201264","Code_21","2023-09-29","After"
"Code","http://www.cdisc.org","a4910276-5893-489a-be8d-b589ffde8ad1","C201265","Code_22","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","36ebc562-ae01-499d-ae22-d63246582662","C201264","Code_24","2023-09-29","After"
"Code","http://www.cdisc.org","0de62b4f-c410-444b-8a58-5a318868fc70","C201265","Code_25","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","e220614f-2b9e-4e24-bae1-cacb54b87d50","C201264","Code_27","2023-09-29","After"
"Code","http://www.cdisc.org","803aac30-6db9-4f72-b053-dd9c3fa91342","C201265","Code_28","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","1022e4bd-e75b-471a-93c1-6b031ce48661","C201264","Code_30","2023-09-29","After"
"Code","http://www.cdisc.org","d3053a37-8372-4115-af27-8d3868d92bad","C201265","Code_31","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","cb8600ea-b9f5-444b-9fe6-646c7ee80f07","C201264","Code_35","2023-09-29","After"
"Code","http://www.cdisc.org","eeaa398f-487f-4cea-8fcc-2be06789409c","C201265","Code_36","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","994959c5-6e2e-4974-8433-75f4842e2a64","C201264","Code_40","2023-09-29","After"
"Code","http://www.cdisc.org","d138411e-9add-42f4-81b7-a12697b8ed63","C201265","Code_41","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","3bc84190-053e-4ff0-a875-374edb624b41","C201264","Code_45","2023-09-29","After"
"Code","http://www.cdisc.org","54ce7431-5c60-4b5f-91f2-e2b04c1a0cde","C201265","Code_46","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","667b6f71-91f9-4a5c-9ae7-bd9f14172ca3","C201264","Code_50","2023-09-29","After"
"Code","http://www.cdisc.org","799d5f7d-7289-4914-b19e-ad42591be97d","C201265","Code_51","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","d9c5f0ea-58b4-4254-af2c-43245b7f685b","C201264","Code_53","2023-09-29","After"
"Code","http://www.cdisc.org","5c218ca5-2bc5-4620-ba86-06ac1365d36b","C201265","Code_54","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","1af09258-1008-4824-9740-8663dd27734a","C201264","Code_33","2023-09-29","After"
"Code","http://www.cdisc.org","e7e04491-b33b-4b96-9c5f-4adbfda58e43","C201265","Code_34","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","daa0c490-15f0-4f6f-a34e-302668239019","C201264","Code_38","2023-09-29","After"
"Code","http://www.cdisc.org","34173a49-312b-4249-9051-00c58b5526cb","C201265","Code_39","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","812cb190-1ed7-495e-85fc-c29b1abb155e","C201264","Code_43","2023-09-29","After"
"Code","http://www.cdisc.org","498550db-b95d-4700-a8e0-cc9693542574","C201265","Code_44","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","582fbab3-2cc3-4dc0-8dc3-789107832326","C201264","Code_48","2023-09-29","After"
"Code","http://www.cdisc.org","c589d556-a4a4-4dde-89bd-dc127db1e605","C201265","Code_49","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","d361be6a-0fe5-42ec-80a6-7cc66c30abed","C201264","Code_56","2023-09-29","Fixed Reference"
"Code","http://www.cdisc.org","540cf0a9-4c3c-48fa-b09e-ecff2c30d128","C201265","Code_57","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","e5397e73-7cb4-4940-b636-25f1cf789997","C201264","Code_58","2023-09-29","Fixed Reference"
"Code","http://www.cdisc.org","fa9a3c9a-99ab-45a8-ae3f-b277ffd085b3","C201265","Code_59","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","0a6d2a06-2a5e-4cc9-874c-61d9cf928acc","C201264","Code_60","2023-09-29","Fixed Reference"
"Code","http://www.cdisc.org","88b76db9-7c53-4c3d-9abf-b4628d812a59","C201265","Code_61","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","3b77f874-1924-421a-99d3-700f895fd1d6","C201264","Code_62","2023-09-29","After"
"Code","http://www.cdisc.org","b6e06e1a-d425-4c9b-a34b-c59b4bd481ee","C201265","Code_63","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","ed54c8cb-27ae-485a-b76a-d5eaf9ff7539","C201264","Code_64","2023-09-29","After"
"Code","http://www.cdisc.org","1d6d1fae-9ade-4847-836e-0a4e972c1a3d","C201265","Code_65","2023-09-29","End to Start"
"Code","http://www.cdisc.org","289f3532-7fd3-4d14-b5e9-fd4d4f8d1009","C201264","Code_66","2023-09-29","After"
"Code","http://www.cdisc.org","6b2e42d9-426f-47e9-83bc-de80d1271974","C201265","Code_67","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","dd7e8ffd-324d-44dc-8025-00f80ebb7c22","C201264","Code_68","2023-09-29","After"
"Code","http://www.cdisc.org","02d301d8-0040-48c6-8121-9b60361bc821","C201265","Code_69","2023-09-29","End to Start"
"Code","http://www.cdisc.org","a82e5a60-624c-4f84-8224-bdeabb3b97b9","C201264","Code_70","2023-09-29","After"
"Code","http://www.cdisc.org","0601cdf2-a83e-4c35-ae7a-6302bc19f287","C201265","Code_71","2023-09-29","Start to Start"
"Code","http://www.cdisc.org","93c85f2f-3a6e-4d45-970e-73ed530ba950","C70793","Code_349","2023-09-29","Clinical Study Sponsor"
"Code","ISO 3166 1 alpha3","21958727-2263-4b90-a120-14c9958f9672","GBR","Code_350","2020-08","United Kingdom of Great Britain and Northern Ireland"
"Code","http://www.cdisc.org","ab9c2d04-e015-4462-a78d-e9ac26cadea2","C94108","Code_3","2023-09-29","Study Acronym"
"Code","http://www.cdisc.org","2202f907-1ecb-40ba-af0f-ded70ef9fcd4","C99905x1","Code_5","2023-09-29","Brief Study Title"
"Code","http://www.cdisc.org","b8f411c1-f342-4682-af47-80b4d3e3244c","C99905x2","Code_6","2023-09-29","Official Study Title"
"Code","http://www.cdisc.org","dc41c48f-e897-40ae-848b-e52b6acddfad","C99905x3","Code_7","2023-09-29","Public Study Title"
"Code","http://www.cdisc.org","96bbe1ee-6cf3-4c3b-bcc5-0d9db5df311d","C25508","Code_8","2023-09-29","Final"
"Code","http://www.cdisc.org","7897769e-311c-4725-a788-43c49b001436","C99903x1","Code_11","2023-09-29","Protocol Effective Date"
"Code","http://www.cdisc.org","88d4f96b-9eaf-4b10-9348-623d4fca22e0","C41129","Code_13","2023-09-29","Region"
"Code","ISO 3166 1 alpha3","74e2bb30-ee94-475a-af8f-9cfb3cedd66d","150","Code_12","2020-08","Europe"
