"id","codeSystemVersion","code","instanceType","uuid:ID","codeSystem","decode"
"Code_236","","C49677","Code","9377f543-dbc3-4b90-9fa4-a9a35adb5140","NCI Thesaurus","Heart Rate"
"Code_245","","C77140","Code","90b5429b-8ed5-4ae2-8543-92cc02d7173c","NCI Thesaurus","Clinical Test Result"
"Code_246","2023-09-29","C42547","Code","ae40ab6d-5d5a-403f-8a1a-f2fe7ea1925a","http://www.cdisc.org","Pascal"
"Code_247","","C49669","Code","971260bc-dde5-478e-bbfb-bf364de65733","NCI Thesaurus","Unit of Pressure"
"Code_248","","C13717","Code","7270dd45-aa8d-44c3-8114-25899ef5d712","NCI Thesaurus","Anatomic Site"
"Code_249","","C25185","Code","5f9482b3-4538-41d9-bbd5-69076db10855","NCI Thesaurus","Laterality"
"Code_250","","C82535","Code","2423404a-40fe-4f92-8129-e33da724cd85","NCI Thesaurus","Test Method"
"Code_251","","C62164","Code","cd90fb7e-643d-4fe2-a8c0-de939d633c0b","NCI Thesaurus","Body Position"
"Code_244","","C25298","Code","79d39bf0-4240-4974-973e-3dee6f9aeb5a","NCI Thesaurus","Systolic Blood Pressure"
"Code_253","","C77140","Code","2bc2f9dd-0def-403d-8fe6-ea1b77f93c15","NCI Thesaurus","Clinical Test Result"
"Code_254","2023-09-29","C42547","Code","df676324-0302-4474-a6e8-5fa69da3367a","http://www.cdisc.org","Pascal"
"Code_255","","C49669","Code","6143b923-93d3-47d0-b0f5-a2151a6f229a","NCI Thesaurus","Unit of Pressure"
"Code_256","","C13717","Code","f6b9fab9-4ad4-45d6-9882-54741a43dc66","NCI Thesaurus","Anatomic Site"
"Code_257","","C25185","Code","543d5812-3f3a-4b4f-a215-efc1d60a1600","NCI Thesaurus","Laterality"
"Code_258","","C82535","Code","cec8e757-a90c-4069-a03c-f64fa418e72c","NCI Thesaurus","Test Method"
"Code_259","","C62164","Code","6707424d-7d74-4259-a638-1602a0e0000d","NCI Thesaurus","Body Position"
"Code_252","","C25299","Code","91c3fced-ed52-4002-a5c4-a5e1b842db43","NCI Thesaurus","Diastolic Blood Pressure"
"Code_261","","C77140","Code","8f8ccb7c-9fcf-4f70-8643-2fa876842c54","NCI Thesaurus","Clinical Test Result"
"Code_262","2023-09-29","C49673","Code","ccf8f9ef-4a89-4925-8131-ffc2e9bc6b58","http://www.cdisc.org","Beats per Minute"
"Code_263","","C73688","Code","288440ef-0793-4cbd-a1fb-d4b389340db2","NCI Thesaurus","Count per Minute"
"Code_264","","C13717","Code","080a4aa1-bec0-4406-b0d0-21a7dfef0e8d","NCI Thesaurus","Anatomic Site"
"Code_265","","C25185","Code","152a9ef9-9ed3-48a6-b114-2f4c4fbee3df","NCI Thesaurus","Laterality"
"Code_266","","C82535","Code","8083e008-3397-4c0c-8e98-13df53db8298","NCI Thesaurus","Test Method"
"Code_267","","C62164","Code","168195ef-3a0d-4207-992a-a0ade1dd7e5d","NCI Thesaurus","Body Position"
"Code_260","","C49677","Code","b843fcdf-7f63-4d89-8e66-f0686a77d529","NCI Thesaurus","Heart Rate"
"Code_123","2023-09-29","C174268","Code","19b506e1-9acf-42c5-9791-67dcb9d8da94","http://www.cdisc.org","Placebo Comparator Arm"
"Code_124","2023-09-29","C188866","Code","816be3b5-c4d5-4ac2-8b92-8b5f3f0231e1","http://www.cdisc.org","Data Generated Within Study"
"Code_125","2023-09-29","C174267","Code","ffa62051-5bd6-45b1-a72a-a9823c2f6ab0","http://www.cdisc.org","Active Comparator Arm"
"Code_126","2023-09-29","C188866","Code","0c8cfb1e-b9fd-4eb9-825b-eae461e9f4c2","http://www.cdisc.org","Data Generated Within Study"
"Code_127","2023-09-29","C174267","Code","dbdfacb6-6b61-4896-bbc5-ea5a2eeeba53","http://www.cdisc.org","Active Comparator Arm"
"Code_128","2023-09-29","C188866","Code","dd857dc6-092a-4c56-8c22-46d87fbb8ba6","http://www.cdisc.org","Data Generated Within Study"
"Code_136","2023-09-29","C15228","Code","c32f8053-b59b-44e9-b241-bdd61bb39d32","http://www.cdisc.org","Double Blind Study"
"Code_129","2023-09-29","C48262","Code","3339d0a3-a541-4b6f-91ee-64dc42dc0523","http://www.cdisc.org","Trial Screening"
"Code_130","2023-09-29","C101526","Code","243eb526-02ef-4a5c-a043-79ca7c3cc64f","http://www.cdisc.org","Treatment Epoch"
"Code_131","2023-09-29","C101526","Code","7d5261c8-1188-4995-83c7-d081b5300b1c","http://www.cdisc.org","Treatment Epoch"
"Code_132","2023-09-29","C101526","Code","c71d3529-bcd6-49bf-adb1-4104b6f6e2d7","http://www.cdisc.org","Treatment Epoch"
"Code_133","2023-09-29","C99158","Code","a1495f7b-7ae7-490f-ad42-796ab1090bb2","http://www.cdisc.org","Clinical Study Follow-up"
"Code_327","1","G30.9","Code","f78be512-0df7-45a8-bca6-f7928b550e2b","ICD-10-CM","Alzheimer's disease; unspecified"
"Code_328","January 31, 2018","26929004","Code","3bfcb179-a452-432b-b5f9-2ef3a35caf03","SNOMED","Alzheimer's disease"
"Code_142","2023-09-29","C70793","Code","dbb88882-d795-48ab-87a4-5489b9eed768","http://www.cdisc.org","Sponsor"
"Code_332","2023-09-29","C85826","Code","9e215b1b-eef1-4115-bf43-41b403a957c5","http://www.cdisc.org","Trial Primary Objective"
"Code_331","2023-09-29","C94496","Code","4acd310b-ab43-4668-acaf-5233707ae4a1","http://www.cdisc.org","Primary Endpoint"
"Code_333","2023-09-29","C94496","Code","6aa691b2-d17f-4149-9958-031d3b8ac780","http://www.cdisc.org","Primary Endpoint"
"Code_335","2023-09-29","C85826","Code","b7d76f75-749e-4cbc-ae4a-5d48fb6593ba","http://www.cdisc.org","Trial Primary Objective"
"Code_334","2023-09-29","C94496","Code","ab78be58-eb25-47a9-8062-d8924964d428","http://www.cdisc.org","Primary Endpoint"
"Code_336","2023-09-29","C94496","Code","ed8a0852-624e-459e-a4fc-83a312e57d3a","http://www.cdisc.org","Primary Endpoint"
"Code_337","2023-09-29","C94496","Code","2e1d99af-3e9e-4fe9-831d-4794fda220c8","http://www.cdisc.org","Primary Endpoint"
"Code_339","2023-09-29","C85827","Code","c4a9123a-7ae6-400e-b203-bc471044de54","http://www.cdisc.org","Trial Secondary Objective"
"Code_338","2023-09-29","C139173","Code","d75ce297-928f-4b87-8a79-5d362a49bb91","http://www.cdisc.org","Secondary Endpoint"
"Code_340","2023-09-29","C139173","Code","2339c9c8-02e8-4c52-ab95-500a09e74605","http://www.cdisc.org","Secondary Endpoint"
"Code_341","2023-09-29","C139173","Code","34ae2daf-be8f-4cc8-871e-16d62ed30fb4","http://www.cdisc.org","Secondary Endpoint"
"Code_343","2023-09-29","C85827","Code","1a761461-ea74-40e8-aba4-3e96b7787599","http://www.cdisc.org","Trial Secondary Objective"
"Code_342","2023-09-29","C139173","Code","7207a240-6fd0-4981-b7dc-43193c6e291b","http://www.cdisc.org","Secondary Endpoint"
"Code_345","2023-09-29","C85827","Code","26e34ca4-cfa0-492a-b9fc-8b77a0f28aa9","http://www.cdisc.org","Trial Secondary Objective"
"Code_344","2023-09-29","C139173","Code","0137eaeb-bd3a-4852-95dd-b83e6233d425","http://www.cdisc.org","Secondary Endpoint"
"Code_347","2023-09-29","C85827","Code","b881fff9-1f57-4a68-8010-c8000cc051ce","http://www.cdisc.org","Trial Secondary Objective"
"Code_346","2023-09-29","C139173","Code","a5b72265-b5e7-49a4-97d2-fe94b0d422c2","http://www.cdisc.org","Secondary Endpoint"
"Code_348","2023-09-29","C25532","Code","09677c4e-3ead-48e8-a266-81a3629656f3","http://www.cdisc.org","Inclusion Criteria"
"Code_349","2023-09-29","C25532","Code","84305319-7e71-4ded-b830-46b36117aca4","http://www.cdisc.org","Inclusion Criteria"
"Code_350","2023-09-29","C25532","Code","76e7ef33-b375-4d0d-94a1-d9a6145e003a","http://www.cdisc.org","Inclusion Criteria"
"Code_351","2023-09-29","C25532","Code","89f73eed-a81a-48e5-937c-cc98ec2332dd","http://www.cdisc.org","Inclusion Criteria"
"Code_352","2023-09-29","C25532","Code","847893c4-62b7-4e78-b805-d1ce4bc28cca","http://www.cdisc.org","Inclusion Criteria"
"Code_353","2023-09-29","C25532","Code","78fd1ffa-183f-4f0f-a2ee-cadbbdc7eb3b","http://www.cdisc.org","Inclusion Criteria"
"Code_354","2023-09-29","C25532","Code","dd6e13a2-052e-4d41-85ac-10efd87b0e80","http://www.cdisc.org","Inclusion Criteria"
"Code_355","2023-09-29","C25532","Code","f23c3940-f674-4b80-83a5-34ff560251c5","http://www.cdisc.org","Inclusion Criteria"
"Code_356","2023-09-29","C25370","Code","3497960c-e0e4-425e-83e2-e4ea2f58bb01","http://www.cdisc.org","Exclusion Criteria"
"Code_357","2023-09-29","C25370","Code","0ee1719a-ab85-4f96-a5b0-bc925745f6ca","http://www.cdisc.org","Exclusion Criteria"
"Code_358","2023-09-29","C25370","Code","03c3e7b9-955d-43f5-9740-8e9d223873cd","http://www.cdisc.org","Exclusion Criteria"
"Code_359","2023-09-29","C25370","Code","04814ae7-0d94-4b01-a246-cb8652228122","http://www.cdisc.org","Exclusion Criteria"
"Code_360","2023-09-29","C25370","Code","d09f26f3-73d3-4299-8041-734eb0161da3","http://www.cdisc.org","Exclusion Criteria"
"Code_361","2023-09-29","C25370","Code","350d6212-2b32-4774-89ea-2bca7a0d679a","http://www.cdisc.org","Exclusion Criteria"
"Code_362","2023-09-29","C25370","Code","525e33a7-fbdb-4819-b741-51e2e4f0fd56","http://www.cdisc.org","Exclusion Criteria"
"Code_363","2023-09-29","C25370","Code","c7d6d1fe-a1ad-47e9-95de-9707269db4b2","http://www.cdisc.org","Exclusion Criteria"
"Code_364","2023-09-29","C25370","Code","082c8876-e28b-4d55-9488-e6f2819b57b6","http://www.cdisc.org","Exclusion Criteria"
"Code_365","2023-09-29","C25370","Code","ab9ed524-eb8f-4407-93f9-7c9ac9a1a0fd","http://www.cdisc.org","Exclusion Criteria"
"Code_366","2023-09-29","C25370","Code","0fa09438-73b8-40c4-b7bd-1555b415176b","http://www.cdisc.org","Exclusion Criteria"
"Code_367","2023-09-29","C25370","Code","83358387-17e2-4d0a-b65d-e4fc6c36b912","http://www.cdisc.org","Exclusion Criteria"
"Code_368","2023-09-29","C25370","Code","5de0ef8d-6ccb-4609-96a6-992a2f3ac786","http://www.cdisc.org","Exclusion Criteria"
"Code_369","2023-09-29","C25370","Code","8cdc1ac8-ff43-45bc-b84b-bee5b5bae924","http://www.cdisc.org","Exclusion Criteria"
"Code_370","2023-09-29","C25370","Code","75975001-c253-493f-88dc-d40ae9d4d60f","http://www.cdisc.org","Exclusion Criteria"
"Code_371","2023-09-29","C25370","Code","02207dbe-bd46-451f-a887-e4979d263f96","http://www.cdisc.org","Exclusion Criteria"
"Code_372","2023-09-29","C25370","Code","80b3f773-b2ca-4369-abdd-573ce34890be","http://www.cdisc.org","Exclusion Criteria"
"Code_373","2023-09-29","C25370","Code","c8d7ce1b-b387-4de3-bd17-7062a675fc52","http://www.cdisc.org","Exclusion Criteria"
"Code_374","2023-09-29","C25370","Code","8972e28b-b9a0-4744-b8f9-ff48913c8ca2","http://www.cdisc.org","Exclusion Criteria"
"Code_375","2023-09-29","C25370","Code","16016fef-b7cb-43d9-a62f-a7c2ec4fb610","http://www.cdisc.org","Exclusion Criteria"
"Code_376","2023-09-29","C25370","Code","29497446-ff10-4cbc-a13b-486cba77756d","http://www.cdisc.org","Exclusion Criteria"
"Code_377","2023-09-29","C25370","Code","9404390f-4fe9-4e5b-8713-71287fce5393","http://www.cdisc.org","Exclusion Criteria"
"Code_378","2023-09-29","C25370","Code","081d3395-d911-489c-9cce-8d223ff32c6e","http://www.cdisc.org","Exclusion Criteria"
"Code_329","2023-09-29","C29848","Code","21994dd3-bcfb-4dfd-a053-fe223b3276c3","http://www.cdisc.org","Year"
"Code_14","2023-09-29","C201357","Code","b41e61d2-2d42-4610-80fa-0545af9c4097","http://www.cdisc.org","Before"
"Code_15","2023-09-29","C201355","Code","d7309bea-18e1-4c5e-8ed0-b973fce37d0f","http://www.cdisc.org","Start to Start"
"Code_16","2023-09-29","C201357","Code","dd7de3f2-a659-4fb8-ba53-8d9622b27b80","http://www.cdisc.org","Before"
"Code_17","2023-09-29","C201355","Code","b3d9166e-b9d9-4b13-af55-6710f354e844","http://www.cdisc.org","Start to Start"
"Code_19","2023-09-29","C201358","Code","854f5989-0dfa-4d7d-98f9-d17a00a5cc2d","http://www.cdisc.org","Fixed Reference"
"Code_20","2023-09-29","C201355","Code","cad60f0b-c62d-4bc1-8033-603c3d650ae4","http://www.cdisc.org","Start to Start"
"Code_21","2023-09-29","C201356","Code","c376df8d-c811-4ea6-922d-5c02bc749d30","http://www.cdisc.org","After"
"Code_22","2023-09-29","C201355","Code","549973ad-1549-45e8-8530-3ac8cd43ec0a","http://www.cdisc.org","Start to Start"
"Code_24","2023-09-29","C201356","Code","71a13f2d-f34e-4b36-98db-cd1740756f71","http://www.cdisc.org","After"
"Code_25","2023-09-29","C201355","Code","4a219e2e-23fc-4905-9682-3f6acba265f0","http://www.cdisc.org","Start to Start"
"Code_27","2023-09-29","C201356","Code","79509ca5-8cd8-4cf4-adcb-b8dab4db3226","http://www.cdisc.org","After"
"Code_28","2023-09-29","C201355","Code","1d02d101-c033-46d5-bb93-dcec482a9bbd","http://www.cdisc.org","Start to Start"
"Code_30","2023-09-29","C201356","Code","262d664c-9f81-4f46-b430-aa5786138712","http://www.cdisc.org","After"
"Code_31","2023-09-29","C201355","Code","fff85d46-11cb-4e6f-bd35-0ca51afe0a0c","http://www.cdisc.org","Start to Start"
"Code_35","2023-09-29","C201356","Code","4d0aba98-13d7-4b0d-b3a6-b5d1900762aa","http://www.cdisc.org","After"
"Code_36","2023-09-29","C201355","Code","4cb8d38c-0aaf-4818-9cfc-848567318899","http://www.cdisc.org","Start to Start"
"Code_40","2023-09-29","C201356","Code","a01b7164-d40b-4fca-8aaf-e37819029d0a","http://www.cdisc.org","After"
"Code_41","2023-09-29","C201355","Code","d8a3b583-df64-4573-9b21-44c787f3ee04","http://www.cdisc.org","Start to Start"
"Code_45","2023-09-29","C201356","Code","ec15a7a8-e21a-4690-84a8-87284c1c8694","http://www.cdisc.org","After"
"Code_46","2023-09-29","C201355","Code","9eb8060d-8dd5-48f7-87cb-c44cf82056c4","http://www.cdisc.org","Start to Start"
"Code_50","2023-09-29","C201356","Code","feb91b18-ce2e-4e5c-bbd8-95b83bfa0fff","http://www.cdisc.org","After"
"Code_51","2023-09-29","C201355","Code","c02cb118-0b5f-4925-9061-f668b8ca2f9c","http://www.cdisc.org","Start to Start"
"Code_53","2023-09-29","C201356","Code","b1ba741e-b73c-432a-8631-a74641d6977c","http://www.cdisc.org","After"
"Code_54","2023-09-29","C201355","Code","54a8e5ec-d671-4f21-ae68-58bf1330640b","http://www.cdisc.org","Start to Start"
"Code_33","2023-09-29","C201356","Code","7f7c0eab-60c9-4aab-b75c-35c39931d96e","http://www.cdisc.org","After"
"Code_34","2023-09-29","C201355","Code","b311d15e-da68-482b-b8bc-f79184f46243","http://www.cdisc.org","Start to Start"
"Code_38","2023-09-29","C201356","Code","303c045f-418a-49bb-b6e5-76a43f9c954e","http://www.cdisc.org","After"
"Code_39","2023-09-29","C201355","Code","fece3137-d5a8-4a9a-abbb-6019be38968a","http://www.cdisc.org","Start to Start"
"Code_43","2023-09-29","C201356","Code","d6ba9664-3593-4b34-90dc-f0b070012c99","http://www.cdisc.org","After"
"Code_44","2023-09-29","C201355","Code","5cdc29b9-722a-4152-b0f8-055e6916a3ba","http://www.cdisc.org","Start to Start"
"Code_48","2023-09-29","C201356","Code","879ceedb-6b00-45c7-a8fa-b3b8b98ecd7c","http://www.cdisc.org","After"
"Code_49","2023-09-29","C201355","Code","f9670481-beb3-4930-a1f4-05fea79d229f","http://www.cdisc.org","Start to Start"
"Code_56","2023-09-29","C201358","Code","8ac60a46-4bb3-4e3a-a0e4-1cbe6c11ec7f","http://www.cdisc.org","Fixed Reference"
"Code_57","2023-09-29","C201355","Code","b436b930-2fe6-41a5-9323-2597c6f40972","http://www.cdisc.org","Start to Start"
"Code_58","2023-09-29","C201358","Code","eb718f39-33cc-4a0b-a316-b8be196f7ee9","http://www.cdisc.org","Fixed Reference"
"Code_59","2023-09-29","C201355","Code","e75f0000-31a5-4423-9c15-da964eea1da1","http://www.cdisc.org","Start to Start"
"Code_60","2023-09-29","C201358","Code","277c7b53-4e6e-4f3c-95ef-0d5586cbab56","http://www.cdisc.org","Fixed Reference"
"Code_61","2023-09-29","C201355","Code","f5d8ff27-5255-4975-9596-292034e98faa","http://www.cdisc.org","Start to Start"
"Code_62","2023-09-29","C201356","Code","6756f4a8-8849-446d-b305-50968aa5f688","http://www.cdisc.org","After"
"Code_63","2023-09-29","C201355","Code","810bb836-425e-4138-940e-2c1bc69e201b","http://www.cdisc.org","Start to Start"
"Code_64","2023-09-29","C201356","Code","894fdee8-ebcc-472a-a919-2cf617cf515e","http://www.cdisc.org","After"
"Code_65","2023-09-29","C201353","Code","fcf4e619-d6e6-4652-9b91-5c0ff9907e81","http://www.cdisc.org","End to Start"
"Code_66","2023-09-29","C201356","Code","72a9b61c-0f5b-4b29-9153-7eb9e85717f8","http://www.cdisc.org","After"
"Code_67","2023-09-29","C201355","Code","9211e20e-2c8d-49d5-8357-a8de641b1acb","http://www.cdisc.org","Start to Start"
"Code_68","2023-09-29","C201356","Code","91cc894f-47f9-4321-b324-d72f7599df3e","http://www.cdisc.org","After"
"Code_69","2023-09-29","C201353","Code","2835f320-bcac-4441-8a5a-fb71661d897f","http://www.cdisc.org","End to Start"
"Code_70","2023-09-29","C201356","Code","ace2a09e-c4e5-4bc8-8b74-1238d91ba0a9","http://www.cdisc.org","After"
"Code_71","2023-09-29","C201355","Code","ae2936b9-3b12-461d-869a-97ddce83477e","http://www.cdisc.org","Start to Start"
"Code_379","2023-09-29","C70793","Code","ae2953c9-4085-4fb0-8252-306a38600c71","http://www.cdisc.org","Clinical Study Sponsor"
"Code_380","2020-08","GBR","Code","e478acd4-083d-4c2e-9eb9-54782c54c1a6","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland"
"Code_3","2023-09-29","C94108","Code","c0142826-84e6-4f5f-89c8-2fb3bb234f83","http://www.cdisc.org","Study Acronym"
"Code_5","2023-09-29","C99905x1","Code","caa512c1-e36b-460c-905c-3fe3eb5897f4","http://www.cdisc.org","Brief Study Title"
"Code_6","2023-09-29","C99905x2","Code","4235e43d-cd46-466a-b80a-15128c4aa304","http://www.cdisc.org","Official Study Title"
"Code_7","2023-09-29","C99905x3","Code","196dd493-0840-477c-aeeb-313eadbdd13c","http://www.cdisc.org","Public Study Title"
"Code_8","2023-09-29","C25508","Code","721d6611-6c98-46ed-bf39-bd2030a060d8","http://www.cdisc.org","Final"
"Code_11","2023-09-29","C99903x1","Code","a3d233f9-a0b6-4486-9a0f-c6e55bfcc01f","http://www.cdisc.org","Protocol Effective Date"
"Code_13","2023-09-29","C41129","Code","f2943097-5d1b-40c9-9da3-83459033ff8c","http://www.cdisc.org","Region"
"Code_12","2020-08","150","Code","1e6200e1-e3ba-4263-b961-d4f7548daddc","ISO 3166 1 alpha3","Europe"
