"code","codeSystem","decode","id","codeSystemVersion","uuid:ID"
"C123975","NCI Thesaurus","Vital Signs Laterality","Code_240","","9564f0a4-e780-4a7a-9f10-77a2f7cd7cd7"
"C82535","NCI Thesaurus","Test Method","Code_241","","29f3ada0-6d52-4bac-add4-1d31d67e488e"
"C83114","NCI Thesaurus","Vital Signs Position","Code_242","","556d2852-f2b0-41c4-ab36-60ff7a843677"
"C25299","NCI Thesaurus","Diastolic Blood Pressure","Code_235","","626a12d8-0f28-49c7-ba8a-9afcbaa472ce"
"C174268","http://www.cdisc.org","Placebo Comparator Arm","Code_106","2023-09-29","ebca926b-8862-44c7-a555-af013425d174"
"C188866","http://www.cdisc.org","Data Generated Within Study","Code_107","2023-09-29","dae7af5a-08f5-4f1b-b139-acec1cb1c3e6"
"C174267","http://www.cdisc.org","Active Comparator Arm","Code_108","2023-09-29","72ef06e1-dbbe-4f40-acdd-f6096fc0afb7"
"C188866","http://www.cdisc.org","Data Generated Within Study","Code_109","2023-09-29","827afa4d-9ddd-48e7-bcf2-b23f1f94cd15"
"C174267","http://www.cdisc.org","Active Comparator Arm","Code_110","2023-09-29","cdccfd61-a706-4152-86c7-a47b35a51c55"
"C188866","http://www.cdisc.org","Data Generated Within Study","Code_111","2023-09-29","d94adda3-bd8f-4d56-a31a-9618d16cb7ab"
"C15228","http://www.cdisc.org","Double Blind Study","Code_119","2023-09-29","9c113af4-732b-4c7d-b4a0-1c9217cff9da"
"C48262","http://www.cdisc.org","Trial Screening","Code_112","2023-09-29","cf56b833-6767-4616-8047-e76abb19e1ea"
"C101526","http://www.cdisc.org","Treatment Epoch","Code_113","2023-09-29","3c702df0-7288-4136-bb30-71a11a8b5aae"
"C101526","http://www.cdisc.org","Treatment Epoch","Code_114","2023-09-29","48b545c0-d111-4225-ad23-941b83882512"
"C101526","http://www.cdisc.org","Treatment Epoch","Code_115","2023-09-29","3e3b0ab0-26f6-4433-bdd1-e892655cad40"
"C99158","http://www.cdisc.org","Clinical Study Follow-up","Code_116","2023-09-29","f692b036-f716-4ad1-ad2d-7e739e783062"
"G30.9","ICD-10-CM","Alzheimer's disease; unspecified","Code_296","1","6d80cc6a-32ba-4a86-b4fa-3104a0f4cc74"
"26929004","SNOMED","Alzheimer's disease","Code_297","January 31, 2018","fb17dee0-8c17-4ea4-9219-986bc974914e"
"C85826","http://www.cdisc.org","Trial Primary Objective","Code_300","2023-09-29","598e46d9-cf92-4a35-8a7e-ab4d6774742b"
"C94496","http://www.cdisc.org","Primary Endpoint","Code_299","2023-09-29","18cfdfda-c251-4795-8f7c-9333735751c1"
"C94496","http://www.cdisc.org","Primary Endpoint","Code_301","2023-09-29","d3c8d211-7298-4a4b-8812-49f234bb8c13"
"C85826","http://www.cdisc.org","Trial Primary Objective","Code_303","2023-09-29","42204a2c-9290-4684-8d05-af436bfb4a2a"
"C94496","http://www.cdisc.org","Primary Endpoint","Code_302","2023-09-29","32446e11-719d-4932-90ed-b7de2f80ee95"
"C94496","http://www.cdisc.org","Primary Endpoint","Code_304","2023-09-29","69c3cff6-d0db-4f04-aea6-371658150198"
"C94496","http://www.cdisc.org","Primary Endpoint","Code_305","2023-09-29","01003664-2f8c-4490-ab69-10cbb394baaf"
"C85827","http://www.cdisc.org","Trial Secondary Objective","Code_307","2023-09-29","c5ea060b-eb3c-4048-91aa-4ce906296110"
"C139173","http://www.cdisc.org","Secondary Endpoint","Code_306","2023-09-29","d96ef1ec-eba4-4eb3-9d73-641cdb3131a9"
"C139173","http://www.cdisc.org","Secondary Endpoint","Code_308","2023-09-29","eeb1687e-9b86-44d3-a285-bec92b2758da"
"C139173","http://www.cdisc.org","Secondary Endpoint","Code_309","2023-09-29","30ae1614-2b38-4050-a0c9-840bf9931105"
"C49636","http://www.cdisc.org","Both","Code_298","2023-09-29","a250b086-c931-41a3-9e2c-1a521f8c30ad"
"C201264","http://www.cdisc.org","Before","Code_10","2023-09-29","569eb9ec-af8b-4a04-9549-bc872230e9fb"
"C201265","http://www.cdisc.org","Start to Start","Code_11","2023-09-29","f574c952-8521-4a2b-84d9-5112894b2e93"
"C201264","http://www.cdisc.org","Before","Code_12","2023-09-29","18bb383c-e97e-436f-b55d-f529c1ac2679"
"C201265","http://www.cdisc.org","Start to Start","Code_13","2023-09-29","b8b35144-a781-430e-8c90-5e43c9516202"
"C201264","http://www.cdisc.org","Fixed Reference","Code_14","2023-09-29","baa8b8e2-dc18-4eff-94dc-5b50c72bbf34"
"C201265","http://www.cdisc.org","Start to Start","Code_15","2023-09-29","363f6ef0-f8df-42ea-8f65-77c9d5274b02"
"C201264","http://www.cdisc.org","After","Code_16","2023-09-29","be44da98-3396-412d-ae81-97e256691ff1"
"C201265","http://www.cdisc.org","Start to Start","Code_17","2023-09-29","cac315c1-5d1e-49b0-a747-a8d3936e3ecf"
"C201264","http://www.cdisc.org","After","Code_18","2023-09-29","b6e883fb-87ff-4dbb-be65-54940e77c79c"
"C201265","http://www.cdisc.org","Start to Start","Code_19","2023-09-29","fbf94ff2-e0f3-4c9d-966d-878451b9e41e"
"C201264","http://www.cdisc.org","After","Code_20","2023-09-29","b4d0860a-f8ce-4660-a0c8-1ebfa1add52e"
"C201265","http://www.cdisc.org","Start to Start","Code_21","2023-09-29","46c18200-d069-46ac-b5b6-4b3f28b2de17"
"C201264","http://www.cdisc.org","After","Code_22","2023-09-29","242063ff-61fc-4060-ab16-cc9aec0ce5d1"
"C201265","http://www.cdisc.org","Start to Start","Code_23","2023-09-29","6ca77fa0-f827-4047-a462-ac9439710f94"
"C201264","http://www.cdisc.org","After","Code_24","2023-09-29","06e3fb64-780b-4dba-a5e4-85abb2c8e8f8"
"C201265","http://www.cdisc.org","Start to Start","Code_25","2023-09-29","3200ea2c-bb26-43c9-b985-172a066c6beb"
"C201264","http://www.cdisc.org","After","Code_26","2023-09-29","538eb158-9944-43e9-8a18-c4fae0d0cd38"
"C201265","http://www.cdisc.org","Start to Start","Code_27","2023-09-29","28c821e4-ebd3-48c1-b335-f1bcc5ee08f7"
"C201264","http://www.cdisc.org","After","Code_28","2023-09-29","d4f76007-fb66-47f1-8f27-4d51a496a8d3"
"C201265","http://www.cdisc.org","Start to Start","Code_29","2023-09-29","d3c085b6-82e1-438e-b92c-8ff01a22f691"
"C201264","http://www.cdisc.org","After","Code_30","2023-09-29","96235893-b543-4200-af6f-8da0256ca036"
"C201265","http://www.cdisc.org","Start to Start","Code_31","2023-09-29","97b66b99-93fb-4852-aa48-6ae9ca1300c9"
"C201264","http://www.cdisc.org","After","Code_32","2023-09-29","fee959bc-bd86-4810-bb8d-efc2f3afab0c"
"C201265","http://www.cdisc.org","Start to Start","Code_33","2023-09-29","0a75630c-2ec4-408e-85c0-c2edfe7880ad"
"C201264","http://www.cdisc.org","After","Code_34","2023-09-29","25b1b884-7a75-41ab-921a-f3d8a183dbb3"
"C201265","http://www.cdisc.org","Start to Start","Code_35","2023-09-29","f0c08a67-1c0c-458b-be64-f3845be47e04"
"C201264","http://www.cdisc.org","After","Code_36","2023-09-29","0abfab8f-b80b-4360-b10c-0961caef4efa"
"C201265","http://www.cdisc.org","Start to Start","Code_37","2023-09-29","0cdf7183-af06-40cb-9977-1fcf4948127d"
"C201264","http://www.cdisc.org","After","Code_38","2023-09-29","2c8f2693-7a61-4ecb-a45f-5ab27174ba51"
"C201265","http://www.cdisc.org","Start to Start","Code_39","2023-09-29","32f92308-3b91-4b23-9a51-2be5e2c374b9"
"C201264","http://www.cdisc.org","After","Code_40","2023-09-29","85d0a3d2-2d1e-4c1c-9403-b2e7bcaa6c7c"
"C201265","http://www.cdisc.org","Start to Start","Code_41","2023-09-29","6e2d706d-4346-4179-860d-d29c0b9dbf07"
"C201264","http://www.cdisc.org","Fixed Reference","Code_42","2023-09-29","9089495d-2523-4a1b-be1f-a655fa89cb48"
"C201265","http://www.cdisc.org","Start to Start","Code_43","2023-09-29","829a61a4-a77a-4544-98d8-3109744d0933"
"C201264","http://www.cdisc.org","Fixed Reference","Code_44","2023-09-29","8adac3e1-4e4d-4702-865a-ba50a4fe9821"
"C201265","http://www.cdisc.org","Start to Start","Code_45","2023-09-29","80e2a715-45a4-4bb8-849a-7995262d1a77"
"C201264","http://www.cdisc.org","Fixed Reference","Code_46","2023-09-29","0424be8b-1a05-4f5d-a61a-11ea043b746d"
"C201265","http://www.cdisc.org","Start to Start","Code_47","2023-09-29","b583be9e-ba6a-4e75-9bb7-a1e211232ec7"
"C201264","http://www.cdisc.org","After","Code_48","2023-09-29","6650716a-d15d-4094-9f92-2e99b61c9e51"
"C201265","http://www.cdisc.org","Start to Start","Code_49","2023-09-29","fb32b3e7-a9f2-4d47-8deb-7f5e96a4112b"
"C201264","http://www.cdisc.org","After","Code_50","2023-09-29","73278b63-edad-44a5-bfd5-596d324cb9ef"
"C201265","http://www.cdisc.org","End to Start","Code_51","2023-09-29","2e69a669-6592-4428-9733-4b70226687ff"
"C201264","http://www.cdisc.org","After","Code_52","2023-09-29","6f651437-4b74-4b27-9e4c-5889a5141eb6"
"C201265","http://www.cdisc.org","End to Start","Code_53","2023-09-29","b88fe28b-74f9-4b11-b7bb-98e2029ac986"
"C25532","http://www.cdisc.org","Inclusion Criteria","Code_310","2023-09-29","3975d032-27e8-4d7f-817e-cf5527fa33e5"
"C25532","http://www.cdisc.org","Inclusion Criteria","Code_311","2023-09-29","36d451e3-0944-4c6e-95cf-fe74344809f2"
"C25532","http://www.cdisc.org","Inclusion Criteria","Code_312","2023-09-29","8f32b246-46fc-4859-82b2-b13eb0cc548c"
"C25370","http://www.cdisc.org","Exclusion Criteria","Code_313","2023-09-29","35635f57-6bb5-4c81-8510-50523486ff23"
"C25508","http://www.cdisc.org","Final","Code_4","2023-09-29","c2b55ca1-d800-46b9-932b-cc48bfcf6d7d"
"C99903x1","http://www.cdisc.org","Protocol Effective Date","Code_7","2023-09-29","3fd53966-89e9-482e-bd6b-989429335457"
"C41129","http://www.cdisc.org","Region","Code_9","2023-09-29","fdaa820a-36fb-4904-9697-44959190a92f"
"150","ISO 3166 1 alpha3","Europe","Code_8","2020-08","013e7f68-7d8b-4797-bdaf-bbd778f754ad"
