"codeSystem","code","uuid:ID","decode","id","codeSystemVersion"
"NCI Thesaurus","C83114","92c84d38-0d64-4313-9dde-b144878edc0d","Vital Signs Position","Code_250",""
"NCI Thesaurus","C25299","693f7f5f-f61a-4dc3-b68e-602baa8f684c","Diastolic Blood Pressure","Code_243",""
"http://www.cdisc.org","C174268","a72578d1-829e-46fd-a3ee-a9eef3cb0ee6","Placebo Comparator Arm","Code_115","2023-09-29"
"http://www.cdisc.org","C188866","023fbf49-bf05-4fc9-b51b-33e7659e985d","Data Generated Within Study","Code_116","2023-09-29"
"http://www.cdisc.org","C174267","6c6b2b7e-3921-4271-a846-4334d2dfc78a","Active Comparator Arm","Code_117","2023-09-29"
"http://www.cdisc.org","C188866","bae907e6-4b22-4faf-8def-b6a49d9355c0","Data Generated Within Study","Code_118","2023-09-29"
"http://www.cdisc.org","C174267","bf6d317b-6619-484d-84fd-f42c90eb43eb","Active Comparator Arm","Code_119","2023-09-29"
"http://www.cdisc.org","C188866","6ef5eaf2-3984-4fd4-86ec-b152bdf69f84","Data Generated Within Study","Code_120","2023-09-29"
"http://www.cdisc.org","C15228","145f2bef-9bae-4c34-aef2-e5487019511a","Double Blind Study","Code_128","2023-09-29"
"http://www.cdisc.org","C48262","4b6c1159-4660-474c-9421-390ed0a64da1","Trial Screening","Code_121","2023-09-29"
"http://www.cdisc.org","C101526","12fa0b97-aae1-4f9d-b428-a42b867df17c","Treatment Epoch","Code_122","2023-09-29"
"http://www.cdisc.org","C101526","1e6e8c83-a6ce-465f-9cd6-a2a1eaa9321b","Treatment Epoch","Code_123","2023-09-29"
"http://www.cdisc.org","C101526","91cab4c9-e093-450c-b13b-319fd49a6fb7","Treatment Epoch","Code_124","2023-09-29"
"http://www.cdisc.org","C99158","27633c1f-8084-4107-871c-a5ebded23d0d","Clinical Study Follow-up","Code_125","2023-09-29"
"ICD-10-CM","G30.9","4660c6a9-5eed-4ffa-94b4-656655c7491e","Alzheimer's disease; unspecified","Code_304","1"
"SNOMED","26929004","ada77c28-22e8-4c1c-ac59-8fc1f489d216","Alzheimer's disease","Code_305","January 31, 2018"
"http://www.cdisc.org","C85826","ed89448d-d069-484c-868d-bcc566b89654","Trial Primary Objective","Code_310","2023-09-29"
"http://www.cdisc.org","C94496","81d4291e-ac8e-4378-955c-423238a6a952","Primary Endpoint","Code_309","2023-09-29"
"http://www.cdisc.org","C94496","58c7bc81-6207-49a1-8555-44017e551382","Primary Endpoint","Code_311","2023-09-29"
"http://www.cdisc.org","C85826","1eb51e79-2d62-4aba-8b7d-5c8b20f9565d","Trial Primary Objective","Code_313","2023-09-29"
"http://www.cdisc.org","C94496","77418fcd-931a-4703-bec3-bfc5dfb58360","Primary Endpoint","Code_312","2023-09-29"
"http://www.cdisc.org","C94496","f05e5426-843b-48ca-99c4-0f4551d6be31","Primary Endpoint","Code_314","2023-09-29"
"http://www.cdisc.org","C94496","7b7948be-2e6f-4e63-b43f-e173e039da6b","Primary Endpoint","Code_315","2023-09-29"
"http://www.cdisc.org","C85827","d773e84b-ce96-4deb-8c16-1f35b2de17df","Trial Secondary Objective","Code_317","2023-09-29"
"http://www.cdisc.org","C139173","6d58aded-315f-4f51-ba79-3c3641a1c5aa","Secondary Endpoint","Code_316","2023-09-29"
"http://www.cdisc.org","C139173","29fe6181-a671-4818-9614-660b6607958a","Secondary Endpoint","Code_318","2023-09-29"
"http://www.cdisc.org","C139173","c8c2d1c0-1dea-4b34-a4b7-11bb46c4ddf4","Secondary Endpoint","Code_319","2023-09-29"
"http://www.cdisc.org","C25532","2e678f1a-e304-4f07-acc6-a52804fd153c","Inclusion Criteria","Code_320","2023-09-29"
"http://www.cdisc.org","C25532","ff9d29f6-68bd-4f7f-976d-6436eaa66fc9","Inclusion Criteria","Code_321","2023-09-29"
"http://www.cdisc.org","C25532","0d66685c-adbf-4e0a-847b-da2ba487798b","Inclusion Criteria","Code_322","2023-09-29"
"http://www.cdisc.org","C25370","30297bfe-8fc8-4934-b8dd-70ddae547150","Exclusion Criteria","Code_323","2023-09-29"
"http://www.cdisc.org","C201264","eead6a89-510f-4aa4-8376-020a32e6c9f8","Before","Code_10","2023-09-29"
"http://www.cdisc.org","C201265","f2435fa9-cc20-4d19-9c76-4180bceb06cc","Start to Start","Code_11","2023-09-29"
"http://www.cdisc.org","C201264","c9347793-e179-4f6d-a2fb-1e84a4e3a9e2","Before","Code_12","2023-09-29"
"http://www.cdisc.org","C201265","82ba7c78-fcd7-4616-84c7-da1a4927a2c3","Start to Start","Code_13","2023-09-29"
"http://www.cdisc.org","C201264","b7200691-af2b-4cd9-b4d9-e87011b62d64","Fixed Reference","Code_15","2023-09-29"
"http://www.cdisc.org","C201265","2b0febb9-2ea8-4d48-bf73-50b03d0c711c","Start to Start","Code_16","2023-09-29"
"http://www.cdisc.org","C201264","e539c4d1-5301-4f08-8f2a-4c7abc0ddfbd","After","Code_17","2023-09-29"
"http://www.cdisc.org","C201265","ac6a8047-74d8-4fa2-b581-7f889ed45af3","Start to Start","Code_18","2023-09-29"
"http://www.cdisc.org","C201264","ddacca38-5d1b-4995-8e5b-f8229e0fad0b","After","Code_20","2023-09-29"
"http://www.cdisc.org","C201265","aa7b3dc0-6eb7-41e3-977c-9a70168a6110","Start to Start","Code_21","2023-09-29"
"http://www.cdisc.org","C201264","1ce02484-c5c2-48ff-93e7-23bc77f39a39","After","Code_23","2023-09-29"
"http://www.cdisc.org","C201265","1c85fa5e-7800-44da-b267-1733104ad239","Start to Start","Code_24","2023-09-29"
"http://www.cdisc.org","C201264","9f2fb793-af7d-40ac-8861-7d3260d71086","After","Code_26","2023-09-29"
"http://www.cdisc.org","C201265","cc5f314f-1a1b-43b9-ab58-049505962f5c","Start to Start","Code_27","2023-09-29"
"http://www.cdisc.org","C201264","991089b6-9619-451b-8ad6-9d424b537de3","After","Code_29","2023-09-29"
"http://www.cdisc.org","C201265","4646f216-af28-478a-8f84-41c1678fa85d","Start to Start","Code_30","2023-09-29"
"http://www.cdisc.org","C201264","b052ade5-3389-4810-8ce0-0f98740050c8","After","Code_31","2023-09-29"
"http://www.cdisc.org","C201265","9bcc51d3-d307-4585-9dd8-20b7794cc595","Start to Start","Code_32","2023-09-29"
"http://www.cdisc.org","C201264","9e7544a6-bd6d-4d56-b587-4b463437d0f1","After","Code_34","2023-09-29"
"http://www.cdisc.org","C201265","1b1b38ee-2ac1-40d1-881a-17a04bb66719","Start to Start","Code_35","2023-09-29"
"http://www.cdisc.org","C201264","3c790ecb-c2ce-474d-8ee6-3b7f2f7b7685","After","Code_36","2023-09-29"
"http://www.cdisc.org","C201265","8d4e01b9-3e40-4876-b9aa-fd3b51aa677e","Start to Start","Code_37","2023-09-29"
"http://www.cdisc.org","C201264","8cd608e2-7657-4d6c-a926-3483d4728cfa","After","Code_39","2023-09-29"
"http://www.cdisc.org","C201265","8aeb53a4-e478-4e4e-8ead-3b367d36f48f","Start to Start","Code_40","2023-09-29"
"http://www.cdisc.org","C201264","92769076-f43f-438e-980d-639f1ae1ff23","After","Code_41","2023-09-29"
"http://www.cdisc.org","C201265","63a3a4ce-d4e7-4d23-99ce-c91550253b6f","Start to Start","Code_42","2023-09-29"
"http://www.cdisc.org","C201264","9f93ac28-3350-4720-85e5-4930af157aa5","After","Code_44","2023-09-29"
"http://www.cdisc.org","C201265","30bcb653-13a4-42d4-ad83-98f6be1b76aa","Start to Start","Code_45","2023-09-29"
"http://www.cdisc.org","C201264","dfba2728-9eff-4c1e-bd74-a2b5fb66656c","After","Code_46","2023-09-29"
"http://www.cdisc.org","C201265","bf7f0e76-0c10-4e79-b9af-f3e3dce571bf","Start to Start","Code_47","2023-09-29"
"http://www.cdisc.org","C201264","aaae8b47-34f5-494b-8cf4-dc574ca2645e","After","Code_49","2023-09-29"
"http://www.cdisc.org","C201265","40a6bea4-a4b1-4625-984e-62a32e7d5167","Start to Start","Code_50","2023-09-29"
"http://www.cdisc.org","C201264","cd093627-7759-4fd3-a574-4fd68767154c","Fixed Reference","Code_52","2023-09-29"
"http://www.cdisc.org","C201265","235957cd-1d3f-4752-90d4-cfffbf5a4ba8","Start to Start","Code_53","2023-09-29"
"http://www.cdisc.org","C201264","b80152f6-c47e-4dd6-9310-7c948a888410","Fixed Reference","Code_54","2023-09-29"
"http://www.cdisc.org","C201265","1bfaae0d-a73c-4ffd-8691-0a3bf0e55b8b","Start to Start","Code_55","2023-09-29"
"http://www.cdisc.org","C201264","bfaf0eb1-ac08-477e-8330-3f9509e1e83b","Fixed Reference","Code_56","2023-09-29"
"http://www.cdisc.org","C201265","1125afba-af43-4217-a4e4-cd97c6bade25","Start to Start","Code_57","2023-09-29"
"http://www.cdisc.org","C201264","e5d37e02-92fa-45f3-93ed-51be00d628e8","After","Code_58","2023-09-29"
"http://www.cdisc.org","C201265","3bcd69e1-c9ae-4a02-b3bc-2ca45c7bdc40","Start to Start","Code_59","2023-09-29"
"http://www.cdisc.org","C201264","7013f717-2b95-4396-b1ce-7dad41235100","After","Code_60","2023-09-29"
"http://www.cdisc.org","C201265","809676dd-ec7d-4b76-8528-e708f5816bb0","End to Start","Code_61","2023-09-29"
"http://www.cdisc.org","C201264","f1f0e5d1-3c1f-45a3-8268-314b1043f57a","After","Code_63","2023-09-29"
"http://www.cdisc.org","C201265","b3e82b1d-bbcf-4e05-900b-77d92b57cc10","End to Start","Code_64","2023-09-29"
"http://www.cdisc.org","C25508","b28f6c94-92c0-4ec6-8110-c18b58146fa4","Final","Code_4","2023-09-29"
"http://www.cdisc.org","C99903x1","83b926da-7736-4133-adc8-18fc56b62a97","Protocol Effective Date","Code_7","2023-09-29"
"http://www.cdisc.org","C41129","c7729fde-6a07-43a1-b7c2-06a5c2571b38","Region","Code_9","2023-09-29"
"ISO 3166 1 alpha3","150","2839dae4-cea9-4b71-8002-3bf1f28dcad2","Europe","Code_8","2020-08"
