"instanceType","id","codeSystemVersion","code","decode","codeSystem","uuid:ID"
"Code","Code_169","2023-12-15","C113380","Disabling Adverse Event","http://www.cdisc.org","6bc0df2a-3792-44eb-8c94-9efca42f543c"
"Code","Code_170","2023-12-15","C49487","No","http://www.cdisc.org","89556c92-3ef4-49e0-807f-9a6b0852e978"
"Code","Code_171","2023-12-15","C49488","Yes","http://www.cdisc.org","9dbdc1f9-e7f1-4c9e-8602-35247fa36dca"
"Code","Code_172","2023-12-15","C48275","Death Related to Adverse Event","http://www.cdisc.org","d661f424-792f-492a-a2eb-0d24b0012dda"
"Code","Code_173","2023-12-15","C49487","No","http://www.cdisc.org","e5312958-1c84-4630-a308-45335198e753"
"Code","Code_174","2023-12-15","C49488","Yes","http://www.cdisc.org","9bea0fd3-ebff-43d0-8b40-74186636a84c"
"Code","Code_175","2023-12-15","C83052","Adverse Event associated with Hospitalization","http://www.cdisc.org","4938f434-321f-47e1-8de6-1f0f9a6ff6a9"
"Code","Code_176","2023-12-15","C49487","No","http://www.cdisc.org","a2a02426-ecb0-409d-9d5f-b5d7f5158ca0"
"Code","Code_177","2023-12-15","C49488","Yes","http://www.cdisc.org","6c23f194-51c3-4edd-afc9-35562110f0bc"
"Code","Code_178","2023-12-15","C84266","Life Threatening Adverse Event","http://www.cdisc.org","097a7bd2-42a5-42ba-a10f-5d38daad874e"
"Code","Code_179","2023-12-15","C49487","No","http://www.cdisc.org","441a3a80-f154-48d6-83ec-1fc26fe61975"
"Code","Code_180","2023-12-15","C49488","Yes","http://www.cdisc.org","68689b3d-a484-44be-a94d-c4f87eb7ac81"
"Code","Code_181","2023-12-15","C83214","Adverse Event Occurred with Overdose","http://www.cdisc.org","2beedcb7-e04b-4cf9-aaa6-c8c5b3cc67d5"
"Code","Code_182","2023-12-15","C49487","No","http://www.cdisc.org","6cab2dd6-5bae-49a8-85dd-ac545302c8ef"
"Code","Code_183","2023-12-15","C49488","Yes","http://www.cdisc.org","3d288e87-3dc5-4eab-87d4-f3deff001992"
"Code","Code_184","2023-12-15","C83053","Adverse Event Associated with Serious Medical Event","http://www.cdisc.org","f92e105b-fc01-41b2-bbe5-4c3f020a5550"
"Code","Code_185","2023-12-15","C49487","No","http://www.cdisc.org","5a9be39f-c039-4187-9ec7-f02633a05603"
"Code","Code_186","2023-12-15","C49488","Yes","http://www.cdisc.org","358ff248-d92b-4119-8e98-68de6aac321e"
"Code","Code_187","2023-12-15","C83199","Adverse Event Concomitant Treatment","http://www.cdisc.org","f62d3171-a460-4ac9-aff6-787fb71ade37"
"Code","Code_188","2023-12-15","C83215","Adverse Event Start Date Time","http://www.cdisc.org","d31274d7-e5c3-45a2-a392-5b7426df644b"
"Code","Code_189","2023-12-15","C83201","Adverse Event End Date Time","http://www.cdisc.org","dceb8997-8aa3-45bd-9c19-539377c74558"
"Code","Code_190","2023-12-15","C179175","Solicited Adverse Event","http://www.cdisc.org","6c9928f1-d4bc-4d7c-8e6c-8a17f6e8f844"
"Code","Code_191","2023-12-15","C25298","SYSBP","http://www.cdisc.org","9915f080-63b8-40c9-a63e-a0443f2be1b5"
"Code","Code_192","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","2e487758-fee9-418c-80aa-22cb5b57d374"
"Code","Code_193","2023-12-15","C49669","Unit of Pressure","http://www.cdisc.org","4ca438a9-3013-4e6e-b198-241c321ffabf"
"Code","Code_194","2023-12-15","C62122","Sitting","http://www.cdisc.org","e4f3fda4-accb-49bc-8071-bd7c6e13d5bd"
"Code","Code_195","2023-12-15","C62166","Standing","http://www.cdisc.org","4a896f47-e5ac-47e1-9b1d-50fcf64e643b"
"Code","Code_196","2023-12-15","C62167","Supine Position","http://www.cdisc.org","8d5bee66-b51b-42be-b739-eb903b8788f9"
"Code","Code_197","2023-12-15","C62164","Body Position","http://www.cdisc.org","1d788bcc-7d91-4652-a311-1f9710549da7"
"Code","Code_198","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","273de1c3-f9d1-4ad8-a3d0-ccf6aa1c4c0e"
"Code","Code_199","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","b6617080-77b9-4454-bc68-c8568f624e7b"
"Code","Code_200","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","1b218aec-2f09-4c46-abfc-23b7c8848c7a"
"Code","Code_201","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","5205caf0-d9d7-469e-bed6-d4e3b147caac"
"Code","Code_202","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","a922b12f-8c44-4bdf-8e1b-332e5bd30c53"
"Code","Code_203","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","d98a42f6-47ee-4180-aa71-dcace0afe6a9"
"Code","Code_204","2023-12-15","C25229","Left","http://www.cdisc.org","9fdf8b1c-3f9b-4c5f-b2a4-7602cc878362"
"Code","Code_205","2023-12-15","C25228","Right","http://www.cdisc.org","56781eeb-e134-48e5-bea3-8e81cbb6e18c"
"Code","Code_206","2023-12-15","C25185","Laterality","http://www.cdisc.org","436b6ba4-8bf6-49fa-954a-f5d0aa801bdf"
"Code","Code_207","2023-12-15","C25298","SYSBP","http://www.cdisc.org","5960dafe-ff94-4cd8-b488-d346c2eb4c51"
"Code","Code_208","2023-12-15","C25299","DIABP","http://www.cdisc.org","c8fe2bcd-91e6-41aa-a8d9-eaf394eab6c2"
"Code","Code_209","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","47730495-a325-4241-9b07-08cecb66ddee"
"Code","Code_210","2023-12-15","C49669","Unit of Pressure","http://www.cdisc.org","5aa76ab7-9d34-4bd0-9925-af2c2f307ba5"
"Code","Code_211","2023-12-15","C62122","Sitting","http://www.cdisc.org","05f4b258-1a75-40fd-b77e-197613572b4e"
"Code","Code_212","2023-12-15","C62166","Standing","http://www.cdisc.org","3537eb05-2760-400c-bd76-0668f138ee87"
"Code","Code_213","2023-12-15","C62167","Supine Position","http://www.cdisc.org","0f73a98f-1650-4570-bb5c-b96188e293e1"
"Code","Code_214","2023-12-15","C62164","Body Position","http://www.cdisc.org","867bf907-f92f-45f8-82a5-72e94e253986"
"Code","Code_215","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","d6f6b041-5ad0-4763-aef6-568d70abdc40"
"Code","Code_216","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","432d3db5-0065-4799-b0ac-01ad0c67770b"
"Code","Code_217","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","0fdfd78a-282d-4b83-855e-a6328e6a9135"
"Code","Code_218","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","78073549-8bf2-42ea-a785-0eaeab4ac5ba"
"Code","Code_219","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","7b760823-05e0-45df-843a-f5ea8a5d7135"
"Code","Code_220","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","54c8c4f7-379a-4321-9f6a-571b5c967e5a"
"Code","Code_221","2023-12-15","C25229","Left","http://www.cdisc.org","b61cb0f8-0a48-4d88-83a6-efb7d5dcc1bd"
"Code","Code_222","2023-12-15","C25228","Right","http://www.cdisc.org","0f2c12e9-c045-436e-9cdd-fc9eec6758b4"
"Code","Code_223","2023-12-15","C25185","Laterality","http://www.cdisc.org","1c848de2-0e13-45c6-a4cc-d7d79e904bad"
"Code","Code_224","2023-12-15","C25299","DIABP","http://www.cdisc.org","8d53b5a5-feda-487d-a3ff-bcaa4c43bfa2"
"Code","Code_225","2023-12-15","C174446","TEMP","http://www.cdisc.org","877d5db5-9e57-4158-aa78-ec31fc11023e"
"Code","Code_226","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","a19ce214-6ce2-4c3f-84f9-d8b66e90193d"
"Code","Code_227","2023-12-15","C42559","Degree Celsius","http://www.cdisc.org","c0aa5793-0738-453f-b47e-7fafc7a7b12c"
"Code","Code_228","2023-12-15","C44277","Degree Fahrenheit","http://www.cdisc.org","8d18e9ba-6959-4cea-b2c7-1a4676d7ce81"
"Code","Code_229","2023-12-15","C42537","Kelvin","http://www.cdisc.org","167a4c01-9ded-4580-805a-fef4a15af59e"
"Code","Code_230","2023-12-15","C44276","Unit of Temperature","http://www.cdisc.org","fd30c337-8d18-4162-80b0-6a62ec5348c7"
"Code","Code_231","2023-12-15","C12674","Axilla","http://www.cdisc.org","84d6bd26-7448-4980-8797-4bc3c4136061"
"Code","Code_232","2023-12-15","C12394","Ear","http://www.cdisc.org","ebd67364-84d7-48fd-8842-fac5501f273f"
"Code","Code_233","2023-12-15","C89803","Forehead","http://www.cdisc.org","d02c493a-5fca-4c32-955b-09be72b15365"
"Code","Code_234","2023-12-15","C12421","Oral Cavity","http://www.cdisc.org","1ba4e98d-e094-489b-ae40-1ee95eb0d594"
"Code","Code_235","2023-12-15","C12390","Rectum","http://www.cdisc.org","fbeefb26-6ffe-41d7-8bcc-68197ec96d0f"
"Code","Code_236","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","854aedfc-c35c-451b-8b30-4892d2ba898f"
"Code","Code_237","2023-12-15","C174446","TEMP","http://www.cdisc.org","64ba0631-c71f-4583-97a0-0e6a4caa3842"
"Code","Code_238","2023-12-15","C25208","WEIGHT","http://www.cdisc.org","7c4e2bb5-0c87-40b2-a87e-e514bc7c5280"
"Code","Code_239","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","ff915edd-625a-49a9-89ed-1c03fc27c332"
"Code","Code_240","2023-12-15","C48531","Pound","http://www.cdisc.org","735bc7ff-09c4-40f8-bd4a-468edc993f09"
"Code","Code_241","2023-12-15","C48155","Gram","http://www.cdisc.org","476cfd1d-05d2-4d8d-8646-502cd436e189"
"Code","Code_242","2023-12-15","C28252","Kilogram","http://www.cdisc.org","6c4f4dba-1c51-42cf-894d-89ec56443fda"
"Code","Code_243","2023-12-15","C48208","Unit of Weight","http://www.cdisc.org","4778434b-1e5a-4cf2-ae08-2b4358c53130"
"Code","Code_244","2023-12-15","C25208","WEIGHT","http://www.cdisc.org","ecfbec45-d01c-424a-996d-efbf9b343293"
"Code","Code_245","2023-12-15","C25347","HEIGHT","http://www.cdisc.org","4aeb632f-5580-4d71-8a0d-94feb8304b4e"
"Code","Code_246","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","f46d4111-c398-48b1-85a7-3db471ea209d"
"Code","Code_247","2023-12-15","C49668","Centimeter","http://www.cdisc.org","2a5a4fab-e959-4078-a494-8a4820fa4ffd"
"Code","Code_248","2023-12-15","C48500","Inch","http://www.cdisc.org","34230e75-3f26-42f2-997d-507c8c7f2192"
"Code","Code_249","2023-12-15","C41139","Meter","http://www.cdisc.org","65d7e444-e7b4-4beb-8504-38efcd40b058"
"Code","Code_250","2023-12-15","C168688","Unit of Height","http://www.cdisc.org","9009e34a-8978-45c4-a563-194b0c3b6b31"
"Code","Code_251","2023-12-15","C25347","HEIGHT","http://www.cdisc.org","54f43073-7318-44e4-a9ef-b3620fcabeca"
"Code","Code_252","2023-12-15","C64433","ALT","http://www.cdisc.org","58bc3d3f-41b2-44bf-b302-8009164b3a0b"
"Code","Code_253","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","d101752f-9938-4650-97f6-a5f1d8e9749c"
"Code","Code_254","2023-12-15","C67456","Unit per Liter","http://www.cdisc.org","5bc53516-f841-4d2f-bbe0-c7e1e3cf5fc2"
"Code","Code_255","2023-12-15","C67397","Microkatal per Liter","http://www.cdisc.org","52c2f09b-7133-45ad-97f1-d26c2929afa3"
"Code","Code_256","2023-12-15","C67376","International Unit per Liter","http://www.cdisc.org","58a33ed4-19ad-4d3c-80c0-3949efb3a16d"
"Code","Code_257","2023-12-15","C70510","Nanokatal per Liter","http://www.cdisc.org","cbdc2b84-d14d-4d10-8ba9-5ff63bcfdbd2"
"Code","Code_258","2023-12-15","C67365","Unit of Catalytic Activity Concentration","http://www.cdisc.org","0e3a4643-339b-4e78-a989-36e78919654b"
"Code","Code_259","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","daf43c3e-5a31-412b-bd25-75c72e967008"
"Code","Code_260","2023-12-15","C49487","No","http://www.cdisc.org","b0bf5639-822e-4400-a377-48a181943939"
"Code","Code_261","2023-12-15","C49488","Yes","http://www.cdisc.org","3df32a67-5333-4831-9dfc-9f8a7481ba23"
"Code","Code_262","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","31d5b529-d84e-479a-8955-cbc180b34d59"
"Code","Code_263","2023-12-15","C64433","ALT","http://www.cdisc.org","b5b6316a-b3e1-4849-9b40-83eeb7d15f1d"
"Code","Code_264","2023-12-15","C64431","ALB","http://www.cdisc.org","6ad31bfb-65ad-4fc0-b607-dcf59464d4f0"
"Code","Code_265","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","382bceec-199b-44cb-9d1c-bd1c3a25d8aa"
"Code","Code_266","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","456794c3-8a94-4c08-9e3e-92c554c7458f"
"Code","Code_267","2023-12-15","C49487","No","http://www.cdisc.org","78f2283a-c708-4fff-9d3b-09c4edfcea7b"
"Code","Code_268","2023-12-15","C49488","Yes","http://www.cdisc.org","ea57c1b9-a117-40aa-9163-8392039dd025"
"Code","Code_269","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","e491e740-da60-44b3-836e-4b875a8f84a9"
"Code","Code_270","2023-12-15","C64431","ALB","http://www.cdisc.org","d5fbce71-0143-4ffd-8bae-a7aa73b654f9"
"Code","Code_271","2023-12-15","C64432","ALP","http://www.cdisc.org","5502a900-0bd3-4ee2-89d8-cd65e54d2ff2"
"Code","Code_272","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","b6cf54d8-9f52-43b7-9ef7-dc5ad9e168e7"
"Code","Code_273","2023-12-15","C67456","Unit per Liter","http://www.cdisc.org","86709a5d-3d58-4264-871a-808b83895c33"
"Code","Code_274","2023-12-15","C67397","Microkatal per Liter","http://www.cdisc.org","28899e1c-0e47-4fa7-9039-da68f878fd02"
"Code","Code_275","2023-12-15","C67376","International Unit per Liter","http://www.cdisc.org","62922385-057f-4bd0-a444-e3339bae9797"
"Code","Code_276","2023-12-15","C67365","Unit of Catalytic Activity Concentration","http://www.cdisc.org","5a4eefa0-dfea-4c50-8f67-ef5c33e56eec"
"Code","Code_277","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","84d95ad3-6eb5-4b1b-9dcb-02591e711c23"
"Code","Code_278","2023-12-15","C49487","No","http://www.cdisc.org","e8a0731b-1d66-4a12-b34a-e2583d6c7905"
"Code","Code_279","2023-12-15","C49488","Yes","http://www.cdisc.org","0b6f52ee-1242-446e-a7d3-27ef6c1c8a1f"
"Code","Code_280","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","c3cd45a4-1954-48a4-b3d8-542e6e985297"
"Code","Code_281","2023-12-15","C64432","ALP","http://www.cdisc.org","7115937e-a6cf-4be1-a413-0325dfc19b40"
"Code","Code_282","2023-12-15","C64467","AST","http://www.cdisc.org","b4204fc0-eee2-4dfb-a117-c892f5afcef5"
"Code","Code_283","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","db1abd9e-4703-425e-9db1-42822c57d598"
"Code","Code_284","2023-12-15","C67456","Unit per Liter","http://www.cdisc.org","ffae8257-5a08-45a1-afdb-a94a8d15f709"
"Code","Code_285","2023-12-15","C67397","Microkatal per Liter","http://www.cdisc.org","170ca2f3-8c09-4ddc-bc51-2d7c47ddcc49"
"Code","Code_286","2023-12-15","C67376","International Unit per Liter","http://www.cdisc.org","bb3f73af-2db7-453a-ad26-5b4ef9256cf4"
"Code","Code_287","2023-12-15","C67365","Unit of Catalytic Activity Concentration","http://www.cdisc.org","cbe25c82-3a8f-4ca5-a78e-86d23b317c84"
"Code","Code_288","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","e30eb1af-02ec-4357-a89d-b179ecc339ff"
"Code","Code_289","2023-12-15","C49487","No","http://www.cdisc.org","168f17d2-574f-4f80-bfd3-72a2b1440f09"
"Code","Code_290","2023-12-15","C49488","Yes","http://www.cdisc.org","abcb123f-3a3f-4b80-95ed-4f0dcd414ca2"
"Code","Code_291","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","6119ddc9-8932-4afe-917a-91f0ff9f8740"
"Code","Code_292","2023-12-15","C64467","AST","http://www.cdisc.org","0e23e70b-dd42-4b39-8147-962a1010ebfe"
"Code","Code_293","2023-12-15","C64547","CREAT","http://www.cdisc.org","6819a72f-cf12-455a-9112-3744a7afe788"
"Code","Code_294","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","3bf5511b-edd5-41b8-8f5e-de750ff1ba8f"
"Code","Code_295","2023-12-15","C67015","Milligram per Deciliter","http://www.cdisc.org","e2145fd7-ede9-4fb1-80b2-afd29ba60820"
"Code","Code_296","2023-12-15","C64572","Microgram per Milliliter","http://www.cdisc.org","bbee3790-42fa-471d-b4e4-86880f34dc64"
"Code","Code_297","2023-12-15","C64387","Millimole per Liter","http://www.cdisc.org","130f2676-8780-47ed-9413-f15966454e10"
"Code","Code_298","2023-12-15","C48508","Micromole per Liter","http://www.cdisc.org","c9d257bd-d495-4559-b743-0ea2ed418e0d"
"Code","Code_299","2023-12-15","C48207","Unit of Concentration","http://www.cdisc.org","2e93e3eb-55a6-4200-8089-e7f0f64d1e0b"
"Code","Code_300","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","6cc97954-cd00-4be5-8841-b05ff35babc7"
"Code","Code_301","2023-12-15","C49487","No","http://www.cdisc.org","0d078563-fe14-4790-87a7-4e99cfe1d18f"
"Code","Code_302","2023-12-15","C49488","Yes","http://www.cdisc.org","b1b44828-838a-4be3-9745-2f2184d85471"
"Code","Code_303","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","eeaa7845-4689-47c9-8075-efa734ce3e91"
"Code","Code_304","2023-12-15","C64547","CREAT","http://www.cdisc.org","8d345b85-5ed0-426d-9398-17bf5ee261c2"
"Code","Code_305","2023-12-15","C64853","K","http://www.cdisc.org","238de54e-910f-4c85-88eb-a264c8043e3d"
"Code","Code_306","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","8528e675-cba1-43ff-910f-7f435574a62b"
"Code","Code_307","2023-12-15","C67474","Milliequivalent per Liter","http://www.cdisc.org","ddfc399c-24ed-4be3-9c1f-2a5d408679f7"
"Code","Code_308","2023-12-15","C67473","Milliequivalent per Deciliter","http://www.cdisc.org","e0ab9513-a63e-4146-8a9a-1d87a749068a"
"Code","Code_309","2023-12-15","C64387","Millimole per Liter","http://www.cdisc.org","f76fac2a-8e4a-4fca-869a-5ba393b946cc"
"Code","Code_310","2023-12-15","C64567","Molarity Unit","http://www.cdisc.org","40faad38-9c6b-480a-9f93-ec4ca699e0a9"
"Code","Code_311","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","90b89e5b-4e21-48f0-965c-6586e98e26ea"
"Code","Code_312","2023-12-15","C49487","No","http://www.cdisc.org","4c1b1a61-8809-41cb-8ab9-2e4841b36f90"
"Code","Code_313","2023-12-15","C49488","Yes","http://www.cdisc.org","0fd775f4-2800-4025-b802-9e269a2f8e5a"
"Code","Code_314","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","fa296a12-98d6-4874-b0fc-83148e784931"
"Code","Code_315","2023-12-15","C64853","K","http://www.cdisc.org","bc46559c-641b-4caf-b238-8c945e227ccc"
"Code","Code_316","2023-12-15","C64809","SODIUM","http://www.cdisc.org","3678377d-6092-4a70-9aae-48ac49e89a9d"
"Code","Code_317","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","87dc54c3-a900-403f-bea4-9a70ad9185c4"
"Code","Code_318","2023-12-15","C67474","Milliequivalent per Liter","http://www.cdisc.org","fd48bbef-c638-4b0d-84f0-967eacbf91c1"
"Code","Code_319","2023-12-15","C67473","Milliequivalent per Deciliter","http://www.cdisc.org","653cad35-9628-4afe-b8b4-dd3d5f043802"
"Code","Code_320","2023-12-15","C64387","Millimole per Liter","http://www.cdisc.org","c68fcc1a-5bf4-4350-8918-32ded81958c1"
"Code","Code_321","2023-12-15","C64567","Molarity Unit","http://www.cdisc.org","b0384514-9577-4a1e-ab69-b45df9d28c4c"
"Code","Code_322","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","70eb6fca-7cfe-4355-a48e-b23ff98e8713"
"Code","Code_323","2023-12-15","C49487","No","http://www.cdisc.org","231a62b1-c235-4b32-aa39-e071613e45a4"
"Code","Code_324","2023-12-15","C49488","Yes","http://www.cdisc.org","23dfcd92-e97d-4e14-b4a1-3a503ab05f62"
"Code","Code_325","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","099cfae3-3c67-489a-b6dc-ef342deab64e"
"Code","Code_326","2023-12-15","C64809","SODIUM","http://www.cdisc.org","d3a0c746-202f-48df-ae46-b67dcbf7f6d0"
"Code","Code_327","2023-12-15","C25298","SYSBP","http://www.cdisc.org","6ad31a97-be12-475e-8b27-8a1e89ac9932"
"Code","Code_328","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","392aec58-f6dd-469c-9b6c-7840f699cd01"
"Code","Code_329","2023-12-15","C49669","Unit of Pressure","http://www.cdisc.org","aeea9f8b-99df-4e64-b88f-4e1bb989e2d5"
"Code","Code_330","2023-12-15","C62122","Sitting","http://www.cdisc.org","a79a8041-9649-4d64-816d-bb04b102bbd1"
"Code","Code_331","2023-12-15","C62166","Standing","http://www.cdisc.org","01f63d95-c721-4e27-a0d6-4f4986803d91"
"Code","Code_332","2023-12-15","C62167","Supine Position","http://www.cdisc.org","c214cfbc-b0bb-44d7-ae03-4bd78ca1f5e1"
"Code","Code_333","2023-12-15","C62164","Body Position","http://www.cdisc.org","e0ee0688-c7b8-48eb-ab4f-43736243aee1"
"Code","Code_334","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","ffec0bfb-fb91-4fcb-9a1e-dd929e570b26"
"Code","Code_335","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","40fe37c7-2245-4fe7-9769-c407ab7bbef6"
"Code","Code_336","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","de46d49e-1d41-4db9-9320-5a5ce4e4b06d"
"Code","Code_337","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","b149cfa5-8379-403b-a201-166b24984363"
"Code","Code_338","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","7e8449fb-3241-4ddf-b165-8ad948a8a79a"
"Code","Code_339","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","cf6d9887-b9aa-42bd-b793-f691d29b755d"
"Code","Code_340","2023-12-15","C25229","Left","http://www.cdisc.org","5aef9ecc-5a10-4b9c-b62d-17af2bfde092"
"Code","Code_341","2023-12-15","C25228","Right","http://www.cdisc.org","8308df93-cb77-495e-9d6e-081d69ba608c"
"Code","Code_342","2023-12-15","C25185","Laterality","http://www.cdisc.org","063b5ec9-b04b-44c3-a535-4c7518e1d97f"
"Code","Code_343","2023-12-15","C25298","SYSBP","http://www.cdisc.org","bcbbce82-22f0-494b-a34f-1017c661b4eb"
"Code","Code_344","2023-12-15","C25299","DIABP","http://www.cdisc.org","4eb9cf84-0163-4eb5-a7d4-900db5ee9901"
"Code","Code_345","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","46824ec4-e1de-47e8-8951-c3b5f166bed1"
"Code","Code_346","2023-12-15","C49669","Unit of Pressure","http://www.cdisc.org","e833657c-16ff-4914-b323-d7fae87e3e59"
"Code","Code_347","2023-12-15","C62122","Sitting","http://www.cdisc.org","778c3b0c-0f74-4c2e-9464-1b347656a08f"
"Code","Code_348","2023-12-15","C62166","Standing","http://www.cdisc.org","c923332e-49cc-4281-ae53-65d95205ca98"
"Code","Code_349","2023-12-15","C62167","Supine Position","http://www.cdisc.org","69832c55-9de3-438b-8473-f71d4203d034"
"Code","Code_350","2023-12-15","C62164","Body Position","http://www.cdisc.org","87c2872f-6837-4d10-8b6f-5b09e8714700"
"Code","Code_351","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","2450e2e4-0cb1-42c9-8aae-b1e7d838d075"
"Code","Code_352","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","71d85c59-845d-4bf4-8387-5414dcf879a2"
"Code","Code_353","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","e330d5d0-bb95-43c3-b65a-501402bef749"
"Code","Code_354","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","658ba6be-a6ba-42e9-ab4d-62b0d6be1d20"
"Code","Code_355","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","142fb50c-3978-4617-9085-60e4057f1733"
"Code","Code_356","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","cf0073c4-753f-47fe-b4cd-dc26ce6aaae7"
"Code","Code_357","2023-12-15","C25229","Left","http://www.cdisc.org","a8593212-c823-47f4-8395-286f8995f39b"
"Code","Code_358","2023-12-15","C25228","Right","http://www.cdisc.org","4fd250b6-c0f6-4a95-aa9f-b2f5078f4c94"
"Code","Code_359","2023-12-15","C25185","Laterality","http://www.cdisc.org","e92b7873-52bf-4cab-8334-7915c79d8d3c"
"Code","Code_360","2023-12-15","C25299","DIABP","http://www.cdisc.org","4e23cd5b-308b-4d5b-8793-9a1b8aaec68e"
"Code","Code_361","2023-12-15","C49677","HR","http://www.cdisc.org","87b64f8c-7b48-40eb-bd03-f0af93c9cb90"
"Code","Code_362","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","fa65bc19-0629-43ff-8a71-492997573fc6"
"Code","Code_363","2023-12-15","C73688","Count per Minute","http://www.cdisc.org","ef5b7cf7-5252-4cac-a9a6-735486511140"
"Code","Code_364","2023-12-15","C62122","Sitting","http://www.cdisc.org","05e66e95-87bc-4a9b-94f9-7f1ce9749036"
"Code","Code_365","2023-12-15","C62166","Standing","http://www.cdisc.org","482f61f2-4ae8-4bf8-bf6f-cc797f9ae552"
"Code","Code_366","2023-12-15","C62167","Supine Position","http://www.cdisc.org","8149f84e-2b33-4e61-a993-47ee59096723"
"Code","Code_367","2023-12-15","C62164","Body Position","http://www.cdisc.org","58ef466d-afaa-474f-bac6-b4fc766d293f"
"Code","Code_368","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","b052741b-8500-4483-8765-13c1b5ba6fa8"
"Code","Code_369","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","36bc861b-6f52-4307-908a-bb8568b189f9"
"Code","Code_370","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","e97a06fe-394e-446e-8c61-521c0c8588dd"
"Code","Code_371","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","3fc606ca-f071-4218-b588-6c035a57ed74"
"Code","Code_372","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","244910a2-f76b-4823-9b4b-72c2a659eb7d"
"Code","Code_373","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","d9c3ca4b-0b92-4969-b4ae-93413ee799b1"
"Code","Code_374","2023-12-15","C25229","Left","http://www.cdisc.org","663be4f9-c2ad-4e62-b87d-8fe7092fdb4c"
"Code","Code_375","2023-12-15","C25228","Right","http://www.cdisc.org","60f4d377-969a-4044-8eb3-0748abaacfc8"
"Code","Code_376","2023-12-15","C25185","Laterality","http://www.cdisc.org","862016cf-6584-4040-b518-1d07eeb3caeb"
"Code","Code_377","2023-12-15","C49677","HR","http://www.cdisc.org","171a4563-6950-4287-ac16-42332976d39c"
"Code","Code_378","2023-12-15","C25298","SYSBP","http://www.cdisc.org","363ffa42-0747-459b-bf8e-f6530a2de23c"
