"instanceType","decode","code","uuid:ID","codeSystemVersion","codeSystem","id"
"Code","No","C49487","8e5a9e8d-1d91-45b3-9414-142bdd7d55bb","2023-12-15","http://www.cdisc.org","Code_167"
"Code","Yes","C49488","8211dbc3-8b21-4658-8d2f-88a754a561d8","2023-12-15","http://www.cdisc.org","Code_168"
"Code","Disabling Adverse Event","C113380","d775d556-e622-41d4-b7df-63de31b3948b","2023-12-15","http://www.cdisc.org","Code_169"
"Code","No","C49487","4e6f2607-77f9-49cb-abd0-7d1ea504f1fc","2023-12-15","http://www.cdisc.org","Code_170"
"Code","Yes","C49488","804425a1-98f9-4a13-b120-564a9a08d62e","2023-12-15","http://www.cdisc.org","Code_171"
"Code","Death Related to Adverse Event","C48275","498e840c-e750-4465-90a7-eb9c4beabd53","2023-12-15","http://www.cdisc.org","Code_172"
"Code","No","C49487","bc83a830-40c2-4f5b-a2df-bbfba55a67df","2023-12-15","http://www.cdisc.org","Code_173"
"Code","Yes","C49488","e1870f9a-293b-4f7b-a0e5-0ce2442ac46e","2023-12-15","http://www.cdisc.org","Code_174"
"Code","Adverse Event associated with Hospitalization","C83052","20ecdddb-23de-4b31-bae1-60923dca72e6","2023-12-15","http://www.cdisc.org","Code_175"
"Code","No","C49487","213cd8ba-c7ed-4393-9d4c-71c2dc9d30a2","2023-12-15","http://www.cdisc.org","Code_176"
"Code","Yes","C49488","401589c4-79d0-4bdf-8f72-7f2acf1a49b3","2023-12-15","http://www.cdisc.org","Code_177"
"Code","Life Threatening Adverse Event","C84266","00403793-42ee-4ea3-9193-49225547e1ec","2023-12-15","http://www.cdisc.org","Code_178"
"Code","No","C49487","73ef7995-c09e-4c99-9cae-d6561c3021d6","2023-12-15","http://www.cdisc.org","Code_179"
"Code","Yes","C49488","113bb7f7-04f9-449e-80be-4d47e7e97496","2023-12-15","http://www.cdisc.org","Code_180"
"Code","Adverse Event Occurred with Overdose","C83214","6992ea51-e0ae-44e5-bf47-1d5ef1f9cc9c","2023-12-15","http://www.cdisc.org","Code_181"
"Code","No","C49487","97a59b8e-fb07-40b2-9fea-bb8199161b28","2023-12-15","http://www.cdisc.org","Code_182"
"Code","Yes","C49488","2c3da73b-543b-402e-94ab-922186233c4e","2023-12-15","http://www.cdisc.org","Code_183"
"Code","Adverse Event Associated with Serious Medical Event","C83053","db061214-e1c0-49ed-9318-0b50d98bc8f2","2023-12-15","http://www.cdisc.org","Code_184"
"Code","No","C49487","cfa1e564-7ba2-4c7c-9b9e-875a52c09a4a","2023-12-15","http://www.cdisc.org","Code_185"
"Code","Yes","C49488","2686ec36-f84e-4552-b6a8-f709a5231f11","2023-12-15","http://www.cdisc.org","Code_186"
"Code","Adverse Event Concomitant Treatment","C83199","934e4c7c-5f7b-4d5e-a78a-4a2768a9d6bc","2023-12-15","http://www.cdisc.org","Code_187"
"Code","Adverse Event Start Date Time","C83215","5f31548d-1a7f-4ec0-905b-2657ac584528","2023-12-15","http://www.cdisc.org","Code_188"
"Code","Adverse Event End Date Time","C83201","61060f4e-a9b6-4d06-a5c7-d197f9610c9e","2023-12-15","http://www.cdisc.org","Code_189"
"Code","Solicited Adverse Event","C179175","50c945a5-af6d-492e-91f0-e9c49b057ab9","2023-12-15","http://www.cdisc.org","Code_190"
"Code","SYSBP","C25298","13bbd759-f072-4c72-94ec-e97b86f4b87d","2023-12-15","http://www.cdisc.org","Code_191"
"Code","Clinical Test Result","C77140","45b878a9-0786-46da-9914-06640a49d095","2023-12-15","http://www.cdisc.org","Code_192"
"Code","Unit of Pressure","C49669","9e498656-63e9-42b7-97da-b8b6a4452243","2023-12-15","http://www.cdisc.org","Code_193"
"Code","Sitting","C62122","307dabf1-d752-4be7-943f-71452c7be72f","2023-12-15","http://www.cdisc.org","Code_194"
"Code","Standing","C62166","9cf9131c-69ac-4aa2-8c41-a0ab9519edda","2023-12-15","http://www.cdisc.org","Code_195"
"Code","Supine Position","C62167","b398ff44-7750-4bba-9d88-dd1fdc466244","2023-12-15","http://www.cdisc.org","Code_196"
"Code","Body Position","C62164","d170f993-4d67-4326-8ba3-aa8b9c759a42","2023-12-15","http://www.cdisc.org","Code_197"
"Code","Brachial Artery","C12681","45a55834-89cf-4193-bac1-258927ec3ad7","2023-12-15","http://www.cdisc.org","Code_198"
"Code","Common Carotid Artery","C12687","cdeb3d9f-594c-483f-abc7-77f8e8ed8ec1","2023-12-15","http://www.cdisc.org","Code_199"
"Code","Dorsalis Pedis Artery","C32478","451ca9a5-2ee2-4116-8880-8dc089a3b803","2023-12-15","http://www.cdisc.org","Code_200"
"Code","Femoral Artery","C12715","becb5c1d-bda1-49f3-91a6-af6c014fff50","2023-12-15","http://www.cdisc.org","Code_201"
"Code","Radial Artery","C12838","c9821107-0273-49a1-9cbf-3c1ef03b0ab2","2023-12-15","http://www.cdisc.org","Code_202"
"Code","Anatomic Site","C13717","5170fd1b-74e3-4a1e-ad3d-0dbaaac4946b","2023-12-15","http://www.cdisc.org","Code_203"
"Code","Left","C25229","4262fd12-14b7-4050-b9b5-17dded25474e","2023-12-15","http://www.cdisc.org","Code_204"
"Code","Right","C25228","e49bf953-9602-43e8-b015-5a81d4dce521","2023-12-15","http://www.cdisc.org","Code_205"
"Code","Laterality","C25185","63ede802-ec6c-46db-96ae-f5e9821dd0ba","2023-12-15","http://www.cdisc.org","Code_206"
"Code","SYSBP","C25298","429d7a05-5b77-4fde-846b-38e931820885","2023-12-15","http://www.cdisc.org","Code_207"
"Code","DIABP","C25299","d3e4d7f6-9558-40c3-b7f9-cadcabbe72b1","2023-12-15","http://www.cdisc.org","Code_208"
"Code","Clinical Test Result","C77140","8af6ba3d-58e7-4ae2-aaf6-85f5e7bd8ad1","2023-12-15","http://www.cdisc.org","Code_209"
"Code","Unit of Pressure","C49669","b05cae9a-bae4-4a2d-b97e-bf2eb7e1a41d","2023-12-15","http://www.cdisc.org","Code_210"
"Code","Sitting","C62122","5491653c-0835-4e46-a9e4-09e93bddc6d3","2023-12-15","http://www.cdisc.org","Code_211"
"Code","Standing","C62166","d8cc01bb-c565-4661-bdda-f8b0fd338722","2023-12-15","http://www.cdisc.org","Code_212"
"Code","Supine Position","C62167","daeada43-3ad1-440c-953c-add7d2c9ad30","2023-12-15","http://www.cdisc.org","Code_213"
"Code","Body Position","C62164","40aefc0f-5fd5-4870-885a-11f73ca7234c","2023-12-15","http://www.cdisc.org","Code_214"
"Code","Brachial Artery","C12681","02f56af5-61d3-41cc-97ab-9a764825df86","2023-12-15","http://www.cdisc.org","Code_215"
"Code","Common Carotid Artery","C12687","e63d749b-d78c-4c62-aaf4-e0192b28f662","2023-12-15","http://www.cdisc.org","Code_216"
"Code","Dorsalis Pedis Artery","C32478","49a48353-387f-4148-9e1d-177585f7540d","2023-12-15","http://www.cdisc.org","Code_217"
"Code","Femoral Artery","C12715","11572cd8-e6e0-4d34-a41d-302918679750","2023-12-15","http://www.cdisc.org","Code_218"
"Code","Radial Artery","C12838","65d35792-9d49-4831-b367-b39d74a21664","2023-12-15","http://www.cdisc.org","Code_219"
"Code","Anatomic Site","C13717","eda79a49-ee11-45ab-bc72-54a60c15ccbb","2023-12-15","http://www.cdisc.org","Code_220"
"Code","Left","C25229","aac7b466-f568-4971-90dd-29fff6725e5b","2023-12-15","http://www.cdisc.org","Code_221"
"Code","Right","C25228","ca5347aa-d141-43bb-aa4f-da8c695192a4","2023-12-15","http://www.cdisc.org","Code_222"
"Code","Laterality","C25185","b59a5f86-6e76-4ba9-b0c9-be77067f66a0","2023-12-15","http://www.cdisc.org","Code_223"
"Code","DIABP","C25299","16709960-6a7f-411e-b012-1b21281425e5","2023-12-15","http://www.cdisc.org","Code_224"
"Code","TEMP","C174446","4d2b41ac-8da9-424b-8743-0b8571cb9c75","2023-12-15","http://www.cdisc.org","Code_225"
"Code","Clinical Test Result","C77140","4e93411d-3e24-432f-a276-0457656ad031","2023-12-15","http://www.cdisc.org","Code_226"
"Code","Degree Celsius","C42559","5c05244b-ba5d-448d-9d90-c8f831fe55d2","2023-12-15","http://www.cdisc.org","Code_227"
"Code","Degree Fahrenheit","C44277","bd737725-8003-46c8-a2dd-41ecb97b4c1d","2023-12-15","http://www.cdisc.org","Code_228"
"Code","Kelvin","C42537","84c900e3-d3c6-4e9b-bf76-e4766bc99375","2023-12-15","http://www.cdisc.org","Code_229"
"Code","Unit of Temperature","C44276","fb14231b-8585-4335-9d59-a7d469310482","2023-12-15","http://www.cdisc.org","Code_230"
"Code","Axilla","C12674","e7a40570-2d1b-4e80-9210-e4b4942b1ea6","2023-12-15","http://www.cdisc.org","Code_231"
"Code","Ear","C12394","e588cfb8-7ae9-450e-b2c3-f624d77d4d93","2023-12-15","http://www.cdisc.org","Code_232"
"Code","Forehead","C89803","347b9319-a9fd-4c7f-98c5-f9ba972a27f2","2023-12-15","http://www.cdisc.org","Code_233"
"Code","Oral Cavity","C12421","381e4572-4871-43b4-a468-36e778e986cf","2023-12-15","http://www.cdisc.org","Code_234"
"Code","Rectum","C12390","94dfabb2-3478-4919-92c9-593b9e974512","2023-12-15","http://www.cdisc.org","Code_235"
"Code","Anatomic Site","C13717","0aca25c6-5388-4f84-998a-d199795fcbe5","2023-12-15","http://www.cdisc.org","Code_236"
"Code","TEMP","C174446","957a89b7-a8ac-4eb0-b24f-35c3eb9f462e","2023-12-15","http://www.cdisc.org","Code_237"
"Code","WEIGHT","C25208","edc7a92c-5ae1-4fe6-b314-0b5704687bfa","2023-12-15","http://www.cdisc.org","Code_238"
"Code","Clinical Test Result","C77140","382be6eb-b5a9-4d9a-a3b2-4080d823f7e4","2023-12-15","http://www.cdisc.org","Code_239"
"Code","Pound","C48531","b41d10d2-b418-4b51-91aa-c83f6d36df5f","2023-12-15","http://www.cdisc.org","Code_240"
"Code","Gram","C48155","c3554e81-cc38-41bb-b49d-1a93e506e8c8","2023-12-15","http://www.cdisc.org","Code_241"
"Code","Kilogram","C28252","c8823035-1522-4105-9bae-8f3afebd3b8c","2023-12-15","http://www.cdisc.org","Code_242"
"Code","Unit of Weight","C48208","579d8b60-9056-4fc3-8781-4f68a62ca2f0","2023-12-15","http://www.cdisc.org","Code_243"
"Code","WEIGHT","C25208","cfd1c2dd-f4ef-4722-9d70-c7d16a7bc074","2023-12-15","http://www.cdisc.org","Code_244"
"Code","HEIGHT","C25347","57528e58-eddf-4a97-9b20-478ad1712d29","2023-12-15","http://www.cdisc.org","Code_245"
"Code","Clinical Test Result","C77140","e43eebc3-0862-4737-9868-c45b6c06c2b8","2023-12-15","http://www.cdisc.org","Code_246"
"Code","Centimeter","C49668","1b64c641-b178-4ddc-a2b7-163c224facc0","2023-12-15","http://www.cdisc.org","Code_247"
"Code","Inch","C48500","7653c749-7ed2-4d91-a1b0-306561f80b5d","2023-12-15","http://www.cdisc.org","Code_248"
"Code","Meter","C41139","48d91bc4-70ed-485f-a029-73de37b14a1d","2023-12-15","http://www.cdisc.org","Code_249"
"Code","Unit of Height","C168688","ec19a0ac-0fad-462e-8227-b62e060e630a","2023-12-15","http://www.cdisc.org","Code_250"
"Code","HEIGHT","C25347","31a6c767-4bfe-465e-b7c5-7913a021c4bc","2023-12-15","http://www.cdisc.org","Code_251"
"Code","ALT","C64433","6fe7ff9f-2d17-4381-b90f-d6791b895139","2023-12-15","http://www.cdisc.org","Code_252"
"Code","Laboratory Test Result","C36292","b8496b0c-1f2a-4a28-a58c-a7c89a194c1e","2023-12-15","http://www.cdisc.org","Code_253"
"Code","Unit per Liter","C67456","2f142a1f-b9da-4a2f-be5b-70d1a4f57281","2023-12-15","http://www.cdisc.org","Code_254"
"Code","Microkatal per Liter","C67397","53d5356b-fb5b-4a26-92ea-ffd4f396686d","2023-12-15","http://www.cdisc.org","Code_255"
"Code","International Unit per Liter","C67376","d20deafa-02a6-48f2-b499-d4ad35038771","2023-12-15","http://www.cdisc.org","Code_256"
"Code","Nanokatal per Liter","C70510","54fea42b-c096-4039-a6bd-88be2065745c","2023-12-15","http://www.cdisc.org","Code_257"
"Code","Unit of Catalytic Activity Concentration","C67365","e72beff3-8a7c-4c52-82dd-66ad8a44079e","2023-12-15","http://www.cdisc.org","Code_258"
"Code","Biospecimen Type","C70713","9662bc4d-b047-4064-b122-b7c653f968b1","2023-12-15","http://www.cdisc.org","Code_259"
"Code","No","C49487","b1b120cf-7f96-4b60-adce-eda87418ed21","2023-12-15","http://www.cdisc.org","Code_260"
"Code","Yes","C49488","4e2cf4a9-7c48-4e36-904a-fb1d90cd6213","2023-12-15","http://www.cdisc.org","Code_261"
"Code","Laboratory Test Fasting Status","C83309","e242b597-7044-46a9-a6d0-932a7b57fc4d","2023-12-15","http://www.cdisc.org","Code_262"
"Code","ALT","C64433","6c035418-864b-4a71-a075-c167d6733034","2023-12-15","http://www.cdisc.org","Code_263"
"Code","ALB","C64431","35ebb0fd-fd2d-4cb3-b31f-adc4a96e7172","2023-12-15","http://www.cdisc.org","Code_264"
"Code","Laboratory Test Result","C36292","c29d69ad-e038-4504-8b88-f458c8b0f8b4","2023-12-15","http://www.cdisc.org","Code_265"
"Code","Biospecimen Type","C70713","8b688231-2de6-4c83-9901-3490a9bad959","2023-12-15","http://www.cdisc.org","Code_266"
"Code","No","C49487","2e2cc324-5cff-48e5-a6d7-480ff80ae155","2023-12-15","http://www.cdisc.org","Code_267"
"Code","Yes","C49488","7520b7e5-0619-43df-b78a-e776551281b5","2023-12-15","http://www.cdisc.org","Code_268"
"Code","Laboratory Test Fasting Status","C83309","62db6e7b-3008-4ac1-afcd-bb3d65275964","2023-12-15","http://www.cdisc.org","Code_269"
"Code","ALB","C64431","06f586e7-0d6d-46a9-b304-ec27343e9d40","2023-12-15","http://www.cdisc.org","Code_270"
"Code","ALP","C64432","3da57269-2223-49a1-bb6a-cb521dc7ab2a","2023-12-15","http://www.cdisc.org","Code_271"
"Code","Laboratory Test Result","C36292","6c40b565-ce34-4df7-9568-9b1fee9f64ca","2023-12-15","http://www.cdisc.org","Code_272"
"Code","Unit per Liter","C67456","23ce3f2a-5b48-4f28-baf4-f6673ab41d4d","2023-12-15","http://www.cdisc.org","Code_273"
"Code","Microkatal per Liter","C67397","040eb2f2-48be-419c-8bd6-5772bb5d4fd1","2023-12-15","http://www.cdisc.org","Code_274"
"Code","International Unit per Liter","C67376","1f9b586e-d05b-468b-bcb2-ac367769f9d2","2023-12-15","http://www.cdisc.org","Code_275"
"Code","Unit of Catalytic Activity Concentration","C67365","6e5c18e0-202a-4e19-87e7-d7b6ea2b9426","2023-12-15","http://www.cdisc.org","Code_276"
"Code","Biospecimen Type","C70713","c881b92c-a5f5-4dd2-aa74-877692b3162b","2023-12-15","http://www.cdisc.org","Code_277"
"Code","No","C49487","fa276139-4990-487f-95d8-b91f17d47134","2023-12-15","http://www.cdisc.org","Code_278"
"Code","Yes","C49488","628f9f8c-370e-47ab-aef6-bdbf9274ec79","2023-12-15","http://www.cdisc.org","Code_279"
"Code","Laboratory Test Fasting Status","C83309","b47e97fb-76d8-4c66-bf42-7190b33b9499","2023-12-15","http://www.cdisc.org","Code_280"
"Code","ALP","C64432","17a9fe33-141d-43a2-882e-04cf926fce74","2023-12-15","http://www.cdisc.org","Code_281"
"Code","AST","C64467","5f26bdbb-fbb6-4e9a-9c41-9080b5562c53","2023-12-15","http://www.cdisc.org","Code_282"
"Code","Laboratory Test Result","C36292","20aae8b9-37ea-4c63-b670-e2fa349c2880","2023-12-15","http://www.cdisc.org","Code_283"
"Code","Unit per Liter","C67456","83255bd1-4eac-460d-ba83-984d0195f0b1","2023-12-15","http://www.cdisc.org","Code_284"
"Code","Microkatal per Liter","C67397","6e7090fc-4e53-4966-b9dc-74cde2aa2f67","2023-12-15","http://www.cdisc.org","Code_285"
"Code","International Unit per Liter","C67376","76e94c95-b496-476a-9b8f-7a43503e8079","2023-12-15","http://www.cdisc.org","Code_286"
"Code","Unit of Catalytic Activity Concentration","C67365","cc8a8b91-1933-4f2f-953e-5bbdb63a4003","2023-12-15","http://www.cdisc.org","Code_287"
"Code","Biospecimen Type","C70713","c1654a26-320a-4322-95e7-05ef4087da0f","2023-12-15","http://www.cdisc.org","Code_288"
"Code","No","C49487","7812c5be-c2a1-456d-8460-cbb77aa7e378","2023-12-15","http://www.cdisc.org","Code_289"
"Code","Yes","C49488","02804b06-8158-4466-9ab9-6785525a25cc","2023-12-15","http://www.cdisc.org","Code_290"
"Code","Laboratory Test Fasting Status","C83309","0bbc0988-7250-46d3-af94-e3d665bc54f7","2023-12-15","http://www.cdisc.org","Code_291"
"Code","AST","C64467","6f473043-83e5-4537-a2ce-a1098167b06a","2023-12-15","http://www.cdisc.org","Code_292"
"Code","CREAT","C64547","44d97777-9357-405e-ac3c-5b291ff8021d","2023-12-15","http://www.cdisc.org","Code_293"
"Code","Laboratory Test Result","C36292","b9a6580b-4042-45eb-ba79-495c3c8af029","2023-12-15","http://www.cdisc.org","Code_294"
"Code","Milligram per Deciliter","C67015","e1b2582f-9658-40e5-971f-2cf4810b698c","2023-12-15","http://www.cdisc.org","Code_295"
"Code","Microgram per Milliliter","C64572","04289e83-30cf-4416-a822-e0e86b446344","2023-12-15","http://www.cdisc.org","Code_296"
"Code","Millimole per Liter","C64387","2ccb9f25-8549-4e1d-8f7b-09d1100be247","2023-12-15","http://www.cdisc.org","Code_297"
"Code","Micromole per Liter","C48508","8dcc85bf-d11a-4102-bf18-a103fdbb1ab9","2023-12-15","http://www.cdisc.org","Code_298"
"Code","Unit of Concentration","C48207","583f62ad-dc22-46fc-91c9-556bb30b42c0","2023-12-15","http://www.cdisc.org","Code_299"
"Code","Biospecimen Type","C70713","74819e5d-491f-40fa-bd67-c5b84e2d9ee7","2023-12-15","http://www.cdisc.org","Code_300"
"Code","No","C49487","fadc6e57-0758-4051-91ee-5e2425d06a2a","2023-12-15","http://www.cdisc.org","Code_301"
"Code","Yes","C49488","965f04ec-861e-4b3f-99cf-9dadf5477540","2023-12-15","http://www.cdisc.org","Code_302"
"Code","Laboratory Test Fasting Status","C83309","a00e3aea-176a-418e-926d-6e659039b27a","2023-12-15","http://www.cdisc.org","Code_303"
"Code","CREAT","C64547","15e6ee70-5729-44d9-85b1-91882c95b6c6","2023-12-15","http://www.cdisc.org","Code_304"
"Code","K","C64853","2924214f-da39-4b1e-b55c-8546e83cdfa4","2023-12-15","http://www.cdisc.org","Code_305"
"Code","Laboratory Test Result","C36292","db8d4496-1288-47dd-97a7-23cf433a8d8d","2023-12-15","http://www.cdisc.org","Code_306"
"Code","Milliequivalent per Liter","C67474","e50bae35-84a9-4ab6-90fe-a0bd895b993e","2023-12-15","http://www.cdisc.org","Code_307"
"Code","Milliequivalent per Deciliter","C67473","c08a66be-13dc-4c48-8d68-2f7d8432e4e4","2023-12-15","http://www.cdisc.org","Code_308"
"Code","Millimole per Liter","C64387","e5c3ea9e-e61a-4654-b1e2-a3c534ebbe80","2023-12-15","http://www.cdisc.org","Code_309"
"Code","Molarity Unit","C64567","9c62266e-b813-4ff1-acbc-1cd4be11506b","2023-12-15","http://www.cdisc.org","Code_310"
"Code","Biospecimen Type","C70713","469e60d0-6c71-4886-ab9d-0ea3cc1d1ad0","2023-12-15","http://www.cdisc.org","Code_311"
"Code","No","C49487","b6caaa70-482e-4311-8193-94ebb6670858","2023-12-15","http://www.cdisc.org","Code_312"
"Code","Yes","C49488","bcab76d9-fc65-44b7-a0d7-f99b3d2bb71c","2023-12-15","http://www.cdisc.org","Code_313"
"Code","Laboratory Test Fasting Status","C83309","bd4520a7-7940-44f4-811f-e28aafcd8f4b","2023-12-15","http://www.cdisc.org","Code_314"
"Code","K","C64853","4c3f24e6-67b2-4ea6-9727-cb07fabeb01a","2023-12-15","http://www.cdisc.org","Code_315"
"Code","SODIUM","C64809","360328ba-aa03-4a44-a323-29fba3fbf938","2023-12-15","http://www.cdisc.org","Code_316"
"Code","Laboratory Test Result","C36292","d47293b0-e3df-42f6-8568-4e2c639ecef4","2023-12-15","http://www.cdisc.org","Code_317"
"Code","Milliequivalent per Liter","C67474","e4cafb22-6c10-40fd-9091-cf90d4bea3a2","2023-12-15","http://www.cdisc.org","Code_318"
"Code","Milliequivalent per Deciliter","C67473","dd159a95-4a7b-4606-bd63-99d12131bb90","2023-12-15","http://www.cdisc.org","Code_319"
"Code","Millimole per Liter","C64387","79259fc6-4fa6-47e6-98e1-546ab096e1e8","2023-12-15","http://www.cdisc.org","Code_320"
"Code","Molarity Unit","C64567","a9c7bb79-47dc-4bc7-aeeb-d8e25c3eacf7","2023-12-15","http://www.cdisc.org","Code_321"
"Code","Biospecimen Type","C70713","45a5de69-43ed-41b7-aa60-929b581910c2","2023-12-15","http://www.cdisc.org","Code_322"
"Code","No","C49487","19d853ac-311b-42a5-88e0-13ac67c6a2c5","2023-12-15","http://www.cdisc.org","Code_323"
"Code","Yes","C49488","421c5f11-03d7-499a-94ed-182c16bb487a","2023-12-15","http://www.cdisc.org","Code_324"
"Code","Laboratory Test Fasting Status","C83309","6f19dd21-8387-4d5c-8c98-bda146f6bb37","2023-12-15","http://www.cdisc.org","Code_325"
"Code","SODIUM","C64809","177b71cb-d9ed-4f6f-b906-b3b58f4e5567","2023-12-15","http://www.cdisc.org","Code_326"
"Code","SYSBP","C25298","45e40a75-943e-4d1f-9e1c-a8e302e1bb14","2023-12-15","http://www.cdisc.org","Code_327"
"Code","Clinical Test Result","C77140","69c25242-2d85-47f8-badf-e2d5505c880f","2023-12-15","http://www.cdisc.org","Code_328"
"Code","Unit of Pressure","C49669","7073b8d6-6e34-4fc5-b89a-b3d3ab6f0dc3","2023-12-15","http://www.cdisc.org","Code_329"
"Code","Sitting","C62122","6c609acd-6bea-45ab-aa8b-e5699ce364cc","2023-12-15","http://www.cdisc.org","Code_330"
"Code","Standing","C62166","d148a369-8873-4172-aa2e-6208171d98a9","2023-12-15","http://www.cdisc.org","Code_331"
"Code","Supine Position","C62167","fa55fd06-1dcc-4f8f-9b0e-dc219e1f6e45","2023-12-15","http://www.cdisc.org","Code_332"
"Code","Body Position","C62164","70ec30d9-f80d-49b6-8f80-459b25aaec19","2023-12-15","http://www.cdisc.org","Code_333"
"Code","Brachial Artery","C12681","7817dd1f-a636-45cc-aaf5-46808606eea2","2023-12-15","http://www.cdisc.org","Code_334"
"Code","Common Carotid Artery","C12687","806f8675-85f4-414a-ae48-c49030462341","2023-12-15","http://www.cdisc.org","Code_335"
"Code","Dorsalis Pedis Artery","C32478","351db564-b097-4c95-83cf-083cae65b767","2023-12-15","http://www.cdisc.org","Code_336"
"Code","Femoral Artery","C12715","95c968ff-5423-4ece-838a-bd2947c3c582","2023-12-15","http://www.cdisc.org","Code_337"
"Code","Radial Artery","C12838","5fa59374-cdb4-4d32-ab0e-0439e9c7379e","2023-12-15","http://www.cdisc.org","Code_338"
"Code","Anatomic Site","C13717","6e6ef299-7fdb-4fda-9712-154392f0d7ce","2023-12-15","http://www.cdisc.org","Code_339"
"Code","Left","C25229","7447e034-e919-41d3-83f8-92fcba5d2fd6","2023-12-15","http://www.cdisc.org","Code_340"
"Code","Right","C25228","298f27bd-2acf-47dc-b8f8-bf500e55f159","2023-12-15","http://www.cdisc.org","Code_341"
"Code","Laterality","C25185","83cb8491-db6a-4312-aad9-a7125f8e8f00","2023-12-15","http://www.cdisc.org","Code_342"
"Code","SYSBP","C25298","13f91764-2cd8-4ec7-b453-593008cf2b1e","2023-12-15","http://www.cdisc.org","Code_343"
"Code","DIABP","C25299","92fd61e3-18be-405c-bb91-54f0736885e0","2023-12-15","http://www.cdisc.org","Code_344"
"Code","Clinical Test Result","C77140","12dfcc04-e3e5-49d1-9f1c-ba0eb76c2e5b","2023-12-15","http://www.cdisc.org","Code_345"
"Code","Unit of Pressure","C49669","890794f2-a0d9-4bf0-aa02-2a0d5cc14f1f","2023-12-15","http://www.cdisc.org","Code_346"
"Code","Sitting","C62122","0a50f272-ad56-4274-b099-b5138d6981e9","2023-12-15","http://www.cdisc.org","Code_347"
"Code","Standing","C62166","f4e31773-6b3b-4343-8e71-22ee3f1c213d","2023-12-15","http://www.cdisc.org","Code_348"
"Code","Supine Position","C62167","440b2eec-94c1-4546-abcf-55c75ba0211f","2023-12-15","http://www.cdisc.org","Code_349"
"Code","Body Position","C62164","523e75d3-fce7-4d8b-a566-623aa37f7dcc","2023-12-15","http://www.cdisc.org","Code_350"
"Code","Brachial Artery","C12681","f364e039-ff8d-464f-9f54-5a58c6f75a76","2023-12-15","http://www.cdisc.org","Code_351"
"Code","Common Carotid Artery","C12687","9e97dc0b-d2ad-474c-8649-de6148b46d4e","2023-12-15","http://www.cdisc.org","Code_352"
"Code","Dorsalis Pedis Artery","C32478","3485f05c-9e6b-4753-b5fa-67b3d7f20afa","2023-12-15","http://www.cdisc.org","Code_353"
"Code","Femoral Artery","C12715","5f58f552-508f-4927-9b93-1c3a6ae733d8","2023-12-15","http://www.cdisc.org","Code_354"
"Code","Radial Artery","C12838","c57df18d-3e30-4ba1-be61-e5f02c6597a5","2023-12-15","http://www.cdisc.org","Code_355"
"Code","Anatomic Site","C13717","21872708-5ecd-4b90-bea3-67012480236c","2023-12-15","http://www.cdisc.org","Code_356"
"Code","Left","C25229","00646411-77f1-423f-b60f-a9612e92aa2a","2023-12-15","http://www.cdisc.org","Code_357"
"Code","Right","C25228","a2f92e59-2ab7-4c75-9435-9b5467680d29","2023-12-15","http://www.cdisc.org","Code_358"
"Code","Laterality","C25185","6a2406e1-b3b6-449c-a61c-961d85aa4266","2023-12-15","http://www.cdisc.org","Code_359"
"Code","DIABP","C25299","c1146569-eba3-46e7-9f59-227b46cfa8f9","2023-12-15","http://www.cdisc.org","Code_360"
"Code","HR","C49677","c9a38f95-dc71-4113-bdf6-119d6ebb080f","2023-12-15","http://www.cdisc.org","Code_361"
"Code","Clinical Test Result","C77140","25337679-aa29-427a-99f0-3ecd189ef4d0","2023-12-15","http://www.cdisc.org","Code_362"
"Code","Count per Minute","C73688","fcfd8966-c365-4437-ac5f-fa202048c0fa","2023-12-15","http://www.cdisc.org","Code_363"
"Code","Sitting","C62122","096d3506-6c94-4451-99e4-b87375f89945","2023-12-15","http://www.cdisc.org","Code_364"
"Code","Standing","C62166","88c9a842-5d31-470c-9df8-ef44fc1527ef","2023-12-15","http://www.cdisc.org","Code_365"
"Code","Supine Position","C62167","138c96f0-d1bf-4c57-852d-c3115183fb8f","2023-12-15","http://www.cdisc.org","Code_366"
"Code","Body Position","C62164","78b4d46a-842d-40c3-b9cb-ec5b2f01557a","2023-12-15","http://www.cdisc.org","Code_367"
"Code","Brachial Artery","C12681","d736401e-926e-4215-8566-894105fc8205","2023-12-15","http://www.cdisc.org","Code_368"
"Code","Common Carotid Artery","C12687","a2463353-8aa5-4b62-80df-1188c7648d96","2023-12-15","http://www.cdisc.org","Code_369"
"Code","Dorsalis Pedis Artery","C32478","cd44c600-c40c-492c-b376-b3caebd3b223","2023-12-15","http://www.cdisc.org","Code_370"
"Code","Femoral Artery","C12715","597b6de7-6d86-424e-9c10-f0bd628f4366","2023-12-15","http://www.cdisc.org","Code_371"
"Code","Radial Artery","C12838","8c2553a0-e5a9-45ed-be38-9734be9896c8","2023-12-15","http://www.cdisc.org","Code_372"
"Code","Anatomic Site","C13717","e3f7e63f-8d2e-4c47-9f37-2b737cc97888","2023-12-15","http://www.cdisc.org","Code_373"
"Code","Left","C25229","6e714101-66e5-4db1-a2e4-0e3ff92428ec","2023-12-15","http://www.cdisc.org","Code_374"
"Code","Right","C25228","1cb7bd4a-8b58-4aef-ac9a-3f87ace24ffd","2023-12-15","http://www.cdisc.org","Code_375"
"Code","Laterality","C25185","eef1131d-c61a-466f-9e3c-76a9c6ad24be","2023-12-15","http://www.cdisc.org","Code_376"
