"codeSystem","id","code","codeSystemVersion","decode","uuid:ID"
"NCI Thesaurus","Code_241","C82535","","Test Method","929d277f-b745-4f11-9910-25d7b004750f"
"NCI Thesaurus","Code_242","C83114","","Vital Signs Position","42ccdabb-8490-4a36-8b94-c1842ed495c4"
"NCI Thesaurus","Code_235","C25299","","Diastolic Blood Pressure","05f41ff6-d6ac-4f15-928a-f66b09fd0289"
"http://www.cdisc.org","Code_106","C174268","2023-09-29","Placebo Comparator Arm","67484c9c-44e1-493f-8bf3-b995669a5652"
"http://www.cdisc.org","Code_107","C188866","2023-09-29","Data Generated Within Study","64a32e08-db16-4ce5-bb2e-5f64bd8bb25c"
"http://www.cdisc.org","Code_108","C174267","2023-09-29","Active Comparator Arm","17fee0b1-8fde-4654-969d-5dd5ab80f368"
"http://www.cdisc.org","Code_109","C188866","2023-09-29","Data Generated Within Study","25b6edb5-a084-47ec-8b70-49aa089e690d"
"http://www.cdisc.org","Code_110","C174267","2023-09-29","Active Comparator Arm","7a319937-b5a8-4f56-bf07-5c0b1a097ad6"
"http://www.cdisc.org","Code_111","C188866","2023-09-29","Data Generated Within Study","df148b07-c869-474e-8ede-f71e5ecb0efd"
"http://www.cdisc.org","Code_119","C15228","2023-09-29","Double Blind Study","9aa9a036-1171-4e8b-90ae-f84754f33de2"
"http://www.cdisc.org","Code_112","C48262","2023-09-29","Trial Screening","ed42cb55-0523-466a-8384-ce103dbc3cb8"
"http://www.cdisc.org","Code_113","C101526","2023-09-29","Treatment Epoch","a86fc2b8-2afc-4682-a971-9fadb938cdbe"
"http://www.cdisc.org","Code_114","C101526","2023-09-29","Treatment Epoch","182b3020-de0a-4b42-9f01-b68bd2ff57b1"
"http://www.cdisc.org","Code_115","C101526","2023-09-29","Treatment Epoch","51894cea-1a66-4b58-9227-8fc3bf26e364"
"http://www.cdisc.org","Code_116","C99158","2023-09-29","Clinical Study Follow-up","902c6264-143a-4f58-8a60-bdf345edd32f"
"ICD-10-CM","Code_296","G30.9","1","Alzheimer's disease; unspecified","2f6e0f85-117b-4b35-a1ed-7f96c39f1fb1"
"SNOMED","Code_297","26929004","January 31, 2018","Alzheimer's disease","ac7650f8-7af1-49b9-b0f4-47a141c87433"
"http://www.cdisc.org","Code_300","C85826","2023-09-29","Trial Primary Objective","cdc47fc1-89cb-403a-92bb-8023df7a35e9"
"http://www.cdisc.org","Code_299","C94496","2023-09-29","Primary Endpoint","f0a85a90-dbed-4f1c-90f5-2591fd7f13e0"
"http://www.cdisc.org","Code_301","C94496","2023-09-29","Primary Endpoint","87eafba5-9c32-424b-82f8-8655d9afa08c"
"http://www.cdisc.org","Code_303","C85826","2023-09-29","Trial Primary Objective","6b46499f-85d6-442e-a554-544972d0a96c"
"http://www.cdisc.org","Code_302","C94496","2023-09-29","Primary Endpoint","6924f12b-54fa-4fba-b31c-6c47686f9b5a"
"http://www.cdisc.org","Code_304","C94496","2023-09-29","Primary Endpoint","8bd2ea6e-b2ed-4f59-aec7-9565b34efa5b"
"http://www.cdisc.org","Code_305","C94496","2023-09-29","Primary Endpoint","c0724a42-39ff-411d-9815-951dbdbc7b6d"
"http://www.cdisc.org","Code_307","C85827","2023-09-29","Trial Secondary Objective","d0766e63-077a-4932-9e3a-482e30a83080"
"http://www.cdisc.org","Code_306","C139173","2023-09-29","Secondary Endpoint","d8946b5f-7bcc-40d5-b515-fe2c9d2d3985"
"http://www.cdisc.org","Code_308","C139173","2023-09-29","Secondary Endpoint","8dc6d264-f3b5-4d6a-ab10-c6fde9b5ef3d"
"http://www.cdisc.org","Code_309","C139173","2023-09-29","Secondary Endpoint","d22e6dc0-1ba3-44ad-8657-225c9108b4e3"
"http://www.cdisc.org","Code_298","C49636","2023-09-29","Both","55c45670-1e2e-43d9-98f3-ac0ab079b204"
"http://www.cdisc.org","Code_10","C201264","2023-09-29","Before","018f88e3-afc1-4d38-b12f-1faf2c525947"
"http://www.cdisc.org","Code_11","C201265","2023-09-29","Start to Start","fa898e14-95fd-4f6c-8a5d-879a3c3bbe81"
"http://www.cdisc.org","Code_12","C201264","2023-09-29","Before","f4ddfeaa-f05d-400c-8e73-95aa544f1eb4"
"http://www.cdisc.org","Code_13","C201265","2023-09-29","Start to Start","0e06316c-38a2-4975-8653-1e8373f202b3"
"http://www.cdisc.org","Code_14","C201264","2023-09-29","Fixed Reference","e28a4b28-2dd3-4140-97d0-f8b26e2f82b3"
"http://www.cdisc.org","Code_15","C201265","2023-09-29","Start to Start","84f9bf08-812d-4af6-bf68-ba2700ff5a39"
"http://www.cdisc.org","Code_16","C201264","2023-09-29","After","c8b91d08-e151-4815-b503-24833bf2ae56"
"http://www.cdisc.org","Code_17","C201265","2023-09-29","Start to Start","9c176cd6-f050-43db-a24e-8b97243e0d74"
"http://www.cdisc.org","Code_18","C201264","2023-09-29","After","a53f81b8-e97a-48bf-b7e7-4506edff27ed"
"http://www.cdisc.org","Code_19","C201265","2023-09-29","Start to Start","3910e692-8098-42c5-8018-ddd1d69b408b"
"http://www.cdisc.org","Code_20","C201264","2023-09-29","After","360855cf-a60d-42a8-8e70-e4da31bd9a33"
"http://www.cdisc.org","Code_21","C201265","2023-09-29","Start to Start","adec89ca-3fd9-4a42-be8f-e5aae494c458"
"http://www.cdisc.org","Code_22","C201264","2023-09-29","After","d2b90baf-56ed-4320-9e08-b8d6bd12a758"
"http://www.cdisc.org","Code_23","C201265","2023-09-29","Start to Start","cba61139-113e-43e2-9ba2-f6a1bf3c53e3"
"http://www.cdisc.org","Code_24","C201264","2023-09-29","After","22c5f10d-3d5b-4f2f-a9c7-c7b467190d8f"
"http://www.cdisc.org","Code_25","C201265","2023-09-29","Start to Start","1dff7508-36ff-4864-877a-89d20abd339e"
"http://www.cdisc.org","Code_26","C201264","2023-09-29","After","b813a2d5-0f88-4092-87f3-d5351f8b7840"
"http://www.cdisc.org","Code_27","C201265","2023-09-29","Start to Start","5f67b576-0fa1-442d-9ddf-287d38c951f0"
"http://www.cdisc.org","Code_28","C201264","2023-09-29","After","0d4554ec-a764-45ab-9ade-c6265c7688c6"
"http://www.cdisc.org","Code_29","C201265","2023-09-29","Start to Start","7c91026c-63f9-44f5-83a3-602c8bf792da"
"http://www.cdisc.org","Code_30","C201264","2023-09-29","After","3b88edb1-b525-430e-aff6-7fa0756b26a1"
"http://www.cdisc.org","Code_31","C201265","2023-09-29","Start to Start","9986cb77-bf5e-4923-9c44-6a414cae6d23"
"http://www.cdisc.org","Code_32","C201264","2023-09-29","After","9933c52b-b03b-43a5-9a0e-1f8701577cf5"
"http://www.cdisc.org","Code_33","C201265","2023-09-29","Start to Start","7d93f6c8-7b7a-498a-98bd-d07b1e05bf52"
"http://www.cdisc.org","Code_34","C201264","2023-09-29","After","a3e232ad-fdf3-4250-80a6-5e4dc62e01f0"
"http://www.cdisc.org","Code_35","C201265","2023-09-29","Start to Start","629826d5-5fd7-40cd-9dc4-f5d3097c6165"
"http://www.cdisc.org","Code_36","C201264","2023-09-29","After","be45a42a-1f96-40dc-8b6c-51727a8a369f"
"http://www.cdisc.org","Code_37","C201265","2023-09-29","Start to Start","e133a77e-d6e6-4cfc-81b7-dcefa6cd0734"
"http://www.cdisc.org","Code_38","C201264","2023-09-29","After","be8df60e-b8f3-4edd-946d-f11a04aa9ee3"
"http://www.cdisc.org","Code_39","C201265","2023-09-29","Start to Start","549897a9-01aa-4505-9eba-b587cf54de99"
"http://www.cdisc.org","Code_40","C201264","2023-09-29","After","8ea868bc-f77b-46e4-ac52-389080aa5e45"
"http://www.cdisc.org","Code_41","C201265","2023-09-29","Start to Start","fb76f56a-5243-48fd-87d8-96e565659137"
"http://www.cdisc.org","Code_42","C201264","2023-09-29","Fixed Reference","85b89845-b3cb-46bd-bd28-3e7ca9af5af0"
"http://www.cdisc.org","Code_43","C201265","2023-09-29","Start to Start","8b43ae39-3b02-468e-aacf-40c712752047"
"http://www.cdisc.org","Code_44","C201264","2023-09-29","Fixed Reference","48115732-428d-4d76-8422-eea0466ebb76"
"http://www.cdisc.org","Code_45","C201265","2023-09-29","Start to Start","1e16e477-9ebc-408f-a434-206471e545e4"
"http://www.cdisc.org","Code_46","C201264","2023-09-29","Fixed Reference","f353f254-d42b-40f5-9c8b-8f0dfc7207d2"
"http://www.cdisc.org","Code_47","C201265","2023-09-29","Start to Start","d5c19ead-fe52-4ef8-9fa3-f433701a4775"
"http://www.cdisc.org","Code_48","C201264","2023-09-29","After","1a2a1e2a-1c64-45f5-8264-da26df95dbf9"
"http://www.cdisc.org","Code_49","C201265","2023-09-29","Start to Start","94fefc8d-fb1d-4eb7-9b07-31047dd7798e"
"http://www.cdisc.org","Code_50","C201264","2023-09-29","After","20afe49d-5cbd-4ba2-8825-9a37a5f65619"
"http://www.cdisc.org","Code_51","C201265","2023-09-29","End to Start","c5e47988-2136-4df9-9cd3-2138a214ecb8"
"http://www.cdisc.org","Code_52","C201264","2023-09-29","After","be43bd63-7138-4bb4-8121-7508a66bf5bc"
"http://www.cdisc.org","Code_53","C201265","2023-09-29","End to Start","a535489e-a179-43a5-98fd-822e64f09400"
"http://www.cdisc.org","Code_310","C25532","2023-09-29","Inclusion Criteria","ae00227f-d8f6-437e-ae66-5434fe745e5a"
"http://www.cdisc.org","Code_311","C25532","2023-09-29","Inclusion Criteria","6d7bbb31-f4f6-41c2-99cb-d749febf71ae"
"http://www.cdisc.org","Code_312","C25532","2023-09-29","Inclusion Criteria","4518f2bc-c858-4c8f-b4e3-46a15032b0be"
"http://www.cdisc.org","Code_313","C25370","2023-09-29","Exclusion Criteria","0ff93372-79d4-414e-a7ef-5b3dd563b339"
"http://www.cdisc.org","Code_4","C25508","2023-09-29","Final","66160abe-90ce-4e8c-859c-1b949ac685c5"
"http://www.cdisc.org","Code_7","C99903x1","2023-09-29","Protocol Effective Date","e567a96f-34c8-4257-8653-935e712058f0"
"http://www.cdisc.org","Code_9","C41129","2023-09-29","Region","036e1e7d-0dbd-4662-aa30-9a48fa8a87f4"
"ISO 3166 1 alpha3","Code_8","150","2020-08","Europe","dcc93f3b-7d11-4bb0-a18e-edcd1eed1fb0"
