"decode","codeSystemVersion","id","instanceType","uuid:ID","code","codeSystem"
"Disabling Adverse Event","2023-12-15","Code_169","Code","48614fd4-4afa-430c-b240-bf258c1cfc46","C113380","http://www.cdisc.org"
"No","2023-12-15","Code_170","Code","1a73ee4d-07ab-433b-8bf4-7af38544a055","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_171","Code","31f7ab08-d691-4614-aabe-45bdd0eecc4f","C49488","http://www.cdisc.org"
"Death Related to Adverse Event","2023-12-15","Code_172","Code","47bb6f17-cb9f-4753-b347-deb254aa5105","C48275","http://www.cdisc.org"
"No","2023-12-15","Code_173","Code","0723d2ee-f4cc-4473-bb1e-2152339fe4eb","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_174","Code","efd33d1e-0afd-4297-8ac6-1803d3543745","C49488","http://www.cdisc.org"
"Adverse Event associated with Hospitalization","2023-12-15","Code_175","Code","83b8eac8-4ff9-4a04-97e0-c236b0fce4b5","C83052","http://www.cdisc.org"
"No","2023-12-15","Code_176","Code","8f9dfe72-7afd-4180-b6ff-c83af4dc2e4e","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_177","Code","ed27342e-fd80-4b50-93ba-c0e76f302603","C49488","http://www.cdisc.org"
"Life Threatening Adverse Event","2023-12-15","Code_178","Code","6259cb71-1e0a-471f-9200-b472eb2f6b89","C84266","http://www.cdisc.org"
"No","2023-12-15","Code_179","Code","b6f612a8-2c8a-453c-91a3-eb0db2ba50cd","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_180","Code","ffdee832-f1a3-4140-939c-fbe5aa679c5e","C49488","http://www.cdisc.org"
"Adverse Event Occurred with Overdose","2023-12-15","Code_181","Code","06b770b0-8dbd-421d-9987-93fba6a5fbef","C83214","http://www.cdisc.org"
"No","2023-12-15","Code_182","Code","35324180-3e53-442f-955f-d1ac82129d31","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_183","Code","10533e85-2fab-4165-a24b-881504335cd6","C49488","http://www.cdisc.org"
"Adverse Event Associated with Serious Medical Event","2023-12-15","Code_184","Code","1541466b-f875-49f9-b34e-c83a17e67845","C83053","http://www.cdisc.org"
"No","2023-12-15","Code_185","Code","d97f6f60-bf93-47aa-a273-bdf98e60697b","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_186","Code","abb567a2-220a-45af-b072-a6e6ff4f8e20","C49488","http://www.cdisc.org"
"Adverse Event Concomitant Treatment","2023-12-15","Code_187","Code","128d8cbf-d500-4612-bc90-cad29f4c8418","C83199","http://www.cdisc.org"
"Adverse Event Start Date Time","2023-12-15","Code_188","Code","fb07c452-870b-45d1-b6d5-192443c04174","C83215","http://www.cdisc.org"
"Adverse Event End Date Time","2023-12-15","Code_189","Code","62142b85-cbea-4975-863a-48df4b18b78b","C83201","http://www.cdisc.org"
"Solicited Adverse Event","2023-12-15","Code_190","Code","e1fba213-2893-462b-af03-6309f54f89c0","C179175","http://www.cdisc.org"
"SYSBP","2023-12-15","Code_191","Code","a0236794-acba-48a7-9ae6-9b933203e86d","C25298","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","Code_192","Code","7d1f875c-96ce-49d2-bf07-6c25e838c68b","C77140","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","Code_193","Code","7ec4c41d-265a-4888-ac94-0448f884cb25","C49669","http://www.cdisc.org"
"Sitting","2023-12-15","Code_194","Code","fe43a57f-2f7c-4a7b-a352-ca66263c440f","C62122","http://www.cdisc.org"
"Standing","2023-12-15","Code_195","Code","45bd753e-1cc0-4757-b908-b04bc6fa8d70","C62166","http://www.cdisc.org"
"Supine Position","2023-12-15","Code_196","Code","c1eb7480-0824-439e-93d2-72ccaea330cf","C62167","http://www.cdisc.org"
"Body Position","2023-12-15","Code_197","Code","53550faa-39b0-4ef1-ab21-7a15fd6d7107","C62164","http://www.cdisc.org"
"Brachial Artery","2023-12-15","Code_198","Code","fd5efcac-28dd-464c-8b96-4f679ef65bff","C12681","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","Code_199","Code","5b8678e9-87e3-4df6-9eef-3f8c2b62c3d0","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","Code_200","Code","1802adfe-23cb-44ab-8ac7-0236989b89b4","C32478","http://www.cdisc.org"
"Femoral Artery","2023-12-15","Code_201","Code","923e8fc5-302b-415a-92db-5eb654e90a5c","C12715","http://www.cdisc.org"
"Radial Artery","2023-12-15","Code_202","Code","f002a70d-2a89-4a48-a396-c6215053acb0","C12838","http://www.cdisc.org"
"Anatomic Site","2023-12-15","Code_203","Code","a514c0fe-6253-49bd-b6c4-3ba81744d9ae","C13717","http://www.cdisc.org"
"Left","2023-12-15","Code_204","Code","5c6c9b8e-3a7c-46ad-8727-7ea25e423a9a","C25229","http://www.cdisc.org"
"Right","2023-12-15","Code_205","Code","f6c1eb7e-8b2d-4441-afc6-6767f6df1022","C25228","http://www.cdisc.org"
"Laterality","2023-12-15","Code_206","Code","63f173cf-a046-45a6-b8f6-869118a469a4","C25185","http://www.cdisc.org"
"SYSBP","2023-12-15","Code_207","Code","8a61df5c-f287-4d0a-8377-1f6dd2d61c22","C25298","http://www.cdisc.org"
"DIABP","2023-12-15","Code_208","Code","a431671c-53d3-40c9-974d-407a1cd8b183","C25299","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","Code_209","Code","d31e6a91-8951-4f43-881d-ebfab094c14d","C77140","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","Code_210","Code","ff2c25eb-4df3-4a4a-a097-ef0648a67330","C49669","http://www.cdisc.org"
"Sitting","2023-12-15","Code_211","Code","572ea62d-0790-4827-889e-740462801d67","C62122","http://www.cdisc.org"
"Standing","2023-12-15","Code_212","Code","c5da8c68-f9ee-40b9-8d64-c6569be163bb","C62166","http://www.cdisc.org"
"Supine Position","2023-12-15","Code_213","Code","2927eac4-c965-4517-8a02-465cc55cce7c","C62167","http://www.cdisc.org"
"Body Position","2023-12-15","Code_214","Code","344ad7cd-a93c-40f1-a5d6-6d31effa4e9b","C62164","http://www.cdisc.org"
"Brachial Artery","2023-12-15","Code_215","Code","aa78cb77-9ffd-4a21-a5cb-17197ddff073","C12681","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","Code_216","Code","3caf756e-c0d1-4b8e-a164-d4bf609c43dc","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","Code_217","Code","0311c604-561a-436a-95bf-85011e705ec3","C32478","http://www.cdisc.org"
"Femoral Artery","2023-12-15","Code_218","Code","14ebe474-abbb-4ffd-af95-45c3d6d7bd24","C12715","http://www.cdisc.org"
"Radial Artery","2023-12-15","Code_219","Code","421fac4b-6142-402f-9bfe-3c586fd39a84","C12838","http://www.cdisc.org"
"Anatomic Site","2023-12-15","Code_220","Code","2a9c7033-de07-4a07-b334-48f57ee6f469","C13717","http://www.cdisc.org"
"Left","2023-12-15","Code_221","Code","fdaf6041-15eb-420d-8d18-d16e0b553027","C25229","http://www.cdisc.org"
"Right","2023-12-15","Code_222","Code","413281fe-4e8c-4657-bec1-dbfb8facc3d0","C25228","http://www.cdisc.org"
"Laterality","2023-12-15","Code_223","Code","4e89c301-5015-4110-8733-4039195770fb","C25185","http://www.cdisc.org"
"DIABP","2023-12-15","Code_224","Code","c687f604-af88-4064-97d7-3e19cbee7ae3","C25299","http://www.cdisc.org"
"TEMP","2023-12-15","Code_225","Code","06e9193a-3ae2-4ada-aa58-1f230f7eab2e","C174446","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","Code_226","Code","733781f7-4363-4e2b-8607-815b5ec4a911","C77140","http://www.cdisc.org"
"Degree Celsius","2023-12-15","Code_227","Code","b1021e73-7c89-40f5-87c1-2d91884569f0","C42559","http://www.cdisc.org"
"Degree Fahrenheit","2023-12-15","Code_228","Code","c03befc7-477a-4a1e-aead-dffc36f148fa","C44277","http://www.cdisc.org"
"Kelvin","2023-12-15","Code_229","Code","a9ad9431-d801-4957-9b21-1d73cca0ac00","C42537","http://www.cdisc.org"
"Unit of Temperature","2023-12-15","Code_230","Code","38df275e-32a7-4750-8f00-1ab075893fa6","C44276","http://www.cdisc.org"
"Axilla","2023-12-15","Code_231","Code","df97d246-2153-4e43-93f6-a9886008ed58","C12674","http://www.cdisc.org"
"Ear","2023-12-15","Code_232","Code","e97d20c8-2b31-4ebf-beeb-c83d0cc4618b","C12394","http://www.cdisc.org"
"Forehead","2023-12-15","Code_233","Code","9718bdc7-206e-4b8b-bd09-5d7e31f4f4b0","C89803","http://www.cdisc.org"
"Oral Cavity","2023-12-15","Code_234","Code","764654fd-c273-4438-8259-14150c24f0ac","C12421","http://www.cdisc.org"
"Rectum","2023-12-15","Code_235","Code","4e6a87c6-4134-4824-af6c-4241503d8caa","C12390","http://www.cdisc.org"
"Anatomic Site","2023-12-15","Code_236","Code","71a6e0a3-4822-4abf-b49e-fda08bb9e55a","C13717","http://www.cdisc.org"
"TEMP","2023-12-15","Code_237","Code","bb40476d-3e77-4e54-ba41-2db1b5bc4071","C174446","http://www.cdisc.org"
"WEIGHT","2023-12-15","Code_238","Code","4b6e0fcf-6fb9-4dbf-8a41-d88c8f7d2394","C25208","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","Code_239","Code","9df34339-0f6e-41c9-bde5-2ed075423c3a","C77140","http://www.cdisc.org"
"Pound","2023-12-15","Code_240","Code","9b150f3a-c25e-42a9-ba30-5134f7dc0882","C48531","http://www.cdisc.org"
"Gram","2023-12-15","Code_241","Code","7de115e8-1199-40e7-88a8-5dd9eff579e5","C48155","http://www.cdisc.org"
"Kilogram","2023-12-15","Code_242","Code","59d8d449-f056-431c-8e12-7d01f3186854","C28252","http://www.cdisc.org"
"Unit of Weight","2023-12-15","Code_243","Code","00af9461-93e5-48aa-b7d3-fcbe6e4d208c","C48208","http://www.cdisc.org"
"WEIGHT","2023-12-15","Code_244","Code","8c5b1209-47f2-4da7-a95a-e0ee35eeafb1","C25208","http://www.cdisc.org"
"HEIGHT","2023-12-15","Code_245","Code","e1ea6048-eefe-4b13-96d6-d7a3f672f928","C25347","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","Code_246","Code","23d3c2b1-67ab-465c-a0fe-829516851785","C77140","http://www.cdisc.org"
"Centimeter","2023-12-15","Code_247","Code","dab8b4d5-8761-4e95-bec8-1d8989ca2790","C49668","http://www.cdisc.org"
"Inch","2023-12-15","Code_248","Code","d589528a-80ab-485d-bf83-3eed94c12e35","C48500","http://www.cdisc.org"
"Meter","2023-12-15","Code_249","Code","b5a2591b-fac5-44ee-bd29-2120499d7d3e","C41139","http://www.cdisc.org"
"Unit of Height","2023-12-15","Code_250","Code","0ea8b9ae-a91d-435f-9feb-bd047033b64a","C168688","http://www.cdisc.org"
"HEIGHT","2023-12-15","Code_251","Code","b2a6a82e-f0af-4710-94c6-b2976165fd63","C25347","http://www.cdisc.org"
"ALT","2023-12-15","Code_252","Code","ceafd925-6eef-4ad1-a329-7098722e20aa","C64433","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","Code_253","Code","769f3d89-7f71-489d-bae5-7061311a15a6","C36292","http://www.cdisc.org"
"Unit per Liter","2023-12-15","Code_254","Code","4527fe2f-c353-4448-8fa3-9eab6dee1822","C67456","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","Code_255","Code","4716f838-2cd7-4bbe-a483-67d654516371","C67397","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","Code_256","Code","cb775684-7dbb-4783-b263-7740053d4584","C67376","http://www.cdisc.org"
"Nanokatal per Liter","2023-12-15","Code_257","Code","58dc1fdd-60c1-4f92-b4cf-14cdf35d1eb5","C70510","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","Code_258","Code","8ffea76c-a738-4245-8285-f5323c404d4c","C67365","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","Code_259","Code","a129aae9-bd7d-4455-8bbc-0ff985fd56ce","C70713","http://www.cdisc.org"
"No","2023-12-15","Code_260","Code","d245081f-cd47-4c62-81cc-94fee6872f49","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_261","Code","b202e048-f204-4fc0-863c-dd46119cce67","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","Code_262","Code","c8910db1-e015-424b-b51f-8aaf42e3ddf9","C83309","http://www.cdisc.org"
"ALT","2023-12-15","Code_263","Code","c636bd8d-818d-42f4-94b1-6ef7d99a96c9","C64433","http://www.cdisc.org"
"ALB","2023-12-15","Code_264","Code","7bbd9050-a685-4f03-ae18-112a14bc82b0","C64431","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","Code_265","Code","f628ca7a-1b8c-45eb-9183-a0878bc12af3","C36292","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","Code_266","Code","d7094989-3cf0-49f1-92ef-860c5cfe219d","C70713","http://www.cdisc.org"
"No","2023-12-15","Code_267","Code","5815a65d-f876-429c-bf81-32bd96cf9384","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_268","Code","5255d406-5fe2-458d-a1c1-ed4201c36219","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","Code_269","Code","85b86cda-6575-4f4a-8d76-b07d747f605b","C83309","http://www.cdisc.org"
"ALB","2023-12-15","Code_270","Code","32e08348-ad4c-4521-a31c-0a550b757361","C64431","http://www.cdisc.org"
"ALP","2023-12-15","Code_271","Code","964d01a1-8681-41ac-9aa5-d38f457aeaa7","C64432","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","Code_272","Code","55512c4f-c71f-46dd-9da8-0134ab39f338","C36292","http://www.cdisc.org"
"Unit per Liter","2023-12-15","Code_273","Code","c8e9df85-7b37-496e-b50d-c9225f93de34","C67456","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","Code_274","Code","738c18e0-6746-483b-a707-f49dab6fbe5e","C67397","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","Code_275","Code","843287cb-9148-441f-b6ae-aadcccc8c2cb","C67376","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","Code_276","Code","810af68e-5fa9-4843-83bf-4bf75dc663fc","C67365","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","Code_277","Code","783cfbf8-6b98-42f7-9dbb-8063a8df0040","C70713","http://www.cdisc.org"
"No","2023-12-15","Code_278","Code","d5612547-ba8c-42bc-bbf2-5cd3c369f823","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_279","Code","040b545b-f722-4e2b-b2aa-f11c11bcbf8c","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","Code_280","Code","1858c850-d738-47b3-a601-e9ccc0f8e73f","C83309","http://www.cdisc.org"
"ALP","2023-12-15","Code_281","Code","fc0689d1-322b-4ee3-8c69-93933cd5d43b","C64432","http://www.cdisc.org"
"AST","2023-12-15","Code_282","Code","3c22b574-992f-4cd4-8bf3-72fad8f383aa","C64467","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","Code_283","Code","0f72b0ba-fffc-4558-97e1-f4055d537634","C36292","http://www.cdisc.org"
"Unit per Liter","2023-12-15","Code_284","Code","9eb40e94-aca4-48c7-a4f5-e7ab86133c3f","C67456","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","Code_285","Code","59e37883-2a16-4b37-b9b3-99611cde8a90","C67397","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","Code_286","Code","b61484da-7708-447f-bde9-1dd08f0010af","C67376","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","Code_287","Code","72389cad-1e2e-48ad-8a77-f3fd42747de8","C67365","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","Code_288","Code","8d9561e9-6cdc-4aa5-8d58-61eb07864b0a","C70713","http://www.cdisc.org"
"No","2023-12-15","Code_289","Code","a519b2bf-182c-44f7-aacf-229c6851f185","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_290","Code","415936c7-6adb-4983-b537-3de4bbf0abc2","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","Code_291","Code","e7253f79-d660-4b48-9507-a4d9a47592b0","C83309","http://www.cdisc.org"
"AST","2023-12-15","Code_292","Code","44f1599a-2e8e-4086-aeef-75c00a2849e6","C64467","http://www.cdisc.org"
"CREAT","2023-12-15","Code_293","Code","85319d5e-c4b6-4c15-8694-befb2f26750a","C64547","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","Code_294","Code","88dc5755-395b-467d-b8f2-234058e8a8d5","C36292","http://www.cdisc.org"
"Milligram per Deciliter","2023-12-15","Code_295","Code","3f5d2da7-178b-4403-8b02-c367c960a59a","C67015","http://www.cdisc.org"
"Microgram per Milliliter","2023-12-15","Code_296","Code","89864de4-8fba-4141-9373-65d6d5377ac4","C64572","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","Code_297","Code","805f78b5-2af8-424a-8c62-34bb3a7a0490","C64387","http://www.cdisc.org"
"Micromole per Liter","2023-12-15","Code_298","Code","b2166c29-0060-41bf-b975-f191274d9b2b","C48508","http://www.cdisc.org"
"Unit of Concentration","2023-12-15","Code_299","Code","88a2bf14-30ef-4147-b374-7680516cdea6","C48207","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","Code_300","Code","c1e566f0-3d2e-4e33-b11c-739aea45a12d","C70713","http://www.cdisc.org"
"No","2023-12-15","Code_301","Code","fb50aded-77e9-41ab-9d14-c2ffa0bff18d","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_302","Code","74423121-6d0b-4c14-a26f-ff91d006b51a","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","Code_303","Code","97e30b5e-aeb8-44d4-80a0-c8d15813b7de","C83309","http://www.cdisc.org"
"CREAT","2023-12-15","Code_304","Code","fc61c8e1-0b48-476b-80af-96d8fb6e94f7","C64547","http://www.cdisc.org"
"K","2023-12-15","Code_305","Code","b4eb8695-c85d-4d02-b814-4880938772a4","C64853","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","Code_306","Code","48125d5b-8074-41bc-89fc-d00bcdd4be27","C36292","http://www.cdisc.org"
"Milliequivalent per Liter","2023-12-15","Code_307","Code","6f02a544-1f29-4946-98df-92b4729e9409","C67474","http://www.cdisc.org"
"Milliequivalent per Deciliter","2023-12-15","Code_308","Code","e5909e6c-337c-4fef-a8f0-10f50ed1b7bd","C67473","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","Code_309","Code","c25de35c-8102-47c1-a30d-14f33ba12f63","C64387","http://www.cdisc.org"
"Molarity Unit","2023-12-15","Code_310","Code","9fb7fb1e-357f-4371-9aa3-edb57ccc4175","C64567","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","Code_311","Code","b020626d-108e-4cc2-8c7d-b46e9df28729","C70713","http://www.cdisc.org"
"No","2023-12-15","Code_312","Code","7b73490b-6a62-467c-9c67-b98dbb670ae6","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_313","Code","a5b24aff-1591-44dc-8fdc-4bc8ab98fa8d","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","Code_314","Code","92d87cf2-d8dc-46d2-b7d5-f14b323f6259","C83309","http://www.cdisc.org"
"K","2023-12-15","Code_315","Code","74969b79-3361-4a58-8199-891ae0a34b32","C64853","http://www.cdisc.org"
"SODIUM","2023-12-15","Code_316","Code","3b859dfb-1555-4460-82b2-cfe1474e8f30","C64809","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","Code_317","Code","45c85a8a-a3a0-47f8-8101-e363227df68f","C36292","http://www.cdisc.org"
"Milliequivalent per Liter","2023-12-15","Code_318","Code","79de138d-7efc-4080-8989-0eda17a09543","C67474","http://www.cdisc.org"
"Milliequivalent per Deciliter","2023-12-15","Code_319","Code","d8a8ecb3-85b7-47ed-8416-61c7b0376a75","C67473","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","Code_320","Code","cc4739a4-41cf-4c6a-8aa6-0aa5d208a0f4","C64387","http://www.cdisc.org"
"Molarity Unit","2023-12-15","Code_321","Code","a71585c5-2c85-49c3-a49f-5912af6b34e7","C64567","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","Code_322","Code","72601bd1-0ef6-4968-87f8-1e39021a5259","C70713","http://www.cdisc.org"
"No","2023-12-15","Code_323","Code","edead399-22b2-4b53-9fc9-32046198afca","C49487","http://www.cdisc.org"
"Yes","2023-12-15","Code_324","Code","c3bb7816-a998-49dc-8882-bbb97a134a0e","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","Code_325","Code","fe7d441a-05db-427f-82cc-1ab2f9c41586","C83309","http://www.cdisc.org"
"SODIUM","2023-12-15","Code_326","Code","083e9a78-6568-410f-ba44-1cae000b893f","C64809","http://www.cdisc.org"
"SYSBP","2023-12-15","Code_327","Code","930c812b-59bf-4b05-be9b-29478ad377e7","C25298","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","Code_328","Code","1da96153-4bed-42df-aae2-ea9467121204","C77140","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","Code_329","Code","2835f249-4c20-4424-8fad-7d19ec2588c9","C49669","http://www.cdisc.org"
"Sitting","2023-12-15","Code_330","Code","19ed1044-2c39-4412-80ad-f1b37e646c89","C62122","http://www.cdisc.org"
"Standing","2023-12-15","Code_331","Code","4a800272-1f62-4e66-aac2-ea57e8be4c3b","C62166","http://www.cdisc.org"
"Supine Position","2023-12-15","Code_332","Code","bb25c7cc-26a8-4f5d-a1f7-bf9d0df9b600","C62167","http://www.cdisc.org"
"Body Position","2023-12-15","Code_333","Code","d34424a0-1714-432a-b7b9-751fad1e94a4","C62164","http://www.cdisc.org"
"Brachial Artery","2023-12-15","Code_334","Code","d576912c-d9bb-447c-a340-3761de8ee59a","C12681","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","Code_335","Code","70f83654-58b5-401f-af5f-d8812f0b8497","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","Code_336","Code","f0f202e6-37c4-4efe-b0e5-35b427896815","C32478","http://www.cdisc.org"
"Femoral Artery","2023-12-15","Code_337","Code","10c6a793-ab47-4495-ae6d-7492623ea41d","C12715","http://www.cdisc.org"
"Radial Artery","2023-12-15","Code_338","Code","d29dd1da-6bcf-425b-a544-e7f300428383","C12838","http://www.cdisc.org"
"Anatomic Site","2023-12-15","Code_339","Code","5a76c7b6-b6b2-4337-a3be-6226d4c277d5","C13717","http://www.cdisc.org"
"Left","2023-12-15","Code_340","Code","3ae725fc-72df-4b1b-83d4-2c309587e8af","C25229","http://www.cdisc.org"
"Right","2023-12-15","Code_341","Code","0eddf9d9-fd67-46eb-83a5-c380b4fa1057","C25228","http://www.cdisc.org"
"Laterality","2023-12-15","Code_342","Code","6b78be82-a0b6-43ae-a680-524e00c2cf9d","C25185","http://www.cdisc.org"
"SYSBP","2023-12-15","Code_343","Code","9f9a6a94-edb0-4b7e-920a-ef52dc0f76c1","C25298","http://www.cdisc.org"
"DIABP","2023-12-15","Code_344","Code","5e674937-9a9a-41e9-9ca6-d2634a0e3c38","C25299","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","Code_345","Code","a715d82a-089e-4039-89b5-28e5c799f359","C77140","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","Code_346","Code","d6024371-ad50-4a3d-ac82-38e23323beda","C49669","http://www.cdisc.org"
"Sitting","2023-12-15","Code_347","Code","3e910b89-a070-4c72-9d67-03fd31b168b4","C62122","http://www.cdisc.org"
"Standing","2023-12-15","Code_348","Code","083baa3c-4003-420c-878a-f42c7b34908c","C62166","http://www.cdisc.org"
"Supine Position","2023-12-15","Code_349","Code","e30925c8-abdf-472a-842b-a4406c0e0385","C62167","http://www.cdisc.org"
"Body Position","2023-12-15","Code_350","Code","7e5017e5-ba83-4a68-adfe-5e084c2001c3","C62164","http://www.cdisc.org"
"Brachial Artery","2023-12-15","Code_351","Code","85a63fd2-abdd-48b4-8c6a-ca855c07ad3a","C12681","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","Code_352","Code","9a3a38b8-dbec-4332-aa18-1bbeb58af326","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","Code_353","Code","1dcaea47-b7a2-4e09-8488-41425f881abe","C32478","http://www.cdisc.org"
"Femoral Artery","2023-12-15","Code_354","Code","02329915-3109-4d46-99b1-7ec3ccd0dac7","C12715","http://www.cdisc.org"
"Radial Artery","2023-12-15","Code_355","Code","10291b43-14de-4390-9fca-c75dbe5ac2b2","C12838","http://www.cdisc.org"
"Anatomic Site","2023-12-15","Code_356","Code","e3ec8153-7798-43e7-aba6-602ebc2959d0","C13717","http://www.cdisc.org"
"Left","2023-12-15","Code_357","Code","7c2fc7a4-4f01-4f96-9511-de3c23291cce","C25229","http://www.cdisc.org"
"Right","2023-12-15","Code_358","Code","88ac6fe0-1a21-47de-b643-9fcf4117a81f","C25228","http://www.cdisc.org"
"Laterality","2023-12-15","Code_359","Code","bd9272c3-35ac-4238-a379-8c175970a214","C25185","http://www.cdisc.org"
"DIABP","2023-12-15","Code_360","Code","2d56ceb2-59a6-4d51-a0e7-60ab2b544cbd","C25299","http://www.cdisc.org"
"HR","2023-12-15","Code_361","Code","c349f26a-b30f-4514-a95f-0495f614229d","C49677","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","Code_362","Code","06ec5f17-4118-482d-b2db-f9b38d42a0fd","C77140","http://www.cdisc.org"
"Count per Minute","2023-12-15","Code_363","Code","f3fab1b5-8319-4545-a843-666ade13c86b","C73688","http://www.cdisc.org"
"Sitting","2023-12-15","Code_364","Code","fc67b5de-40ca-40b6-bc20-2cdbfa771ae1","C62122","http://www.cdisc.org"
"Standing","2023-12-15","Code_365","Code","602bf2b1-f570-4db0-9ff7-4a65be6b4bb1","C62166","http://www.cdisc.org"
"Supine Position","2023-12-15","Code_366","Code","c6510ff1-95fa-40bf-8761-1efa6b56075b","C62167","http://www.cdisc.org"
"Body Position","2023-12-15","Code_367","Code","6303b43d-ef55-407a-9234-e2d70bfd0ad0","C62164","http://www.cdisc.org"
"Brachial Artery","2023-12-15","Code_368","Code","7a0cc150-8055-4fe5-8947-32784d7a113e","C12681","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","Code_369","Code","7614ef69-f9cd-4143-809b-da3523ad77c3","C12687","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","Code_370","Code","a514c27a-37b8-4df2-bd2c-fa85f11ee656","C32478","http://www.cdisc.org"
"Femoral Artery","2023-12-15","Code_371","Code","929775f5-16b1-43b7-a123-d544b5f19f3f","C12715","http://www.cdisc.org"
"Radial Artery","2023-12-15","Code_372","Code","901a49ec-328b-4acb-9ece-95d3e6c1cdf3","C12838","http://www.cdisc.org"
"Anatomic Site","2023-12-15","Code_373","Code","319f856f-88be-4bf3-a31c-e697ce691f5b","C13717","http://www.cdisc.org"
"Left","2023-12-15","Code_374","Code","f997c43a-13dd-4792-ae63-45f727c4f3fc","C25229","http://www.cdisc.org"
"Right","2023-12-15","Code_375","Code","1c371248-1e22-49c6-99f2-21706dd6e0be","C25228","http://www.cdisc.org"
"Laterality","2023-12-15","Code_376","Code","6f9a46a0-c695-4b85-8840-33dcb02301d3","C25185","http://www.cdisc.org"
"HR","2023-12-15","Code_377","Code","36c69232-e4f0-4dd2-b631-37ddf2ca3583","C49677","http://www.cdisc.org"
"SYSBP","2023-12-15","Code_378","Code","877d0dc7-fc9b-4bbb-b652-8143f44d00f1","C25298","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","Code_379","Code","15e4deaa-aa77-420b-aebb-a9767e598be9","C77140","http://www.cdisc.org"
