"decode","codeSystemVersion","uuid:ID","instanceType","code","id","codeSystem"
"Yes","2023-12-15","d46ffd03-8b83-4d1b-b29d-732fb87c97c9","Code","C49488","Code_168","http://www.cdisc.org"
"Disabling Adverse Event","2023-12-15","3eea15ea-82f5-4df7-9d3a-dd69e0d91fda","Code","C113380","Code_169","http://www.cdisc.org"
"No","2023-12-15","6dc9c52c-ac36-4c97-9e13-a40be1d962f5","Code","C49487","Code_170","http://www.cdisc.org"
"Yes","2023-12-15","e8b0c094-6cfb-4f62-83f2-f5368cb3b781","Code","C49488","Code_171","http://www.cdisc.org"
"Death Related to Adverse Event","2023-12-15","7b7238bf-d8fc-4e37-9836-8fa0a63714b2","Code","C48275","Code_172","http://www.cdisc.org"
"No","2023-12-15","286f5b17-e6a6-48fb-a990-51aa87177ab4","Code","C49487","Code_173","http://www.cdisc.org"
"Yes","2023-12-15","9fd25e25-5c59-4f20-a731-5bb3281dfce7","Code","C49488","Code_174","http://www.cdisc.org"
"Adverse Event associated with Hospitalization","2023-12-15","8167efa6-79e0-4333-9a8b-1580e21eff7f","Code","C83052","Code_175","http://www.cdisc.org"
"No","2023-12-15","666346b3-daa1-4db2-8421-69f2bf222dd8","Code","C49487","Code_176","http://www.cdisc.org"
"Yes","2023-12-15","1bca8293-bd5d-453d-ad82-db3251f92d89","Code","C49488","Code_177","http://www.cdisc.org"
"Life Threatening Adverse Event","2023-12-15","70d7392d-aea5-429b-b139-3c12f526351c","Code","C84266","Code_178","http://www.cdisc.org"
"No","2023-12-15","4ef41fea-78b3-4c95-b0b5-bd78c868f31d","Code","C49487","Code_179","http://www.cdisc.org"
"Yes","2023-12-15","4ee784ca-2b1c-4f7c-b99f-5147a8aa55aa","Code","C49488","Code_180","http://www.cdisc.org"
"Adverse Event Occurred with Overdose","2023-12-15","9a08f12d-333c-4c49-9f2e-92726d3c61e8","Code","C83214","Code_181","http://www.cdisc.org"
"No","2023-12-15","1ec6e637-0d0c-4d46-a7d4-81b3bb7d8dd1","Code","C49487","Code_182","http://www.cdisc.org"
"Yes","2023-12-15","7b0f6047-dd67-44f0-9a7b-4d5c2c13e323","Code","C49488","Code_183","http://www.cdisc.org"
"Adverse Event Associated with Serious Medical Event","2023-12-15","bfa4053d-1a81-4c72-8268-dd958d734082","Code","C83053","Code_184","http://www.cdisc.org"
"No","2023-12-15","4dd20f1f-8e13-4f37-ac56-e98a82009b40","Code","C49487","Code_185","http://www.cdisc.org"
"Yes","2023-12-15","87a05c3d-c588-41f6-91d4-aa3efe618fc2","Code","C49488","Code_186","http://www.cdisc.org"
"Adverse Event Concomitant Treatment","2023-12-15","36c37cef-005e-42b3-9307-fe41fb985fe0","Code","C83199","Code_187","http://www.cdisc.org"
"Adverse Event Start Date Time","2023-12-15","8ed78f85-ac7f-482d-8ffe-22e62671a85e","Code","C83215","Code_188","http://www.cdisc.org"
"Adverse Event End Date Time","2023-12-15","f37fdf77-d32c-4190-812b-95d13d182d62","Code","C83201","Code_189","http://www.cdisc.org"
"Solicited Adverse Event","2023-12-15","863ac238-7e8b-4dba-af3d-cae7e158f338","Code","C179175","Code_190","http://www.cdisc.org"
"SYSBP","2023-12-15","07cbf7cf-8486-4556-a8f8-c8f137f43c29","Code","C25298","Code_191","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","00dd15e9-556c-4885-85b9-de70436f3f55","Code","C77140","Code_192","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","d3c6baf0-9384-496a-b7ba-7773beb4ba76","Code","C49669","Code_193","http://www.cdisc.org"
"Sitting","2023-12-15","54132e9d-02b8-4103-8434-fef9361bdaab","Code","C62122","Code_194","http://www.cdisc.org"
"Standing","2023-12-15","ff12d9ac-2529-4b99-b110-c2b813c652ba","Code","C62166","Code_195","http://www.cdisc.org"
"Supine Position","2023-12-15","5adce65b-24db-466d-8f8b-f4f0e407cff4","Code","C62167","Code_196","http://www.cdisc.org"
"Body Position","2023-12-15","c89d4bb7-e533-4ed8-8f46-77154d66c3a7","Code","C62164","Code_197","http://www.cdisc.org"
"Brachial Artery","2023-12-15","980c9a38-75c8-4be3-b068-70beb1b7e413","Code","C12681","Code_198","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","43cc8119-7c48-4773-991b-fcb696e8fbed","Code","C12687","Code_199","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","98222f33-a474-4edc-ba6c-d7ca0eb88ea5","Code","C32478","Code_200","http://www.cdisc.org"
"Femoral Artery","2023-12-15","b4521ee9-7a16-4dd0-8ec2-7fba2a2a0925","Code","C12715","Code_201","http://www.cdisc.org"
"Radial Artery","2023-12-15","9e65b82a-59a3-481e-b64c-ff88754b49b1","Code","C12838","Code_202","http://www.cdisc.org"
"Anatomic Site","2023-12-15","eee42362-74ab-42ac-8cc9-c88b962e826c","Code","C13717","Code_203","http://www.cdisc.org"
"Left","2023-12-15","8ba9516a-26b4-43b3-82ad-d1450264f67f","Code","C25229","Code_204","http://www.cdisc.org"
"Right","2023-12-15","ccbd4409-391c-4c7e-8c48-ec5a30fc010a","Code","C25228","Code_205","http://www.cdisc.org"
"Laterality","2023-12-15","610521ae-0c08-4641-a278-cc963bcbf3f3","Code","C25185","Code_206","http://www.cdisc.org"
"SYSBP","2023-12-15","23f69b7e-da90-456f-8911-f1bf69b6fc53","Code","C25298","Code_207","http://www.cdisc.org"
"DIABP","2023-12-15","f573127c-3596-46fc-8602-c8c08a0b6c3d","Code","C25299","Code_208","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","ff797907-2a9d-4339-b013-df92d52ee200","Code","C77140","Code_209","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","ba1575cd-152d-49d4-b4e7-29d2cefc1261","Code","C49669","Code_210","http://www.cdisc.org"
"Sitting","2023-12-15","081a2a94-36a1-4e72-93f4-c5f88949ff8a","Code","C62122","Code_211","http://www.cdisc.org"
"Standing","2023-12-15","b158ce22-e727-405f-a6b4-17e13275d480","Code","C62166","Code_212","http://www.cdisc.org"
"Supine Position","2023-12-15","8a756f07-21ad-4b5e-9af6-45650700954a","Code","C62167","Code_213","http://www.cdisc.org"
"Body Position","2023-12-15","22676b3a-188f-4daf-9d51-7c7142b1e01b","Code","C62164","Code_214","http://www.cdisc.org"
"Brachial Artery","2023-12-15","ae3b9379-35a7-48bf-9195-c95d288d31a0","Code","C12681","Code_215","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","887e9994-cde3-4aed-ab96-f6070621aaff","Code","C12687","Code_216","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","27214a69-3e64-49d6-8932-c6a5ba3127f4","Code","C32478","Code_217","http://www.cdisc.org"
"Femoral Artery","2023-12-15","be60c658-a6ab-45ed-841a-4d03bfcbf470","Code","C12715","Code_218","http://www.cdisc.org"
"Radial Artery","2023-12-15","f55389dc-1547-440d-bbb2-dd3e2c6e300b","Code","C12838","Code_219","http://www.cdisc.org"
"Anatomic Site","2023-12-15","ccba5da8-162b-46e0-b9df-85d3263b8580","Code","C13717","Code_220","http://www.cdisc.org"
"Left","2023-12-15","29427a2e-2177-4427-b43f-c3e456c6aaeb","Code","C25229","Code_221","http://www.cdisc.org"
"Right","2023-12-15","ed756291-c5d0-4343-9f49-a3b536d1567b","Code","C25228","Code_222","http://www.cdisc.org"
"Laterality","2023-12-15","d9da5976-953d-4ca8-b9ed-d854145d4782","Code","C25185","Code_223","http://www.cdisc.org"
"DIABP","2023-12-15","8181668e-7d77-45af-a575-9a1b530959db","Code","C25299","Code_224","http://www.cdisc.org"
"TEMP","2023-12-15","f53f03a2-ea66-4a03-b21f-d735e48dcd1b","Code","C174446","Code_225","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","2848dfef-3a06-444b-9598-2e69f684048d","Code","C77140","Code_226","http://www.cdisc.org"
"Degree Celsius","2023-12-15","8f680cb8-2e9d-416d-bad4-255d5c1ec657","Code","C42559","Code_227","http://www.cdisc.org"
"Degree Fahrenheit","2023-12-15","6b3a8840-47ac-4ba5-ae0e-4bebe7d7c606","Code","C44277","Code_228","http://www.cdisc.org"
"Kelvin","2023-12-15","bf03e489-9808-4627-87eb-9648cdb2b0ff","Code","C42537","Code_229","http://www.cdisc.org"
"Unit of Temperature","2023-12-15","8ffeffb1-a5d5-43b2-a3dd-b6c96a603189","Code","C44276","Code_230","http://www.cdisc.org"
"Axilla","2023-12-15","b2fc9a4d-f3c9-4dda-a031-ba04a52ded31","Code","C12674","Code_231","http://www.cdisc.org"
"Ear","2023-12-15","fac11bdd-82d4-4e2b-87f0-c2a8fdf927c2","Code","C12394","Code_232","http://www.cdisc.org"
"Forehead","2023-12-15","7c891bb4-1113-4c6b-9cb9-1db8b9bfa5b5","Code","C89803","Code_233","http://www.cdisc.org"
"Oral Cavity","2023-12-15","927e0d8a-489e-4285-b2c7-f3a9c909d681","Code","C12421","Code_234","http://www.cdisc.org"
"Rectum","2023-12-15","5a538914-e04f-45c1-bad2-f24671f5bb53","Code","C12390","Code_235","http://www.cdisc.org"
"Anatomic Site","2023-12-15","453e1606-4598-4e9d-afda-42886919c73a","Code","C13717","Code_236","http://www.cdisc.org"
"TEMP","2023-12-15","6a02702e-b04f-47b0-9399-e4b3ba935293","Code","C174446","Code_237","http://www.cdisc.org"
"WEIGHT","2023-12-15","006d4346-53ea-4ddb-8ccd-a8b4aa54f5b2","Code","C25208","Code_238","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","9853b5b8-75f5-4c2a-8857-5b7e01223346","Code","C77140","Code_239","http://www.cdisc.org"
"Pound","2023-12-15","554812d8-9e9b-43c6-943f-0d75b3343ad9","Code","C48531","Code_240","http://www.cdisc.org"
"Gram","2023-12-15","bc3eccd2-85df-4526-adc6-8bbe49a30dcd","Code","C48155","Code_241","http://www.cdisc.org"
"Kilogram","2023-12-15","cb395352-d29e-470f-86ca-44a6eb0f4c61","Code","C28252","Code_242","http://www.cdisc.org"
"Unit of Weight","2023-12-15","a4523fe3-b864-4544-b2de-f69a7d30a89c","Code","C48208","Code_243","http://www.cdisc.org"
"WEIGHT","2023-12-15","c3859b10-8fb3-41b8-9507-da07b3747922","Code","C25208","Code_244","http://www.cdisc.org"
"HEIGHT","2023-12-15","fac83640-92a8-4e90-83b0-2a8b60acc4c4","Code","C25347","Code_245","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","c7aa83ab-35a4-4840-8c4e-b93bcfc2266c","Code","C77140","Code_246","http://www.cdisc.org"
"Centimeter","2023-12-15","ec86c3fe-46ee-486a-9d7c-076835211616","Code","C49668","Code_247","http://www.cdisc.org"
"Inch","2023-12-15","8baad6ad-f978-46d4-b62c-8479b7ba5bd8","Code","C48500","Code_248","http://www.cdisc.org"
"Meter","2023-12-15","229e0156-7dbe-4d24-bbcc-3dcde20eb8a6","Code","C41139","Code_249","http://www.cdisc.org"
"Unit of Height","2023-12-15","c89dab68-5099-4f04-b32c-e76bd397723d","Code","C168688","Code_250","http://www.cdisc.org"
"HEIGHT","2023-12-15","fc4c6497-450e-481e-83a7-18372926d2bc","Code","C25347","Code_251","http://www.cdisc.org"
"ALT","2023-12-15","4ad707a5-ce16-41a8-889d-d5d76f9fa0c0","Code","C64433","Code_252","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","18ee15a6-b221-4cf7-85ed-02e54785df72","Code","C36292","Code_253","http://www.cdisc.org"
"Unit per Liter","2023-12-15","b0d34137-5bfb-4a0f-8e04-f1ab17cfecfe","Code","C67456","Code_254","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","50def6f4-8a79-414f-b974-6499e26f484e","Code","C67397","Code_255","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","880df15d-b6e2-4cb8-8e38-76c15f43d675","Code","C67376","Code_256","http://www.cdisc.org"
"Nanokatal per Liter","2023-12-15","278d07c6-96b5-4f9c-abe6-13bdbed4dfb8","Code","C70510","Code_257","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","d3c70113-6ad3-4b25-bb13-cc1874a7070a","Code","C67365","Code_258","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","e8fb6811-c2eb-4655-96a8-f363a0d797df","Code","C70713","Code_259","http://www.cdisc.org"
"No","2023-12-15","ed7b8657-6b85-4adc-9988-1e08797d5de3","Code","C49487","Code_260","http://www.cdisc.org"
"Yes","2023-12-15","5672c276-8711-40cc-a2bc-246d99b47528","Code","C49488","Code_261","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","21e4b25d-f961-42e7-8b52-339b69c4660c","Code","C83309","Code_262","http://www.cdisc.org"
"ALT","2023-12-15","525f20f3-c8a3-4843-9921-3d617c4ac0f4","Code","C64433","Code_263","http://www.cdisc.org"
"ALB","2023-12-15","5d0a36e6-9ab8-4769-a71f-5ba1bf75c338","Code","C64431","Code_264","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","b5e4c077-abc7-4cd9-813e-4742156dd399","Code","C36292","Code_265","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","1d414ee9-3ffc-434c-8567-08e6e82fed37","Code","C70713","Code_266","http://www.cdisc.org"
"No","2023-12-15","fdbe6147-cfea-4edf-a3a7-3c5c4126fdc6","Code","C49487","Code_267","http://www.cdisc.org"
"Yes","2023-12-15","a7fe32fe-2f51-45db-9e08-764f720f7deb","Code","C49488","Code_268","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","d137c1be-d3f6-47ea-99e0-f035da7bd61b","Code","C83309","Code_269","http://www.cdisc.org"
"ALB","2023-12-15","cebf141b-c61c-4d3e-9f66-18409abacfff","Code","C64431","Code_270","http://www.cdisc.org"
"ALP","2023-12-15","eabc8001-18d6-4bb6-aa56-e61d83fb9c43","Code","C64432","Code_271","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","dcda711a-c24a-4c1e-9121-5dd50290f985","Code","C36292","Code_272","http://www.cdisc.org"
"Unit per Liter","2023-12-15","f37cda36-bb59-42e9-9b3a-cccff67ec642","Code","C67456","Code_273","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","d115d778-fae1-43a1-804e-f733f24018b2","Code","C67397","Code_274","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","55d47acc-e0be-4058-aec1-1dcd6c3fcd49","Code","C67376","Code_275","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","52acf210-2546-4717-9086-a7d7f591cd96","Code","C67365","Code_276","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","fe6eb9f8-9bb6-4102-b037-dd823ea8b7b7","Code","C70713","Code_277","http://www.cdisc.org"
"No","2023-12-15","7d784ddc-9115-40cb-af7b-db36f0839077","Code","C49487","Code_278","http://www.cdisc.org"
"Yes","2023-12-15","468101bd-c365-4841-901d-7f3245240024","Code","C49488","Code_279","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","78ee0a77-a846-4c33-afbc-1a490a2117b9","Code","C83309","Code_280","http://www.cdisc.org"
"ALP","2023-12-15","f3d5b560-b8de-4d73-bd2c-2d5a0415c98c","Code","C64432","Code_281","http://www.cdisc.org"
"AST","2023-12-15","69d3b0f6-82dd-4c47-870e-26249c4e24b4","Code","C64467","Code_282","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","a8dc720a-d8d5-46c4-8028-21dd72541bf0","Code","C36292","Code_283","http://www.cdisc.org"
"Unit per Liter","2023-12-15","325b4c7f-4949-499c-8c39-b33f52e54174","Code","C67456","Code_284","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","cda76987-861b-4818-8bf1-57b31747dac8","Code","C67397","Code_285","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","d7a46d5f-5803-471d-a86e-c5b35bd4e9ae","Code","C67376","Code_286","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","e29bf1ba-5887-463b-8ad0-3b77b2ee258d","Code","C67365","Code_287","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","d4e5bf71-a5c7-4457-bcd9-a79f9f60a428","Code","C70713","Code_288","http://www.cdisc.org"
"No","2023-12-15","4fd8c756-47f5-4c04-bd8c-7d5a572b6f06","Code","C49487","Code_289","http://www.cdisc.org"
"Yes","2023-12-15","e66b9472-9c9c-4ba5-aa10-6142b14cbc80","Code","C49488","Code_290","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","4d4737d6-d180-46bc-ab06-4563f7ea49a8","Code","C83309","Code_291","http://www.cdisc.org"
"AST","2023-12-15","9f37e4a4-da1f-4b66-bbd7-0ab32ca13f1c","Code","C64467","Code_292","http://www.cdisc.org"
"CREAT","2023-12-15","bb1c91ab-8904-4921-b4ab-22105737ef8e","Code","C64547","Code_293","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","c7987963-6e79-427c-9451-5aa707a7eadb","Code","C36292","Code_294","http://www.cdisc.org"
"Milligram per Deciliter","2023-12-15","1fb1cc0d-953f-40a9-b704-cc7c3311d5ec","Code","C67015","Code_295","http://www.cdisc.org"
"Microgram per Milliliter","2023-12-15","77a48006-d603-4765-8f82-6eb4e2501613","Code","C64572","Code_296","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","90424fad-783f-41c6-bef3-1c64ca53cdcb","Code","C64387","Code_297","http://www.cdisc.org"
"Micromole per Liter","2023-12-15","e151046c-8c40-46dd-9765-056b373cc343","Code","C48508","Code_298","http://www.cdisc.org"
"Unit of Concentration","2023-12-15","9d331d9b-9503-4619-b745-3a7ee7601a74","Code","C48207","Code_299","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","b54aaa65-9010-4012-8ef3-c71948f8cb87","Code","C70713","Code_300","http://www.cdisc.org"
"No","2023-12-15","d154e3b0-5f5b-4c4b-a621-68b7e2fa7b43","Code","C49487","Code_301","http://www.cdisc.org"
"Yes","2023-12-15","f2f62a5a-1b7d-424a-90d0-187184e8f42f","Code","C49488","Code_302","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","fae9f3ed-8aa0-4a13-bfbc-3e2bc75824f7","Code","C83309","Code_303","http://www.cdisc.org"
"CREAT","2023-12-15","f8e9bfb9-4ca2-47e1-a5bb-596d027e27e0","Code","C64547","Code_304","http://www.cdisc.org"
"K","2023-12-15","b139ebf4-5bce-45a7-9272-130e63a0f113","Code","C64853","Code_305","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","ae3365c8-7afd-473b-a123-28acc623a17d","Code","C36292","Code_306","http://www.cdisc.org"
"Milliequivalent per Liter","2023-12-15","036d42a9-e32e-42f8-899d-fcdce5dd2f61","Code","C67474","Code_307","http://www.cdisc.org"
"Milliequivalent per Deciliter","2023-12-15","1d15e6be-7f66-44f1-a4cf-38af90d18043","Code","C67473","Code_308","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","953a8039-a2dc-426e-b9fa-297a61417e89","Code","C64387","Code_309","http://www.cdisc.org"
"Molarity Unit","2023-12-15","e19693f8-ecbe-4473-9328-c40efcc5fdb3","Code","C64567","Code_310","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","ea1533fe-8fc4-41dd-bb97-5eae2c0d3b2c","Code","C70713","Code_311","http://www.cdisc.org"
"No","2023-12-15","246e99fb-d996-41e4-a53d-e5a8610608f5","Code","C49487","Code_312","http://www.cdisc.org"
"Yes","2023-12-15","b064e6fa-7970-46b3-89ae-83c7dba347f6","Code","C49488","Code_313","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","883fc6b2-b48f-43a4-bda1-900eb37dc7ea","Code","C83309","Code_314","http://www.cdisc.org"
"K","2023-12-15","368a147f-df4e-4336-92f1-116ef313a4b5","Code","C64853","Code_315","http://www.cdisc.org"
"SODIUM","2023-12-15","7c61f88b-4fcc-463d-9000-2900d823bb5c","Code","C64809","Code_316","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","965a4cd5-8c22-471d-ada4-b44b44eba379","Code","C36292","Code_317","http://www.cdisc.org"
"Milliequivalent per Liter","2023-12-15","975b1632-72ea-462d-9a29-c33e840c5c04","Code","C67474","Code_318","http://www.cdisc.org"
"Milliequivalent per Deciliter","2023-12-15","bb987fc6-c3c3-4678-a78c-f62b46a0ae04","Code","C67473","Code_319","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","b02b12f2-4bc7-40bb-8ea7-de04105a4fa6","Code","C64387","Code_320","http://www.cdisc.org"
"Molarity Unit","2023-12-15","3f6b19c3-54f9-47ae-b993-7425c4096fe0","Code","C64567","Code_321","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","3aa14714-dfe1-4cf0-9f2a-229d7e183513","Code","C70713","Code_322","http://www.cdisc.org"
"No","2023-12-15","0eb8df1f-c011-4c67-9410-1a8951f04eeb","Code","C49487","Code_323","http://www.cdisc.org"
"Yes","2023-12-15","a5b67333-c92c-4f34-b291-9e7dcdadb82c","Code","C49488","Code_324","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","8461013b-36d7-4cf4-ae22-4b085759cbd8","Code","C83309","Code_325","http://www.cdisc.org"
"SODIUM","2023-12-15","141f2508-c2c8-4db7-ba77-5fc06499ff0a","Code","C64809","Code_326","http://www.cdisc.org"
"SYSBP","2023-12-15","ad5479b7-e8c1-4074-b389-c9f8a652ded0","Code","C25298","Code_327","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","e6e38e88-62e2-4734-b092-486eee4d7196","Code","C77140","Code_328","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","9c545ea6-075f-4b1e-9b1e-c2ec16cbb115","Code","C49669","Code_329","http://www.cdisc.org"
"Sitting","2023-12-15","4db1f53a-80bd-408e-95e9-57c7230cbe46","Code","C62122","Code_330","http://www.cdisc.org"
"Standing","2023-12-15","6ba91b76-7031-469a-9b1c-c0956645c0e6","Code","C62166","Code_331","http://www.cdisc.org"
"Supine Position","2023-12-15","2e0eb1b1-60e5-4f41-a3d4-174ebfa07877","Code","C62167","Code_332","http://www.cdisc.org"
"Body Position","2023-12-15","e5f68924-4ac3-4387-80ec-39c9a6fddb2f","Code","C62164","Code_333","http://www.cdisc.org"
"Brachial Artery","2023-12-15","4eb91e5f-50e8-4e00-8a0e-cd99eed1b154","Code","C12681","Code_334","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","52ada97a-78d5-4766-b49d-518b7504c7b0","Code","C12687","Code_335","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","b018fe3f-85f4-4fde-aa20-a24993194720","Code","C32478","Code_336","http://www.cdisc.org"
"Femoral Artery","2023-12-15","37cb0934-2cd9-4993-9c64-110bbdef1c08","Code","C12715","Code_337","http://www.cdisc.org"
"Radial Artery","2023-12-15","e83e4b42-b87c-4fcf-8bce-0e162e67df4b","Code","C12838","Code_338","http://www.cdisc.org"
"Anatomic Site","2023-12-15","991634b2-eacd-449f-9014-4b16d2e7bb4e","Code","C13717","Code_339","http://www.cdisc.org"
"Left","2023-12-15","97dbe072-3a46-4a68-94be-cfc0d854396a","Code","C25229","Code_340","http://www.cdisc.org"
"Right","2023-12-15","67b94cec-031e-48de-a1ac-78e1d3e2b772","Code","C25228","Code_341","http://www.cdisc.org"
"Laterality","2023-12-15","738c08d9-12b3-4992-b0d8-3dd294e3070c","Code","C25185","Code_342","http://www.cdisc.org"
"SYSBP","2023-12-15","31236d94-7703-4f86-924e-23468b47603b","Code","C25298","Code_343","http://www.cdisc.org"
"DIABP","2023-12-15","dd762e9d-dae2-4bd6-8981-29216e1aad0e","Code","C25299","Code_344","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","9193c17f-1b16-4326-b2be-93e8439162f1","Code","C77140","Code_345","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","4428caf6-85ca-4ec8-9679-9afdf1a172ed","Code","C49669","Code_346","http://www.cdisc.org"
"Sitting","2023-12-15","76c4b855-3921-4587-b8e4-7df125e83399","Code","C62122","Code_347","http://www.cdisc.org"
"Standing","2023-12-15","7ce52b19-b977-448c-be85-9ee9164b3b4d","Code","C62166","Code_348","http://www.cdisc.org"
"Supine Position","2023-12-15","adcc44a3-f112-4045-8a0a-c4f32eaa0f33","Code","C62167","Code_349","http://www.cdisc.org"
"Body Position","2023-12-15","ca7e2aee-567b-41d5-bd41-79ed72535913","Code","C62164","Code_350","http://www.cdisc.org"
"Brachial Artery","2023-12-15","5f270fbb-9bf3-4e35-a6a4-9d4ed370a789","Code","C12681","Code_351","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","ddf07bf1-b5e3-40b2-9bbb-33f1029b7011","Code","C12687","Code_352","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","41fc97f5-174e-4726-8b8d-a8b38500dc30","Code","C32478","Code_353","http://www.cdisc.org"
"Femoral Artery","2023-12-15","955aa6ba-2249-4b89-a1d3-7e9128add1f5","Code","C12715","Code_354","http://www.cdisc.org"
"Radial Artery","2023-12-15","a6ead630-433e-4bfb-bb32-355bfad789ba","Code","C12838","Code_355","http://www.cdisc.org"
"Anatomic Site","2023-12-15","e14817ef-978f-49c5-8f89-40a4fcc9f5e0","Code","C13717","Code_356","http://www.cdisc.org"
"Left","2023-12-15","e054e8b0-0b50-4583-b93c-135ea9c3ebeb","Code","C25229","Code_357","http://www.cdisc.org"
"Right","2023-12-15","3d0e2bc0-2158-4dbb-964e-d268e38567e7","Code","C25228","Code_358","http://www.cdisc.org"
"Laterality","2023-12-15","c498abbe-421b-4379-9f7c-9c598c9fcc10","Code","C25185","Code_359","http://www.cdisc.org"
"DIABP","2023-12-15","d964e908-59cd-4d63-a58b-d8bb87a94a77","Code","C25299","Code_360","http://www.cdisc.org"
"HR","2023-12-15","d28cf050-85cc-4d4b-9d47-d1fc7cd4b51f","Code","C49677","Code_361","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","06da929b-dba3-4c6b-9939-638cffbc5800","Code","C77140","Code_362","http://www.cdisc.org"
"Count per Minute","2023-12-15","d7dc405e-737d-4f5d-9c4c-3344b5d375b9","Code","C73688","Code_363","http://www.cdisc.org"
"Sitting","2023-12-15","faaefcff-0822-4abd-a11d-d3b1ec295b3e","Code","C62122","Code_364","http://www.cdisc.org"
"Standing","2023-12-15","af2dba03-4ccc-4e96-bb8a-20e2b903dea8","Code","C62166","Code_365","http://www.cdisc.org"
"Supine Position","2023-12-15","512fe43c-6de6-4ff2-b705-831c5b9f781a","Code","C62167","Code_366","http://www.cdisc.org"
"Body Position","2023-12-15","7cfb1435-3884-49f5-8a59-501a86148274","Code","C62164","Code_367","http://www.cdisc.org"
"Brachial Artery","2023-12-15","9f0988a0-df38-4c1c-8c3a-0a4579cf8854","Code","C12681","Code_368","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","29dc0d8e-42cd-4d1d-8036-d0812da8c6ac","Code","C12687","Code_369","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","eab3746d-726b-4355-b463-87cc0b23a44b","Code","C32478","Code_370","http://www.cdisc.org"
"Femoral Artery","2023-12-15","2fbc95a1-3c33-4804-9de2-55135a4d9ae1","Code","C12715","Code_371","http://www.cdisc.org"
"Radial Artery","2023-12-15","87d55e8b-7e13-40b0-a54d-af5dd6b82175","Code","C12838","Code_372","http://www.cdisc.org"
"Anatomic Site","2023-12-15","5606d0e0-dfee-4be5-8fa3-af3fea6b5298","Code","C13717","Code_373","http://www.cdisc.org"
"Left","2023-12-15","7976d812-905d-4bf3-ae21-9cb8201aebc6","Code","C25229","Code_374","http://www.cdisc.org"
"Right","2023-12-15","c8fa70cd-a683-4756-b753-2c0862820768","Code","C25228","Code_375","http://www.cdisc.org"
"Laterality","2023-12-15","da612144-a587-4997-8a5c-13896eb0e9fa","Code","C25185","Code_376","http://www.cdisc.org"
