"codeSystem","instanceType","codeSystemVersion","id","code","decode","uuid:ID"
"http://www.cdisc.org","Code","2023-12-15","Code_168","C49488","Yes","b396b121-c4f5-4770-8ae0-583b5529a22a"
"http://www.cdisc.org","Code","2023-12-15","Code_169","C113380","Disabling Adverse Event","5b715b83-71a7-418f-92d7-8dffedec6ddf"
"http://www.cdisc.org","Code","2023-12-15","Code_170","C49487","No","60519e72-2c70-4fd9-9ec3-11963de27da5"
"http://www.cdisc.org","Code","2023-12-15","Code_171","C49488","Yes","6969cf64-2c4c-4d36-babd-1e140641d028"
"http://www.cdisc.org","Code","2023-12-15","Code_172","C48275","Death Related to Adverse Event","fc6283e6-47c4-49c5-87a8-d95ecd18d506"
"http://www.cdisc.org","Code","2023-12-15","Code_173","C49487","No","e285ec6b-e2c9-45e7-9af8-f750eecc3d8c"
"http://www.cdisc.org","Code","2023-12-15","Code_174","C49488","Yes","b914d067-3cec-4c2a-8650-2e91561bf2c9"
"http://www.cdisc.org","Code","2023-12-15","Code_175","C83052","Adverse Event associated with Hospitalization","66a62e60-33fe-4b55-9754-13cee8fc016b"
"http://www.cdisc.org","Code","2023-12-15","Code_176","C49487","No","ebe2aa6c-17e5-4afc-a9e9-d277785f4cd5"
"http://www.cdisc.org","Code","2023-12-15","Code_177","C49488","Yes","fbb08082-81ea-4b6b-a240-ec57bd44fb41"
"http://www.cdisc.org","Code","2023-12-15","Code_178","C84266","Life Threatening Adverse Event","957d2090-be4e-41b6-b065-5cc0172daa35"
"http://www.cdisc.org","Code","2023-12-15","Code_179","C49487","No","f60084a8-063e-47d9-bf73-a80113fcb5e3"
"http://www.cdisc.org","Code","2023-12-15","Code_180","C49488","Yes","4d03b476-118d-4f81-b1df-ec3b8d39c051"
"http://www.cdisc.org","Code","2023-12-15","Code_181","C83214","Adverse Event Occurred with Overdose","dfd0b4b6-cc17-4e08-8b3c-b5ef26fff94e"
"http://www.cdisc.org","Code","2023-12-15","Code_182","C49487","No","1ca66519-95a2-4027-8009-873b5c322669"
"http://www.cdisc.org","Code","2023-12-15","Code_183","C49488","Yes","402d155c-7674-4c8b-a2a7-0c2394aba581"
"http://www.cdisc.org","Code","2023-12-15","Code_184","C83053","Adverse Event Associated with Serious Medical Event","5c8ff917-712c-4ac0-af2a-c239a2eee371"
"http://www.cdisc.org","Code","2023-12-15","Code_185","C49487","No","9e7936d0-ed6b-4b3b-a2a4-5bc43f9a9a16"
"http://www.cdisc.org","Code","2023-12-15","Code_186","C49488","Yes","e5dc8f88-8fc5-4da0-a400-dfb60430604b"
"http://www.cdisc.org","Code","2023-12-15","Code_187","C83199","Adverse Event Concomitant Treatment","0b9c9290-5c8e-4b8f-9907-8d7886c9be6b"
"http://www.cdisc.org","Code","2023-12-15","Code_188","C83215","Adverse Event Start Date Time","fc2c29a4-08a4-486e-9bed-5522882eacfe"
"http://www.cdisc.org","Code","2023-12-15","Code_189","C83201","Adverse Event End Date Time","fa3344de-5f3d-4f6e-925f-c4275a21c2e0"
"http://www.cdisc.org","Code","2023-12-15","Code_190","C179175","Solicited Adverse Event","8ff51b15-1ff3-49f8-a440-b09c52b7b48c"
"http://www.cdisc.org","Code","2023-12-15","Code_191","C25298","SYSBP","22d45f84-df61-45a9-a79d-15b4aa600f9d"
"http://www.cdisc.org","Code","2023-12-15","Code_192","C77140","Clinical Test Result","354751ed-28a0-4f84-9c16-62e5db4d46ac"
"http://www.cdisc.org","Code","2023-12-15","Code_193","C49669","Unit of Pressure","3ecbbb84-a332-4356-9f34-7b4a42eef925"
"http://www.cdisc.org","Code","2023-12-15","Code_194","C62122","Sitting","5d730dc7-d5f7-4e8f-af09-43cecc7a52df"
"http://www.cdisc.org","Code","2023-12-15","Code_195","C62166","Standing","993d7af4-6fa3-4455-bbe8-a8448dea0298"
"http://www.cdisc.org","Code","2023-12-15","Code_196","C62167","Supine Position","3b28097e-fcc6-416c-8b11-15f45466ad37"
"http://www.cdisc.org","Code","2023-12-15","Code_197","C62164","Body Position","77aeb844-569f-420e-8375-c25c3497a355"
"http://www.cdisc.org","Code","2023-12-15","Code_198","C12681","Brachial Artery","9e5651e1-bd32-46ef-8192-e1dd8f4d45db"
"http://www.cdisc.org","Code","2023-12-15","Code_199","C12687","Common Carotid Artery","6ba7e188-ac04-4390-8b0c-7602e3587457"
"http://www.cdisc.org","Code","2023-12-15","Code_200","C32478","Dorsalis Pedis Artery","d46dde24-9a28-43b3-a187-32e24a6f6fa8"
"http://www.cdisc.org","Code","2023-12-15","Code_201","C12715","Femoral Artery","fcb3e766-8b7a-43d1-8a55-2649d2c19b77"
"http://www.cdisc.org","Code","2023-12-15","Code_202","C12838","Radial Artery","ec59ff04-cf43-4c4d-9b2e-faa0fe751461"
"http://www.cdisc.org","Code","2023-12-15","Code_203","C13717","Anatomic Site","2e2cea7d-2673-49d0-8648-22d19f191e86"
"http://www.cdisc.org","Code","2023-12-15","Code_204","C25229","Left","27b81c3f-139c-4fbd-8ba6-ce52e37609f8"
"http://www.cdisc.org","Code","2023-12-15","Code_205","C25228","Right","b30bea5a-1f5a-4a7b-bf0b-22d2e2e7e02f"
"http://www.cdisc.org","Code","2023-12-15","Code_206","C25185","Laterality","c2aea32a-cea8-4cb7-abce-aa0483cb20bf"
"http://www.cdisc.org","Code","2023-12-15","Code_207","C25298","SYSBP","9ef70eb8-9732-4113-bcdd-7204f1c72b54"
"http://www.cdisc.org","Code","2023-12-15","Code_208","C25299","DIABP","c3be9592-ebb3-4ab8-b8d5-3b90f02c8be3"
"http://www.cdisc.org","Code","2023-12-15","Code_209","C77140","Clinical Test Result","71bf4293-6b23-4b5d-9e74-c80063efa1d5"
"http://www.cdisc.org","Code","2023-12-15","Code_210","C49669","Unit of Pressure","984e284c-97bf-45a0-bd04-c87209a66766"
"http://www.cdisc.org","Code","2023-12-15","Code_211","C62122","Sitting","d47e0360-3ac0-4f49-8949-6c3476febc99"
"http://www.cdisc.org","Code","2023-12-15","Code_212","C62166","Standing","4eff9a5c-2d57-41c9-b6fe-85d7050b65d9"
"http://www.cdisc.org","Code","2023-12-15","Code_213","C62167","Supine Position","af09f734-89d1-487c-bf91-5b5e1e82f903"
"http://www.cdisc.org","Code","2023-12-15","Code_214","C62164","Body Position","026dc823-e271-4018-89df-680421506673"
"http://www.cdisc.org","Code","2023-12-15","Code_215","C12681","Brachial Artery","dc17b0d1-1c5c-4879-8bd8-d87dbae44f09"
"http://www.cdisc.org","Code","2023-12-15","Code_216","C12687","Common Carotid Artery","06230d65-3d64-432a-b531-d1bf13803dad"
"http://www.cdisc.org","Code","2023-12-15","Code_217","C32478","Dorsalis Pedis Artery","03c248b0-a041-4c10-91d2-772413c05d78"
"http://www.cdisc.org","Code","2023-12-15","Code_218","C12715","Femoral Artery","ae547018-ce32-40d6-999a-a532b6d3a6ca"
"http://www.cdisc.org","Code","2023-12-15","Code_219","C12838","Radial Artery","62c88a68-8089-4a19-a342-88fe508a6e5f"
"http://www.cdisc.org","Code","2023-12-15","Code_220","C13717","Anatomic Site","1a8617b8-dcfb-4fce-99e5-b7f62eb2c2ca"
"http://www.cdisc.org","Code","2023-12-15","Code_221","C25229","Left","eeedcfa4-467f-4190-b42a-1df458ffa926"
"http://www.cdisc.org","Code","2023-12-15","Code_222","C25228","Right","0b81981b-d1d3-4b73-b206-63cab395f0e0"
"http://www.cdisc.org","Code","2023-12-15","Code_223","C25185","Laterality","38799814-f677-4afe-a35b-950e9a912e0e"
"http://www.cdisc.org","Code","2023-12-15","Code_224","C25299","DIABP","b208d7a8-e5c8-4ece-ae2d-5e3e74f5c130"
"http://www.cdisc.org","Code","2023-12-15","Code_225","C174446","TEMP","418d570f-f264-4900-a186-aa1ea09d6d21"
"http://www.cdisc.org","Code","2023-12-15","Code_226","C77140","Clinical Test Result","0a2a1b65-8548-40c3-8eaf-2ab956e18c28"
"http://www.cdisc.org","Code","2023-12-15","Code_227","C42559","Degree Celsius","742f1d1a-8108-4002-a342-15c503b2838a"
"http://www.cdisc.org","Code","2023-12-15","Code_228","C44277","Degree Fahrenheit","c970549f-4589-4eee-b0d6-5e6af16212e3"
"http://www.cdisc.org","Code","2023-12-15","Code_229","C42537","Kelvin","a904f8c9-d755-4cfc-9b87-377c31845f7b"
"http://www.cdisc.org","Code","2023-12-15","Code_230","C44276","Unit of Temperature","e554f6f6-0708-458a-a282-b49208be44ec"
"http://www.cdisc.org","Code","2023-12-15","Code_231","C12674","Axilla","65a07170-83b6-420d-8d39-74ba7f7eeb25"
"http://www.cdisc.org","Code","2023-12-15","Code_232","C12394","Ear","9c89c79f-32e6-4d14-8554-ce9e4e3052ac"
"http://www.cdisc.org","Code","2023-12-15","Code_233","C89803","Forehead","feae92d4-c3ad-44ce-86cc-27d4c639000c"
"http://www.cdisc.org","Code","2023-12-15","Code_234","C12421","Oral Cavity","4d14fa6f-907d-4ad4-afe8-93eecb43e605"
"http://www.cdisc.org","Code","2023-12-15","Code_235","C12390","Rectum","f71c7a1e-c5c0-4482-9e1f-59fe7db552ab"
"http://www.cdisc.org","Code","2023-12-15","Code_236","C13717","Anatomic Site","0853f9b0-8fab-4ed1-bcdb-38226d7c5746"
"http://www.cdisc.org","Code","2023-12-15","Code_237","C174446","TEMP","1cd976ed-cf3c-42ac-b61b-ebcb89d7c637"
"http://www.cdisc.org","Code","2023-12-15","Code_238","C25208","WEIGHT","1579454f-ee27-4ec7-8e14-2b6e41f4d253"
"http://www.cdisc.org","Code","2023-12-15","Code_239","C77140","Clinical Test Result","87eb0e6b-5325-46e4-8599-d7faa8b684de"
"http://www.cdisc.org","Code","2023-12-15","Code_240","C48531","Pound","f920540a-2a70-46b5-a88f-b14e30c90d64"
"http://www.cdisc.org","Code","2023-12-15","Code_241","C48155","Gram","5ead83f2-7fcf-4422-9c9a-bbc04bc589c2"
"http://www.cdisc.org","Code","2023-12-15","Code_242","C28252","Kilogram","15807797-3709-4a2c-8fd6-9837fb1e144f"
"http://www.cdisc.org","Code","2023-12-15","Code_243","C48208","Unit of Weight","57e21f27-67bd-4759-a742-678e3f595f8b"
"http://www.cdisc.org","Code","2023-12-15","Code_244","C25208","WEIGHT","d0a924d9-6862-4a60-8114-caa2510881ff"
"http://www.cdisc.org","Code","2023-12-15","Code_245","C25347","HEIGHT","d2376cc7-4307-472c-a8fc-7021afd3ea22"
"http://www.cdisc.org","Code","2023-12-15","Code_246","C77140","Clinical Test Result","9677b410-c06e-47e2-b272-4dc3e05081c7"
"http://www.cdisc.org","Code","2023-12-15","Code_247","C49668","Centimeter","51ef5a26-655a-496c-abbd-56de7969af75"
"http://www.cdisc.org","Code","2023-12-15","Code_248","C48500","Inch","53ca4440-734c-4ce5-9ca1-6feb99521e46"
"http://www.cdisc.org","Code","2023-12-15","Code_249","C41139","Meter","38cb4964-c121-4633-811e-516a132dc578"
"http://www.cdisc.org","Code","2023-12-15","Code_250","C168688","Unit of Height","27ebee1a-793f-4c07-848d-ac631cb7d4bf"
"http://www.cdisc.org","Code","2023-12-15","Code_251","C25347","HEIGHT","d5363067-5836-4cb9-a2cd-9f61e30fa141"
"http://www.cdisc.org","Code","2023-12-15","Code_252","C64433","ALT","1ce9c830-83e2-4d3d-aa79-56fe44269896"
"http://www.cdisc.org","Code","2023-12-15","Code_253","C36292","Laboratory Test Result","890fd88e-5f8d-49a3-864f-b873b7b43ff4"
"http://www.cdisc.org","Code","2023-12-15","Code_254","C67456","Unit per Liter","73568194-8dd2-4e28-bee6-3b7baa35c9e8"
"http://www.cdisc.org","Code","2023-12-15","Code_255","C67397","Microkatal per Liter","c3cc89b2-a83d-4e14-af00-47a85ac8d26b"
"http://www.cdisc.org","Code","2023-12-15","Code_256","C67376","International Unit per Liter","9a7cfb19-4b21-47d5-97e0-2bfd5fdc5c79"
"http://www.cdisc.org","Code","2023-12-15","Code_257","C70510","Nanokatal per Liter","e817aa6c-dc24-498f-9bc1-c9fc56bc13d9"
"http://www.cdisc.org","Code","2023-12-15","Code_258","C67365","Unit of Catalytic Activity Concentration","64f8c7c9-9d05-4b42-8e0b-0f2722a89204"
"http://www.cdisc.org","Code","2023-12-15","Code_259","C70713","Biospecimen Type","106fb800-3720-4583-baf6-e70592dbc5e3"
"http://www.cdisc.org","Code","2023-12-15","Code_260","C49487","No","6b8a09e6-8f34-4f78-875b-a5b1e364a169"
"http://www.cdisc.org","Code","2023-12-15","Code_261","C49488","Yes","aad2bac9-987d-47d9-bce2-e953918f6de9"
"http://www.cdisc.org","Code","2023-12-15","Code_262","C83309","Laboratory Test Fasting Status","21f658c7-d891-47b3-986c-8a4b23516cd4"
"http://www.cdisc.org","Code","2023-12-15","Code_263","C64433","ALT","6b5d807a-0d6e-4227-9f87-aa4081576366"
"http://www.cdisc.org","Code","2023-12-15","Code_264","C64431","ALB","705624e1-f917-4886-969b-56040a1a804b"
"http://www.cdisc.org","Code","2023-12-15","Code_265","C36292","Laboratory Test Result","c9b208af-5fe0-4eb4-8337-468030131f0d"
"http://www.cdisc.org","Code","2023-12-15","Code_266","C70713","Biospecimen Type","745e4a21-61d4-4dac-8fb9-82830ad3e155"
"http://www.cdisc.org","Code","2023-12-15","Code_267","C49487","No","b23c7b51-1ebf-495a-8d04-eb6b870fd0f6"
"http://www.cdisc.org","Code","2023-12-15","Code_268","C49488","Yes","d4909755-acb5-42b2-aab8-65c53ac9606f"
"http://www.cdisc.org","Code","2023-12-15","Code_269","C83309","Laboratory Test Fasting Status","8cf4838b-23ba-43a9-bc60-68304073424f"
"http://www.cdisc.org","Code","2023-12-15","Code_270","C64431","ALB","3d066f3d-cecc-4364-9d92-f07f374dfbf2"
"http://www.cdisc.org","Code","2023-12-15","Code_271","C64432","ALP","62fcd402-73f4-44be-99bd-a50c26c2847e"
"http://www.cdisc.org","Code","2023-12-15","Code_272","C36292","Laboratory Test Result","e2026ead-d4ad-4b9c-9dd0-2b3eaa8cce37"
"http://www.cdisc.org","Code","2023-12-15","Code_273","C67456","Unit per Liter","84214d03-27c9-4faa-850d-cb11f09491c9"
"http://www.cdisc.org","Code","2023-12-15","Code_274","C67397","Microkatal per Liter","8f907f09-8ffb-429e-8945-9889a59a7998"
"http://www.cdisc.org","Code","2023-12-15","Code_275","C67376","International Unit per Liter","b1e2949e-21af-4eb6-b9e3-6dfc74c2ed68"
"http://www.cdisc.org","Code","2023-12-15","Code_276","C67365","Unit of Catalytic Activity Concentration","73a8a421-4c31-488a-9baf-390932daf913"
"http://www.cdisc.org","Code","2023-12-15","Code_277","C70713","Biospecimen Type","177e90b7-6414-4050-a742-52b32fa59b11"
"http://www.cdisc.org","Code","2023-12-15","Code_278","C49487","No","ccc2a6da-7f77-4747-90f4-058f7b9e90b8"
"http://www.cdisc.org","Code","2023-12-15","Code_279","C49488","Yes","3e0474fd-881f-4140-b231-70cc95512678"
"http://www.cdisc.org","Code","2023-12-15","Code_280","C83309","Laboratory Test Fasting Status","1c71bd8a-1443-45ee-ab56-0c43a166f56b"
"http://www.cdisc.org","Code","2023-12-15","Code_281","C64432","ALP","f9e80912-e3cf-4158-b0e4-c7f8ce241f27"
"http://www.cdisc.org","Code","2023-12-15","Code_282","C64467","AST","4c68e8fc-a94a-44c2-a82a-dbf4d84f3cbf"
"http://www.cdisc.org","Code","2023-12-15","Code_283","C36292","Laboratory Test Result","ccfa2542-dcdf-4298-a063-ce90617fbdbf"
"http://www.cdisc.org","Code","2023-12-15","Code_284","C67456","Unit per Liter","0f82b6e0-46a8-4006-ac36-2f114b50ab18"
"http://www.cdisc.org","Code","2023-12-15","Code_285","C67397","Microkatal per Liter","2f7a1fe2-b60d-4218-a40d-7419cbf0b8c9"
"http://www.cdisc.org","Code","2023-12-15","Code_286","C67376","International Unit per Liter","542c49b5-e534-44d2-b1b0-d6d18c854c34"
"http://www.cdisc.org","Code","2023-12-15","Code_287","C67365","Unit of Catalytic Activity Concentration","f8a04757-b3a1-42c0-817a-90931dcb3368"
"http://www.cdisc.org","Code","2023-12-15","Code_288","C70713","Biospecimen Type","224e3b92-6ba6-4160-a02f-10c464f998aa"
"http://www.cdisc.org","Code","2023-12-15","Code_289","C49487","No","540fe530-ec87-4801-b21c-5f3cfe7c72ba"
"http://www.cdisc.org","Code","2023-12-15","Code_290","C49488","Yes","bcaf542b-ee1e-48d3-8b9d-cd97601ed75e"
"http://www.cdisc.org","Code","2023-12-15","Code_291","C83309","Laboratory Test Fasting Status","7796bc82-cea0-4b93-8471-8dbf142da39e"
"http://www.cdisc.org","Code","2023-12-15","Code_292","C64467","AST","7a1b4407-8423-491c-a106-11a3fd2ab3f6"
"http://www.cdisc.org","Code","2023-12-15","Code_293","C64547","CREAT","2c729398-6160-4e67-91f8-086be54e8cd2"
"http://www.cdisc.org","Code","2023-12-15","Code_294","C36292","Laboratory Test Result","0a9e8468-fc76-4106-b19a-3813655823e1"
"http://www.cdisc.org","Code","2023-12-15","Code_295","C67015","Milligram per Deciliter","7838794d-3284-48ee-81a2-6e921bc6b2c9"
"http://www.cdisc.org","Code","2023-12-15","Code_296","C64572","Microgram per Milliliter","70267e5d-f14e-4ff2-906c-95131fafb290"
"http://www.cdisc.org","Code","2023-12-15","Code_297","C64387","Millimole per Liter","1a2a055c-f062-44cd-a964-a607bbabe233"
"http://www.cdisc.org","Code","2023-12-15","Code_298","C48508","Micromole per Liter","03a626dd-75fd-4edc-b541-2678cafc7734"
"http://www.cdisc.org","Code","2023-12-15","Code_299","C48207","Unit of Concentration","3a15e640-6e2f-4ebe-959e-1968b180064d"
"http://www.cdisc.org","Code","2023-12-15","Code_300","C70713","Biospecimen Type","e2974b46-7c54-4ecb-9c9f-fb162244b616"
"http://www.cdisc.org","Code","2023-12-15","Code_301","C49487","No","30f88bd6-ee80-41a8-88e6-9267bcd82bb9"
"http://www.cdisc.org","Code","2023-12-15","Code_302","C49488","Yes","9fcd9a53-3eca-4b4e-b192-ac32bae660fb"
"http://www.cdisc.org","Code","2023-12-15","Code_303","C83309","Laboratory Test Fasting Status","bbdcedf6-ac76-4072-bf59-cf14e244dcb7"
"http://www.cdisc.org","Code","2023-12-15","Code_304","C64547","CREAT","33384e3f-6c0f-4f57-ba0d-3ad83cbcf940"
"http://www.cdisc.org","Code","2023-12-15","Code_305","C64853","K","fa3dd290-c321-43fe-8983-2ccb8a0f8492"
"http://www.cdisc.org","Code","2023-12-15","Code_306","C36292","Laboratory Test Result","4b4164ea-74db-4764-9d61-3baf0fd6205b"
"http://www.cdisc.org","Code","2023-12-15","Code_307","C67474","Milliequivalent per Liter","bd768045-0cd6-4d21-9ae9-64795c147b60"
"http://www.cdisc.org","Code","2023-12-15","Code_308","C67473","Milliequivalent per Deciliter","f4459492-5562-4f5f-8070-47f193559a7e"
"http://www.cdisc.org","Code","2023-12-15","Code_309","C64387","Millimole per Liter","c757f7be-3f64-4365-a3fc-41e49d34e410"
"http://www.cdisc.org","Code","2023-12-15","Code_310","C64567","Molarity Unit","0055182e-aaa6-4017-ab96-917fdad39164"
"http://www.cdisc.org","Code","2023-12-15","Code_311","C70713","Biospecimen Type","c9df52d2-e4ed-4109-b273-32281de85da9"
"http://www.cdisc.org","Code","2023-12-15","Code_312","C49487","No","7e23c23c-527b-4eb1-a17b-0fe3890b98de"
"http://www.cdisc.org","Code","2023-12-15","Code_313","C49488","Yes","5be5ca90-153a-424f-b40b-2f419d379b31"
"http://www.cdisc.org","Code","2023-12-15","Code_314","C83309","Laboratory Test Fasting Status","0ae2618b-8e0e-4c34-aa54-815ab47b5930"
"http://www.cdisc.org","Code","2023-12-15","Code_315","C64853","K","ef12f38d-dc04-448c-a5f9-eee95be89b4d"
"http://www.cdisc.org","Code","2023-12-15","Code_316","C64809","SODIUM","c1c566c1-30b0-4dcc-aceb-2ac2e3b2fc7b"
"http://www.cdisc.org","Code","2023-12-15","Code_317","C36292","Laboratory Test Result","f3484d4f-0b25-444a-b20f-eafa188bd87c"
"http://www.cdisc.org","Code","2023-12-15","Code_318","C67474","Milliequivalent per Liter","c3e17b5c-860c-4b33-998c-6308afae30d5"
"http://www.cdisc.org","Code","2023-12-15","Code_319","C67473","Milliequivalent per Deciliter","161c46ef-6660-417e-8177-d5ea899dc13a"
"http://www.cdisc.org","Code","2023-12-15","Code_320","C64387","Millimole per Liter","c63da2f3-6a8f-4a79-abc1-7d9beba40e6d"
"http://www.cdisc.org","Code","2023-12-15","Code_321","C64567","Molarity Unit","5fecf7cd-ded9-4323-bae2-587ff6738687"
"http://www.cdisc.org","Code","2023-12-15","Code_322","C70713","Biospecimen Type","c3d044f4-5161-4e7e-b5c0-58330c94d7a3"
"http://www.cdisc.org","Code","2023-12-15","Code_323","C49487","No","b7617a05-e164-4775-884b-8955f7610c9a"
"http://www.cdisc.org","Code","2023-12-15","Code_324","C49488","Yes","cdf36aa2-d9fa-4712-90f1-c047e7d8743b"
"http://www.cdisc.org","Code","2023-12-15","Code_325","C83309","Laboratory Test Fasting Status","06a1356c-0e63-451f-954e-5fe6d0a5c0eb"
"http://www.cdisc.org","Code","2023-12-15","Code_326","C64809","SODIUM","cc638dfe-1488-40a0-a0fa-6b1eb55dc13e"
"http://www.cdisc.org","Code","2023-12-15","Code_327","C25298","SYSBP","6e1cb540-9d17-46d4-acd9-2ede78c86c11"
"http://www.cdisc.org","Code","2023-12-15","Code_328","C77140","Clinical Test Result","7d56ad9d-c1d1-46c4-b40d-c7f283304783"
"http://www.cdisc.org","Code","2023-12-15","Code_329","C49669","Unit of Pressure","f5d55518-1e7a-49e2-8f0c-906411fd6a4d"
"http://www.cdisc.org","Code","2023-12-15","Code_330","C62122","Sitting","247b17f1-e97c-40be-b1fe-852f6faa13f6"
"http://www.cdisc.org","Code","2023-12-15","Code_331","C62166","Standing","0b44dfcc-832f-45a0-a899-e8e084e5f2f0"
"http://www.cdisc.org","Code","2023-12-15","Code_332","C62167","Supine Position","bd6a79c3-8012-4d8a-bfc9-4d0342e3ce62"
"http://www.cdisc.org","Code","2023-12-15","Code_333","C62164","Body Position","b6eed1d8-82b2-4755-8d86-be63ceec445c"
"http://www.cdisc.org","Code","2023-12-15","Code_334","C12681","Brachial Artery","7d9a065e-8d48-40bf-bc50-1636e76b37aa"
"http://www.cdisc.org","Code","2023-12-15","Code_335","C12687","Common Carotid Artery","4de318d1-e969-42a8-b422-90e15a2d4b8d"
"http://www.cdisc.org","Code","2023-12-15","Code_336","C32478","Dorsalis Pedis Artery","f71aebdb-8088-4142-89fa-d7b1533c5335"
"http://www.cdisc.org","Code","2023-12-15","Code_337","C12715","Femoral Artery","2105ba29-b820-4b3b-a647-d82d05c12f6e"
"http://www.cdisc.org","Code","2023-12-15","Code_338","C12838","Radial Artery","3d7e8b95-df10-4448-a739-c07549ec5642"
"http://www.cdisc.org","Code","2023-12-15","Code_339","C13717","Anatomic Site","b7417224-f18a-4f57-84d2-f36c80ea6eee"
"http://www.cdisc.org","Code","2023-12-15","Code_340","C25229","Left","be93cf89-5c0d-4923-858c-8a37fd7aab88"
"http://www.cdisc.org","Code","2023-12-15","Code_341","C25228","Right","6a2c292a-8c92-4f7f-a415-c88bcb716fbc"
"http://www.cdisc.org","Code","2023-12-15","Code_342","C25185","Laterality","dfc68fb7-8448-461d-baaf-e557dd60eb29"
"http://www.cdisc.org","Code","2023-12-15","Code_343","C25298","SYSBP","0c4fed3e-d22f-4430-8a2b-ac282fe04a4e"
"http://www.cdisc.org","Code","2023-12-15","Code_344","C25299","DIABP","59302067-cdb3-4e03-86b0-cce2b1bf2492"
"http://www.cdisc.org","Code","2023-12-15","Code_345","C77140","Clinical Test Result","8910449f-b6d1-4ec2-bac6-12e4a62cae81"
"http://www.cdisc.org","Code","2023-12-15","Code_346","C49669","Unit of Pressure","0c80900b-a570-4293-9277-e34a49cfc6d5"
"http://www.cdisc.org","Code","2023-12-15","Code_347","C62122","Sitting","e04709a0-467e-4bcc-bf67-c73a4f3b49fe"
"http://www.cdisc.org","Code","2023-12-15","Code_348","C62166","Standing","c01de6b4-26e0-42ac-874a-331bfbd6de13"
"http://www.cdisc.org","Code","2023-12-15","Code_349","C62167","Supine Position","3068a021-b9df-4fea-b4f9-1009478e52b3"
"http://www.cdisc.org","Code","2023-12-15","Code_350","C62164","Body Position","aece2970-d3eb-4ec8-8d16-f01b22c658ff"
"http://www.cdisc.org","Code","2023-12-15","Code_351","C12681","Brachial Artery","d72338cd-cf0e-49b9-834f-5b4c9a841472"
"http://www.cdisc.org","Code","2023-12-15","Code_352","C12687","Common Carotid Artery","5cc03539-8dfe-48af-a531-1209c529a7e5"
"http://www.cdisc.org","Code","2023-12-15","Code_353","C32478","Dorsalis Pedis Artery","89894deb-d31a-41e1-a445-0f01c3ac556a"
"http://www.cdisc.org","Code","2023-12-15","Code_354","C12715","Femoral Artery","407e5670-29b2-4768-b70b-c8d4955197de"
"http://www.cdisc.org","Code","2023-12-15","Code_355","C12838","Radial Artery","16654023-8ed0-4abc-9013-86c8a182da2b"
"http://www.cdisc.org","Code","2023-12-15","Code_356","C13717","Anatomic Site","5903df47-d1a0-48bf-a9d3-c457ce08fbda"
"http://www.cdisc.org","Code","2023-12-15","Code_357","C25229","Left","c8fa184a-f292-4358-9bde-65979edfb7e9"
"http://www.cdisc.org","Code","2023-12-15","Code_358","C25228","Right","4103bdde-79de-4496-bad3-ef4057e6e935"
"http://www.cdisc.org","Code","2023-12-15","Code_359","C25185","Laterality","2ffcc2db-09d9-488e-b9cf-020fd54b67d7"
"http://www.cdisc.org","Code","2023-12-15","Code_360","C25299","DIABP","06c9f323-1661-40af-8490-974451718103"
"http://www.cdisc.org","Code","2023-12-15","Code_361","C49677","HR","9be0bf0f-8af9-48b7-8965-f480d2e16ab0"
"http://www.cdisc.org","Code","2023-12-15","Code_362","C77140","Clinical Test Result","ca8e2670-c04c-4fdd-91cf-75b45c13eea3"
"http://www.cdisc.org","Code","2023-12-15","Code_363","C73688","Count per Minute","8c74ccf5-f1d9-4515-947f-bb6ae6a058ce"
"http://www.cdisc.org","Code","2023-12-15","Code_364","C62122","Sitting","5e338bbf-28ac-4948-be43-68b79a686bbb"
"http://www.cdisc.org","Code","2023-12-15","Code_365","C62166","Standing","c1d93f16-7501-4a18-a933-578d090efc9b"
"http://www.cdisc.org","Code","2023-12-15","Code_366","C62167","Supine Position","f9cbc453-5faf-46de-982c-dc6913766e6c"
"http://www.cdisc.org","Code","2023-12-15","Code_367","C62164","Body Position","ca86df2f-c52a-4e30-81ae-818164022f64"
"http://www.cdisc.org","Code","2023-12-15","Code_368","C12681","Brachial Artery","873da080-26dc-4b02-9b53-716e8753a08b"
"http://www.cdisc.org","Code","2023-12-15","Code_369","C12687","Common Carotid Artery","d331fb9f-b478-478f-b57d-b14a9c02b37d"
"http://www.cdisc.org","Code","2023-12-15","Code_370","C32478","Dorsalis Pedis Artery","dffaf2d5-cc32-4ee3-80d9-59afad590df3"
"http://www.cdisc.org","Code","2023-12-15","Code_371","C12715","Femoral Artery","070727a1-0736-45c1-92e6-1aa336c5dbd0"
"http://www.cdisc.org","Code","2023-12-15","Code_372","C12838","Radial Artery","38647714-d178-4c49-b988-afb1e6d7dbc6"
"http://www.cdisc.org","Code","2023-12-15","Code_373","C13717","Anatomic Site","bb6118e0-9905-4a09-ae24-85b711a0758c"
"http://www.cdisc.org","Code","2023-12-15","Code_374","C25229","Left","80d6bdf2-6c31-4831-9a48-9382bec1fab2"
"http://www.cdisc.org","Code","2023-12-15","Code_375","C25228","Right","aee58bb6-01dd-4f2c-9343-d3dcc2e33803"
"http://www.cdisc.org","Code","2023-12-15","Code_376","C25185","Laterality","d57f809a-4798-45f6-bd97-5353d3816676"
"http://www.cdisc.org","Code","2023-12-15","Code_377","C49677","HR","41ab97b9-6b17-4b9b-98ba-98ecc62ec752"
