"code","codeSystem","decode","uuid:ID","id","instanceType","codeSystemVersion"
"C62164","NCI Thesaurus","Body Position","f1d49631-3017-47ed-b879-c11dcd28cd1b","Code_250","Code",""
"C25298","NCI Thesaurus","Systolic Blood Pressure","e3b097d6-9c35-44ca-a9fa-acf9f0798c0c","Code_243","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","b07162ff-70b2-459b-8f0b-7c698d07d4f6","Code_252","Code",""
"C42547","http://www.cdisc.org","Pascal","ef1be6d6-29df-46b3-9c4e-5d8447fdb709","Code_253","Code","2023-09-29"
"C49669","NCI Thesaurus","Unit of Pressure","8544904e-d1dd-407f-b5f5-353ef8f75ae4","Code_254","Code",""
"C13717","NCI Thesaurus","Anatomic Site","f0fe0841-cc4c-432f-ae15-798679a82753","Code_255","Code",""
"C25185","NCI Thesaurus","Laterality","9e13b4aa-ac48-40b2-a683-2b5141c8e250","Code_256","Code",""
"C82535","NCI Thesaurus","Test Method","27aaef2f-529f-465e-aaa7-94ebc593a3e6","Code_257","Code",""
"C62164","NCI Thesaurus","Body Position","abbd42e9-54bf-4a5c-9caf-bf1ff0912f17","Code_258","Code",""
"C25299","NCI Thesaurus","Diastolic Blood Pressure","cb18d784-0a11-4f7f-b644-07d7dd3af687","Code_251","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","27e9fa87-06a8-49e8-a42b-73a01cfa3ba0","Code_260","Code",""
"C49673","http://www.cdisc.org","Beats per Minute","ee361d94-761c-45ea-bbde-0e1106bbc4e7","Code_261","Code","2023-09-29"
"C73688","NCI Thesaurus","Count per Minute","a2e04111-b6cf-4079-ba6f-feeb41d727bf","Code_262","Code",""
"C13717","NCI Thesaurus","Anatomic Site","1ec93e33-843b-4885-8b51-31e38241b724","Code_263","Code",""
"C25185","NCI Thesaurus","Laterality","f107331c-dd02-489d-8bf4-759d5bb5c664","Code_264","Code",""
"C82535","NCI Thesaurus","Test Method","5fea78ed-22a4-4a48-839b-85817f2a0033","Code_265","Code",""
"C62164","NCI Thesaurus","Body Position","36ad96db-7338-402b-a039-eb3829739123","Code_266","Code",""
"C49677","NCI Thesaurus","Heart Rate","4612a847-4ce9-4667-ab07-dbbedf79ac02","Code_259","Code",""
"C174268","http://www.cdisc.org","Placebo Comparator Arm","3326e809-62a9-4172-8cf8-6d05472fc660","Code_122","Code","2023-09-29"
"C188866","http://www.cdisc.org","Data Generated Within Study","162ea8cf-b3e0-47d0-9d4f-12a3c8e09010","Code_123","Code","2023-09-29"
"C174267","http://www.cdisc.org","Active Comparator Arm","7825f0d5-7781-4933-ae7f-9dd56efd6ab1","Code_124","Code","2023-09-29"
"C188866","http://www.cdisc.org","Data Generated Within Study","cc57711e-1e5f-4bfe-84b6-a4b65b3b3ba6","Code_125","Code","2023-09-29"
"C174267","http://www.cdisc.org","Active Comparator Arm","2ff27d84-018e-4ffd-b40f-f4e13b04330e","Code_126","Code","2023-09-29"
"C188866","http://www.cdisc.org","Data Generated Within Study","e67e2178-0940-45f8-a567-8a2186d608b3","Code_127","Code","2023-09-29"
"C15228","http://www.cdisc.org","Double Blind Study","be31e0cb-f50c-4ad6-bc59-826a8900fd47","Code_135","Code","2023-09-29"
"C48262","http://www.cdisc.org","Trial Screening","a0c4ebe0-cf4d-4acb-9f3e-6192ca61fccd","Code_128","Code","2023-09-29"
"C101526","http://www.cdisc.org","Treatment Epoch","866d0a6c-c4ef-4c88-852c-04ebb49c688b","Code_129","Code","2023-09-29"
"C101526","http://www.cdisc.org","Treatment Epoch","4a034f63-0c62-4ff8-a26d-c12f938be178","Code_130","Code","2023-09-29"
"C101526","http://www.cdisc.org","Treatment Epoch","6acd0fd2-33d1-4c8b-9312-4c83e5f432b8","Code_131","Code","2023-09-29"
"C99158","http://www.cdisc.org","Clinical Study Follow-up","b73a08cd-d5cd-49f7-9747-97df331da804","Code_132","Code","2023-09-29"
"G30.9","ICD-10-CM","Alzheimer's disease; unspecified","eb9e33f1-4d82-4da9-a365-8aade9883a92","Code_320","Code","1"
"26929004","SNOMED","Alzheimer's disease","9127d105-87cd-49dd-8e70-ac9a609d0cc4","Code_321","Code","January 31, 2018"
"C70793","http://www.cdisc.org","Sponsor","3a7378f0-b71d-44f9-91b4-0741fff243a3","Code_141","Code","2023-09-29"
"C85826","http://www.cdisc.org","Trial Primary Objective","ca567123-73ca-42c4-9fb7-086607f33ab8","Code_325","Code","2023-09-29"
"C94496","http://www.cdisc.org","Primary Endpoint","badcef66-1e69-4d26-8fa0-0565f854268f","Code_324","Code","2023-09-29"
"C94496","http://www.cdisc.org","Primary Endpoint","63f92a24-2a45-4804-8564-53b254b82ad5","Code_326","Code","2023-09-29"
"C85826","http://www.cdisc.org","Trial Primary Objective","599bf751-6eed-4c00-ba2e-15bc55577bf7","Code_328","Code","2023-09-29"
"C94496","http://www.cdisc.org","Primary Endpoint","6fbdfe7a-ae87-46c7-90fb-52df55ee38a5","Code_327","Code","2023-09-29"
"C94496","http://www.cdisc.org","Primary Endpoint","57bec2db-6a98-42a4-bc6c-1d72f2f33a17","Code_329","Code","2023-09-29"
"C94496","http://www.cdisc.org","Primary Endpoint","07ce10a2-240f-4826-a87e-8bf74a4fc211","Code_330","Code","2023-09-29"
"C85827","http://www.cdisc.org","Trial Secondary Objective","ba3674cd-a4a6-4bb6-b4bd-895cf79d5657","Code_332","Code","2023-09-29"
"C139173","http://www.cdisc.org","Secondary Endpoint","501f700d-3385-4375-8815-24028b8ed14e","Code_331","Code","2023-09-29"
"C139173","http://www.cdisc.org","Secondary Endpoint","bc12d34c-2d84-487a-a1b6-8e23f314e9e9","Code_333","Code","2023-09-29"
"C139173","http://www.cdisc.org","Secondary Endpoint","48425f89-5494-4b9c-9543-ae4b33744e7a","Code_334","Code","2023-09-29"
"C25532","http://www.cdisc.org","Inclusion Criteria","5e583ecc-2447-4044-9f8c-ca0b5de62acd","Code_335","Code","2023-09-29"
"C25532","http://www.cdisc.org","Inclusion Criteria","e65b0626-80fd-479e-b1b3-f6232b853da3","Code_336","Code","2023-09-29"
"C25532","http://www.cdisc.org","Inclusion Criteria","703b9a25-e3b5-49a6-961b-5e55b80c5d2e","Code_337","Code","2023-09-29"
"C25370","http://www.cdisc.org","Exclusion Criteria","f3602cb9-73a6-4a35-8085-20d5953a99f6","Code_338","Code","2023-09-29"
"C29848","http://www.cdisc.org","Year","a3403da9-8706-49be-b260-92f2006ffa70","Code_322","Code","2023-09-29"
"C201357","http://www.cdisc.org","Before","0511e554-dea5-4c50-a1d2-f86eb9819e71","Code_14","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","2f9e8b8b-07f9-4aca-8e69-3d99d7ed6bea","Code_15","Code","2023-09-29"
"C201357","http://www.cdisc.org","Before","d539f2b1-9bc9-4027-8c3a-ccd183e172b7","Code_16","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","a88ea1c3-e26b-46ac-a47b-fe592df827a4","Code_17","Code","2023-09-29"
"C201358","http://www.cdisc.org","Fixed Reference","e828c13d-a46c-4a8d-b7ef-4883358f31a5","Code_19","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","c8db8a1f-e9e6-4d12-8ce8-f73c7a0c1f75","Code_20","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","8da5dbf2-32ca-4390-8e20-75771995d723","Code_21","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","8b3ccd0a-9e63-48bc-a83c-f9a2e8191ce6","Code_22","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","f0e0a367-844f-426d-bb5c-07d9f7e75547","Code_24","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","1d105d1e-03d6-4608-b45f-cdf296f711f4","Code_25","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","ab0efedc-0e5c-45c0-9700-c5fb8eb1a0ed","Code_27","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","1e2ec817-d91c-4c3b-aca6-3b3dac1fe72d","Code_28","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","33d77c40-b50d-4019-9969-98c8ae4e1aab","Code_30","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","8a4a36e6-fb67-4cc5-b353-6c9de6d003db","Code_31","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","e44c44fd-8e5d-4594-89a0-180a8e2a7e62","Code_35","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","79c9a867-75e0-4534-8a19-09d67d1abfec","Code_36","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","7f29f865-eea7-4733-8dae-c658aecf1d7f","Code_40","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","0c52aa53-151f-4e71-888e-924de8237ecf","Code_41","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","75e1e79d-7b24-4ddb-b90f-99dec03d7cd9","Code_45","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","19938a79-6005-46b4-bead-5b748713202a","Code_46","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","25e977dd-9447-4cf7-a879-93527d22672e","Code_50","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","e52230a5-4c8b-4b9d-8db2-edc383117594","Code_51","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","f0c1888d-7737-482c-b07b-1dbdd320dff0","Code_53","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","e43dff22-4dea-4b0e-aa5f-afe8943f3864","Code_54","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","30099387-3c19-440b-8867-45d9e35441b3","Code_33","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","bb203316-514f-469a-a0b8-9fd40dbf896d","Code_34","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","576e5838-00f8-424c-a0b1-95dc47a2018c","Code_38","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","ffb32682-bb1d-4618-9c05-8bbda4672e5c","Code_39","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","c683be7f-ffef-46ff-a539-f927cb483da7","Code_43","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","9c5fffce-b714-4272-a722-3bce3ca52635","Code_44","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","547c17d1-b90d-4b87-ab6f-d3473aecf255","Code_48","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","20e8a7dd-9de9-4119-962c-bae26f57b75f","Code_49","Code","2023-09-29"
"C201358","http://www.cdisc.org","Fixed Reference","fccbe97e-e8b5-4cea-a62e-db0bd6250e2f","Code_56","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","a1ce0917-7190-4faa-b7d0-31f3089ef782","Code_57","Code","2023-09-29"
"C201358","http://www.cdisc.org","Fixed Reference","85d35ee5-06b2-40b4-9174-89ad22337cc5","Code_58","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","b7f59e17-99d7-48f9-b941-c00ef427967c","Code_59","Code","2023-09-29"
"C201358","http://www.cdisc.org","Fixed Reference","f4fd06d3-ca6c-404a-ba2a-1be7f7417942","Code_60","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","5d1a6450-4f8c-4f45-8c51-bde7296d59dc","Code_61","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","b0f0a501-3bb6-486f-8856-5d458e0e2816","Code_62","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","288bdd40-e1e0-48ca-9fa2-9a0d5935e678","Code_63","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","4d46bd17-d0cc-42a4-86f7-7c916dc97782","Code_64","Code","2023-09-29"
"C201353","http://www.cdisc.org","End to Start","9f793bb9-bd25-4c5f-bd6d-eae5162917fc","Code_65","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","942a438a-c178-4c7f-a0b8-a51f8304e2ff","Code_66","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","f91a9597-f130-4274-8c79-56a31e120135","Code_67","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","d0bab8c6-202b-4059-a595-382d81ba79ed","Code_68","Code","2023-09-29"
"C201353","http://www.cdisc.org","End to Start","e30e28f2-d9f8-474e-88c0-d7cf4d6c57bf","Code_69","Code","2023-09-29"
"C201356","http://www.cdisc.org","After","abdec807-6035-426b-85fa-204f3fedf527","Code_70","Code","2023-09-29"
"C201355","http://www.cdisc.org","Start to Start","363f5a1d-38ed-4b5c-a435-a5860ba71e53","Code_71","Code","2023-09-29"
"C70793","http://www.cdisc.org","Clinical Study Sponsor","72460407-657a-4082-a38b-37a53e9a7d36","Code_339","Code","2023-09-29"
"GBR","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland","98c377c5-2d64-4994-bdca-05b5efe13ab5","Code_340","Code","2020-08"
"C94108","http://www.cdisc.org","Study Acronym","3a05a035-78c5-47a6-814f-6030d02c9a3a","Code_3","Code","2023-09-29"
"C99905x1","http://www.cdisc.org","Brief Study Title","89599e78-3d90-4441-83a7-80a30eaeb5b9","Code_5","Code","2023-09-29"
"C99905x2","http://www.cdisc.org","Official Study Title","48d7969c-0a8f-4bc5-ba46-0798e4314cfe","Code_6","Code","2023-09-29"
"C99905x3","http://www.cdisc.org","Public Study Title","c88e81d6-d5ff-4c97-9a33-f9a63dfe7005","Code_7","Code","2023-09-29"
"C25508","http://www.cdisc.org","Final","77055401-e94d-4517-a19a-f635b579fdfc","Code_8","Code","2023-09-29"
"C99903x1","http://www.cdisc.org","Protocol Effective Date","a75abbcc-add9-4ae3-ae46-571314006e82","Code_11","Code","2023-09-29"
"C41129","http://www.cdisc.org","Region","9593ac26-8d01-4aff-862b-329a8787c538","Code_13","Code","2023-09-29"
"150","ISO 3166 1 alpha3","Europe","648b5b40-e9f2-40be-a7fa-c9e6f1a3ae18","Code_12","Code","2020-08"
