"codeSystem","uuid:ID","decode","id","code","codeSystemVersion","instanceType"
"NCI Thesaurus","5556cd38-1890-432a-b762-a2576d2db42b","Body Position","Code_250","C62164","","Code"
"NCI Thesaurus","b663c717-2b6f-40b7-ab01-241e80839942","Systolic Blood Pressure","Code_243","C25298","","Code"
"NCI Thesaurus","d3efae05-4ce0-4ae6-82f2-4ba3dd263af0","Clinical Test Result","Code_252","C77140","","Code"
"http://www.cdisc.org","f433891a-1569-4d33-bb36-4fbb944b8fe7","Pascal","Code_253","C42547","2023-09-29","Code"
"NCI Thesaurus","36a23ec0-e2b2-4e25-ba30-da09f79485d1","Unit of Pressure","Code_254","C49669","","Code"
"NCI Thesaurus","e024691f-e160-4223-a90a-d2368f6bce78","Anatomic Site","Code_255","C13717","","Code"
"NCI Thesaurus","d9cc4ced-e972-4291-85b6-1bb426538d06","Laterality","Code_256","C25185","","Code"
"NCI Thesaurus","0499e85b-1f20-4dbb-87b5-864904a802d5","Test Method","Code_257","C82535","","Code"
"NCI Thesaurus","0dcc0a1a-19b4-491b-baf7-1b56b9f40965","Body Position","Code_258","C62164","","Code"
"NCI Thesaurus","3b970e53-3d62-42b0-b9be-387ee8567d97","Diastolic Blood Pressure","Code_251","C25299","","Code"
"NCI Thesaurus","5768b30b-d841-4d5d-b09c-fbd52ccf1763","Clinical Test Result","Code_260","C77140","","Code"
"http://www.cdisc.org","600c37c7-e3b7-4a46-abca-b74bfcd619ad","Beats per Minute","Code_261","C49673","2023-09-29","Code"
"NCI Thesaurus","1fee9bbe-369b-46c0-be35-504b2fb5314d","Count per Minute","Code_262","C73688","","Code"
"NCI Thesaurus","06460d50-0c50-415c-bf10-7228ce14ef1b","Anatomic Site","Code_263","C13717","","Code"
"NCI Thesaurus","3bed4324-f3a5-4607-9d31-b864ba8e6d12","Laterality","Code_264","C25185","","Code"
"NCI Thesaurus","c1e2e484-b1ac-4f4c-b823-91a867f4aca8","Test Method","Code_265","C82535","","Code"
"NCI Thesaurus","88b9a8f7-b1ec-48eb-94b4-a2cbf3fc3c17","Body Position","Code_266","C62164","","Code"
"NCI Thesaurus","c380826f-7241-4360-a224-a6b1aa1643a9","Heart Rate","Code_259","C49677","","Code"
"http://www.cdisc.org","4e32ec63-e3a1-4ab7-9a0c-4618ebd4d22d","Placebo Comparator Arm","Code_122","C174268","2023-09-29","Code"
"http://www.cdisc.org","011a671a-271f-4f8b-b753-772daa4de134","Data Generated Within Study","Code_123","C188866","2023-09-29","Code"
"http://www.cdisc.org","c5a61885-7261-47c7-a969-0d7bda18095a","Active Comparator Arm","Code_124","C174267","2023-09-29","Code"
"http://www.cdisc.org","d6298bc1-52db-4477-a82d-5aa70c6affd6","Data Generated Within Study","Code_125","C188866","2023-09-29","Code"
"http://www.cdisc.org","8c21278a-0641-47b4-bd6a-bb2e928c4c35","Active Comparator Arm","Code_126","C174267","2023-09-29","Code"
"http://www.cdisc.org","74970acd-8da6-4f11-b240-d403b6621f65","Data Generated Within Study","Code_127","C188866","2023-09-29","Code"
"http://www.cdisc.org","12af1a59-9dc9-4ac0-ace6-81821cfa4383","Double Blind Study","Code_135","C15228","2023-09-29","Code"
"http://www.cdisc.org","48421008-e9dc-47a4-ac79-1c6cfef26b5d","Trial Screening","Code_128","C48262","2023-09-29","Code"
"http://www.cdisc.org","cecafd63-81d1-4e38-9ca4-ea7a122ded51","Treatment Epoch","Code_129","C101526","2023-09-29","Code"
"http://www.cdisc.org","bd5a0fd6-5ad1-4ac4-b253-d36107b0d68d","Treatment Epoch","Code_130","C101526","2023-09-29","Code"
"http://www.cdisc.org","cab3ad3c-3417-4b39-8da2-54beb6736fa4","Treatment Epoch","Code_131","C101526","2023-09-29","Code"
"http://www.cdisc.org","3f8a5082-4f37-4674-b68e-cfd4705a8d09","Clinical Study Follow-up","Code_132","C99158","2023-09-29","Code"
"ICD-10-CM","20770d6c-1b5f-40d2-89f5-32e2ad6c319a","Alzheimer's disease; unspecified","Code_320","G30.9","1","Code"
"SNOMED","22fcd92f-872c-4f7e-adca-9ebd3571c3dc","Alzheimer's disease","Code_321","26929004","January 31, 2018","Code"
"http://www.cdisc.org","33aaa6ff-a5b9-4600-8485-fd968a48e372","Sponsor","Code_141","C70793","2023-09-29","Code"
"http://www.cdisc.org","670a32d4-e6d1-4032-b7cc-a76f5dc0a523","Trial Primary Objective","Code_325","C85826","2023-09-29","Code"
"http://www.cdisc.org","041f7b62-eb7d-4cad-b71f-76ed0e5d51d7","Primary Endpoint","Code_324","C94496","2023-09-29","Code"
"http://www.cdisc.org","5e171ddc-ae0e-4719-bd26-f3433c8d5312","Primary Endpoint","Code_326","C94496","2023-09-29","Code"
"http://www.cdisc.org","b71d7cb7-4d3c-4695-8e1e-164310c82423","Trial Primary Objective","Code_328","C85826","2023-09-29","Code"
"http://www.cdisc.org","a4e48728-9694-49e5-bec7-2753738b55ef","Primary Endpoint","Code_327","C94496","2023-09-29","Code"
"http://www.cdisc.org","80e084b4-2f59-4679-a737-bd6d92d767ea","Primary Endpoint","Code_329","C94496","2023-09-29","Code"
"http://www.cdisc.org","8527a2e3-eb38-4219-a1fa-7c62aa9c9c63","Primary Endpoint","Code_330","C94496","2023-09-29","Code"
"http://www.cdisc.org","3fdcdf5f-8615-4d0b-9eb8-48879185113f","Trial Secondary Objective","Code_332","C85827","2023-09-29","Code"
"http://www.cdisc.org","9fb20cb6-f4ad-4535-ae5e-4c32df6f6577","Secondary Endpoint","Code_331","C139173","2023-09-29","Code"
"http://www.cdisc.org","92287757-f635-4291-a93e-a569b84895b0","Secondary Endpoint","Code_333","C139173","2023-09-29","Code"
"http://www.cdisc.org","6f0475fa-5d8f-43d5-8cb5-1815840ac2a3","Secondary Endpoint","Code_334","C139173","2023-09-29","Code"
"http://www.cdisc.org","2780ab3d-7252-4192-900a-69f783133396","Inclusion Criteria","Code_335","C25532","2023-09-29","Code"
"http://www.cdisc.org","2347ece9-6f24-499b-80d6-53fa57006942","Inclusion Criteria","Code_336","C25532","2023-09-29","Code"
"http://www.cdisc.org","c919021c-19b9-4803-90af-f9c36a6c4939","Inclusion Criteria","Code_337","C25532","2023-09-29","Code"
"http://www.cdisc.org","be2a455e-1d0b-4e22-91d5-9f8c09dddd0a","Exclusion Criteria","Code_338","C25370","2023-09-29","Code"
"http://www.cdisc.org","c4a69339-f43c-4f85-8f72-970fb865828d","Year","Code_322","C29848","2023-09-29","Code"
"http://www.cdisc.org","1c483443-e70d-44e0-ba22-8e1e9d9828e1","Before","Code_14","C201357","2023-09-29","Code"
"http://www.cdisc.org","f2a27ad5-b8b4-4669-b2b7-ea0f58d8ed08","Start to Start","Code_15","C201355","2023-09-29","Code"
"http://www.cdisc.org","50fb0519-0044-4fcb-82b5-7f6381607ab1","Before","Code_16","C201357","2023-09-29","Code"
"http://www.cdisc.org","e01640cd-b60a-48af-a0bc-39f8a483c773","Start to Start","Code_17","C201355","2023-09-29","Code"
"http://www.cdisc.org","65f0a1b5-8cec-40bc-b04b-493ee468f975","Fixed Reference","Code_19","C201358","2023-09-29","Code"
"http://www.cdisc.org","ec52cdf4-f3b5-4e31-9675-5f27868fa1f7","Start to Start","Code_20","C201355","2023-09-29","Code"
"http://www.cdisc.org","aec8cffc-2b2f-4996-b637-57a259f3d2a7","After","Code_21","C201356","2023-09-29","Code"
"http://www.cdisc.org","f0bf3ccb-fd3e-4c20-b31f-54e6f5a1df2d","Start to Start","Code_22","C201355","2023-09-29","Code"
"http://www.cdisc.org","63032af8-c69e-4604-8889-9d419edddee2","After","Code_24","C201356","2023-09-29","Code"
"http://www.cdisc.org","6fb4a251-b028-4071-8832-963cf6242c50","Start to Start","Code_25","C201355","2023-09-29","Code"
"http://www.cdisc.org","60713df2-9899-45c8-b23d-f878d1b83e56","After","Code_27","C201356","2023-09-29","Code"
"http://www.cdisc.org","5af8b5ed-794f-4a22-abf1-6c78431564cb","Start to Start","Code_28","C201355","2023-09-29","Code"
"http://www.cdisc.org","b5e70e86-85e6-4fb8-bca3-c536ddfac318","After","Code_30","C201356","2023-09-29","Code"
"http://www.cdisc.org","2ada54e7-9378-4d5c-a6db-eaecb654bc8a","Start to Start","Code_31","C201355","2023-09-29","Code"
"http://www.cdisc.org","d0862f41-f621-4466-bb4f-0b5098f2434d","After","Code_35","C201356","2023-09-29","Code"
"http://www.cdisc.org","8c3c9227-c593-4812-aa0a-c65f39ca2000","Start to Start","Code_36","C201355","2023-09-29","Code"
"http://www.cdisc.org","bc551194-d176-4287-8049-61eaf7cdadb8","After","Code_40","C201356","2023-09-29","Code"
"http://www.cdisc.org","ce666db6-7ecb-422e-b81c-bb0e73cc985f","Start to Start","Code_41","C201355","2023-09-29","Code"
"http://www.cdisc.org","f22381d1-5651-42a4-94cc-9d4d074f6119","After","Code_45","C201356","2023-09-29","Code"
"http://www.cdisc.org","62499777-fd9c-4984-ba16-550b1c4c2335","Start to Start","Code_46","C201355","2023-09-29","Code"
"http://www.cdisc.org","85f55fcb-4d9c-4112-8052-cb7bc65befa8","After","Code_50","C201356","2023-09-29","Code"
"http://www.cdisc.org","94f5a5e0-7678-43e7-b801-01597069acd8","Start to Start","Code_51","C201355","2023-09-29","Code"
"http://www.cdisc.org","50cc0a0f-49b1-4c74-9ba3-71e5fc2ebc97","After","Code_53","C201356","2023-09-29","Code"
"http://www.cdisc.org","910233c7-808d-4773-9436-145463b1cbfd","Start to Start","Code_54","C201355","2023-09-29","Code"
"http://www.cdisc.org","c041484a-2746-4e80-b290-991793a96c77","After","Code_33","C201356","2023-09-29","Code"
"http://www.cdisc.org","1cb1ccd2-476d-4c8c-b77e-abf9162d3eeb","Start to Start","Code_34","C201355","2023-09-29","Code"
"http://www.cdisc.org","3e9cec72-b61a-4c80-b664-4ee03bc41394","After","Code_38","C201356","2023-09-29","Code"
"http://www.cdisc.org","3e4a7e75-0946-4ffa-81bf-e46204c1279b","Start to Start","Code_39","C201355","2023-09-29","Code"
"http://www.cdisc.org","478834e1-fa61-4e1a-b3e3-ea739a6b297b","After","Code_43","C201356","2023-09-29","Code"
"http://www.cdisc.org","0ac9d633-7c2f-4353-b009-3ee25da912d1","Start to Start","Code_44","C201355","2023-09-29","Code"
"http://www.cdisc.org","a06782c7-44f2-459d-adf0-261a9883ba5e","After","Code_48","C201356","2023-09-29","Code"
"http://www.cdisc.org","4fddc4ed-6748-430c-8461-d580ed878681","Start to Start","Code_49","C201355","2023-09-29","Code"
"http://www.cdisc.org","6bfbd4e3-f92d-4ae0-9869-5114c69eb44f","Fixed Reference","Code_56","C201358","2023-09-29","Code"
"http://www.cdisc.org","d8b3469b-3a23-4f40-b524-bcfbac726e66","Start to Start","Code_57","C201355","2023-09-29","Code"
"http://www.cdisc.org","2439939d-0882-405c-a482-13eca148f567","Fixed Reference","Code_58","C201358","2023-09-29","Code"
"http://www.cdisc.org","9bb32178-f566-4714-92be-05fc4f9133a4","Start to Start","Code_59","C201355","2023-09-29","Code"
"http://www.cdisc.org","79ce2185-cdf2-47a2-9a65-dcd6f250fb96","Fixed Reference","Code_60","C201358","2023-09-29","Code"
"http://www.cdisc.org","3ea0fa78-520c-4008-b00e-97e2d869ee88","Start to Start","Code_61","C201355","2023-09-29","Code"
"http://www.cdisc.org","3dc4e3fe-cf98-42e4-8948-dc067745b4ba","After","Code_62","C201356","2023-09-29","Code"
"http://www.cdisc.org","abe74d65-eea3-4860-a65e-3a2f5bfe268a","Start to Start","Code_63","C201355","2023-09-29","Code"
"http://www.cdisc.org","a474980c-33f2-4504-9dac-470463d94c73","After","Code_64","C201356","2023-09-29","Code"
"http://www.cdisc.org","e362268e-72d2-4a41-91c9-b6434823c831","End to Start","Code_65","C201353","2023-09-29","Code"
"http://www.cdisc.org","0324718e-53d9-49c3-ae91-bc383f825570","After","Code_66","C201356","2023-09-29","Code"
"http://www.cdisc.org","2238c64f-9717-4654-ae1f-6bddfe9afa51","Start to Start","Code_67","C201355","2023-09-29","Code"
"http://www.cdisc.org","60dff482-4d2a-4938-8728-0a0856a7fc84","After","Code_68","C201356","2023-09-29","Code"
"http://www.cdisc.org","664bd820-d8ee-41ad-8419-4351cda75a82","End to Start","Code_69","C201353","2023-09-29","Code"
"http://www.cdisc.org","8722946b-0b3f-4684-8f86-e3f09b069716","After","Code_70","C201356","2023-09-29","Code"
"http://www.cdisc.org","1b1ac864-43e4-4bb2-b3d9-5abf1a7e8092","Start to Start","Code_71","C201355","2023-09-29","Code"
"http://www.cdisc.org","d55f655a-9c61-4880-8eeb-8d9377cc0310","Clinical Study Sponsor","Code_339","C70793","2023-09-29","Code"
"ISO 3166 1 alpha3","87b272d0-5152-4a55-a7e4-37d157824b14","United Kingdom of Great Britain and Northern Ireland","Code_340","GBR","2020-08","Code"
"http://www.cdisc.org","9649ac13-ecf9-434d-b2d9-48f210e85a0c","Study Acronym","Code_3","C94108","2023-09-29","Code"
"http://www.cdisc.org","0ec6aea3-b43a-4372-8c85-cc28701de390","Brief Study Title","Code_5","C99905x1","2023-09-29","Code"
"http://www.cdisc.org","1d13abb2-cc66-4bc2-9b85-e62f0efd9aa5","Official Study Title","Code_6","C99905x2","2023-09-29","Code"
"http://www.cdisc.org","48208f84-46b0-4bcc-ba74-20a2095c6cea","Public Study Title","Code_7","C99905x3","2023-09-29","Code"
"http://www.cdisc.org","5a7a583c-c2d8-4088-bdfc-97c09daa0a69","Final","Code_8","C25508","2023-09-29","Code"
"http://www.cdisc.org","c6ba49d4-3a05-4007-951c-573512108fbe","Protocol Effective Date","Code_11","C99903x1","2023-09-29","Code"
"http://www.cdisc.org","17e44b03-2a55-4b05-8454-1a3ce3589c33","Region","Code_13","C41129","2023-09-29","Code"
"ISO 3166 1 alpha3","193e45df-5815-4a03-a6be-7c73ce8feb21","Europe","Code_12","150","2020-08","Code"
