"decode","uuid:ID","codeSystem","instanceType","codeSystemVersion","code","id"
"No","80045348-471b-40d5-8f2a-02afbd46efee","http://www.cdisc.org","Code","2023-12-15","C49487","Code_173"
"Yes","3b52240f-6be8-41ac-9ab3-d949ce0278be","http://www.cdisc.org","Code","2023-12-15","C49488","Code_174"
"Adverse Event associated with Hospitalization","49f45063-f70b-43f8-88f0-a956319a8986","http://www.cdisc.org","Code","2023-12-15","C83052","Code_175"
"No","5c7b3c4f-b1ab-4fa6-a904-40475542cb1d","http://www.cdisc.org","Code","2023-12-15","C49487","Code_176"
"Yes","b13d9fd5-5ce3-47d7-beb4-897cc1d4570c","http://www.cdisc.org","Code","2023-12-15","C49488","Code_177"
"Life Threatening Adverse Event","1614b680-fa88-49dd-b074-042e95e2905c","http://www.cdisc.org","Code","2023-12-15","C84266","Code_178"
"No","df009516-1dd4-4163-a461-018ecc035185","http://www.cdisc.org","Code","2023-12-15","C49487","Code_179"
"Yes","b5912126-a484-4d53-9899-96ad2600105e","http://www.cdisc.org","Code","2023-12-15","C49488","Code_180"
"Adverse Event Occurred with Overdose","fe76b771-7206-48e0-b9c8-5f89effc793f","http://www.cdisc.org","Code","2023-12-15","C83214","Code_181"
"No","7cbbd4e7-419d-418c-af84-76e33af882b8","http://www.cdisc.org","Code","2023-12-15","C49487","Code_182"
"Yes","50b3b052-3544-4b72-b3ae-40f48d797adc","http://www.cdisc.org","Code","2023-12-15","C49488","Code_183"
"Adverse Event Associated with Serious Medical Event","b94b7406-81f8-4db5-8d59-845047c5518d","http://www.cdisc.org","Code","2023-12-15","C83053","Code_184"
"No","8e3e9f0b-adba-407e-8db6-14e43cf8ca72","http://www.cdisc.org","Code","2023-12-15","C49487","Code_185"
"Yes","917d704e-79ce-4028-8874-a0bfe59b3dfc","http://www.cdisc.org","Code","2023-12-15","C49488","Code_186"
"Adverse Event Concomitant Treatment","5b0dde89-05b7-40ed-af6e-266fe3d455d3","http://www.cdisc.org","Code","2023-12-15","C83199","Code_187"
"Adverse Event Start Date Time","3d4c4795-dc04-4dbb-aae3-065f418f3162","http://www.cdisc.org","Code","2023-12-15","C83215","Code_188"
"Adverse Event End Date Time","9b09a9dc-6362-4e6d-992e-6ba59040d6d4","http://www.cdisc.org","Code","2023-12-15","C83201","Code_189"
"Solicited Adverse Event","399bca40-8be1-4918-ba64-9ee68c3a8247","http://www.cdisc.org","Code","2023-12-15","C179175","Code_190"
"SYSBP","7ecfe9ee-e8e6-4d17-8956-1547f0a7d29c","http://www.cdisc.org","Code","2023-12-15","C25298","Code_191"
"Clinical Test Result","37b0723b-dace-4b4d-ae68-f0127648e216","http://www.cdisc.org","Code","2023-12-15","C77140","Code_192"
"Unit of Pressure","50a9b055-f430-41aa-8e4e-2228cff56653","http://www.cdisc.org","Code","2023-12-15","C49669","Code_193"
"Sitting","50c271b8-af05-41da-8310-47e8b574baff","http://www.cdisc.org","Code","2023-12-15","C62122","Code_194"
"Standing","14293c18-e9c0-459f-bc99-3e40508548d6","http://www.cdisc.org","Code","2023-12-15","C62166","Code_195"
"Supine Position","bf2492e3-1f91-49fd-bcfd-d200563f4fc3","http://www.cdisc.org","Code","2023-12-15","C62167","Code_196"
"Body Position","0896860f-ea12-436c-b5a6-7d6c6f4eac84","http://www.cdisc.org","Code","2023-12-15","C62164","Code_197"
"Brachial Artery","e4bcca72-4ddf-4249-8e27-d6ce2b9d7c2f","http://www.cdisc.org","Code","2023-12-15","C12681","Code_198"
"Common Carotid Artery","e92cb8d2-6a2c-4c0c-97dd-266b0f95666a","http://www.cdisc.org","Code","2023-12-15","C12687","Code_199"
"Dorsalis Pedis Artery","1008908c-97f4-42a6-a096-02c690ccc6be","http://www.cdisc.org","Code","2023-12-15","C32478","Code_200"
"Femoral Artery","03f14f9d-612c-4328-9b10-9650611b0088","http://www.cdisc.org","Code","2023-12-15","C12715","Code_201"
"Radial Artery","f4321d47-ca7b-478e-acb5-737ff7ad7477","http://www.cdisc.org","Code","2023-12-15","C12838","Code_202"
"Anatomic Site","a90c0371-3c30-4c42-8858-95847f7ddb85","http://www.cdisc.org","Code","2023-12-15","C13717","Code_203"
"Left","5205b6f5-2f7f-453a-946b-342d48a0db5b","http://www.cdisc.org","Code","2023-12-15","C25229","Code_204"
"Right","0f924270-a490-4cb3-8434-2a6326a41dea","http://www.cdisc.org","Code","2023-12-15","C25228","Code_205"
"Laterality","d66059ff-0d2f-4c4d-beae-bbe0cb692bf4","http://www.cdisc.org","Code","2023-12-15","C25185","Code_206"
"SYSBP","c3ac0018-0305-4dbf-9977-b52b287774d4","http://www.cdisc.org","Code","2023-12-15","C25298","Code_207"
"DIABP","dd2228d4-497a-4bbd-8af7-f11d67d4bf2c","http://www.cdisc.org","Code","2023-12-15","C25299","Code_208"
"Clinical Test Result","b4ce9807-8f3f-47b5-9da5-7184343fa8a9","http://www.cdisc.org","Code","2023-12-15","C77140","Code_209"
"Unit of Pressure","6c0e31b1-9356-4a22-a067-5a8792dc6a80","http://www.cdisc.org","Code","2023-12-15","C49669","Code_210"
"Sitting","dd29bf1e-4628-40d4-bd74-8ce92d51538f","http://www.cdisc.org","Code","2023-12-15","C62122","Code_211"
"Standing","0c66f0ff-0b22-4680-a447-b01020e56ac4","http://www.cdisc.org","Code","2023-12-15","C62166","Code_212"
"Supine Position","fa27b5f7-6cb2-4cad-94eb-f1111829317a","http://www.cdisc.org","Code","2023-12-15","C62167","Code_213"
"Body Position","e2f30440-2bc4-4068-a648-229f962f4ce0","http://www.cdisc.org","Code","2023-12-15","C62164","Code_214"
"Brachial Artery","def4f090-3feb-43d2-8809-e11b95ca39ba","http://www.cdisc.org","Code","2023-12-15","C12681","Code_215"
"Common Carotid Artery","76a868e2-6061-4afd-a949-5ed68c966788","http://www.cdisc.org","Code","2023-12-15","C12687","Code_216"
"Dorsalis Pedis Artery","e01374d0-731a-474f-861c-50ed4f8ec07f","http://www.cdisc.org","Code","2023-12-15","C32478","Code_217"
"Femoral Artery","93c6cf63-21fa-454a-a98a-f7d2f093113c","http://www.cdisc.org","Code","2023-12-15","C12715","Code_218"
"Radial Artery","810b9555-400c-4ded-8f9a-07baaa48200d","http://www.cdisc.org","Code","2023-12-15","C12838","Code_219"
"Anatomic Site","77520ad0-359c-4e59-b51e-f6f7b592d660","http://www.cdisc.org","Code","2023-12-15","C13717","Code_220"
"Left","f674055a-cbb8-4d29-9aa1-2d55b091d94d","http://www.cdisc.org","Code","2023-12-15","C25229","Code_221"
"Right","316f3292-4772-4400-a7e9-fd2953f240aa","http://www.cdisc.org","Code","2023-12-15","C25228","Code_222"
"Laterality","225d4a3e-76ee-4908-84ab-5d042f2fe3d8","http://www.cdisc.org","Code","2023-12-15","C25185","Code_223"
"DIABP","e91d945a-647e-4f69-b7e3-a36e45980e9d","http://www.cdisc.org","Code","2023-12-15","C25299","Code_224"
"TEMP","d7241968-e571-4562-82af-5c095735c49e","http://www.cdisc.org","Code","2023-12-15","C174446","Code_225"
"Clinical Test Result","350b143b-d95f-4813-9149-ef9e17c534dc","http://www.cdisc.org","Code","2023-12-15","C77140","Code_226"
"Degree Celsius","8304c820-0d2e-4b06-8d70-bd6062b6fdd1","http://www.cdisc.org","Code","2023-12-15","C42559","Code_227"
"Degree Fahrenheit","9c8ad4f7-4b97-4edc-9948-554b88fac089","http://www.cdisc.org","Code","2023-12-15","C44277","Code_228"
"Kelvin","79307671-b8bc-46d9-8d46-e17cdd99136d","http://www.cdisc.org","Code","2023-12-15","C42537","Code_229"
"Unit of Temperature","95d0040d-e341-4a6e-9079-dd42bb7e03f3","http://www.cdisc.org","Code","2023-12-15","C44276","Code_230"
"Axilla","2a033d48-27fa-4f7c-960a-7106bb7e104c","http://www.cdisc.org","Code","2023-12-15","C12674","Code_231"
"Ear","626d867d-f4c4-4cd7-b061-024ae15eb633","http://www.cdisc.org","Code","2023-12-15","C12394","Code_232"
"Forehead","ddeccbb7-6639-4efe-9fe1-c60b32a99931","http://www.cdisc.org","Code","2023-12-15","C89803","Code_233"
"Oral Cavity","6614b50b-7577-4ee2-837d-c84a4ad42131","http://www.cdisc.org","Code","2023-12-15","C12421","Code_234"
"Rectum","96b45034-c245-4939-a2de-0d7c9823ffcc","http://www.cdisc.org","Code","2023-12-15","C12390","Code_235"
"Anatomic Site","70817a54-fdee-4186-8d94-4dab0e041c93","http://www.cdisc.org","Code","2023-12-15","C13717","Code_236"
"TEMP","64470dd2-165f-4eec-9803-fc9f862319d9","http://www.cdisc.org","Code","2023-12-15","C174446","Code_237"
"WEIGHT","dfe8425a-726d-49d3-91c4-291f7d304e84","http://www.cdisc.org","Code","2023-12-15","C25208","Code_238"
"Clinical Test Result","05b4f258-87ae-4221-ad46-d476e2e286d1","http://www.cdisc.org","Code","2023-12-15","C77140","Code_239"
"Pound","f60c3e04-e0d1-4710-95fa-efddebfdadc3","http://www.cdisc.org","Code","2023-12-15","C48531","Code_240"
"Gram","7e495db4-5041-4793-88de-e8463f234aee","http://www.cdisc.org","Code","2023-12-15","C48155","Code_241"
"Kilogram","d02c3402-70e7-43df-934f-5fce0c8650ed","http://www.cdisc.org","Code","2023-12-15","C28252","Code_242"
"Unit of Weight","ae02f38b-1ce5-4b95-a804-3f0e6dd2339c","http://www.cdisc.org","Code","2023-12-15","C48208","Code_243"
"WEIGHT","21bec8cf-4798-489c-b4b9-5af8dda431da","http://www.cdisc.org","Code","2023-12-15","C25208","Code_244"
"HEIGHT","da1f4dc6-dc7f-40c9-95fb-502932aa37d4","http://www.cdisc.org","Code","2023-12-15","C25347","Code_245"
"Clinical Test Result","42926566-1317-47b9-87ec-3d95784ec947","http://www.cdisc.org","Code","2023-12-15","C77140","Code_246"
"Centimeter","c79eec49-42ac-409b-9e43-ba3763658a3f","http://www.cdisc.org","Code","2023-12-15","C49668","Code_247"
"Inch","23f75dcc-1282-4b95-8ece-fe5cf4699ae9","http://www.cdisc.org","Code","2023-12-15","C48500","Code_248"
"Meter","00970d53-ccb5-4ba5-be3d-206c76b41d72","http://www.cdisc.org","Code","2023-12-15","C41139","Code_249"
"Unit of Height","d6a37d35-07db-4309-aa95-589022b9eebd","http://www.cdisc.org","Code","2023-12-15","C168688","Code_250"
"HEIGHT","d263514a-fe2b-4136-8c51-e5db37c35185","http://www.cdisc.org","Code","2023-12-15","C25347","Code_251"
"ALT","9126b9cf-89df-4294-8ac6-1ba821876c04","http://www.cdisc.org","Code","2023-12-15","C64433","Code_252"
"Laboratory Test Result","3ee4b004-4222-49c5-a3ee-d3c2aac19b5b","http://www.cdisc.org","Code","2023-12-15","C36292","Code_253"
"Unit per Liter","210a1014-f6dd-4ae8-b554-ab2d3a40afe0","http://www.cdisc.org","Code","2023-12-15","C67456","Code_254"
"Microkatal per Liter","204777c4-d7bf-4d11-b184-8053bbaa4993","http://www.cdisc.org","Code","2023-12-15","C67397","Code_255"
"International Unit per Liter","08ef9fe5-33c7-42a9-bf47-de650e9cf047","http://www.cdisc.org","Code","2023-12-15","C67376","Code_256"
"Nanokatal per Liter","44a16921-c474-443c-9705-a51422e0b2c6","http://www.cdisc.org","Code","2023-12-15","C70510","Code_257"
"Unit of Catalytic Activity Concentration","9f032023-596d-48a5-aab4-beaed709be1f","http://www.cdisc.org","Code","2023-12-15","C67365","Code_258"
"Biospecimen Type","c1aa68e9-c140-4fcf-9948-eaec3963e0f2","http://www.cdisc.org","Code","2023-12-15","C70713","Code_259"
"No","d51cd032-6448-4112-b2c3-c982f378a5ca","http://www.cdisc.org","Code","2023-12-15","C49487","Code_260"
"Yes","8a15f799-2570-40ac-a91b-7c0a9bdb1536","http://www.cdisc.org","Code","2023-12-15","C49488","Code_261"
"Laboratory Test Fasting Status","bc3437ae-77ce-4c52-91a2-b25fa119a439","http://www.cdisc.org","Code","2023-12-15","C83309","Code_262"
"ALT","55a3c606-9588-48e5-a241-3862fb890cb6","http://www.cdisc.org","Code","2023-12-15","C64433","Code_263"
"ALB","c9ee20a7-d4ae-4c1b-b695-75a01b594028","http://www.cdisc.org","Code","2023-12-15","C64431","Code_264"
"Laboratory Test Result","01f04f71-a94a-4fb6-83d8-1bb64c741c92","http://www.cdisc.org","Code","2023-12-15","C36292","Code_265"
"Biospecimen Type","b2760d76-a05d-42ea-92c2-910a63a10657","http://www.cdisc.org","Code","2023-12-15","C70713","Code_266"
"No","9982e04c-67f5-4911-b13c-dc75321cf9cc","http://www.cdisc.org","Code","2023-12-15","C49487","Code_267"
"Yes","0331fcb7-ba13-4cf2-8353-ab643cdac6b5","http://www.cdisc.org","Code","2023-12-15","C49488","Code_268"
"Laboratory Test Fasting Status","a37a652f-0ce8-42ba-baea-9ae20ecae64b","http://www.cdisc.org","Code","2023-12-15","C83309","Code_269"
"ALB","ac064be0-d780-47a3-9ba4-aab8f0d65971","http://www.cdisc.org","Code","2023-12-15","C64431","Code_270"
"ALP","7f3e8b89-8bd0-4252-8e8b-ba0a9478d123","http://www.cdisc.org","Code","2023-12-15","C64432","Code_271"
"Laboratory Test Result","dfccb45f-627b-49bb-bee7-2ed4c12941d3","http://www.cdisc.org","Code","2023-12-15","C36292","Code_272"
"Unit per Liter","9e75e715-a728-443f-9442-1faabc697780","http://www.cdisc.org","Code","2023-12-15","C67456","Code_273"
"Microkatal per Liter","17bce0d8-4ee9-48ec-8f15-eb130a2e547e","http://www.cdisc.org","Code","2023-12-15","C67397","Code_274"
"International Unit per Liter","962f56f8-778d-4296-a692-934488e5fac1","http://www.cdisc.org","Code","2023-12-15","C67376","Code_275"
"Unit of Catalytic Activity Concentration","263dea11-c03f-4a42-a93c-4ac27662144b","http://www.cdisc.org","Code","2023-12-15","C67365","Code_276"
"Biospecimen Type","9ccff1bf-20c6-4b29-b798-87adf060847f","http://www.cdisc.org","Code","2023-12-15","C70713","Code_277"
"No","4bd1c3f4-648a-43de-b2de-ea8e6779cf4f","http://www.cdisc.org","Code","2023-12-15","C49487","Code_278"
"Yes","cfc50ba9-48ab-467e-989a-1d7d7e7d8e97","http://www.cdisc.org","Code","2023-12-15","C49488","Code_279"
"Laboratory Test Fasting Status","028128ef-188b-4bfe-a51c-e63e89ae5ed9","http://www.cdisc.org","Code","2023-12-15","C83309","Code_280"
"ALP","9dbc8f0e-53ad-4831-810b-e89a3453f715","http://www.cdisc.org","Code","2023-12-15","C64432","Code_281"
"AST","f235f205-9f06-44f9-b09e-c7ec05080eba","http://www.cdisc.org","Code","2023-12-15","C64467","Code_282"
"Laboratory Test Result","fdf42f36-6b6e-40fc-9cbd-5b14274b4106","http://www.cdisc.org","Code","2023-12-15","C36292","Code_283"
"Unit per Liter","fb11e4d3-9b2e-4e4e-9f66-9da7d7e62b63","http://www.cdisc.org","Code","2023-12-15","C67456","Code_284"
"Microkatal per Liter","485fbb7b-307d-4c2d-91cf-0106d42bdb6a","http://www.cdisc.org","Code","2023-12-15","C67397","Code_285"
"International Unit per Liter","2e3dcb1f-2174-4a40-9a08-e1a440dc5803","http://www.cdisc.org","Code","2023-12-15","C67376","Code_286"
"Unit of Catalytic Activity Concentration","b9c2bb95-1fed-4e56-ab87-e92d9f23fc74","http://www.cdisc.org","Code","2023-12-15","C67365","Code_287"
"Biospecimen Type","e76691b0-bcc1-4615-b136-0cdcaea6e2c4","http://www.cdisc.org","Code","2023-12-15","C70713","Code_288"
"No","45273e55-6a3c-47b3-9f05-914c24b15827","http://www.cdisc.org","Code","2023-12-15","C49487","Code_289"
"Yes","041c7580-46c2-4632-a60b-43712e2f9323","http://www.cdisc.org","Code","2023-12-15","C49488","Code_290"
"Laboratory Test Fasting Status","2f04dffa-65ba-4d09-b8a9-33dcc418bbdd","http://www.cdisc.org","Code","2023-12-15","C83309","Code_291"
"AST","bfce6eef-83d5-4d3a-bf76-f8df3ccf2c6a","http://www.cdisc.org","Code","2023-12-15","C64467","Code_292"
"CREAT","aaf1a468-52b5-4107-bb37-9ef1000f7904","http://www.cdisc.org","Code","2023-12-15","C64547","Code_293"
"Laboratory Test Result","5076f69f-c76b-4024-b0c5-41b03494a2df","http://www.cdisc.org","Code","2023-12-15","C36292","Code_294"
"Milligram per Deciliter","be9ce948-0758-4ae8-858d-b2813b63622b","http://www.cdisc.org","Code","2023-12-15","C67015","Code_295"
"Microgram per Milliliter","7426d9c6-64c1-4783-82cf-2c262aa42525","http://www.cdisc.org","Code","2023-12-15","C64572","Code_296"
"Millimole per Liter","3a9e5d32-776f-4273-a1cc-48b9351b0990","http://www.cdisc.org","Code","2023-12-15","C64387","Code_297"
"Micromole per Liter","5abe4fb9-7943-4551-bd4e-6c71ccc1037f","http://www.cdisc.org","Code","2023-12-15","C48508","Code_298"
"Unit of Concentration","397a913f-0e7d-4a0b-9a7e-8eeec3cb0338","http://www.cdisc.org","Code","2023-12-15","C48207","Code_299"
"Biospecimen Type","dca1a645-4656-443e-a74e-cd8838509749","http://www.cdisc.org","Code","2023-12-15","C70713","Code_300"
"No","606c9f7f-7097-4f0c-8c6b-ab2d686447a2","http://www.cdisc.org","Code","2023-12-15","C49487","Code_301"
"Yes","5db01389-569e-4348-b75a-6c57d654db3e","http://www.cdisc.org","Code","2023-12-15","C49488","Code_302"
"Laboratory Test Fasting Status","43a0b874-97a2-4d12-9956-b525fc00daaa","http://www.cdisc.org","Code","2023-12-15","C83309","Code_303"
"CREAT","b0bd4591-52ff-498f-9f74-3bc6caf8baa2","http://www.cdisc.org","Code","2023-12-15","C64547","Code_304"
"K","2b17ce61-47a8-4d16-994c-77237e0e09ac","http://www.cdisc.org","Code","2023-12-15","C64853","Code_305"
"Laboratory Test Result","49674b8a-95d6-4d69-9a0e-8e4ce90afd5b","http://www.cdisc.org","Code","2023-12-15","C36292","Code_306"
"Milliequivalent per Liter","dc2c4c9a-1a7b-4d7b-8ae8-98f565dd0194","http://www.cdisc.org","Code","2023-12-15","C67474","Code_307"
"Milliequivalent per Deciliter","eb6aacc1-1172-4dcc-8f75-af080d63351b","http://www.cdisc.org","Code","2023-12-15","C67473","Code_308"
"Millimole per Liter","336a5de5-5879-42ad-a69a-250bc6299f22","http://www.cdisc.org","Code","2023-12-15","C64387","Code_309"
"Molarity Unit","a4f89867-e144-4142-9117-de293f68611e","http://www.cdisc.org","Code","2023-12-15","C64567","Code_310"
"Biospecimen Type","50ecd67e-ccdf-4a17-a928-90e6e62b52fb","http://www.cdisc.org","Code","2023-12-15","C70713","Code_311"
"No","bf3e133e-11cd-45d1-8aca-833ffbb43a3a","http://www.cdisc.org","Code","2023-12-15","C49487","Code_312"
"Yes","c2be4039-b817-4c78-96ef-2a058e847b8f","http://www.cdisc.org","Code","2023-12-15","C49488","Code_313"
"Laboratory Test Fasting Status","102e050b-e9c0-4080-bb74-1b446aaea919","http://www.cdisc.org","Code","2023-12-15","C83309","Code_314"
"K","214c9258-b9d4-4f0e-98c4-376fb2cc748a","http://www.cdisc.org","Code","2023-12-15","C64853","Code_315"
"SODIUM","3b0c1579-f0b9-4321-8fcd-9f32438ce700","http://www.cdisc.org","Code","2023-12-15","C64809","Code_316"
"Laboratory Test Result","264c093d-1e3a-4225-bd5d-3c4c1644f69f","http://www.cdisc.org","Code","2023-12-15","C36292","Code_317"
"Milliequivalent per Liter","31118d52-b1fc-4165-891b-a8f5c1714d5d","http://www.cdisc.org","Code","2023-12-15","C67474","Code_318"
"Milliequivalent per Deciliter","2fcefe7b-ecd8-4273-a982-183e21700896","http://www.cdisc.org","Code","2023-12-15","C67473","Code_319"
"Millimole per Liter","9bc3db67-ae41-4cbc-b4a6-136455e5a394","http://www.cdisc.org","Code","2023-12-15","C64387","Code_320"
"Molarity Unit","8d8cd51c-4e6a-46ed-8e64-fc151b14ce1e","http://www.cdisc.org","Code","2023-12-15","C64567","Code_321"
"Biospecimen Type","181b6d41-f26f-4d6b-b56b-056e7200acd8","http://www.cdisc.org","Code","2023-12-15","C70713","Code_322"
"No","13e18fae-5325-4b9e-9689-586b5535c267","http://www.cdisc.org","Code","2023-12-15","C49487","Code_323"
"Yes","c0cb517f-7406-4640-81ff-ccc02d06bd6b","http://www.cdisc.org","Code","2023-12-15","C49488","Code_324"
"Laboratory Test Fasting Status","051f9c39-096d-4128-b922-8124ef14daa2","http://www.cdisc.org","Code","2023-12-15","C83309","Code_325"
"SODIUM","328535fd-9244-4840-b684-ef02e185e808","http://www.cdisc.org","Code","2023-12-15","C64809","Code_326"
"SYSBP","492d98d5-6da2-474d-8772-a0e0dd1d7458","http://www.cdisc.org","Code","2023-12-15","C25298","Code_327"
"Clinical Test Result","246933e4-f764-4a5a-bc88-9c3034d52d5a","http://www.cdisc.org","Code","2023-12-15","C77140","Code_328"
"Unit of Pressure","8c93b04e-0136-41fd-9960-3aa4a2e7b887","http://www.cdisc.org","Code","2023-12-15","C49669","Code_329"
"Sitting","4c3467ff-e683-4590-87f0-f1de3cad8148","http://www.cdisc.org","Code","2023-12-15","C62122","Code_330"
"Standing","ac727e7f-15e8-4755-9e3b-c0236e52f8ca","http://www.cdisc.org","Code","2023-12-15","C62166","Code_331"
"Supine Position","d5d58062-1841-4ec5-bf68-f604a781a169","http://www.cdisc.org","Code","2023-12-15","C62167","Code_332"
"Body Position","b37fa29f-a286-41be-87cf-7ee42f420665","http://www.cdisc.org","Code","2023-12-15","C62164","Code_333"
"Brachial Artery","49426a12-4b99-4872-9a98-60d6b579d442","http://www.cdisc.org","Code","2023-12-15","C12681","Code_334"
"Common Carotid Artery","dd462c0f-1172-4451-b3f6-7be23a9c7ce3","http://www.cdisc.org","Code","2023-12-15","C12687","Code_335"
"Dorsalis Pedis Artery","7d1194fc-7a64-4b06-90a3-6a2d6066d354","http://www.cdisc.org","Code","2023-12-15","C32478","Code_336"
"Femoral Artery","609b712c-eaa6-4899-8cbe-ce5754861a80","http://www.cdisc.org","Code","2023-12-15","C12715","Code_337"
"Radial Artery","e3654a68-e2f0-4283-8700-0e404035a0a3","http://www.cdisc.org","Code","2023-12-15","C12838","Code_338"
"Anatomic Site","cf7263c3-f5a9-424a-a356-42b9b256a897","http://www.cdisc.org","Code","2023-12-15","C13717","Code_339"
"Left","b1a6f457-e228-49a0-8347-470ad924b486","http://www.cdisc.org","Code","2023-12-15","C25229","Code_340"
"Right","49d0766d-6193-4a1b-aee3-5a2aee0ef7ba","http://www.cdisc.org","Code","2023-12-15","C25228","Code_341"
"Laterality","1ef2731c-6f3b-40c5-88db-3f93ea6938a6","http://www.cdisc.org","Code","2023-12-15","C25185","Code_342"
"SYSBP","deea4a80-81f3-4a5d-b531-6a3afbe289d8","http://www.cdisc.org","Code","2023-12-15","C25298","Code_343"
"DIABP","72e862c4-bdf6-41c9-a21e-8605136857e6","http://www.cdisc.org","Code","2023-12-15","C25299","Code_344"
"Clinical Test Result","8ec8ad46-1a37-432b-a433-61634233e563","http://www.cdisc.org","Code","2023-12-15","C77140","Code_345"
"Unit of Pressure","7bc1291f-d050-44a8-974d-7e6adc2fc35a","http://www.cdisc.org","Code","2023-12-15","C49669","Code_346"
"Sitting","80f65af2-a117-41a0-ab0b-5a5f5b2f623b","http://www.cdisc.org","Code","2023-12-15","C62122","Code_347"
"Standing","3311f011-c3cc-46f8-9750-8f535d2acbf5","http://www.cdisc.org","Code","2023-12-15","C62166","Code_348"
"Supine Position","74b347ec-5c39-4211-a10e-8623484c098a","http://www.cdisc.org","Code","2023-12-15","C62167","Code_349"
"Body Position","aee6dcc1-aea6-4a93-9795-e7b1460885ad","http://www.cdisc.org","Code","2023-12-15","C62164","Code_350"
"Brachial Artery","91cf2ddc-c988-4247-b259-b6417207177a","http://www.cdisc.org","Code","2023-12-15","C12681","Code_351"
"Common Carotid Artery","aeb35c5a-c159-4d90-b2f7-a29c9431e1b9","http://www.cdisc.org","Code","2023-12-15","C12687","Code_352"
"Dorsalis Pedis Artery","15973187-b136-4ccd-8cf4-431e390315c3","http://www.cdisc.org","Code","2023-12-15","C32478","Code_353"
"Femoral Artery","88e3e87e-1d70-4f6a-ab1d-fe8fb0e5a56b","http://www.cdisc.org","Code","2023-12-15","C12715","Code_354"
"Radial Artery","ff861224-77ab-4490-b8f3-5516c2c378a4","http://www.cdisc.org","Code","2023-12-15","C12838","Code_355"
"Anatomic Site","96d2853d-23b8-4344-858b-24de5f45d751","http://www.cdisc.org","Code","2023-12-15","C13717","Code_356"
"Left","caf12e1d-31a7-419c-a444-6ea71e85b925","http://www.cdisc.org","Code","2023-12-15","C25229","Code_357"
"Right","78e3a8bd-842a-47f3-b324-6725754e42e1","http://www.cdisc.org","Code","2023-12-15","C25228","Code_358"
"Laterality","3a117559-8c7c-44cf-ad3c-d951b32afc67","http://www.cdisc.org","Code","2023-12-15","C25185","Code_359"
"DIABP","a305f20b-d380-442e-9f4f-2ffc638fdfc8","http://www.cdisc.org","Code","2023-12-15","C25299","Code_360"
"HR","b135c139-7dd8-4b6c-bbd8-8f0ebf79513f","http://www.cdisc.org","Code","2023-12-15","C49677","Code_361"
"Clinical Test Result","e76d2317-b888-4fa6-b41e-1427e0a33990","http://www.cdisc.org","Code","2023-12-15","C77140","Code_362"
"Count per Minute","92c3f2ff-374c-4e3a-a6be-9e1c2d4a1b78","http://www.cdisc.org","Code","2023-12-15","C73688","Code_363"
"Sitting","797d7b67-159e-4a77-9227-167c88a28a3b","http://www.cdisc.org","Code","2023-12-15","C62122","Code_364"
"Standing","f2e37218-21f7-4a8a-8824-235022ce69b5","http://www.cdisc.org","Code","2023-12-15","C62166","Code_365"
"Supine Position","82ff654e-36bd-4b0d-8c20-c0620f0088b9","http://www.cdisc.org","Code","2023-12-15","C62167","Code_366"
"Body Position","985d9416-21ae-4df4-8531-eccb66577c7c","http://www.cdisc.org","Code","2023-12-15","C62164","Code_367"
"Brachial Artery","fd8c4163-a2ed-4ecc-a17d-4763a447f695","http://www.cdisc.org","Code","2023-12-15","C12681","Code_368"
"Common Carotid Artery","09d30b06-c528-48d7-80b2-9051f15a5fb1","http://www.cdisc.org","Code","2023-12-15","C12687","Code_369"
"Dorsalis Pedis Artery","a16ea02c-3969-492a-b8f1-70eaa5332b01","http://www.cdisc.org","Code","2023-12-15","C32478","Code_370"
"Femoral Artery","9ce021cb-7cf3-4958-95d9-1a3a72e13fb4","http://www.cdisc.org","Code","2023-12-15","C12715","Code_371"
"Radial Artery","d6977568-c898-43e6-b482-d84f0281cbaf","http://www.cdisc.org","Code","2023-12-15","C12838","Code_372"
"Anatomic Site","7c7d0b0d-d8ac-4db0-acb6-2a7894c069c0","http://www.cdisc.org","Code","2023-12-15","C13717","Code_373"
"Left","6122ffa1-dcc6-4f48-ba17-c1375b1f6b65","http://www.cdisc.org","Code","2023-12-15","C25229","Code_374"
"Right","2be56b54-92ba-4447-a229-58ccbde40071","http://www.cdisc.org","Code","2023-12-15","C25228","Code_375"
"Laterality","6724e37c-1f00-49f2-b4c1-c318e34fdf00","http://www.cdisc.org","Code","2023-12-15","C25185","Code_376"
"HR","19c83f2e-1bb2-4676-8090-87a466c939d2","http://www.cdisc.org","Code","2023-12-15","C49677","Code_377"
"SYSBP","dd27ee71-3482-441b-91bf-d33675833903","http://www.cdisc.org","Code","2023-12-15","C25298","Code_378"
"Clinical Test Result","3b624ac7-93a3-4064-b386-e2047531c19f","http://www.cdisc.org","Code","2023-12-15","C77140","Code_379"
"Unit of Pressure","69a19da2-86bc-4d2e-b967-540ee7abc784","http://www.cdisc.org","Code","2023-12-15","C49669","Code_380"
"Sitting","8687bbcb-7704-46ca-a40a-76ebf8cc3090","http://www.cdisc.org","Code","2023-12-15","C62122","Code_381"
"Standing","d41f95b0-0237-47d1-b544-152e21e2faae","http://www.cdisc.org","Code","2023-12-15","C62166","Code_382"
"Supine Position","fb5844ab-97d3-49fe-a740-14149f4d9f47","http://www.cdisc.org","Code","2023-12-15","C62167","Code_383"
