"instanceType","uuid:ID","id","decode","codeSystemVersion","codeSystem","code"
"Code","b992eb09-d465-4356-a688-08fb26555087","Code_247","Beats per Minute","2023-09-29","http://www.cdisc.org","C49673"
"Code","ad6b7faa-324a-4639-84a0-27fedd7f7c88","Code_248","Count per Minute","","NCI Thesaurus","C73688"
"Code","96e24d60-f035-44c4-8378-a5f96ab60bb5","Code_249","Vital Signs Location","","NCI Thesaurus","C83088"
"Code","08236de0-322c-42cc-a6c1-fc79f566fd7d","Code_250","Vital Signs Laterality","","NCI Thesaurus","C123975"
"Code","621edf37-90e1-4e86-bb20-9fec0094a019","Code_251","Test Method","","NCI Thesaurus","C82535"
"Code","d971dcef-9053-4beb-86f5-b6e531efe68a","Code_252","Vital Signs Position","","NCI Thesaurus","C83114"
"Code","85c142ff-32db-4562-b7d5-25ee852b2ab5","Code_245","Heart Rate","","NCI Thesaurus","C49677"
"Code","f87302c8-4f69-4964-aa3a-2583b9a84223","Code_254","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","ef055318-ba0a-4179-ab59-9dce7225b581","Code_255","Pascal","2023-09-29","http://www.cdisc.org","C42547"
"Code","5f8b6a2e-a27a-4b80-af53-6cb525a9bfd0","Code_256","Unit of Pressure","","NCI Thesaurus","C49669"
"Code","c3b5fabc-b9a5-49a5-810a-fbea081eadeb","Code_257","Vital Signs Location","","NCI Thesaurus","C83088"
"Code","3b7e4ffd-6ae3-4f47-8995-7c2f7c8c185a","Code_258","Vital Signs Laterality","","NCI Thesaurus","C123975"
"Code","2140d635-791f-4ef8-ac3e-5606e0311b47","Code_259","Test Method","","NCI Thesaurus","C82535"
"Code","dff998b7-5309-4d73-b4b0-552a6beb714c","Code_260","Vital Signs Position","","NCI Thesaurus","C83114"
"Code","a89645be-c607-4b3f-b4d8-a27d93ed5522","Code_253","Systolic Blood Pressure","","NCI Thesaurus","C25298"
"Code","f6e65fb8-76e3-4ed3-bec1-af15b3896e79","Code_262","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","92737522-d60f-42fe-b37f-bbcea7d805ac","Code_263","Pascal","2023-09-29","http://www.cdisc.org","C42547"
"Code","6852bf98-1aab-4947-8448-a2aa7491b9b5","Code_264","Unit of Pressure","","NCI Thesaurus","C49669"
"Code","72e8bf74-0a17-418c-b6ff-5cd608f4ce2c","Code_265","Vital Signs Location","","NCI Thesaurus","C83088"
"Code","b72f2195-d31f-468e-ae70-48791e36f44c","Code_266","Vital Signs Laterality","","NCI Thesaurus","C123975"
"Code","667585be-e15c-4c63-b76f-97025b7ca7ff","Code_267","Test Method","","NCI Thesaurus","C82535"
"Code","b85ce441-9c47-4139-bb9e-36b6b951814b","Code_268","Vital Signs Position","","NCI Thesaurus","C83114"
"Code","82e4eaa2-e229-497c-94f9-eaae4e47ad55","Code_261","Diastolic Blood Pressure","","NCI Thesaurus","C25299"
"Code","5213bed8-a57b-483f-b15a-27513c2363ef","Code_270","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","1d339259-ab5f-4122-8f0c-0118b035b3e9","Code_271","Beats per Minute","2023-09-29","http://www.cdisc.org","C49673"
"Code","e183f1c6-6e19-4ec3-8d37-e6adb29c10bf","Code_272","Count per Minute","","NCI Thesaurus","C73688"
"Code","9c1b30c1-09be-4223-8290-ae55ea1946d2","Code_273","Vital Signs Location","","NCI Thesaurus","C83088"
"Code","b610bc31-86b4-4d35-8468-402062255885","Code_274","Vital Signs Laterality","","NCI Thesaurus","C123975"
"Code","cbcaee1b-cbbd-401c-b3aa-4e98f15722a6","Code_275","Test Method","","NCI Thesaurus","C82535"
"Code","0ac810b7-ec2d-4e50-bec2-48c0a2e3cdd2","Code_276","Vital Signs Position","","NCI Thesaurus","C83114"
"Code","40a65417-c62b-4ad0-a992-201c68c0bfe8","Code_269","Heart Rate","","NCI Thesaurus","C49677"
"Code","f0316406-5ad8-456b-a958-2cca157d6cfb","Code_122","Placebo Comparator Arm","2023-09-29","http://www.cdisc.org","C174268"
"Code","84b116fa-b540-4f5b-9f6e-5c7c0f006b64","Code_123","Data Generated Within Study","2023-09-29","http://www.cdisc.org","C188866"
"Code","d0bb893e-429e-4457-951a-63831b56fa64","Code_124","Active Comparator Arm","2023-09-29","http://www.cdisc.org","C174267"
"Code","e237435f-26e8-4cb9-a928-14bc077eb4bb","Code_125","Data Generated Within Study","2023-09-29","http://www.cdisc.org","C188866"
"Code","eaaf2120-2ca9-40a1-bfa1-a85d4a3a171a","Code_126","Active Comparator Arm","2023-09-29","http://www.cdisc.org","C174267"
"Code","1406b756-70d4-48d0-9432-33961b9b1baa","Code_127","Data Generated Within Study","2023-09-29","http://www.cdisc.org","C188866"
"Code","ee2633a4-32c3-4828-a376-1d1f478b525b","Code_135","Double Blind Study","2023-09-29","http://www.cdisc.org","C15228"
"Code","e0580781-755a-4f62-a8ea-33bcf10602c4","Code_128","Trial Screening","2023-09-29","http://www.cdisc.org","C48262"
"Code","fa9371b0-e7df-47e4-bf04-ad6ef4ffe09f","Code_129","Treatment Epoch","2023-09-29","http://www.cdisc.org","C101526"
"Code","7efec6a5-494a-45da-810f-692b4d404892","Code_130","Treatment Epoch","2023-09-29","http://www.cdisc.org","C101526"
"Code","66d6f0f6-308a-4544-99f1-9af2dd9a41c9","Code_131","Treatment Epoch","2023-09-29","http://www.cdisc.org","C101526"
"Code","6f868fcc-a2c8-4a8b-accc-c2bff1278acf","Code_132","Clinical Study Follow-up","2023-09-29","http://www.cdisc.org","C99158"
"Code","878ca078-ff2b-4385-997c-dfa58fb1b385","Code_330","Alzheimer's disease; unspecified","1","ICD-10-CM","G30.9"
"Code","0a221d5e-a612-4b3c-8e43-b29cee5c10aa","Code_331","Alzheimer's disease","January 31, 2018","SNOMED","26929004"
"Code","0b8fefb0-69ed-4a7b-b7fd-7839e5d0b0b2","Code_141","Sponsor","2023-09-29","http://www.cdisc.org","C70793"
"Code","7d95f180-e7e8-43ab-b93b-1891ade48257","Code_335","Trial Primary Objective","2023-09-29","http://www.cdisc.org","C85826"
"Code","daa97d35-949a-4b10-85f4-89bedb175654","Code_334","Primary Endpoint","2023-09-29","http://www.cdisc.org","C94496"
"Code","a8d9aef4-a65a-4a78-8279-9e7e2befb161","Code_336","Primary Endpoint","2023-09-29","http://www.cdisc.org","C94496"
"Code","f4b3bdcd-4cdc-4258-9ab5-ebe8b70f4050","Code_338","Trial Primary Objective","2023-09-29","http://www.cdisc.org","C85826"
"Code","0915e6fa-9258-42b3-b1f9-3c41f8ab38a6","Code_337","Primary Endpoint","2023-09-29","http://www.cdisc.org","C94496"
"Code","3e9ee145-9b3e-4482-9b29-3439f698ee32","Code_339","Primary Endpoint","2023-09-29","http://www.cdisc.org","C94496"
"Code","09cfcaa9-dd1f-4181-8336-df09da110f9c","Code_340","Primary Endpoint","2023-09-29","http://www.cdisc.org","C94496"
"Code","ab7048e6-fc7b-4a73-808e-c0024fd77d24","Code_342","Trial Secondary Objective","2023-09-29","http://www.cdisc.org","C85827"
"Code","6ca0d979-9e20-46c5-8ea6-796f4cc637e9","Code_341","Secondary Endpoint","2023-09-29","http://www.cdisc.org","C139173"
"Code","37e7ccf7-a971-4bd7-bc4e-0ed7e2c8fcf7","Code_343","Secondary Endpoint","2023-09-29","http://www.cdisc.org","C139173"
"Code","05c8a59c-db9a-4133-8bbe-1492a9c8885f","Code_344","Secondary Endpoint","2023-09-29","http://www.cdisc.org","C139173"
"Code","5e1c3e88-27f3-455f-82e8-c38aa37690fa","Code_345","Inclusion Criteria","2023-09-29","http://www.cdisc.org","C25532"
"Code","816b72e5-3ae8-4bff-a4ba-3e8ca5112a01","Code_346","Inclusion Criteria","2023-09-29","http://www.cdisc.org","C25532"
"Code","fba8ee2b-1761-4b09-aa02-e4cbc8e515df","Code_347","Inclusion Criteria","2023-09-29","http://www.cdisc.org","C25532"
"Code","7f53cfc4-025a-4d08-b2c2-3f46b3a77805","Code_348","Exclusion Criteria","2023-09-29","http://www.cdisc.org","C25370"
"Code","caa4e563-e4f6-45f8-882c-645603298e4b","Code_332","Year","2023-09-29","http://www.cdisc.org","C29848"
"Code","4356e7d9-429b-4457-a7e8-2f3b50316461","Code_14","Before","2023-09-29","http://www.cdisc.org","C201264"
"Code","32e15d74-5709-43bc-8066-48163f9e3f74","Code_15","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","2ab3d87f-efba-4258-98e1-a12142638ac0","Code_16","Before","2023-09-29","http://www.cdisc.org","C201264"
"Code","ceb578b0-7220-4f02-8545-e1e4a6ae4e9a","Code_17","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","eb9e83f9-dae9-464a-9e44-0c0417c266e1","Code_19","Fixed Reference","2023-09-29","http://www.cdisc.org","C201264"
"Code","9bdd5827-2c16-4454-bb60-e293df6ea813","Code_20","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","818a1e78-8dcc-44ca-96d6-b7e367101cfd","Code_21","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","52a327b2-661f-4995-a022-b564e40691c6","Code_22","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","58ec607c-4fb1-4874-8004-3e4f1aaaeeec","Code_24","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","5cf948e0-c81e-4406-857a-2f79891a9c17","Code_25","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","0af59892-dd18-4d3c-beae-427702905a9e","Code_27","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","be5c7cae-dbe0-4d66-abd3-dd66c8ba23a8","Code_28","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","6d327023-89e8-489e-a6f5-f06b95b9ec48","Code_30","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","120d8867-0e2d-4b94-a73f-451aef835f88","Code_31","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","d39599e1-f090-4279-bfc6-70e508bf0f14","Code_35","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","32700d3f-f8ca-4a2a-ab3b-415d22e521ca","Code_36","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","930268da-1de8-4ff2-829c-5ad4d71d2201","Code_40","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","b9250e8f-eda2-47fc-8f75-5225dfcdaa7f","Code_41","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","c8e1e286-c6da-423e-9a6f-d67184a1a5de","Code_45","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","697adddf-1e6a-452d-b749-c6e1f0b6e181","Code_46","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","22ff1478-bdb3-4c90-8277-2cb71beacdbc","Code_50","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","235040d6-d567-432a-8a49-aa159609600d","Code_51","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","b3606345-25c7-47a3-9612-a40eda0dbf22","Code_53","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","b61ddc88-e496-4752-998e-75cd0b564354","Code_54","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","ad6d4d00-9412-43cf-8448-019f8cf7ac48","Code_33","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","c5a33a9b-cff9-4e64-8085-ae7d61c8a00e","Code_34","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","4b42ee1c-642a-4c56-9bba-39c90da7fb49","Code_38","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","aff44157-7536-4a95-b6a0-b42b302e4921","Code_39","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","418475d4-9030-49b4-9aac-c146514d12ea","Code_43","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","2219756f-4fb8-4d38-9983-866f24f39e5c","Code_44","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","110fa809-d8e7-4426-bba4-5791c7b944a7","Code_48","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","45e6eac3-c0be-4e02-b706-7c262bbcddd0","Code_49","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","347be60e-3037-4ba4-8b02-2573814a8e96","Code_56","Fixed Reference","2023-09-29","http://www.cdisc.org","C201264"
"Code","49e5a5f3-0d4b-4f6b-8f05-d84018456451","Code_57","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","2cbeaff8-bc95-4cd9-994d-e62010becc3c","Code_58","Fixed Reference","2023-09-29","http://www.cdisc.org","C201264"
"Code","d634ab54-db92-4722-ae77-e0c98b707acc","Code_59","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","38547c9f-8a81-42f8-bd64-8540136ee910","Code_60","Fixed Reference","2023-09-29","http://www.cdisc.org","C201264"
"Code","900319e0-3a6b-4fdd-b4b0-9b42197364da","Code_61","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","cf003680-6c06-4953-88f0-764ae1880757","Code_62","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","1fdafa26-279d-4e4e-94f9-d101e921233c","Code_63","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","da833ba7-a3cd-48de-a7b7-aac0ec50aaa7","Code_64","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","e3511d8c-564c-4465-bb4c-e2ded6972a8b","Code_65","End to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","435cd7af-ff25-4936-b2b1-c282d41f9f31","Code_66","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","87607932-a762-4ac0-a810-4df5102b240f","Code_67","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","80a7edc3-3c3e-4c9c-bb2f-9675a1d3113e","Code_68","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","89f61d66-f31e-4d1f-8e0c-a648421ce0ca","Code_69","End to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","93aea01a-264b-4dd2-9447-398e7f7015e4","Code_70","After","2023-09-29","http://www.cdisc.org","C201264"
"Code","32275d9f-80ff-494c-b984-a2de6331ae8f","Code_71","Start to Start","2023-09-29","http://www.cdisc.org","C201265"
"Code","7aaa2b64-679e-41e7-9af7-c26c5bf5fee3","Code_349","Clinical Study Sponsor","2023-09-29","http://www.cdisc.org","C70793"
"Code","212c8505-a594-49b9-ad33-cec21ea1373b","Code_350","United Kingdom of Great Britain and Northern Ireland","2020-08","ISO 3166 1 alpha3","GBR"
"Code","dfa950a5-5eea-442d-b88b-c02a3953b6f3","Code_3","Study Acronym","2023-09-29","http://www.cdisc.org","C94108"
"Code","7fc7562a-6180-45ae-8726-1ce53ef92885","Code_5","Brief Study Title","2023-09-29","http://www.cdisc.org","C99905x1"
"Code","cab75056-db55-4fdb-a17d-f5b4c2879881","Code_6","Official Study Title","2023-09-29","http://www.cdisc.org","C99905x2"
"Code","f606f060-5585-4321-a562-ec4d0c440adc","Code_7","Public Study Title","2023-09-29","http://www.cdisc.org","C99905x3"
"Code","ac1be9a5-51ce-4f70-b39d-0b78cb2f3376","Code_8","Final","2023-09-29","http://www.cdisc.org","C25508"
"Code","28f14847-cd72-4c28-bc6b-99e45345fe56","Code_11","Protocol Effective Date","2023-09-29","http://www.cdisc.org","C99903x1"
"Code","20952e31-3488-4f08-8550-64ff728842ad","Code_13","Region","2023-09-29","http://www.cdisc.org","C41129"
"Code","67e7a6a3-9dd7-4f95-9b64-71e12a89f4d2","Code_12","Europe","2020-08","ISO 3166 1 alpha3","150"
