"decode","codeSystemVersion","uuid:ID","instanceType","code","id","codeSystem"
"Disabling Adverse Event","2023-12-15","2580a1c5-5210-4e34-be01-43aa18c44ec6","Code","C113380","Code_169","http://www.cdisc.org"
"No","2023-12-15","f4fc8efc-69da-46e7-8b7d-a3b2f2cb85b2","Code","C49487","Code_170","http://www.cdisc.org"
"Yes","2023-12-15","68a13c53-5ed8-4858-82d2-c0405e61ec81","Code","C49488","Code_171","http://www.cdisc.org"
"Death Related to Adverse Event","2023-12-15","7f38d402-9e74-4db1-8001-0fb934bef92e","Code","C48275","Code_172","http://www.cdisc.org"
"No","2023-12-15","f858de03-adca-4f83-bea2-b1a15cf16346","Code","C49487","Code_173","http://www.cdisc.org"
"Yes","2023-12-15","5d0d8523-8078-4017-86f3-cb84e2658cee","Code","C49488","Code_174","http://www.cdisc.org"
"Adverse Event associated with Hospitalization","2023-12-15","4771d879-0316-4a0a-a7cb-78804af0e6d0","Code","C83052","Code_175","http://www.cdisc.org"
"No","2023-12-15","a4346b47-eb25-4fe3-bb70-58390790f08c","Code","C49487","Code_176","http://www.cdisc.org"
"Yes","2023-12-15","3c7b3889-95df-4889-92c2-ee9459afe561","Code","C49488","Code_177","http://www.cdisc.org"
"Life Threatening Adverse Event","2023-12-15","ea9f2ea5-d65b-4b40-b04d-d876335b5d1a","Code","C84266","Code_178","http://www.cdisc.org"
"No","2023-12-15","5fee2b86-0b9d-4bd9-af74-91d2715b8b7e","Code","C49487","Code_179","http://www.cdisc.org"
"Yes","2023-12-15","1442211d-f5e3-4302-a2fe-4b21f47e8e9c","Code","C49488","Code_180","http://www.cdisc.org"
"Adverse Event Occurred with Overdose","2023-12-15","43bfbb30-ba88-4a4d-9ec9-6acd1940db32","Code","C83214","Code_181","http://www.cdisc.org"
"No","2023-12-15","4bc05c8d-e07a-4a1e-b12a-70479a97ed98","Code","C49487","Code_182","http://www.cdisc.org"
"Yes","2023-12-15","6ef20144-e72d-486e-aa2e-d4c5a3fdb693","Code","C49488","Code_183","http://www.cdisc.org"
"Adverse Event Associated with Serious Medical Event","2023-12-15","329bab76-0d5a-4622-94bf-15259fbf81d1","Code","C83053","Code_184","http://www.cdisc.org"
"No","2023-12-15","55cb7b79-bf70-4762-b258-dd74b5f3083b","Code","C49487","Code_185","http://www.cdisc.org"
"Yes","2023-12-15","62097c8c-4752-4848-a746-2c207e66b6c5","Code","C49488","Code_186","http://www.cdisc.org"
"Adverse Event Concomitant Treatment","2023-12-15","dd59d119-db40-41b6-86f5-8af9c27121fb","Code","C83199","Code_187","http://www.cdisc.org"
"Adverse Event Start Date Time","2023-12-15","c62da943-1662-4636-8810-717559ca0262","Code","C83215","Code_188","http://www.cdisc.org"
"Adverse Event End Date Time","2023-12-15","e1c75aa8-469c-4e36-9f36-5930f8e5c140","Code","C83201","Code_189","http://www.cdisc.org"
"Solicited Adverse Event","2023-12-15","f90cc935-0ac6-4e9a-b289-bb79f95d8e53","Code","C179175","Code_190","http://www.cdisc.org"
"SYSBP","2023-12-15","1859a9a5-febe-4899-9584-9735c437b8af","Code","C25298","Code_191","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","74886c09-b410-4131-90ab-ef5600c27a3f","Code","C77140","Code_192","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","89ce7528-f968-411f-9c34-7ff98f18792b","Code","C49669","Code_193","http://www.cdisc.org"
"Sitting","2023-12-15","1b82eaa2-18db-429f-a5a1-23f3d56bfc70","Code","C62122","Code_194","http://www.cdisc.org"
"Standing","2023-12-15","bc2ad216-3769-47b6-8f9b-1cb7d2249b30","Code","C62166","Code_195","http://www.cdisc.org"
"Supine Position","2023-12-15","52720ea6-9ba0-42fd-bb96-609f1f757977","Code","C62167","Code_196","http://www.cdisc.org"
"Body Position","2023-12-15","bf539192-ba4c-47aa-8489-b9a9df558051","Code","C62164","Code_197","http://www.cdisc.org"
"Brachial Artery","2023-12-15","98997215-aab4-4f69-b4ea-456f8efa5275","Code","C12681","Code_198","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","d1881f69-0f58-40d6-859f-9e86e09a0fa4","Code","C12687","Code_199","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","52145875-17b3-45f1-b219-0dff406ff73b","Code","C32478","Code_200","http://www.cdisc.org"
"Femoral Artery","2023-12-15","cd15284a-de05-453a-8948-6e9cdf22b368","Code","C12715","Code_201","http://www.cdisc.org"
"Radial Artery","2023-12-15","e44cc224-2eb2-4493-a286-a109f3c876e3","Code","C12838","Code_202","http://www.cdisc.org"
"Anatomic Site","2023-12-15","10e97725-6344-4244-bc49-47aee03c268f","Code","C13717","Code_203","http://www.cdisc.org"
"Left","2023-12-15","42c95c50-4e9e-41b5-a8f1-6af4f0fffbcb","Code","C25229","Code_204","http://www.cdisc.org"
"Right","2023-12-15","a6b6480a-b43d-4193-827c-88f246d8aa29","Code","C25228","Code_205","http://www.cdisc.org"
"Laterality","2023-12-15","e71d97dc-7b2a-4138-90aa-db5e8af3057f","Code","C25185","Code_206","http://www.cdisc.org"
"SYSBP","2023-12-15","a6e4de19-07fe-458f-96b6-eba25c1d7aaa","Code","C25298","Code_207","http://www.cdisc.org"
"DIABP","2023-12-15","9ac40752-841a-442c-8ee3-f078b604f65d","Code","C25299","Code_208","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","526f6dfd-066e-4a6a-944f-030d4014cfee","Code","C77140","Code_209","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","f911b6dc-d7d0-4190-96fa-2f226202facf","Code","C49669","Code_210","http://www.cdisc.org"
"Sitting","2023-12-15","7c49d042-0e2c-45c2-b613-1caf87f60bc4","Code","C62122","Code_211","http://www.cdisc.org"
"Standing","2023-12-15","350370d8-64ea-44a7-8544-a316efefaa43","Code","C62166","Code_212","http://www.cdisc.org"
"Supine Position","2023-12-15","e0242bce-7463-43c6-ad5f-28f68ac14b05","Code","C62167","Code_213","http://www.cdisc.org"
"Body Position","2023-12-15","38ea18b7-778a-4ba5-be41-4cdaaf9cecf0","Code","C62164","Code_214","http://www.cdisc.org"
"Brachial Artery","2023-12-15","530551bc-3368-4ff0-9257-72c404536eb9","Code","C12681","Code_215","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","d6d515aa-5608-4771-88ec-5b0870337a27","Code","C12687","Code_216","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","7e1e45f0-3750-45f4-8ec4-8c42715f44d7","Code","C32478","Code_217","http://www.cdisc.org"
"Femoral Artery","2023-12-15","0985671b-15df-414d-9860-7700dcd5d5b1","Code","C12715","Code_218","http://www.cdisc.org"
"Radial Artery","2023-12-15","0d9dd102-7eea-4532-9768-00201ea88eab","Code","C12838","Code_219","http://www.cdisc.org"
"Anatomic Site","2023-12-15","ea6e3af6-9e23-404c-a7fc-1829326dd6ce","Code","C13717","Code_220","http://www.cdisc.org"
"Left","2023-12-15","5690280b-7e22-4708-bf72-3d46a2ebe263","Code","C25229","Code_221","http://www.cdisc.org"
"Right","2023-12-15","af211dd9-fe5d-41c2-bf5d-3d792433dd7a","Code","C25228","Code_222","http://www.cdisc.org"
"Laterality","2023-12-15","d411e2e4-5b33-4fb8-ae94-150ac9af0629","Code","C25185","Code_223","http://www.cdisc.org"
"DIABP","2023-12-15","ba66cf14-ef88-4df4-91e4-3037faf54977","Code","C25299","Code_224","http://www.cdisc.org"
"TEMP","2023-12-15","eb4b0e27-a50f-4249-856c-200ac331a5e1","Code","C174446","Code_225","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","25b0d956-9633-4ea2-8996-a236da7e474b","Code","C77140","Code_226","http://www.cdisc.org"
"Degree Celsius","2023-12-15","8b497b7f-52f3-4000-bc13-4d2e36100993","Code","C42559","Code_227","http://www.cdisc.org"
"Degree Fahrenheit","2023-12-15","bcb555d3-4403-41cf-9373-e70bd6a5eeeb","Code","C44277","Code_228","http://www.cdisc.org"
"Kelvin","2023-12-15","4961c8d5-2c46-4c42-b489-9b072ab6e028","Code","C42537","Code_229","http://www.cdisc.org"
"Unit of Temperature","2023-12-15","95fd566c-f65d-4837-9a8a-0a6d553eccdb","Code","C44276","Code_230","http://www.cdisc.org"
"Axilla","2023-12-15","798ba44a-d4ea-4ea8-b564-dfb70402e597","Code","C12674","Code_231","http://www.cdisc.org"
"Ear","2023-12-15","81724fea-ae42-43dc-9ae1-c680f65439ff","Code","C12394","Code_232","http://www.cdisc.org"
"Forehead","2023-12-15","223cb479-1f60-4834-81ce-4fec00238eba","Code","C89803","Code_233","http://www.cdisc.org"
"Oral Cavity","2023-12-15","1d518e9e-16df-485e-b4b8-f5d4c08716e3","Code","C12421","Code_234","http://www.cdisc.org"
"Rectum","2023-12-15","ede123fc-5a5d-4822-b57b-b6a997ee63b9","Code","C12390","Code_235","http://www.cdisc.org"
"Anatomic Site","2023-12-15","3a76f104-8983-4946-8f1e-325649f5a9d2","Code","C13717","Code_236","http://www.cdisc.org"
"TEMP","2023-12-15","14209dde-dcde-4842-beb1-5d83ff0a08e0","Code","C174446","Code_237","http://www.cdisc.org"
"WEIGHT","2023-12-15","31fa4345-f518-424e-80e4-b4632ab5ee30","Code","C25208","Code_238","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","62b91f5b-7ecd-4abd-8280-b78ddc375dfc","Code","C77140","Code_239","http://www.cdisc.org"
"Pound","2023-12-15","3e236b53-7799-4882-8acb-8d47cad36491","Code","C48531","Code_240","http://www.cdisc.org"
"Gram","2023-12-15","94c15a4a-2d47-491c-b110-2fd7ac8310d5","Code","C48155","Code_241","http://www.cdisc.org"
"Kilogram","2023-12-15","1b06c3a7-7ae2-4da9-a443-4da121a8b26e","Code","C28252","Code_242","http://www.cdisc.org"
"Unit of Weight","2023-12-15","a4c1a5c2-a14e-4e5d-a5dd-397dc323d7e1","Code","C48208","Code_243","http://www.cdisc.org"
"WEIGHT","2023-12-15","5bb1e44d-abd1-4cec-8c9d-0c05505b5eb8","Code","C25208","Code_244","http://www.cdisc.org"
"HEIGHT","2023-12-15","cf9e6ced-699d-47a8-9d94-9f9f548fed7c","Code","C25347","Code_245","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","11c747d4-0c25-4fa0-a8cf-a80b9564746b","Code","C77140","Code_246","http://www.cdisc.org"
"Centimeter","2023-12-15","9698c852-7c31-4df2-bc2c-0a85b3cf216d","Code","C49668","Code_247","http://www.cdisc.org"
"Inch","2023-12-15","e56319a6-4adf-4e89-bec0-719e9c91e3c6","Code","C48500","Code_248","http://www.cdisc.org"
"Meter","2023-12-15","65569a8d-6446-4f55-b759-35bcce8ffcd2","Code","C41139","Code_249","http://www.cdisc.org"
"Unit of Height","2023-12-15","4f5743ba-f41e-4b08-9abf-577a92107ff9","Code","C168688","Code_250","http://www.cdisc.org"
"HEIGHT","2023-12-15","0372bbfa-97a7-4bd9-b103-26806f02efea","Code","C25347","Code_251","http://www.cdisc.org"
"ALT","2023-12-15","01dc7986-ce25-47f7-bca7-d6b764722164","Code","C64433","Code_252","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","595c2e15-1585-4770-af84-bd7950de2e83","Code","C36292","Code_253","http://www.cdisc.org"
"Unit per Liter","2023-12-15","6664d1da-7417-4f57-a527-750c4e071544","Code","C67456","Code_254","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","a388a105-d67f-4435-80b0-d000eca17320","Code","C67397","Code_255","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","13907db9-1851-40ff-806c-e0f5d83d0549","Code","C67376","Code_256","http://www.cdisc.org"
"Nanokatal per Liter","2023-12-15","2ef33391-1799-411c-8805-a4e93f25f22c","Code","C70510","Code_257","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","24e61a08-20ea-4550-b7db-2900d4dfcfbc","Code","C67365","Code_258","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","c2e7868f-cf11-4af0-b707-ea36c17c2e18","Code","C70713","Code_259","http://www.cdisc.org"
"No","2023-12-15","c56adeab-1572-4289-b87a-a3e2ee3baa31","Code","C49487","Code_260","http://www.cdisc.org"
"Yes","2023-12-15","c9b5bf56-d9ba-465e-878f-a34df20f6496","Code","C49488","Code_261","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","c01a38fe-11bd-4c74-8c3c-7f6b5da50599","Code","C83309","Code_262","http://www.cdisc.org"
"ALT","2023-12-15","47314cb6-4de9-4e5c-8bf3-9fa11ad7e1b5","Code","C64433","Code_263","http://www.cdisc.org"
"ALB","2023-12-15","85f7e94f-ac6e-488e-9700-6cdf0f16afde","Code","C64431","Code_264","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","9fbc0891-194e-4730-b9f5-bb7cd80e1687","Code","C36292","Code_265","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","1d86a540-f1d3-442a-9b07-066f598d859d","Code","C70713","Code_266","http://www.cdisc.org"
"No","2023-12-15","8c0afbe7-a222-4df3-8745-5fab1deef319","Code","C49487","Code_267","http://www.cdisc.org"
"Yes","2023-12-15","938b0298-6c3d-4ce1-9e1b-992db185f44a","Code","C49488","Code_268","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","c26dbde0-4005-4e7d-abd5-9603db1a6fe2","Code","C83309","Code_269","http://www.cdisc.org"
"ALB","2023-12-15","f72d6361-7d67-4160-988a-b243833f972f","Code","C64431","Code_270","http://www.cdisc.org"
"ALP","2023-12-15","7f25bba5-5d09-4382-a806-6a6befbe7c9b","Code","C64432","Code_271","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","9c2bd1fc-6a01-49be-ae0e-aa762fda08f8","Code","C36292","Code_272","http://www.cdisc.org"
"Unit per Liter","2023-12-15","bc5c1d57-0bc5-4115-9a5c-c1d674885bf0","Code","C67456","Code_273","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","06e11abd-5c9c-41f0-af55-492d7fb9cadf","Code","C67397","Code_274","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","3d56911f-88a1-4b3b-b658-aa42afaac266","Code","C67376","Code_275","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","a683b71b-6ffb-4fe8-9926-2d20de6642b4","Code","C67365","Code_276","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","1b25d1fe-6b4b-4ca3-9dbb-ce3a6acd716f","Code","C70713","Code_277","http://www.cdisc.org"
"No","2023-12-15","96114caa-8b80-4d73-89e5-de8e03051627","Code","C49487","Code_278","http://www.cdisc.org"
"Yes","2023-12-15","16422eec-da43-4ed7-a480-eedd0677cd5a","Code","C49488","Code_279","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","873949f1-817e-4eb6-8cba-bf278c1b7686","Code","C83309","Code_280","http://www.cdisc.org"
"ALP","2023-12-15","5b0e7d43-7338-40af-a95a-ae52795919e0","Code","C64432","Code_281","http://www.cdisc.org"
"AST","2023-12-15","32ad1a13-3ed9-461c-9610-13af6f20148c","Code","C64467","Code_282","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","473b4625-3ef3-495e-b6d7-f4ab0a6e691b","Code","C36292","Code_283","http://www.cdisc.org"
"Unit per Liter","2023-12-15","a9e61fa4-610e-4f53-bd06-9a0f65bc85e0","Code","C67456","Code_284","http://www.cdisc.org"
"Microkatal per Liter","2023-12-15","bfc15f7c-ec98-4b15-804e-c8c017998e53","Code","C67397","Code_285","http://www.cdisc.org"
"International Unit per Liter","2023-12-15","bbfe3872-13f7-4dd2-8af3-0ae2825daa6d","Code","C67376","Code_286","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","2023-12-15","9b1f3d9a-eeef-4ca8-8ea4-3e72f3e158cc","Code","C67365","Code_287","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","3ae9616d-e69f-4fc7-b019-127b0c30d8c5","Code","C70713","Code_288","http://www.cdisc.org"
"No","2023-12-15","576a87bf-6794-4e57-af0e-c7cacecfe238","Code","C49487","Code_289","http://www.cdisc.org"
"Yes","2023-12-15","de7fb632-b69b-42fd-a585-f479d20e3489","Code","C49488","Code_290","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","f1cab1ec-13bd-4d47-a0b5-de0a6476a744","Code","C83309","Code_291","http://www.cdisc.org"
"AST","2023-12-15","bdd61049-a5c3-4247-81d9-51bde55d687b","Code","C64467","Code_292","http://www.cdisc.org"
"CREAT","2023-12-15","83afa6fd-6675-4348-b737-5b53d46eb89e","Code","C64547","Code_293","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","0413ffdd-af83-4b5b-bbf2-d8eecdb4990c","Code","C36292","Code_294","http://www.cdisc.org"
"Milligram per Deciliter","2023-12-15","322bd08e-d7ac-4942-9e46-dd645b9d0709","Code","C67015","Code_295","http://www.cdisc.org"
"Microgram per Milliliter","2023-12-15","ad862447-50bd-458b-b7ea-c0767ba77612","Code","C64572","Code_296","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","109c5e7f-b81b-47ec-8167-aa2f0c72273c","Code","C64387","Code_297","http://www.cdisc.org"
"Micromole per Liter","2023-12-15","eb8c5e8b-1f53-41c1-9779-9b8189ae8b54","Code","C48508","Code_298","http://www.cdisc.org"
"Unit of Concentration","2023-12-15","61388614-200c-4710-9a3d-cdc8e9890fd4","Code","C48207","Code_299","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","64e57611-083a-451e-bc1a-025c155a391d","Code","C70713","Code_300","http://www.cdisc.org"
"No","2023-12-15","b56640cf-0acd-4a84-918d-5867c7b2e39e","Code","C49487","Code_301","http://www.cdisc.org"
"Yes","2023-12-15","a05da034-1bfc-4836-aec2-643cb27eaa8a","Code","C49488","Code_302","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","cd9fcc89-81a1-4e32-ba5b-e5be4e3d4ce6","Code","C83309","Code_303","http://www.cdisc.org"
"CREAT","2023-12-15","ecd11753-60d2-4c21-a39a-46669c9ea4d1","Code","C64547","Code_304","http://www.cdisc.org"
"K","2023-12-15","7b936f48-4112-4765-a9b2-a4829034ce53","Code","C64853","Code_305","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","37b2313d-f023-4ad0-9085-40e4e41ec6db","Code","C36292","Code_306","http://www.cdisc.org"
"Milliequivalent per Liter","2023-12-15","08ec2a5e-40f6-4f60-bd9b-4ed5e40c289b","Code","C67474","Code_307","http://www.cdisc.org"
"Milliequivalent per Deciliter","2023-12-15","07dc2654-3de4-4b23-a035-3d671ff0ab20","Code","C67473","Code_308","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","9aee7a34-515f-40ef-bc02-3096f389586b","Code","C64387","Code_309","http://www.cdisc.org"
"Molarity Unit","2023-12-15","250d12b0-2f70-4afd-9ff2-a5e74b98724c","Code","C64567","Code_310","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","de68547e-8bfd-439f-97b2-5ccba81f7cd9","Code","C70713","Code_311","http://www.cdisc.org"
"No","2023-12-15","7f2a0871-cc48-436d-96c6-3713157271ea","Code","C49487","Code_312","http://www.cdisc.org"
"Yes","2023-12-15","a5609478-bed8-4407-86c7-656b3b9ffa73","Code","C49488","Code_313","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","4dd213eb-a250-4b5a-9aa8-c47306e4b6d2","Code","C83309","Code_314","http://www.cdisc.org"
"K","2023-12-15","5ab52617-d915-45f4-801c-0c2c11f9ada0","Code","C64853","Code_315","http://www.cdisc.org"
"SODIUM","2023-12-15","1581a838-6eea-47ea-83b2-707a54a70aef","Code","C64809","Code_316","http://www.cdisc.org"
"Laboratory Test Result","2023-12-15","444c16af-dd5b-4e9b-9801-1cd193d9d065","Code","C36292","Code_317","http://www.cdisc.org"
"Milliequivalent per Liter","2023-12-15","96858aaf-7a7b-4059-bc78-55343da6c679","Code","C67474","Code_318","http://www.cdisc.org"
"Milliequivalent per Deciliter","2023-12-15","7cf98225-3cc6-4efe-892b-d9a480fd8c5f","Code","C67473","Code_319","http://www.cdisc.org"
"Millimole per Liter","2023-12-15","80a17282-a4e2-4693-a970-5138f025f304","Code","C64387","Code_320","http://www.cdisc.org"
"Molarity Unit","2023-12-15","415ad249-6fac-48df-961f-a9396749e941","Code","C64567","Code_321","http://www.cdisc.org"
"Biospecimen Type","2023-12-15","0c83052f-4b9a-4b09-8c4f-81bd09aa3b58","Code","C70713","Code_322","http://www.cdisc.org"
"No","2023-12-15","51ff3d11-7aa6-40d8-b249-9e7718a35b66","Code","C49487","Code_323","http://www.cdisc.org"
"Yes","2023-12-15","4db9559c-855f-4904-97f3-115ebf65462e","Code","C49488","Code_324","http://www.cdisc.org"
"Laboratory Test Fasting Status","2023-12-15","e5ee1c84-1763-41b5-aeb7-0cf646ab1a24","Code","C83309","Code_325","http://www.cdisc.org"
"SODIUM","2023-12-15","d7c0f87b-4dfb-47b4-9549-a01e8ef8e1f5","Code","C64809","Code_326","http://www.cdisc.org"
"SYSBP","2023-12-15","3dc0e503-68e8-4203-a26f-2611c0c1881b","Code","C25298","Code_327","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","809b580a-7434-435d-b186-9fac9b20ed99","Code","C77140","Code_328","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","778cb282-03c5-4c41-9728-cadb4bde222d","Code","C49669","Code_329","http://www.cdisc.org"
"Sitting","2023-12-15","31d27350-6ba7-427c-9357-1ece1c932df2","Code","C62122","Code_330","http://www.cdisc.org"
"Standing","2023-12-15","6a4198eb-648d-4ffa-bd12-884daa84c415","Code","C62166","Code_331","http://www.cdisc.org"
"Supine Position","2023-12-15","c612e5c2-a185-4bd1-be36-1130af40b0a7","Code","C62167","Code_332","http://www.cdisc.org"
"Body Position","2023-12-15","472a722d-808a-41fd-bf61-cb99a6b61c26","Code","C62164","Code_333","http://www.cdisc.org"
"Brachial Artery","2023-12-15","64be9740-64be-4f63-aaa7-399180cd7c90","Code","C12681","Code_334","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","949f02f7-012a-4a70-8532-4b8f6b9884c7","Code","C12687","Code_335","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","d2f5f3f9-3b6b-4dd9-9907-a94816625130","Code","C32478","Code_336","http://www.cdisc.org"
"Femoral Artery","2023-12-15","adfde07b-4b82-4631-b472-eb3a58474d43","Code","C12715","Code_337","http://www.cdisc.org"
"Radial Artery","2023-12-15","0a4a7556-d48a-46fe-8b3d-49f024f1e7b7","Code","C12838","Code_338","http://www.cdisc.org"
"Anatomic Site","2023-12-15","bfad7d6b-b334-4da8-a35d-d3d38da4db1f","Code","C13717","Code_339","http://www.cdisc.org"
"Left","2023-12-15","0cc25cfb-ab06-4cc4-a1e3-4ace317edceb","Code","C25229","Code_340","http://www.cdisc.org"
"Right","2023-12-15","27ead023-d702-4c36-913a-2a5beea43636","Code","C25228","Code_341","http://www.cdisc.org"
"Laterality","2023-12-15","0a40e019-72b0-429d-b3fd-a3ecda71d5aa","Code","C25185","Code_342","http://www.cdisc.org"
"SYSBP","2023-12-15","59777455-834b-4ef9-bdb1-94bb86d956ea","Code","C25298","Code_343","http://www.cdisc.org"
"DIABP","2023-12-15","d202aa34-9e48-4ac0-96ff-7475f87bcee7","Code","C25299","Code_344","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","2e926f44-4907-467d-ab91-99cb9633db8c","Code","C77140","Code_345","http://www.cdisc.org"
"Unit of Pressure","2023-12-15","be14bc98-3f37-4f53-ad43-6b763eaf628e","Code","C49669","Code_346","http://www.cdisc.org"
"Sitting","2023-12-15","f3db7031-63d7-420c-b3b8-c5d331bd545d","Code","C62122","Code_347","http://www.cdisc.org"
"Standing","2023-12-15","6aceb4fd-2fe1-4407-8841-eb9884a52fcf","Code","C62166","Code_348","http://www.cdisc.org"
"Supine Position","2023-12-15","a244ba17-3298-4de4-8978-b86f3fce68d6","Code","C62167","Code_349","http://www.cdisc.org"
"Body Position","2023-12-15","85a55eda-a531-45c3-9204-71f45bf23134","Code","C62164","Code_350","http://www.cdisc.org"
"Brachial Artery","2023-12-15","4db80928-19c5-45d5-aaa4-e0b145be7af4","Code","C12681","Code_351","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","f039cfe6-82f4-4723-99e0-e050215ad93e","Code","C12687","Code_352","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","2527eaa4-11c0-44d6-a74a-a6e87bc2f79c","Code","C32478","Code_353","http://www.cdisc.org"
"Femoral Artery","2023-12-15","a549a65d-4ffb-43ea-8682-61add9e1ca75","Code","C12715","Code_354","http://www.cdisc.org"
"Radial Artery","2023-12-15","8247a5c2-8753-43eb-b776-c258480a57ee","Code","C12838","Code_355","http://www.cdisc.org"
"Anatomic Site","2023-12-15","6b79c87f-afbd-4b66-8e17-1078dbc4aac3","Code","C13717","Code_356","http://www.cdisc.org"
"Left","2023-12-15","efcf21c2-bcd0-4762-ba49-bf51d42e18c4","Code","C25229","Code_357","http://www.cdisc.org"
"Right","2023-12-15","1bd3f152-9980-4489-bcbf-7b89c216063b","Code","C25228","Code_358","http://www.cdisc.org"
"Laterality","2023-12-15","53f92402-7dd9-4b76-b985-068134747586","Code","C25185","Code_359","http://www.cdisc.org"
"DIABP","2023-12-15","1aafcf45-1161-4da9-9271-cdbb1331827f","Code","C25299","Code_360","http://www.cdisc.org"
"HR","2023-12-15","c1c293b6-0fd9-4ba0-a347-ee104cf5ab07","Code","C49677","Code_361","http://www.cdisc.org"
"Clinical Test Result","2023-12-15","e3846b01-f6df-426c-9e88-a529b6233970","Code","C77140","Code_362","http://www.cdisc.org"
"Count per Minute","2023-12-15","48664d31-178e-47f0-a962-c44636cd7890","Code","C73688","Code_363","http://www.cdisc.org"
"Sitting","2023-12-15","6de3d34b-a6ae-42be-9c45-a6151fa39ad8","Code","C62122","Code_364","http://www.cdisc.org"
"Standing","2023-12-15","03271e31-c810-4684-891b-bcd83f2ffc70","Code","C62166","Code_365","http://www.cdisc.org"
"Supine Position","2023-12-15","629a7fde-c96e-4093-9827-3275ae5242ba","Code","C62167","Code_366","http://www.cdisc.org"
"Body Position","2023-12-15","add224af-91b6-4e0e-9f47-7e7cf18e46a4","Code","C62164","Code_367","http://www.cdisc.org"
"Brachial Artery","2023-12-15","13b9dc20-b30f-4d82-a880-110130f00a70","Code","C12681","Code_368","http://www.cdisc.org"
"Common Carotid Artery","2023-12-15","fcfbb648-7d52-457a-ad1d-76276f58a99d","Code","C12687","Code_369","http://www.cdisc.org"
"Dorsalis Pedis Artery","2023-12-15","42f811fc-e62b-409f-8c24-9a99f1e42961","Code","C32478","Code_370","http://www.cdisc.org"
"Femoral Artery","2023-12-15","1db83a05-58a4-4acd-8c62-08e3bcfef4c6","Code","C12715","Code_371","http://www.cdisc.org"
"Radial Artery","2023-12-15","0a886d97-2482-476e-9430-e7dbd6d1baf3","Code","C12838","Code_372","http://www.cdisc.org"
"Anatomic Site","2023-12-15","15137dcb-b7df-4a57-b529-c7cbbff9a5a4","Code","C13717","Code_373","http://www.cdisc.org"
"Left","2023-12-15","a907bc3d-ada9-4202-b4d9-8f0d960cb133","Code","C25229","Code_374","http://www.cdisc.org"
"Right","2023-12-15","505f7a75-af7a-41af-8e64-fa9b564b24a0","Code","C25228","Code_375","http://www.cdisc.org"
"Laterality","2023-12-15","09fc4703-e8f4-4a6c-8772-a3f234d51000","Code","C25185","Code_376","http://www.cdisc.org"
"HR","2023-12-15","b14bcb62-3b97-4a4e-9081-5889e2b07c7a","Code","C49677","Code_377","http://www.cdisc.org"
"SYSBP","2023-12-15","2edb1547-a663-4230-9540-c7967076f594","Code","C25298","Code_378","http://www.cdisc.org"
