"instanceType","id","codeSystemVersion","code","decode","codeSystem","uuid:ID"
"Code","Code_169","2023-12-15","C113380","Disabling Adverse Event","http://www.cdisc.org","0f5b3f31-1871-4038-beed-87930a33c785"
"Code","Code_170","2023-12-15","C49487","No","http://www.cdisc.org","f191b99f-9b3a-4292-a8c3-02986e76b1cd"
"Code","Code_171","2023-12-15","C49488","Yes","http://www.cdisc.org","1d8b1829-6abc-4d57-bae4-3efa61358d0b"
"Code","Code_172","2023-12-15","C48275","Death Related to Adverse Event","http://www.cdisc.org","e903c9d7-d63b-4e1a-ae39-6463270c55e1"
"Code","Code_173","2023-12-15","C49487","No","http://www.cdisc.org","0f21919e-982b-41f0-98c5-2359fa0b8ca4"
"Code","Code_174","2023-12-15","C49488","Yes","http://www.cdisc.org","6aa51316-9bcd-4186-b733-73f82940b6e6"
"Code","Code_175","2023-12-15","C83052","Adverse Event associated with Hospitalization","http://www.cdisc.org","feaf674b-924f-47eb-b11e-f09f42a7a12b"
"Code","Code_176","2023-12-15","C49487","No","http://www.cdisc.org","4d0494e1-78b7-4105-bde0-6188dd5d19bf"
"Code","Code_177","2023-12-15","C49488","Yes","http://www.cdisc.org","ce23b137-8ba8-46bf-ab31-d55ab3eeed33"
"Code","Code_178","2023-12-15","C84266","Life Threatening Adverse Event","http://www.cdisc.org","c1185529-64e1-49fa-a4b6-a2e1939e664f"
"Code","Code_179","2023-12-15","C49487","No","http://www.cdisc.org","49f605ba-56bb-4444-bba8-de9034ad779f"
"Code","Code_180","2023-12-15","C49488","Yes","http://www.cdisc.org","c5bc7169-72dc-41be-96d2-fe90c7440189"
"Code","Code_181","2023-12-15","C83214","Adverse Event Occurred with Overdose","http://www.cdisc.org","00f6f4b2-db4b-45d3-96ec-bd89ee79c7d0"
"Code","Code_182","2023-12-15","C49487","No","http://www.cdisc.org","9ef25ac0-d3cd-4e23-b595-4612ce4f031d"
"Code","Code_183","2023-12-15","C49488","Yes","http://www.cdisc.org","7b89a56d-dddc-458c-be48-0fab2bf769ea"
"Code","Code_184","2023-12-15","C83053","Adverse Event Associated with Serious Medical Event","http://www.cdisc.org","71e15b85-8853-4818-852f-eb1dfffff7d8"
"Code","Code_185","2023-12-15","C49487","No","http://www.cdisc.org","f839b42b-d115-485d-98dc-0b452827901f"
"Code","Code_186","2023-12-15","C49488","Yes","http://www.cdisc.org","873d3290-02e5-496a-949a-21dce31462e0"
"Code","Code_187","2023-12-15","C83199","Adverse Event Concomitant Treatment","http://www.cdisc.org","f7859b1c-6073-4f11-8481-8656b245c7d6"
"Code","Code_188","2023-12-15","C83215","Adverse Event Start Date Time","http://www.cdisc.org","721b7f35-28b6-4931-8f3e-6955e2bfaf01"
"Code","Code_189","2023-12-15","C83201","Adverse Event End Date Time","http://www.cdisc.org","b5a2dac1-5d68-480a-a727-ec2fd513a4c9"
"Code","Code_190","2023-12-15","C179175","Solicited Adverse Event","http://www.cdisc.org","cb4df152-9fb2-48da-b7e5-90d2f2fab2f3"
"Code","Code_191","2023-12-15","C25298","SYSBP","http://www.cdisc.org","ba4fa2b9-520e-4b40-95c0-d24957f02213"
"Code","Code_192","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","2ae2d9f0-464c-4c5f-881f-b6fc54aa9fc6"
"Code","Code_193","2023-12-15","C49669","Unit of Pressure","http://www.cdisc.org","70a78ef7-c49b-47c2-ac52-7ae4367b9d58"
"Code","Code_194","2023-12-15","C62122","Sitting","http://www.cdisc.org","6ac0404f-ab05-4b1d-9e2f-d00804e20f7f"
"Code","Code_195","2023-12-15","C62166","Standing","http://www.cdisc.org","8a6e7da4-d6f5-454c-a187-ffba86c77de6"
"Code","Code_196","2023-12-15","C62167","Supine Position","http://www.cdisc.org","15a389bd-db31-4eb0-b42e-a02c538e22b5"
"Code","Code_197","2023-12-15","C62164","Body Position","http://www.cdisc.org","d0a59a32-b1d0-4a70-aeaa-6ab39744e91e"
"Code","Code_198","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","89c439e3-02f2-4227-8bc6-01259e68678d"
"Code","Code_199","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","733e9d4e-55fd-4e0b-a5b4-6adca41a6302"
"Code","Code_200","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","45905c31-544f-4577-88af-4ae30a258721"
"Code","Code_201","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","e917a762-6065-4900-8466-412a1178cd08"
"Code","Code_202","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","5d927e39-c246-4104-a48d-67075e43d9f0"
"Code","Code_203","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","c2bed19a-4437-40b5-9716-cb59436b1056"
"Code","Code_204","2023-12-15","C25229","Left","http://www.cdisc.org","ee783129-5197-4ac5-9ca2-c18b8d94ca47"
"Code","Code_205","2023-12-15","C25228","Right","http://www.cdisc.org","94cb5c47-75dc-4009-8dc6-b9340c307f4c"
"Code","Code_206","2023-12-15","C25185","Laterality","http://www.cdisc.org","c9d01d3a-abff-44a0-a9f4-f092e4f1dc48"
"Code","Code_207","2023-12-15","C25298","SYSBP","http://www.cdisc.org","7a79d024-45e1-4b57-a0d2-1dd6d9554c07"
"Code","Code_208","2023-12-15","C25299","DIABP","http://www.cdisc.org","18a54147-edeb-4c01-a675-4cefc501ac26"
"Code","Code_209","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","84f28036-3059-476c-9fa7-2b27e5937e7c"
"Code","Code_210","2023-12-15","C49669","Unit of Pressure","http://www.cdisc.org","ad05565c-29a8-4a3c-9647-3aca015dcb7b"
"Code","Code_211","2023-12-15","C62122","Sitting","http://www.cdisc.org","5e183646-b5bc-48d4-a265-6dee80fef627"
"Code","Code_212","2023-12-15","C62166","Standing","http://www.cdisc.org","c232f717-88ac-4d2e-b25b-fe3e8ab47003"
"Code","Code_213","2023-12-15","C62167","Supine Position","http://www.cdisc.org","32d2b5e0-92ef-4745-b7dd-56792cdd2520"
"Code","Code_214","2023-12-15","C62164","Body Position","http://www.cdisc.org","5fef624d-2f0a-42ea-8800-c6a4fa753935"
"Code","Code_215","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","46cb47fc-11d2-4bcf-ab26-4b5d85d34e0a"
"Code","Code_216","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","3aa37649-725f-45ee-bfb8-fca700be9708"
"Code","Code_217","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","7b885ff3-9930-4eaa-b4f6-95ae83b49696"
"Code","Code_218","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","5842444c-f53b-40ed-a6d2-8f86dc663daf"
"Code","Code_219","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","d398bfb2-b352-4af5-9d41-9d4fce2eef10"
"Code","Code_220","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","0ca3fcd5-5746-482f-babb-2209526815db"
"Code","Code_221","2023-12-15","C25229","Left","http://www.cdisc.org","a2f9cd4b-1a4b-4188-a8e3-afe95ef31097"
"Code","Code_222","2023-12-15","C25228","Right","http://www.cdisc.org","7ea44d89-0432-4397-953c-62118468cbaa"
"Code","Code_223","2023-12-15","C25185","Laterality","http://www.cdisc.org","c0315143-70a1-456b-a255-eaa8dba931c6"
"Code","Code_224","2023-12-15","C25299","DIABP","http://www.cdisc.org","4938d12a-056e-4ba1-b747-9dd81276e68b"
"Code","Code_225","2023-12-15","C174446","TEMP","http://www.cdisc.org","c0dfd850-df27-4039-a425-27e64cdb918c"
"Code","Code_226","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","a70b9156-2813-4391-9010-ed5e615d5f44"
"Code","Code_227","2023-12-15","C42559","Degree Celsius","http://www.cdisc.org","c1189249-34fe-43b3-9289-866502733e0c"
"Code","Code_228","2023-12-15","C44277","Degree Fahrenheit","http://www.cdisc.org","966a9d6e-8fe7-407d-9c48-ec5fd21a6366"
"Code","Code_229","2023-12-15","C42537","Kelvin","http://www.cdisc.org","224b1f18-ba08-45ae-bcac-e23ac7e764e9"
"Code","Code_230","2023-12-15","C44276","Unit of Temperature","http://www.cdisc.org","a9426f81-896d-47b1-90be-f03daded6845"
"Code","Code_231","2023-12-15","C12674","Axilla","http://www.cdisc.org","102d5434-dfbd-4c33-99e7-14af773d83d4"
"Code","Code_232","2023-12-15","C12394","Ear","http://www.cdisc.org","62103c3d-9782-459b-b4cc-d3b3dd9352d5"
"Code","Code_233","2023-12-15","C89803","Forehead","http://www.cdisc.org","4d5431cb-f2eb-443d-b56f-a6d83135570b"
"Code","Code_234","2023-12-15","C12421","Oral Cavity","http://www.cdisc.org","d1b903b7-1ab0-4062-87f7-81e9b31d6831"
"Code","Code_235","2023-12-15","C12390","Rectum","http://www.cdisc.org","e58fdd2e-50f6-4029-95bc-84db9656c723"
"Code","Code_236","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","cc374d30-7ef9-442a-863e-36ac087d425c"
"Code","Code_237","2023-12-15","C174446","TEMP","http://www.cdisc.org","815d75f5-7928-4716-ab52-b713ca44b657"
"Code","Code_238","2023-12-15","C25208","WEIGHT","http://www.cdisc.org","b10fd971-9d5b-435e-a12d-e7ac9372383d"
"Code","Code_239","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","08674536-fde6-4b06-b81d-1145e8ab499b"
"Code","Code_240","2023-12-15","C48531","Pound","http://www.cdisc.org","53a192e0-2eb7-4fba-bcb6-0299842fae98"
"Code","Code_241","2023-12-15","C48155","Gram","http://www.cdisc.org","b75541af-0bfb-417f-bc13-7f68f8dd9499"
"Code","Code_242","2023-12-15","C28252","Kilogram","http://www.cdisc.org","c2737518-8714-4c85-bc96-53b3c6613784"
"Code","Code_243","2023-12-15","C48208","Unit of Weight","http://www.cdisc.org","54108313-91a3-4844-8dfa-2bc0c42f2c42"
"Code","Code_244","2023-12-15","C25208","WEIGHT","http://www.cdisc.org","b4e25f17-2f0c-4d34-a175-d35cdb61f464"
"Code","Code_245","2023-12-15","C25347","HEIGHT","http://www.cdisc.org","de3851a2-7d97-41cf-b7e9-11abe88bb334"
"Code","Code_246","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","b4dfdda9-7ece-4c19-9ab6-336f21b81c84"
"Code","Code_247","2023-12-15","C49668","Centimeter","http://www.cdisc.org","0d458272-8ca7-4e23-aaba-fac9e0a0aab6"
"Code","Code_248","2023-12-15","C48500","Inch","http://www.cdisc.org","5e2beaeb-eb60-4317-bb7f-0cb23d358806"
"Code","Code_249","2023-12-15","C41139","Meter","http://www.cdisc.org","6ae4579d-18b0-408f-af3a-315eabb516d2"
"Code","Code_250","2023-12-15","C168688","Unit of Height","http://www.cdisc.org","5a697641-260d-48c7-8e45-d66467420709"
"Code","Code_251","2023-12-15","C25347","HEIGHT","http://www.cdisc.org","76067872-9f8b-4c37-8d74-5da8ec1f50e0"
"Code","Code_252","2023-12-15","C64433","ALT","http://www.cdisc.org","2004e536-91d8-4289-986c-788d19de27ed"
"Code","Code_253","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","c181a9c3-96ba-449f-9bde-94ac24740ebf"
"Code","Code_254","2023-12-15","C67456","Unit per Liter","http://www.cdisc.org","e1897330-40dd-4f0e-80b5-394a29604003"
"Code","Code_255","2023-12-15","C67397","Microkatal per Liter","http://www.cdisc.org","653384be-0d6a-4865-80a4-c94cd12d3f1f"
"Code","Code_256","2023-12-15","C67376","International Unit per Liter","http://www.cdisc.org","3ef60604-55fe-4dc2-8a19-9ad0edc738d2"
"Code","Code_257","2023-12-15","C70510","Nanokatal per Liter","http://www.cdisc.org","66c60e62-c09b-4c94-8bc7-2fff50849e89"
"Code","Code_258","2023-12-15","C67365","Unit of Catalytic Activity Concentration","http://www.cdisc.org","2f86439b-56d5-409f-9d9b-4ff14ca3a2e9"
"Code","Code_259","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","f11ee6f6-2a61-4e75-897c-5229d9e56cc3"
"Code","Code_260","2023-12-15","C49487","No","http://www.cdisc.org","75ab5659-bfab-4102-8a22-3c792289ff32"
"Code","Code_261","2023-12-15","C49488","Yes","http://www.cdisc.org","10c06d0b-1e1a-43e6-b79a-e3ee64e4b943"
"Code","Code_262","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","1cca6335-c83c-4083-a725-72035c06042b"
"Code","Code_263","2023-12-15","C64433","ALT","http://www.cdisc.org","05573c3d-394a-417f-af3a-a84b8c4cbaf7"
"Code","Code_264","2023-12-15","C64431","ALB","http://www.cdisc.org","aa5aa53b-6a9e-4725-8480-15ed7fb3d605"
"Code","Code_265","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","fbcec632-7a30-423b-ba15-2750d020563a"
"Code","Code_266","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","a82d073b-1bf1-4f1c-87c1-5325702f3cb0"
"Code","Code_267","2023-12-15","C49487","No","http://www.cdisc.org","1c8791bf-7a1f-4d7a-8fe1-38c793bda251"
"Code","Code_268","2023-12-15","C49488","Yes","http://www.cdisc.org","03501996-351b-4bc6-84ab-962107843601"
"Code","Code_269","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","bd98ccef-ff11-451a-9b54-305cd59c5748"
"Code","Code_270","2023-12-15","C64431","ALB","http://www.cdisc.org","fe04a3ed-2088-469f-9eb0-cf3ff9d8bb18"
"Code","Code_271","2023-12-15","C64432","ALP","http://www.cdisc.org","e549adb8-17f5-4adf-a8ea-524932554b01"
"Code","Code_272","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","c6d5a4f0-ae57-4a4b-9f12-40b8dae7d701"
"Code","Code_273","2023-12-15","C67456","Unit per Liter","http://www.cdisc.org","b27740ad-23fb-4991-82d2-8c54d5583e3d"
"Code","Code_274","2023-12-15","C67397","Microkatal per Liter","http://www.cdisc.org","63a3ea43-596c-4a7f-b553-0f9ca3c84b9a"
"Code","Code_275","2023-12-15","C67376","International Unit per Liter","http://www.cdisc.org","93c34ada-c0fd-40cc-8408-edef54cf35c1"
"Code","Code_276","2023-12-15","C67365","Unit of Catalytic Activity Concentration","http://www.cdisc.org","7e97b653-a961-4c3e-bdf5-3ae3db10543d"
"Code","Code_277","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","be8ce179-8f7e-452a-8ed1-aca7569ddfae"
"Code","Code_278","2023-12-15","C49487","No","http://www.cdisc.org","7cfeaf62-29c2-4824-886b-88327d4e491e"
"Code","Code_279","2023-12-15","C49488","Yes","http://www.cdisc.org","17f1a923-3267-4cfd-854e-ab413846a955"
"Code","Code_280","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","55057511-4ad6-4297-8227-b9d19805e123"
"Code","Code_281","2023-12-15","C64432","ALP","http://www.cdisc.org","2a68b178-8904-4665-a41d-4b5651b5ec5b"
"Code","Code_282","2023-12-15","C64467","AST","http://www.cdisc.org","48053c57-0057-463d-ab65-16f9258d9e8f"
"Code","Code_283","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","9a016b44-94d2-42d8-ba20-007d75cc2988"
"Code","Code_284","2023-12-15","C67456","Unit per Liter","http://www.cdisc.org","89a120c1-640f-4044-94eb-886a97afafd7"
"Code","Code_285","2023-12-15","C67397","Microkatal per Liter","http://www.cdisc.org","e22ecb81-90c9-4267-a1f6-cd837cbb2871"
"Code","Code_286","2023-12-15","C67376","International Unit per Liter","http://www.cdisc.org","f81be998-d42a-4e49-86e9-64859451c427"
"Code","Code_287","2023-12-15","C67365","Unit of Catalytic Activity Concentration","http://www.cdisc.org","7c4cf220-b3b6-4080-8168-61c6795e1b1b"
"Code","Code_288","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","8c586a92-aff2-4310-8cb6-f4578df9579a"
"Code","Code_289","2023-12-15","C49487","No","http://www.cdisc.org","516377d1-4d06-4a56-bc1e-680b2f1bd7d8"
"Code","Code_290","2023-12-15","C49488","Yes","http://www.cdisc.org","b27bbda7-2ad4-44fe-b101-ce70be770e07"
"Code","Code_291","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","a8de2535-54a0-4476-8172-e96a4e907577"
"Code","Code_292","2023-12-15","C64467","AST","http://www.cdisc.org","dbef9e6d-e305-4fe6-9d66-15d139439cb3"
"Code","Code_293","2023-12-15","C64547","CREAT","http://www.cdisc.org","33c85f49-4e78-4bdf-9458-72c63f629c19"
"Code","Code_294","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","bdf2bf78-cfc1-4581-8569-097c501000bf"
"Code","Code_295","2023-12-15","C67015","Milligram per Deciliter","http://www.cdisc.org","9b482902-1f5f-4887-91a9-ee55367b849a"
"Code","Code_296","2023-12-15","C64572","Microgram per Milliliter","http://www.cdisc.org","287bbee7-f18a-44a9-a2e0-c1d00e1a4fdc"
"Code","Code_297","2023-12-15","C64387","Millimole per Liter","http://www.cdisc.org","cea66531-915f-4a22-8b7e-d5240c5ba0ed"
"Code","Code_298","2023-12-15","C48508","Micromole per Liter","http://www.cdisc.org","6f99aace-6844-475f-8775-da170804637b"
"Code","Code_299","2023-12-15","C48207","Unit of Concentration","http://www.cdisc.org","b81af43d-2eab-4eb8-9976-cf89c40c2972"
"Code","Code_300","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","8d459dd9-578b-4f32-b309-a94bcc7a61c9"
"Code","Code_301","2023-12-15","C49487","No","http://www.cdisc.org","b2ec95d0-9919-4e7a-bb1f-5e21f3e5411c"
"Code","Code_302","2023-12-15","C49488","Yes","http://www.cdisc.org","870d95ad-ffc5-4029-a84f-90b61ebdc962"
"Code","Code_303","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","cc679e56-975d-496a-95f1-00035d1cbc37"
"Code","Code_304","2023-12-15","C64547","CREAT","http://www.cdisc.org","2358875c-fb1f-4951-acef-0a6dc093735d"
"Code","Code_305","2023-12-15","C64853","K","http://www.cdisc.org","90c09be7-4d7d-4f44-8b5f-6216bfef8d80"
"Code","Code_306","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","4eb95c50-b5a0-4e1e-bffc-710a21954385"
"Code","Code_307","2023-12-15","C67474","Milliequivalent per Liter","http://www.cdisc.org","ba0364fc-170d-48fa-adc9-5c8f5aa3fa44"
"Code","Code_308","2023-12-15","C67473","Milliequivalent per Deciliter","http://www.cdisc.org","307fb62c-0cf6-483a-b5e6-e4ced043b36f"
"Code","Code_309","2023-12-15","C64387","Millimole per Liter","http://www.cdisc.org","5078bd90-2f3b-4d97-a5fc-6f94484ad90e"
"Code","Code_310","2023-12-15","C64567","Molarity Unit","http://www.cdisc.org","006b89f9-a1dd-447d-9c87-940b1962ba6d"
"Code","Code_311","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","fca107a3-5285-43a8-8765-22dc70eaec26"
"Code","Code_312","2023-12-15","C49487","No","http://www.cdisc.org","f7bd9fb8-296f-4900-aa28-56de8f8fe892"
"Code","Code_313","2023-12-15","C49488","Yes","http://www.cdisc.org","61ddfd20-6076-4cca-8aee-2d5f946d8bb3"
"Code","Code_314","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","c25c935a-cf85-434a-ac1f-eb4d6c5ab145"
"Code","Code_315","2023-12-15","C64853","K","http://www.cdisc.org","1f5fc7bd-17ee-4708-8165-5dee2466908d"
"Code","Code_316","2023-12-15","C64809","SODIUM","http://www.cdisc.org","9d9967bb-2c2d-4bf5-a154-ef80a3090c67"
"Code","Code_317","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","af843c65-02dc-4c31-8b6a-cbcc9a6cb3fd"
"Code","Code_318","2023-12-15","C67474","Milliequivalent per Liter","http://www.cdisc.org","9a47cd4a-7183-4149-acb5-c8ec61e47c72"
"Code","Code_319","2023-12-15","C67473","Milliequivalent per Deciliter","http://www.cdisc.org","caa9a3c1-ab2a-4ada-b0a0-a9dfdf472055"
"Code","Code_320","2023-12-15","C64387","Millimole per Liter","http://www.cdisc.org","27cde958-712b-4fe6-b2ee-f975694048c9"
"Code","Code_321","2023-12-15","C64567","Molarity Unit","http://www.cdisc.org","3c85a11f-e92f-4f1b-b4c0-60839a6b37d8"
"Code","Code_322","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","e40b116b-1893-4afd-b134-6e9822f9790c"
"Code","Code_323","2023-12-15","C49487","No","http://www.cdisc.org","ef601edf-7fe0-4166-a071-f675052e41b9"
"Code","Code_324","2023-12-15","C49488","Yes","http://www.cdisc.org","531de823-a6cb-4652-961d-7752955e964c"
"Code","Code_325","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","9299870b-a9da-4975-b033-850c11cd9f03"
"Code","Code_326","2023-12-15","C64809","SODIUM","http://www.cdisc.org","767be203-8930-4a21-b670-e6352670247b"
"Code","Code_327","2023-12-15","C25298","SYSBP","http://www.cdisc.org","cab0166d-460a-4b67-b54f-57b407fa9e60"
"Code","Code_328","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","d4ec8b0e-072a-40a7-ae76-0ff211f14947"
"Code","Code_329","2023-12-15","C49669","Unit of Pressure","http://www.cdisc.org","353a6537-e1e5-4be9-9660-294019a914bc"
"Code","Code_330","2023-12-15","C62122","Sitting","http://www.cdisc.org","aa2ad3ad-4032-41d3-8d15-c3299f3be208"
"Code","Code_331","2023-12-15","C62166","Standing","http://www.cdisc.org","d9772113-b380-4b66-bd6e-464d857de830"
"Code","Code_332","2023-12-15","C62167","Supine Position","http://www.cdisc.org","91ac79eb-6ea9-454f-893e-526ec3b4c302"
"Code","Code_333","2023-12-15","C62164","Body Position","http://www.cdisc.org","12ce017e-1ed7-43e7-9de7-ec3a1299394f"
"Code","Code_334","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","12343a71-11ff-4495-865d-b1370692af3d"
"Code","Code_335","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","370228db-9dec-4842-81d2-0187db08e1ec"
"Code","Code_336","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","6ed32f46-3c92-41eb-962c-06ad69c22d61"
"Code","Code_337","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","cb1da1ff-7e92-4538-825e-4f7c26206bfa"
"Code","Code_338","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","4ab52467-42b3-43fc-ad05-a2dd874d1f5c"
"Code","Code_339","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","47a97bbb-86b6-4625-8b3d-7aec6a75e965"
"Code","Code_340","2023-12-15","C25229","Left","http://www.cdisc.org","09ab6fdd-0454-43af-a390-4bea8b39dbdf"
"Code","Code_341","2023-12-15","C25228","Right","http://www.cdisc.org","affae7e7-4032-4261-ae24-03403f6608e2"
"Code","Code_342","2023-12-15","C25185","Laterality","http://www.cdisc.org","49266cf4-da02-4c1e-b0e4-84e8bc09c33a"
"Code","Code_343","2023-12-15","C25298","SYSBP","http://www.cdisc.org","8de071b0-7c28-4343-9bc1-57de6bc424ee"
"Code","Code_344","2023-12-15","C25299","DIABP","http://www.cdisc.org","79a66465-0745-4d02-88ca-6cc673ecbae5"
"Code","Code_345","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","ae77833c-0d11-48ed-bd76-58488782b22b"
"Code","Code_346","2023-12-15","C49669","Unit of Pressure","http://www.cdisc.org","af2d2bbe-c2ec-4bff-b995-4937860179bc"
"Code","Code_347","2023-12-15","C62122","Sitting","http://www.cdisc.org","ce05454a-7dde-4f7e-9c23-50c802788265"
"Code","Code_348","2023-12-15","C62166","Standing","http://www.cdisc.org","e95d1535-9c41-4ce2-9f77-4a5c6e139d72"
"Code","Code_349","2023-12-15","C62167","Supine Position","http://www.cdisc.org","183be7f1-1bf8-4590-bf22-f0aa2c43153d"
"Code","Code_350","2023-12-15","C62164","Body Position","http://www.cdisc.org","bafe95a8-8708-46f4-b2cc-0d3eb0aeb505"
"Code","Code_351","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","d2c753f4-e6ed-4082-bb4b-fba956a1e36d"
"Code","Code_352","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","2fe38628-f9db-4aa9-a7d7-493754906420"
"Code","Code_353","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","3b6c450d-d9a8-40da-8dd8-a698b50bf252"
"Code","Code_354","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","14e0b2b4-6656-45fa-ab93-10496f8e59c4"
"Code","Code_355","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","47490336-59c9-489b-bca9-f8f659914f74"
"Code","Code_356","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","af1af503-f80c-45dd-8d5d-d908347d53aa"
"Code","Code_357","2023-12-15","C25229","Left","http://www.cdisc.org","e33bcc76-8fc1-4cdc-b72b-8d855849e89d"
"Code","Code_358","2023-12-15","C25228","Right","http://www.cdisc.org","702f717f-d82d-4329-90d4-f49b9d644cc4"
"Code","Code_359","2023-12-15","C25185","Laterality","http://www.cdisc.org","73ad5533-4629-4876-98d8-7ad2e17ca742"
"Code","Code_360","2023-12-15","C25299","DIABP","http://www.cdisc.org","dea5cb0e-6c7c-40ba-a152-1ca5a9ac08d4"
"Code","Code_361","2023-12-15","C49677","HR","http://www.cdisc.org","7d6859fc-1af9-4ee9-8b1c-a5403f07eea3"
"Code","Code_362","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","b8348e47-82f0-452e-9922-17a62f24251f"
"Code","Code_363","2023-12-15","C73688","Count per Minute","http://www.cdisc.org","e362163e-b3fb-4026-a7c3-6d01e93d16d1"
"Code","Code_364","2023-12-15","C62122","Sitting","http://www.cdisc.org","299c4dc2-c44e-4706-92aa-2bb11ba26d3f"
"Code","Code_365","2023-12-15","C62166","Standing","http://www.cdisc.org","3e9346fb-a249-48ed-aa57-213a2b55ae1d"
"Code","Code_366","2023-12-15","C62167","Supine Position","http://www.cdisc.org","391d29af-54f1-40a8-997b-d995cb368b1c"
"Code","Code_367","2023-12-15","C62164","Body Position","http://www.cdisc.org","387fdb02-9297-445e-b4e7-2e5bcdc96991"
"Code","Code_368","2023-12-15","C12681","Brachial Artery","http://www.cdisc.org","dea3360a-1464-4e2d-93fc-c2a624f6520b"
"Code","Code_369","2023-12-15","C12687","Common Carotid Artery","http://www.cdisc.org","9c572666-aab6-4837-ba03-033c6a99463f"
"Code","Code_370","2023-12-15","C32478","Dorsalis Pedis Artery","http://www.cdisc.org","6848d214-cd0b-4b96-8216-47d5c74e0ec0"
"Code","Code_371","2023-12-15","C12715","Femoral Artery","http://www.cdisc.org","8f8c15b8-1a0a-4310-9ec1-a8267fed8c96"
"Code","Code_372","2023-12-15","C12838","Radial Artery","http://www.cdisc.org","03833d7e-765d-4061-a992-a1d322f08e24"
"Code","Code_373","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","99a8d161-c231-4bed-8468-1a8253f1cf20"
"Code","Code_374","2023-12-15","C25229","Left","http://www.cdisc.org","80b6e8c6-4c5a-4d4d-afc8-d3f74b703dcf"
"Code","Code_375","2023-12-15","C25228","Right","http://www.cdisc.org","107deb43-1401-4fa9-b28f-67bd28808a33"
"Code","Code_376","2023-12-15","C25185","Laterality","http://www.cdisc.org","fbc567ba-3308-4d39-a871-0184ed47a0d1"
"Code","Code_377","2023-12-15","C49677","HR","http://www.cdisc.org","c429e14e-944d-40a4-8432-f0c79a6c9b1b"
"Code","Code_378","2023-12-15","C25298","SYSBP","http://www.cdisc.org","b3e6b9d6-1dff-4461-b1fe-4ad850695626"
"Code","Code_379","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","d13d66fc-f4dc-404a-a45d-51476e921362"
