"id","code","decode","codeSystemVersion","codeSystem","uuid:ID"
"Code_240","C123975","Vital Signs Laterality","","NCI Thesaurus","3787ed38-9533-4e32-97d2-e99e1b1471de"
"Code_241","C82535","Test Method","","NCI Thesaurus","32da5e75-c264-4dec-8fcc-144e92f18c59"
"Code_242","C83114","Vital Signs Position","","NCI Thesaurus","43bb292e-be94-46d0-a4c0-28f361a5e40a"
"Code_235","C25299","Diastolic Blood Pressure","","NCI Thesaurus","2cd5e331-153f-4c48-8932-f177193fdc89"
"Code_106","C174268","Placebo Comparator Arm","2023-09-29","http://www.cdisc.org","356f7107-cfd7-4e40-8f65-9b8275bb73fc"
"Code_107","C188866","Data Generated Within Study","2023-09-29","http://www.cdisc.org","4da8798e-e7d8-48a5-b5c8-8b9fbabdf4b5"
"Code_108","C174267","Active Comparator Arm","2023-09-29","http://www.cdisc.org","233b3c44-b68e-47e4-9ef2-899ac1fa8783"
"Code_109","C188866","Data Generated Within Study","2023-09-29","http://www.cdisc.org","091637f1-a354-43e2-bb89-7edc2ecffe01"
"Code_110","C174267","Active Comparator Arm","2023-09-29","http://www.cdisc.org","5505a4d6-47d4-4166-9764-8e76b91a83e9"
"Code_111","C188866","Data Generated Within Study","2023-09-29","http://www.cdisc.org","c55ebdc1-03b0-4136-a5ce-f880f393ed31"
"Code_119","C15228","Double Blind Study","2023-09-29","http://www.cdisc.org","daf6060c-2d4d-4655-bff7-deaff1b6d9ae"
"Code_112","C48262","Trial Screening","2023-09-29","http://www.cdisc.org","298f3ec6-5149-46c2-827a-990cc3f514d3"
"Code_113","C101526","Treatment Epoch","2023-09-29","http://www.cdisc.org","4d141aab-e9cc-46a8-b0f1-bd0e54ee5ed7"
"Code_114","C101526","Treatment Epoch","2023-09-29","http://www.cdisc.org","e376f3bc-0505-4e13-afa7-d65d6726b690"
"Code_115","C101526","Treatment Epoch","2023-09-29","http://www.cdisc.org","87d0a004-9489-48e4-807c-85e9bba3db06"
"Code_116","C99158","Clinical Study Follow-up","2023-09-29","http://www.cdisc.org","169d156e-a027-4f3a-b310-b9e4b043606e"
"Code_296","G30.9","Alzheimer's disease; unspecified","1","ICD-10-CM","6b35f000-9a16-4ab7-9a11-48d4f0437ab8"
"Code_297","26929004","Alzheimer's disease","January 31, 2018","SNOMED","35a6fc6e-af87-44c5-9b57-a5517ad6229d"
"Code_300","C85826","Trial Primary Objective","2023-09-29","http://www.cdisc.org","b87adbfa-ea0b-49e7-bc60-8a72c1cccc32"
"Code_299","C94496","Primary Endpoint","2023-09-29","http://www.cdisc.org","91983c94-aa47-4671-81fb-97ab8a57c023"
"Code_301","C94496","Primary Endpoint","2023-09-29","http://www.cdisc.org","680af9db-08ba-48ba-b8bd-5fc65c57e881"
"Code_303","C85826","Trial Primary Objective","2023-09-29","http://www.cdisc.org","c809e44a-5144-400e-8bc0-d8c9ca6aefa0"
"Code_302","C94496","Primary Endpoint","2023-09-29","http://www.cdisc.org","a2e388da-1028-46a9-b0d7-9e2342edd7e5"
"Code_304","C94496","Primary Endpoint","2023-09-29","http://www.cdisc.org","d8c774bf-f2eb-4990-94bd-c3692d723f40"
"Code_305","C94496","Primary Endpoint","2023-09-29","http://www.cdisc.org","592cdcb6-f395-4529-886f-6fee49350b2c"
"Code_307","C85827","Trial Secondary Objective","2023-09-29","http://www.cdisc.org","8cd8ffe9-f9b5-4cef-b8ac-ff438f1fd706"
"Code_306","C139173","Secondary Endpoint","2023-09-29","http://www.cdisc.org","9cded300-95f1-466d-bd47-34bf751d1b18"
"Code_308","C139173","Secondary Endpoint","2023-09-29","http://www.cdisc.org","fc32592a-7053-4797-873d-beb84a0ecb96"
"Code_309","C139173","Secondary Endpoint","2023-09-29","http://www.cdisc.org","51bfd563-4e13-4909-82c2-f0ad9bb447a3"
"Code_298","C49636","Both","2023-09-29","http://www.cdisc.org","51663098-3c4e-447c-b367-c54d882034a9"
"Code_10","C201264","Before","2023-09-29","http://www.cdisc.org","42fa383d-9629-4c8f-bf00-04cc0c3cb9b1"
"Code_11","C201265","Start to Start","2023-09-29","http://www.cdisc.org","3fa0a001-049c-4ce3-b2e6-1c5915edcfeb"
"Code_12","C201264","Before","2023-09-29","http://www.cdisc.org","87abe3c3-863a-445f-8377-fac74ca5c0c8"
"Code_13","C201265","Start to Start","2023-09-29","http://www.cdisc.org","cc781b4d-72d6-48ca-a489-1916351c9481"
"Code_14","C201264","Fixed Reference","2023-09-29","http://www.cdisc.org","0aacfce5-1038-4dc6-a3f1-e2923f0eba55"
"Code_15","C201265","Start to Start","2023-09-29","http://www.cdisc.org","263c5b31-1f09-47b6-9e07-b737ae396c32"
"Code_16","C201264","After","2023-09-29","http://www.cdisc.org","df0a7aaa-2e86-4de0-a9aa-66856573bcc3"
"Code_17","C201265","Start to Start","2023-09-29","http://www.cdisc.org","15bf4592-32f8-4b9e-af35-9809c1bf2cad"
"Code_18","C201264","After","2023-09-29","http://www.cdisc.org","7cf135fd-d36b-4561-944e-9359f6a0461c"
"Code_19","C201265","Start to Start","2023-09-29","http://www.cdisc.org","b3c2878c-5fa9-4ca0-a71c-cf9b90ac9604"
"Code_20","C201264","After","2023-09-29","http://www.cdisc.org","cba95c8f-28dd-4b09-8374-3d0911ce8565"
"Code_21","C201265","Start to Start","2023-09-29","http://www.cdisc.org","90145d63-f013-47d3-b60d-af926cc7615b"
"Code_22","C201264","After","2023-09-29","http://www.cdisc.org","3f1b2981-4414-4afa-b70e-db2be0424bda"
"Code_23","C201265","Start to Start","2023-09-29","http://www.cdisc.org","d46f64a6-3727-457d-82aa-ccfce40e75d2"
"Code_24","C201264","After","2023-09-29","http://www.cdisc.org","ca0c2be2-66b7-489c-bfa5-b1de999c62fe"
"Code_25","C201265","Start to Start","2023-09-29","http://www.cdisc.org","546d5891-de94-4773-bad9-c4ac3cfd8db2"
"Code_26","C201264","After","2023-09-29","http://www.cdisc.org","56752279-48dc-4fb4-958a-241770fb283a"
"Code_27","C201265","Start to Start","2023-09-29","http://www.cdisc.org","b457aa67-84f6-4fb0-9054-5f9379b2f9fe"
"Code_28","C201264","After","2023-09-29","http://www.cdisc.org","1ac38e8d-b503-47c0-ae74-a455bb3a4856"
"Code_29","C201265","Start to Start","2023-09-29","http://www.cdisc.org","91bca479-a150-4633-b1c9-9b6b03cf5905"
"Code_30","C201264","After","2023-09-29","http://www.cdisc.org","f59ec4ad-70b4-49fa-80f7-ab945b4e4d78"
"Code_31","C201265","Start to Start","2023-09-29","http://www.cdisc.org","b9518338-161a-4d1e-875b-68c94e6f99ee"
"Code_32","C201264","After","2023-09-29","http://www.cdisc.org","ddb96f99-3c16-4ff3-924b-099414a49d25"
"Code_33","C201265","Start to Start","2023-09-29","http://www.cdisc.org","efbd1d00-6d77-448b-a37e-81bef660d0ef"
"Code_34","C201264","After","2023-09-29","http://www.cdisc.org","e6990d72-a69a-4c33-b1a4-fb64c90d7178"
"Code_35","C201265","Start to Start","2023-09-29","http://www.cdisc.org","fe820259-53a7-4a6d-bcdf-416e356287b7"
"Code_36","C201264","After","2023-09-29","http://www.cdisc.org","79252079-0b60-400b-9969-9f2af332a2dc"
"Code_37","C201265","Start to Start","2023-09-29","http://www.cdisc.org","d62dc171-76e7-41dd-a8af-ad9bb6d2f592"
"Code_38","C201264","After","2023-09-29","http://www.cdisc.org","27b701d3-f816-49bd-8271-351b64cba00d"
"Code_39","C201265","Start to Start","2023-09-29","http://www.cdisc.org","904cb82d-7cac-4bff-a525-7f7ffb5c92d5"
"Code_40","C201264","After","2023-09-29","http://www.cdisc.org","f1f2512e-e084-484e-b1e4-d0ac760575ba"
"Code_41","C201265","Start to Start","2023-09-29","http://www.cdisc.org","e14f1544-4dfc-47a2-a2bb-98313bf384ed"
"Code_42","C201264","Fixed Reference","2023-09-29","http://www.cdisc.org","4f5098e5-cf1d-4c0e-8a31-d5d4eb952526"
"Code_43","C201265","Start to Start","2023-09-29","http://www.cdisc.org","0fd58dfa-5a4f-4d09-84fe-8867179c78ba"
"Code_44","C201264","Fixed Reference","2023-09-29","http://www.cdisc.org","a831d685-dad9-46c0-911f-f97762bca516"
"Code_45","C201265","Start to Start","2023-09-29","http://www.cdisc.org","3331e2af-6026-4109-838d-5e2aab1a10ae"
"Code_46","C201264","Fixed Reference","2023-09-29","http://www.cdisc.org","c0265be3-f699-442f-ba7a-13506de27128"
"Code_47","C201265","Start to Start","2023-09-29","http://www.cdisc.org","c5f67754-a0aa-473c-9d8b-3e7fe53726a0"
"Code_48","C201264","After","2023-09-29","http://www.cdisc.org","bafc2036-db9a-4d14-aa51-c22863dd56d0"
"Code_49","C201265","Start to Start","2023-09-29","http://www.cdisc.org","4467af8b-aa61-4f99-b113-44bc9697db45"
"Code_50","C201264","After","2023-09-29","http://www.cdisc.org","8294d4dc-d0bf-464d-9fcc-b815d96f7306"
"Code_51","C201265","End to Start","2023-09-29","http://www.cdisc.org","5273cdc4-0899-4969-8d03-92b4e2ca410e"
"Code_52","C201264","After","2023-09-29","http://www.cdisc.org","cc3a4804-5467-49d6-ab45-7bf674b2f657"
"Code_53","C201265","End to Start","2023-09-29","http://www.cdisc.org","c19f60c1-37ee-4b87-9702-14bdb932fd15"
"Code_310","C25532","Inclusion Criteria","2023-09-29","http://www.cdisc.org","f9a38854-f6e3-4299-8c73-64c9c941ee00"
"Code_311","C25532","Inclusion Criteria","2023-09-29","http://www.cdisc.org","9146bf95-aee6-45ff-835b-838813bd39a6"
"Code_312","C25532","Inclusion Criteria","2023-09-29","http://www.cdisc.org","2bd45271-04b9-4cb9-9445-a4d0f9e1f255"
"Code_313","C25370","Exclusion Criteria","2023-09-29","http://www.cdisc.org","97a2e27d-63a2-4e30-bc09-b8e97e39346f"
"Code_4","C25508","Final","2023-09-29","http://www.cdisc.org","6d296ec8-b70b-407a-b0a0-ba217d7c6d90"
"Code_7","C99903x1","Protocol Effective Date","2023-09-29","http://www.cdisc.org","d4bb1325-e3c2-4a9d-8cb2-c113591ba7c8"
"Code_9","C41129","Region","2023-09-29","http://www.cdisc.org","201382b6-901a-45e1-a899-17e7684347e3"
"Code_8","150","Europe","2020-08","ISO 3166 1 alpha3","5b06effe-164a-417a-aa99-f99b79220202"
