"codeSystemVersion","id","code","decode","instanceType","uuid:ID","codeSystem"
"2023-12-15","Code_169","C113380","Disabling Adverse Event","Code","23f8ad17-d2b6-4198-b185-f8da667ddb8a","http://www.cdisc.org"
"2023-12-15","Code_170","C49487","No","Code","7ae111ca-6368-4f6a-a298-74c773d6ad51","http://www.cdisc.org"
"2023-12-15","Code_171","C49488","Yes","Code","a58099f8-f94a-4831-97e3-4622897074b5","http://www.cdisc.org"
"2023-12-15","Code_172","C48275","Death Related to Adverse Event","Code","c79ce6fb-e607-4fb5-b258-d0a24c8d0d74","http://www.cdisc.org"
"2023-12-15","Code_173","C49487","No","Code","26ce262a-48ea-45e4-9ce1-4c35f746c70d","http://www.cdisc.org"
"2023-12-15","Code_174","C49488","Yes","Code","906eaeec-6a3d-4331-942e-579dd3971197","http://www.cdisc.org"
"2023-12-15","Code_175","C83052","Adverse Event associated with Hospitalization","Code","371fb91b-156b-4d1b-9268-0a0e69a9d590","http://www.cdisc.org"
"2023-12-15","Code_176","C49487","No","Code","a6e7179a-7858-4b08-af69-09b26cb3c6b4","http://www.cdisc.org"
"2023-12-15","Code_177","C49488","Yes","Code","4860bf50-3a97-40c8-a5eb-13e57522fe03","http://www.cdisc.org"
"2023-12-15","Code_178","C84266","Life Threatening Adverse Event","Code","703d1ac2-d278-4320-8569-b702d28da56f","http://www.cdisc.org"
"2023-12-15","Code_179","C49487","No","Code","c4a8f384-e7f5-4996-86b2-05bd2c316fc9","http://www.cdisc.org"
"2023-12-15","Code_180","C49488","Yes","Code","1e43f98b-8385-4a8f-bff8-5715ef2bad82","http://www.cdisc.org"
"2023-12-15","Code_181","C83214","Adverse Event Occurred with Overdose","Code","b3248f7b-18bb-459c-bef3-99fd424daa16","http://www.cdisc.org"
"2023-12-15","Code_182","C49487","No","Code","0e30aa64-9777-4eff-9ee5-cff8eacb50e3","http://www.cdisc.org"
"2023-12-15","Code_183","C49488","Yes","Code","ffd71457-3cbb-45c7-bedc-ba68ada1bf93","http://www.cdisc.org"
"2023-12-15","Code_184","C83053","Adverse Event Associated with Serious Medical Event","Code","a9d36618-6a75-4492-8a30-845771db2938","http://www.cdisc.org"
"2023-12-15","Code_185","C49487","No","Code","f799d82e-78e6-4c2e-8416-b50597a34f35","http://www.cdisc.org"
"2023-12-15","Code_186","C49488","Yes","Code","c0e0f4d3-c0ac-44e2-ac19-b98d317ae67e","http://www.cdisc.org"
"2023-12-15","Code_187","C83199","Adverse Event Concomitant Treatment","Code","c804f594-749f-42b2-b55a-904613852dcb","http://www.cdisc.org"
"2023-12-15","Code_188","C83215","Adverse Event Start Date Time","Code","9d4a76f7-7b3c-4d5e-9bfb-d0aa3df45e4f","http://www.cdisc.org"
"2023-12-15","Code_189","C83201","Adverse Event End Date Time","Code","f944e448-bbff-4b76-8477-c87b1e3f953b","http://www.cdisc.org"
"2023-12-15","Code_190","C179175","Solicited Adverse Event","Code","09434813-8033-43a6-b6dc-c87f66518565","http://www.cdisc.org"
"2023-12-15","Code_191","C25298","SYSBP","Code","fbef480c-bf66-4f84-abba-f1055994b305","http://www.cdisc.org"
"2023-12-15","Code_192","C77140","Clinical Test Result","Code","d7bfc410-af49-44d5-b6b4-3d089e0cb933","http://www.cdisc.org"
"2023-12-15","Code_193","C49669","Unit of Pressure","Code","1b483f4e-1f84-4885-af7d-67f6990ed6ff","http://www.cdisc.org"
"2023-12-15","Code_194","C62122","Sitting","Code","1bae5c15-26f8-4d2f-9d69-7c4a31da1e88","http://www.cdisc.org"
"2023-12-15","Code_195","C62166","Standing","Code","5f8a320c-3d82-4547-8cb7-7ced59f6799a","http://www.cdisc.org"
"2023-12-15","Code_196","C62167","Supine Position","Code","b52c7426-7647-4d4a-8c4a-13025778c1cc","http://www.cdisc.org"
"2023-12-15","Code_197","C62164","Body Position","Code","bd1c68e5-3969-4cd6-a6cf-179dcafbb18b","http://www.cdisc.org"
"2023-12-15","Code_198","C12681","Brachial Artery","Code","3977c0b2-4d47-472e-a225-f5d8ee4ef131","http://www.cdisc.org"
"2023-12-15","Code_199","C12687","Common Carotid Artery","Code","9c3ce26f-676d-4abd-be17-7d623c2e8b92","http://www.cdisc.org"
"2023-12-15","Code_200","C32478","Dorsalis Pedis Artery","Code","d6890045-09ba-42ee-8142-578c658cfacf","http://www.cdisc.org"
"2023-12-15","Code_201","C12715","Femoral Artery","Code","d9807db1-3500-451d-8edd-5440f9603dc2","http://www.cdisc.org"
"2023-12-15","Code_202","C12838","Radial Artery","Code","107eb9a3-4508-4332-bd75-99048adb2625","http://www.cdisc.org"
"2023-12-15","Code_203","C13717","Anatomic Site","Code","099dc38f-d90f-4e9c-9132-befa0402226b","http://www.cdisc.org"
"2023-12-15","Code_204","C25229","Left","Code","7439cb42-1d49-4ee2-8d9e-b77e404313d1","http://www.cdisc.org"
"2023-12-15","Code_205","C25228","Right","Code","c7f8f133-e812-4015-bac5-819cd4daa515","http://www.cdisc.org"
"2023-12-15","Code_206","C25185","Laterality","Code","1c7120be-04c5-4918-bdca-cf27d34953c8","http://www.cdisc.org"
"2023-12-15","Code_207","C25298","SYSBP","Code","b1fad18a-640a-4553-8fca-98e805723672","http://www.cdisc.org"
"2023-12-15","Code_208","C25299","DIABP","Code","578a17b8-c0a3-40ca-8adc-55daa4c6408b","http://www.cdisc.org"
"2023-12-15","Code_209","C77140","Clinical Test Result","Code","83b60f50-7e8b-4ca3-9b1f-ae10d408ab90","http://www.cdisc.org"
"2023-12-15","Code_210","C49669","Unit of Pressure","Code","ca95ce51-3150-4a6f-8949-f13c6786a66f","http://www.cdisc.org"
"2023-12-15","Code_211","C62122","Sitting","Code","c7616188-b100-4919-8494-0b9b3b562e1b","http://www.cdisc.org"
"2023-12-15","Code_212","C62166","Standing","Code","2b645477-5a8b-4983-816b-79b84baa8f5f","http://www.cdisc.org"
"2023-12-15","Code_213","C62167","Supine Position","Code","71ebd6a6-f671-41c0-909c-3c5e33e608b4","http://www.cdisc.org"
"2023-12-15","Code_214","C62164","Body Position","Code","cc3b015d-b03e-4269-845c-c2cb57633519","http://www.cdisc.org"
"2023-12-15","Code_215","C12681","Brachial Artery","Code","e146793f-a374-4eff-93e2-dee178a2c315","http://www.cdisc.org"
"2023-12-15","Code_216","C12687","Common Carotid Artery","Code","8ddf9e52-a213-4964-a3e0-40f52be247a5","http://www.cdisc.org"
"2023-12-15","Code_217","C32478","Dorsalis Pedis Artery","Code","f1bef8ef-c7a0-46fe-9fd2-f512fdde095a","http://www.cdisc.org"
"2023-12-15","Code_218","C12715","Femoral Artery","Code","ec42b721-74a0-462f-8ba8-a1987101dd7a","http://www.cdisc.org"
"2023-12-15","Code_219","C12838","Radial Artery","Code","01a21b0a-2887-46d4-a517-9b51f56655b7","http://www.cdisc.org"
"2023-12-15","Code_220","C13717","Anatomic Site","Code","deaedc45-eec3-4a1e-8501-8a1948982b62","http://www.cdisc.org"
"2023-12-15","Code_221","C25229","Left","Code","bbbd7e08-9ea4-47f3-a578-15a6e20aa13b","http://www.cdisc.org"
"2023-12-15","Code_222","C25228","Right","Code","a06f8248-655f-48ef-92ba-bb89afc8f1d0","http://www.cdisc.org"
"2023-12-15","Code_223","C25185","Laterality","Code","56d13d15-f97c-4ac3-a2a0-f26989d001ef","http://www.cdisc.org"
"2023-12-15","Code_224","C25299","DIABP","Code","f11fd2af-ad15-4308-ad2b-60f2dc480527","http://www.cdisc.org"
"2023-12-15","Code_225","C174446","TEMP","Code","e760ac82-4b6f-4ad7-b8ab-27d649d941a0","http://www.cdisc.org"
"2023-12-15","Code_226","C77140","Clinical Test Result","Code","ec75a70c-794b-4d12-80fa-9968cd77f88c","http://www.cdisc.org"
"2023-12-15","Code_227","C42559","Degree Celsius","Code","e5a4efae-411b-48e4-b131-b820bd98c521","http://www.cdisc.org"
"2023-12-15","Code_228","C44277","Degree Fahrenheit","Code","0f1e60a0-56b5-4936-9baf-d35be5cc49c4","http://www.cdisc.org"
"2023-12-15","Code_229","C42537","Kelvin","Code","47861c87-1995-449f-b80d-ff0e870a7e14","http://www.cdisc.org"
"2023-12-15","Code_230","C44276","Unit of Temperature","Code","aa08b9f1-6f45-4932-a669-51067418013c","http://www.cdisc.org"
"2023-12-15","Code_231","C12674","Axilla","Code","89c7397e-acc0-4f0c-9604-898d691f326f","http://www.cdisc.org"
"2023-12-15","Code_232","C12394","Ear","Code","6ea96120-ed15-4659-8f48-80309f4682d4","http://www.cdisc.org"
"2023-12-15","Code_233","C89803","Forehead","Code","06415b48-2abf-4bdf-9a2d-0d61fb304c93","http://www.cdisc.org"
"2023-12-15","Code_234","C12421","Oral Cavity","Code","5dda801b-4d49-4632-9893-dca8cb0bfb4e","http://www.cdisc.org"
"2023-12-15","Code_235","C12390","Rectum","Code","397cd4ac-7732-4565-95cb-b3a774d98aeb","http://www.cdisc.org"
"2023-12-15","Code_236","C13717","Anatomic Site","Code","ea5f5e9d-339a-48bd-91d4-57d1394d308c","http://www.cdisc.org"
"2023-12-15","Code_237","C174446","TEMP","Code","e681ee74-91ce-44c4-830d-b4c8600bb60a","http://www.cdisc.org"
"2023-12-15","Code_238","C25208","WEIGHT","Code","489b9acd-914a-4565-9d4a-b746ea138b43","http://www.cdisc.org"
"2023-12-15","Code_239","C77140","Clinical Test Result","Code","210caffe-1031-4661-9c6e-a5edd5bfad43","http://www.cdisc.org"
"2023-12-15","Code_240","C48531","Pound","Code","a5a26642-dd0d-4aa4-b558-11cc3cc03479","http://www.cdisc.org"
"2023-12-15","Code_241","C48155","Gram","Code","3fdc92ca-8047-49ee-9283-a7e79049ef65","http://www.cdisc.org"
"2023-12-15","Code_242","C28252","Kilogram","Code","c2286c51-2ecc-4c6b-81c5-1aa7de622276","http://www.cdisc.org"
"2023-12-15","Code_243","C48208","Unit of Weight","Code","246927e8-0329-4475-a56a-590bee7edd3a","http://www.cdisc.org"
"2023-12-15","Code_244","C25208","WEIGHT","Code","c72166d8-a849-47d1-896c-fc06c8bdb6f3","http://www.cdisc.org"
"2023-12-15","Code_245","C25347","HEIGHT","Code","5ccb9e94-30b7-411e-991c-344dbdca914b","http://www.cdisc.org"
"2023-12-15","Code_246","C77140","Clinical Test Result","Code","2cc6b2ff-7b3e-4bdd-badc-fa9753ed8f70","http://www.cdisc.org"
"2023-12-15","Code_247","C49668","Centimeter","Code","8ab73954-1232-4c23-9ac5-8d0b53ab9cc8","http://www.cdisc.org"
"2023-12-15","Code_248","C48500","Inch","Code","e08909a9-0499-44bd-bb34-473915d5bb88","http://www.cdisc.org"
"2023-12-15","Code_249","C41139","Meter","Code","3b676873-95e7-4a6b-a811-a325e657bf77","http://www.cdisc.org"
"2023-12-15","Code_250","C168688","Unit of Height","Code","4aa7104a-3177-4291-8a55-dd76926ff219","http://www.cdisc.org"
"2023-12-15","Code_251","C25347","HEIGHT","Code","f3149a97-aea2-437d-8a08-fa2fb7ef738e","http://www.cdisc.org"
"2023-12-15","Code_252","C64433","ALT","Code","aec69154-7eeb-4df6-8ee1-3f89f0cb11f4","http://www.cdisc.org"
"2023-12-15","Code_253","C36292","Laboratory Test Result","Code","1c4c69f7-bcc3-40cc-98e1-e16bc8372a06","http://www.cdisc.org"
"2023-12-15","Code_254","C67456","Unit per Liter","Code","30a74187-823d-4694-b717-edf741db0d6a","http://www.cdisc.org"
"2023-12-15","Code_255","C67397","Microkatal per Liter","Code","5a1a4ab8-c1af-4fc1-84d7-3b5b50657b48","http://www.cdisc.org"
"2023-12-15","Code_256","C67376","International Unit per Liter","Code","2f47f6c2-66a0-407e-aea8-93df3c8ef759","http://www.cdisc.org"
"2023-12-15","Code_257","C70510","Nanokatal per Liter","Code","4ec4d7af-b4ca-4ee5-85d9-5951d6235415","http://www.cdisc.org"
"2023-12-15","Code_258","C67365","Unit of Catalytic Activity Concentration","Code","4c6a540a-3feb-458d-9139-0cf1b1073868","http://www.cdisc.org"
"2023-12-15","Code_259","C70713","Biospecimen Type","Code","19d1d12c-b147-4372-8989-72640e035fd9","http://www.cdisc.org"
"2023-12-15","Code_260","C49487","No","Code","321d11a9-6513-46b3-b2c6-fcc400029895","http://www.cdisc.org"
"2023-12-15","Code_261","C49488","Yes","Code","ad3086b3-4ad9-43f8-a132-7a3b5820d862","http://www.cdisc.org"
"2023-12-15","Code_262","C83309","Laboratory Test Fasting Status","Code","fc669228-bced-4e71-8e76-d1e4c85ad068","http://www.cdisc.org"
"2023-12-15","Code_263","C64433","ALT","Code","14eff3b6-a1f2-4964-bc9e-7cde344f752f","http://www.cdisc.org"
"2023-12-15","Code_264","C64431","ALB","Code","4ac8e350-c715-42fa-b466-51624cb87abf","http://www.cdisc.org"
"2023-12-15","Code_265","C36292","Laboratory Test Result","Code","20f897d6-4fa5-4e98-a2e7-fe3c15183c63","http://www.cdisc.org"
"2023-12-15","Code_266","C70713","Biospecimen Type","Code","89cb12ec-c5e0-45ca-aca5-3f55c25cee23","http://www.cdisc.org"
"2023-12-15","Code_267","C49487","No","Code","e958b62d-ebc3-4d07-bc62-bcc9bd138b77","http://www.cdisc.org"
"2023-12-15","Code_268","C49488","Yes","Code","9dc865ee-d545-4395-8608-e2180e987dd2","http://www.cdisc.org"
"2023-12-15","Code_269","C83309","Laboratory Test Fasting Status","Code","2e687f30-1c20-4895-b625-2659d9cb701c","http://www.cdisc.org"
"2023-12-15","Code_270","C64431","ALB","Code","c82f498f-e240-4bec-ae22-ec6e289bfc14","http://www.cdisc.org"
"2023-12-15","Code_271","C64432","ALP","Code","f2f7baee-8cf1-43eb-8d85-735be14b34c4","http://www.cdisc.org"
"2023-12-15","Code_272","C36292","Laboratory Test Result","Code","7c102c60-38fb-4fa3-961b-db643b1a4b4f","http://www.cdisc.org"
"2023-12-15","Code_273","C67456","Unit per Liter","Code","430262f9-a7f8-494e-add0-b3c082791fb7","http://www.cdisc.org"
"2023-12-15","Code_274","C67397","Microkatal per Liter","Code","58060e2e-eaf0-4fee-9074-35573cc8b25b","http://www.cdisc.org"
"2023-12-15","Code_275","C67376","International Unit per Liter","Code","b1a11644-e6f7-4138-9ae3-59e9da586bd0","http://www.cdisc.org"
"2023-12-15","Code_276","C67365","Unit of Catalytic Activity Concentration","Code","43f79e1e-d2ef-43e3-b89a-70e79278f965","http://www.cdisc.org"
"2023-12-15","Code_277","C70713","Biospecimen Type","Code","22c8bdc1-0482-48ae-8b81-f0444c18e599","http://www.cdisc.org"
"2023-12-15","Code_278","C49487","No","Code","10d86bc8-1030-4274-96b4-a84392a5a4e7","http://www.cdisc.org"
"2023-12-15","Code_279","C49488","Yes","Code","ced214be-d275-48c8-82d2-ed0713ed7bd7","http://www.cdisc.org"
"2023-12-15","Code_280","C83309","Laboratory Test Fasting Status","Code","b9226ed5-5c58-4c5b-8878-a21303f9f3b7","http://www.cdisc.org"
"2023-12-15","Code_281","C64432","ALP","Code","4c52d463-5bf2-491d-8f4f-635b9be85821","http://www.cdisc.org"
"2023-12-15","Code_282","C64467","AST","Code","589fe1f0-edb6-4983-9b95-2193de6655ec","http://www.cdisc.org"
"2023-12-15","Code_283","C36292","Laboratory Test Result","Code","7cbd8c6f-4f79-4461-9cc9-c8e9e47f1cbd","http://www.cdisc.org"
"2023-12-15","Code_284","C67456","Unit per Liter","Code","b20d6a84-9c29-4f49-8db4-3363014a3349","http://www.cdisc.org"
"2023-12-15","Code_285","C67397","Microkatal per Liter","Code","035322e9-3845-45e6-9c5e-423e6ca71052","http://www.cdisc.org"
"2023-12-15","Code_286","C67376","International Unit per Liter","Code","67174b98-d9f4-4a04-a869-57aa3fb6c0be","http://www.cdisc.org"
"2023-12-15","Code_287","C67365","Unit of Catalytic Activity Concentration","Code","5bd5aa3e-7721-41e5-a597-73803c126596","http://www.cdisc.org"
"2023-12-15","Code_288","C70713","Biospecimen Type","Code","5034cc46-0daa-4cf4-9b27-eed39dab3d64","http://www.cdisc.org"
"2023-12-15","Code_289","C49487","No","Code","0ae8d12f-4a99-4e60-a212-2aa1951e359a","http://www.cdisc.org"
"2023-12-15","Code_290","C49488","Yes","Code","51bd0f5d-1d30-4aa9-bed0-b3d8129b506d","http://www.cdisc.org"
"2023-12-15","Code_291","C83309","Laboratory Test Fasting Status","Code","c9a92b4a-9cf4-4481-b3be-079041ab6a23","http://www.cdisc.org"
"2023-12-15","Code_292","C64467","AST","Code","d9a2c8fc-3f15-486f-892f-3a58cc28b909","http://www.cdisc.org"
"2023-12-15","Code_293","C64547","CREAT","Code","aec7379a-146e-486b-a211-77f17ca66b17","http://www.cdisc.org"
"2023-12-15","Code_294","C36292","Laboratory Test Result","Code","72c1cac1-b684-4676-832d-1c0f5b5784c8","http://www.cdisc.org"
"2023-12-15","Code_295","C67015","Milligram per Deciliter","Code","341d0b59-9d62-4f83-b04d-9f45c9e2663c","http://www.cdisc.org"
"2023-12-15","Code_296","C64572","Microgram per Milliliter","Code","c64f5176-9fa9-4c07-beb3-9eae42b7c14c","http://www.cdisc.org"
"2023-12-15","Code_297","C64387","Millimole per Liter","Code","90144e69-7b21-410b-b151-64fe8c3eed8f","http://www.cdisc.org"
"2023-12-15","Code_298","C48508","Micromole per Liter","Code","14220bfd-17b4-470b-98fa-c42c35d68166","http://www.cdisc.org"
"2023-12-15","Code_299","C48207","Unit of Concentration","Code","370439e3-e709-4945-9fb3-f8540874f0c0","http://www.cdisc.org"
"2023-12-15","Code_300","C70713","Biospecimen Type","Code","591ed5dd-97b3-417a-8507-62fedd03e170","http://www.cdisc.org"
"2023-12-15","Code_301","C49487","No","Code","c6720e49-d426-497f-ba36-7812edbe8dbd","http://www.cdisc.org"
"2023-12-15","Code_302","C49488","Yes","Code","ea682102-9651-455b-868d-2375d0f85289","http://www.cdisc.org"
"2023-12-15","Code_303","C83309","Laboratory Test Fasting Status","Code","fd863bc0-168c-476d-8e3c-1946d6a42f75","http://www.cdisc.org"
"2023-12-15","Code_304","C64547","CREAT","Code","b11fa0bb-1fa7-40ae-b8dc-61e1606f16b1","http://www.cdisc.org"
"2023-12-15","Code_305","C64853","K","Code","1771329b-1037-4a79-a7aa-18014a1cec57","http://www.cdisc.org"
"2023-12-15","Code_306","C36292","Laboratory Test Result","Code","f0dd1fc9-b377-4a08-835f-3218a10505f8","http://www.cdisc.org"
"2023-12-15","Code_307","C67474","Milliequivalent per Liter","Code","f2fef364-6913-4916-bea6-627f780f3e0a","http://www.cdisc.org"
"2023-12-15","Code_308","C67473","Milliequivalent per Deciliter","Code","223fa954-5c65-44ec-8fd2-b2b38bf796c5","http://www.cdisc.org"
"2023-12-15","Code_309","C64387","Millimole per Liter","Code","8119bd2c-958c-42c7-8b1a-b1b14ef8e512","http://www.cdisc.org"
"2023-12-15","Code_310","C64567","Molarity Unit","Code","a13ee8ec-fc5d-4573-8324-39ce0358cbc5","http://www.cdisc.org"
"2023-12-15","Code_311","C70713","Biospecimen Type","Code","715842a6-2730-4926-b6da-7f4d6dda89fb","http://www.cdisc.org"
"2023-12-15","Code_312","C49487","No","Code","248f020f-793f-4710-8741-d597144b7890","http://www.cdisc.org"
"2023-12-15","Code_313","C49488","Yes","Code","6bc72433-26bf-471f-b844-9e4eb397a38b","http://www.cdisc.org"
"2023-12-15","Code_314","C83309","Laboratory Test Fasting Status","Code","21067e77-7010-4a55-8916-726a2b54c2f3","http://www.cdisc.org"
"2023-12-15","Code_315","C64853","K","Code","b80f20cc-523b-4572-b5c3-c21d96944f5d","http://www.cdisc.org"
"2023-12-15","Code_316","C64809","SODIUM","Code","2bf0f026-bd3c-4cc7-8d90-eacb6839ce2e","http://www.cdisc.org"
"2023-12-15","Code_317","C36292","Laboratory Test Result","Code","39339c50-a82a-4cd8-893d-8b9a80b5a9de","http://www.cdisc.org"
"2023-12-15","Code_318","C67474","Milliequivalent per Liter","Code","8c55732d-67b2-49f1-bff0-ac9e9c95ef53","http://www.cdisc.org"
"2023-12-15","Code_319","C67473","Milliequivalent per Deciliter","Code","fa8b5167-6e6b-4905-b04b-8ad0a19f3eb8","http://www.cdisc.org"
"2023-12-15","Code_320","C64387","Millimole per Liter","Code","f494a79f-e878-4131-bf09-1fb65a612747","http://www.cdisc.org"
"2023-12-15","Code_321","C64567","Molarity Unit","Code","31958f2b-2a57-4e85-beb1-8df9661fc8fa","http://www.cdisc.org"
"2023-12-15","Code_322","C70713","Biospecimen Type","Code","6a3930cd-4e19-47a5-a3e9-2ff9de834060","http://www.cdisc.org"
"2023-12-15","Code_323","C49487","No","Code","92dc1d74-aaaa-445d-8b35-f3a234c65ffc","http://www.cdisc.org"
"2023-12-15","Code_324","C49488","Yes","Code","0b2b6d2f-766a-4a4a-8719-caa3473d825e","http://www.cdisc.org"
"2023-12-15","Code_325","C83309","Laboratory Test Fasting Status","Code","3590d2a7-dc4d-49eb-a78a-16720cf4c6a3","http://www.cdisc.org"
"2023-12-15","Code_326","C64809","SODIUM","Code","a4f657f0-4429-4a19-855c-708923b9e781","http://www.cdisc.org"
"2023-12-15","Code_327","C25298","SYSBP","Code","0f89ae13-27bd-4bcc-ac37-274829d3d136","http://www.cdisc.org"
"2023-12-15","Code_328","C77140","Clinical Test Result","Code","23fc5ab7-ce84-479d-b94a-7bffb5bbf21b","http://www.cdisc.org"
"2023-12-15","Code_329","C49669","Unit of Pressure","Code","4be66869-2a2a-475d-89b1-aac5ebafecb9","http://www.cdisc.org"
"2023-12-15","Code_330","C62122","Sitting","Code","ec5ed99d-0573-4f8e-b6fd-3b1bbe5e87d7","http://www.cdisc.org"
"2023-12-15","Code_331","C62166","Standing","Code","643005ea-f427-4a6a-b7d2-7baa98b5ebd9","http://www.cdisc.org"
"2023-12-15","Code_332","C62167","Supine Position","Code","74e6ce49-f111-47f3-9da9-24cf31ad3040","http://www.cdisc.org"
"2023-12-15","Code_333","C62164","Body Position","Code","f1eb0863-2a7b-4be9-a9ab-968e60bea156","http://www.cdisc.org"
"2023-12-15","Code_334","C12681","Brachial Artery","Code","287486fa-8808-434f-973f-6d6b4892e1a6","http://www.cdisc.org"
"2023-12-15","Code_335","C12687","Common Carotid Artery","Code","008ae0dc-5251-4d66-b378-c4cd75fe8bce","http://www.cdisc.org"
"2023-12-15","Code_336","C32478","Dorsalis Pedis Artery","Code","6822d972-26aa-4699-8a6d-fcba0f2fd1b8","http://www.cdisc.org"
"2023-12-15","Code_337","C12715","Femoral Artery","Code","5f138a23-1d9f-41cf-98ba-ed9fba2b76b5","http://www.cdisc.org"
"2023-12-15","Code_338","C12838","Radial Artery","Code","d4c3b147-a35c-476f-8597-d2a48a0d27bd","http://www.cdisc.org"
"2023-12-15","Code_339","C13717","Anatomic Site","Code","504840b9-911f-4ecd-a9b1-ef04e1aa5ab7","http://www.cdisc.org"
"2023-12-15","Code_340","C25229","Left","Code","8ed4fc02-99fe-4dd7-8a9a-f8d7544493e4","http://www.cdisc.org"
"2023-12-15","Code_341","C25228","Right","Code","d9b2ce6a-4faf-48ae-9a9d-2401b3e218cd","http://www.cdisc.org"
"2023-12-15","Code_342","C25185","Laterality","Code","a9354b60-c892-4452-94ff-fcbb71f206d3","http://www.cdisc.org"
"2023-12-15","Code_343","C25298","SYSBP","Code","65030e45-0b09-47ad-88ac-f458bd1bd439","http://www.cdisc.org"
"2023-12-15","Code_344","C25299","DIABP","Code","e13256a5-5ad1-4b56-bebd-c602c882a099","http://www.cdisc.org"
"2023-12-15","Code_345","C77140","Clinical Test Result","Code","eed75983-6668-48b4-9c3a-276abf27c311","http://www.cdisc.org"
"2023-12-15","Code_346","C49669","Unit of Pressure","Code","f170796b-2f14-49b5-89f5-5ad845531377","http://www.cdisc.org"
"2023-12-15","Code_347","C62122","Sitting","Code","4a664d7f-9f34-4b27-be8d-be7910025bfc","http://www.cdisc.org"
"2023-12-15","Code_348","C62166","Standing","Code","5d24d0b9-15e5-4d6f-9f51-3b63fb1ab19c","http://www.cdisc.org"
"2023-12-15","Code_349","C62167","Supine Position","Code","382a12ea-a9ad-46d9-9f7d-725ce7590711","http://www.cdisc.org"
"2023-12-15","Code_350","C62164","Body Position","Code","8ee8c5a1-5c1d-4a6c-88c9-d55ffb5fdac5","http://www.cdisc.org"
"2023-12-15","Code_351","C12681","Brachial Artery","Code","40512e93-f683-43ab-91b3-f791948d59ba","http://www.cdisc.org"
"2023-12-15","Code_352","C12687","Common Carotid Artery","Code","ce905901-7de1-4269-a4b3-0057caf21551","http://www.cdisc.org"
"2023-12-15","Code_353","C32478","Dorsalis Pedis Artery","Code","17bfc5e6-d27e-4b9a-a6ce-834302a99c47","http://www.cdisc.org"
"2023-12-15","Code_354","C12715","Femoral Artery","Code","bb5cfafc-3fd3-4af1-9fc3-fa0c47771631","http://www.cdisc.org"
"2023-12-15","Code_355","C12838","Radial Artery","Code","cc46a69e-1a17-4ca7-a0b7-039d0586a86e","http://www.cdisc.org"
"2023-12-15","Code_356","C13717","Anatomic Site","Code","72b03747-b56a-4219-b565-25d3faf5232c","http://www.cdisc.org"
"2023-12-15","Code_357","C25229","Left","Code","ff3d4646-fcb5-4ecd-8bbf-b53b8764219f","http://www.cdisc.org"
"2023-12-15","Code_358","C25228","Right","Code","35ade853-32d3-4eba-95c3-e170016fc3ac","http://www.cdisc.org"
"2023-12-15","Code_359","C25185","Laterality","Code","09214b1d-bdc2-48af-b97a-d6a41a8dc7bb","http://www.cdisc.org"
"2023-12-15","Code_360","C25299","DIABP","Code","272b1230-a043-40bc-b07f-8d5f6a20532a","http://www.cdisc.org"
"2023-12-15","Code_361","C49677","HR","Code","9db85989-b3d8-4965-9848-22e8c6dc6703","http://www.cdisc.org"
"2023-12-15","Code_362","C77140","Clinical Test Result","Code","f02440d8-e49d-4a56-9468-31f76beda3fa","http://www.cdisc.org"
"2023-12-15","Code_363","C73688","Count per Minute","Code","7bdf1461-70da-4511-af5d-2109c1c99181","http://www.cdisc.org"
"2023-12-15","Code_364","C62122","Sitting","Code","6827dbdd-ebec-4ca0-85f1-a5018c5884c1","http://www.cdisc.org"
"2023-12-15","Code_365","C62166","Standing","Code","d2fe7d88-8691-44c5-bb9a-2b7f0f1f2ab3","http://www.cdisc.org"
"2023-12-15","Code_366","C62167","Supine Position","Code","e8d59a38-1c87-4567-a9b7-f48b50cec655","http://www.cdisc.org"
"2023-12-15","Code_367","C62164","Body Position","Code","7232eed1-f0b2-4cd0-a2aa-30fb2a784f57","http://www.cdisc.org"
"2023-12-15","Code_368","C12681","Brachial Artery","Code","900156b6-abb1-4ecc-8ed3-cab1b03861fc","http://www.cdisc.org"
"2023-12-15","Code_369","C12687","Common Carotid Artery","Code","d65cac1e-9e77-410b-8f4e-545f94a3839f","http://www.cdisc.org"
"2023-12-15","Code_370","C32478","Dorsalis Pedis Artery","Code","db99a26a-61b8-4b40-8c17-bccea719bb8e","http://www.cdisc.org"
"2023-12-15","Code_371","C12715","Femoral Artery","Code","6d925748-a124-4fc8-90f5-b0089f3fe6cd","http://www.cdisc.org"
"2023-12-15","Code_372","C12838","Radial Artery","Code","0b677aa5-1026-4696-a95d-82dd55774f6c","http://www.cdisc.org"
"2023-12-15","Code_373","C13717","Anatomic Site","Code","d7029075-5837-46e5-a403-80753ae7d52b","http://www.cdisc.org"
"2023-12-15","Code_374","C25229","Left","Code","23ce107f-db4c-4eda-a779-02045de09c3e","http://www.cdisc.org"
"2023-12-15","Code_375","C25228","Right","Code","f2774560-779b-4df8-8cd2-3b38921e1ad2","http://www.cdisc.org"
"2023-12-15","Code_376","C25185","Laterality","Code","8c35bb8b-a70e-43be-8a3c-551d7472b83d","http://www.cdisc.org"
"2023-12-15","Code_377","C49677","HR","Code","54afe772-76de-4238-8eb2-3732c8a5c904","http://www.cdisc.org"
"2023-12-15","Code_378","C25298","SYSBP","Code","f7e98373-f21a-4b97-b6f2-643759a5f880","http://www.cdisc.org"
