"decode","id","codeSystemVersion","code","instanceType","uuid:ID","codeSystem"
"Yes","Code_174","2023-12-15","C49488","Code","03847fd1-917b-4288-8059-51697af1df06","http://www.cdisc.org"
"Adverse Event associated with Hospitalization","Code_175","2023-12-15","C83052","Code","62491661-c6e2-45ef-8dcf-ca8a71d1457b","http://www.cdisc.org"
"No","Code_176","2023-12-15","C49487","Code","72a5c2de-594d-4687-9369-2825480983c5","http://www.cdisc.org"
"Yes","Code_177","2023-12-15","C49488","Code","5eda92ca-f0b4-4405-af76-e0a4348bf814","http://www.cdisc.org"
"Life Threatening Adverse Event","Code_178","2023-12-15","C84266","Code","959b456f-9634-4779-830a-8c5fa00d0ac2","http://www.cdisc.org"
"No","Code_179","2023-12-15","C49487","Code","d232556b-ed43-4a90-8a5d-1d72b94d635e","http://www.cdisc.org"
"Yes","Code_180","2023-12-15","C49488","Code","067ca4f1-f1f0-487f-b32a-5b7496d69535","http://www.cdisc.org"
"Adverse Event Occurred with Overdose","Code_181","2023-12-15","C83214","Code","3c3fa013-687c-46c7-ad95-18cd18c431e7","http://www.cdisc.org"
"No","Code_182","2023-12-15","C49487","Code","4574c7e9-1b1d-432e-90e3-6fca45e689d2","http://www.cdisc.org"
"Yes","Code_183","2023-12-15","C49488","Code","0e337772-bc3f-42cf-8e4a-40c22bb6a9cc","http://www.cdisc.org"
"Adverse Event Associated with Serious Medical Event","Code_184","2023-12-15","C83053","Code","b6bd1c44-20d0-4f89-904b-6acb681aee53","http://www.cdisc.org"
"No","Code_185","2023-12-15","C49487","Code","ca783f1a-19a1-44bf-bcaa-5ff382f30872","http://www.cdisc.org"
"Yes","Code_186","2023-12-15","C49488","Code","19758155-ef65-438a-a013-169e3e1df89a","http://www.cdisc.org"
"Adverse Event Concomitant Treatment","Code_187","2023-12-15","C83199","Code","1b59e7a4-77a8-49d6-9836-48c4f0fd6f81","http://www.cdisc.org"
"Adverse Event Start Date Time","Code_188","2023-12-15","C83215","Code","312f1835-986a-48f2-ad39-988ef86f405e","http://www.cdisc.org"
"Adverse Event End Date Time","Code_189","2023-12-15","C83201","Code","e43617b1-45dd-4818-bcae-dc8d8dbebd3b","http://www.cdisc.org"
"Solicited Adverse Event","Code_190","2023-12-15","C179175","Code","90ec22ea-5a2e-4f38-b074-b3f269b17967","http://www.cdisc.org"
"SYSBP","Code_191","2023-12-15","C25298","Code","22fd22c8-e4fb-4136-8929-63fabe6f98fa","http://www.cdisc.org"
"Clinical Test Result","Code_192","2023-12-15","C77140","Code","3987f864-c5cc-4b11-8ef5-22df06c68cac","http://www.cdisc.org"
"Unit of Pressure","Code_193","2023-12-15","C49669","Code","dc92abdc-7679-4796-aea2-17f7d6352867","http://www.cdisc.org"
"Sitting","Code_194","2023-12-15","C62122","Code","2d655ce5-451b-4147-a154-7795267e4f8f","http://www.cdisc.org"
"Standing","Code_195","2023-12-15","C62166","Code","cf55e668-cb22-4385-a208-a5617f468d63","http://www.cdisc.org"
"Supine Position","Code_196","2023-12-15","C62167","Code","eab3b03f-bd4c-4dae-8dfa-002d456c5a06","http://www.cdisc.org"
"Body Position","Code_197","2023-12-15","C62164","Code","82edf093-34b5-4815-b195-bea29557fd22","http://www.cdisc.org"
"Brachial Artery","Code_198","2023-12-15","C12681","Code","1e0d0384-677b-4b08-a79f-1390a84680cd","http://www.cdisc.org"
"Common Carotid Artery","Code_199","2023-12-15","C12687","Code","db74ce05-abdb-4f9c-9959-14f2fd6e3caf","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_200","2023-12-15","C32478","Code","2aeacc5e-ff13-4839-98c3-e3af03a8ca23","http://www.cdisc.org"
"Femoral Artery","Code_201","2023-12-15","C12715","Code","af06e657-d86f-4d31-b9e9-d3397a121300","http://www.cdisc.org"
"Radial Artery","Code_202","2023-12-15","C12838","Code","a31bae2d-8df8-44de-a5a9-e2e7ab79366b","http://www.cdisc.org"
"Anatomic Site","Code_203","2023-12-15","C13717","Code","d8b5d028-9eb3-42a1-b011-ed7c4b9a396c","http://www.cdisc.org"
"Left","Code_204","2023-12-15","C25229","Code","7c7ad73b-b460-4b37-b00a-d9dd8c58ce97","http://www.cdisc.org"
"Right","Code_205","2023-12-15","C25228","Code","86a7e8ad-781a-43e3-8a69-a5aec3415e2b","http://www.cdisc.org"
"Laterality","Code_206","2023-12-15","C25185","Code","a1f7d89f-f737-40fb-823e-6fe81f5ce708","http://www.cdisc.org"
"SYSBP","Code_207","2023-12-15","C25298","Code","ae98a7b6-5d03-41e1-882c-6191dfd649d1","http://www.cdisc.org"
"DIABP","Code_208","2023-12-15","C25299","Code","87373156-fe92-44bd-97d9-2545628d6f9e","http://www.cdisc.org"
"Clinical Test Result","Code_209","2023-12-15","C77140","Code","cf096ebd-b78d-448c-bed7-8b49a2827432","http://www.cdisc.org"
"Unit of Pressure","Code_210","2023-12-15","C49669","Code","2ee51dce-4410-419d-87fb-739354519c7c","http://www.cdisc.org"
"Sitting","Code_211","2023-12-15","C62122","Code","376c6b3f-385c-4d0e-a755-72ba872ebf96","http://www.cdisc.org"
"Standing","Code_212","2023-12-15","C62166","Code","3f6be818-ecd2-4306-98e6-7f17c9a36e7b","http://www.cdisc.org"
"Supine Position","Code_213","2023-12-15","C62167","Code","b8bef412-9fbb-4f60-a45a-e719287ac469","http://www.cdisc.org"
"Body Position","Code_214","2023-12-15","C62164","Code","24cbba52-a12e-411b-9eaf-cdf3d0eab82d","http://www.cdisc.org"
"Brachial Artery","Code_215","2023-12-15","C12681","Code","8191e99d-b58e-4133-b373-ca606c98ef31","http://www.cdisc.org"
"Common Carotid Artery","Code_216","2023-12-15","C12687","Code","fa5423c2-4ca6-497a-bcf7-4d3fd706e85e","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_217","2023-12-15","C32478","Code","b1681a15-881e-4d52-b6be-12b3db22b612","http://www.cdisc.org"
"Femoral Artery","Code_218","2023-12-15","C12715","Code","29abc0c2-d08b-4620-a3d4-07b99e7e036c","http://www.cdisc.org"
"Radial Artery","Code_219","2023-12-15","C12838","Code","3d3708ae-7ac3-4e9c-aca3-6a8c379a9b32","http://www.cdisc.org"
"Anatomic Site","Code_220","2023-12-15","C13717","Code","3be85253-02de-4ec0-8b81-88cd78bed45a","http://www.cdisc.org"
"Left","Code_221","2023-12-15","C25229","Code","98404598-c316-4821-8d48-4ddb49066d96","http://www.cdisc.org"
"Right","Code_222","2023-12-15","C25228","Code","78a7e330-f98b-4104-bb6b-66835a282696","http://www.cdisc.org"
"Laterality","Code_223","2023-12-15","C25185","Code","b8301c8f-3860-49e9-818d-32e45c1ac281","http://www.cdisc.org"
"DIABP","Code_224","2023-12-15","C25299","Code","4332449d-ee7b-4768-ba35-b5b05f219e9a","http://www.cdisc.org"
"TEMP","Code_225","2023-12-15","C174446","Code","ed5ca45d-1ca6-485a-be9d-d7ac5313d841","http://www.cdisc.org"
"Clinical Test Result","Code_226","2023-12-15","C77140","Code","ad4cf41f-c942-4e55-ad63-18500c3b1ac6","http://www.cdisc.org"
"Degree Celsius","Code_227","2023-12-15","C42559","Code","86d361dc-102f-48d5-8faf-d32540f3de9f","http://www.cdisc.org"
"Degree Fahrenheit","Code_228","2023-12-15","C44277","Code","418debf6-263b-44bd-b077-3ffe97c159a9","http://www.cdisc.org"
"Kelvin","Code_229","2023-12-15","C42537","Code","e50c7a95-f1dd-4b3e-9430-bc397158d38e","http://www.cdisc.org"
"Unit of Temperature","Code_230","2023-12-15","C44276","Code","0a9599e0-c38f-429b-987b-c9cb54ce97fb","http://www.cdisc.org"
"Axilla","Code_231","2023-12-15","C12674","Code","83706a28-3501-4ca8-99cb-f1ac5e924dc4","http://www.cdisc.org"
"Ear","Code_232","2023-12-15","C12394","Code","14df6865-45a3-4aff-9688-95218b967f44","http://www.cdisc.org"
"Forehead","Code_233","2023-12-15","C89803","Code","1f66029e-9358-4c2e-94e0-21ace33962cb","http://www.cdisc.org"
"Oral Cavity","Code_234","2023-12-15","C12421","Code","8c2eb953-2324-4088-be47-40774ac50978","http://www.cdisc.org"
"Rectum","Code_235","2023-12-15","C12390","Code","fe20fc2d-84fb-4d1f-891a-e1045c89befb","http://www.cdisc.org"
"Anatomic Site","Code_236","2023-12-15","C13717","Code","92bb7db3-735c-458c-a2a2-c1cc79067564","http://www.cdisc.org"
"TEMP","Code_237","2023-12-15","C174446","Code","236d7f87-0013-47ca-80fc-d3c2a3d7158a","http://www.cdisc.org"
"WEIGHT","Code_238","2023-12-15","C25208","Code","0babeb47-354c-4944-b8e0-0a229f68d5a1","http://www.cdisc.org"
"Clinical Test Result","Code_239","2023-12-15","C77140","Code","33671d00-4f55-45cb-b5fb-6345dd35f2e2","http://www.cdisc.org"
"Pound","Code_240","2023-12-15","C48531","Code","40d00936-7d42-4cca-b378-e17a3dc471de","http://www.cdisc.org"
"Gram","Code_241","2023-12-15","C48155","Code","fe410b5c-45c9-40c8-9f96-3ce2db50de1d","http://www.cdisc.org"
"Kilogram","Code_242","2023-12-15","C28252","Code","7dfbd32a-3008-4a19-9c49-986cf8a4fc1a","http://www.cdisc.org"
"Unit of Weight","Code_243","2023-12-15","C48208","Code","167d2764-932e-4922-8a14-8cad2427a7e5","http://www.cdisc.org"
"WEIGHT","Code_244","2023-12-15","C25208","Code","a3dac50e-f4aa-4b64-ac2f-e47b2b06ccb0","http://www.cdisc.org"
"HEIGHT","Code_245","2023-12-15","C25347","Code","805f1831-cab2-41b3-8121-5f50fe50370f","http://www.cdisc.org"
"Clinical Test Result","Code_246","2023-12-15","C77140","Code","b84b3755-6608-4111-8aa2-7a09031e9df3","http://www.cdisc.org"
"Centimeter","Code_247","2023-12-15","C49668","Code","54b7340c-f7fb-4f7f-bcce-bda3d06b90c9","http://www.cdisc.org"
"Inch","Code_248","2023-12-15","C48500","Code","eb99f742-5650-4055-8ae6-1ee6657f293c","http://www.cdisc.org"
"Meter","Code_249","2023-12-15","C41139","Code","e32e4370-238d-4bb6-80e3-de6da2153897","http://www.cdisc.org"
"Unit of Height","Code_250","2023-12-15","C168688","Code","26fb5d89-a34e-4cbd-9356-91067dcdbd15","http://www.cdisc.org"
"HEIGHT","Code_251","2023-12-15","C25347","Code","2a5d09b1-c127-42a6-8bf9-176e8cedea09","http://www.cdisc.org"
"ALT","Code_252","2023-12-15","C64433","Code","4be79519-d53e-48f1-8be6-7f290bf88ffb","http://www.cdisc.org"
"Laboratory Test Result","Code_253","2023-12-15","C36292","Code","f6b7efcd-1d88-42a4-b977-0dac6d6d5abf","http://www.cdisc.org"
"Unit per Liter","Code_254","2023-12-15","C67456","Code","6a22fb2d-04fc-4be1-998f-79af71627f17","http://www.cdisc.org"
"Microkatal per Liter","Code_255","2023-12-15","C67397","Code","7fe39e08-b563-4463-8570-bc58699dccd3","http://www.cdisc.org"
"International Unit per Liter","Code_256","2023-12-15","C67376","Code","4625f053-1bdd-463d-b836-1e733d72fafb","http://www.cdisc.org"
"Nanokatal per Liter","Code_257","2023-12-15","C70510","Code","f03c5cf4-7c81-46d9-b463-505d7482cc02","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","Code_258","2023-12-15","C67365","Code","eaceb11f-dd16-40f8-89f2-61fe2e3122da","http://www.cdisc.org"
"Biospecimen Type","Code_259","2023-12-15","C70713","Code","0f3f52c8-08ab-4073-9b88-b4fcbd4f43a4","http://www.cdisc.org"
"No","Code_260","2023-12-15","C49487","Code","319091d6-8f9a-4fad-baa3-aff81efd2979","http://www.cdisc.org"
"Yes","Code_261","2023-12-15","C49488","Code","95b32f91-2006-402a-b0cc-4e22908a72a6","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_262","2023-12-15","C83309","Code","6c126f7e-dd35-40c3-b347-262d8c7571fa","http://www.cdisc.org"
"ALT","Code_263","2023-12-15","C64433","Code","3c3a9365-6ead-4f2d-b4ea-e1edb3b0791d","http://www.cdisc.org"
"ALB","Code_264","2023-12-15","C64431","Code","2e043205-8751-48ee-a0e4-4b825ecdc468","http://www.cdisc.org"
"Laboratory Test Result","Code_265","2023-12-15","C36292","Code","377d551c-cd7d-43fa-aef3-9a3806efb592","http://www.cdisc.org"
"Biospecimen Type","Code_266","2023-12-15","C70713","Code","968101f7-4074-4a10-82e7-edaaa046d5ae","http://www.cdisc.org"
"No","Code_267","2023-12-15","C49487","Code","237b7fef-34ea-42d8-952e-8c810c9a67fc","http://www.cdisc.org"
"Yes","Code_268","2023-12-15","C49488","Code","2f5be00f-8e37-4231-925f-33668ed5c8ca","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_269","2023-12-15","C83309","Code","4fb65acf-20c7-4555-b848-1b15e37e9adf","http://www.cdisc.org"
"ALB","Code_270","2023-12-15","C64431","Code","e656be2d-c699-49ff-ab79-c4e1fe51d888","http://www.cdisc.org"
"ALP","Code_271","2023-12-15","C64432","Code","667b5f06-fced-4acb-85b9-932181faf84b","http://www.cdisc.org"
"Laboratory Test Result","Code_272","2023-12-15","C36292","Code","dc3d6bf5-dd4f-4e34-bbac-c38f5abf18d9","http://www.cdisc.org"
"Unit per Liter","Code_273","2023-12-15","C67456","Code","3c6ed837-2178-4a83-a1e1-001f062cd001","http://www.cdisc.org"
"Microkatal per Liter","Code_274","2023-12-15","C67397","Code","a3ae36e3-54fc-42e5-abee-74ce1d4890c2","http://www.cdisc.org"
"International Unit per Liter","Code_275","2023-12-15","C67376","Code","4e33446d-16f5-4e3e-88df-7fbaa33fb4bf","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","Code_276","2023-12-15","C67365","Code","cb7ef2c1-310a-483f-9e2e-0083460b4add","http://www.cdisc.org"
"Biospecimen Type","Code_277","2023-12-15","C70713","Code","7dc7804d-2c9e-411e-9193-768058f2c853","http://www.cdisc.org"
"No","Code_278","2023-12-15","C49487","Code","c9ab5d56-56f2-402a-9d56-fcad490798d2","http://www.cdisc.org"
"Yes","Code_279","2023-12-15","C49488","Code","e320c88a-24f9-485e-98e6-b2fe5798acbc","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_280","2023-12-15","C83309","Code","272b7bfc-a3df-430a-bd7b-999636ae0a47","http://www.cdisc.org"
"ALP","Code_281","2023-12-15","C64432","Code","a2cc8650-a837-4d1b-8b66-a3c098ff8ace","http://www.cdisc.org"
"AST","Code_282","2023-12-15","C64467","Code","8ac938e3-eca4-46eb-8456-57904af5f674","http://www.cdisc.org"
"Laboratory Test Result","Code_283","2023-12-15","C36292","Code","6a216765-06fd-4b39-bbb7-2ef85e8e1702","http://www.cdisc.org"
"Unit per Liter","Code_284","2023-12-15","C67456","Code","d477715c-8775-4965-bdd2-1cb3be06aa2c","http://www.cdisc.org"
"Microkatal per Liter","Code_285","2023-12-15","C67397","Code","4a4188a3-2c93-4d36-8141-0d7b668b4f04","http://www.cdisc.org"
"International Unit per Liter","Code_286","2023-12-15","C67376","Code","c7e32a17-43e6-4c1e-9336-8c2d4831045a","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","Code_287","2023-12-15","C67365","Code","a5cc6b4b-32a6-4a9b-aa90-3aa96804feb0","http://www.cdisc.org"
"Biospecimen Type","Code_288","2023-12-15","C70713","Code","3f8deba8-240f-44ab-b85e-37951cedf7de","http://www.cdisc.org"
"No","Code_289","2023-12-15","C49487","Code","36dfb58c-357b-4fdb-87be-be3e41896562","http://www.cdisc.org"
"Yes","Code_290","2023-12-15","C49488","Code","b3b547d0-79d7-45ea-a618-ef656d4fa76d","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_291","2023-12-15","C83309","Code","de12e90e-4dda-44dc-9c15-77d48badd689","http://www.cdisc.org"
"AST","Code_292","2023-12-15","C64467","Code","cb41ac4b-2fbe-4dd1-8f86-32d13212fac0","http://www.cdisc.org"
"CREAT","Code_293","2023-12-15","C64547","Code","645d7495-cbef-4398-b2ac-a566d89c3d92","http://www.cdisc.org"
"Laboratory Test Result","Code_294","2023-12-15","C36292","Code","3cc013d2-b183-4db6-91e3-8a495fcc4e1f","http://www.cdisc.org"
"Milligram per Deciliter","Code_295","2023-12-15","C67015","Code","32e3b6c5-d812-479c-9875-55529764a8dc","http://www.cdisc.org"
"Microgram per Milliliter","Code_296","2023-12-15","C64572","Code","0272e926-68c0-43f7-a19f-717f38ecfc67","http://www.cdisc.org"
"Millimole per Liter","Code_297","2023-12-15","C64387","Code","61bd4723-53fb-47cb-ab44-56216a7185da","http://www.cdisc.org"
"Micromole per Liter","Code_298","2023-12-15","C48508","Code","4f9513e0-0c84-4863-b8df-bd69fc31b6a8","http://www.cdisc.org"
"Unit of Concentration","Code_299","2023-12-15","C48207","Code","a8fb018d-143c-44f1-b03c-ab44c6c5b602","http://www.cdisc.org"
"Biospecimen Type","Code_300","2023-12-15","C70713","Code","69913fc7-d203-40d8-a9d0-3d9b8d8e187f","http://www.cdisc.org"
"No","Code_301","2023-12-15","C49487","Code","80c0ddc6-85b9-4277-b885-05866ff3b15b","http://www.cdisc.org"
"Yes","Code_302","2023-12-15","C49488","Code","2560d45f-df19-4590-8f2d-53dc680aeabb","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_303","2023-12-15","C83309","Code","dd0aaf8d-5f35-4646-a725-a010ccc12da1","http://www.cdisc.org"
"CREAT","Code_304","2023-12-15","C64547","Code","e3127698-c0ac-41f9-90b7-a9ab87664cf6","http://www.cdisc.org"
"K","Code_305","2023-12-15","C64853","Code","86bb407a-92ae-4bd7-a7bd-baf2e1ed818e","http://www.cdisc.org"
"Laboratory Test Result","Code_306","2023-12-15","C36292","Code","3e28b970-dbf3-435d-adf1-4c961fb2acf5","http://www.cdisc.org"
"Milliequivalent per Liter","Code_307","2023-12-15","C67474","Code","48af0e59-a304-40a5-b860-3a299bc97c9c","http://www.cdisc.org"
"Milliequivalent per Deciliter","Code_308","2023-12-15","C67473","Code","3031a680-48e4-48d8-ae2a-4d932d9cce3c","http://www.cdisc.org"
"Millimole per Liter","Code_309","2023-12-15","C64387","Code","8695dca0-9ad6-4443-8f5d-0c9355002d0f","http://www.cdisc.org"
"Molarity Unit","Code_310","2023-12-15","C64567","Code","98bf091d-5a46-48d4-a50e-93a5daa50e4f","http://www.cdisc.org"
"Biospecimen Type","Code_311","2023-12-15","C70713","Code","a35c7627-29a2-4c2d-b727-6d8d0382b35a","http://www.cdisc.org"
"No","Code_312","2023-12-15","C49487","Code","71d7ca54-754e-4d26-80f8-f91e523c038a","http://www.cdisc.org"
"Yes","Code_313","2023-12-15","C49488","Code","2c31f467-d7a5-4142-8f1a-d935feea4776","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_314","2023-12-15","C83309","Code","c0dd8576-e2e3-4fb1-af06-ff89a41f5658","http://www.cdisc.org"
"K","Code_315","2023-12-15","C64853","Code","9ccc5374-b697-4390-9fa7-18b96899a45c","http://www.cdisc.org"
"SODIUM","Code_316","2023-12-15","C64809","Code","e46c00b1-23d2-404c-9e96-d5541dba3f17","http://www.cdisc.org"
"Laboratory Test Result","Code_317","2023-12-15","C36292","Code","66ff6c6b-c226-4fdc-ad24-c9f2c296fef6","http://www.cdisc.org"
"Milliequivalent per Liter","Code_318","2023-12-15","C67474","Code","7a313a7b-1b51-40a6-9a4a-35aca0772471","http://www.cdisc.org"
"Milliequivalent per Deciliter","Code_319","2023-12-15","C67473","Code","4cc45afa-7db8-41e9-986c-bfdb51338401","http://www.cdisc.org"
"Millimole per Liter","Code_320","2023-12-15","C64387","Code","6b2be57a-f792-4363-9343-bc8bde7e02bd","http://www.cdisc.org"
"Molarity Unit","Code_321","2023-12-15","C64567","Code","7ffad800-d5ee-4c5f-9d34-baac1fa2e7e8","http://www.cdisc.org"
"Biospecimen Type","Code_322","2023-12-15","C70713","Code","4814487d-66e0-45b8-ac31-b7fbec42b2d9","http://www.cdisc.org"
"No","Code_323","2023-12-15","C49487","Code","b91338d6-5642-41ae-b6c0-bcb5d23eb740","http://www.cdisc.org"
"Yes","Code_324","2023-12-15","C49488","Code","f9e362d4-2817-4083-bbaa-5fe560a57f6d","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_325","2023-12-15","C83309","Code","093a953f-12ab-4bd9-b376-df7628d337ae","http://www.cdisc.org"
"SODIUM","Code_326","2023-12-15","C64809","Code","870af32c-efbe-4485-a186-980b8a156b68","http://www.cdisc.org"
"SYSBP","Code_327","2023-12-15","C25298","Code","53f40059-11b5-4553-a8d4-848140c0196f","http://www.cdisc.org"
"Clinical Test Result","Code_328","2023-12-15","C77140","Code","d4e14be8-c8ec-4dc5-9798-2488deb327af","http://www.cdisc.org"
"Unit of Pressure","Code_329","2023-12-15","C49669","Code","239b3969-81fd-42d3-ab46-5ac7bc037415","http://www.cdisc.org"
"Sitting","Code_330","2023-12-15","C62122","Code","29f5e902-5a4a-4bd5-862f-11abcfb5906c","http://www.cdisc.org"
"Standing","Code_331","2023-12-15","C62166","Code","e1822577-5351-43d5-aa90-9a796fca253a","http://www.cdisc.org"
"Supine Position","Code_332","2023-12-15","C62167","Code","ae797848-5159-4f6b-82d9-081335b4fa54","http://www.cdisc.org"
"Body Position","Code_333","2023-12-15","C62164","Code","4d346179-2624-4326-a6a2-1bc83faf1828","http://www.cdisc.org"
"Brachial Artery","Code_334","2023-12-15","C12681","Code","3d845d03-12a3-4559-8bff-70a16d74f104","http://www.cdisc.org"
"Common Carotid Artery","Code_335","2023-12-15","C12687","Code","f6f6c663-f1ba-4d9f-983b-c4c2e5ef6f01","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_336","2023-12-15","C32478","Code","20337877-7c8a-4db3-8d25-e0baba244bd5","http://www.cdisc.org"
"Femoral Artery","Code_337","2023-12-15","C12715","Code","cb1b9ea6-6007-43a5-a7c6-914a7303f311","http://www.cdisc.org"
"Radial Artery","Code_338","2023-12-15","C12838","Code","d134f9ec-4afe-47a9-ac55-ce56a08f5761","http://www.cdisc.org"
"Anatomic Site","Code_339","2023-12-15","C13717","Code","0167c4ba-1ab3-40e3-a532-95b4e26abb9b","http://www.cdisc.org"
"Left","Code_340","2023-12-15","C25229","Code","1dea5e9e-f14d-4d7e-80a0-4ae3c0317d1f","http://www.cdisc.org"
"Right","Code_341","2023-12-15","C25228","Code","142c0e83-90df-4f2c-9d89-6ae73f11d526","http://www.cdisc.org"
"Laterality","Code_342","2023-12-15","C25185","Code","8e484449-b0e2-436c-a5c1-d23c0695ef41","http://www.cdisc.org"
"SYSBP","Code_343","2023-12-15","C25298","Code","42b22d8c-708d-43b2-8215-74180d14354f","http://www.cdisc.org"
"DIABP","Code_344","2023-12-15","C25299","Code","f58c04ac-e679-49cb-8ab7-0e94531ef95e","http://www.cdisc.org"
"Clinical Test Result","Code_345","2023-12-15","C77140","Code","0cdaeeeb-873e-4710-b7dd-6ee0f927b786","http://www.cdisc.org"
"Unit of Pressure","Code_346","2023-12-15","C49669","Code","a3da5c34-59dc-4a8e-b7c7-0f55a5b03f6a","http://www.cdisc.org"
"Sitting","Code_347","2023-12-15","C62122","Code","3a6b791c-65d5-4e5d-8c27-066ec0a05361","http://www.cdisc.org"
"Standing","Code_348","2023-12-15","C62166","Code","1b00620b-2c26-4c79-842f-514c91bae794","http://www.cdisc.org"
"Supine Position","Code_349","2023-12-15","C62167","Code","a00ad075-393c-4bde-b237-a017a4a5b815","http://www.cdisc.org"
"Body Position","Code_350","2023-12-15","C62164","Code","b020a7b4-99e8-4a95-838b-9256a1b2d7f8","http://www.cdisc.org"
"Brachial Artery","Code_351","2023-12-15","C12681","Code","20bb3fba-ed56-4f0a-8f45-683998db03ce","http://www.cdisc.org"
"Common Carotid Artery","Code_352","2023-12-15","C12687","Code","c9ad80bc-8b8f-4b5a-b476-0d4579ac7086","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_353","2023-12-15","C32478","Code","e0c773cb-123e-42dc-8523-f292117cbdf6","http://www.cdisc.org"
"Femoral Artery","Code_354","2023-12-15","C12715","Code","8c1f03d1-8263-4ab3-a6c5-c2274405d510","http://www.cdisc.org"
"Radial Artery","Code_355","2023-12-15","C12838","Code","369ddeb3-2142-4142-b292-6554800fce96","http://www.cdisc.org"
"Anatomic Site","Code_356","2023-12-15","C13717","Code","f925103e-9b63-414b-bda5-20aa0d54ed6e","http://www.cdisc.org"
"Left","Code_357","2023-12-15","C25229","Code","1e67ae9b-597a-4134-bbff-b7d1027a8057","http://www.cdisc.org"
"Right","Code_358","2023-12-15","C25228","Code","ee892cea-92d4-40cb-beda-b586d0ced313","http://www.cdisc.org"
"Laterality","Code_359","2023-12-15","C25185","Code","ccbb4c9b-1c55-4f9c-945d-1c9fb3efa8a4","http://www.cdisc.org"
"DIABP","Code_360","2023-12-15","C25299","Code","bd592c0b-dace-4d6e-a490-07da7538c6d4","http://www.cdisc.org"
"HR","Code_361","2023-12-15","C49677","Code","1a8a61f2-cc1e-4293-8ad5-30f6fee3af48","http://www.cdisc.org"
"Clinical Test Result","Code_362","2023-12-15","C77140","Code","52ed206a-12cf-47c7-b7f3-81a83d29c4ad","http://www.cdisc.org"
"Count per Minute","Code_363","2023-12-15","C73688","Code","62e2d556-af01-4f6b-8d9c-ecf401bb279e","http://www.cdisc.org"
"Sitting","Code_364","2023-12-15","C62122","Code","0ffe0342-33df-4150-8d10-2efc5b266319","http://www.cdisc.org"
"Standing","Code_365","2023-12-15","C62166","Code","c9bf7a63-2a50-4b53-a01e-36fe411d6cb6","http://www.cdisc.org"
"Supine Position","Code_366","2023-12-15","C62167","Code","c9e8d566-39ea-4b2d-8e60-c2dba94261be","http://www.cdisc.org"
"Body Position","Code_367","2023-12-15","C62164","Code","8b7bc3e3-139f-4849-b5a3-f7892ecabd59","http://www.cdisc.org"
"Brachial Artery","Code_368","2023-12-15","C12681","Code","95fd2f15-02f2-4f56-9fc2-667e65b2f019","http://www.cdisc.org"
"Common Carotid Artery","Code_369","2023-12-15","C12687","Code","12b329cc-f749-4611-8c72-d693056b7dab","http://www.cdisc.org"
"Dorsalis Pedis Artery","Code_370","2023-12-15","C32478","Code","9a37f2d5-b18b-4778-a866-e685df5b2c4e","http://www.cdisc.org"
"Femoral Artery","Code_371","2023-12-15","C12715","Code","8e14e0b6-9e1c-4e37-9b8e-f4dd35aa949c","http://www.cdisc.org"
"Radial Artery","Code_372","2023-12-15","C12838","Code","d7835867-5f5c-4dc7-9ce9-1dc963f809e3","http://www.cdisc.org"
"Anatomic Site","Code_373","2023-12-15","C13717","Code","345bde4f-a1d5-4779-a48f-199d8321feb4","http://www.cdisc.org"
"Left","Code_374","2023-12-15","C25229","Code","c5a96ebd-1b71-4add-864e-97934545c2e8","http://www.cdisc.org"
"Right","Code_375","2023-12-15","C25228","Code","fd652ed6-a679-4305-9783-5ffc3b53073b","http://www.cdisc.org"
"Laterality","Code_376","2023-12-15","C25185","Code","431ef668-096e-44fd-ba3a-bdfcc7cecb01","http://www.cdisc.org"
"HR","Code_377","2023-12-15","C49677","Code","62bc5d01-4544-4dec-a4e2-9d141a010af4","http://www.cdisc.org"
"SYSBP","Code_378","2023-12-15","C25298","Code","eaea0370-9b0c-405e-b86f-2d08da2eb412","http://www.cdisc.org"
"Clinical Test Result","Code_379","2023-12-15","C77140","Code","07d812a7-d751-4374-9448-082864e500a4","http://www.cdisc.org"
"Unit of Pressure","Code_380","2023-12-15","C49669","Code","60ad3d56-47be-4cb3-8f97-e79bf5606411","http://www.cdisc.org"
"Sitting","Code_381","2023-12-15","C62122","Code","e73e00bb-e8f4-4e2f-be36-f7edea51df0f","http://www.cdisc.org"
"Standing","Code_382","2023-12-15","C62166","Code","95fbbbf1-92e8-45e4-ab5e-aa4b3be068c9","http://www.cdisc.org"
"Supine Position","Code_383","2023-12-15","C62167","Code","856023bc-025e-4f3c-8c13-3dd799a3113d","http://www.cdisc.org"
