"code","id","codeSystemVersion","uuid:ID","codeSystem","decode"
"C25299","Code_243","","32803173-b9f6-4e60-b9d1-a49e8e5824c2","NCI Thesaurus","Diastolic Blood Pressure"
"C174268","Code_115","2023-09-29","7b25f5b6-202c-48e9-be64-7fea85fb873f","http://www.cdisc.org","Placebo Comparator Arm"
"C188866","Code_116","2023-09-29","a27fdd5a-ea25-44a2-a622-984c98276e28","http://www.cdisc.org","Data Generated Within Study"
"C174267","Code_117","2023-09-29","07ea9f44-e9d5-4bbe-bfe8-303b4d4bd79e","http://www.cdisc.org","Active Comparator Arm"
"C188866","Code_118","2023-09-29","3d2c6862-3e6c-4ed1-ad7d-3786dfaaa495","http://www.cdisc.org","Data Generated Within Study"
"C174267","Code_119","2023-09-29","871dcbb8-9c8f-4eae-8ee0-75192a6790fa","http://www.cdisc.org","Active Comparator Arm"
"C188866","Code_120","2023-09-29","81cf1d9d-ce6c-4603-a1ca-da3d7eb5566d","http://www.cdisc.org","Data Generated Within Study"
"C15228","Code_128","2023-09-29","5061735e-8169-4115-832e-03f0fe04023e","http://www.cdisc.org","Double Blind Study"
"C48262","Code_121","2023-09-29","ed197a5d-d2e9-47df-828a-8e01121352f4","http://www.cdisc.org","Trial Screening"
"C101526","Code_122","2023-09-29","634dbd6f-e0eb-48af-9ae2-65a83339339d","http://www.cdisc.org","Treatment Epoch"
"C101526","Code_123","2023-09-29","dc0799dc-fd98-4a05-9d76-7249b6780a43","http://www.cdisc.org","Treatment Epoch"
"C101526","Code_124","2023-09-29","0f4b8e30-33f8-4b53-bd37-83635021c202","http://www.cdisc.org","Treatment Epoch"
"C99158","Code_125","2023-09-29","da3d8abb-ea7b-42c9-9767-53da03331952","http://www.cdisc.org","Clinical Study Follow-up"
"G30.9","Code_304","1","be12423b-abae-4305-9130-43f507a186db","ICD-10-CM","Alzheimer's disease; unspecified"
"26929004","Code_305","January 31, 2018","c50417d3-1b86-444f-ad36-4fcac54fd0fd","SNOMED","Alzheimer's disease"
"C85826","Code_310","2023-09-29","0a820b18-aaad-45a5-9ccb-15afc4fa6f1a","http://www.cdisc.org","Trial Primary Objective"
"C94496","Code_309","2023-09-29","8554f846-c787-4d74-ae79-78b389431134","http://www.cdisc.org","Primary Endpoint"
"C94496","Code_311","2023-09-29","91dbf964-7571-4a9e-a70e-375dabe15758","http://www.cdisc.org","Primary Endpoint"
"C85826","Code_313","2023-09-29","0f2c8c9f-9781-4cf1-8559-b062c9c8f12d","http://www.cdisc.org","Trial Primary Objective"
"C94496","Code_312","2023-09-29","bce03992-9456-474e-9b01-656ab1481998","http://www.cdisc.org","Primary Endpoint"
"C94496","Code_314","2023-09-29","0f75dbb8-5a43-49f2-9697-d649300849b1","http://www.cdisc.org","Primary Endpoint"
"C94496","Code_315","2023-09-29","e32eca27-072e-4ccf-832c-cca3432a39c1","http://www.cdisc.org","Primary Endpoint"
"C85827","Code_317","2023-09-29","8e1dd59f-f06d-4355-85c8-fb40da252c95","http://www.cdisc.org","Trial Secondary Objective"
"C139173","Code_316","2023-09-29","3b18aeb1-4ffb-4b45-80ed-31e7ee45bf7b","http://www.cdisc.org","Secondary Endpoint"
"C139173","Code_318","2023-09-29","404237d5-e430-45e8-9289-521d2c045c10","http://www.cdisc.org","Secondary Endpoint"
"C139173","Code_319","2023-09-29","455381b0-ca82-415a-a105-493ea92e8cf1","http://www.cdisc.org","Secondary Endpoint"
"C25532","Code_320","2023-09-29","2294a9d3-21bb-4072-8ab9-c4f4e7016c27","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code_321","2023-09-29","84ce0da8-5aef-492b-a9be-0f2fa105a359","http://www.cdisc.org","Inclusion Criteria"
"C25532","Code_322","2023-09-29","24876376-989a-41b4-990a-96bc15c1a31a","http://www.cdisc.org","Inclusion Criteria"
"C25370","Code_323","2023-09-29","b1b7dd8a-6700-4068-9068-fc588b9d80d4","http://www.cdisc.org","Exclusion Criteria"
"C201264","Code_10","2023-09-29","fe88950c-5e06-481a-82ac-c2e322df9869","http://www.cdisc.org","Before"
"C201265","Code_11","2023-09-29","7da00f37-657e-45f0-9b4e-f124ac83afc0","http://www.cdisc.org","Start to Start"
"C201264","Code_12","2023-09-29","f73bfd16-21a5-4ea0-83e7-1ef06d2bdc68","http://www.cdisc.org","Before"
"C201265","Code_13","2023-09-29","42b1a311-1ef4-4a1b-bd80-a23adfea71e9","http://www.cdisc.org","Start to Start"
"C201264","Code_15","2023-09-29","3afd8a48-d345-4672-bd8c-5dde82cb112a","http://www.cdisc.org","Fixed Reference"
"C201265","Code_16","2023-09-29","72a1c111-53cc-4602-ab95-b31777f1c157","http://www.cdisc.org","Start to Start"
"C201264","Code_17","2023-09-29","1b798e02-8fd6-44ea-b278-3296c0133538","http://www.cdisc.org","After"
"C201265","Code_18","2023-09-29","7ab446ca-c4b4-4cb1-9e1c-b0019da30bb4","http://www.cdisc.org","Start to Start"
"C201264","Code_20","2023-09-29","394fc729-0c8f-4a6e-af13-5ddcb7ed9fb5","http://www.cdisc.org","After"
"C201265","Code_21","2023-09-29","8662d57b-d60b-47e8-8c6c-e61c374414ce","http://www.cdisc.org","Start to Start"
"C201264","Code_23","2023-09-29","d03c25eb-2719-4b87-ba6f-5cdc4514f83b","http://www.cdisc.org","After"
"C201265","Code_24","2023-09-29","346d010b-a520-491a-b016-413a970b1513","http://www.cdisc.org","Start to Start"
"C201264","Code_26","2023-09-29","746c4006-c774-4e99-94aa-7055bb71b323","http://www.cdisc.org","After"
"C201265","Code_27","2023-09-29","3816669d-8e91-46ef-b632-088076005632","http://www.cdisc.org","Start to Start"
"C201264","Code_29","2023-09-29","ce695136-e050-4994-9e0a-898d8531260e","http://www.cdisc.org","After"
"C201265","Code_30","2023-09-29","f5f2e030-2088-477b-bfba-cac2d08a495e","http://www.cdisc.org","Start to Start"
"C201264","Code_31","2023-09-29","a58b5559-4da2-40a4-b346-9c5544696634","http://www.cdisc.org","After"
"C201265","Code_32","2023-09-29","b5376db8-3bde-4ad0-b813-5ad65b783c7f","http://www.cdisc.org","Start to Start"
"C201264","Code_34","2023-09-29","ceb77c14-3a07-4ce4-a112-a19f026fa07e","http://www.cdisc.org","After"
"C201265","Code_35","2023-09-29","79956484-6cba-4957-8ef0-05ffbf077d19","http://www.cdisc.org","Start to Start"
"C201264","Code_36","2023-09-29","c61db684-2f60-40d4-a2ce-c172416e5ff7","http://www.cdisc.org","After"
"C201265","Code_37","2023-09-29","240c5d58-612a-45fb-878c-888de929fa39","http://www.cdisc.org","Start to Start"
"C201264","Code_39","2023-09-29","abd33bd4-4f0b-4ddc-995c-05558506b227","http://www.cdisc.org","After"
"C201265","Code_40","2023-09-29","335d3446-2ec7-4b7c-ab7d-3a072e4d1b4e","http://www.cdisc.org","Start to Start"
"C201264","Code_41","2023-09-29","0bf866f6-7414-431f-af23-476e66af0356","http://www.cdisc.org","After"
"C201265","Code_42","2023-09-29","3ca16e4e-3511-4931-8705-c4a4fa8100ea","http://www.cdisc.org","Start to Start"
"C201264","Code_44","2023-09-29","25d45d51-c9b4-4e49-b2fa-7e85a58a953c","http://www.cdisc.org","After"
"C201265","Code_45","2023-09-29","ef92ec1a-4d20-42dd-b46e-6e41e4f426d4","http://www.cdisc.org","Start to Start"
"C201264","Code_46","2023-09-29","b3b6e63c-43e2-4c1c-9591-127e28752b6b","http://www.cdisc.org","After"
"C201265","Code_47","2023-09-29","82c0c994-3cdc-4af6-adf9-96717e891e76","http://www.cdisc.org","Start to Start"
"C201264","Code_49","2023-09-29","b310605a-c8e5-4c35-86d0-5a906ff297c9","http://www.cdisc.org","After"
"C201265","Code_50","2023-09-29","5d3e3854-5f24-4c87-99e3-c11cec515638","http://www.cdisc.org","Start to Start"
"C201264","Code_52","2023-09-29","ee507bc6-da46-4c36-a317-128673a461b3","http://www.cdisc.org","Fixed Reference"
"C201265","Code_53","2023-09-29","a3df40b0-30ad-4602-96d1-9f9899acb856","http://www.cdisc.org","Start to Start"
"C201264","Code_54","2023-09-29","be170b7f-6cff-4ec9-b67b-09fed132a466","http://www.cdisc.org","Fixed Reference"
"C201265","Code_55","2023-09-29","879d5ef3-5e5a-45cf-97a0-746ed6a2394f","http://www.cdisc.org","Start to Start"
"C201264","Code_56","2023-09-29","26ff9099-c984-45ed-93a3-c30d7bc4ef8b","http://www.cdisc.org","Fixed Reference"
"C201265","Code_57","2023-09-29","5fe47f60-e2a4-49a9-9fa1-4df5a346780a","http://www.cdisc.org","Start to Start"
"C201264","Code_58","2023-09-29","a8863a6c-0ade-43ed-b27a-202fd804c80f","http://www.cdisc.org","After"
"C201265","Code_59","2023-09-29","d19bf489-4361-4d8b-8465-6808e699bdde","http://www.cdisc.org","Start to Start"
"C201264","Code_60","2023-09-29","3fbd4eae-9bfa-41d6-bd28-16c9a15ec247","http://www.cdisc.org","After"
"C201265","Code_61","2023-09-29","24190a03-291a-4b86-8c46-871f6b36ea51","http://www.cdisc.org","End to Start"
"C201264","Code_63","2023-09-29","36bbe635-e83a-4b78-b673-e79fb8d3586a","http://www.cdisc.org","After"
"C201265","Code_64","2023-09-29","44f6741c-a1a2-4056-abf3-f34f2d4fdcec","http://www.cdisc.org","End to Start"
"C25508","Code_4","2023-09-29","5e05180d-c8c5-4af1-9704-d1ada96fe716","http://www.cdisc.org","Final"
"C99903x1","Code_7","2023-09-29","bbbccc9a-b49b-4cdc-9060-6dba72f854a6","http://www.cdisc.org","Protocol Effective Date"
"C41129","Code_9","2023-09-29","85fc70a4-9ab1-40c5-b7a0-1ff929113d69","http://www.cdisc.org","Region"
"150","Code_8","2020-08","80c51a1f-a93e-44e2-8af0-ce3db65cef13","ISO 3166 1 alpha3","Europe"
